,ACWX,XTSLA,BRL,EUR,CAD,KRW,CAD.1,TWD,ZAR,SEK,CAD.2,INR,RUB,NZD,THB,SGD,ILS,HKD,CLP,CNH,THB.1,SGD.1,AUD,CNH.1,THB.2,MYR,ILS.1,SGD.2,TRY,TRY.1,SGD.3,MYR.1,NZD.1,ILS.2,NZD.2,ILS.3,TRY.2,NZD.3,TRY.3,CNH.2,RUB.1,CLP.1,CHF,CHF.1,JPY,CAD.3,EUR.1,BRL.1,NZD.4,ZAR.1,KRW.1,TRY.4,CHF.2,AUD.1,GBP,JPY.1,MYR.2,RUB.2,CHF.3,ZAR.2,SEK.1,TWD.1,INR.1,MXN,DKK,NOK,NOK.1,GBP.1,HKD.1,DKK.1,CNH.3,TWD.2,KRW.2,EUR.2,DKK.2,CAD.4,CAD.5,INR.2,EUR.3,BRL.2,TWD.3,RUB.3,JPY.2,EUR.4,BRL.3,CLP.2,ILS.4,THB.3,CAD.6,SGD.4,HKD.2,MXN.1,GBP.2,CLP.3,NOK.2,DKK.3,CNH.4,AUD.2,TWD.4,ZAR.3,HKD.3,RUB.4,CLP.4,INR.3,NOK.3,MXN.2,MYR.3,MXN.3,THB.4,MXN.4,ZAR.4,SEK.2,HKD.4,INR.4,DKK.4,BRL.4,CHF.4,GBP.3,AUD.3,SEK.3,GBP.4,KRW.3,SEK.4,KRW.4,AUD.4,NOK.4,JPY.3,MYR.4,USD,2330.TW,700.HK,9988.HK,NESN.SW,005930.KS,ASML.AS,ROG.SW,MC.PA,NOVN.SW,7203.T,AZN.L,SHOP,ULVR.L,NOVO B.CO,1299.HK,SAP.DE,RY.TO,CBA.AX,3690.HK,6758.T,TD.TO,SIE.DE,SAN.PA,OR.PA,DGE.L,HSBA.L,BHP.AX,TTE.PA,ALV.DE,GSK.L,CSL.AX,6861.T,RIO.L,NPN.JO,SU.PA,VALE3.SA,AI.PA,9984.T,BATS.L,RELIANCE.NS,BP.L,RDSA.AS,388.HK,AIR.PA,ENB.TO,ENEL.MI,BNS.TO,CNR.TO,IBE.MC,BAS.DE,DAI.DE,INFY.NS,DTE.DE,ADS.DE,6098.T,RYDBF,939.HK,DPW.DE,BNP.PA,BAM.A.TO,JD,BHP.L,WBC.AX,KER.PA,8306.T,RITN.,BMO.TO,SAN.MC,NAB.AX,RKT.L,NIO,ABBN.SW,8035.T,7974.T,BAYN.DE,ZURN.SW,UBSG.SW,ANZ.AX,4063.T,HDFC.NS,2269.HK,6501.T,000660.KS,LONN.SW,2318.HK,REL.L,DG.PA,4502.T,6594.T,ABI.BR,EL.PA,005935.KQ,WES.AX,CM.TO,DSV.CO,1810.HK,9433.T,2317.TW,7267.T,6367.T,ADYEN.AS,IFX.DE,SIKA.SW,7741.T,AAL.L,BIDU,PRU.L,INGA.AS,2454.TW,CP.TO,NTES,CS.PA,RMS.PA,GIVN.SW,VOW3.DE,PRX.AS,035420.KS,RI.PA,PDD,SAF.PA,TRP.TO,6981.T,GAZP.ME,8316.T,ICICIBANK.NS,NG.L,INVE B.ST,LLOY.L,6954.T,GLEN.L,ISP.MI,BN.PA,ATCO A.ST,VOD.L,PHIA.AS,SBER.ME,BBVA.MC,BARC.L,TCS.NS,MQG.AX,9983.T,CRH.L,CNQ.TO,035720.KS,EXPN.L,D05.SI,STLA.MI,VWS.CO,9434.T,MUV2.DE,NDA SE.ST,VNA.DE,ABX.TO,MFC.TO,ITX.MC,8001.T,WOW.AX,CPG.L,APGN.SW,8031.T,AHT.L,006400.KS,1120.SR,ERIC B.ST,6702.T,8411.T,ALC.SW,8058.T,NTR.TO,PGHN.SW,DSYA.,4568.T,VOLV B.ST,LKOH.ME,SGO.PA,DSM.AS,3382.T,ATD.B.TO,HEXA B.ST,LSEG.L,9432.T,DB1.DE,051910.KS,NOKIA.HE,6273.T,SU.TO,RIO.AX,CAP.PA,FERG.L,4503.T,BMW.DE,CSU.TO,ASSA B.ST,FMG.AX,1398.HK,M4B.,CLNX.MC,AD.AS,GEBN.SW,HEIA.AS,BAM,CFR.SW,1180.SR,ENI.MI,DSY.PA,8766.T,FLTR.L,SLF.TO,n/a,4661.T,TCL.AX,AMS.MC,HINDUNILVR.NS,AMXL.MX,SUM
07/09/2021,99.74,0.07,0.06,0.05,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
07/26/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,1.46,1.46,1.33,1.19,1.09,1.01,0.79,0.73,0.69,0.66,0.64,0.57,0.57,0.54,0.54,0.52,0.48,0.46,0.46,0.44,0.43,0.43,0.41,0.41,0.41,0.4,0.39,0.37,0.36,0.36,0.35,0.34,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.32000000000001
10/11/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,1.25,1.02,1.33,1.09,1.16,1.01,0.76,0.69,0.67,0.7,0.58,0.53,0.62,0.54,0.53,0.54,0.51,0.45,0.51,0.47,0.45,0.42,0.4,0.43,0.43,0.3,0.47,0.35,0.36,0.36,0.42,0.28,0.14,0.33,0.21,0.29,0.26,0.29,0.38,0.36,0.35,0.25,0.29,0.31,0.25,0.28,0.32,0.23,0.25,0.29,0.29,0.25,0.22,0.31,0.32,0.26,0.23,0.28,0.0,0.24,0.2,0.26,0.21,0.28,0.0,0.25,0.25,0.25,0.2,0.17,0.21,0.23,0.19,0.2,0.23,0.23,0.22,0.22,0.25,0.2,0.21,0.17,0.22,0.16,0.21,0.2,0.18,0.17,0.16,0.21,0.17,0.17,0.2,0.19,0.15,0.2,0.18,0.18,0.2,0.21,0.21,0.18,0.21,0.16,0.16,0.2,0.22,0.18,0.18,0.14,0.2,0.17,0.17,0.15,0.28,0.15,0.18,0.15,0.16,0.17,0.17,0.24,0.18,0.18,0.16,0.15,0.17,0.14,0.19,0.18,0.16,0.15,0.15,0.15,0.19,0.18,0.17,0.18,0.17,0.14,0.14,0.18,0.0,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.12,0.13,0.14,0.15,0.14,0.14,0.14,0.0,0.14,0.13,0.12,0.17,0.13,0.13,0.14,0.15,0.16,0.15,0.13,0.0,0.17,0.12,0.14,0.13,0.13,0.13,0.12,0.0,0.12,0.14,0.12,0.0,0.12,0.12,0.13,0.0,0.12,0.12,0.12,0.12,0.13,0.0,0.0,0.12,0.0,0.0,0.13,0.0,0.0,0.27,0.21,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,52.42
10/12/2021,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,1.31,1.08,1.32,1.08,1.19,1.02,0.77,0.69,0.67,0.7,0.59,0.53,0.63,0.54,0.54,0.54,0.5,0.49,0.5,0.47,0.46,0.42,0.4,0.43,0.43,0.3,0.46,0.36,0.36,0.36,0.41,0.29,0.15,0.34,0.21,0.29,0.25,0.28,0.38,0.36,0.35,0.25,0.29,0.31,0.25,0.28,0.31,0.24,0.26,0.3,0.29,0.25,0.22,0.31,0.32,0.26,0.23,0.28,0.0,0.25,0.21,0.26,0.21,0.28,0.0,0.25,0.25,0.26,0.2,0.18,0.21,0.23,0.19,0.21,0.23,0.23,0.22,0.22,0.24,0.2,0.21,0.17,0.22,0.17,0.21,0.21,0.17,0.17,0.16,0.21,0.17,0.17,0.2,0.19,0.15,0.2,0.18,0.18,0.2,0.21,0.21,0.18,0.2,0.17,0.16,0.2,0.22,0.18,0.17,0.15,0.2,0.17,0.17,0.15,0.3,0.16,0.18,0.16,0.17,0.17,0.16,0.23,0.18,0.18,0.16,0.15,0.17,0.14,0.19,0.18,0.16,0.15,0.15,0.15,0.19,0.18,0.17,0.18,0.17,0.14,0.15,0.18,0.12,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.12,0.13,0.14,0.15,0.14,0.14,0.13,0.0,0.13,0.13,0.12,0.17,0.13,0.13,0.13,0.15,0.15,0.15,0.13,0.0,0.17,0.13,0.14,0.13,0.13,0.12,0.12,0.0,0.12,0.14,0.12,0.0,0.12,0.12,0.13,0.0,0.12,0.12,0.12,0.12,0.13,0.0,0.0,0.12,0.0,0.0,0.13,0.0,0.0,0.27,0.22,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.0,0.0,52.82
