,CROX,TXRH,JCOM,SAIA,STAA,AEO,LSCC,LHCG,HELE,TTEK,MSTR,EXPO,AMN,NOVT,MMS,QTS,SSD,ALRM,M,WING,KFY,ESNT,POWI,NEOG,WDFC,SIG,CBRL,WTS,MED,SFIX,PNM,QLYS,BKH,SPSC,UFPI,LANC,SWX,ABG,RCII,CNMD,HLI,SXT,TGNA,AIT,WERN,EYE,SHOO,FELE,CVLT,LXP,SONO,STMP,JBT,ATRC,HR,BPMC,ANF,CCOI,KTB,NSP,NSIT,MUSA,FHI,BIG,AWR,LGIH,BRC,PSB,AVA,WK,MMSI,BMI,KNSL,RLI,YELP,LCII,UNF,CWT,SNBR,ALTR,PZZA,MLHR,BJ,NWE,HI,ABM,MGEE,MIME,SBH,CAKE,KWR,GPI,DORM,CWST,BLMN,PDCO,SSTK,FWRD,VSH,WWW,IRBT,PBH,CORT,ODP,HCSG,OMI,EVTC,MANT,TRTN,BXS,IBP,CARG,APPF,EBS,BNL,DLX,PSMT,PRGS,HNI,CELH,SCL,CALX,BCPC,PDM,VGR,TRNO,GNW,COKE,RPAI,VICR,CENTA,CORE,DOC,MNRO,FIX,ENV,KAI,GOLF,BXMT,SYKE,LILAK,MD,BGS,OXM,STRA,MGRC,KLIC,CWEN,CYH,MNR,XPER,SKT,UMBF,CMPR,GMS,BLKB,CSII,IRWD,VSTO,NSA,AMCX,BKE,TTGT,MDP,MEI,LZB,NUS,HIBB,CMC,SJW,ETRN,GEF,AAT,NWBI,CSGS,NARI,ICFI,PCH,BCC,KFRC,CSWI,SUPN,RGR,SFM,PD,UVV,OFC,PFS,AVID,OSIS,WOR,ASB,TNC,XPEL,KRG,DDS,MFA,CMP,BIGC,TUP,JYNT,IPAR,KNL,AAWW,STC,ALG,LRN,VCRA,MATX,JW.A,SAH,MBUU,NBTB,NNI,CRVL,PLUS,WABC,SCS,FIZZ,n/a,TMP,ZD,RVLV,HEES,ENTA,MLKN,VRTV,CADE,IMKTA,SXI,ASO,CXW,UNFI,SUM
09/17/2021,1.42,0.92,0.9,1.06,0.85,0.57,0.94,0.64,0.77,0.89,0.72,0.92,0.82,0.77,0.68,0.0,0.68,0.6,0.74,0.74,0.69,0.65,0.8,0.56,0.54,0.57,0.53,0.68,0.44,0.32,0.58,0.62,0.57,0.77,0.51,0.46,0.56,0.52,0.6,0.47,0.56,0.54,0.48,0.49,0.5,0.56,0.45,0.5,0.47,0.54,0.49,0.78,0.53,0.45,0.47,0.54,0.36,0.44,0.43,0.53,0.43,0.5,0.43,0.32,0.48,0.42,0.39,0.46,0.41,0.54,0.5,0.43,0.41,0.41,0.38,0.42,0.41,0.45,0.36,0.45,0.51,0.43,0.5,0.4,0.38,0.4,0.41,0.48,0.29,0.32,0.4,0.4,0.31,0.43,0.33,0.37,0.39,0.33,0.33,0.36,0.31,0.36,0.31,0.3,0.28,0.28,0.35,0.3,0.32,0.33,0.31,0.38,0.28,0.3,0.33,0.25,0.27,0.28,0.25,0.35,0.28,0.29,0.3,0.26,0.26,0.28,0.27,0.27,0.3,0.32,0.24,0.0,0.27,0.24,0.24,0.26,0.31,0.27,0.27,0.0,0.25,0.24,0.25,0.24,0.24,0.22,0.32,0.31,0.0,0.24,0.23,0.22,0.24,0.19,0.24,0.21,0.2,0.23,0.25,0.27,0.19,0.2,0.26,0.24,0.22,0.22,0.0,0.2,0.22,0.23,0.24,0.25,0.24,0.21,0.23,0.0,0.22,0.21,0.22,0.21,0.23,0.19,0.19,0.19,0.22,0.0,0.2,0.2,0.0,0.19,0.0,0.2,0.19,0.0,0.18,0.21,0.19,0.21,0.0,0.18,0.21,0.18,0.0,0.2,0.2,0.0,0.0,0.21,0.22,0.18,0.0,0.0,0.0,0.19,0.19,0.18,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.34
09/20/2021,1.48,0.91,0.89,1.07,0.87,0.57,0.96,0.61,0.76,0.89,0.73,0.93,0.81,0.78,0.67,0.0,0.67,0.61,0.77,0.75,0.68,0.64,0.8,0.56,0.54,0.59,0.53,0.68,0.43,0.3,0.58,0.62,0.55,0.8,0.51,0.46,0.55,0.54,0.62,0.49,0.57,0.54,0.54,0.48,0.5,0.57,0.44,0.49,0.47,0.53,0.49,0.77,0.52,0.45,0.48,0.55,0.38,0.43,0.43,0.52,0.42,0.54,0.42,0.33,0.47,0.42,0.39,0.46,0.4,0.53,0.49,0.43,0.4,0.4,0.38,0.42,0.41,0.43,0.35,0.44,0.51,0.45,0.5,0.39,0.37,0.4,0.4,0.48,0.29,0.32,0.39,0.43,0.31,0.42,0.33,0.36,0.4,0.34,0.33,0.35,0.3,0.35,0.31,0.3,0.27,0.27,0.34,0.29,0.32,0.33,0.31,0.38,0.28,0.29,0.33,0.25,0.27,0.29,0.26,0.38,0.27,0.3,0.3,0.26,0.26,0.28,0.26,0.26,0.3,0.32,0.24,0.0,0.27,0.23,0.24,0.26,0.31,0.27,0.27,0.0,0.24,0.24,0.24,0.23,0.23,0.23,0.31,0.31,0.0,0.24,0.23,0.23,0.24,0.2,0.23,0.21,0.21,0.23,0.25,0.27,0.19,0.2,0.27,0.24,0.22,0.22,0.0,0.2,0.22,0.22,0.25,0.24,0.23,0.21,0.23,0.0,0.22,0.22,0.22,0.21,0.23,0.19,0.19,0.19,0.23,0.0,0.2,0.2,0.0,0.0,0.18,0.2,0.18,0.19,0.18,0.21,0.19,0.21,0.0,0.18,0.22,0.0,0.0,0.21,0.2,0.0,0.0,0.2,0.22,0.18,0.19,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.39
09/21/2021,1.46,0.91,0.87,1.06,0.86,0.57,0.94,0.63,0.77,0.87,0.71,0.91,0.81,0.78,0.67,0.0,0.67,0.6,0.76,0.75,0.68,0.64,0.78,0.56,0.53,0.59,0.54,0.66,0.44,0.31,0.58,0.62,0.54,0.8,0.51,0.46,0.54,0.54,0.62,0.48,0.57,0.53,0.53,0.47,0.5,0.56,0.45,0.49,0.44,0.52,0.5,0.77,0.54,0.45,0.47,0.56,0.38,0.44,0.43,0.52,0.42,0.57,0.42,0.33,0.47,0.43,0.38,0.44,0.4,0.55,0.49,0.43,0.4,0.4,0.39,0.42,0.41,0.43,0.36,0.44,0.51,0.44,0.5,0.39,0.37,0.39,0.39,0.47,0.29,0.32,0.38,0.44,0.32,0.42,0.33,0.36,0.41,0.34,0.32,0.35,0.31,0.35,0.31,0.31,0.26,0.26,0.34,0.29,0.32,0.32,0.31,0.38,0.28,0.29,0.32,0.25,0.28,0.29,0.26,0.37,0.27,0.3,0.3,0.27,0.26,0.27,0.26,0.27,0.3,0.33,0.25,0.0,0.27,0.24,0.24,0.26,0.32,0.27,0.26,0.0,0.24,0.24,0.25,0.23,0.23,0.23,0.3,0.31,0.0,0.24,0.22,0.23,0.24,0.2,0.23,0.22,0.21,0.24,0.25,0.27,0.19,0.21,0.27,0.24,0.22,0.22,0.0,0.19,0.22,0.23,0.25,0.24,0.23,0.21,0.23,0.0,0.22,0.22,0.22,0.22,0.22,0.19,0.19,0.19,0.23,0.0,0.2,0.2,0.0,0.19,0.18,0.2,0.0,0.19,0.18,0.21,0.19,0.2,0.0,0.0,0.22,0.0,0.0,0.2,0.2,0.0,0.18,0.2,0.22,0.0,0.2,0.0,0.0,0.18,0.19,0.0,0.0,0.0,0.19,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.28
09/22/2021,1.46,0.91,0.87,1.06,0.86,0.57,0.94,0.63,0.77,0.87,0.71,0.91,0.81,0.78,0.67,0.0,0.67,0.6,0.76,0.75,0.68,0.64,0.78,0.56,0.53,0.59,0.54,0.66,0.44,0.31,0.58,0.62,0.54,0.8,0.51,0.46,0.54,0.54,0.62,0.48,0.57,0.53,0.53,0.47,0.5,0.56,0.45,0.49,0.44,0.52,0.5,0.77,0.54,0.45,0.47,0.56,0.38,0.44,0.43,0.52,0.42,0.57,0.42,0.33,0.47,0.43,0.38,0.44,0.4,0.55,0.49,0.43,0.4,0.4,0.39,0.42,0.41,0.43,0.36,0.44,0.51,0.44,0.5,0.39,0.37,0.39,0.39,0.47,0.29,0.32,0.38,0.44,0.32,0.42,0.33,0.36,0.41,0.34,0.32,0.35,0.31,0.35,0.31,0.31,0.26,0.26,0.34,0.29,0.32,0.32,0.31,0.38,0.28,0.29,0.32,0.25,0.28,0.29,0.26,0.37,0.27,0.3,0.3,0.27,0.26,0.27,0.26,0.27,0.3,0.33,0.25,0.0,0.27,0.24,0.24,0.26,0.32,0.27,0.26,0.0,0.24,0.24,0.25,0.23,0.23,0.23,0.3,0.31,0.0,0.24,0.22,0.23,0.24,0.2,0.23,0.22,0.21,0.24,0.25,0.27,0.19,0.21,0.27,0.24,0.22,0.22,0.0,0.19,0.22,0.23,0.25,0.24,0.23,0.21,0.23,0.0,0.22,0.22,0.22,0.22,0.22,0.19,0.19,0.19,0.23,0.0,0.2,0.2,0.0,0.19,0.18,0.2,0.0,0.19,0.18,0.21,0.19,0.2,0.0,0.0,0.22,0.0,0.0,0.2,0.2,0.0,0.18,0.2,0.22,0.0,0.2,0.0,0.0,0.18,0.19,0.0,0.0,0.0,0.19,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.28
09/23/2021,1.46,0.91,0.87,1.06,0.86,0.57,0.94,0.63,0.77,0.87,0.71,0.91,0.81,0.78,0.67,0.0,0.67,0.6,0.76,0.75,0.68,0.64,0.78,0.56,0.53,0.59,0.54,0.66,0.44,0.31,0.58,0.62,0.54,0.8,0.51,0.46,0.54,0.54,0.62,0.48,0.57,0.53,0.53,0.47,0.5,0.56,0.45,0.49,0.44,0.52,0.5,0.77,0.54,0.45,0.47,0.56,0.38,0.44,0.43,0.52,0.42,0.57,0.42,0.33,0.47,0.43,0.38,0.44,0.4,0.55,0.49,0.43,0.4,0.4,0.39,0.42,0.41,0.43,0.36,0.44,0.51,0.44,0.5,0.39,0.37,0.39,0.39,0.47,0.29,0.32,0.38,0.44,0.32,0.42,0.33,0.36,0.41,0.34,0.32,0.35,0.31,0.35,0.31,0.31,0.26,0.26,0.34,0.29,0.32,0.32,0.31,0.38,0.28,0.29,0.32,0.25,0.28,0.29,0.26,0.37,0.27,0.3,0.3,0.27,0.26,0.27,0.26,0.27,0.3,0.33,0.25,0.0,0.27,0.24,0.24,0.26,0.32,0.27,0.26,0.0,0.24,0.24,0.25,0.23,0.23,0.23,0.3,0.31,0.0,0.24,0.22,0.23,0.24,0.2,0.23,0.22,0.21,0.24,0.25,0.27,0.19,0.21,0.27,0.24,0.22,0.22,0.0,0.19,0.22,0.23,0.25,0.24,0.23,0.21,0.23,0.0,0.22,0.22,0.22,0.22,0.22,0.19,0.19,0.19,0.23,0.0,0.2,0.2,0.0,0.19,0.18,0.2,0.0,0.19,0.18,0.21,0.19,0.2,0.0,0.0,0.22,0.0,0.0,0.2,0.2,0.0,0.18,0.2,0.22,0.0,0.2,0.0,0.0,0.18,0.19,0.0,0.0,0.0,0.19,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.28
09/24/2021,1.46,0.91,0.87,1.09,0.86,0.58,0.95,0.62,0.77,0.88,0.68,0.92,0.83,0.81,0.67,0.0,0.67,0.59,0.77,0.75,0.68,0.64,0.78,0.57,0.54,0.59,0.53,0.66,0.43,0.32,0.59,0.61,0.54,0.85,0.51,0.47,0.54,0.55,0.62,0.48,0.57,0.53,0.6,0.48,0.51,0.56,0.47,0.49,0.45,0.53,0.5,0.79,0.56,0.44,0.48,0.58,0.39,0.43,0.41,0.53,0.42,0.55,0.41,0.32,0.48,0.42,0.39,0.45,0.4,0.54,0.49,0.43,0.4,0.4,0.39,0.4,0.4,0.44,0.37,0.43,0.52,0.43,0.51,0.39,0.38,0.39,0.4,0.47,0.29,0.32,0.37,0.45,0.33,0.45,0.33,0.35,0.41,0.35,0.32,0.35,0.3,0.36,0.31,0.3,0.26,0.26,0.35,0.28,0.31,0.32,0.31,0.38,0.27,0.28,0.32,0.24,0.27,0.28,0.25,0.37,0.27,0.3,0.31,0.27,0.26,0.28,0.25,0.27,0.3,0.33,0.25,0.0,0.27,0.25,0.24,0.26,0.32,0.27,0.27,0.0,0.23,0.24,0.25,0.23,0.23,0.24,0.3,0.31,0.18,0.24,0.22,0.23,0.24,0.19,0.23,0.22,0.2,0.25,0.25,0.27,0.18,0.21,0.27,0.25,0.21,0.22,0.0,0.2,0.22,0.23,0.24,0.24,0.23,0.21,0.23,0.0,0.22,0.23,0.21,0.21,0.22,0.2,0.19,0.19,0.23,0.0,0.2,0.2,0.0,0.18,0.18,0.19,0.0,0.19,0.18,0.21,0.2,0.19,0.0,0.18,0.21,0.0,0.0,0.2,0.2,0.0,0.0,0.21,0.21,0.0,0.2,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.52
09/27/2021,1.52,0.92,0.92,1.04,0.88,0.59,0.96,0.59,0.74,0.89,0.7,0.93,0.82,0.84,0.66,0.0,0.67,0.6,0.8,0.74,0.69,0.64,0.77,0.57,0.53,0.59,0.56,0.66,0.41,0.36,0.57,0.61,0.52,0.87,0.5,0.45,0.53,0.56,0.62,0.48,0.58,0.53,0.58,0.49,0.49,0.57,0.48,0.49,0.46,0.51,0.47,0.77,0.55,0.43,0.47,0.58,0.4,0.43,0.42,0.53,0.42,0.55,0.41,0.32,0.46,0.4,0.39,0.45,0.39,0.54,0.5,0.43,0.4,0.39,0.41,0.41,0.4,0.43,0.37,0.43,0.5,0.43,0.49,0.37,0.37,0.39,0.38,0.46,0.29,0.33,0.38,0.46,0.33,0.44,0.34,0.35,0.41,0.34,0.32,0.35,0.3,0.36,0.3,0.29,0.26,0.25,0.35,0.28,0.32,0.33,0.29,0.38,0.27,0.27,0.31,0.25,0.27,0.28,0.26,0.38,0.26,0.32,0.31,0.27,0.26,0.27,0.26,0.27,0.3,0.35,0.25,0.0,0.27,0.26,0.24,0.26,0.32,0.26,0.26,0.0,0.24,0.24,0.24,0.23,0.23,0.23,0.3,0.31,0.18,0.24,0.22,0.23,0.25,0.19,0.23,0.23,0.19,0.25,0.25,0.26,0.18,0.21,0.27,0.25,0.21,0.22,0.0,0.19,0.23,0.22,0.25,0.24,0.23,0.21,0.23,0.18,0.22,0.23,0.22,0.22,0.22,0.19,0.19,0.19,0.23,0.0,0.2,0.2,0.0,0.18,0.0,0.2,0.18,0.0,0.0,0.22,0.2,0.19,0.0,0.0,0.21,0.18,0.0,0.2,0.2,0.0,0.18,0.2,0.21,0.0,0.2,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.45
09/28/2021,1.46,0.94,0.92,1.05,0.85,0.59,0.97,0.59,0.74,0.91,0.68,0.94,0.82,0.84,0.67,0.0,0.68,0.6,0.82,0.73,0.69,0.63,0.77,0.57,0.53,0.58,0.56,0.66,0.4,0.38,0.57,0.61,0.52,0.89,0.5,0.45,0.53,0.58,0.6,0.48,0.59,0.53,0.57,0.49,0.49,0.57,0.47,0.49,0.46,0.5,0.47,0.77,0.54,0.42,0.46,0.56,0.41,0.43,0.41,0.54,0.41,0.56,0.42,0.32,0.47,0.4,0.39,0.45,0.39,0.53,0.49,0.44,0.41,0.4,0.42,0.41,0.4,0.43,0.37,0.43,0.5,0.43,0.49,0.37,0.37,0.39,0.38,0.46,0.29,0.35,0.38,0.46,0.33,0.45,0.34,0.35,0.4,0.35,0.32,0.34,0.3,0.36,0.3,0.3,0.25,0.24,0.35,0.28,0.32,0.33,0.29,0.39,0.28,0.27,0.31,0.24,0.27,0.33,0.25,0.38,0.27,0.32,0.31,0.26,0.25,0.27,0.27,0.27,0.29,0.34,0.25,0.0,0.27,0.25,0.24,0.26,0.32,0.27,0.26,0.0,0.23,0.24,0.24,0.24,0.23,0.23,0.29,0.31,0.19,0.24,0.22,0.22,0.25,0.19,0.23,0.23,0.19,0.25,0.25,0.26,0.19,0.21,0.27,0.31,0.21,0.22,0.0,0.0,0.22,0.23,0.26,0.24,0.23,0.21,0.23,0.19,0.22,0.22,0.22,0.22,0.22,0.19,0.19,0.19,0.23,0.0,0.2,0.2,0.0,0.19,0.0,0.2,0.18,0.0,0.18,0.22,0.2,0.19,0.0,0.0,0.21,0.18,0.0,0.21,0.2,0.0,0.18,0.2,0.21,0.0,0.2,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.55000000000001
09/29/2021,1.46,0.94,0.92,1.05,0.85,0.59,0.97,0.59,0.74,0.91,0.68,0.94,0.82,0.84,0.67,0.0,0.68,0.6,0.82,0.73,0.69,0.63,0.77,0.57,0.53,0.58,0.56,0.66,0.4,0.38,0.57,0.61,0.52,0.89,0.5,0.45,0.53,0.58,0.6,0.48,0.59,0.53,0.57,0.49,0.49,0.57,0.47,0.49,0.46,0.5,0.47,0.77,0.54,0.42,0.46,0.56,0.41,0.43,0.41,0.54,0.41,0.56,0.42,0.32,0.47,0.4,0.39,0.45,0.39,0.53,0.49,0.44,0.41,0.4,0.42,0.41,0.4,0.43,0.37,0.43,0.5,0.43,0.49,0.37,0.37,0.39,0.38,0.46,0.29,0.35,0.38,0.46,0.33,0.45,0.34,0.35,0.4,0.35,0.32,0.34,0.3,0.36,0.3,0.3,0.25,0.24,0.35,0.28,0.32,0.33,0.29,0.39,0.28,0.27,0.31,0.24,0.27,0.33,0.25,0.38,0.27,0.32,0.31,0.26,0.25,0.27,0.27,0.27,0.29,0.34,0.25,0.0,0.27,0.25,0.24,0.26,0.32,0.27,0.26,0.0,0.23,0.24,0.24,0.24,0.23,0.23,0.29,0.31,0.19,0.24,0.22,0.22,0.25,0.19,0.23,0.23,0.19,0.25,0.25,0.26,0.19,0.21,0.27,0.31,0.21,0.22,0.0,0.0,0.22,0.23,0.26,0.24,0.23,0.21,0.23,0.19,0.22,0.22,0.22,0.22,0.22,0.19,0.19,0.19,0.23,0.0,0.2,0.2,0.0,0.19,0.0,0.2,0.18,0.0,0.18,0.22,0.2,0.19,0.0,0.0,0.21,0.18,0.0,0.21,0.2,0.0,0.18,0.2,0.21,0.0,0.2,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.55000000000001
09/30/2021,1.42,0.94,0.91,1.06,0.8,0.59,0.95,0.59,0.74,0.9,0.67,0.93,0.81,0.82,0.67,0.0,0.69,0.6,0.83,0.7,0.69,0.64,0.76,0.59,0.53,0.6,0.56,0.67,0.41,0.37,0.57,0.59,0.52,0.85,0.5,0.46,0.53,0.59,0.6,0.48,0.58,0.53,0.57,0.51,0.49,0.56,0.47,0.49,0.46,0.49,0.46,0.76,0.54,0.42,0.45,0.56,0.41,0.43,0.43,0.55,0.41,0.56,0.43,0.34,0.46,0.4,0.39,0.44,0.39,0.51,0.49,0.44,0.41,0.4,0.41,0.41,0.4,0.42,0.39,0.42,0.5,0.42,0.49,0.37,0.38,0.39,0.38,0.45,0.3,0.35,0.38,0.48,0.33,0.44,0.35,0.35,0.4,0.35,0.32,0.34,0.31,0.36,0.3,0.31,0.26,0.24,0.35,0.28,0.32,0.34,0.29,0.38,0.27,0.27,0.3,0.25,0.27,0.31,0.26,0.36,0.27,0.32,0.31,0.26,0.26,0.26,0.28,0.27,0.29,0.34,0.25,0.0,0.26,0.25,0.25,0.26,0.32,0.26,0.26,0.0,0.23,0.23,0.25,0.25,0.23,0.23,0.28,0.29,0.19,0.23,0.22,0.22,0.26,0.19,0.24,0.22,0.19,0.25,0.25,0.25,0.19,0.22,0.26,0.31,0.21,0.23,0.0,0.19,0.23,0.22,0.26,0.24,0.23,0.21,0.23,0.18,0.22,0.22,0.22,0.22,0.22,0.19,0.19,0.19,0.22,0.0,0.2,0.21,0.0,0.19,0.19,0.21,0.18,0.0,0.0,0.21,0.19,0.2,0.0,0.0,0.21,0.18,0.0,0.22,0.2,0.0,0.0,0.2,0.21,0.0,0.2,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.36000000000001
10/01/2021,1.42,0.93,0.92,1.04,0.77,0.59,0.92,0.59,0.74,0.89,0.66,0.91,0.8,0.8,0.67,0.0,0.69,0.59,0.87,0.67,0.68,0.64,0.74,0.59,0.54,0.61,0.55,0.67,0.4,0.37,0.58,0.58,0.52,0.86,0.51,0.46,0.53,0.59,0.59,0.48,0.57,0.53,0.57,0.51,0.5,0.56,0.48,0.49,0.46,0.51,0.45,0.77,0.54,0.42,0.46,0.55,0.41,0.42,0.44,0.54,0.41,0.57,0.43,0.34,0.46,0.4,0.39,0.45,0.39,0.49,0.49,0.44,0.4,0.4,0.41,0.43,0.4,0.43,0.39,0.41,0.49,0.42,0.48,0.37,0.38,0.39,0.38,0.45,0.31,0.35,0.38,0.48,0.33,0.43,0.35,0.35,0.4,0.35,0.32,0.34,0.31,0.36,0.3,0.3,0.26,0.24,0.35,0.29,0.32,0.34,0.29,0.37,0.27,0.27,0.31,0.25,0.27,0.3,0.26,0.36,0.27,0.29,0.32,0.27,0.26,0.27,0.28,0.27,0.3,0.34,0.26,0.0,0.26,0.25,0.24,0.26,0.31,0.26,0.27,0.0,0.23,0.24,0.25,0.25,0.23,0.23,0.28,0.3,0.19,0.24,0.22,0.22,0.26,0.19,0.24,0.22,0.19,0.25,0.25,0.25,0.19,0.22,0.26,0.31,0.22,0.23,0.0,0.19,0.23,0.23,0.26,0.25,0.23,0.22,0.23,0.0,0.22,0.22,0.22,0.22,0.23,0.19,0.19,0.19,0.21,0.0,0.2,0.21,0.0,0.19,0.19,0.21,0.18,0.0,0.0,0.21,0.2,0.2,0.0,0.0,0.21,0.19,0.0,0.22,0.2,0.0,0.0,0.2,0.21,0.0,0.2,0.0,0.18,0.19,0.2,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.29
10/04/2021,1.4,0.92,0.92,1.03,0.75,0.59,0.91,0.59,0.75,0.89,0.65,0.91,0.81,0.78,0.67,0.0,0.68,0.58,0.86,0.67,0.68,0.64,0.73,0.59,0.55,0.62,0.55,0.68,0.39,0.35,0.57,0.57,0.53,0.87,0.51,0.46,0.54,0.6,0.58,0.49,0.57,0.54,0.57,0.52,0.49,0.55,0.48,0.49,0.46,0.5,0.44,0.77,0.55,0.41,0.47,0.55,0.42,0.43,0.43,0.55,0.42,0.58,0.43,0.33,0.47,0.4,0.4,0.45,0.4,0.49,0.49,0.44,0.4,0.4,0.4,0.43,0.4,0.43,0.4,0.4,0.5,0.42,0.49,0.38,0.39,0.39,0.38,0.44,0.31,0.34,0.38,0.49,0.33,0.43,0.35,0.35,0.39,0.34,0.32,0.34,0.3,0.37,0.3,0.3,0.26,0.24,0.35,0.29,0.33,0.34,0.29,0.37,0.27,0.26,0.31,0.25,0.27,0.3,0.26,0.35,0.28,0.3,0.31,0.27,0.27,0.27,0.27,0.27,0.3,0.34,0.26,0.0,0.26,0.25,0.25,0.27,0.31,0.25,0.26,0.0,0.24,0.24,0.25,0.25,0.23,0.24,0.26,0.3,0.19,0.24,0.21,0.23,0.26,0.19,0.23,0.22,0.19,0.25,0.25,0.25,0.19,0.22,0.25,0.31,0.22,0.22,0.0,0.19,0.23,0.23,0.27,0.25,0.22,0.22,0.23,0.0,0.22,0.23,0.22,0.22,0.23,0.19,0.19,0.2,0.21,0.0,0.2,0.21,0.0,0.19,0.0,0.21,0.19,0.0,0.19,0.21,0.19,0.2,0.0,0.0,0.19,0.19,0.0,0.23,0.21,0.0,0.0,0.2,0.21,0.0,0.2,0.0,0.18,0.19,0.2,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.23
10/05/2021,1.33,0.95,0.91,1.05,0.77,0.56,0.94,0.57,0.74,0.91,0.7,0.91,0.83,0.78,0.68,0.0,0.68,0.59,0.8,0.69,0.7,0.65,0.73,0.58,0.55,0.59,0.56,0.67,0.39,0.36,0.58,0.58,0.52,0.87,0.5,0.46,0.54,0.59,0.57,0.5,0.58,0.55,0.55,0.52,0.47,0.53,0.46,0.49,0.47,0.51,0.43,0.77,0.51,0.41,0.47,0.54,0.4,0.43,0.4,0.57,0.42,0.57,0.44,0.3,0.46,0.38,0.4,0.46,0.39,0.51,0.5,0.43,0.4,0.4,0.42,0.44,0.39,0.43,0.36,0.41,0.5,0.42,0.45,0.37,0.39,0.41,0.38,0.45,0.29,0.35,0.38,0.45,0.33,0.44,0.35,0.36,0.4,0.33,0.32,0.33,0.3,0.36,0.3,0.3,0.26,0.24,0.35,0.29,0.33,0.35,0.28,0.39,0.28,0.28,0.32,0.25,0.26,0.31,0.26,0.37,0.28,0.31,0.32,0.28,0.28,0.27,0.28,0.27,0.31,0.35,0.26,0.0,0.26,0.24,0.25,0.27,0.3,0.25,0.27,0.0,0.25,0.24,0.25,0.25,0.23,0.24,0.26,0.29,0.2,0.24,0.21,0.22,0.26,0.2,0.23,0.23,0.19,0.25,0.25,0.25,0.19,0.2,0.25,0.32,0.21,0.21,0.0,0.0,0.23,0.23,0.27,0.25,0.23,0.22,0.24,0.0,0.22,0.22,0.22,0.22,0.23,0.19,0.19,0.18,0.21,0.0,0.2,0.21,0.0,0.19,0.18,0.21,0.19,0.0,0.19,0.18,0.19,0.21,0.0,0.0,0.2,0.2,0.0,0.22,0.21,0.0,0.0,0.2,0.22,0.0,0.19,0.0,0.19,0.19,0.21,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.12
