,AAPL,MSFT,GOOGL,GOOG,TSLA,NVDA,JNJ,V,UNH,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,INTC,VZ,CRM,KO,CSCO,T,ABT,PEP,TMO,NKE,ABBV,LLY,MRK,ACN,AVGO,TXN,COST,MCD,DHR,MDT,QCOM,UPS,LIN,UNP,C,NEE,AMGN,LOW,MS,SBUX,INTU,AMAT,IBM,TGT,AMT,GE,MMM,AMD,ISRG,SCHW,CVS,NOW,AXP,SPGI,DE,ANTM,BKNG,LRCX,MU,PLD,GILD,ADP,CCI,CI,PNC,MRNA,TJX,SNAP,TFC,MELI,CSX,FDX,ATVI,MMC,EQIX,CL,ILMN,NSC,EL,SHW,ICE,BX,EW,ADSK,ITW,APD,FISV,CB,ADI,TWLO,ETN,WM,REGN,MCO,HUM,PGR,GPN,HCA,IDXX,TWTR,ECL,AON,BIIB,DOCU,VRTX,NEM,JCI,ROP,KLAC,ROKU,DOW,IQV,ALGN,EBAY,SLB,TEL,KMB,A,PSA,TT,LULU,ROST,CMG,MSCI,WDAY,APTV,SPG,SNPS,DLR,DD,CNC,INFO,PINS,AIG,DXCM,MET,BK,EA,SRE,PRU,PPG,PH,MPC,ALL,ALXN,PSX,HPQ,CDNS,TRV,SYY,IFF,MSI,MAR,CTSH,GIS,RMD,KMI,OTIS,XLNX,WELL,PANW,PAYX,SBAC,HLT,WBA,CTAS,FTNT,AFL,ADM,FRC,ROK,WMB,MTD,CSGP,VLO,SWKS,DHI,ANSS,SIVB,PEG,FAST,WLTW,OKTA,EFX,AVB,AMP,EQR,ZBRA,NUE,VRSK,AWK,KEYS,EPAM,ES,KR,BLL,CBRE,WST,GE.,LH,ODFL,LBRDK,HUBS,4300.SR,n/a,DDOG,AJG,ARE,SUM
09/03/2021,8.92,7.84,2.98,2.86,1.96,1.87,1.59,1.35,1.37,1.22,1.17,1.22,1.07,1.13,1.1,1.1,0.94,0.76,0.76,0.85,0.76,0.8,0.67,0.77,0.75,0.76,0.73,0.73,0.77,0.66,0.74,0.68,0.61,0.7,0.61,0.72,0.63,0.57,0.49,0.57,0.51,0.52,0.57,0.45,0.51,0.54,0.47,0.52,0.43,0.43,0.43,0.45,0.4,0.39,0.47,0.43,0.38,0.38,0.44,0.34,0.37,0.37,0.31,0.32,0.3,0.28,0.34,0.31,0.31,0.29,0.25,0.28,0.44,0.28,0.29,0.26,0.31,0.26,0.23,0.22,0.27,0.26,0.23,0.23,0.22,0.26,0.26,0.23,0.29,0.25,0.24,0.23,0.21,0.23,0.25,0.31,0.2,0.23,0.23,0.24,0.21,0.18,0.19,0.16,0.23,0.2,0.17,0.2,0.22,0.18,0.2,0.18,0.16,0.19,0.17,0.18,0.14,0.17,0.17,0.18,0.18,0.14,0.18,0.16,0.19,0.17,0.16,0.17,0.14,0.18,0.18,0.17,0.14,0.15,0.18,0.16,0.14,0.12,0.15,0.0,0.16,0.17,0.15,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.0,0.11,0.13,0.16,0.14,0.13,0.13,0.14,0.12,0.14,0.12,0.14,0.11,0.14,0.13,0.12,0.15,0.13,0.13,0.12,0.12,0.12,0.15,0.12,0.12,0.12,0.13,0.0,0.13,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,90.1
09/06/2021,8.93,7.76,2.95,2.83,1.96,1.84,1.6,1.31,1.38,1.22,1.16,1.22,1.03,1.14,1.08,1.1,0.97,0.76,0.77,0.85,0.76,0.8,0.68,0.78,0.75,0.77,0.71,0.67,0.76,0.67,0.75,0.67,0.61,0.71,0.62,0.73,0.63,0.57,0.5,0.57,0.5,0.52,0.59,0.45,0.51,0.54,0.48,0.52,0.42,0.43,0.42,0.46,0.4,0.39,0.46,0.44,0.38,0.39,0.45,0.34,0.37,0.37,0.32,0.33,0.3,0.29,0.35,0.31,0.31,0.29,0.26,0.28,0.47,0.28,0.28,0.26,0.32,0.26,0.23,0.22,0.28,0.27,0.23,0.24,0.22,0.26,0.26,0.23,0.3,0.26,0.22,0.23,0.21,0.23,0.25,0.3,0.2,0.23,0.23,0.24,0.22,0.19,0.19,0.16,0.23,0.2,0.17,0.2,0.22,0.18,0.19,0.18,0.16,0.19,0.18,0.18,0.13,0.16,0.17,0.19,0.17,0.14,0.17,0.16,0.19,0.17,0.17,0.16,0.14,0.18,0.18,0.17,0.14,0.15,0.18,0.16,0.14,0.13,0.16,0.0,0.16,0.18,0.15,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.0,0.0,0.13,0.16,0.14,0.13,0.13,0.14,0.12,0.14,0.12,0.15,0.11,0.14,0.13,0.13,0.15,0.13,0.14,0.12,0.13,0.12,0.15,0.12,0.12,0.12,0.13,0.0,0.13,0.12,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.0,90.15
09/07/2021,8.96,7.75,2.96,2.84,1.96,1.88,1.59,1.31,1.38,1.23,1.17,1.22,1.03,1.14,1.08,1.1,0.97,0.75,0.77,0.86,0.76,0.8,0.68,0.79,0.75,0.77,0.71,0.67,0.76,0.67,0.75,0.68,0.61,0.71,0.62,0.73,0.63,0.57,0.49,0.57,0.5,0.51,0.58,0.45,0.51,0.54,0.48,0.52,0.43,0.43,0.42,0.46,0.4,0.39,0.46,0.44,0.38,0.4,0.46,0.33,0.38,0.38,0.32,0.33,0.3,0.29,0.35,0.31,0.31,0.3,0.26,0.28,0.49,0.27,0.29,0.26,0.32,0.25,0.23,0.22,0.28,0.27,0.23,0.24,0.22,0.25,0.26,0.23,0.3,0.26,0.22,0.23,0.2,0.23,0.25,0.3,0.2,0.23,0.23,0.24,0.22,0.19,0.19,0.16,0.23,0.2,0.17,0.2,0.22,0.17,0.2,0.18,0.16,0.19,0.18,0.18,0.13,0.16,0.17,0.18,0.17,0.14,0.17,0.16,0.19,0.17,0.16,0.16,0.14,0.18,0.18,0.17,0.14,0.15,0.18,0.16,0.13,0.13,0.16,0.0,0.16,0.18,0.14,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.14,0.0,0.0,0.13,0.16,0.14,0.13,0.13,0.14,0.12,0.14,0.12,0.15,0.11,0.14,0.13,0.13,0.15,0.13,0.14,0.12,0.13,0.12,0.15,0.12,0.12,0.12,0.13,0.0,0.13,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.12,0.0,0.0,0.0,90.23
09/08/2021,8.96,7.75,2.96,2.84,1.96,1.88,1.59,1.31,1.38,1.23,1.17,1.22,1.03,1.14,1.08,1.1,0.97,0.75,0.77,0.86,0.76,0.8,0.68,0.79,0.75,0.77,0.71,0.67,0.76,0.67,0.75,0.68,0.61,0.71,0.62,0.73,0.63,0.57,0.49,0.57,0.5,0.51,0.58,0.45,0.51,0.54,0.48,0.52,0.43,0.43,0.42,0.46,0.4,0.39,0.46,0.44,0.38,0.4,0.46,0.33,0.38,0.38,0.32,0.33,0.3,0.29,0.35,0.31,0.31,0.3,0.26,0.28,0.49,0.27,0.29,0.26,0.32,0.25,0.23,0.22,0.28,0.27,0.23,0.24,0.22,0.25,0.26,0.23,0.3,0.26,0.22,0.23,0.2,0.23,0.25,0.3,0.2,0.23,0.23,0.24,0.22,0.19,0.19,0.16,0.23,0.2,0.17,0.2,0.22,0.17,0.2,0.18,0.16,0.19,0.18,0.18,0.13,0.16,0.17,0.18,0.17,0.14,0.17,0.16,0.19,0.17,0.16,0.16,0.14,0.18,0.18,0.17,0.14,0.15,0.18,0.16,0.13,0.13,0.16,0.0,0.16,0.18,0.14,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.14,0.0,0.0,0.13,0.16,0.14,0.13,0.13,0.14,0.12,0.14,0.12,0.15,0.11,0.14,0.13,0.13,0.15,0.13,0.14,0.12,0.13,0.12,0.15,0.12,0.12,0.12,0.13,0.0,0.13,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.12,0.0,0.0,0.0,90.23
09/09/2021,8.96,7.75,2.96,2.84,1.96,1.88,1.59,1.31,1.38,1.23,1.17,1.22,1.03,1.14,1.08,1.1,0.97,0.75,0.77,0.86,0.76,0.8,0.68,0.79,0.75,0.77,0.71,0.67,0.76,0.67,0.75,0.68,0.61,0.71,0.62,0.73,0.63,0.57,0.49,0.57,0.5,0.51,0.58,0.45,0.51,0.54,0.48,0.52,0.43,0.43,0.42,0.46,0.4,0.39,0.46,0.44,0.38,0.4,0.46,0.33,0.38,0.38,0.32,0.33,0.3,0.29,0.35,0.31,0.31,0.3,0.26,0.28,0.49,0.27,0.29,0.26,0.32,0.25,0.23,0.22,0.28,0.27,0.23,0.24,0.22,0.25,0.26,0.23,0.3,0.26,0.22,0.23,0.2,0.23,0.25,0.3,0.2,0.23,0.23,0.24,0.22,0.19,0.19,0.16,0.23,0.2,0.17,0.2,0.22,0.17,0.2,0.18,0.16,0.19,0.18,0.18,0.13,0.16,0.17,0.18,0.17,0.14,0.17,0.16,0.19,0.17,0.16,0.16,0.14,0.18,0.18,0.17,0.14,0.15,0.18,0.16,0.13,0.13,0.16,0.0,0.16,0.18,0.14,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.14,0.0,0.0,0.13,0.16,0.14,0.13,0.13,0.14,0.12,0.14,0.12,0.15,0.11,0.14,0.13,0.13,0.15,0.13,0.14,0.12,0.13,0.12,0.15,0.12,0.12,0.12,0.13,0.0,0.13,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.12,0.0,0.0,0.0,90.23
09/10/2021,9.13,7.76,2.98,2.86,2.02,1.87,1.58,1.32,1.38,1.23,1.19,1.22,1.04,1.16,1.09,1.1,0.95,0.76,0.76,0.85,0.75,0.8,0.68,0.78,0.74,0.78,0.71,0.66,0.75,0.66,0.75,0.68,0.61,0.71,0.61,0.73,0.63,0.57,0.49,0.57,0.49,0.51,0.58,0.44,0.51,0.54,0.47,0.52,0.43,0.43,0.42,0.46,0.39,0.37,0.46,0.44,0.38,0.39,0.45,0.34,0.37,0.36,0.32,0.33,0.29,0.29,0.35,0.31,0.3,0.29,0.26,0.28,0.52,0.27,0.29,0.26,0.32,0.25,0.22,0.21,0.28,0.27,0.23,0.23,0.22,0.25,0.25,0.23,0.3,0.26,0.22,0.22,0.2,0.23,0.25,0.3,0.2,0.23,0.22,0.24,0.21,0.19,0.19,0.16,0.23,0.2,0.18,0.2,0.22,0.17,0.19,0.17,0.16,0.18,0.17,0.18,0.13,0.16,0.17,0.18,0.17,0.13,0.17,0.16,0.19,0.17,0.16,0.16,0.14,0.18,0.18,0.17,0.14,0.15,0.18,0.16,0.13,0.13,0.15,0.0,0.16,0.18,0.14,0.15,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.0,0.0,0.12,0.16,0.14,0.13,0.13,0.14,0.12,0.14,0.12,0.15,0.11,0.13,0.13,0.12,0.15,0.12,0.14,0.12,0.13,0.12,0.15,0.12,0.11,0.12,0.13,0.0,0.13,0.12,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.13,0.0,0.0,0.0,90.18
09/13/2021,9.03,7.73,2.98,2.87,2.03,1.84,1.55,1.34,1.36,1.25,1.17,1.23,1.07,1.18,1.09,1.1,0.95,0.76,0.76,0.84,0.76,0.8,0.68,0.79,0.75,0.78,0.72,0.65,0.71,0.65,0.76,0.68,0.61,0.72,0.62,0.73,0.63,0.56,0.48,0.57,0.49,0.51,0.59,0.43,0.51,0.54,0.49,0.53,0.43,0.43,0.43,0.46,0.39,0.37,0.45,0.44,0.38,0.39,0.44,0.34,0.38,0.36,0.32,0.33,0.3,0.29,0.35,0.31,0.3,0.29,0.26,0.28,0.54,0.27,0.29,0.26,0.31,0.25,0.22,0.21,0.28,0.27,0.23,0.23,0.22,0.25,0.25,0.23,0.31,0.26,0.22,0.22,0.21,0.23,0.25,0.32,0.19,0.22,0.23,0.23,0.22,0.19,0.19,0.18,0.24,0.2,0.17,0.2,0.23,0.16,0.18,0.17,0.16,0.19,0.17,0.19,0.13,0.16,0.17,0.19,0.17,0.13,0.17,0.16,0.19,0.17,0.16,0.18,0.14,0.19,0.18,0.17,0.14,0.15,0.18,0.15,0.13,0.12,0.15,0.0,0.16,0.19,0.15,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.0,0.0,0.12,0.16,0.14,0.13,0.13,0.14,0.13,0.14,0.12,0.15,0.11,0.14,0.13,0.13,0.15,0.13,0.14,0.12,0.13,0.13,0.15,0.12,0.12,0.12,0.13,0.0,0.13,0.12,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.15,0.0,0.0,0.0,90.31000000000002
09/14/2021,8.81,7.76,2.95,2.83,2.0,1.88,1.55,1.34,1.34,1.26,1.17,1.25,1.07,1.18,1.08,1.11,0.95,0.77,0.76,0.84,0.76,0.79,0.68,0.8,0.76,0.79,0.73,0.65,0.72,0.65,0.77,0.69,0.62,0.72,0.63,0.74,0.62,0.57,0.49,0.57,0.49,0.51,0.59,0.43,0.52,0.54,0.49,0.53,0.44,0.43,0.43,0.46,0.39,0.38,0.45,0.42,0.38,0.39,0.45,0.34,0.38,0.36,0.31,0.33,0.3,0.29,0.35,0.31,0.3,0.29,0.25,0.28,0.54,0.27,0.29,0.26,0.31,0.25,0.22,0.22,0.29,0.26,0.23,0.24,0.22,0.25,0.26,0.23,0.31,0.26,0.22,0.22,0.21,0.23,0.25,0.32,0.19,0.22,0.23,0.23,0.22,0.18,0.19,0.17,0.24,0.2,0.17,0.2,0.23,0.16,0.18,0.17,0.16,0.19,0.17,0.19,0.13,0.16,0.17,0.19,0.17,0.13,0.17,0.16,0.19,0.17,0.16,0.18,0.14,0.19,0.18,0.17,0.14,0.15,0.18,0.15,0.13,0.12,0.16,0.0,0.17,0.19,0.15,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.14,0.0,0.0,0.12,0.16,0.14,0.13,0.13,0.14,0.13,0.14,0.13,0.15,0.11,0.14,0.13,0.13,0.16,0.13,0.13,0.12,0.12,0.13,0.15,0.12,0.12,0.12,0.13,0.0,0.13,0.12,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.16,0.0,0.0,0.0,90.23
09/15/2021,8.81,7.76,2.95,2.83,2.0,1.88,1.55,1.34,1.34,1.26,1.17,1.25,1.07,1.18,1.08,1.11,0.95,0.77,0.76,0.84,0.76,0.79,0.68,0.8,0.76,0.79,0.73,0.65,0.72,0.65,0.77,0.69,0.62,0.72,0.63,0.74,0.62,0.57,0.49,0.57,0.49,0.51,0.59,0.43,0.52,0.54,0.49,0.53,0.44,0.43,0.43,0.46,0.39,0.38,0.45,0.42,0.38,0.39,0.45,0.34,0.38,0.36,0.31,0.33,0.3,0.29,0.35,0.31,0.3,0.29,0.25,0.28,0.54,0.27,0.29,0.26,0.31,0.25,0.22,0.22,0.29,0.26,0.23,0.24,0.22,0.25,0.26,0.23,0.31,0.26,0.22,0.22,0.21,0.23,0.25,0.32,0.19,0.22,0.23,0.23,0.22,0.18,0.19,0.17,0.24,0.2,0.17,0.2,0.23,0.16,0.18,0.17,0.16,0.19,0.17,0.19,0.13,0.16,0.17,0.19,0.17,0.13,0.17,0.16,0.19,0.17,0.16,0.18,0.14,0.19,0.18,0.17,0.14,0.15,0.18,0.15,0.13,0.12,0.16,0.0,0.17,0.19,0.15,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.14,0.0,0.0,0.12,0.16,0.14,0.13,0.13,0.14,0.13,0.14,0.13,0.15,0.11,0.14,0.13,0.13,0.16,0.13,0.13,0.12,0.12,0.13,0.15,0.12,0.12,0.12,0.13,0.0,0.13,0.12,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.16,0.0,0.0,0.0,90.23
09/16/2021,8.81,7.76,2.95,2.83,2.0,1.88,1.55,1.34,1.34,1.26,1.17,1.25,1.07,1.18,1.08,1.11,0.95,0.77,0.76,0.84,0.76,0.79,0.68,0.8,0.76,0.79,0.73,0.65,0.72,0.65,0.77,0.69,0.62,0.72,0.63,0.74,0.62,0.57,0.49,0.57,0.49,0.51,0.59,0.43,0.52,0.54,0.49,0.53,0.44,0.43,0.43,0.46,0.39,0.38,0.45,0.42,0.38,0.39,0.45,0.34,0.38,0.36,0.31,0.33,0.3,0.29,0.35,0.31,0.3,0.29,0.25,0.28,0.54,0.27,0.29,0.26,0.31,0.25,0.22,0.22,0.29,0.26,0.23,0.24,0.22,0.25,0.26,0.23,0.31,0.26,0.22,0.22,0.21,0.23,0.25,0.32,0.19,0.22,0.23,0.23,0.22,0.18,0.19,0.17,0.24,0.2,0.17,0.2,0.23,0.16,0.18,0.17,0.16,0.19,0.17,0.19,0.13,0.16,0.17,0.19,0.17,0.13,0.17,0.16,0.19,0.17,0.16,0.18,0.14,0.19,0.18,0.17,0.14,0.15,0.18,0.15,0.13,0.12,0.16,0.0,0.17,0.19,0.15,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.14,0.0,0.0,0.12,0.16,0.14,0.13,0.13,0.14,0.13,0.14,0.13,0.15,0.11,0.14,0.13,0.13,0.16,0.13,0.13,0.12,0.12,0.13,0.15,0.12,0.12,0.12,0.13,0.0,0.13,0.12,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.16,0.0,0.0,0.0,90.23
09/17/2021,8.79,7.89,3.0,2.87,2.03,1.87,1.53,1.33,1.37,1.27,1.17,1.26,1.07,1.17,1.07,1.09,0.89,0.79,0.77,0.83,0.76,0.8,0.69,0.79,0.76,0.78,0.71,0.65,0.7,0.64,0.77,0.7,0.64,0.72,0.64,0.73,0.62,0.57,0.49,0.57,0.48,0.51,0.59,0.44,0.52,0.54,0.49,0.53,0.45,0.43,0.43,0.46,0.39,0.37,0.45,0.43,0.37,0.39,0.45,0.34,0.38,0.35,0.32,0.34,0.3,0.29,0.35,0.31,0.3,0.29,0.25,0.28,0.51,0.27,0.28,0.26,0.31,0.24,0.22,0.21,0.28,0.26,0.23,0.23,0.22,0.25,0.26,0.23,0.31,0.26,0.22,0.22,0.21,0.22,0.25,0.33,0.19,0.22,0.23,0.23,0.22,0.18,0.19,0.17,0.24,0.2,0.17,0.2,0.23,0.16,0.18,0.17,0.16,0.19,0.17,0.19,0.12,0.16,0.17,0.18,0.17,0.14,0.17,0.16,0.19,0.17,0.15,0.18,0.14,0.18,0.18,0.17,0.14,0.15,0.18,0.15,0.13,0.12,0.16,0.0,0.17,0.18,0.15,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.14,0.0,0.0,0.12,0.16,0.14,0.13,0.13,0.14,0.13,0.14,0.13,0.15,0.11,0.14,0.14,0.13,0.16,0.12,0.14,0.13,0.12,0.13,0.15,0.12,0.12,0.12,0.13,0.11,0.13,0.12,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.0,0.0,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.17,0.0,0.0,0.0,90.28000000000002
09/20/2021,8.76,7.97,2.99,2.87,2.05,1.85,1.53,1.33,1.38,1.27,1.16,1.24,1.06,1.17,1.08,1.11,0.91,0.78,0.76,0.85,0.75,0.78,0.69,0.79,0.75,0.77,0.7,0.66,0.69,0.63,0.76,0.7,0.64,0.72,0.64,0.72,0.62,0.55,0.49,0.57,0.47,0.51,0.58,0.44,0.52,0.53,0.47,0.54,0.46,0.43,0.43,0.46,0.39,0.37,0.45,0.43,0.37,0.39,0.45,0.34,0.38,0.35,0.32,0.34,0.31,0.29,0.34,0.31,0.3,0.29,0.25,0.28,0.53,0.28,0.28,0.26,0.31,0.25,0.22,0.21,0.28,0.27,0.23,0.23,0.22,0.24,0.25,0.23,0.32,0.26,0.22,0.22,0.21,0.22,0.25,0.33,0.19,0.22,0.23,0.23,0.22,0.18,0.19,0.17,0.24,0.2,0.17,0.2,0.23,0.16,0.18,0.17,0.16,0.19,0.17,0.2,0.13,0.16,0.17,0.19,0.17,0.14,0.17,0.16,0.18,0.17,0.15,0.18,0.14,0.19,0.18,0.17,0.14,0.15,0.18,0.15,0.13,0.12,0.16,0.0,0.16,0.19,0.15,0.14,0.14,0.14,0.14,0.12,0.13,0.13,0.14,0.0,0.0,0.12,0.16,0.14,0.13,0.12,0.14,0.13,0.14,0.13,0.14,0.11,0.13,0.14,0.13,0.16,0.12,0.13,0.13,0.13,0.13,0.15,0.12,0.12,0.12,0.13,0.11,0.13,0.12,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.0,0.0,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.18,0.0,0.0,0.0,90.22
09/21/2021,8.68,7.9,2.96,2.84,2.07,1.84,1.54,1.32,1.4,1.28,1.15,1.25,1.06,1.18,1.09,1.11,0.92,0.78,0.77,0.85,0.75,0.78,0.69,0.79,0.75,0.83,0.7,0.66,0.69,0.64,0.75,0.7,0.64,0.72,0.64,0.73,0.62,0.54,0.49,0.57,0.47,0.52,0.57,0.45,0.53,0.54,0.47,0.53,0.45,0.43,0.43,0.46,0.39,0.37,0.44,0.43,0.38,0.4,0.45,0.35,0.38,0.35,0.33,0.34,0.31,0.29,0.34,0.32,0.3,0.29,0.25,0.28,0.52,0.28,0.29,0.26,0.32,0.24,0.22,0.22,0.28,0.27,0.23,0.23,0.22,0.24,0.25,0.23,0.32,0.26,0.22,0.22,0.2,0.22,0.25,0.33,0.2,0.22,0.23,0.24,0.21,0.19,0.19,0.17,0.24,0.2,0.17,0.2,0.23,0.16,0.18,0.17,0.16,0.19,0.17,0.2,0.13,0.15,0.17,0.19,0.17,0.14,0.17,0.16,0.19,0.16,0.15,0.18,0.14,0.19,0.18,0.17,0.14,0.15,0.17,0.16,0.13,0.13,0.16,0.0,0.16,0.19,0.15,0.15,0.14,0.14,0.14,0.12,0.13,0.14,0.14,0.0,0.0,0.12,0.16,0.14,0.13,0.12,0.14,0.13,0.14,0.13,0.15,0.11,0.13,0.13,0.13,0.16,0.12,0.13,0.13,0.13,0.12,0.15,0.12,0.12,0.12,0.13,0.11,0.13,0.12,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.12,0.12,0.0,0.0,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.19,0.11,0.0,0.0,90.23
09/22/2021,8.68,7.9,2.96,2.84,2.07,1.84,1.54,1.32,1.4,1.28,1.15,1.25,1.06,1.18,1.09,1.11,0.92,0.78,0.77,0.85,0.75,0.78,0.69,0.79,0.75,0.83,0.7,0.66,0.69,0.64,0.75,0.7,0.64,0.72,0.64,0.73,0.62,0.54,0.49,0.57,0.47,0.52,0.57,0.45,0.53,0.54,0.47,0.53,0.45,0.43,0.43,0.46,0.39,0.37,0.44,0.43,0.38,0.4,0.45,0.35,0.38,0.35,0.33,0.34,0.31,0.29,0.34,0.32,0.3,0.29,0.25,0.28,0.52,0.28,0.29,0.26,0.32,0.24,0.22,0.22,0.28,0.27,0.23,0.23,0.22,0.24,0.25,0.23,0.32,0.26,0.22,0.22,0.2,0.22,0.25,0.33,0.2,0.22,0.23,0.24,0.21,0.19,0.19,0.17,0.24,0.2,0.17,0.2,0.23,0.16,0.18,0.17,0.16,0.19,0.17,0.2,0.13,0.15,0.17,0.19,0.17,0.14,0.17,0.16,0.19,0.16,0.15,0.18,0.14,0.19,0.18,0.17,0.14,0.15,0.17,0.16,0.13,0.13,0.16,0.0,0.16,0.19,0.15,0.15,0.14,0.14,0.14,0.12,0.13,0.14,0.14,0.0,0.0,0.12,0.16,0.14,0.13,0.12,0.14,0.13,0.14,0.13,0.15,0.11,0.13,0.13,0.13,0.16,0.12,0.13,0.13,0.13,0.12,0.15,0.12,0.12,0.12,0.13,0.11,0.13,0.12,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.12,0.12,0.0,0.0,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.19,0.11,0.0,0.0,90.23
09/23/2021,8.68,7.9,2.96,2.84,2.07,1.84,1.54,1.32,1.4,1.28,1.15,1.25,1.06,1.18,1.09,1.11,0.92,0.78,0.77,0.85,0.75,0.78,0.69,0.79,0.75,0.83,0.7,0.66,0.69,0.64,0.75,0.7,0.64,0.72,0.64,0.73,0.62,0.54,0.49,0.57,0.47,0.52,0.57,0.45,0.53,0.54,0.47,0.53,0.45,0.43,0.43,0.46,0.39,0.37,0.44,0.43,0.38,0.4,0.45,0.35,0.38,0.35,0.33,0.34,0.31,0.29,0.34,0.32,0.3,0.29,0.25,0.28,0.52,0.28,0.29,0.26,0.32,0.24,0.22,0.22,0.28,0.27,0.23,0.23,0.22,0.24,0.25,0.23,0.32,0.26,0.22,0.22,0.2,0.22,0.25,0.33,0.2,0.22,0.23,0.24,0.21,0.19,0.19,0.17,0.24,0.2,0.17,0.2,0.23,0.16,0.18,0.17,0.16,0.19,0.17,0.2,0.13,0.15,0.17,0.19,0.17,0.14,0.17,0.16,0.19,0.16,0.15,0.18,0.14,0.19,0.18,0.17,0.14,0.15,0.17,0.16,0.13,0.13,0.16,0.0,0.16,0.19,0.15,0.15,0.14,0.14,0.14,0.12,0.13,0.14,0.14,0.0,0.0,0.12,0.16,0.14,0.13,0.12,0.14,0.13,0.14,0.13,0.15,0.11,0.13,0.13,0.13,0.16,0.12,0.13,0.13,0.13,0.12,0.15,0.12,0.12,0.12,0.13,0.11,0.13,0.12,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.12,0.12,0.0,0.0,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.19,0.11,0.0,0.0,90.23
