,AAPL,MSFT,GOOGL,GOOG,TSLA,NVDA,JNJ,V,UNH,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,INTC,VZ,CRM,KO,CSCO,T,ABT,PEP,TMO,NKE,ABBV,LLY,MRK,ACN,AVGO,TXN,COST,MCD,DHR,MDT,QCOM,UPS,LIN,UNP,C,NEE,AMGN,LOW,MS,SBUX,INTU,AMAT,IBM,TGT,AMT,GE,MMM,AMD,ISRG,SCHW,CVS,NOW,AXP,SPGI,DE,ANTM,BKNG,LRCX,MU,PLD,GILD,ADP,CCI,CI,PNC,MRNA,TJX,SNAP,TFC,MELI,CSX,FDX,ATVI,MMC,EQIX,CL,ILMN,NSC,EL,SHW,ICE,BX,EW,ADSK,ITW,APD,FISV,CB,ADI,TWLO,ETN,WM,REGN,MCO,HUM,PGR,GPN,HCA,IDXX,TWTR,ECL,AON,BIIB,DOCU,VRTX,NEM,JCI,ROP,KLAC,ROKU,DOW,IQV,ALGN,EBAY,SLB,TEL,KMB,A,PSA,TT,LULU,ROST,CMG,MSCI,WDAY,APTV,SPG,SNPS,DLR,DD,CNC,INFO,PINS,AIG,DXCM,MET,BK,EA,SRE,PRU,PPG,PH,MPC,ALL,ALXN,PSX,HPQ,CDNS,TRV,SYY,IFF,MSI,MAR,CTSH,GIS,RMD,KMI,OTIS,XLNX,WELL,PANW,PAYX,SBAC,HLT,WBA,CTAS,FTNT,AFL,ADM,FRC,ROK,WMB,MTD,CSGP,VLO,SWKS,DHI,ANSS,SIVB,PEG,FAST,WLTW,OKTA,EFX,AVB,AMP,EQR,ZBRA,NUE,VRSK,AWK,KEYS,EPAM,ES,KR,BLL,CBRE,WST,GE.,LH,ODFL,LBRDK,HUBS,4300.SR,n/a,DDOG,AJG,ARE,SUM
07/23/2021,8.96,7.59,2.74,2.71,1.86,1.62,1.62,1.5,1.42,1.28,1.28,1.25,1.19,1.17,1.05,1.06,0.95,0.82,0.81,0.78,0.79,0.76,0.73,0.76,0.78,0.75,0.74,0.74,0.73,0.7,0.72,0.67,0.63,0.67,0.64,0.66,0.62,0.58,0.56,0.55,0.52,0.5,0.55,0.52,0.51,0.5,0.5,0.5,0.44,0.46,0.46,0.46,0.41,0.42,0.38,0.41,0.37,0.39,0.4,0.37,0.37,0.36,0.35,0.32,0.32,0.31,0.34,0.32,0.32,0.32,0.29,0.28,0.38,0.27,0.25,0.26,0.27,0.26,0.27,0.26,0.26,0.27,0.26,0.26,0.24,0.25,0.25,0.24,0.26,0.24,0.24,0.24,0.23,0.23,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.2,0.2,0.24,0.21,0.19,0.2,0.18,0.18,0.21,0.19,0.18,0.18,0.19,0.17,0.17,0.16,0.17,0.17,0.17,0.14,0.16,0.17,0.17,0.17,0.17,0.17,0.15,0.16,0.17,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.15,0.14,0.15,0.16,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.12,0.14,0.14,0.11,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.14,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.13,0.11,0.12,0.13,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.11,0.1,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.89000000000001
07/26/2021,8.93,7.72,2.77,2.74,1.81,1.69,1.62,1.49,1.42,1.27,1.29,1.23,1.21,1.15,1.04,1.08,0.95,0.83,0.81,0.83,0.79,0.77,0.72,0.75,0.78,0.75,0.75,0.74,0.73,0.69,0.72,0.68,0.61,0.67,0.65,0.66,0.62,0.59,0.56,0.56,0.53,0.51,0.54,0.51,0.51,0.52,0.52,0.5,0.45,0.46,0.46,0.45,0.4,0.42,0.4,0.41,0.37,0.39,0.41,0.37,0.37,0.36,0.34,0.32,0.33,0.31,0.34,0.31,0.32,0.3,0.29,0.28,0.4,0.27,0.25,0.26,0.27,0.27,0.26,0.25,0.27,0.26,0.25,0.26,0.24,0.25,0.25,0.24,0.27,0.24,0.25,0.24,0.23,0.23,0.24,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.2,0.2,0.24,0.21,0.2,0.2,0.19,0.18,0.21,0.18,0.17,0.18,0.19,0.17,0.17,0.16,0.17,0.17,0.17,0.14,0.17,0.16,0.17,0.17,0.17,0.17,0.15,0.18,0.17,0.16,0.15,0.15,0.15,0.16,0.14,0.15,0.15,0.14,0.15,0.16,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.0,0.11,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.14,0.13,0.13,0.12,0.12,0.13,0.14,0.12,0.12,0.12,0.13,0.11,0.12,0.13,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.0,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.15
07/27/2021,8.93,7.72,2.83,2.8,1.78,1.66,1.62,1.5,1.41,1.28,1.29,1.23,1.23,1.15,1.02,1.07,0.95,0.77,0.8,0.82,0.79,0.77,0.72,0.76,0.78,0.75,0.75,0.74,0.74,0.7,0.73,0.68,0.62,0.67,0.65,0.66,0.62,0.59,0.55,0.56,0.53,0.5,0.54,0.51,0.52,0.5,0.53,0.5,0.45,0.45,0.47,0.45,0.4,0.41,0.4,0.41,0.37,0.39,0.41,0.37,0.36,0.36,0.34,0.32,0.33,0.3,0.34,0.31,0.32,0.3,0.29,0.28,0.42,0.27,0.31,0.26,0.28,0.27,0.26,0.25,0.27,0.27,0.25,0.26,0.24,0.26,0.25,0.24,0.27,0.24,0.25,0.23,0.23,0.23,0.23,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.2,0.2,0.23,0.21,0.2,0.2,0.18,0.18,0.21,0.19,0.17,0.18,0.19,0.18,0.19,0.16,0.17,0.17,0.17,0.14,0.16,0.16,0.17,0.17,0.17,0.17,0.15,0.18,0.17,0.16,0.15,0.15,0.15,0.16,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.12,0.14,0.0,0.11,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.14,0.13,0.13,0.12,0.12,0.13,0.14,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.0,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.21
07/28/2021,8.93,7.72,2.83,2.8,1.78,1.66,1.62,1.5,1.41,1.28,1.29,1.23,1.23,1.15,1.02,1.07,0.95,0.77,0.8,0.82,0.79,0.77,0.72,0.76,0.78,0.75,0.75,0.74,0.74,0.7,0.73,0.68,0.62,0.67,0.65,0.66,0.62,0.59,0.55,0.56,0.53,0.5,0.54,0.51,0.52,0.5,0.53,0.5,0.45,0.45,0.47,0.45,0.4,0.41,0.4,0.41,0.37,0.39,0.41,0.37,0.36,0.36,0.34,0.32,0.33,0.3,0.34,0.31,0.32,0.3,0.29,0.28,0.42,0.27,0.31,0.26,0.28,0.27,0.26,0.25,0.27,0.27,0.25,0.26,0.24,0.26,0.25,0.24,0.27,0.24,0.25,0.23,0.23,0.23,0.23,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.2,0.2,0.23,0.21,0.2,0.2,0.18,0.18,0.21,0.19,0.17,0.18,0.19,0.18,0.19,0.16,0.17,0.17,0.17,0.14,0.16,0.16,0.17,0.17,0.17,0.17,0.15,0.18,0.17,0.16,0.15,0.15,0.15,0.16,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.12,0.14,0.0,0.11,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.14,0.13,0.13,0.12,0.12,0.13,0.14,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.0,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.21
07/29/2021,8.95,7.7,2.85,2.83,1.81,1.64,1.62,1.51,1.39,1.27,1.29,1.23,1.23,1.16,1.04,1.06,0.95,0.79,0.8,0.82,0.79,0.77,0.72,0.75,0.78,0.74,0.74,0.73,0.74,0.69,0.73,0.68,0.62,0.67,0.65,0.66,0.62,0.58,0.54,0.56,0.52,0.51,0.54,0.5,0.51,0.51,0.53,0.5,0.45,0.46,0.46,0.45,0.4,0.42,0.4,0.41,0.37,0.39,0.41,0.37,0.36,0.36,0.33,0.33,0.33,0.31,0.34,0.31,0.32,0.3,0.28,0.28,0.41,0.27,0.3,0.26,0.27,0.27,0.26,0.25,0.27,0.26,0.25,0.26,0.24,0.26,0.25,0.24,0.27,0.24,0.25,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.21,0.22,0.22,0.2,0.2,0.23,0.21,0.19,0.2,0.2,0.18,0.2,0.18,0.17,0.18,0.18,0.18,0.19,0.17,0.17,0.17,0.17,0.15,0.16,0.16,0.16,0.17,0.17,0.17,0.15,0.18,0.17,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.16,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.0,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.14,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.13000000000002
07/30/2021,8.87,7.67,2.82,2.79,1.79,1.64,1.64,1.52,1.41,1.27,1.27,1.24,1.22,1.17,1.04,1.06,0.96,0.78,0.81,0.81,0.8,0.77,0.72,0.76,0.78,0.75,0.75,0.74,0.74,0.7,0.73,0.67,0.61,0.67,0.66,0.66,0.63,0.58,0.51,0.56,0.52,0.51,0.55,0.51,0.5,0.52,0.53,0.5,0.44,0.46,0.46,0.46,0.41,0.42,0.4,0.41,0.37,0.39,0.41,0.38,0.36,0.36,0.34,0.33,0.32,0.3,0.34,0.31,0.32,0.3,0.29,0.28,0.4,0.27,0.29,0.26,0.27,0.26,0.25,0.23,0.27,0.27,0.26,0.25,0.24,0.25,0.25,0.24,0.28,0.24,0.24,0.23,0.23,0.24,0.24,0.22,0.22,0.22,0.22,0.21,0.22,0.22,0.2,0.2,0.23,0.21,0.19,0.2,0.21,0.18,0.2,0.19,0.18,0.18,0.19,0.17,0.18,0.17,0.16,0.17,0.17,0.15,0.16,0.17,0.16,0.17,0.17,0.17,0.15,0.18,0.17,0.15,0.15,0.15,0.15,0.16,0.14,0.14,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.0,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.12,0.14,0.12,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.06
08/02/2021,8.76,7.64,2.89,2.77,1.87,1.67,1.62,1.5,1.39,1.26,1.19,1.23,1.21,1.16,1.05,1.06,0.95,0.78,0.8,0.81,0.79,0.77,0.72,0.76,0.77,0.75,0.75,0.74,0.74,0.69,0.72,0.68,0.63,0.67,0.65,0.68,0.63,0.61,0.5,0.56,0.52,0.51,0.55,0.5,0.5,0.51,0.52,0.5,0.45,0.45,0.47,0.45,0.42,0.41,0.45,0.41,0.37,0.39,0.41,0.37,0.37,0.36,0.34,0.32,0.32,0.31,0.34,0.31,0.32,0.3,0.28,0.28,0.42,0.27,0.3,0.27,0.28,0.26,0.25,0.23,0.27,0.25,0.25,0.26,0.23,0.26,0.25,0.24,0.28,0.25,0.25,0.23,0.23,0.24,0.23,0.22,0.22,0.22,0.22,0.21,0.22,0.2,0.2,0.2,0.23,0.21,0.2,0.2,0.21,0.18,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.15,0.17,0.16,0.17,0.17,0.17,0.17,0.15,0.18,0.17,0.15,0.16,0.15,0.16,0.15,0.14,0.14,0.15,0.14,0.15,0.16,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.0,0.12,0.13,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.0,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.1
08/03/2021,8.76,7.64,2.89,2.77,1.87,1.67,1.62,1.5,1.39,1.26,1.19,1.23,1.21,1.16,1.05,1.06,0.95,0.78,0.8,0.81,0.79,0.77,0.72,0.76,0.77,0.75,0.75,0.74,0.74,0.69,0.72,0.68,0.63,0.67,0.65,0.68,0.63,0.61,0.5,0.56,0.52,0.51,0.55,0.5,0.5,0.51,0.52,0.5,0.45,0.45,0.47,0.45,0.42,0.41,0.45,0.41,0.37,0.39,0.41,0.37,0.37,0.36,0.34,0.32,0.32,0.31,0.34,0.31,0.32,0.3,0.28,0.28,0.42,0.27,0.3,0.27,0.28,0.26,0.25,0.23,0.27,0.25,0.25,0.26,0.23,0.26,0.25,0.24,0.28,0.25,0.25,0.23,0.23,0.24,0.23,0.22,0.22,0.22,0.22,0.21,0.22,0.2,0.2,0.2,0.23,0.21,0.2,0.2,0.21,0.18,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.15,0.17,0.16,0.17,0.17,0.17,0.17,0.15,0.18,0.17,0.15,0.16,0.15,0.16,0.15,0.14,0.14,0.15,0.14,0.15,0.16,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.0,0.12,0.13,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.0,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.1
08/04/2021,8.76,7.64,2.89,2.77,1.87,1.67,1.62,1.5,1.39,1.26,1.19,1.23,1.21,1.16,1.05,1.06,0.95,0.78,0.8,0.81,0.79,0.77,0.72,0.76,0.77,0.75,0.75,0.74,0.74,0.69,0.72,0.68,0.63,0.67,0.65,0.68,0.63,0.61,0.5,0.56,0.52,0.51,0.55,0.5,0.5,0.51,0.52,0.5,0.45,0.45,0.47,0.45,0.42,0.41,0.45,0.41,0.37,0.39,0.41,0.37,0.37,0.36,0.34,0.32,0.32,0.31,0.34,0.31,0.32,0.3,0.28,0.28,0.42,0.27,0.3,0.27,0.28,0.26,0.25,0.23,0.27,0.25,0.25,0.26,0.23,0.26,0.25,0.24,0.28,0.25,0.25,0.23,0.23,0.24,0.23,0.22,0.22,0.22,0.22,0.21,0.22,0.2,0.2,0.2,0.23,0.21,0.2,0.2,0.21,0.18,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.15,0.17,0.16,0.17,0.17,0.17,0.17,0.15,0.18,0.17,0.15,0.16,0.15,0.16,0.15,0.14,0.14,0.15,0.14,0.15,0.16,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.0,0.12,0.13,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.0,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.1
08/05/2021,8.76,7.64,2.89,2.77,1.87,1.67,1.62,1.5,1.39,1.26,1.19,1.23,1.21,1.16,1.05,1.06,0.95,0.78,0.8,0.81,0.79,0.77,0.72,0.76,0.77,0.75,0.75,0.74,0.74,0.69,0.72,0.68,0.63,0.67,0.65,0.68,0.63,0.61,0.5,0.56,0.52,0.51,0.55,0.5,0.5,0.51,0.52,0.5,0.45,0.45,0.47,0.45,0.42,0.41,0.45,0.41,0.37,0.39,0.41,0.37,0.37,0.36,0.34,0.32,0.32,0.31,0.34,0.31,0.32,0.3,0.28,0.28,0.42,0.27,0.3,0.27,0.28,0.26,0.25,0.23,0.27,0.25,0.25,0.26,0.23,0.26,0.25,0.24,0.28,0.25,0.25,0.23,0.23,0.24,0.23,0.22,0.22,0.22,0.22,0.21,0.22,0.2,0.2,0.2,0.23,0.21,0.2,0.2,0.21,0.18,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.15,0.17,0.16,0.17,0.17,0.17,0.17,0.15,0.18,0.17,0.15,0.16,0.15,0.16,0.15,0.14,0.14,0.15,0.14,0.15,0.16,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.0,0.12,0.13,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.0,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.1
08/06/2021,8.82,7.62,2.88,2.75,1.95,1.68,1.64,1.43,1.42,1.27,1.14,1.26,1.14,1.12,1.04,1.06,0.94,0.79,0.79,0.8,0.79,0.78,0.72,0.77,0.77,0.75,0.77,0.72,0.77,0.68,0.72,0.68,0.62,0.69,0.63,0.68,0.63,0.6,0.5,0.56,0.52,0.51,0.55,0.5,0.5,0.51,0.5,0.5,0.46,0.46,0.47,0.45,0.4,0.41,0.49,0.42,0.36,0.39,0.41,0.36,0.37,0.37,0.34,0.31,0.33,0.32,0.34,0.31,0.33,0.3,0.29,0.28,0.47,0.27,0.29,0.26,0.27,0.26,0.25,0.22,0.27,0.26,0.24,0.26,0.23,0.25,0.26,0.24,0.28,0.25,0.26,0.24,0.23,0.22,0.24,0.22,0.21,0.23,0.22,0.21,0.22,0.2,0.2,0.18,0.24,0.21,0.19,0.2,0.21,0.18,0.19,0.18,0.18,0.19,0.18,0.19,0.17,0.17,0.17,0.18,0.16,0.14,0.18,0.16,0.17,0.16,0.17,0.17,0.15,0.19,0.18,0.15,0.16,0.15,0.16,0.16,0.14,0.14,0.16,0.11,0.15,0.18,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.0,0.12,0.13,0.15,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.15,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.0,0.11,0.12,0.11,0.1,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.07
08/09/2021,8.78,7.66,2.88,2.76,1.96,1.74,1.63,1.44,1.38,1.27,1.17,1.24,1.15,1.14,1.05,1.07,0.94,0.78,0.79,0.83,0.78,0.77,0.71,0.76,0.76,0.76,0.78,0.71,0.8,0.67,0.72,0.68,0.63,0.7,0.63,0.69,0.61,0.59,0.49,0.56,0.52,0.52,0.56,0.48,0.49,0.52,0.5,0.51,0.46,0.45,0.46,0.45,0.4,0.41,0.48,0.43,0.37,0.37,0.41,0.36,0.38,0.36,0.33,0.32,0.33,0.32,0.34,0.31,0.32,0.3,0.25,0.28,0.5,0.27,0.3,0.26,0.3,0.26,0.24,0.22,0.27,0.26,0.24,0.27,0.23,0.25,0.25,0.24,0.28,0.25,0.26,0.23,0.23,0.23,0.24,0.22,0.21,0.23,0.22,0.22,0.22,0.19,0.2,0.18,0.23,0.21,0.19,0.2,0.21,0.18,0.2,0.19,0.17,0.18,0.18,0.19,0.16,0.16,0.17,0.18,0.16,0.14,0.17,0.16,0.17,0.16,0.17,0.18,0.15,0.19,0.18,0.15,0.15,0.16,0.16,0.16,0.14,0.14,0.16,0.11,0.15,0.18,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.0,0.11,0.13,0.15,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.14,0.12,0.14,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.13,0.15,0.12,0.12,0.12,0.13,0.11,0.12,0.12,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.1
08/10/2021,8.72,7.66,2.87,2.76,1.92,1.72,1.62,1.45,1.39,1.26,1.16,1.23,1.16,1.14,1.08,1.07,0.95,0.78,0.78,0.83,0.78,0.77,0.71,0.76,0.76,0.75,0.77,0.71,0.79,0.67,0.73,0.68,0.63,0.69,0.63,0.69,0.62,0.59,0.49,0.57,0.52,0.53,0.56,0.47,0.49,0.53,0.5,0.51,0.46,0.46,0.46,0.44,0.41,0.41,0.47,0.43,0.39,0.38,0.41,0.37,0.38,0.37,0.33,0.32,0.33,0.33,0.34,0.31,0.32,0.3,0.26,0.29,0.5,0.27,0.3,0.27,0.3,0.26,0.24,0.22,0.27,0.26,0.24,0.26,0.23,0.25,0.26,0.24,0.27,0.25,0.26,0.23,0.23,0.23,0.24,0.22,0.21,0.23,0.22,0.22,0.22,0.19,0.2,0.18,0.23,0.21,0.19,0.2,0.21,0.18,0.2,0.18,0.17,0.18,0.18,0.19,0.15,0.16,0.17,0.18,0.15,0.14,0.18,0.16,0.17,0.16,0.17,0.17,0.15,0.19,0.18,0.15,0.16,0.16,0.16,0.16,0.14,0.14,0.16,0.11,0.16,0.18,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.13,0.14,0.0,0.11,0.13,0.15,0.14,0.13,0.13,0.14,0.13,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.15,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.11
08/11/2021,8.72,7.66,2.87,2.76,1.92,1.72,1.62,1.45,1.39,1.26,1.16,1.23,1.16,1.14,1.08,1.07,0.95,0.78,0.78,0.83,0.78,0.77,0.71,0.76,0.76,0.75,0.77,0.71,0.79,0.67,0.73,0.68,0.63,0.69,0.63,0.69,0.62,0.59,0.49,0.57,0.52,0.53,0.56,0.47,0.49,0.53,0.5,0.51,0.46,0.46,0.46,0.44,0.41,0.41,0.47,0.43,0.39,0.38,0.41,0.37,0.38,0.37,0.33,0.32,0.33,0.33,0.34,0.31,0.32,0.3,0.26,0.29,0.5,0.27,0.3,0.27,0.3,0.26,0.24,0.22,0.27,0.26,0.24,0.26,0.23,0.25,0.26,0.24,0.27,0.25,0.26,0.23,0.23,0.23,0.24,0.22,0.21,0.23,0.22,0.22,0.22,0.19,0.2,0.18,0.23,0.21,0.19,0.2,0.21,0.18,0.2,0.18,0.17,0.18,0.18,0.19,0.15,0.16,0.17,0.18,0.15,0.14,0.18,0.16,0.17,0.16,0.17,0.17,0.15,0.19,0.18,0.15,0.16,0.16,0.16,0.16,0.14,0.14,0.16,0.11,0.16,0.18,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.13,0.14,0.0,0.11,0.13,0.15,0.14,0.13,0.13,0.14,0.13,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.15,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.11
08/12/2021,8.72,7.63,2.9,2.78,1.96,1.72,1.63,1.44,1.37,1.26,1.16,1.24,1.15,1.14,1.1,1.07,0.94,0.78,0.78,0.82,0.78,0.77,0.71,0.77,0.76,0.76,0.77,0.7,0.81,0.67,0.72,0.68,0.62,0.69,0.62,0.69,0.61,0.59,0.49,0.56,0.52,0.53,0.56,0.47,0.48,0.53,0.49,0.51,0.46,0.45,0.46,0.44,0.4,0.41,0.46,0.43,0.39,0.38,0.41,0.37,0.37,0.37,0.33,0.31,0.32,0.32,0.34,0.31,0.32,0.3,0.26,0.28,0.59,0.27,0.31,0.27,0.3,0.26,0.24,0.22,0.27,0.26,0.24,0.26,0.23,0.25,0.26,0.24,0.27,0.25,0.26,0.23,0.22,0.23,0.24,0.22,0.21,0.23,0.22,0.22,0.22,0.19,0.2,0.18,0.23,0.21,0.19,0.2,0.21,0.18,0.2,0.18,0.17,0.18,0.18,0.19,0.16,0.16,0.17,0.18,0.15,0.14,0.18,0.16,0.17,0.16,0.16,0.17,0.15,0.18,0.18,0.15,0.16,0.15,0.16,0.16,0.14,0.13,0.15,0.11,0.16,0.18,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.13,0.14,0.0,0.11,0.13,0.15,0.14,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.15,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.1
