,Cash,NPH.NZ,NPH.NZ,NPH.NZ,NPH.NZ,NPH.NZ,NPH.NZ,NPH.NZ,NPH.NZ,NPH.NZ,NPH.NZ,NPH.NZ,NPH.NZ,SUM
07/09/2021,100.0,89.92,85.71,24.27,0.13,0.07,0.01,-0.01,-0.07,-0.13,-24.27,-85.71,-89.92,100.00000000000001
