,JNJ,LLY,PFE,ABBV,MRK,MRNA,BMY,GILD,AMGN,REGN,VRTX,BIIB,ZTS,ALXN,ALNY,SGEN,HZNP,BMRN,XTSLA,NVAX,JAZZ,NVCR,NBIX,IQV,NTLA,VTRS,UTHR,XLRN,INCY,MRTX,CTLT,CRL,DNLI,BAX,FATE,HALO,EXAS,ELAN,BBIO,DXCM,ARWR,BHC.TO,EXEL,IONS,SRPT,RARE,BPMC,RGEN,APLS,ARNA,GH,AGIO,TXG,ALKS,IOVA,RETA,TGTX,OGN,NKTR,RMD,BCRX,INSM,PRGO,BHVN,COO,SAGE,ACAD,ITCI,TPTX,EDIT,ALEC,KOD,BLUE,OLED,FOLD,BEAM,ALLK,PTCT,VIR,SYNH,LGND,DRNA,AXSM,ICLR,KRTX,GBT,RVNC,ABT,EBS,ADPT,PRTA,SRNE,CORT,NTRA,ABC,FGEN,PODD,PCRX,NVRO,ALLO,IDXX,GKOS,INSP,PTGX,XNCR,INO,DCPH,IRWD,MGNX,ISRG,ARVN,RCUS,MEDP,SGMO,USD,CDNA,TBIO,SUPN,LNTH,KURA,ATRA,PEN,BIO,IART,RCKT,HRTX,MCRB,IMGN,RGNX,ZGNX,VCEL,MRSN,VNDA,RUBY,CDXS,ICUI,REPL,CHRS,CYTK,OCUL,MYGN,NSTG,RDUS,INVA,CERS,PBH,HAE,KDMN,RYTM,RIGL,OPK,CNST,SRRK,MDGL,SNDX,CRTX,KPTI,YMAB,KRYS,ESPR,COLL,EGRX,IDCC,ICPT,ENDP,STOK,AMPH,ATRS,TBPH,AMRX,OMER,CLDX,ARCT,ENTA,AERI,ALBO,CCXI,EPZM,AKBA,CRNX,TVTX,ARDX,MEIP,BTAI,AGLE,GTHX,CUE,AGEN,GOSS,RLMD,ACRS,VXRT,DVAX,CARA,PBYI,PGEN,FIXX,KALA,AXGN,FREQ,ANAB,CLVS,SYRS,FLXN,ATNX,PRVB,MTEM,127.HK,CPRX,ANIK,SPPI,VKTX,KNSA,ZIOP,XENT,CBAY,ATHX,AZN,APLT,n/a,PIRS,URGN,LXRX,BISXX,ANIP,TSVTV,CTMX,SUM
09/22/2021,9.07,5.55,6.33,5.25,5.11,9.24,4.11,4.43,3.58,3.95,2.71,2.43,2.49,0.0,1.45,1.27,1.39,0.85,1.85,0.8,0.49,0.44,0.61,0.58,0.54,0.49,0.52,0.5,0.42,0.48,0.54,0.51,0.3,0.44,0.34,0.37,0.35,0.37,0.32,0.5,0.4,0.33,0.41,0.34,0.41,0.36,0.41,0.49,0.16,0.27,0.29,0.21,0.21,0.28,0.23,0.19,0.19,0.24,0.22,0.25,0.2,0.2,0.19,0.27,0.21,0.17,0.13,0.15,0.19,0.23,0.12,0.19,0.1,0.15,0.2,0.15,0.2,0.15,0.2,0.15,0.17,0.08,0.06,0.18,0.14,0.12,0.12,0.15,0.13,0.14,0.19,0.12,0.12,0.13,0.13,0.06,0.13,0.12,0.1,0.12,0.12,0.08,0.15,0.04,0.11,0.1,0.1,0.1,0.08,0.12,0.14,0.14,0.1,0.08,0.1,0.06,0.0,0.08,0.07,0.08,0.09,0.08,0.09,0.07,0.05,0.05,0.02,0.06,0.08,0.06,0.07,0.04,0.05,0.05,0.06,0.07,0.05,0.07,0.1,0.05,0.07,0.06,0.04,0.05,0.06,0.05,0.05,0.11,0.03,0.04,0.05,0.0,0.07,0.04,0.05,0.09,0.03,0.05,0.05,0.0,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.03,0.02,0.04,0.04,0.07,0.07,0.05,0.03,0.04,0.05,0.03,0.03,0.04,0.06,0.0,0.02,0.03,0.03,0.02,0.03,0.03,0.04,0.02,0.03,0.04,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.03,0.02,0.02,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56
09/23/2021,9.12,5.65,6.44,5.25,5.19,9.2,4.1,4.44,3.55,3.93,2.7,2.45,2.52,0.0,1.41,1.3,1.39,0.86,1.87,0.77,0.48,0.43,0.61,0.58,0.51,0.48,0.52,0.51,0.42,0.5,0.54,0.51,0.28,0.43,0.32,0.37,0.35,0.37,0.31,0.5,0.39,0.32,0.39,0.33,0.41,0.36,0.42,0.5,0.16,0.26,0.29,0.21,0.21,0.28,0.22,0.18,0.18,0.24,0.22,0.25,0.2,0.2,0.19,0.27,0.21,0.16,0.13,0.16,0.19,0.21,0.12,0.19,0.1,0.15,0.2,0.14,0.2,0.15,0.19,0.15,0.16,0.08,0.06,0.18,0.13,0.11,0.12,0.15,0.13,0.13,0.18,0.11,0.13,0.13,0.13,0.06,0.13,0.12,0.1,0.12,0.12,0.08,0.16,0.03,0.11,0.1,0.1,0.1,0.08,0.12,0.13,0.14,0.1,0.08,0.1,0.06,0.0,0.08,0.07,0.08,0.09,0.08,0.09,0.07,0.05,0.06,0.0,0.06,0.08,0.06,0.06,0.04,0.05,0.04,0.06,0.07,0.05,0.07,0.1,0.05,0.06,0.05,0.03,0.05,0.05,0.05,0.05,0.11,0.03,0.04,0.05,0.0,0.06,0.04,0.05,0.08,0.03,0.05,0.04,0.02,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.03,0.02,0.04,0.04,0.06,0.06,0.05,0.03,0.04,0.05,0.03,0.03,0.04,0.06,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.0,0.03,0.03,0.05,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.02,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.02,0.02,0.03,0.02,0.02,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56
09/24/2021,9.09,5.57,6.35,5.24,5.15,9.36,4.06,4.45,3.53,3.94,2.69,2.4,2.53,0.0,1.4,1.34,1.4,0.86,1.86,0.77,0.48,0.43,0.6,0.58,0.51,0.48,0.52,0.56,0.42,0.46,0.54,0.51,0.3,0.43,0.32,0.36,0.35,0.36,0.31,0.49,0.38,0.35,0.4,0.33,0.42,0.36,0.42,0.51,0.15,0.27,0.29,0.21,0.21,0.28,0.23,0.19,0.19,0.24,0.23,0.25,0.2,0.2,0.19,0.27,0.21,0.16,0.13,0.16,0.19,0.21,0.12,0.19,0.1,0.15,0.2,0.14,0.2,0.16,0.19,0.15,0.16,0.08,0.07,0.18,0.14,0.11,0.12,0.15,0.12,0.13,0.18,0.11,0.12,0.13,0.13,0.06,0.13,0.12,0.1,0.12,0.12,0.07,0.16,0.04,0.11,0.1,0.1,0.11,0.08,0.12,0.13,0.14,0.1,0.08,0.1,0.06,0.0,0.08,0.07,0.08,0.09,0.08,0.09,0.07,0.05,0.06,0.0,0.06,0.08,0.06,0.06,0.04,0.05,0.04,0.06,0.07,0.05,0.07,0.1,0.05,0.07,0.05,0.03,0.05,0.05,0.05,0.05,0.11,0.03,0.04,0.05,0.0,0.06,0.04,0.05,0.09,0.03,0.05,0.04,0.0,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.03,0.02,0.04,0.04,0.06,0.06,0.05,0.03,0.04,0.05,0.03,0.03,0.04,0.06,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.03,0.03,0.04,0.05,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.03,0.02,0.02,1.22,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.55
09/27/2021,8.99,5.55,6.31,5.19,5.16,9.68,4.02,4.39,3.48,3.88,2.64,2.36,2.54,0.0,1.41,1.34,1.38,0.86,1.76,0.86,0.49,0.44,0.59,0.59,0.53,0.48,0.51,0.58,0.38,0.47,0.55,0.52,0.3,0.42,0.32,0.36,0.32,0.37,0.3,0.5,0.39,0.36,0.4,0.34,0.43,0.36,0.42,0.52,0.15,0.26,0.28,0.21,0.2,0.29,0.23,0.19,0.19,0.24,0.24,0.25,0.2,0.2,0.18,0.27,0.21,0.16,0.13,0.16,0.19,0.22,0.11,0.2,0.1,0.15,0.2,0.14,0.2,0.14,0.16,0.15,0.16,0.08,0.07,0.18,0.14,0.11,0.13,0.14,0.12,0.13,0.19,0.11,0.12,0.13,0.13,0.05,0.13,0.12,0.09,0.13,0.12,0.07,0.15,0.05,0.11,0.1,0.1,0.11,0.08,0.12,0.13,0.14,0.11,0.08,0.18,0.06,0.0,0.08,0.08,0.08,0.09,0.08,0.09,0.07,0.05,0.06,0.0,0.06,0.08,0.06,0.07,0.04,0.05,0.04,0.06,0.07,0.05,0.07,0.1,0.05,0.07,0.05,0.03,0.05,0.06,0.05,0.05,0.11,0.03,0.04,0.05,0.0,0.06,0.05,0.05,0.09,0.03,0.05,0.04,0.0,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.04,0.07,0.06,0.05,0.03,0.04,0.05,0.03,0.03,0.04,0.06,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.03,0.03,0.04,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.03,0.02,0.0,1.21,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,99.52
09/28/2021,9.1,5.62,6.37,5.25,5.28,9.3,4.06,4.43,3.51,3.9,2.66,2.38,2.58,0.0,1.43,1.32,1.41,0.87,1.88,0.84,0.5,0.43,0.6,0.6,0.51,0.48,0.51,0.61,0.38,0.46,0.56,0.53,0.29,0.42,0.31,0.36,0.31,0.37,0.3,0.5,0.4,0.36,0.4,0.33,0.43,0.35,0.42,0.52,0.15,0.26,0.28,0.21,0.2,0.3,0.23,0.19,0.19,0.24,0.24,0.25,0.19,0.2,0.19,0.27,0.21,0.16,0.13,0.16,0.18,0.21,0.1,0.19,0.1,0.15,0.19,0.14,0.2,0.14,0.16,0.15,0.16,0.08,0.07,0.19,0.14,0.11,0.13,0.15,0.12,0.13,0.18,0.11,0.12,0.12,0.13,0.06,0.13,0.12,0.09,0.12,0.12,0.07,0.15,0.05,0.11,0.1,0.1,0.11,0.07,0.12,0.13,0.14,0.11,0.08,0.0,0.06,0.0,0.08,0.08,0.08,0.09,0.08,0.09,0.07,0.05,0.06,0.0,0.06,0.08,0.06,0.07,0.04,0.05,0.04,0.06,0.07,0.05,0.08,0.1,0.05,0.06,0.05,0.03,0.05,0.06,0.05,0.05,0.11,0.03,0.04,0.05,0.0,0.06,0.05,0.05,0.09,0.03,0.05,0.04,0.0,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.04,0.07,0.06,0.05,0.03,0.04,0.05,0.03,0.03,0.04,0.06,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.03,0.03,0.04,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.03,0.02,0.0,1.25,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,99.74
09/29/2021,9.1,5.62,6.37,5.25,5.28,9.3,4.06,4.43,3.51,3.9,2.66,2.38,2.58,0.0,1.43,1.32,1.41,0.87,1.88,0.84,0.5,0.43,0.6,0.6,0.51,0.48,0.51,0.61,0.38,0.46,0.56,0.53,0.29,0.42,0.31,0.36,0.31,0.37,0.3,0.5,0.4,0.36,0.4,0.33,0.43,0.35,0.42,0.52,0.15,0.26,0.28,0.21,0.2,0.3,0.23,0.19,0.19,0.24,0.24,0.25,0.19,0.2,0.19,0.27,0.21,0.16,0.13,0.16,0.18,0.21,0.1,0.19,0.1,0.15,0.19,0.14,0.2,0.14,0.16,0.15,0.16,0.08,0.07,0.19,0.14,0.11,0.13,0.15,0.12,0.13,0.18,0.11,0.12,0.12,0.13,0.06,0.13,0.12,0.09,0.12,0.12,0.07,0.15,0.05,0.11,0.1,0.1,0.11,0.07,0.12,0.13,0.14,0.11,0.08,0.0,0.06,0.0,0.08,0.08,0.08,0.09,0.08,0.09,0.07,0.05,0.06,0.0,0.06,0.08,0.06,0.07,0.04,0.05,0.04,0.06,0.07,0.05,0.08,0.1,0.05,0.06,0.05,0.03,0.05,0.06,0.05,0.05,0.11,0.03,0.04,0.05,0.0,0.06,0.05,0.05,0.09,0.03,0.05,0.04,0.0,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.04,0.07,0.06,0.05,0.03,0.04,0.05,0.03,0.03,0.04,0.06,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.03,0.03,0.04,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.03,0.02,0.0,1.25,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,99.74
09/30/2021,9.12,5.55,6.38,5.34,5.32,8.93,4.07,4.43,3.54,3.81,2.68,2.36,2.52,0.0,1.5,1.34,1.42,0.88,1.9,0.79,0.5,0.43,0.61,0.57,0.51,0.5,0.51,0.66,0.39,0.49,0.55,0.51,0.3,0.43,0.31,0.36,0.31,0.38,0.31,0.5,0.41,0.36,0.41,0.33,0.44,0.33,0.42,0.5,0.17,0.27,0.28,0.22,0.2,0.3,0.24,0.2,0.21,0.24,0.25,0.24,0.2,0.21,0.19,0.27,0.21,0.17,0.13,0.17,0.18,0.21,0.11,0.2,0.11,0.15,0.19,0.14,0.21,0.14,0.17,0.15,0.17,0.08,0.08,0.18,0.14,0.11,0.13,0.14,0.12,0.13,0.19,0.12,0.13,0.12,0.14,0.06,0.13,0.13,0.1,0.13,0.12,0.07,0.15,0.05,0.12,0.1,0.11,0.11,0.08,0.12,0.13,0.15,0.11,0.09,0.0,0.06,0.0,0.09,0.08,0.09,0.1,0.08,0.09,0.07,0.05,0.06,0.02,0.06,0.08,0.06,0.07,0.04,0.06,0.04,0.06,0.07,0.05,0.08,0.11,0.05,0.06,0.05,0.04,0.06,0.05,0.05,0.05,0.11,0.03,0.04,0.05,0.0,0.06,0.05,0.05,0.09,0.03,0.05,0.04,0.0,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.0,0.04,0.04,0.07,0.06,0.05,0.03,0.04,0.06,0.03,0.03,0.04,0.07,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.05,0.0,0.04,0.04,0.07,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.03,0.02,0.0,1.23,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,99.89
10/01/2021,9.6,5.95,6.25,5.74,5.56,7.7,4.6,4.28,4.0,3.53,2.94,2.68,2.57,0.0,1.38,1.26,1.29,0.85,1.5,0.61,0.64,0.53,0.59,0.57,0.49,0.51,0.48,0.46,0.43,0.45,0.48,0.48,0.29,0.41,0.39,0.37,0.36,0.42,0.33,0.46,0.43,0.36,0.33,0.34,0.33,0.3,0.35,0.4,0.3,0.27,0.24,0.22,0.24,0.24,0.21,0.22,0.21,0.21,0.21,0.24,0.21,0.19,0.21,0.25,0.21,0.16,0.17,0.15,0.16,0.15,0.11,0.16,0.14,0.18,0.17,0.13,0.15,0.14,0.13,0.14,0.13,0.14,0.11,0.16,0.13,0.11,0.13,0.14,0.15,0.13,0.12,0.12,0.13,0.12,0.13,0.07,0.12,0.13,0.12,0.11,0.12,0.07,0.11,0.13,0.1,0.11,0.1,0.11,0.09,0.12,0.15,0.12,0.1,0.08,0.0,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.07,0.05,0.06,0.02,0.06,0.06,0.07,0.07,0.05,0.05,0.05,0.05,0.06,0.05,0.06,0.09,0.05,0.06,0.06,0.04,0.05,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.0,0.06,0.05,0.04,0.06,0.04,0.05,0.05,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.04,0.0,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.02,1.19,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,100.30000000000004
10/04/2021,9.6,5.95,6.25,5.74,5.56,7.7,4.6,4.28,4.0,3.53,2.94,2.68,2.57,0.0,1.38,1.26,1.29,0.85,1.5,0.61,0.64,0.53,0.59,0.57,0.49,0.51,0.48,0.46,0.43,0.45,0.48,0.48,0.29,0.41,0.39,0.37,0.36,0.42,0.33,0.46,0.43,0.36,0.33,0.34,0.33,0.3,0.35,0.4,0.3,0.27,0.24,0.22,0.24,0.24,0.21,0.22,0.21,0.21,0.21,0.24,0.21,0.19,0.21,0.25,0.21,0.16,0.17,0.15,0.16,0.15,0.11,0.16,0.14,0.18,0.17,0.13,0.15,0.14,0.13,0.14,0.13,0.14,0.11,0.16,0.13,0.11,0.13,0.14,0.15,0.13,0.12,0.12,0.13,0.12,0.13,0.07,0.12,0.13,0.12,0.11,0.12,0.07,0.11,0.13,0.1,0.11,0.1,0.11,0.09,0.12,0.15,0.12,0.1,0.08,0.0,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.07,0.05,0.06,0.02,0.06,0.06,0.07,0.07,0.05,0.05,0.05,0.05,0.06,0.05,0.06,0.09,0.05,0.06,0.06,0.04,0.05,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.0,0.06,0.05,0.04,0.06,0.04,0.05,0.05,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.04,0.0,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.02,1.19,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,100.30000000000004
10/05/2021,9.19,5.76,6.41,5.44,5.54,8.55,4.1,4.47,3.59,3.79,2.7,2.37,2.51,0.0,1.48,1.42,1.44,0.88,1.98,0.72,0.5,0.4,0.62,0.56,0.48,0.5,0.49,0.65,0.39,0.51,0.54,0.49,0.29,0.43,0.29,0.37,0.32,0.38,0.3,0.5,0.4,0.35,0.43,0.32,0.45,0.35,0.42,0.48,0.16,0.27,0.28,0.21,0.19,0.3,0.23,0.18,0.2,0.24,0.24,0.24,0.19,0.21,0.21,0.28,0.21,0.16,0.13,0.17,0.17,0.15,0.1,0.19,0.11,0.14,0.18,0.13,0.2,0.14,0.17,0.14,0.17,0.08,0.07,0.18,0.15,0.11,0.12,0.14,0.11,0.12,0.18,0.11,0.12,0.12,0.13,0.05,0.13,0.12,0.09,0.13,0.12,0.07,0.15,0.05,0.11,0.09,0.11,0.11,0.08,0.12,0.12,0.14,0.11,0.08,0.0,0.06,0.0,0.08,0.08,0.08,0.1,0.08,0.09,0.07,0.04,0.05,0.02,0.06,0.08,0.06,0.07,0.04,0.05,0.04,0.06,0.07,0.05,0.07,0.11,0.05,0.06,0.05,0.04,0.06,0.05,0.05,0.05,0.11,0.03,0.04,0.05,0.0,0.06,0.05,0.05,0.09,0.03,0.05,0.04,0.02,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.02,0.04,0.04,0.07,0.06,0.06,0.03,0.04,0.05,0.03,0.03,0.04,0.06,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.05,0.02,0.03,0.04,0.07,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.03,0.0,0.02,1.28,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,99.84
10/06/2021,9.19,5.76,6.41,5.44,5.54,8.55,4.1,4.47,3.59,3.79,2.7,2.37,2.51,0.0,1.48,1.42,1.44,0.88,1.98,0.72,0.5,0.4,0.62,0.56,0.48,0.5,0.49,0.65,0.39,0.51,0.54,0.49,0.29,0.43,0.29,0.37,0.32,0.38,0.3,0.5,0.4,0.35,0.43,0.32,0.45,0.35,0.42,0.48,0.16,0.27,0.28,0.21,0.19,0.3,0.23,0.18,0.2,0.24,0.24,0.24,0.19,0.21,0.21,0.28,0.21,0.16,0.13,0.17,0.17,0.15,0.1,0.19,0.11,0.14,0.18,0.13,0.2,0.14,0.17,0.14,0.17,0.08,0.07,0.18,0.15,0.11,0.12,0.14,0.11,0.12,0.18,0.11,0.12,0.12,0.13,0.05,0.13,0.12,0.09,0.13,0.12,0.07,0.15,0.05,0.11,0.09,0.11,0.11,0.08,0.12,0.12,0.14,0.11,0.08,0.0,0.06,0.0,0.08,0.08,0.08,0.1,0.08,0.09,0.07,0.04,0.05,0.02,0.06,0.08,0.06,0.07,0.04,0.05,0.04,0.06,0.07,0.05,0.07,0.11,0.05,0.06,0.05,0.04,0.06,0.05,0.05,0.05,0.11,0.03,0.04,0.05,0.0,0.06,0.05,0.05,0.09,0.03,0.05,0.04,0.02,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.02,0.04,0.04,0.07,0.06,0.06,0.03,0.04,0.05,0.03,0.03,0.04,0.06,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.05,0.02,0.03,0.04,0.07,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.03,0.0,0.02,1.28,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,99.84
10/07/2021,9.19,5.77,6.44,5.54,6.05,7.63,4.15,4.41,3.64,3.6,2.7,2.4,2.56,0.0,1.52,1.46,1.45,0.88,1.63,0.63,0.5,0.41,0.66,0.57,0.48,0.51,0.5,0.66,0.39,0.5,0.54,0.5,0.3,0.44,0.29,0.37,0.33,0.38,0.3,0.51,0.4,0.36,0.44,0.32,0.48,0.34,0.41,0.47,0.16,0.27,0.25,0.22,0.19,0.3,0.25,0.19,0.21,0.25,0.25,0.24,0.18,0.21,0.22,0.3,0.21,0.17,0.14,0.17,0.17,0.15,0.11,0.19,0.11,0.14,0.19,0.13,0.21,0.14,0.13,0.14,0.16,0.08,0.08,0.18,0.15,0.11,0.13,0.14,0.13,0.12,0.18,0.1,0.13,0.12,0.14,0.05,0.13,0.12,0.1,0.12,0.12,0.07,0.15,0.05,0.12,0.09,0.11,0.11,0.08,0.12,0.13,0.14,0.11,0.08,0.0,0.07,0.0,0.09,0.08,0.08,0.1,0.08,0.09,0.07,0.04,0.05,0.02,0.06,0.08,0.06,0.07,0.04,0.06,0.04,0.07,0.07,0.05,0.07,0.11,0.05,0.06,0.05,0.04,0.06,0.05,0.05,0.05,0.11,0.03,0.04,0.05,0.0,0.06,0.05,0.05,0.1,0.03,0.05,0.04,0.02,0.03,0.05,0.04,0.03,0.03,0.03,0.04,0.03,0.02,0.04,0.02,0.07,0.06,0.06,0.03,0.04,0.05,0.03,0.03,0.04,0.07,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.05,0.02,0.03,0.03,0.06,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.03,0.0,0.02,1.28,0.0,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,99.53
10/08/2021,9.26,5.73,6.46,5.6,6.26,7.4,4.17,4.41,3.65,3.56,2.7,2.38,2.56,0.0,1.56,1.48,1.5,0.88,1.65,0.63,0.5,0.39,0.67,0.57,0.46,0.51,0.51,0.67,0.39,0.5,0.54,0.49,0.3,0.44,0.28,0.37,0.32,0.39,0.3,0.49,0.4,0.36,0.44,0.31,0.48,0.33,0.4,0.46,0.16,0.28,0.25,0.21,0.19,0.3,0.25,0.18,0.2,0.25,0.25,0.24,0.18,0.21,0.22,0.3,0.21,0.17,0.13,0.18,0.17,0.14,0.11,0.2,0.11,0.14,0.18,0.13,0.2,0.14,0.13,0.14,0.16,0.08,0.07,0.18,0.15,0.11,0.12,0.14,0.12,0.12,0.18,0.1,0.13,0.12,0.14,0.05,0.13,0.11,0.1,0.12,0.12,0.07,0.15,0.05,0.12,0.09,0.11,0.11,0.08,0.12,0.13,0.14,0.11,0.08,0.0,0.06,0.0,0.09,0.07,0.08,0.1,0.07,0.09,0.07,0.04,0.05,0.02,0.07,0.06,0.07,0.07,0.04,0.06,0.04,0.07,0.07,0.05,0.07,0.11,0.05,0.06,0.05,0.04,0.06,0.05,0.05,0.05,0.12,0.03,0.04,0.05,0.0,0.06,0.05,0.05,0.1,0.03,0.05,0.04,0.02,0.03,0.05,0.04,0.03,0.03,0.03,0.04,0.03,0.02,0.04,0.02,0.07,0.05,0.06,0.03,0.04,0.06,0.03,0.03,0.04,0.07,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.05,0.02,0.03,0.03,0.06,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.03,0.0,0.02,1.32,0.0,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,99.57
10/11/2021,9.36,5.85,6.44,5.67,6.12,6.91,4.21,4.44,3.65,3.52,2.77,2.44,2.61,0.0,1.62,1.43,1.53,0.91,1.67,0.58,0.54,0.4,0.68,0.58,0.47,0.51,0.53,0.68,0.39,0.47,0.54,0.5,0.3,0.45,0.28,0.36,0.32,0.4,0.29,0.51,0.38,0.36,0.44,0.32,0.49,0.34,0.4,0.46,0.16,0.27,0.25,0.21,0.2,0.31,0.25,0.18,0.2,0.25,0.22,0.24,0.19,0.22,0.22,0.3,0.21,0.17,0.14,0.17,0.16,0.14,0.11,0.2,0.11,0.14,0.21,0.13,0.19,0.14,0.13,0.14,0.16,0.08,0.07,0.19,0.15,0.11,0.12,0.14,0.12,0.12,0.18,0.1,0.13,0.12,0.14,0.06,0.14,0.11,0.1,0.12,0.12,0.07,0.16,0.05,0.13,0.09,0.1,0.12,0.08,0.12,0.13,0.14,0.11,0.08,0.0,0.06,0.0,0.09,0.08,0.08,0.1,0.08,0.08,0.07,0.04,0.05,0.02,0.07,0.06,0.07,0.07,0.04,0.06,0.04,0.07,0.07,0.05,0.07,0.11,0.05,0.06,0.05,0.04,0.06,0.05,0.05,0.05,0.12,0.03,0.04,0.05,0.0,0.06,0.05,0.05,0.09,0.03,0.05,0.04,0.02,0.03,0.05,0.04,0.03,0.03,0.03,0.04,0.03,0.02,0.04,0.02,0.07,0.05,0.06,0.03,0.04,0.06,0.03,0.03,0.04,0.07,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.05,0.02,0.03,0.03,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.02,0.0,0.02,0.02,0.0,0.03,0.02,0.02,1.31,0.0,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,99.64
