,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,JPM,TSLA,JNJ,NVDA,UNH,V,HD,PG,DIS,BAC,MA,PYPL,CMCSA,XOM,ADBE,VZ,INTC,CSCO,NFLX,CRM,PFE,KO,T,ABT,PEP,CVX,ABBV,WMT,WFC,AVGO,MRK,TMO,ACN,TXN,MCD,NKE,MDT,COST,C,DHR,HON,LLY,LIN,UPS,QCOM,UNP,PM,BMY,ORCL,NEE,LOW,AMGN,MS,BA,RTX,SBUX,CAT,IBM,GS,AMAT,BLK,GE,INTU,MMM,AMT,TGT,CVS,DE,S+p500 Emini Fut Jun21 Xcme 20210618,SCHW,AXP,ISRG,CHTR,ANTM,AMD,BKNG,LMT,MU,NOW,LRCX,FIS,MO,SPGI,CI,MDLZ,PLD,ZTS,ADP,SYK,TFC,USB,GILD,TMUS,PNC,CCI,TJX,SSJXX,CME,DUK,FDX,CB,CSX,COP,ATVI,GM,COF,CL,NSC,EL,MMC,BDX,FISV,SHW,SO,ITW,APD,EQIX,ICE,ADSK,FCX,D,ADI,BSX,EW,ILMN,NEM,NXPI,PGR,ETN,EMR,AON,GPN,HCA,F,NOC,HUM,WM,VRTX,MCO,ECL,REGN,DOW,DG,MET,KLAC,JCI,IDXX,ROP,EOG,TWTR,IQV,AIG,DD,ROST,TEL,LHX,TT,KMB,EXC,GD,SLB,TROW,PSA,CNC,AEP,SRE,DLR,PPG,ALGN,PRU,MCHP,SPG,A,BK,BAX,ALL,SYY,EA,STZ,BIIB,APTV,APH,TRV,MPC,PH,EBAY,INFO,ALXN,SNPS,MSCI,CMG,GIS,MAR,State Street Instl Treasury MMkt Instl,S+p500 Emini Fut Sep21 Xcme 20210917,DXCM,CARR,ORLY,GE.,MRNA,TOD.MI,CDNS,RMD,YUM,300888.SZ,n/a,FTNT,MSI,CTSH,SBAC,MTCH,SUM
09/15/2021,6.12,5.74,3.82,2.28,2.17,2.06,1.41,1.23,1.42,1.21,1.3,1.04,1.12,0.93,0.93,0.86,0.77,0.9,0.87,0.72,0.65,0.79,0.62,0.58,0.62,0.61,0.62,0.64,0.59,0.54,0.58,0.58,0.53,0.55,0.52,0.51,0.53,0.52,0.57,0.54,0.47,0.48,0.57,0.47,0.51,0.37,0.51,0.43,0.52,0.43,0.37,0.45,0.39,0.42,0.41,0.42,0.41,0.36,0.37,0.38,0.33,0.35,0.38,0.3,0.34,0.34,0.34,0.33,0.3,0.39,0.31,0.34,0.35,0.29,0.3,0.0,0.27,0.3,0.31,0.27,0.25,0.35,0.24,0.24,0.23,0.31,0.24,0.25,0.24,0.28,0.21,0.24,0.25,0.26,0.24,0.24,0.2,0.2,0.23,0.23,0.21,0.22,0.22,0.17,0.2,0.22,0.18,0.2,0.2,0.2,0.17,0.19,0.2,0.18,0.17,0.21,0.2,0.2,0.18,0.19,0.18,0.17,0.17,0.2,0.18,0.19,0.15,0.16,0.17,0.17,0.19,0.19,0.13,0.15,0.15,0.17,0.16,0.16,0.15,0.17,0.15,0.15,0.15,0.15,0.14,0.16,0.15,0.16,0.12,0.15,0.11,0.14,0.14,0.15,0.14,0.11,0.15,0.13,0.11,0.11,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.0,0.13,0.11,0.1,0.11,0.12,0.11,0.1,0.1,0.0,0.11,0.0,0.13,0.12,0.12,0.0,0.0,0.11,0.12,0.12,0.0,0.12,0.13,0.14,0.0,0.1,0.0,0.0,0.13,0.12,0.11,0.0,0.29,0.0,0.11,0.11,0.1,0.0,0.26,0.0,0.0,0.0,0.0,0.0,83.55
09/17/2021,6.12,5.74,3.82,2.28,2.17,2.06,1.41,1.23,1.42,1.21,1.3,1.04,1.12,0.93,0.93,0.86,0.77,0.9,0.87,0.72,0.65,0.79,0.62,0.58,0.62,0.61,0.62,0.64,0.59,0.54,0.58,0.58,0.53,0.55,0.52,0.51,0.53,0.52,0.57,0.54,0.47,0.48,0.57,0.47,0.51,0.37,0.51,0.43,0.52,0.43,0.37,0.45,0.39,0.42,0.41,0.42,0.41,0.36,0.37,0.38,0.33,0.35,0.38,0.3,0.34,0.34,0.34,0.33,0.3,0.39,0.31,0.34,0.35,0.29,0.3,0.0,0.27,0.3,0.31,0.27,0.25,0.35,0.24,0.24,0.23,0.31,0.24,0.25,0.24,0.28,0.21,0.24,0.25,0.26,0.24,0.24,0.2,0.2,0.23,0.23,0.21,0.22,0.22,0.17,0.2,0.22,0.18,0.2,0.2,0.2,0.17,0.19,0.2,0.18,0.17,0.21,0.2,0.2,0.18,0.19,0.18,0.17,0.17,0.2,0.18,0.19,0.15,0.16,0.17,0.17,0.19,0.19,0.13,0.15,0.15,0.17,0.16,0.16,0.15,0.17,0.15,0.15,0.15,0.15,0.14,0.16,0.15,0.16,0.12,0.15,0.11,0.14,0.14,0.15,0.14,0.11,0.15,0.13,0.11,0.11,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.0,0.13,0.11,0.1,0.11,0.12,0.11,0.1,0.1,0.0,0.11,0.0,0.13,0.12,0.12,0.0,0.0,0.11,0.12,0.12,0.0,0.12,0.13,0.14,0.0,0.1,0.0,0.0,0.13,0.12,0.11,0.0,0.29,0.0,0.11,0.11,0.1,0.0,0.26,0.0,0.0,0.0,0.0,0.0,83.55
09/20/2021,6.18,5.9,3.86,2.36,2.26,2.15,1.41,1.26,1.47,1.18,1.45,1.02,1.01,0.9,0.91,0.86,0.82,0.79,0.88,0.72,0.6,0.82,0.59,0.57,0.65,0.66,0.67,0.67,0.57,0.51,0.58,0.56,0.49,0.55,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.52,0.39,0.53,0.42,0.53,0.43,0.37,0.43,0.37,0.42,0.39,0.42,0.43,0.37,0.34,0.4,0.31,0.33,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.0,0.28,0.28,0.32,0.29,0.24,0.35,0.24,0.23,0.21,0.33,0.22,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.16,0.19,0.17,0.16,0.2,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.17,0.16,0.17,0.12,0.17,0.13,0.14,0.14,0.16,0.13,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.3,0.0,0.12,0.11,0.0,0.0,0.31,0.11,0.11,0.1,0.1,0.0,83.78000000000002
09/21/2021,6.18,5.9,3.86,2.36,2.26,2.15,1.41,1.26,1.47,1.18,1.45,1.02,1.01,0.9,0.91,0.86,0.82,0.79,0.88,0.72,0.6,0.82,0.59,0.57,0.65,0.66,0.67,0.67,0.57,0.51,0.58,0.56,0.49,0.55,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.52,0.39,0.53,0.42,0.53,0.43,0.37,0.43,0.37,0.42,0.39,0.42,0.43,0.37,0.34,0.4,0.31,0.33,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.0,0.28,0.28,0.32,0.29,0.24,0.35,0.24,0.23,0.21,0.33,0.22,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.16,0.19,0.17,0.16,0.2,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.17,0.16,0.17,0.12,0.17,0.13,0.14,0.14,0.16,0.13,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.3,0.0,0.12,0.11,0.0,0.0,0.31,0.11,0.11,0.1,0.1,0.0,83.78000000000002
09/22/2021,6.18,5.9,3.86,2.36,2.26,2.15,1.41,1.26,1.47,1.18,1.45,1.02,1.01,0.9,0.91,0.86,0.82,0.79,0.88,0.72,0.6,0.82,0.59,0.57,0.65,0.66,0.67,0.67,0.57,0.51,0.58,0.56,0.49,0.55,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.52,0.39,0.53,0.42,0.53,0.43,0.37,0.43,0.37,0.42,0.39,0.42,0.43,0.37,0.34,0.4,0.31,0.33,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.0,0.28,0.28,0.32,0.29,0.24,0.35,0.24,0.23,0.21,0.33,0.22,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.16,0.19,0.17,0.16,0.2,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.17,0.16,0.17,0.12,0.17,0.13,0.14,0.14,0.16,0.13,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.3,0.0,0.12,0.11,0.0,0.0,0.31,0.11,0.11,0.1,0.1,0.0,83.78000000000002
09/23/2021,6.18,5.9,3.86,2.36,2.26,2.15,1.41,1.26,1.47,1.18,1.45,1.02,1.01,0.9,0.91,0.86,0.82,0.79,0.88,0.72,0.6,0.82,0.59,0.57,0.65,0.66,0.67,0.67,0.57,0.51,0.58,0.56,0.49,0.55,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.52,0.39,0.53,0.42,0.53,0.43,0.37,0.43,0.37,0.42,0.39,0.42,0.43,0.37,0.34,0.4,0.31,0.33,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.0,0.28,0.28,0.32,0.29,0.24,0.35,0.24,0.23,0.21,0.33,0.22,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.16,0.19,0.17,0.16,0.2,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.17,0.16,0.17,0.12,0.17,0.13,0.14,0.14,0.16,0.13,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.3,0.0,0.12,0.11,0.0,0.0,0.31,0.11,0.11,0.1,0.1,0.0,83.78000000000002
09/24/2021,6.18,5.9,3.86,2.36,2.26,2.15,1.41,1.26,1.47,1.18,1.45,1.02,1.01,0.9,0.91,0.86,0.82,0.79,0.88,0.72,0.6,0.82,0.59,0.57,0.65,0.66,0.67,0.67,0.57,0.51,0.58,0.56,0.49,0.55,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.52,0.39,0.53,0.42,0.53,0.43,0.37,0.43,0.37,0.42,0.39,0.42,0.43,0.37,0.34,0.4,0.31,0.33,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.0,0.28,0.28,0.32,0.29,0.24,0.35,0.24,0.23,0.21,0.33,0.22,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.16,0.19,0.17,0.16,0.2,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.17,0.16,0.17,0.12,0.17,0.13,0.14,0.14,0.16,0.13,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.3,0.0,0.12,0.11,0.0,0.0,0.31,0.11,0.11,0.1,0.1,0.0,83.78000000000002
09/27/2021,6.18,5.9,3.86,2.36,2.26,2.15,1.41,1.26,1.47,1.18,1.45,1.02,1.01,0.9,0.91,0.86,0.82,0.79,0.88,0.72,0.6,0.82,0.59,0.57,0.65,0.66,0.67,0.67,0.57,0.51,0.58,0.56,0.49,0.55,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.52,0.39,0.53,0.42,0.53,0.43,0.37,0.43,0.37,0.42,0.39,0.42,0.43,0.37,0.34,0.4,0.31,0.33,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.0,0.28,0.28,0.32,0.29,0.24,0.35,0.24,0.23,0.21,0.33,0.22,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.16,0.19,0.17,0.16,0.2,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.17,0.16,0.17,0.12,0.17,0.13,0.14,0.14,0.16,0.13,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.3,0.0,0.12,0.11,0.0,0.0,0.31,0.11,0.11,0.1,0.1,0.0,83.78000000000002
09/28/2021,6.18,5.9,3.86,2.36,2.26,2.15,1.41,1.26,1.47,1.18,1.45,1.02,1.01,0.9,0.91,0.86,0.82,0.79,0.88,0.72,0.6,0.82,0.59,0.57,0.65,0.66,0.67,0.67,0.57,0.51,0.58,0.56,0.49,0.55,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.52,0.39,0.53,0.42,0.53,0.43,0.37,0.43,0.37,0.42,0.39,0.42,0.43,0.37,0.34,0.4,0.31,0.33,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.0,0.28,0.28,0.32,0.29,0.24,0.35,0.24,0.23,0.21,0.33,0.22,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.16,0.19,0.17,0.16,0.2,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.17,0.16,0.17,0.12,0.17,0.13,0.14,0.14,0.16,0.13,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.3,0.0,0.12,0.11,0.0,0.0,0.31,0.11,0.11,0.1,0.1,0.0,83.78000000000002
09/29/2021,6.18,5.9,3.86,2.36,2.26,2.15,1.41,1.26,1.47,1.18,1.45,1.02,1.01,0.9,0.91,0.86,0.82,0.79,0.88,0.72,0.6,0.82,0.59,0.57,0.65,0.66,0.67,0.67,0.57,0.51,0.58,0.56,0.49,0.55,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.52,0.39,0.53,0.42,0.53,0.43,0.37,0.43,0.37,0.42,0.39,0.42,0.43,0.37,0.34,0.4,0.31,0.33,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.0,0.28,0.28,0.32,0.29,0.24,0.35,0.24,0.23,0.21,0.33,0.22,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.16,0.19,0.17,0.16,0.2,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.17,0.16,0.17,0.12,0.17,0.13,0.14,0.14,0.16,0.13,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.3,0.0,0.12,0.11,0.0,0.0,0.31,0.11,0.11,0.1,0.1,0.0,83.78000000000002
09/30/2021,6.18,5.9,3.86,2.36,2.26,2.15,1.41,1.26,1.47,1.18,1.45,1.02,1.01,0.9,0.91,0.86,0.82,0.79,0.88,0.72,0.6,0.82,0.59,0.57,0.65,0.66,0.67,0.67,0.57,0.51,0.58,0.56,0.49,0.55,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.52,0.39,0.53,0.42,0.53,0.43,0.37,0.43,0.37,0.42,0.39,0.42,0.43,0.37,0.34,0.4,0.31,0.33,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.0,0.28,0.28,0.32,0.29,0.24,0.35,0.24,0.23,0.21,0.33,0.22,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.16,0.19,0.17,0.16,0.2,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.17,0.16,0.17,0.12,0.17,0.13,0.14,0.14,0.16,0.13,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.3,0.0,0.12,0.11,0.0,0.0,0.31,0.11,0.11,0.1,0.1,0.0,83.78000000000002
10/01/2021,6.18,5.9,3.86,2.36,2.26,2.15,1.41,1.26,1.47,1.18,1.45,1.02,1.01,0.9,0.91,0.86,0.82,0.79,0.88,0.72,0.6,0.82,0.59,0.57,0.65,0.66,0.67,0.67,0.57,0.51,0.58,0.56,0.49,0.55,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.52,0.39,0.53,0.42,0.53,0.43,0.37,0.43,0.37,0.42,0.39,0.42,0.43,0.37,0.34,0.4,0.31,0.33,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.0,0.28,0.28,0.32,0.29,0.24,0.35,0.24,0.23,0.21,0.33,0.22,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.16,0.19,0.17,0.16,0.2,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.17,0.16,0.17,0.12,0.17,0.13,0.14,0.14,0.16,0.13,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.3,0.0,0.12,0.11,0.0,0.0,0.31,0.11,0.11,0.1,0.1,0.0,83.78000000000002
10/04/2021,6.18,5.9,3.86,2.36,2.26,2.15,1.41,1.26,1.47,1.18,1.45,1.02,1.01,0.9,0.91,0.86,0.82,0.79,0.88,0.72,0.6,0.82,0.59,0.57,0.65,0.66,0.67,0.67,0.57,0.51,0.58,0.56,0.49,0.55,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.52,0.39,0.53,0.42,0.53,0.43,0.37,0.43,0.37,0.42,0.39,0.42,0.43,0.37,0.34,0.4,0.31,0.33,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.0,0.28,0.28,0.32,0.29,0.24,0.35,0.24,0.23,0.21,0.33,0.22,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.16,0.19,0.17,0.16,0.2,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.17,0.16,0.17,0.12,0.17,0.13,0.14,0.14,0.16,0.13,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.3,0.0,0.12,0.11,0.0,0.0,0.31,0.11,0.11,0.1,0.1,0.0,83.78000000000002
10/05/2021,6.18,5.9,3.86,2.36,2.26,2.15,1.41,1.26,1.47,1.18,1.45,1.02,1.01,0.9,0.91,0.86,0.82,0.79,0.88,0.72,0.6,0.82,0.59,0.57,0.65,0.66,0.67,0.67,0.57,0.51,0.58,0.56,0.49,0.55,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.52,0.39,0.53,0.42,0.53,0.43,0.37,0.43,0.37,0.42,0.39,0.42,0.43,0.37,0.34,0.4,0.31,0.33,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.0,0.28,0.28,0.32,0.29,0.24,0.35,0.24,0.23,0.21,0.33,0.22,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.16,0.19,0.17,0.16,0.2,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.17,0.16,0.17,0.12,0.17,0.13,0.14,0.14,0.16,0.13,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.3,0.0,0.12,0.11,0.0,0.0,0.31,0.11,0.11,0.1,0.1,0.0,83.78000000000002
