,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,NVDA,TSLA,JPM,JNJ,V,UNH,BRK.B,NESN.SW,HD,PG,MA,PYPL,DIS,BAC,ASML.AS,ADBE,ROG.SW,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,KO,WMT,PFE,MC.PA,ABT,T,ABBV,PEP,NKE,NOVN.SW,TMO,CVX,MRK,AVGO,LLY,ACN,COST,WFC,DHR,TXN,MCD,SHOP,MDT,QCOM,AZN.L,ULVR.L,ORCL,PM,UPS,HON,1299.HK,LIN,BMY,NOVO B.CO,RY.TO,NEE,SAP.DE,UNP,LOW,C,AMGN,INTU,SBUX,BLK,GS,CBA.AX,RTX,BA,TD.TO,MS,IBM,AMAT,TGT,AMT,SIE.DE,TTE.PA,MMM,DGE.L,GE,AMD,SAN.PA,AXP,CAT,HSBA.L,ISRG,NOW,BHP.AX,OR.PA,SCHW,ALV.DE,DE,CVS,SPGI,CHTR,GSK.L,PLD,ZTS,RIO.L,SYK,MU,BKNG,SQ,LMT,ANTM,CSL.AX,TMUS,BP.L,FIS,XTSLA,MDLZ,SU.PA,LRCX,CCI,ADP,MO,GILD,BATS.L,RDSA.AS,PNC,USB,ENB.TO,TJX,AI.PA,ZM,CI,COP,CSX,EQIX,CME,TFC,GM,MRNA,DUK,ENEL.MI,BNS.TO,AIR.PA,RYDBF,NSC,ITW,DPW.DE,WBC.AX,388.HK,COF,SHW,ILMN,MELI,IBE.MC,DTE.DE,BAS.DE,ADS.DE,MMC,ATVI,BDX,CNR.TO,CB,FDX,EL,DAI.DE,BAM.A.TO,BHP.L,MCO,APD,RKT.L,TWLO,KER.PA,SAN.MC,BMO.TO,ADI,NAB.AX,CL,SO,ICE,BNP.PA,EW,BX,FISV,SNAP,ADSK,ETN,BAYN.DE,NOC,PGR,HUM,WM,HCA,REGN,ABBN.SW,ZURN.SW,ANZ.AX,BSX,UBER,EMR,D,RITN.,GPN,IDXX,USD,ANSGR.IS,UBSG.SW,AON,AAL.L,LONN.SW,GE.,NXPI,GIVN.SW,ADYEN.AS,CAD,RMS.PA,DG,PRX.AS,BAM,PRU.L,SNOW,DG.PA,CFR.SW,IFX.DE,INGA.AS,DXCM,REL.L,EL.PA,CMG,KLAC,DSV.CO,LULU,MSCI,CS.PA,F,MRVL,ECL,n/a,PSA,FCX,CP.TO,VRTX,CM.TO,CNQ.TO,EOG,LLOY.L,GD,NG.L,AIG,SLB,JCI,TRP.TO,MET,EXC,SHEL.L,GLEN.L,PANW,NEM,MBG.DE,NTR.TO,SUM
07/23/2021,4.55,3.71,2.81,1.52,1.4,1.39,0.85,0.94,0.84,0.82,0.76,0.72,0.7,0.67,0.65,0.63,0.62,0.61,0.59,0.54,0.53,0.54,0.5,0.48,0.44,0.43,0.43,0.41,0.42,0.42,0.42,0.41,0.43,0.39,0.39,0.37,0.38,0.4,0.38,0.37,0.38,0.34,0.36,0.35,0.35,0.36,0.34,0.35,0.34,0.32,0.32,0.3,0.32,0.29,0.28,0.29,0.32,0.27,0.28,0.29,0.26,0.28,0.28,0.28,0.26,0.28,0.27,0.27,0.26,0.25,0.26,0.26,0.26,0.24,0.23,0.23,0.24,0.22,0.22,0.24,0.23,0.22,0.23,0.23,0.21,0.19,0.22,0.2,0.21,0.2,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.21,0.18,0.18,0.19,0.2,0.19,0.17,0.18,0.18,0.17,0.16,0.16,0.16,0.15,0.17,0.18,0.17,0.18,0.17,0.14,0.16,0.0,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.14,0.14,0.13,0.18,0.14,0.14,0.14,0.14,0.12,0.12,0.13,0.13,0.12,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.11,0.0,0.1,0.0,0.11,0.11,0.13,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.98
07/26/2021,4.48,3.7,2.82,1.53,1.43,1.41,0.88,0.92,0.86,0.82,0.76,0.72,0.7,0.67,0.65,0.63,0.62,0.62,0.59,0.55,0.55,0.54,0.5,0.48,0.45,0.42,0.43,0.43,0.42,0.42,0.42,0.4,0.42,0.39,0.39,0.36,0.38,0.39,0.38,0.37,0.37,0.35,0.36,0.36,0.35,0.37,0.34,0.35,0.33,0.33,0.32,0.32,0.32,0.29,0.31,0.28,0.32,0.27,0.28,0.3,0.27,0.28,0.28,0.28,0.26,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.24,0.23,0.24,0.22,0.22,0.25,0.23,0.23,0.24,0.23,0.22,0.19,0.21,0.2,0.21,0.2,0.21,0.22,0.21,0.2,0.2,0.2,0.2,0.21,0.18,0.19,0.19,0.2,0.19,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.18,0.18,0.18,0.18,0.16,0.15,0.17,0.0,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.15,0.15,0.13,0.15,0.14,0.13,0.13,0.14,0.14,0.13,0.19,0.15,0.14,0.14,0.14,0.12,0.12,0.13,0.13,0.12,0.0,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.13,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.0,0.0,0.0,1.02,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.48000000000002
07/27/2021,4.51,3.75,2.85,1.54,1.44,1.41,0.88,0.91,0.84,0.82,0.76,0.72,0.69,0.66,0.64,0.62,0.62,0.62,0.58,0.54,0.56,0.55,0.48,0.48,0.44,0.41,0.42,0.44,0.42,0.42,0.42,0.4,0.42,0.39,0.38,0.36,0.38,0.39,0.38,0.37,0.38,0.35,0.36,0.36,0.35,0.37,0.34,0.34,0.34,0.31,0.32,0.33,0.31,0.29,0.31,0.27,0.32,0.28,0.28,0.3,0.27,0.28,0.28,0.28,0.26,0.27,0.27,0.27,0.26,0.25,0.26,0.26,0.27,0.24,0.24,0.24,0.24,0.22,0.22,0.25,0.23,0.23,0.24,0.23,0.22,0.19,0.21,0.2,0.21,0.2,0.21,0.22,0.21,0.2,0.21,0.2,0.21,0.21,0.18,0.19,0.19,0.2,0.19,0.18,0.18,0.17,0.18,0.17,0.16,0.15,0.16,0.19,0.18,0.17,0.18,0.16,0.15,0.17,1.58,0.17,0.16,0.17,0.15,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.19,0.14,0.14,0.14,0.14,0.12,0.12,0.13,0.13,0.12,0.0,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.14,0.14,0.14,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.12,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.08000000000001
07/28/2021,4.52,3.76,2.84,1.61,1.47,1.45,0.87,0.9,0.83,0.82,0.77,0.72,0.69,0.66,0.65,0.63,0.63,0.62,0.58,0.53,0.57,0.54,0.48,0.48,0.44,0.41,0.42,0.44,0.39,0.42,0.42,0.4,0.42,0.39,0.39,0.36,0.38,0.39,0.38,0.37,0.38,0.34,0.36,0.36,0.36,0.37,0.34,0.34,0.34,0.31,0.33,0.33,0.32,0.3,0.31,0.27,0.31,0.28,0.28,0.29,0.27,0.28,0.28,0.28,0.26,0.27,0.26,0.27,0.27,0.25,0.26,0.26,0.27,0.24,0.24,0.23,0.24,0.22,0.22,0.24,0.23,0.23,0.24,0.23,0.22,0.19,0.21,0.2,0.2,0.2,0.21,0.22,0.21,0.2,0.21,0.21,0.2,0.21,0.18,0.19,0.19,0.2,0.19,0.18,0.18,0.17,0.18,0.17,0.16,0.15,0.16,0.19,0.18,0.17,0.18,0.16,0.14,0.17,0.0,0.17,0.16,0.17,0.15,0.16,0.16,0.16,0.15,0.14,0.14,0.14,0.15,0.15,0.15,0.13,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.2,0.15,0.14,0.14,0.14,0.12,0.12,0.13,0.13,0.12,0.0,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.13,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.720000000000006
07/29/2021,4.52,3.75,2.86,1.62,1.49,1.46,0.86,0.91,0.84,0.82,0.77,0.71,0.69,0.65,0.65,0.63,0.63,0.62,0.58,0.53,0.57,0.54,0.48,0.48,0.45,0.41,0.42,0.44,0.4,0.42,0.42,0.4,0.42,0.39,0.38,0.36,0.38,0.39,0.38,0.37,0.38,0.35,0.35,0.36,0.36,0.37,0.34,0.34,0.33,0.31,0.33,0.32,0.31,0.29,0.3,0.27,0.31,0.28,0.27,0.29,0.26,0.28,0.27,0.28,0.26,0.27,0.26,0.27,0.26,0.25,0.25,0.26,0.27,0.24,0.24,0.23,0.24,0.22,0.22,0.25,0.23,0.23,0.24,0.23,0.22,0.2,0.21,0.2,0.21,0.2,0.21,0.22,0.21,0.2,0.21,0.21,0.21,0.21,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.18,0.16,0.15,0.16,0.19,0.17,0.17,0.18,0.16,0.15,0.17,0.0,0.17,0.16,0.17,0.15,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.19,0.15,0.14,0.14,0.14,0.12,0.12,0.13,0.13,0.12,0.0,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.0,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.13,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.71
07/30/2021,4.48,3.73,2.82,1.61,1.46,1.44,0.86,0.9,0.84,0.83,0.77,0.71,0.7,0.66,0.64,0.63,0.63,0.61,0.59,0.53,0.56,0.54,0.48,0.48,0.44,0.42,0.42,0.43,0.39,0.42,0.42,0.4,0.43,0.39,0.39,0.36,0.38,0.4,0.38,0.37,0.38,0.35,0.36,0.35,0.36,0.37,0.34,0.34,0.34,0.31,0.33,0.32,0.32,0.29,0.3,0.27,0.31,0.28,0.25,0.29,0.25,0.28,0.28,0.28,0.26,0.28,0.27,0.27,0.26,0.26,0.25,0.26,0.27,0.24,0.24,0.24,0.24,0.22,0.22,0.25,0.23,0.23,0.24,0.23,0.22,0.2,0.21,0.21,0.21,0.2,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.18,0.19,0.19,0.2,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.15,0.17,0.18,0.18,0.17,0.18,0.16,0.15,0.17,0.13,0.17,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.14,0.14,0.14,0.13,0.19,0.15,0.14,0.14,0.14,0.13,0.12,0.13,0.13,0.12,0.0,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.14,0.14,0.13,0.14,0.14,0.12,0.13,0.12,0.11,0.0,0.11,0.12,0.12,0.12,0.0,0.11,0.12,0.12,0.12,0.12,0.12,0.15,0.13,0.13,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.690000000000005
08/02/2021,4.41,3.7,2.78,1.55,1.45,1.47,0.88,0.94,0.84,0.82,0.76,0.7,0.69,0.65,0.64,0.62,0.62,0.57,0.58,0.54,0.58,0.54,0.49,0.48,0.45,0.41,0.42,0.43,0.39,0.42,0.42,0.4,0.43,0.4,0.39,0.36,0.38,0.39,0.38,0.37,0.38,0.36,0.35,0.36,0.36,0.37,0.34,0.35,0.34,0.31,0.33,0.31,0.32,0.31,0.3,0.27,0.3,0.28,0.25,0.29,0.26,0.28,0.28,0.28,0.26,0.28,0.27,0.26,0.26,0.26,0.25,0.26,0.26,0.24,0.24,0.23,0.24,0.23,0.22,0.25,0.23,0.23,0.24,0.23,0.22,0.2,0.21,0.21,0.21,0.23,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.18,0.19,0.19,0.19,0.19,0.17,0.18,0.17,0.18,0.18,0.17,0.16,0.16,0.18,0.17,0.17,0.18,0.16,0.15,0.17,0.12,0.16,0.16,0.16,0.15,0.16,0.17,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.14,0.14,0.13,0.2,0.15,0.14,0.14,0.15,0.13,0.12,0.13,0.13,0.12,0.0,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.12,0.11,0.0,0.11,0.12,0.12,0.12,0.0,0.11,0.12,0.12,0.12,0.12,0.12,0.15,0.12,0.13,0.13,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.510000000000005
08/03/2021,4.44,3.7,2.58,1.55,1.45,1.47,0.87,0.96,0.84,0.82,0.76,0.71,0.69,0.66,0.64,0.64,0.62,0.56,0.58,0.54,0.58,0.54,0.49,0.49,0.44,0.42,0.42,0.43,0.4,0.42,0.42,0.4,0.43,0.4,0.39,0.36,0.37,0.39,0.39,0.37,0.39,0.36,0.35,0.36,0.36,0.37,0.35,0.35,0.34,0.32,0.33,0.31,0.32,0.31,0.3,0.28,0.3,0.28,0.25,0.3,0.26,0.29,0.28,0.29,0.26,0.28,0.27,0.27,0.26,0.25,0.25,0.26,0.26,0.24,0.24,0.23,0.24,0.23,0.22,0.25,0.23,0.23,0.24,0.23,0.22,0.2,0.21,0.21,0.21,0.23,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.18,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.18,0.17,0.16,0.16,0.18,0.17,0.17,0.18,0.16,0.15,0.17,0.12,0.17,0.16,0.17,0.15,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.14,0.13,0.13,0.21,0.15,0.14,0.14,0.15,0.13,0.12,0.13,0.12,0.12,0.0,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.0,0.11,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.15,0.13,0.13,0.13,0.11,0.0,0.0,0.0,0.0,0.12,0.12,0.11,0.12,0.0,0.11,0.12,0.0,0.11,0.11,0.12,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.52000000000001
08/04/2021,4.44,3.7,2.58,1.55,1.45,1.47,0.87,0.96,0.84,0.82,0.76,0.71,0.69,0.66,0.64,0.64,0.62,0.56,0.58,0.54,0.58,0.54,0.49,0.49,0.44,0.42,0.42,0.43,0.4,0.42,0.42,0.4,0.43,0.4,0.39,0.36,0.37,0.39,0.39,0.37,0.39,0.36,0.35,0.36,0.36,0.37,0.35,0.35,0.34,0.32,0.33,0.31,0.32,0.31,0.3,0.28,0.3,0.28,0.25,0.3,0.26,0.29,0.28,0.29,0.26,0.28,0.27,0.27,0.26,0.25,0.25,0.26,0.26,0.24,0.24,0.23,0.24,0.23,0.22,0.25,0.23,0.23,0.24,0.23,0.22,0.2,0.21,0.21,0.21,0.23,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.18,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.18,0.17,0.16,0.16,0.18,0.17,0.17,0.18,0.16,0.15,0.17,0.12,0.17,0.16,0.17,0.15,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.14,0.13,0.13,0.21,0.15,0.14,0.14,0.15,0.13,0.12,0.13,0.12,0.12,0.0,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.0,0.11,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.15,0.13,0.13,0.13,0.11,0.0,0.0,0.0,0.0,0.12,0.12,0.11,0.12,0.0,0.11,0.12,0.0,0.11,0.11,0.12,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.52000000000001
08/05/2021,4.44,3.7,2.58,1.55,1.45,1.47,0.87,0.96,0.84,0.82,0.76,0.71,0.69,0.66,0.64,0.64,0.62,0.56,0.58,0.54,0.58,0.54,0.49,0.49,0.44,0.42,0.42,0.43,0.4,0.42,0.42,0.4,0.43,0.4,0.39,0.36,0.37,0.39,0.39,0.37,0.39,0.36,0.35,0.36,0.36,0.37,0.35,0.35,0.34,0.32,0.33,0.31,0.32,0.31,0.3,0.28,0.3,0.28,0.25,0.3,0.26,0.29,0.28,0.29,0.26,0.28,0.27,0.27,0.26,0.25,0.25,0.26,0.26,0.24,0.24,0.23,0.24,0.23,0.22,0.25,0.23,0.23,0.24,0.23,0.22,0.2,0.21,0.21,0.21,0.23,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.18,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.18,0.17,0.16,0.16,0.18,0.17,0.17,0.18,0.16,0.15,0.17,0.12,0.17,0.16,0.17,0.15,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.14,0.13,0.13,0.21,0.15,0.14,0.14,0.15,0.13,0.12,0.13,0.12,0.12,0.0,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.0,0.11,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.15,0.13,0.13,0.13,0.11,0.0,0.0,0.0,0.0,0.12,0.12,0.11,0.12,0.0,0.11,0.12,0.0,0.11,0.11,0.12,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.52000000000001
08/06/2021,4.46,3.71,2.6,1.52,1.45,1.47,0.88,0.98,0.84,0.83,0.73,0.72,0.69,0.66,0.65,0.64,0.59,0.55,0.56,0.54,0.59,0.54,0.5,0.48,0.44,0.41,0.42,0.42,0.4,0.43,0.42,0.4,0.46,0.41,0.39,0.36,0.37,0.39,0.39,0.37,0.38,0.36,0.35,0.36,0.37,0.37,0.35,0.35,0.35,0.31,0.32,0.31,0.32,0.3,0.3,0.27,0.31,0.28,0.25,0.29,0.26,0.29,0.28,0.29,0.26,0.28,0.27,0.27,0.26,0.26,0.25,0.26,0.25,0.24,0.24,0.24,0.24,0.23,0.22,0.25,0.23,0.24,0.24,0.23,0.22,0.2,0.21,0.21,0.0,0.25,0.21,0.21,0.21,0.2,0.21,0.2,0.21,0.21,0.18,0.17,0.2,0.2,0.19,0.19,0.18,0.17,0.18,0.18,0.17,0.16,0.16,0.19,0.17,0.18,0.18,0.16,0.16,0.15,0.13,0.17,0.17,0.17,0.15,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.14,0.14,0.13,0.22,0.15,0.14,0.14,0.15,0.13,0.12,0.13,0.12,0.12,0.0,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.11,0.13,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.12,0.11,0.0,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.15,0.12,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.21,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.56000000000001
