,MSFT,GOOG,GOOGL,NVDA,TSLA,JNJ,V,HD,MA,PG,DIS,ADBE,VZ,CRM,INTC,CSCO,KO,PEP,TMO,NKE,MRK,ACN,LLY,TXN,MCD,UPS,LIN,UNP,BMY,LOW,AMGN,INTU,BLK,SBUX,MS,AMAT,IBM,TGT,AMT,CAT,AXP,MMM,DE,SCHW,SPGI,ZTS,BKNG,PLD,LRCX,GILD,CCI,ADP,CI,TJX,USB,PNC,CME,CSX,EL,TFC,EQIX,ATVI,CB,MMC,ITW,MELI,SHW,ILMN,NSC,EW,ICE,CL,ADSK,MCO,WM,ETN,HUM,HCA,PGR,IDXX,ECL,AON,BIIB,VRTX,NEM,ROP,JCI,EBAY,TROW,LULU,KMB,A,ALGN,TT,SLB,INFO,CNC,DXCM,APTV,SRE,WDAY,BK,EA,DD,AIG,PRU,BAX,PPG,ALL,CDNS,MPC,TRV,HPQ,PSX,MSI,GIS,IFF,RMD,DFS,WELL,HLT,AFL,CMI,MTD,ROK,FRC,SWK,WMB,ANSS,VLO,SIVB,PCAR,FAST,OKTA,WLTW,AWK,STT,KEYS,ZBRA,CBRE,AMP,CPRT,ES,Cash & Cash Equivalents,WST,VFC,LYB,EQR,BLL,GNRC,KR,LH,AJG,BBY,WY,OKE,KSU,ED,CERN,KDP,WAT,XYL,TSCO,MKC,FTV,DOV,HIG,GRMN,CLX,TDOC,TRMB,URI,NTRS,IP,LNG,KMX,STE,BURL,GWW,HBAN,EXPD,EIX,KEY,HZNP,RF,HPE,TTWO,PEAK,NVR,ALLY,TDY,ABC,CTLT,DRI,NDAQ,GPC,MTB,TFX,PODD,CFG,POOL,BXP,DPZ,IEX,DGX,HOLX,PFG,BON.PA,n/a,MKTX,TECH,AMCR,042660.KS,688185.SS,BKR,RJF,VMW,ACGL,WTW,CAG,SUM
09/09/2021,10.52,4.13,4.22,2.78,2.94,2.25,1.87,1.72,1.47,1.73,1.61,1.56,1.12,1.27,1.06,1.22,1.14,1.06,1.09,1.02,0.96,1.07,1.03,0.86,0.87,0.69,0.8,0.7,0.71,0.71,0.63,0.75,0.69,0.68,0.71,0.61,0.61,0.59,0.67,0.56,0.53,0.55,0.57,0.51,0.53,0.49,0.46,0.5,0.43,0.44,0.42,0.43,0.37,0.42,0.39,0.4,0.34,0.36,0.39,0.37,0.39,0.31,0.4,0.4,0.35,0.43,0.38,0.34,0.31,0.37,0.33,0.31,0.31,0.32,0.32,0.32,0.26,0.33,0.28,0.29,0.28,0.32,0.24,0.25,0.23,0.25,0.26,0.26,0.24,0.24,0.23,0.27,0.26,0.23,0.19,0.22,0.18,0.26,0.2,0.21,0.26,0.22,0.21,0.19,0.23,0.2,0.21,0.18,0.2,0.22,0.19,0.19,0.18,0.15,0.2,0.17,0.18,0.21,0.18,0.18,0.17,0.18,0.17,0.17,0.18,0.17,0.15,0.15,0.16,0.13,0.16,0.14,0.16,0.17,0.14,0.17,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.0,0.16,0.12,0.13,0.15,0.16,0.14,0.16,0.14,0.15,0.12,0.14,0.12,0.13,0.13,0.11,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.14,0.1,0.1,0.12,0.12,0.12,0.11,0.11,0.1,0.11,0.1,0.09,0.11,0.1,0.11,0.1,0.12,0.09,0.1,0.0,0.09,0.0,0.09,0.1,0.09,0.12,0.0,0.11,0.0,0.0,0.09,0.1,0.0,0.09,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.12,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.32
09/10/2021,10.55,4.17,4.26,2.77,3.03,2.23,1.89,1.72,1.5,1.73,1.65,1.55,1.12,1.27,1.07,1.22,1.12,1.05,1.1,1.02,0.95,1.07,1.02,0.86,0.87,0.69,0.81,0.7,0.71,0.71,0.62,0.75,0.69,0.67,0.72,0.62,0.61,0.59,0.67,0.56,0.54,0.53,0.55,0.51,0.53,0.49,0.47,0.5,0.42,0.44,0.41,0.42,0.37,0.42,0.39,0.4,0.34,0.35,0.38,0.37,0.39,0.3,0.4,0.4,0.34,0.43,0.38,0.34,0.31,0.38,0.33,0.31,0.31,0.32,0.32,0.32,0.26,0.33,0.27,0.29,0.29,0.32,0.24,0.25,0.23,0.25,0.26,0.25,0.24,0.24,0.23,0.27,0.26,0.23,0.19,0.22,0.18,0.26,0.2,0.21,0.26,0.22,0.21,0.19,0.23,0.21,0.21,0.17,0.19,0.22,0.19,0.19,0.18,0.15,0.2,0.17,0.18,0.21,0.18,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.14,0.14,0.16,0.13,0.17,0.14,0.15,0.16,0.14,0.17,0.15,0.17,0.15,0.16,0.15,0.15,0.15,0.0,0.16,0.12,0.13,0.14,0.16,0.14,0.16,0.14,0.15,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.14,0.1,0.09,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.0,0.11,0.1,0.11,0.1,0.12,0.09,0.09,0.0,0.09,0.0,0.09,0.1,0.09,0.12,0.09,0.11,0.0,0.0,0.09,0.1,0.0,0.09,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.16,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.38000000000002
09/13/2021,10.5,4.17,4.26,2.73,3.05,2.18,1.91,1.74,1.53,1.74,1.67,1.56,1.11,1.25,1.07,1.22,1.13,1.06,1.1,1.03,0.93,1.07,0.96,0.86,0.88,0.67,0.8,0.69,0.7,0.71,0.61,0.76,0.69,0.69,0.72,0.61,0.61,0.6,0.67,0.55,0.54,0.53,0.54,0.52,0.54,0.49,0.47,0.49,0.42,0.44,0.41,0.43,0.36,0.42,0.39,0.4,0.34,0.35,0.38,0.37,0.38,0.3,0.4,0.4,0.34,0.42,0.38,0.33,0.31,0.38,0.33,0.31,0.31,0.32,0.32,0.32,0.27,0.34,0.27,0.29,0.29,0.33,0.22,0.24,0.23,0.25,0.27,0.25,0.24,0.26,0.23,0.27,0.27,0.22,0.18,0.22,0.18,0.26,0.2,0.21,0.25,0.22,0.2,0.19,0.23,0.21,0.2,0.18,0.2,0.22,0.18,0.2,0.17,0.14,0.2,0.18,0.18,0.21,0.18,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.15,0.14,0.16,0.13,0.17,0.14,0.15,0.16,0.15,0.17,0.15,0.17,0.15,0.16,0.15,0.15,0.15,0.0,0.16,0.12,0.12,0.14,0.15,0.14,0.16,0.14,0.15,0.12,0.13,0.12,0.12,0.13,0.11,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.14,0.1,0.09,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.0,0.11,0.11,0.11,0.1,0.12,0.09,0.09,0.0,0.09,0.0,0.1,0.1,0.09,0.12,0.09,0.11,0.0,0.0,0.09,0.1,0.0,0.09,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.17,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.27
09/14/2021,10.5,4.17,4.26,2.73,3.05,2.18,1.91,1.74,1.53,1.74,1.67,1.56,1.11,1.25,1.07,1.22,1.13,1.06,1.1,1.03,0.93,1.07,0.96,0.86,0.88,0.67,0.8,0.69,0.7,0.71,0.61,0.76,0.69,0.69,0.72,0.61,0.61,0.6,0.67,0.55,0.54,0.53,0.54,0.52,0.54,0.49,0.47,0.49,0.42,0.44,0.41,0.43,0.36,0.42,0.39,0.4,0.34,0.35,0.38,0.37,0.38,0.3,0.4,0.4,0.34,0.42,0.38,0.33,0.31,0.38,0.33,0.31,0.31,0.32,0.32,0.32,0.27,0.34,0.27,0.29,0.29,0.33,0.22,0.24,0.23,0.25,0.27,0.25,0.24,0.26,0.23,0.27,0.27,0.22,0.18,0.22,0.18,0.26,0.2,0.21,0.25,0.22,0.2,0.19,0.23,0.21,0.2,0.18,0.2,0.22,0.18,0.2,0.17,0.14,0.2,0.18,0.18,0.21,0.18,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.15,0.14,0.16,0.13,0.17,0.14,0.15,0.16,0.15,0.17,0.15,0.17,0.15,0.16,0.15,0.15,0.15,0.0,0.16,0.12,0.12,0.14,0.15,0.14,0.16,0.14,0.15,0.12,0.13,0.12,0.12,0.13,0.11,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.14,0.1,0.09,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.0,0.11,0.11,0.11,0.1,0.12,0.09,0.09,0.0,0.09,0.0,0.1,0.1,0.09,0.12,0.09,0.11,0.0,0.0,0.09,0.1,0.0,0.09,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.17,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.27
09/15/2021,10.5,4.11,4.2,2.78,2.99,2.18,1.9,1.75,1.52,1.75,1.66,1.56,1.12,1.24,1.08,1.21,1.13,1.07,1.11,1.03,0.93,1.08,0.97,0.87,0.89,0.69,0.8,0.68,0.7,0.71,0.61,0.77,0.69,0.7,0.72,0.62,0.61,0.6,0.67,0.56,0.54,0.53,0.54,0.51,0.54,0.49,0.47,0.49,0.42,0.44,0.4,0.42,0.35,0.42,0.39,0.4,0.34,0.35,0.38,0.37,0.38,0.31,0.4,0.41,0.34,0.41,0.38,0.34,0.31,0.38,0.33,0.31,0.31,0.32,0.32,0.32,0.26,0.34,0.27,0.29,0.29,0.33,0.22,0.24,0.23,0.25,0.27,0.25,0.24,0.26,0.23,0.27,0.27,0.22,0.19,0.23,0.17,0.26,0.2,0.21,0.25,0.22,0.21,0.19,0.23,0.21,0.2,0.18,0.2,0.23,0.18,0.19,0.17,0.14,0.2,0.18,0.18,0.21,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.15,0.14,0.16,0.13,0.17,0.14,0.15,0.16,0.15,0.17,0.15,0.17,0.15,0.16,0.15,0.15,0.15,0.0,0.16,0.12,0.12,0.14,0.15,0.14,0.15,0.14,0.15,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.14,0.1,0.1,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.09,0.11,0.11,0.11,0.1,0.12,0.09,0.09,0.0,0.09,0.0,0.1,0.1,0.09,0.12,0.09,0.11,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.12,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.21
09/16/2021,10.53,4.15,4.24,2.73,3.02,2.16,1.89,1.77,1.52,1.77,1.67,1.53,1.12,1.22,1.1,1.21,1.14,1.07,1.09,1.01,0.92,1.07,0.96,0.89,0.89,0.69,0.81,0.68,0.69,0.72,0.61,0.75,0.69,0.7,0.72,0.64,0.61,0.6,0.67,0.56,0.55,0.53,0.54,0.52,0.54,0.48,0.47,0.49,0.43,0.44,0.4,0.42,0.36,0.41,0.39,0.41,0.34,0.35,0.38,0.37,0.37,0.3,0.4,0.4,0.34,0.41,0.38,0.33,0.31,0.37,0.33,0.31,0.31,0.32,0.33,0.31,0.26,0.34,0.27,0.28,0.29,0.33,0.22,0.25,0.23,0.25,0.27,0.25,0.24,0.26,0.23,0.26,0.26,0.22,0.2,0.23,0.18,0.26,0.2,0.21,0.25,0.22,0.21,0.19,0.23,0.21,0.2,0.18,0.2,0.22,0.19,0.2,0.18,0.15,0.2,0.18,0.18,0.21,0.19,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.15,0.15,0.16,0.13,0.17,0.15,0.15,0.15,0.15,0.17,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.0,0.16,0.12,0.13,0.14,0.15,0.13,0.15,0.14,0.15,0.12,0.13,0.12,0.12,0.12,0.11,0.13,0.12,0.12,0.11,0.11,0.12,0.12,0.13,0.13,0.1,0.09,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.09,0.11,0.11,0.11,0.1,0.11,0.09,0.09,0.0,0.09,0.0,0.1,0.1,0.09,0.12,0.09,0.11,0.0,0.0,0.0,0.1,0.0,0.09,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.31
09/17/2021,10.67,4.16,4.26,2.76,3.03,2.16,1.88,1.76,1.52,1.77,1.65,1.53,1.12,1.23,1.1,1.21,1.14,1.07,1.1,1.01,0.91,1.08,0.94,0.89,0.9,0.68,0.81,0.67,0.69,0.71,0.62,0.77,0.68,0.7,0.71,0.64,0.61,0.6,0.67,0.55,0.54,0.53,0.53,0.5,0.54,0.48,0.47,0.49,0.43,0.44,0.4,0.42,0.35,0.42,0.39,0.4,0.34,0.35,0.38,0.36,0.37,0.3,0.4,0.4,0.34,0.42,0.38,0.33,0.31,0.38,0.33,0.31,0.31,0.32,0.33,0.31,0.26,0.34,0.27,0.28,0.29,0.33,0.22,0.24,0.23,0.25,0.27,0.24,0.24,0.26,0.23,0.26,0.26,0.22,0.19,0.23,0.18,0.26,0.2,0.21,0.25,0.21,0.21,0.18,0.23,0.21,0.21,0.18,0.2,0.22,0.19,0.19,0.17,0.14,0.2,0.18,0.18,0.21,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.14,0.15,0.16,0.13,0.17,0.15,0.15,0.16,0.15,0.17,0.15,0.16,0.15,0.16,0.15,0.16,0.15,0.0,0.16,0.12,0.13,0.14,0.15,0.13,0.15,0.14,0.15,0.12,0.13,0.12,0.12,0.12,0.11,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.13,0.13,0.1,0.09,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.09,0.11,0.11,0.11,0.1,0.12,0.09,0.0,0.0,0.09,0.0,0.1,0.1,0.09,0.12,0.09,0.11,0.0,0.0,0.09,0.1,0.0,0.09,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.39
09/20/2021,10.81,4.17,4.27,2.74,3.07,2.15,1.89,1.77,1.52,1.75,1.65,1.57,1.12,1.25,1.1,1.19,1.13,1.07,1.09,0.99,0.9,1.08,0.93,0.9,0.9,0.69,0.81,0.67,0.67,0.73,0.62,0.77,0.67,0.67,0.71,0.66,0.61,0.61,0.67,0.55,0.55,0.52,0.53,0.51,0.54,0.48,0.48,0.49,0.44,0.44,0.4,0.42,0.35,0.42,0.4,0.4,0.34,0.35,0.37,0.37,0.38,0.31,0.4,0.4,0.34,0.42,0.38,0.33,0.31,0.37,0.33,0.31,0.32,0.32,0.32,0.31,0.26,0.35,0.27,0.28,0.28,0.33,0.22,0.24,0.22,0.25,0.27,0.25,0.24,0.26,0.23,0.26,0.27,0.22,0.2,0.23,0.18,0.27,0.2,0.21,0.25,0.21,0.19,0.19,0.23,0.2,0.21,0.17,0.19,0.23,0.19,0.19,0.17,0.14,0.2,0.18,0.17,0.21,0.19,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.15,0.15,0.16,0.13,0.17,0.14,0.15,0.16,0.15,0.16,0.15,0.17,0.15,0.16,0.15,0.16,0.15,0.0,0.16,0.11,0.13,0.14,0.15,0.14,0.14,0.14,0.15,0.12,0.13,0.12,0.12,0.12,0.11,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.13,0.13,0.1,0.09,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.11,0.11,0.11,0.1,0.12,0.09,0.0,0.0,0.09,0.0,0.1,0.1,0.09,0.12,0.09,0.11,0.09,0.0,0.09,0.1,0.0,0.09,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,95.45
09/21/2021,10.7,4.12,4.22,2.72,3.1,2.17,1.86,1.78,1.52,1.76,1.66,1.56,1.12,1.26,1.09,1.19,1.11,1.06,1.17,1.0,0.91,1.07,0.94,0.9,0.9,0.68,0.8,0.67,0.68,0.74,0.63,0.76,0.66,0.67,0.71,0.65,0.6,0.61,0.66,0.55,0.56,0.53,0.52,0.51,0.54,0.47,0.48,0.48,0.43,0.45,0.4,0.42,0.35,0.42,0.4,0.4,0.34,0.35,0.37,0.37,0.39,0.31,0.4,0.4,0.34,0.42,0.38,0.32,0.31,0.37,0.33,0.31,0.32,0.31,0.32,0.31,0.26,0.35,0.27,0.28,0.28,0.33,0.22,0.24,0.22,0.25,0.27,0.25,0.24,0.26,0.23,0.27,0.27,0.22,0.2,0.23,0.19,0.27,0.2,0.21,0.25,0.21,0.19,0.18,0.23,0.21,0.21,0.17,0.2,0.22,0.19,0.2,0.17,0.14,0.2,0.18,0.17,0.21,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.15,0.15,0.16,0.13,0.17,0.14,0.15,0.16,0.15,0.16,0.15,0.16,0.15,0.16,0.15,0.16,0.14,0.0,0.16,0.12,0.12,0.14,0.15,0.13,0.15,0.14,0.15,0.12,0.14,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.13,0.13,0.1,0.1,0.12,0.12,0.11,0.1,0.11,0.12,0.11,0.1,0.0,0.11,0.11,0.11,0.1,0.12,0.09,0.0,0.0,0.09,0.0,0.1,0.1,0.09,0.11,0.09,0.11,0.0,0.0,0.09,0.1,0.09,0.09,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.13,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.36
09/24/2021,10.69,4.14,4.24,2.68,3.07,2.2,1.88,1.81,1.52,1.77,1.57,1.57,1.14,1.27,1.08,1.18,1.12,1.07,1.19,1.0,0.93,1.07,0.95,0.9,0.91,0.69,0.8,0.66,0.68,0.74,0.63,0.77,0.65,0.67,0.7,0.63,0.6,0.6,0.67,0.53,0.57,0.53,0.51,0.5,0.54,0.49,0.48,0.49,0.43,0.46,0.41,0.43,0.35,0.42,0.41,0.4,0.34,0.35,0.37,0.37,0.39,0.29,0.4,0.4,0.34,0.42,0.38,0.32,0.31,0.38,0.33,0.31,0.32,0.32,0.33,0.31,0.26,0.35,0.28,0.29,0.28,0.33,0.22,0.25,0.22,0.25,0.26,0.25,0.24,0.27,0.23,0.27,0.27,0.22,0.19,0.23,0.19,0.27,0.19,0.21,0.26,0.21,0.19,0.18,0.23,0.2,0.21,0.17,0.2,0.22,0.19,0.19,0.17,0.14,0.2,0.18,0.17,0.21,0.19,0.18,0.18,0.17,0.16,0.18,0.18,0.17,0.14,0.15,0.16,0.13,0.17,0.14,0.15,0.16,0.15,0.17,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.0,0.16,0.11,0.12,0.14,0.15,0.13,0.15,0.14,0.16,0.12,0.14,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.13,0.1,0.1,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.09,0.11,0.11,0.11,0.1,0.12,0.09,0.0,0.0,0.09,0.0,0.1,0.1,0.09,0.12,0.09,0.11,0.0,0.0,0.09,0.1,0.0,0.09,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.12,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.38
09/27/2021,10.64,4.12,4.21,2.78,3.06,2.16,1.91,1.78,1.56,1.75,1.59,1.5,1.12,1.34,1.08,1.19,1.09,1.05,1.19,1.01,0.92,1.09,0.94,0.91,0.91,0.67,0.8,0.67,0.67,0.73,0.61,0.78,0.66,0.67,0.72,0.65,0.61,0.59,0.65,0.53,0.59,0.52,0.52,0.53,0.54,0.49,0.5,0.47,0.44,0.45,0.39,0.43,0.35,0.42,0.41,0.41,0.35,0.34,0.37,0.38,0.38,0.29,0.39,0.4,0.34,0.42,0.37,0.31,0.3,0.38,0.33,0.31,0.32,0.32,0.32,0.31,0.26,0.34,0.27,0.29,0.29,0.34,0.22,0.24,0.21,0.24,0.26,0.25,0.24,0.27,0.23,0.26,0.27,0.22,0.2,0.23,0.18,0.28,0.2,0.2,0.25,0.21,0.18,0.18,0.23,0.2,0.2,0.17,0.19,0.22,0.2,0.19,0.17,0.15,0.2,0.18,0.16,0.21,0.2,0.18,0.19,0.17,0.17,0.18,0.18,0.17,0.14,0.15,0.16,0.14,0.18,0.14,0.15,0.16,0.15,0.16,0.15,0.17,0.14,0.16,0.15,0.16,0.14,0.0,0.16,0.11,0.13,0.14,0.15,0.14,0.14,0.14,0.16,0.12,0.14,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.13,0.14,0.1,0.09,0.12,0.13,0.11,0.11,0.11,0.12,0.11,0.1,0.0,0.11,0.11,0.11,0.1,0.12,0.1,0.0,0.0,0.09,0.0,0.1,0.1,0.09,0.12,0.1,0.11,0.0,0.09,0.09,0.1,0.09,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.13,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.38
09/28/2021,10.64,4.12,4.21,2.78,3.06,2.16,1.91,1.78,1.56,1.75,1.59,1.5,1.12,1.34,1.08,1.19,1.09,1.05,1.19,1.01,0.92,1.09,0.94,0.91,0.91,0.67,0.8,0.67,0.67,0.73,0.61,0.78,0.66,0.67,0.72,0.65,0.61,0.59,0.65,0.53,0.59,0.52,0.52,0.53,0.54,0.49,0.5,0.47,0.44,0.45,0.39,0.43,0.35,0.42,0.41,0.41,0.35,0.34,0.37,0.38,0.38,0.29,0.39,0.4,0.34,0.42,0.37,0.31,0.3,0.38,0.33,0.31,0.32,0.32,0.32,0.31,0.26,0.34,0.27,0.29,0.29,0.34,0.22,0.24,0.21,0.24,0.26,0.25,0.24,0.27,0.23,0.26,0.27,0.22,0.2,0.23,0.18,0.28,0.2,0.2,0.25,0.21,0.18,0.18,0.23,0.2,0.2,0.17,0.19,0.22,0.2,0.19,0.17,0.15,0.2,0.18,0.16,0.21,0.2,0.18,0.19,0.17,0.17,0.18,0.18,0.17,0.14,0.15,0.16,0.14,0.18,0.14,0.15,0.16,0.15,0.16,0.15,0.17,0.14,0.16,0.15,0.16,0.14,0.0,0.16,0.11,0.13,0.14,0.15,0.14,0.14,0.14,0.16,0.12,0.14,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.13,0.14,0.1,0.09,0.12,0.13,0.11,0.11,0.11,0.12,0.11,0.1,0.0,0.11,0.11,0.11,0.1,0.12,0.1,0.0,0.0,0.09,0.0,0.1,0.1,0.09,0.12,0.1,0.11,0.0,0.09,0.09,0.1,0.09,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.13,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.38
09/29/2021,10.62,4.13,4.24,2.73,3.14,2.15,1.93,1.78,1.57,1.74,1.58,1.48,1.12,1.38,1.08,1.18,1.09,1.05,1.19,0.95,0.93,1.07,0.94,0.92,0.91,0.67,0.8,0.67,0.67,0.73,0.61,0.78,0.66,0.67,0.71,0.65,0.61,0.59,0.63,0.53,0.6,0.52,0.52,0.54,0.54,0.48,0.51,0.47,0.43,0.45,0.39,0.43,0.35,0.42,0.42,0.41,0.35,0.35,0.37,0.39,0.37,0.29,0.39,0.4,0.34,0.41,0.37,0.31,0.31,0.37,0.34,0.31,0.32,0.31,0.32,0.31,0.26,0.34,0.27,0.29,0.29,0.34,0.22,0.24,0.21,0.24,0.26,0.25,0.24,0.27,0.22,0.26,0.27,0.22,0.2,0.23,0.18,0.27,0.2,0.2,0.25,0.21,0.19,0.18,0.23,0.21,0.2,0.17,0.19,0.22,0.2,0.19,0.17,0.15,0.2,0.18,0.16,0.2,0.2,0.17,0.19,0.17,0.17,0.18,0.17,0.17,0.14,0.15,0.16,0.14,0.18,0.14,0.15,0.16,0.15,0.16,0.15,0.16,0.15,0.16,0.15,0.16,0.14,0.0,0.16,0.11,0.12,0.14,0.15,0.14,0.14,0.14,0.16,0.11,0.14,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.14,0.1,0.09,0.11,0.13,0.11,0.1,0.11,0.12,0.11,0.1,0.0,0.11,0.11,0.11,0.1,0.12,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.09,0.12,0.1,0.11,0.0,0.09,0.09,0.1,0.09,0.09,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.12,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.28
09/30/2021,10.49,4.12,4.23,2.69,3.23,2.14,1.93,1.81,1.58,1.72,1.61,1.44,1.13,1.36,1.1,1.18,1.09,1.05,1.17,0.94,0.93,1.06,0.92,0.92,0.93,0.67,0.8,0.68,0.67,0.74,0.61,0.77,0.66,0.67,0.73,0.66,0.62,0.59,0.62,0.55,0.61,0.53,0.53,0.56,0.54,0.47,0.51,0.47,0.44,0.44,0.38,0.43,0.36,0.42,0.43,0.42,0.36,0.35,0.37,0.4,0.36,0.29,0.4,0.4,0.34,0.39,0.37,0.31,0.31,0.37,0.33,0.31,0.32,0.31,0.32,0.31,0.26,0.34,0.27,0.28,0.28,0.33,0.21,0.24,0.22,0.24,0.26,0.25,0.24,0.27,0.22,0.25,0.26,0.21,0.21,0.23,0.19,0.26,0.21,0.2,0.25,0.22,0.19,0.19,0.24,0.21,0.2,0.17,0.19,0.22,0.21,0.2,0.18,0.16,0.2,0.18,0.16,0.2,0.2,0.17,0.19,0.17,0.17,0.17,0.18,0.17,0.15,0.16,0.16,0.14,0.19,0.14,0.15,0.15,0.15,0.16,0.16,0.16,0.14,0.16,0.16,0.16,0.14,0.0,0.16,0.11,0.13,0.14,0.15,0.14,0.14,0.14,0.16,0.12,0.14,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.13,0.13,0.1,0.09,0.11,0.13,0.11,0.11,0.12,0.12,0.11,0.1,0.0,0.12,0.11,0.11,0.11,0.12,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.09,0.11,0.1,0.11,0.0,0.1,0.09,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.09,0.0,0.0,0.13,0.0,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,95.38
