,DOCU,RUN,NVDA,TWTR,ZM,HUBS,DECK,ADBE,NKE,LLY,TWLO,NOW,INTU,PYPL,ISRG,RNG,AAPL,SNPS,SNAP,MCO,SPGI,TMO,TSLA,EQIX,OKTA,VEEV,PAYX,EPAM,CARR,ICE,LB,GOOG,TROW,VFC,AXP,GOOGL,HPQ,AMGN,V,EL,TRU,VTR,WDAY,CRM,MMC,SYK,MA,ADSK,MRK,CCI,F,APH,SCI,KMB,BR,PFE,ADP,PLD,BMY,ORCL,CSCO,ABBV,TJX,WORK,ABT,AWK,BLK,GPS,BBY,TT,AMAT,MDT,VZ,SCHW,TMX,EA,T,BK,HCA,OMC,IPG,UNH,JNJ,CME,CTSH,MAS,LRCX,MAR,FBHS,AMP,FIS,STT,GIS,CB,AON,WDC,FISV,CI,AIG,STX,OGN,VSCO WI,BBWI WI,VSCO,ADI,GM,HD,TXN,NFLX,MCD,XOM,LOW,AVGO,BKNG,COST,AMT,ACN,INTC,WFC,MU,PG,DIS,MSFT,CVX,AMZN,NEE,TGT,DHR,ANTM,PM,PEP,RTX,JPM,CVS,UPS,FB,KO,MS,WMT,SBUX,C,IBM,BA,BRK.B,DUK,BAC,CAT,ATVI,GE,AMD,GS,SQ,LMT,HON,CMCSA,QCOM,FCX,TMUS,UNP,MMM,CHTR,MCHP,VRSK,INFO,BDX,XLNX,RSG,KEYS,RL,ECL,HRB,JCI,CL,CMI,ROL,SWK,WTRG,PHM,LBEUR,KD WI,SUM
10/06/2021,0.92,1.06,0.98,0.99,0.96,0.0,0.0,0.92,0.94,0.95,0.95,1.03,1.01,0.96,1.0,0.0,0.99,0.96,1.03,0.99,1.02,1.09,0.0,0.99,0.96,0.92,1.04,0.96,0.95,1.02,0.0,0.0,0.93,0.0,1.07,0.0,0.98,1.0,1.03,0.94,0.0,1.05,0.97,1.09,1.02,1.01,1.07,0.98,1.04,0.95,0.0,0.0,1.02,1.02,0.0,0.0,1.02,0.99,0.94,1.04,0.98,0.95,0.96,0.0,0.99,0.99,0.94,0.9,0.96,0.92,1.01,1.0,0.0,1.06,1.06,1.04,1.05,1.0,0.0,0.0,0.0,1.0,0.0,1.02,0.0,0.0,1.0,0.0,0.0,1.03,1.01,0.0,0.0,1.0,1.06,0.0,0.98,1.0,0.0,0.0,0.0,0.0,0.99,0.0,1.09,0.0,0.0,1.07,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,1.05,0.0,1.02,1.04,0.0,0.99,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.05,1.03,1.04,1.03,1.03,0.97,1.02,0.98,1.04,0.97,1.03,1.01,0.96,0.96,0.99,0.91,0.0,0.0,100.03
10/07/2021,0.89,0.99,0.94,0.97,0.96,0.0,0.0,0.9,0.95,0.93,0.94,1.02,0.99,0.94,0.98,0.0,0.98,0.93,1.0,0.98,1.0,1.09,0.0,0.99,0.91,0.9,1.07,0.95,0.97,1.02,0.0,0.0,0.92,0.0,1.11,0.0,1.01,1.0,1.05,0.96,0.0,1.07,0.97,1.09,1.03,1.01,1.06,0.94,1.16,0.95,0.0,0.0,1.04,1.02,0.0,0.0,1.02,1.0,0.94,1.07,0.98,0.96,0.97,0.0,0.97,1.0,0.93,0.95,0.97,0.94,0.99,1.0,0.0,1.07,1.03,1.05,1.06,1.02,0.0,0.0,0.0,0.99,0.0,1.03,0.0,0.0,0.97,0.0,0.0,1.04,1.01,0.0,0.0,1.01,1.06,0.0,0.98,1.01,0.0,0.0,0.0,0.0,1.0,0.0,1.07,0.0,0.0,1.06,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,1.05,0.0,1.02,1.04,0.0,1.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.05,1.01,1.02,1.01,1.03,0.96,1.08,1.01,1.07,0.98,1.03,1.03,0.97,0.96,1.01,0.92,0.0,0.0,100.02000000000002
10/08/2021,0.89,0.99,0.94,0.97,0.96,0.0,0.0,0.9,0.95,0.93,0.94,1.02,0.99,0.94,0.98,0.0,0.98,0.93,1.0,0.98,1.0,1.09,0.0,0.99,0.91,0.9,1.07,0.95,0.97,1.02,0.0,0.0,0.92,0.0,1.11,0.0,1.01,1.0,1.05,0.96,0.0,1.07,0.97,1.09,1.03,1.01,1.06,0.94,1.16,0.95,0.0,0.0,1.04,1.02,0.0,0.0,1.02,1.0,0.94,1.07,0.98,0.96,0.97,0.0,0.97,1.0,0.93,0.95,0.97,0.94,0.99,1.0,0.0,1.07,1.03,1.05,1.06,1.02,0.0,0.0,0.0,0.99,0.0,1.03,0.0,0.0,0.97,0.0,0.0,1.04,1.01,0.0,0.0,1.01,1.06,0.0,0.98,1.01,0.0,0.0,0.0,0.0,1.0,0.0,1.07,0.0,0.0,1.06,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,1.05,0.0,1.02,1.04,0.0,1.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.05,1.01,1.02,1.01,1.03,0.96,1.08,1.01,1.07,0.98,1.03,1.03,0.97,0.96,1.01,0.92,0.0,0.0,100.02000000000002
10/11/2021,0.94,1.04,0.98,1.03,0.92,0.0,0.0,0.91,0.96,0.94,0.95,1.03,0.99,0.95,1.0,0.0,0.98,0.94,1.04,0.99,1.02,1.1,0.0,0.95,0.92,0.9,1.08,0.98,0.97,1.1,0.0,0.0,0.91,0.0,1.09,0.0,0.98,0.97,1.05,0.96,0.0,1.02,0.98,1.08,1.04,1.0,1.06,0.95,1.12,0.93,0.0,0.0,1.04,1.01,0.0,0.0,1.03,1.0,0.92,1.08,0.97,0.96,0.93,0.0,0.97,0.99,0.93,0.92,0.96,0.93,0.99,0.99,0.0,1.09,1.01,0.99,1.03,1.03,0.0,0.0,0.0,1.01,0.0,1.04,0.0,0.0,0.96,0.0,0.0,1.06,0.99,0.0,0.0,1.01,1.07,0.0,0.97,1.01,0.0,0.0,0.0,0.0,0.98,0.0,1.07,0.0,0.0,1.06,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,1.04,0.0,1.0,1.04,0.0,1.02,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.07,1.04,1.0,1.06,1.05,0.95,1.05,1.0,1.03,0.98,1.01,1.04,0.98,0.96,0.99,0.92,0.0,0.0,100.02
10/12/2021,0.94,1.04,0.98,1.03,0.92,0.0,0.0,0.91,0.96,0.94,0.95,1.03,0.99,0.95,1.0,0.0,0.98,0.94,1.04,0.99,1.02,1.1,0.0,0.95,0.92,0.9,1.08,0.98,0.97,1.1,0.0,0.0,0.91,0.0,1.09,0.0,0.98,0.97,1.05,0.96,0.0,1.02,0.98,1.08,1.04,1.0,1.06,0.95,1.12,0.93,0.0,0.0,1.04,1.01,0.0,0.0,1.03,1.0,0.92,1.08,0.97,0.96,0.93,0.0,0.97,0.99,0.93,0.92,0.96,0.93,0.99,0.99,0.0,1.09,1.01,0.99,1.03,1.03,0.0,0.0,0.0,1.01,0.0,1.04,0.0,0.0,0.96,0.0,0.0,1.06,0.99,0.0,0.0,1.01,1.07,0.0,0.97,1.01,0.0,0.0,0.0,0.0,0.98,0.0,1.07,0.0,0.0,1.06,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,1.04,0.0,1.0,1.04,0.0,1.02,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.07,1.04,1.0,1.06,1.05,0.95,1.05,1.0,1.03,0.98,1.01,1.04,0.98,0.96,0.99,0.92,0.0,0.0,100.02
10/13/2021,0.94,1.04,0.98,1.03,0.92,0.0,0.0,0.91,0.96,0.94,0.95,1.03,0.99,0.95,1.0,0.0,0.98,0.94,1.04,0.99,1.02,1.1,0.0,0.95,0.92,0.9,1.08,0.98,0.97,1.1,0.0,0.0,0.91,0.0,1.09,0.0,0.98,0.97,1.05,0.96,0.0,1.02,0.98,1.08,1.04,1.0,1.06,0.95,1.12,0.93,0.0,0.0,1.04,1.01,0.0,0.0,1.03,1.0,0.92,1.08,0.97,0.96,0.93,0.0,0.97,0.99,0.93,0.92,0.96,0.93,0.99,0.99,0.0,1.09,1.01,0.99,1.03,1.03,0.0,0.0,0.0,1.01,0.0,1.04,0.0,0.0,0.96,0.0,0.0,1.06,0.99,0.0,0.0,1.01,1.07,0.0,0.97,1.01,0.0,0.0,0.0,0.0,0.98,0.0,1.07,0.0,0.0,1.06,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,1.04,0.0,1.0,1.04,0.0,1.02,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.07,1.04,1.0,1.06,1.05,0.95,1.05,1.0,1.03,0.98,1.01,1.04,0.98,0.96,0.99,0.92,0.0,0.0,100.02
10/14/2021,0.93,1.02,0.97,1.03,0.92,0.0,0.0,0.91,0.97,0.95,0.94,1.0,0.98,0.94,0.98,0.0,0.99,0.92,1.03,1.0,1.01,1.1,0.0,0.93,0.91,0.9,1.09,0.97,0.94,1.12,0.0,0.0,0.91,0.0,1.11,0.0,0.98,0.97,1.05,0.96,0.0,1.02,0.98,1.08,1.04,1.0,1.07,0.94,1.11,0.91,0.0,0.0,1.04,1.01,0.0,0.0,1.03,1.0,0.9,1.11,0.98,0.96,0.93,0.0,0.98,0.98,0.94,0.91,0.96,0.91,0.98,0.98,0.0,1.11,1.01,1.01,1.02,1.06,0.0,0.0,0.0,1.03,0.0,1.05,0.0,0.0,0.95,0.0,0.0,1.07,0.98,0.0,0.0,1.04,1.08,0.0,0.96,1.02,0.0,0.0,0.0,0.0,0.99,0.0,1.08,0.0,0.0,1.07,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,1.04,0.0,1.0,1.04,0.0,1.02,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1.08,1.04,0.99,1.05,1.06,0.94,1.02,1.0,1.04,0.97,1.02,1.05,0.99,0.96,0.98,0.92,0.0,0.0,99.96
10/15/2021,0.93,1.08,0.98,1.02,0.93,0.0,0.0,0.91,0.96,0.95,0.95,1.01,0.98,0.93,0.97,0.0,0.99,0.92,1.02,1.0,1.02,1.1,0.0,0.94,0.9,0.9,1.08,0.96,0.94,1.13,0.0,0.0,0.92,0.0,1.1,0.0,0.98,0.97,1.04,0.96,0.0,1.03,0.98,1.09,1.05,0.99,1.06,0.94,1.11,0.92,0.0,0.0,1.04,1.02,0.0,0.0,1.03,1.01,0.91,1.13,0.98,0.96,0.92,0.0,0.98,0.98,0.94,0.87,0.99,0.9,1.0,0.98,0.0,1.11,0.99,1.01,1.0,1.06,0.0,0.0,0.0,1.03,0.0,1.05,0.0,0.0,0.96,0.0,0.0,1.07,0.96,0.0,0.0,1.05,1.09,0.0,0.93,1.02,0.0,0.0,0.0,0.0,0.98,0.0,1.09,0.0,0.0,1.07,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,1.04,0.0,0.99,1.05,0.0,1.03,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1.08,1.04,0.99,1.05,1.07,0.95,1.01,0.99,1.03,0.97,1.03,1.04,0.98,0.95,0.98,0.93,0.0,0.0,100.01000000000002
10/18/2021,0.92,1.18,0.98,1.01,0.96,0.0,0.0,0.93,0.99,0.96,1.01,1.04,0.99,0.93,0.97,0.0,0.97,0.93,1.03,0.99,1.02,1.08,0.0,0.95,0.98,0.94,1.08,0.99,0.92,1.13,0.0,0.0,0.9,0.0,1.06,0.0,0.93,0.95,1.02,0.97,0.0,1.03,1.02,1.12,1.05,0.97,1.04,0.96,1.08,0.91,0.0,0.0,1.02,1.01,0.0,0.0,1.03,1.04,0.89,1.13,0.97,0.94,0.92,0.0,0.97,0.97,0.96,0.88,1.0,0.9,0.99,0.96,0.0,1.1,1.01,0.98,0.97,1.05,0.0,0.0,0.0,1.01,0.0,1.06,0.0,0.0,0.94,0.0,0.0,1.07,0.96,0.0,0.0,1.04,1.1,0.0,0.93,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.06,0.0,0.0,1.03,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,1.01,0.0,0.94,1.05,0.0,1.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,1.08,1.04,1.0,1.09,1.07,0.96,1.05,0.99,1.0,0.97,1.02,1.03,0.99,0.94,0.98,0.93,0.0,0.0,99.98
10/19/2021,0.91,1.15,1.0,1.01,0.95,0.0,0.0,0.94,0.98,0.94,1.03,1.04,0.99,0.95,0.97,0.0,0.97,0.94,1.03,1.0,1.02,1.07,0.0,0.94,1.0,0.96,1.07,0.99,0.95,1.11,0.0,0.0,0.91,0.0,1.06,0.0,0.95,0.94,1.01,0.97,0.0,1.03,1.02,1.12,1.05,0.98,1.02,0.96,1.06,0.9,0.0,0.0,1.02,0.99,0.0,0.0,1.03,1.04,0.89,1.1,0.97,0.93,0.91,0.0,0.96,0.97,0.97,0.88,0.99,0.91,1.0,0.96,0.0,1.1,1.0,0.96,0.96,1.05,0.0,0.0,0.0,1.04,0.0,1.06,0.0,0.0,0.96,0.0,0.0,1.08,0.98,0.0,0.0,1.03,1.11,0.0,0.94,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.06,0.0,0.0,1.04,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,1.02,0.0,0.95,1.04,0.0,1.03,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.08,1.04,0.99,1.1,1.07,0.96,1.04,1.0,0.99,0.98,1.01,1.04,0.98,0.96,0.98,0.94,0.0,0.0,100.05
10/20/2021,0.91,1.15,1.0,1.01,0.95,0.0,0.0,0.94,0.98,0.94,1.03,1.04,0.99,0.95,0.97,0.0,0.97,0.94,1.03,1.0,1.02,1.07,0.0,0.94,1.0,0.96,1.07,0.99,0.95,1.11,0.0,0.0,0.91,0.0,1.06,0.0,0.95,0.94,1.01,0.97,0.0,1.03,1.02,1.12,1.05,0.98,1.02,0.96,1.06,0.9,0.0,0.0,1.02,0.99,0.0,0.0,1.03,1.04,0.89,1.1,0.97,0.93,0.91,0.0,0.96,0.97,0.97,0.88,0.99,0.91,1.0,0.96,0.0,1.1,1.0,0.96,0.96,1.05,0.0,0.0,0.0,1.04,0.0,1.06,0.0,0.0,0.96,0.0,0.0,1.08,0.98,0.0,0.0,1.03,1.11,0.0,0.94,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.06,0.0,0.0,1.04,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,1.02,0.0,0.95,1.04,0.0,1.03,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.08,1.04,0.99,1.1,1.07,0.96,1.04,1.0,0.99,0.98,1.01,1.04,0.98,0.96,0.98,0.94,0.0,0.0,100.05
10/21/2021,0.9,1.12,1.0,1.0,0.94,0.0,0.0,0.94,0.98,0.94,1.01,1.05,1.0,0.95,0.97,0.0,0.98,0.94,1.04,1.0,1.02,1.07,0.0,0.95,0.99,0.95,1.06,1.0,0.95,1.11,0.0,0.0,0.91,0.0,1.08,0.0,0.97,0.94,1.03,0.96,0.0,1.02,1.01,1.12,1.05,0.98,1.05,0.96,1.05,0.89,0.0,0.0,1.01,0.99,0.0,0.0,1.04,1.04,0.89,1.09,0.96,0.93,0.91,0.0,0.95,0.96,0.98,0.85,1.0,0.9,1.0,0.98,0.0,1.13,0.99,0.95,0.96,1.06,0.0,0.0,0.0,1.05,0.0,1.07,0.0,0.0,0.95,0.0,0.0,1.09,1.0,0.0,0.0,1.01,1.1,0.0,0.95,1.0,0.0,0.0,0.0,0.0,0.98,0.0,1.08,0.0,0.0,1.04,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,1.03,0.0,0.94,1.04,0.0,1.03,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.07,1.04,0.98,1.1,1.05,0.96,1.05,1.0,0.99,0.98,1.0,1.03,0.98,0.96,0.98,0.92,0.0,0.0,99.98
10/22/2021,0.93,1.18,1.01,1.04,0.96,0.0,0.0,0.97,0.97,0.95,1.03,1.07,1.02,0.95,0.97,0.0,0.99,0.95,1.01,1.01,1.03,1.08,0.0,0.93,0.99,0.97,1.08,1.01,0.95,1.11,0.0,0.0,0.92,0.0,1.08,0.0,0.98,0.93,1.03,0.93,0.0,1.01,1.03,1.11,1.06,0.99,1.06,0.97,1.05,0.9,0.0,0.0,1.0,0.95,0.0,0.0,1.03,1.04,0.87,1.1,0.95,0.9,0.89,0.0,0.95,0.96,0.97,0.87,0.99,0.89,1.01,0.92,0.0,1.13,1.01,0.95,0.94,1.06,0.0,0.0,0.0,1.03,0.0,1.09,0.0,0.0,0.95,0.0,0.0,1.09,0.98,0.0,0.0,1.0,1.09,0.0,0.95,0.99,0.0,0.0,0.0,0.0,0.99,0.0,1.09,0.0,0.0,1.05,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,1.03,0.0,0.93,1.0,0.0,1.03,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,1.06,1.06,0.97,1.11,1.05,0.98,1.03,0.98,0.97,0.98,0.97,1.03,1.0,0.96,0.96,0.92,0.0,0.0,100.02
10/25/2021,0.92,1.18,0.99,1.03,0.96,0.0,0.0,0.96,0.97,0.95,1.03,1.07,1.01,0.9,0.97,0.0,0.99,0.96,1.0,0.98,1.0,1.1,0.0,0.95,0.98,0.97,1.07,1.0,0.95,1.1,0.0,0.0,0.92,0.0,1.09,0.0,0.97,0.94,1.02,0.9,0.0,1.02,1.02,1.1,1.06,1.0,1.04,0.97,1.07,0.91,0.0,0.0,1.0,0.96,0.0,0.0,1.03,1.07,0.87,1.09,0.96,0.9,0.88,0.0,0.98,0.96,0.96,0.87,0.99,0.9,1.0,0.92,0.0,1.13,1.0,0.97,0.95,1.08,0.0,0.0,0.0,1.05,0.0,1.07,0.0,0.0,0.94,0.0,0.0,1.1,0.98,0.0,0.0,1.02,1.1,0.0,0.94,1.02,0.0,0.0,0.0,0.0,1.01,0.0,1.09,0.0,0.0,1.05,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,1.03,0.0,0.93,1.0,0.0,1.02,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,1.06,1.03,0.99,1.1,1.05,0.98,1.03,0.99,0.97,0.99,0.97,1.04,0.99,0.98,0.96,0.94,0.0,0.0,100.01000000000002
10/26/2021,0.95,1.2,1.01,1.02,0.95,0.0,0.0,0.96,0.99,0.93,1.04,1.07,1.02,0.84,0.97,0.0,0.99,0.97,0.99,0.99,1.0,1.1,0.0,0.96,0.99,0.98,1.07,1.02,0.94,1.09,0.0,0.0,0.92,0.0,1.07,0.0,1.03,0.93,1.01,0.94,0.0,1.01,1.03,1.09,1.07,1.0,1.03,0.99,1.06,0.92,0.0,0.0,1.0,0.95,0.0,0.0,1.03,1.08,0.87,1.08,0.94,0.9,0.89,0.0,0.99,0.95,0.96,0.86,1.01,0.91,0.99,0.91,0.0,1.13,1.0,0.97,0.94,1.08,0.0,0.0,0.0,1.06,0.0,1.07,0.0,0.0,0.92,0.0,0.0,1.09,0.97,0.0,0.0,1.01,1.12,0.0,0.94,1.02,0.0,0.0,0.0,0.0,1.03,0.0,1.1,0.0,0.0,1.05,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,1.04,0.0,0.93,0.98,0.0,1.03,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1.06,1.03,0.98,1.12,1.06,0.99,1.05,0.99,0.97,0.99,0.96,1.02,0.99,0.97,0.94,0.93,0.0,0.0,100.02
10/27/2021,0.95,1.2,1.01,1.02,0.95,0.0,0.0,0.96,0.99,0.93,1.04,1.07,1.02,0.84,0.97,0.0,0.99,0.97,0.99,0.99,1.0,1.1,0.0,0.96,0.99,0.98,1.07,1.02,0.94,1.09,0.0,0.0,0.92,0.0,1.07,0.0,1.03,0.93,1.01,0.94,0.0,1.01,1.03,1.09,1.07,1.0,1.03,0.99,1.06,0.92,0.0,0.0,1.0,0.95,0.0,0.0,1.03,1.08,0.87,1.08,0.94,0.9,0.89,0.0,0.99,0.95,0.96,0.86,1.01,0.91,0.99,0.91,0.0,1.13,1.0,0.97,0.94,1.08,0.0,0.0,0.0,1.06,0.0,1.07,0.0,0.0,0.92,0.0,0.0,1.09,0.97,0.0,0.0,1.01,1.12,0.0,0.94,1.02,0.0,0.0,0.0,0.0,1.03,0.0,1.1,0.0,0.0,1.05,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,1.04,0.0,0.93,0.98,0.0,1.03,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1.06,1.03,0.98,1.12,1.06,0.99,1.05,0.99,0.97,0.99,0.96,1.02,0.99,0.97,0.94,0.93,0.0,0.0,100.02
10/28/2021,0.93,1.17,1.02,0.97,0.96,0.0,0.0,0.97,0.99,0.95,1.0,1.07,1.04,0.83,0.97,0.0,0.98,0.97,0.73,1.0,1.02,1.1,0.0,0.97,0.99,0.97,1.08,1.03,0.95,1.1,0.0,0.0,0.93,0.0,1.13,0.0,1.03,0.93,1.01,0.97,0.0,0.99,1.03,1.1,1.08,1.0,1.04,1.0,1.07,0.92,0.0,0.0,1.02,0.97,0.0,0.0,1.04,1.07,0.86,1.1,0.94,0.9,0.88,0.0,1.0,0.97,0.97,0.84,1.02,0.92,1.01,0.92,0.0,1.15,0.99,0.97,0.93,1.08,0.0,0.0,0.0,1.08,0.0,1.08,0.0,0.0,0.92,0.0,0.0,1.1,0.98,0.0,0.0,1.02,1.12,0.0,0.94,1.02,0.0,0.0,0.0,0.0,1.03,0.0,1.1,0.0,0.0,1.04,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.92,0.0,0.92,0.99,0.0,1.03,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,1.06,1.04,0.98,1.11,1.08,0.98,1.06,0.98,0.96,0.99,0.97,1.02,1.01,0.98,0.95,0.93,0.0,0.0,99.96
10/29/2021,0.94,1.23,1.03,0.96,0.97,0.0,0.0,0.97,1.0,0.95,1.0,1.07,1.06,0.85,0.98,0.0,0.98,0.98,0.72,1.01,1.01,1.09,0.0,0.97,0.99,0.97,1.08,1.03,0.95,1.11,0.0,0.0,0.92,0.0,1.1,0.0,1.03,0.92,1.02,0.97,0.0,0.97,1.03,1.11,1.08,0.98,1.04,1.0,1.07,0.91,0.0,0.0,1.02,0.94,0.0,0.0,1.04,1.08,0.86,1.1,0.93,0.9,0.9,0.0,1.0,0.96,0.98,0.84,1.03,0.91,1.0,0.92,0.0,1.14,0.99,0.98,0.93,1.08,0.0,0.0,0.0,1.08,0.0,1.08,0.0,0.0,0.91,0.0,0.0,1.09,0.96,0.0,0.0,1.02,1.12,0.0,0.94,1.02,0.0,0.0,0.0,0.0,1.05,0.0,1.11,0.0,0.0,1.05,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.91,0.0,0.93,0.99,0.0,1.02,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,1.05,1.03,0.98,1.13,1.06,0.99,1.07,0.98,0.96,0.99,0.96,1.02,1.01,0.98,0.95,0.93,0.0,0.0,100.02
