,DOCU,RUN,NVDA,TWTR,ZM,HUBS,DECK,ADBE,NKE,LLY,TWLO,NOW,INTU,PYPL,ISRG,RNG,AAPL,SNPS,SNAP,MCO,SPGI,TMO,TSLA,EQIX,OKTA,VEEV,PAYX,EPAM,CARR,ICE,LB,GOOG,TROW,VFC,AXP,GOOGL,HPQ,AMGN,V,EL,TRU,VTR,WDAY,CRM,MMC,SYK,MA,ADSK,MRK,CCI,F,APH,SCI,KMB,BR,PFE,ADP,PLD,BMY,ORCL,CSCO,ABBV,TJX,WORK,ABT,AWK,BLK,GPS,BBY,TT,AMAT,MDT,VZ,SCHW,TMX,EA,T,BK,HCA,OMC,IPG,UNH,JNJ,CME,CTSH,MAS,LRCX,MAR,FBHS,AMP,FIS,STT,GIS,CB,AON,WDC,FISV,CI,AIG,STX,OGN,VSCO WI,BBWI WI,VSCO,ADI,GM,HD,TXN,NFLX,MCD,XOM,LOW,AVGO,BKNG,COST,AMT,ACN,INTC,WFC,MU,PG,DIS,MSFT,CVX,AMZN,NEE,TGT,DHR,ANTM,PM,PEP,RTX,JPM,CVS,UPS,FB,KO,MS,WMT,SBUX,C,IBM,BA,BRK.B,DUK,BAC,CAT,ATVI,GE,AMD,GS,SQ,LMT,HON,CMCSA,QCOM,FCX,TMUS,UNP,MMM,CHTR,MCHP,VRSK,INFO,BDX,XLNX,RSG,KEYS,RL,ECL,HRB,JCI,CL,CMI,ROL,SWK,WTRG,PHM,LBEUR,KD WI,SUM
08/17/2021,1.37,1.04,1.15,1.05,1.02,1.23,1.2,1.18,1.17,1.23,1.03,1.15,1.15,0.99,1.1,0.9,1.12,1.08,1.13,1.06,1.08,1.08,1.08,1.03,0.99,1.03,1.08,1.18,1.14,0.98,0.0,1.08,1.05,0.95,0.99,1.09,0.97,0.9,0.96,1.0,1.04,0.95,0.96,1.39,1.02,0.96,0.94,1.09,0.94,0.96,0.9,1.03,1.15,0.96,1.02,1.14,1.03,1.03,0.95,1.07,1.0,0.96,0.99,0.0,0.99,1.07,0.98,0.83,0.94,0.96,0.88,0.94,0.92,0.96,0.81,0.91,0.89,0.99,1.06,0.86,1.04,0.92,0.97,0.89,1.0,0.97,0.84,0.88,0.92,0.98,0.84,0.98,0.88,1.0,1.01,0.77,0.9,0.75,0.95,0.88,0.04,0.32,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/18/2021,1.37,0.98,1.16,1.05,1.0,1.23,1.21,1.18,1.18,1.24,1.02,1.16,1.15,0.99,1.11,0.9,1.12,1.08,1.12,1.06,1.09,1.08,1.07,1.03,0.99,1.03,1.08,1.19,1.14,0.97,0.0,1.08,1.05,0.95,0.97,1.09,0.93,0.9,0.96,1.0,1.04,0.96,0.97,1.4,1.03,0.96,0.94,1.09,0.95,0.96,0.88,1.03,1.15,0.98,1.02,1.17,1.03,1.05,0.96,1.07,1.0,0.96,0.98,0.0,0.99,1.08,0.98,0.8,0.91,0.96,0.88,0.95,0.93,0.94,0.8,0.91,0.9,0.97,1.06,0.85,1.04,0.92,0.97,0.88,1.01,0.97,0.84,0.88,0.92,0.98,0.84,0.98,0.89,1.01,1.02,0.78,0.91,0.75,0.96,0.88,0.04,0.33,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/19/2021,1.37,0.98,1.16,1.05,1.0,1.23,1.21,1.18,1.18,1.24,1.02,1.16,1.15,0.99,1.11,0.9,1.12,1.08,1.12,1.06,1.09,1.08,1.07,1.03,0.99,1.03,1.08,1.19,1.14,0.97,0.0,1.08,1.05,0.95,0.97,1.09,0.93,0.9,0.96,1.0,1.04,0.96,0.97,1.4,1.03,0.96,0.94,1.09,0.95,0.96,0.88,1.03,1.15,0.98,1.02,1.17,1.03,1.05,0.96,1.07,1.0,0.96,0.98,0.0,0.99,1.08,0.98,0.8,0.91,0.96,0.88,0.95,0.93,0.94,0.8,0.91,0.9,0.97,1.06,0.85,1.04,0.92,0.97,0.88,1.01,0.97,0.84,0.88,0.92,0.98,0.84,0.98,0.89,1.01,1.02,0.78,0.91,0.75,0.96,0.88,0.04,0.33,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/20/2021,1.33,0.93,1.15,1.03,0.98,1.21,1.21,1.18,1.18,1.26,0.97,1.15,1.16,1.0,1.12,0.87,1.13,1.08,1.09,1.07,1.1,1.1,1.03,1.04,0.97,1.02,1.09,1.21,1.15,0.98,0.0,1.08,1.06,0.94,0.97,1.1,0.94,0.91,0.97,1.0,1.04,0.95,0.95,1.39,1.04,0.97,0.94,1.08,0.96,0.96,0.87,1.04,1.15,0.99,1.04,1.18,1.03,1.06,0.98,1.08,0.99,0.98,0.97,0.0,1.0,1.09,0.98,0.78,0.92,0.98,0.89,0.96,0.93,0.93,0.8,0.92,0.9,0.97,1.07,0.85,1.04,0.94,0.98,0.88,1.01,0.98,0.85,0.87,0.93,0.98,0.83,0.97,0.89,1.01,1.02,0.76,0.91,0.75,0.96,0.88,0.04,0.32,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/23/2021,1.35,0.87,1.15,1.01,0.94,1.21,1.21,1.2,1.15,1.28,0.96,1.17,1.17,0.99,1.18,0.91,1.12,1.18,1.08,1.06,1.08,1.11,1.02,1.07,0.98,1.03,1.08,1.23,1.14,0.98,0.0,1.08,1.05,0.9,0.94,1.09,0.9,0.89,0.97,1.01,1.04,0.93,0.96,1.43,1.05,0.98,0.94,1.09,0.98,0.99,0.83,1.04,1.14,1.01,1.03,1.19,1.02,1.07,0.99,1.07,1.02,0.99,1.03,0.0,1.02,1.11,0.97,0.77,0.89,0.99,0.89,0.96,0.93,0.91,0.8,0.93,0.89,0.96,1.09,0.81,1.01,0.98,1.0,0.85,1.0,0.94,0.84,0.86,0.89,0.95,0.81,0.93,0.91,1.03,1.02,0.74,0.96,0.75,0.94,0.86,0.04,0.31,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/24/2021,1.35,0.87,1.15,1.01,0.94,1.21,1.21,1.2,1.15,1.28,0.96,1.17,1.17,0.99,1.18,0.91,1.12,1.18,1.08,1.06,1.08,1.11,1.02,1.07,0.98,1.03,1.08,1.23,1.14,0.98,0.0,1.08,1.05,0.9,0.94,1.09,0.9,0.89,0.97,1.01,1.04,0.93,0.96,1.43,1.05,0.98,0.94,1.09,0.98,0.99,0.83,1.04,1.14,1.01,1.03,1.19,1.02,1.07,0.99,1.07,1.02,0.99,1.03,0.0,1.02,1.11,0.97,0.77,0.89,0.99,0.89,0.96,0.93,0.91,0.8,0.93,0.89,0.96,1.09,0.81,1.01,0.98,1.0,0.85,1.0,0.94,0.84,0.86,0.89,0.95,0.81,0.93,0.91,1.03,1.02,0.74,0.96,0.75,0.94,0.86,0.04,0.31,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/25/2021,1.33,0.89,1.21,1.01,0.95,1.23,1.22,1.21,1.16,1.27,0.95,1.19,1.17,0.99,1.16,0.9,1.12,1.17,1.1,1.06,1.08,1.11,1.02,1.06,0.98,1.03,1.07,1.24,1.13,0.98,0.0,1.08,1.06,0.9,0.94,1.09,0.91,0.88,0.96,1.01,1.03,0.93,0.97,1.44,1.05,0.98,0.92,1.1,0.97,0.98,0.81,1.04,1.13,0.99,1.03,1.18,1.01,1.07,0.99,1.06,1.03,0.99,1.03,0.0,1.02,1.12,0.98,0.79,0.9,0.98,0.87,0.96,0.92,0.92,0.8,0.92,0.88,0.96,1.09,0.81,1.02,0.97,1.0,0.85,1.01,0.95,0.82,0.86,0.89,0.95,0.81,0.93,0.9,1.03,1.03,0.74,0.95,0.75,0.95,0.87,0.04,0.0,0.89,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/26/2021,1.35,0.93,1.26,1.03,0.95,1.24,1.2,1.21,1.16,1.25,0.97,1.22,1.17,0.99,1.15,0.9,1.12,1.18,1.13,1.05,1.08,1.1,1.05,1.05,0.99,1.03,1.06,1.22,1.13,0.97,0.0,1.1,1.05,0.9,0.93,1.11,0.91,0.88,0.96,1.02,1.03,0.91,0.99,1.45,1.05,0.97,0.93,1.1,0.96,0.96,0.82,1.04,1.11,0.98,1.01,1.2,1.01,1.05,0.98,1.05,1.03,0.98,1.04,0.0,1.0,1.09,0.98,0.78,0.89,0.97,0.89,0.95,0.91,0.91,0.79,0.93,0.87,0.97,1.08,0.82,1.02,0.96,0.98,0.85,1.01,0.94,0.84,0.87,0.88,0.95,0.8,0.94,0.88,1.02,1.02,0.76,0.95,0.74,0.95,0.88,0.04,0.0,0.9,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95000000000002
08/27/2021,1.36,0.92,1.25,1.03,0.95,1.23,1.21,1.21,1.16,1.22,0.99,1.22,1.17,1.0,1.15,0.92,1.12,1.19,1.12,1.04,1.07,1.09,1.05,1.03,1.03,1.03,1.05,1.23,1.15,0.97,0.0,1.1,1.05,0.9,0.94,1.11,0.92,0.88,0.96,1.02,1.03,0.91,1.0,1.44,1.04,0.99,0.93,1.11,0.95,0.95,0.84,1.04,1.09,0.97,1.0,1.16,0.99,1.03,0.97,1.05,1.04,0.98,1.04,0.0,1.0,1.08,0.98,0.8,0.96,0.98,0.88,0.97,0.91,0.93,0.79,0.93,0.87,0.97,1.08,0.81,1.02,0.95,0.96,0.85,1.01,0.94,0.84,0.89,0.89,0.96,0.81,0.96,0.86,1.01,1.02,0.74,0.96,0.75,0.95,0.83,0.04,0.0,0.91,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/30/2021,1.37,0.93,1.27,1.01,0.95,1.26,1.18,1.21,1.14,1.22,0.99,1.23,1.18,0.98,1.15,0.9,1.11,1.2,1.08,1.05,1.07,1.1,1.05,1.04,1.1,1.04,1.05,1.22,1.17,0.97,0.0,1.11,1.07,0.9,0.97,1.12,0.93,0.87,0.95,1.02,1.03,0.92,1.01,1.49,1.04,0.99,0.91,1.01,0.94,0.94,0.83,1.05,1.09,0.97,0.99,1.14,0.99,1.04,0.95,1.05,1.05,0.99,1.02,0.0,1.0,1.09,0.99,0.73,0.94,1.0,0.9,0.98,0.9,0.93,0.78,0.92,0.86,0.99,1.09,0.81,1.01,0.94,0.96,0.85,1.0,0.96,0.84,0.87,0.9,0.97,0.8,0.99,0.85,1.01,1.03,0.77,0.95,0.74,0.95,0.82,0.04,0.0,0.91,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/31/2021,1.37,0.93,1.27,1.01,0.95,1.26,1.18,1.21,1.14,1.22,0.99,1.23,1.18,0.98,1.15,0.9,1.11,1.2,1.08,1.05,1.07,1.1,1.05,1.04,1.1,1.04,1.05,1.22,1.17,0.97,0.0,1.11,1.07,0.9,0.97,1.12,0.93,0.87,0.95,1.02,1.03,0.92,1.01,1.49,1.04,0.99,0.91,1.01,0.94,0.94,0.83,1.05,1.09,0.97,0.99,1.14,0.99,1.04,0.95,1.05,1.05,0.99,1.02,0.0,1.0,1.09,0.99,0.73,0.94,1.0,0.9,0.98,0.9,0.93,0.78,0.92,0.86,0.99,1.09,0.81,1.01,0.94,0.96,0.85,1.0,0.96,0.84,0.87,0.9,0.97,0.8,0.99,0.85,1.01,1.03,0.77,0.95,0.74,0.95,0.82,0.04,0.0,0.91,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/01/2021,1.38,0.92,1.29,1.01,0.94,1.28,1.17,1.21,1.14,1.2,1.0,1.23,1.19,0.99,1.13,0.91,1.1,1.21,1.09,1.04,1.07,1.08,1.05,1.03,1.09,1.05,1.05,1.22,1.17,0.97,0.0,1.11,1.08,0.89,0.97,1.13,0.92,0.86,0.95,1.03,1.03,0.92,1.09,1.47,1.05,0.99,0.91,1.02,0.93,0.93,0.85,1.06,1.09,0.97,1.0,1.11,0.99,1.03,0.94,1.05,1.03,0.98,1.01,0.0,0.99,1.08,1.0,0.73,0.93,0.99,0.91,0.98,0.9,0.95,0.79,0.92,0.85,1.0,1.09,0.82,1.01,0.93,0.95,0.84,1.0,0.95,0.87,0.88,0.9,0.98,0.79,1.0,0.85,1.01,1.03,0.77,0.95,0.75,0.96,0.83,0.04,0.0,0.91,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/02/2021,1.38,0.92,1.29,1.01,0.94,1.28,1.17,1.21,1.14,1.2,1.0,1.23,1.19,0.99,1.13,0.91,1.1,1.21,1.09,1.04,1.07,1.08,1.05,1.03,1.09,1.05,1.05,1.22,1.17,0.97,0.0,1.11,1.08,0.89,0.97,1.13,0.92,0.86,0.95,1.03,1.03,0.92,1.09,1.47,1.05,0.99,0.91,1.02,0.93,0.93,0.85,1.06,1.09,0.97,1.0,1.11,0.99,1.03,0.94,1.05,1.03,0.98,1.01,0.0,0.99,1.08,1.0,0.73,0.93,0.99,0.91,0.98,0.9,0.95,0.79,0.92,0.85,1.0,1.09,0.82,1.01,0.93,0.95,0.84,1.0,0.95,0.87,0.88,0.9,0.98,0.79,1.0,0.85,1.01,1.03,0.77,0.95,0.75,0.96,0.83,0.04,0.0,0.91,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/03/2021,1.39,0.92,1.29,1.03,0.96,1.28,1.16,1.22,1.14,1.21,1.01,1.25,1.19,1.02,1.15,0.9,1.13,1.21,1.11,1.05,1.08,1.1,1.08,1.05,1.1,1.05,1.04,1.23,1.17,0.98,0.0,1.12,1.07,0.89,0.95,1.13,0.94,0.87,0.94,1.03,1.03,0.92,1.09,1.46,1.04,0.99,0.9,1.01,0.93,0.94,0.83,1.05,1.09,0.97,1.0,1.11,0.98,1.05,0.94,1.05,1.03,0.98,0.99,0.0,1.0,1.09,0.99,0.73,0.93,0.99,0.91,0.98,0.89,0.92,0.78,0.92,0.85,0.98,1.09,0.8,1.0,0.93,0.95,0.83,0.99,0.95,0.86,0.87,0.89,0.97,0.78,0.98,0.84,1.0,1.03,0.75,0.94,0.73,0.94,0.83,0.04,0.0,0.91,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97000000000004
09/06/2021,1.35,0.98,1.27,1.03,0.82,1.25,1.12,1.22,1.11,1.2,0.99,1.29,1.18,1.02,1.17,0.9,1.14,1.23,1.1,1.06,1.09,1.11,1.08,1.09,1.13,1.0,1.04,1.23,1.16,0.99,0.0,1.11,1.07,0.88,0.93,1.12,0.94,0.88,0.91,1.04,1.07,0.94,1.1,1.46,1.06,1.01,0.87,0.93,0.94,0.97,0.83,1.06,1.12,0.99,0.99,1.12,0.97,1.09,0.93,1.05,1.04,0.91,0.98,0.0,1.02,1.11,1.0,0.7,0.92,1.0,0.9,0.98,0.9,0.91,0.79,0.94,0.87,0.96,1.09,0.83,1.03,0.95,0.96,0.83,1.0,0.95,0.86,0.87,0.88,0.97,0.78,0.98,0.85,0.99,1.05,0.75,0.93,0.77,0.96,0.86,0.04,0.0,0.87,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/07/2021,1.35,0.98,1.27,1.03,0.82,1.25,1.12,1.22,1.11,1.2,0.99,1.29,1.18,1.02,1.17,0.9,1.14,1.23,1.1,1.06,1.09,1.11,1.08,1.09,1.13,1.0,1.04,1.23,1.16,0.99,0.0,1.11,1.07,0.88,0.93,1.12,0.94,0.88,0.91,1.04,1.07,0.94,1.1,1.46,1.06,1.01,0.87,0.93,0.94,0.97,0.83,1.06,1.12,0.99,0.99,1.12,0.97,1.09,0.93,1.05,1.04,0.91,0.98,0.0,1.02,1.11,1.0,0.7,0.92,1.0,0.9,0.98,0.9,0.91,0.79,0.94,0.87,0.96,1.09,0.83,1.03,0.95,0.96,0.83,1.0,0.95,0.86,0.87,0.88,0.97,0.78,0.98,0.85,0.99,1.05,0.75,0.93,0.77,0.96,0.86,0.04,0.0,0.87,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/08/2021,1.35,0.98,1.27,1.03,0.82,1.25,1.12,1.22,1.11,1.2,0.99,1.29,1.18,1.02,1.17,0.9,1.14,1.23,1.1,1.06,1.09,1.11,1.08,1.09,1.13,1.0,1.04,1.23,1.16,0.99,0.0,1.11,1.07,0.88,0.93,1.12,0.94,0.88,0.91,1.04,1.07,0.94,1.1,1.46,1.06,1.01,0.87,0.93,0.94,0.97,0.83,1.06,1.12,0.99,0.99,1.12,0.97,1.09,0.93,1.05,1.04,0.91,0.98,0.0,1.02,1.11,1.0,0.7,0.92,1.0,0.9,0.98,0.9,0.91,0.79,0.94,0.87,0.96,1.09,0.83,1.03,0.95,0.96,0.83,1.0,0.95,0.86,0.87,0.88,0.97,0.78,0.98,0.85,0.99,1.05,0.75,0.93,0.77,0.96,0.86,0.04,0.0,0.87,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/09/2021,1.42,0.94,1.3,1.03,0.83,1.28,1.13,1.22,1.11,1.2,1.01,1.32,1.19,1.03,1.17,0.88,1.14,1.22,1.12,1.06,1.1,1.12,1.08,1.1,1.12,1.01,1.04,1.25,1.15,0.99,0.0,1.11,1.05,0.88,0.92,1.12,0.94,0.88,0.92,1.03,1.07,0.94,1.12,1.47,1.06,1.0,0.87,0.93,0.94,0.97,0.82,1.06,1.11,0.99,0.99,1.12,0.98,1.09,0.92,1.06,1.04,0.91,0.97,0.0,1.02,1.1,0.98,0.69,0.9,0.99,0.91,0.98,0.91,0.9,0.79,0.95,0.86,0.96,1.09,0.82,1.02,0.94,0.95,0.82,0.99,0.94,0.87,0.86,0.87,0.97,0.77,0.99,0.85,1.0,1.05,0.75,0.93,0.77,0.95,0.86,0.04,0.0,0.87,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
