,MSFT,AAPL,AMZN,FB,GOOGL,GOOG,TSLA,NVDA,V,HD,MA,PYPL,ADBE,NFLX,CRM,AVGO,ACN,TMO,TXN,MCD,NKE,COST,DIS,LIN,UNP,BA,LOW,SBUX,AMAT,INTU,AMT,ISRG,AMD,BKNG,MU,NOW,LRCX,FIS,SPGI,CHTR,SQ,SYK,ZTS,DHR,CCI,ADP,UPS,TJX,QCOM,ATVI,BMY,CL,BDX,SNAP,SHW,EL,EQIX,FISV,ZM,ICE,ADSK,BSX,EW,ILMN,MRNA,AON,GPN,UBER,ECL,VRTX,TWLO,MCO,REGN,DG,KLAC,IDXX,ROP,IQV,LHX,LMT,ROST,TWTR,CNC,DLR,MCHP,A,WDAY,PSA,ALGN,EA,APH,CRWD,VEEV,SNPS,MRVL,CMG,ROKU,LULU,ORLY,INFO,MSCI,MTCH,YUM,DOCU,DXCM,CDNS,MNST,HLT,PINS,CSGP,FRC,PANW,PXD,PAYX,SBAC,AZO,WCN.TO,CTAS,XLNX,ROK,FAST,MTD,ADI,FTNT,SIVB,RMD,ANSS,EFX,VRSK,SWKS,ODFL,COIN,PTON,CPRT,MXIM,KSU,OKTA,ZBRA,KEYS,WST,EPAM,HSY,TTD,BF.B,EXPE,ARE,VMC,CERN,FLT,W,HUBS,MKC,TER,BURL,TTWO,EXPD,VRSN,TSCO,SGEN,RNG,CHD,WORK,CVNA,BAX,INVH,TRU,TDOC,APTV,WAT,ETSY,SPLK,IT,TRMB,ANET,LNG,COO,DDOG,TFX,SUI,EXAS,AKAM,RBLX,ULTA,BR,ALXN,Z,PODD,NET,MSI,COUP,NVR,PAYC,MKTX,ALNY,DPZ,TYL,SSNC,INCY,AME,PLUG,SNOW,PLTR,AMC,GNRC,ABNB,HZNP,CZR,TDY,SUM
07/09/2021,9.43,9.43,6.91,3.96,3.55,3.36,2.4,1.91,1.87,1.72,1.6,1.52,1.21,1.08,1.04,0.97,0.93,0.93,0.87,0.87,0.87,0.84,0.81,0.79,0.75,0.72,0.71,0.67,0.63,0.57,0.57,0.5,0.49,0.48,0.47,0.47,0.46,0.46,0.46,0.44,0.43,0.43,0.42,0.41,0.41,0.4,0.39,0.39,0.38,0.38,0.37,0.36,0.35,0.35,0.34,0.33,0.33,0.33,0.32,0.32,0.31,0.3,0.3,0.3,0.29,0.29,0.29,0.28,0.28,0.27,0.27,0.27,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.79
07/12/2021,9.43,9.43,6.91,3.96,3.55,3.36,2.4,1.91,1.87,1.72,1.6,1.52,1.21,1.08,1.04,0.97,0.93,0.93,0.87,0.87,0.87,0.84,0.81,0.79,0.75,0.72,0.71,0.67,0.63,0.57,0.57,0.5,0.49,0.48,0.47,0.47,0.46,0.46,0.46,0.44,0.43,0.43,0.42,0.41,0.41,0.4,0.39,0.39,0.38,0.38,0.37,0.36,0.35,0.35,0.34,0.33,0.33,0.33,0.32,0.32,0.31,0.3,0.3,0.3,0.29,0.29,0.29,0.28,0.28,0.27,0.27,0.27,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.79
07/13/2021,9.43,9.43,6.91,3.96,3.55,3.36,2.4,1.91,1.87,1.72,1.6,1.52,1.21,1.08,1.04,0.97,0.93,0.93,0.87,0.87,0.87,0.84,0.81,0.79,0.75,0.72,0.71,0.67,0.63,0.57,0.57,0.5,0.49,0.48,0.47,0.47,0.46,0.46,0.46,0.44,0.43,0.43,0.42,0.41,0.41,0.4,0.39,0.39,0.38,0.38,0.37,0.36,0.35,0.35,0.34,0.33,0.33,0.33,0.32,0.32,0.31,0.3,0.3,0.3,0.29,0.29,0.29,0.28,0.28,0.27,0.27,0.27,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.79
07/14/2021,9.43,9.43,6.91,3.96,3.55,3.36,2.4,1.91,1.87,1.72,1.6,1.52,1.21,1.08,1.04,0.97,0.93,0.93,0.87,0.87,0.87,0.84,0.81,0.79,0.75,0.72,0.71,0.67,0.63,0.57,0.57,0.5,0.49,0.48,0.47,0.47,0.46,0.46,0.46,0.44,0.43,0.43,0.42,0.41,0.41,0.4,0.39,0.39,0.38,0.38,0.37,0.36,0.35,0.35,0.34,0.33,0.33,0.33,0.32,0.32,0.31,0.3,0.3,0.3,0.29,0.29,0.29,0.28,0.28,0.27,0.27,0.27,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.79
07/15/2021,9.43,9.43,6.91,3.96,3.55,3.36,2.4,1.91,1.87,1.72,1.6,1.52,1.21,1.08,1.04,0.97,0.93,0.93,0.87,0.87,0.87,0.84,0.81,0.79,0.75,0.72,0.71,0.67,0.63,0.57,0.57,0.5,0.49,0.48,0.47,0.47,0.46,0.46,0.46,0.44,0.43,0.43,0.42,0.41,0.41,0.4,0.39,0.39,0.38,0.38,0.37,0.36,0.35,0.35,0.34,0.33,0.33,0.33,0.32,0.32,0.31,0.3,0.3,0.3,0.29,0.29,0.29,0.28,0.28,0.27,0.27,0.27,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.79
07/16/2021,9.43,9.43,6.91,3.96,3.55,3.36,2.4,1.91,1.87,1.72,1.6,1.52,1.21,1.08,1.04,0.97,0.93,0.93,0.87,0.87,0.87,0.84,0.81,0.79,0.75,0.72,0.71,0.67,0.63,0.57,0.57,0.5,0.49,0.48,0.47,0.47,0.46,0.46,0.46,0.44,0.43,0.43,0.42,0.41,0.41,0.4,0.39,0.39,0.38,0.38,0.37,0.36,0.35,0.35,0.34,0.33,0.33,0.33,0.32,0.32,0.31,0.3,0.3,0.3,0.29,0.29,0.29,0.28,0.28,0.27,0.27,0.27,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.79
07/19/2021,9.52,10.13,6.88,3.89,3.43,3.22,2.44,2.21,1.78,1.58,1.51,1.6,1.31,1.06,1.0,0.43,0.87,0.93,0.83,0.8,0.92,0.82,1.49,0.7,0.68,0.65,0.65,0.61,0.61,0.59,0.57,0.51,0.53,0.42,0.44,0.51,0.43,0.41,0.46,0.41,0.45,0.39,0.41,0.4,0.39,0.39,0.35,0.36,0.38,0.35,0.0,0.32,0.17,0.36,0.3,0.33,0.34,0.3,0.36,0.16,0.3,0.28,0.3,0.32,0.37,0.24,0.26,0.31,0.25,0.24,0.3,0.27,0.26,0.24,0.23,0.25,0.23,0.22,0.1,0.21,0.21,0.24,0.1,0.2,0.19,0.21,0.21,0.21,0.21,0.19,0.19,0.23,0.2,0.2,0.22,0.2,0.25,0.2,0.18,0.19,0.19,0.19,0.16,0.24,0.19,0.18,0.16,0.16,0.2,0.15,0.15,0.16,0.17,0.16,0.16,0.15,0.15,0.16,0.17,0.15,0.14,0.15,0.15,0.15,0.14,0.17,0.14,0.14,0.13,0.15,0.12,0.14,0.15,0.13,0.13,0.12,0.16,0.13,0.13,0.12,0.13,0.12,0.16,0.11,0.11,0.13,0.11,0.11,0.1,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.11,0.09,0.1,0.1,0.11,0.2,0.1,0.12,0.11,0.09,0.1,0.1,0.09,0.09,0.11,0.09,0.09,0.1,0.09,0.11,0.09,0.09,0.09,0.09,0.0,0.11,0.09,0.09,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.09,0.28,0.2,0.13,0.12,0.1,0.1,0.1,0.09,96.39
07/20/2021,9.52,10.13,6.88,3.89,3.43,3.22,2.44,2.21,1.78,1.58,1.51,1.6,1.31,1.06,1.0,0.43,0.87,0.93,0.83,0.8,0.92,0.82,1.49,0.7,0.68,0.65,0.65,0.61,0.61,0.59,0.57,0.51,0.53,0.42,0.44,0.51,0.43,0.41,0.46,0.41,0.45,0.39,0.41,0.4,0.39,0.39,0.35,0.36,0.38,0.35,0.0,0.32,0.17,0.36,0.3,0.33,0.34,0.3,0.36,0.16,0.3,0.28,0.3,0.32,0.37,0.24,0.26,0.31,0.25,0.24,0.3,0.27,0.26,0.24,0.23,0.25,0.23,0.22,0.1,0.21,0.21,0.24,0.1,0.2,0.19,0.21,0.21,0.21,0.21,0.19,0.19,0.23,0.2,0.2,0.22,0.2,0.25,0.2,0.18,0.19,0.19,0.19,0.16,0.24,0.19,0.18,0.16,0.16,0.2,0.15,0.15,0.16,0.17,0.16,0.16,0.15,0.15,0.16,0.17,0.15,0.14,0.15,0.15,0.15,0.14,0.17,0.14,0.14,0.13,0.15,0.12,0.14,0.15,0.13,0.13,0.12,0.16,0.13,0.13,0.12,0.13,0.12,0.16,0.11,0.11,0.13,0.11,0.11,0.1,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.11,0.09,0.1,0.1,0.11,0.2,0.1,0.12,0.11,0.09,0.1,0.1,0.09,0.09,0.11,0.09,0.09,0.1,0.09,0.11,0.09,0.09,0.09,0.09,0.0,0.11,0.09,0.09,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.09,0.28,0.2,0.13,0.12,0.1,0.1,0.1,0.09,96.39
07/21/2021,9.52,10.13,6.88,3.89,3.43,3.22,2.44,2.21,1.78,1.58,1.51,1.6,1.31,1.06,1.0,0.43,0.87,0.93,0.83,0.8,0.92,0.82,1.49,0.7,0.68,0.65,0.65,0.61,0.61,0.59,0.57,0.51,0.53,0.42,0.44,0.51,0.43,0.41,0.46,0.41,0.45,0.39,0.41,0.4,0.39,0.39,0.35,0.36,0.38,0.35,0.0,0.32,0.17,0.36,0.3,0.33,0.34,0.3,0.36,0.16,0.3,0.28,0.3,0.32,0.37,0.24,0.26,0.31,0.25,0.24,0.3,0.27,0.26,0.24,0.23,0.25,0.23,0.22,0.1,0.21,0.21,0.24,0.1,0.2,0.19,0.21,0.21,0.21,0.21,0.19,0.19,0.23,0.2,0.2,0.22,0.2,0.25,0.2,0.18,0.19,0.19,0.19,0.16,0.24,0.19,0.18,0.16,0.16,0.2,0.15,0.15,0.16,0.17,0.16,0.16,0.15,0.15,0.16,0.17,0.15,0.14,0.15,0.15,0.15,0.14,0.17,0.14,0.14,0.13,0.15,0.12,0.14,0.15,0.13,0.13,0.12,0.16,0.13,0.13,0.12,0.13,0.12,0.16,0.11,0.11,0.13,0.11,0.11,0.1,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.11,0.09,0.1,0.1,0.11,0.2,0.1,0.12,0.11,0.09,0.1,0.1,0.09,0.09,0.11,0.09,0.09,0.1,0.09,0.11,0.09,0.09,0.09,0.09,0.0,0.11,0.09,0.09,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.09,0.28,0.2,0.13,0.12,0.1,0.1,0.1,0.09,96.39
