,AMC,CZR,NET,PLUG,NVCR,TXG,RH,AXON,GME,LPLA,PENN,FND,CREE,FIVE,DECK,NTLA,DAR,LAD,RGEN,CLF,WAL,FHN,MANH,NTRA,MKSI,ACM,RUN,DBX,BLDR,TW,AMED,SMAR,KSS,OSK,CPRI,LSI,OVV,UTHR,ITT,BRKR,NTNX,PVH,MRTX,TPX,REXR,BC,VMEO,IIVI,CROX,XEC,SITE,LSCC,FATE,PCTY,THC,E-Mini Russ 2000 Sep21 Xcme 20210917,CASY,ARES,MAT,AA,FFIN,FRPT,YETI,CHDN,NVST,HQY,VAC,SF,FAF,SLAB,BRKS,BRX,SKX,STAA,FR,SLM,PNFP,TTEK,CHWY,PB,JHG,XLRN,EME,VRT,PACB,EGP,OLN,DLB,DKS,SNV,ARWR,FOXF,AMG,X,RDFN,BLD,NXST,BJ,OMCL,LHCG,FL,COHR,PFGC,NYT,MDU,LITE,TXRH,DNLI,VRNS,NCR,HALO,THO,LFUS,PLNT,BBIO,LPX,TNDM,GMED,BPOP,RXN,LSTR,CACI,NVTA,EXP,EQT,STAG,MSA,RARE,SWAV,MTZ,PRI,SPCE,JCOM,FCNCA,VVV,CC,BL,EVR,UNM,M,WMS,AZEK,COR,SSB,ACHC,NVRO,RL,HELE,AEO,SLG,WSC,KNX,BWXT,SAIA,CFX,OMF,VNT,TWST,SRC,BHVN,SYNA,QTWO,CUZ,INSP,TKR,RBC,KBR,JBLU,VLY,UPWK,TDC,AN,ZI,MMS,GTLS,QTS,RPD,APPS,IBKR,NVT,APPN,GBCI,ADS,FLS,LAZ,AWI,CHNG,ESI,EVBG,TNL,NEO,CHPT,HXL,ESNT,GPK,RYN,ROLL,OZK,POWI,SAIC,UKCM.L,FEYE,WK,ASGN,CW,IDA,MSTR,STMP,MEDP,ADC,IIPR,OLLI,THG,HIW,BPMC,PSTG,WING,EXPO,VMI,IART,CIT,MRVI,SNX,CLH,WCC,NOVT,CR,MTG,AMN,SIGI,FCN,HE,PLLDA.AX,IRDM,NRZ,SMTC,n/a,BYD,ICUI,AMBA,CRUS,SPSC,RRC,ASAN,GXO,SGMS,SPT,EXEL,FYBR,INGR,NYCB,PRGO,CHK,DEI,HUN,QDEL,TMX,NATI,CDK,PACW,CAR,ASH,ALKS,AR,NOV,WOLF,RRX,ZD,HFC,NFG,GT,WBS,CHX,EYE,MARA,HLI,WTFC,FSLY,SUM
07/09/2021,0.62,0.51,0.48,0.39,0.37,0.34,0.28,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.86
07/12/2021,0.55,0.48,0.5,0.37,0.39,0.33,0.29,0.28,0.26,0.27,0.26,0.27,0.27,0.26,0.26,0.23,0.26,0.25,0.26,0.24,0.23,0.22,0.23,0.23,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.19,0.21,0.19,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.19,0.18,0.17,0.18,0.18,0.0,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.17,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.15,0.16,0.16,0.18,0.15,0.16,0.15,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.15,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.15,0.13,0.13,0.13,0.0,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.0,0.13,0.0,0.12,0.0,0.12,0.13,0.0,0.0,0.12,0.12,0.19,0.13,0.13,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1
07/13/2021,0.55,0.48,0.5,0.37,0.39,0.33,0.29,0.28,0.26,0.27,0.26,0.27,0.27,0.26,0.26,0.23,0.26,0.25,0.26,0.24,0.23,0.22,0.23,0.23,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.19,0.21,0.19,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.19,0.18,0.17,0.18,0.18,0.0,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.17,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.15,0.16,0.16,0.18,0.15,0.16,0.15,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.15,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.15,0.13,0.13,0.13,0.0,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.0,0.13,0.0,0.12,0.0,0.12,0.13,0.0,0.0,0.12,0.12,0.19,0.13,0.13,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1
07/20/2021,0.44,0.47,0.5,0.33,0.39,0.32,0.28,0.28,0.24,0.27,0.25,0.28,0.25,0.26,0.26,0.23,0.27,0.26,0.26,0.23,0.25,0.22,0.22,0.23,0.22,0.22,0.19,0.22,0.21,0.23,0.21,0.21,0.19,0.2,0.18,0.22,0.17,0.21,0.2,0.2,0.17,0.18,0.19,0.18,0.2,0.19,0.18,0.18,0.18,0.17,0.19,0.17,0.16,0.18,0.18,0.0,0.18,0.17,0.17,0.15,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.15,0.18,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.13,0.17,0.15,0.16,0.16,0.16,0.17,0.16,0.17,0.15,0.14,0.15,0.15,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.15,0.16,0.13,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.16,0.16,0.15,0.15,0.15,0.16,0.13,0.14,0.13,0.16,0.15,0.14,0.14,0.14,0.14,0.0,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.14,0.13,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.15,0.14,0.13,0.13,0.14,0.13,0.0,0.14,0.17,0.13,0.13,0.15,0.12,0.13,0.13,0.14,0.0,0.13,0.0,0.0,0.14,0.13,0.13,0.13,0.13,0.14,0.0,0.13,0.13,0.0,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.12,0.0,0.13,0.0,0.0,0.12,0.12,0.13,0.12,0.12,0.0,0.13,0.19,0.0,0.13,0.13,0.0,0.13,0.0,0.15,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.989999999999995
07/21/2021,0.44,0.47,0.5,0.33,0.39,0.32,0.28,0.28,0.24,0.27,0.25,0.28,0.25,0.26,0.26,0.23,0.27,0.26,0.26,0.23,0.25,0.22,0.22,0.23,0.22,0.22,0.19,0.22,0.21,0.23,0.21,0.21,0.19,0.2,0.18,0.22,0.17,0.21,0.2,0.2,0.17,0.18,0.19,0.18,0.2,0.19,0.18,0.18,0.18,0.17,0.19,0.17,0.16,0.18,0.18,0.0,0.18,0.17,0.17,0.15,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.15,0.18,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.13,0.17,0.15,0.16,0.16,0.16,0.17,0.16,0.17,0.15,0.14,0.15,0.15,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.15,0.16,0.13,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.16,0.16,0.15,0.15,0.15,0.16,0.13,0.14,0.13,0.16,0.15,0.14,0.14,0.14,0.14,0.0,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.14,0.13,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.15,0.14,0.13,0.13,0.14,0.13,0.0,0.14,0.17,0.13,0.13,0.15,0.12,0.13,0.13,0.14,0.0,0.13,0.0,0.0,0.14,0.13,0.13,0.13,0.13,0.14,0.0,0.13,0.13,0.0,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.12,0.0,0.13,0.0,0.0,0.12,0.12,0.13,0.12,0.12,0.0,0.13,0.19,0.0,0.13,0.13,0.0,0.13,0.0,0.15,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.989999999999995
07/22/2021,0.44,0.47,0.5,0.33,0.39,0.32,0.28,0.28,0.24,0.27,0.25,0.28,0.25,0.26,0.26,0.23,0.27,0.26,0.26,0.23,0.25,0.22,0.22,0.23,0.22,0.22,0.19,0.22,0.21,0.23,0.21,0.21,0.19,0.2,0.18,0.22,0.17,0.21,0.2,0.2,0.17,0.18,0.19,0.18,0.2,0.19,0.18,0.18,0.18,0.17,0.19,0.17,0.16,0.18,0.18,0.0,0.18,0.17,0.17,0.15,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.15,0.18,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.13,0.17,0.15,0.16,0.16,0.16,0.17,0.16,0.17,0.15,0.14,0.15,0.15,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.15,0.16,0.13,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.16,0.16,0.15,0.15,0.15,0.16,0.13,0.14,0.13,0.16,0.15,0.14,0.14,0.14,0.14,0.0,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.14,0.13,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.15,0.14,0.13,0.13,0.14,0.13,0.0,0.14,0.17,0.13,0.13,0.15,0.12,0.13,0.13,0.14,0.0,0.13,0.0,0.0,0.14,0.13,0.13,0.13,0.13,0.14,0.0,0.13,0.13,0.0,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.12,0.0,0.13,0.0,0.0,0.12,0.12,0.13,0.12,0.12,0.0,0.13,0.19,0.0,0.13,0.13,0.0,0.13,0.0,0.15,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.989999999999995
07/23/2021,0.44,0.47,0.5,0.33,0.39,0.32,0.28,0.28,0.24,0.27,0.25,0.28,0.25,0.26,0.26,0.23,0.27,0.26,0.26,0.23,0.25,0.22,0.22,0.23,0.22,0.22,0.19,0.22,0.21,0.23,0.21,0.21,0.19,0.2,0.18,0.22,0.17,0.21,0.2,0.2,0.17,0.18,0.19,0.18,0.2,0.19,0.18,0.18,0.18,0.17,0.19,0.17,0.16,0.18,0.18,0.0,0.18,0.17,0.17,0.15,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.15,0.18,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.13,0.17,0.15,0.16,0.16,0.16,0.17,0.16,0.17,0.15,0.14,0.15,0.15,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.15,0.16,0.13,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.16,0.16,0.15,0.15,0.15,0.16,0.13,0.14,0.13,0.16,0.15,0.14,0.14,0.14,0.14,0.0,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.14,0.13,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.15,0.14,0.13,0.13,0.14,0.13,0.0,0.14,0.17,0.13,0.13,0.15,0.12,0.13,0.13,0.14,0.0,0.13,0.0,0.0,0.14,0.13,0.13,0.13,0.13,0.14,0.0,0.13,0.13,0.0,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.12,0.0,0.13,0.0,0.0,0.12,0.12,0.13,0.12,0.12,0.0,0.13,0.19,0.0,0.13,0.13,0.0,0.13,0.0,0.15,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.989999999999995
07/26/2021,0.46,0.48,0.54,0.35,0.4,0.34,0.28,0.29,0.25,0.27,0.26,0.31,0.26,0.27,0.27,0.24,0.27,0.28,0.26,0.24,0.24,0.21,0.23,0.23,0.22,0.22,0.21,0.22,0.23,0.23,0.21,0.21,0.19,0.2,0.19,0.22,0.18,0.21,0.2,0.2,0.18,0.18,0.18,0.18,0.2,0.19,0.17,0.18,0.21,0.16,0.19,0.18,0.17,0.19,0.19,0.0,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.15,0.16,0.17,0.18,0.16,0.16,0.16,0.17,0.16,0.17,0.15,0.16,0.17,0.17,0.16,0.17,0.16,0.16,0.17,0.15,0.17,0.16,0.16,0.16,0.15,0.17,0.16,0.17,0.15,0.15,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.16,0.13,0.16,0.14,0.14,0.15,0.15,0.15,0.15,0.14,0.16,0.16,0.14,0.16,0.14,0.16,0.13,0.14,0.14,0.16,0.15,0.13,0.14,0.14,0.14,0.0,0.15,0.14,0.13,0.13,0.15,0.14,0.14,0.13,0.15,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.14,0.17,0.13,0.14,0.15,0.0,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.16,0.14,0.13,0.14,0.13,0.15,0.0,0.12,0.13,0.12,0.0,0.0,0.13,0.12,0.12,0.13,0.12,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.12,0.12,0.16,0.0,0.13,0.13,0.0,0.13,0.0,0.15,0.12,0.13,0.12,0.13,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.42
07/27/2021,0.46,0.46,0.55,0.34,0.4,0.34,0.28,0.29,0.25,0.27,0.26,0.31,0.26,0.28,0.28,0.23,0.27,0.28,0.26,0.24,0.24,0.21,0.23,0.22,0.22,0.23,0.2,0.22,0.23,0.23,0.21,0.22,0.19,0.2,0.19,0.22,0.18,0.2,0.2,0.21,0.18,0.18,0.18,0.18,0.2,0.19,0.17,0.18,0.21,0.16,0.19,0.18,0.17,0.19,0.19,0.0,0.18,0.18,0.16,0.17,0.17,0.17,0.18,0.16,0.16,0.15,0.16,0.17,0.18,0.16,0.16,0.16,0.18,0.15,0.17,0.15,0.17,0.17,0.18,0.16,0.17,0.16,0.16,0.17,0.15,0.17,0.15,0.16,0.17,0.15,0.18,0.17,0.17,0.15,0.15,0.16,0.15,0.17,0.16,0.17,0.15,0.16,0.15,0.15,0.16,0.15,0.16,0.13,0.16,0.14,0.14,0.16,0.15,0.15,0.14,0.14,0.16,0.16,0.14,0.16,0.14,0.16,0.13,0.14,0.14,0.16,0.15,0.13,0.14,0.14,0.14,0.0,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.13,0.15,0.13,0.15,0.0,0.14,0.13,0.13,0.14,0.13,0.13,0.14,0.15,0.14,0.13,0.13,0.14,0.14,0.12,0.14,0.17,0.13,0.14,0.15,0.0,0.13,0.13,0.14,0.0,0.13,0.13,0.13,0.15,0.14,0.13,0.13,0.13,0.16,0.12,0.0,0.13,0.12,0.0,0.0,0.13,0.12,0.12,0.12,0.12,0.13,0.0,0.13,0.0,0.0,0.12,0.0,0.13,0.13,0.0,0.13,0.13,0.14,0.0,0.13,0.13,0.0,0.13,0.0,0.15,0.12,0.13,0.13,0.13,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.480000000000004
07/28/2021,0.46,0.46,0.55,0.34,0.4,0.34,0.28,0.29,0.25,0.27,0.26,0.31,0.26,0.28,0.28,0.23,0.27,0.28,0.26,0.24,0.24,0.21,0.23,0.22,0.22,0.23,0.2,0.22,0.23,0.23,0.21,0.22,0.19,0.2,0.19,0.22,0.18,0.2,0.2,0.21,0.18,0.18,0.18,0.18,0.2,0.19,0.17,0.18,0.21,0.16,0.19,0.18,0.17,0.19,0.19,0.0,0.18,0.18,0.16,0.17,0.17,0.17,0.18,0.16,0.16,0.15,0.16,0.17,0.18,0.16,0.16,0.16,0.18,0.15,0.17,0.15,0.17,0.17,0.18,0.16,0.17,0.16,0.16,0.17,0.15,0.17,0.15,0.16,0.17,0.15,0.18,0.17,0.17,0.15,0.15,0.16,0.15,0.17,0.16,0.17,0.15,0.16,0.15,0.15,0.16,0.15,0.16,0.13,0.16,0.14,0.14,0.16,0.15,0.15,0.14,0.14,0.16,0.16,0.14,0.16,0.14,0.16,0.13,0.14,0.14,0.16,0.15,0.13,0.14,0.14,0.14,0.0,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.13,0.15,0.13,0.15,0.0,0.14,0.13,0.13,0.14,0.13,0.13,0.14,0.15,0.14,0.13,0.13,0.14,0.14,0.12,0.14,0.17,0.13,0.14,0.15,0.0,0.13,0.13,0.14,0.0,0.13,0.13,0.13,0.15,0.14,0.13,0.13,0.13,0.16,0.12,0.0,0.13,0.12,0.0,0.0,0.13,0.12,0.12,0.12,0.12,0.13,0.0,0.13,0.0,0.0,0.12,0.0,0.13,0.13,0.0,0.13,0.13,0.14,0.0,0.13,0.13,0.0,0.13,0.0,0.15,0.12,0.13,0.13,0.13,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.480000000000004
