,MSFT,AAPL,JNJ,VZ,PG,PFE,JPM,HD,MRK,CSCO,AVGO,PEP,INTC,BAC,UNH,CMCSA,BMY,AMGN,MCD,TXN,C,ABT,MMM,MDT,NEE,QCOM,UPS,WMT,RTX,DUK,UNP,LLY,LMT,HON,ACN,BLK,ORCL,TFC,V,SBUX,LIN,USB,MS,CAT,PNC,LOW,MDLZ,NKE,GS,KMB,ADP,MA,CL,AEP,COST,EXC,TGT,CB,SRE,MET,APD,ITW,ETN,CME,EMR,AXP,ANTM,GD,SCHW,TROW,ADI,PEG,EIX,ED,ALL,FIS,BDX,BK,MMC,NOC,XEL,WM,SYK,CSX,LHX,TRV,WEC,ES,ICE,SPGI,AFL,IFF,IP,XTSLA,CMI,LRCX,ETR,ADM,INTU,GLW,STT,APH,DTE,TEL,VFC,FAST,BBY,DHR,YUM,OMC,NTRS,TT,HPE,CLX,K,CAH,KLAC,KR,RF,AEE,SHW,CMS,TSN,AMP,STZ,DFS,ROK,EL,ZTS,MSI,ECL,GPC,HIG,EVRG,HSY,BAX,PPG,SYF,SWK,AON,AWK,PCAR,DG,MCO,NUE,OTIS,AES,NTAP,XLNX,MCHP,SJM,RSG,SWKS,LNT,FNF,AJG,HUM,CINF,PNW,ATVI,WU,HAS,DGX,MKC,NI,EMN,USD,WHR,ATO,MSCI,BR,HRL,LNC,GWW,CTAS,DOV,CE,RMD,RE,CDW,MAS,SNA,ROP,TSCO,CHD,ABC,CHRW,ALLY,UGI,DHI,MCK,A,NDAQ,WTRG,HUBB,VMC,STLD,RJF,SON,ALB,BAH,FAF,SNV,WSM,RPM,LEG,600340.SS,XYL,EXPD,ZION,DPZ,AVY,RHI,n/a,RGA,DTM,PB,HII,CFR,KO,COP,NSC,SYY,HPQ,FITB,KEY,PFG,MTB,PH,IPG,WLTW,CTRA,CMA,BEN,FHN,BLL,WSO,ORI,SUM
08/31/2021,3.38,3.25,2.82,2.57,2.74,3.08,2.7,2.26,2.05,2.07,1.9,1.81,1.62,1.66,1.49,1.46,1.35,1.14,1.19,1.16,1.2,1.1,1.0,1.03,1.05,0.97,0.85,0.97,0.9,0.93,0.87,0.94,0.73,0.79,0.8,0.78,0.76,0.73,0.66,0.66,0.73,0.68,0.72,0.62,0.6,0.57,0.53,0.54,0.57,0.49,0.51,0.46,0.43,0.47,0.5,0.48,0.44,0.47,0.4,0.42,0.36,0.39,0.42,0.36,0.39,0.35,0.32,0.35,0.34,0.34,0.31,0.33,0.31,0.32,0.31,0.26,0.3,0.34,0.33,0.29,0.29,0.3,0.27,0.26,0.27,0.27,0.26,0.27,0.24,0.26,0.26,0.24,0.23,0.17,0.23,0.22,0.24,0.22,0.24,0.21,0.25,0.24,0.22,0.23,0.19,0.21,0.2,0.21,0.2,0.16,0.18,0.19,0.19,0.16,0.17,0.15,0.18,0.2,0.17,0.17,0.18,0.16,0.16,0.17,0.14,0.18,0.17,0.17,0.17,0.17,0.15,0.14,0.16,0.16,0.14,0.13,0.14,0.15,0.13,0.16,0.15,0.13,0.14,0.14,0.16,0.13,0.12,0.14,0.14,0.14,0.11,0.12,0.11,0.13,0.13,0.12,0.1,0.12,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.17,0.1,0.09,0.11,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.75
09/01/2021,3.38,3.25,2.82,2.57,2.74,3.08,2.7,2.26,2.05,2.07,1.9,1.81,1.62,1.66,1.49,1.46,1.35,1.14,1.19,1.16,1.2,1.1,1.0,1.03,1.05,0.97,0.85,0.97,0.9,0.93,0.87,0.94,0.73,0.79,0.8,0.78,0.76,0.73,0.66,0.66,0.73,0.68,0.72,0.62,0.6,0.57,0.53,0.54,0.57,0.49,0.51,0.46,0.43,0.47,0.5,0.48,0.44,0.47,0.4,0.42,0.36,0.39,0.42,0.36,0.39,0.35,0.32,0.35,0.34,0.34,0.31,0.33,0.31,0.32,0.31,0.26,0.3,0.34,0.33,0.29,0.29,0.3,0.27,0.26,0.27,0.27,0.26,0.27,0.24,0.26,0.26,0.24,0.23,0.17,0.23,0.22,0.24,0.22,0.24,0.21,0.25,0.24,0.22,0.23,0.19,0.21,0.2,0.21,0.2,0.16,0.18,0.19,0.19,0.16,0.17,0.15,0.18,0.2,0.17,0.17,0.18,0.16,0.16,0.17,0.14,0.18,0.17,0.17,0.17,0.17,0.15,0.14,0.16,0.16,0.14,0.13,0.14,0.15,0.13,0.16,0.15,0.13,0.14,0.14,0.16,0.13,0.12,0.14,0.14,0.14,0.11,0.12,0.11,0.13,0.13,0.12,0.1,0.12,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.17,0.1,0.09,0.11,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.75
09/02/2021,3.43,3.34,2.83,2.57,2.75,3.09,2.65,2.29,2.05,2.07,1.91,1.82,1.62,1.63,1.49,1.47,1.36,1.15,1.19,1.17,1.18,1.11,1.0,1.03,1.06,0.98,0.86,0.98,0.89,0.93,0.86,0.95,0.73,0.8,0.81,0.77,0.76,0.71,0.65,0.66,0.73,0.67,0.71,0.61,0.59,0.57,0.53,0.54,0.56,0.49,0.51,0.45,0.43,0.47,0.51,0.48,0.44,0.47,0.4,0.42,0.36,0.4,0.43,0.36,0.39,0.34,0.32,0.35,0.33,0.34,0.31,0.33,0.31,0.32,0.3,0.26,0.3,0.33,0.33,0.29,0.3,0.3,0.27,0.26,0.27,0.27,0.26,0.28,0.24,0.26,0.26,0.24,0.23,0.17,0.22,0.22,0.23,0.22,0.24,0.21,0.24,0.24,0.22,0.23,0.19,0.21,0.2,0.22,0.2,0.16,0.18,0.19,0.19,0.16,0.17,0.15,0.18,0.2,0.17,0.18,0.18,0.16,0.16,0.17,0.14,0.17,0.18,0.17,0.17,0.17,0.15,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.16,0.15,0.13,0.14,0.14,0.16,0.13,0.12,0.14,0.14,0.14,0.11,0.12,0.11,0.13,0.13,0.12,0.1,0.12,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.18,0.1,0.09,0.11,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.87
09/03/2021,3.41,3.32,2.83,2.58,2.74,3.05,2.65,2.28,2.05,2.07,1.91,1.83,1.62,1.63,1.48,1.49,1.36,1.16,1.19,1.16,1.19,1.12,1.0,1.03,1.06,0.99,0.86,0.98,0.9,0.93,0.85,0.94,0.72,0.8,0.81,0.77,0.76,0.72,0.65,0.68,0.73,0.67,0.72,0.61,0.59,0.57,0.53,0.53,0.56,0.5,0.51,0.45,0.44,0.47,0.51,0.48,0.44,0.47,0.4,0.42,0.36,0.4,0.42,0.37,0.4,0.34,0.33,0.35,0.33,0.34,0.3,0.33,0.31,0.32,0.3,0.26,0.3,0.33,0.33,0.29,0.3,0.3,0.27,0.26,0.27,0.27,0.26,0.28,0.24,0.26,0.26,0.24,0.23,0.17,0.22,0.21,0.24,0.22,0.24,0.21,0.24,0.24,0.22,0.22,0.19,0.21,0.2,0.22,0.2,0.16,0.18,0.19,0.19,0.16,0.17,0.16,0.18,0.2,0.17,0.17,0.18,0.16,0.16,0.17,0.14,0.17,0.18,0.17,0.17,0.17,0.15,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.16,0.15,0.13,0.14,0.14,0.16,0.13,0.11,0.14,0.14,0.14,0.11,0.12,0.11,0.13,0.13,0.12,0.1,0.12,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.19,0.1,0.09,0.11,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.07,0.08,0.07,0.08,0.08,0.08,0.09,0.09,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.85
09/06/2021,3.39,3.34,2.84,2.59,2.76,3.08,2.64,2.28,2.06,2.07,1.88,1.83,1.6,1.6,1.5,1.51,1.34,1.16,1.2,1.15,1.17,1.13,0.99,1.03,1.09,0.97,0.87,0.98,0.89,0.94,0.85,0.94,0.71,0.79,0.81,0.77,0.76,0.71,0.63,0.67,0.73,0.66,0.72,0.61,0.59,0.57,0.52,0.52,0.56,0.5,0.5,0.44,0.44,0.48,0.51,0.49,0.43,0.46,0.4,0.41,0.36,0.39,0.42,0.36,0.39,0.33,0.33,0.35,0.32,0.34,0.3,0.33,0.31,0.32,0.3,0.26,0.3,0.32,0.33,0.29,0.3,0.3,0.27,0.26,0.27,0.27,0.27,0.28,0.24,0.26,0.25,0.24,0.23,0.2,0.22,0.21,0.24,0.22,0.23,0.21,0.24,0.24,0.22,0.22,0.18,0.21,0.2,0.22,0.2,0.16,0.18,0.19,0.19,0.16,0.17,0.16,0.18,0.2,0.16,0.18,0.18,0.17,0.16,0.17,0.14,0.16,0.18,0.17,0.17,0.17,0.15,0.14,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.16,0.16,0.13,0.14,0.14,0.16,0.13,0.12,0.14,0.14,0.14,0.11,0.12,0.11,0.13,0.13,0.12,0.11,0.11,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.21,0.1,0.09,0.11,0.09,0.07,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.08,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.77
09/07/2021,3.39,3.37,2.85,2.6,2.76,3.09,2.63,2.31,2.07,2.07,1.9,1.83,1.6,1.6,1.5,1.51,1.33,1.16,1.2,1.15,1.17,1.14,0.99,1.03,1.08,0.97,0.87,0.99,0.88,0.93,0.84,0.94,0.71,0.78,0.82,0.76,0.76,0.71,0.64,0.67,0.72,0.66,0.71,0.61,0.59,0.57,0.52,0.52,0.56,0.51,0.5,0.44,0.43,0.47,0.51,0.48,0.43,0.46,0.4,0.41,0.36,0.39,0.41,0.35,0.39,0.33,0.33,0.35,0.32,0.33,0.3,0.33,0.31,0.32,0.3,0.25,0.31,0.32,0.33,0.29,0.3,0.3,0.27,0.25,0.27,0.27,0.27,0.28,0.24,0.26,0.25,0.24,0.23,0.21,0.22,0.22,0.24,0.22,0.23,0.21,0.24,0.24,0.22,0.22,0.19,0.21,0.19,0.22,0.2,0.16,0.17,0.19,0.19,0.16,0.17,0.16,0.18,0.2,0.16,0.17,0.18,0.17,0.16,0.17,0.14,0.16,0.17,0.17,0.17,0.17,0.15,0.14,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.17,0.16,0.13,0.14,0.14,0.16,0.13,0.12,0.14,0.14,0.14,0.11,0.12,0.11,0.13,0.13,0.12,0.11,0.11,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.2,0.1,0.09,0.11,0.09,0.07,0.09,0.08,0.09,0.1,0.09,0.1,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.09,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.73
09/08/2021,3.39,3.37,2.85,2.6,2.76,3.09,2.63,2.31,2.07,2.07,1.9,1.83,1.6,1.6,1.5,1.51,1.33,1.16,1.2,1.15,1.17,1.14,0.99,1.03,1.08,0.97,0.87,0.99,0.88,0.93,0.84,0.94,0.71,0.78,0.82,0.76,0.76,0.71,0.64,0.67,0.72,0.66,0.71,0.61,0.59,0.57,0.52,0.52,0.56,0.51,0.5,0.44,0.43,0.47,0.51,0.48,0.43,0.46,0.4,0.41,0.36,0.39,0.41,0.35,0.39,0.33,0.33,0.35,0.32,0.33,0.3,0.33,0.31,0.32,0.3,0.25,0.31,0.32,0.33,0.29,0.3,0.3,0.27,0.25,0.27,0.27,0.27,0.28,0.24,0.26,0.25,0.24,0.23,0.21,0.22,0.22,0.24,0.22,0.23,0.21,0.24,0.24,0.22,0.22,0.19,0.21,0.19,0.22,0.2,0.16,0.17,0.19,0.19,0.16,0.17,0.16,0.18,0.2,0.16,0.17,0.18,0.17,0.16,0.17,0.14,0.16,0.17,0.17,0.17,0.17,0.15,0.14,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.17,0.16,0.13,0.14,0.14,0.16,0.13,0.12,0.14,0.14,0.14,0.11,0.12,0.11,0.13,0.13,0.12,0.11,0.11,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.2,0.1,0.09,0.11,0.09,0.07,0.09,0.08,0.09,0.1,0.09,0.1,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.09,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.73
09/09/2021,3.4,3.37,2.85,2.6,2.77,3.1,2.64,2.31,2.08,2.08,1.91,1.83,1.6,1.6,1.51,1.52,1.33,1.16,1.2,1.16,1.17,1.14,0.99,1.03,1.08,0.97,0.87,0.99,0.88,0.94,0.84,0.94,0.71,0.78,0.82,0.76,0.76,0.71,0.64,0.67,0.72,0.66,0.71,0.61,0.59,0.57,0.53,0.52,0.56,0.51,0.5,0.44,0.44,0.48,0.52,0.49,0.43,0.47,0.4,0.41,0.36,0.39,0.42,0.35,0.39,0.33,0.33,0.35,0.32,0.33,0.3,0.33,0.31,0.32,0.3,0.25,0.31,0.32,0.33,0.29,0.3,0.3,0.27,0.25,0.27,0.27,0.27,0.28,0.25,0.26,0.25,0.24,0.23,0.21,0.22,0.22,0.24,0.22,0.24,0.21,0.24,0.24,0.22,0.22,0.19,0.21,0.19,0.22,0.2,0.16,0.17,0.19,0.19,0.16,0.18,0.16,0.18,0.2,0.16,0.17,0.18,0.17,0.16,0.17,0.14,0.16,0.17,0.17,0.17,0.17,0.15,0.14,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.17,0.16,0.13,0.14,0.14,0.16,0.13,0.12,0.14,0.14,0.14,0.11,0.12,0.11,0.13,0.13,0.12,0.11,0.11,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.2,0.1,0.09,0.11,0.09,0.07,0.09,0.08,0.09,0.1,0.09,0.1,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.09,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.95
09/10/2021,3.41,3.45,2.83,2.59,2.78,3.11,2.65,2.32,2.06,2.07,1.92,1.82,1.62,1.63,1.51,1.49,1.33,1.14,1.2,1.16,1.18,1.14,0.96,1.04,1.08,0.97,0.87,0.98,0.88,0.92,0.84,0.93,0.7,0.77,0.82,0.76,0.76,0.71,0.64,0.67,0.73,0.66,0.72,0.61,0.6,0.58,0.51,0.53,0.56,0.51,0.5,0.45,0.43,0.47,0.52,0.49,0.43,0.46,0.4,0.41,0.36,0.38,0.41,0.35,0.39,0.33,0.33,0.35,0.32,0.33,0.3,0.32,0.32,0.31,0.3,0.26,0.31,0.32,0.33,0.29,0.29,0.3,0.28,0.25,0.27,0.27,0.26,0.27,0.24,0.26,0.25,0.24,0.23,0.26,0.22,0.21,0.24,0.22,0.24,0.21,0.24,0.24,0.22,0.22,0.18,0.2,0.19,0.22,0.2,0.16,0.17,0.18,0.18,0.16,0.17,0.16,0.18,0.2,0.16,0.17,0.18,0.16,0.16,0.17,0.14,0.16,0.17,0.17,0.17,0.17,0.16,0.13,0.16,0.16,0.14,0.15,0.13,0.14,0.12,0.17,0.16,0.13,0.14,0.14,0.16,0.13,0.12,0.14,0.14,0.14,0.11,0.12,0.11,0.13,0.13,0.12,0.11,0.11,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.16,0.1,0.09,0.11,0.09,0.07,0.09,0.08,0.09,0.1,0.09,0.1,0.07,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.09,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.81
09/13/2021,3.4,3.41,2.78,2.59,2.8,3.08,2.67,2.35,2.01,2.08,1.92,1.84,1.62,1.62,1.5,1.48,1.31,1.12,1.21,1.16,1.18,1.15,0.96,1.04,1.1,0.96,0.85,0.98,0.89,0.94,0.83,0.88,0.71,0.78,0.83,0.76,0.77,0.71,0.65,0.69,0.73,0.66,0.72,0.6,0.6,0.57,0.52,0.53,0.56,0.5,0.5,0.46,0.44,0.48,0.52,0.5,0.44,0.47,0.41,0.42,0.37,0.38,0.41,0.35,0.38,0.33,0.33,0.36,0.33,0.34,0.32,0.33,0.32,0.32,0.3,0.26,0.32,0.32,0.34,0.29,0.3,0.3,0.28,0.25,0.27,0.27,0.27,0.28,0.24,0.27,0.25,0.24,0.23,0.26,0.22,0.21,0.24,0.22,0.24,0.2,0.23,0.23,0.22,0.22,0.18,0.2,0.19,0.22,0.2,0.16,0.17,0.18,0.18,0.16,0.18,0.16,0.19,0.2,0.16,0.18,0.18,0.17,0.16,0.17,0.14,0.16,0.17,0.17,0.17,0.17,0.16,0.13,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.17,0.16,0.13,0.14,0.14,0.16,0.13,0.12,0.15,0.14,0.14,0.11,0.12,0.11,0.13,0.13,0.12,0.11,0.11,0.1,0.09,0.1,0.11,0.13,0.1,0.1,0.1,0.0,0.1,0.09,0.11,0.09,0.07,0.09,0.08,0.09,0.1,0.09,0.1,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.09,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.88
09/14/2021,3.4,3.32,2.78,2.6,2.82,3.07,2.65,2.37,2.01,2.06,1.95,1.85,1.64,1.6,1.47,1.49,1.31,1.12,1.23,1.18,1.17,1.16,0.96,1.03,1.09,0.98,0.87,0.99,0.89,0.93,0.83,0.88,0.71,0.78,0.83,0.76,0.78,0.71,0.65,0.7,0.73,0.66,0.72,0.61,0.6,0.58,0.52,0.53,0.56,0.5,0.5,0.45,0.44,0.48,0.53,0.5,0.44,0.47,0.41,0.42,0.37,0.38,0.41,0.35,0.38,0.34,0.32,0.36,0.33,0.34,0.32,0.32,0.32,0.32,0.3,0.25,0.32,0.32,0.34,0.29,0.3,0.31,0.27,0.25,0.28,0.27,0.27,0.27,0.24,0.27,0.25,0.24,0.23,0.15,0.22,0.22,0.24,0.22,0.24,0.21,0.23,0.24,0.22,0.22,0.18,0.2,0.19,0.23,0.2,0.16,0.17,0.18,0.18,0.17,0.18,0.16,0.19,0.19,0.16,0.18,0.18,0.16,0.16,0.17,0.14,0.16,0.17,0.17,0.17,0.17,0.16,0.13,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.17,0.16,0.13,0.14,0.14,0.16,0.14,0.12,0.15,0.14,0.14,0.11,0.13,0.11,0.13,0.13,0.12,0.11,0.11,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.14,0.1,0.09,0.11,0.09,0.07,0.09,0.08,0.09,0.1,0.09,0.1,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.09,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.91
09/15/2021,3.4,3.32,2.78,2.6,2.82,3.07,2.65,2.37,2.01,2.06,1.95,1.85,1.64,1.6,1.47,1.49,1.31,1.12,1.23,1.18,1.17,1.16,0.96,1.03,1.09,0.98,0.87,0.99,0.89,0.93,0.83,0.88,0.71,0.78,0.83,0.76,0.78,0.71,0.65,0.7,0.73,0.66,0.72,0.61,0.6,0.58,0.52,0.53,0.56,0.5,0.5,0.45,0.44,0.48,0.53,0.5,0.44,0.47,0.41,0.42,0.37,0.38,0.41,0.35,0.38,0.34,0.32,0.36,0.33,0.34,0.32,0.32,0.32,0.32,0.3,0.25,0.32,0.32,0.34,0.29,0.3,0.31,0.27,0.25,0.28,0.27,0.27,0.27,0.24,0.27,0.25,0.24,0.23,0.15,0.22,0.22,0.24,0.22,0.24,0.21,0.23,0.24,0.22,0.22,0.18,0.2,0.19,0.23,0.2,0.16,0.17,0.18,0.18,0.17,0.18,0.16,0.19,0.19,0.16,0.18,0.18,0.16,0.16,0.17,0.14,0.16,0.17,0.17,0.17,0.17,0.16,0.13,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.17,0.16,0.13,0.14,0.14,0.16,0.14,0.12,0.15,0.14,0.14,0.11,0.13,0.11,0.13,0.13,0.12,0.11,0.11,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.14,0.1,0.09,0.11,0.09,0.07,0.09,0.08,0.09,0.1,0.09,0.1,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.09,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.91
09/16/2021,3.41,3.32,2.75,2.61,2.84,2.99,2.69,2.38,2.0,2.06,1.94,1.85,1.67,1.63,1.5,1.5,1.3,1.13,1.23,1.2,1.18,1.14,0.96,1.01,1.08,0.98,0.87,0.98,0.9,0.92,0.82,0.87,0.71,0.78,0.83,0.76,0.77,0.72,0.64,0.7,0.74,0.67,0.73,0.61,0.61,0.58,0.52,0.52,0.57,0.51,0.49,0.45,0.44,0.47,0.52,0.5,0.44,0.47,0.41,0.42,0.37,0.38,0.4,0.35,0.38,0.34,0.32,0.35,0.33,0.34,0.32,0.32,0.32,0.32,0.3,0.26,0.31,0.32,0.34,0.28,0.29,0.31,0.27,0.25,0.27,0.27,0.26,0.27,0.24,0.27,0.25,0.24,0.23,0.15,0.23,0.22,0.25,0.23,0.24,0.21,0.23,0.24,0.22,0.22,0.18,0.2,0.19,0.22,0.2,0.16,0.17,0.18,0.18,0.17,0.18,0.16,0.19,0.19,0.17,0.17,0.18,0.16,0.16,0.17,0.14,0.17,0.17,0.17,0.17,0.17,0.16,0.13,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.17,0.16,0.13,0.13,0.14,0.15,0.13,0.12,0.15,0.14,0.15,0.11,0.13,0.11,0.13,0.13,0.12,0.11,0.11,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.14,0.1,0.09,0.11,0.09,0.07,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.86
