,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,PG,MDT,JPM,V,HD,PYPL,MA,ISRG,KO,DIS,CVS,BAC,ADBE,ANTM,COST,XOM,ZTS,CMCSA,SYK,GILD,NFLX,CI,VZ,CRM,INTC,CSCO,UPS,NKE,CVX,T,AVGO,UNP,ACN,EW,TXN,WFC,MCD,BSX,QCOM,CAT,IDXX,MMM,NEE,DE,ORCL,LIN,MS,LOW,IQV,INTU,C,SBUX,MO,TGT,BLK,AMAT,AMT,ALGN,GS,AMD,IBM,DXCM,NOW,ALXN,BAX,AXP,EL,SCHW,CSX,CHTR,RMD,NSC,PLD,SPGI,MU,ZBH,CCI,MTD,LRCX,FDX,TMUS,BKNG,TJX,ITW,COP,FIS,MCK,PNC,ADP,CB,ETN,ATVI,DUK,TFC,GM,USB,CME,LH,ROP,EMR,WST,EQIX,MMC,WM,SHW,ICE,ADSK,APD,MCO,D,SO,CERN,ADI,COF,KMB,F,GPN,FISV,PGR,TT,JCI,WAT,AON,STE,NEM,PH,SYY,STZ,DG,ECL,CARR,TWTR,INFO,FCX,NXPI,CMI,TFX,GIS,EOG,KLAC,TDG,DGX,HOLX,TROW,EBAY,MNST,ADM,MET,PSA,OTIS,WBA,MSCI,DOW,ROST,TEL,CAH,PRU,AIG,CASH,DLR,ROK,KR,DD,APH,PCAR,FAST,SWK,SLB,EA,EXC,ABC,CTAS,AEP,SNPS,ALL,APTV,BK,MSI,CMG,SRE,XLNX,FTNT,DFS,SBAC,AME,HPQ,CPRT,PSX,MPC,TRV,SPG,YUM,VRSK,CDNS,PPG,INCY,MAR,WELL,CTSH,LUV,PAYX,EFX,HLT,RSG,n/a,ABMD,IFF,NUE,ODFL,MCHP,MRNA,CL,ORLY,KHC,XRAY,DAL,GNRC,TSN,PXD,SIVB,FRC,AZO,O,STT,ETSY,HUM,XEL,MKC,AVB,CBRE,CLX,AFL,DOV,AJG,CTVA,ANET,ANSS,AMP,AWK,DLTR,ARE,ALB,ED,BLL,DVN,CDW,CAG,AEE,BF.B,DVA,CMS,KMX,DRI,BBY,BKR,BR,CFG,AKAM,AMCR,BXP,CHRW,FANG,AVY,BBWI WI,CINF,CE,DPZ,AES,CF,CCL,CPB,LNT,ALLE,CNP,AAL,CBOE,CTXS,BRO,CTRA,ATO,AAP,BWA,ALK,CDAY,CMA,APA,AIZ,DISH,DISCK,DISCA,SUM
07/09/2021,6.07,5.7,4.35,2.29,2.05,2.0,1.42,1.4,1.39,1.39,1.34,1.25,1.09,0.93,0.93,0.89,0.88,0.87,0.85,0.84,0.81,0.77,0.74,0.73,0.72,0.72,0.71,0.68,0.67,0.64,0.63,0.62,0.62,0.61,0.6,0.58,0.58,0.56,0.55,0.54,0.54,0.52,0.51,0.5,0.5,0.49,0.48,0.44,0.43,0.43,0.43,0.41,0.41,0.4,0.4,0.37,0.37,0.37,0.37,0.37,0.36,0.35,0.35,0.35,0.34,0.34,0.33,0.33,0.33,0.33,0.32,0.31,0.31,0.31,0.31,0.3,0.3,0.28,0.28,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.60999999999999
07/12/2021,6.16,5.73,4.44,2.25,2.04,2.0,1.41,1.35,1.39,1.41,1.36,1.24,1.09,0.93,0.94,0.88,0.89,0.88,0.85,0.83,0.79,0.78,0.74,0.75,0.71,0.73,0.72,0.68,0.67,0.63,0.62,0.62,0.61,0.6,0.6,0.58,0.58,0.56,0.54,0.54,0.53,0.53,0.52,0.49,0.48,0.49,0.48,0.44,0.43,0.44,0.43,0.42,0.4,0.41,0.4,0.36,0.37,0.37,0.38,0.37,0.37,0.35,0.35,0.34,0.34,0.35,0.34,0.32,0.31,0.33,0.33,0.31,0.31,0.31,0.31,0.29,0.29,0.27,0.29,0.28,0.25,0.26,0.26,0.25,0.25,0.26,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.22,0.22,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.21,0.21,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.16,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.0,0.0,0.14,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.66000000000001
07/13/2021,6.16,5.73,4.44,2.25,2.04,2.0,1.41,1.35,1.39,1.41,1.36,1.24,1.09,0.93,0.94,0.88,0.89,0.88,0.85,0.83,0.79,0.78,0.74,0.75,0.71,0.73,0.72,0.68,0.67,0.63,0.62,0.62,0.61,0.6,0.6,0.58,0.58,0.56,0.54,0.54,0.53,0.53,0.52,0.49,0.48,0.49,0.48,0.44,0.43,0.44,0.43,0.42,0.4,0.41,0.4,0.36,0.37,0.37,0.38,0.37,0.37,0.35,0.35,0.34,0.34,0.35,0.34,0.32,0.31,0.33,0.33,0.31,0.31,0.31,0.31,0.29,0.29,0.27,0.29,0.28,0.25,0.26,0.26,0.25,0.25,0.26,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.22,0.22,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.21,0.21,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.16,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.0,0.0,0.14,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.66000000000001
07/14/2021,6.17,5.67,4.37,2.26,2.03,1.98,1.43,1.34,1.38,1.39,1.35,1.26,1.08,0.93,0.94,0.87,0.88,0.87,0.86,0.83,0.8,0.77,0.74,0.75,0.71,0.73,0.71,0.67,0.66,0.63,0.62,0.62,0.6,0.6,0.6,0.58,0.58,0.56,0.54,0.54,0.53,0.53,0.51,0.49,0.5,0.49,0.48,0.44,0.44,0.44,0.43,0.41,0.41,0.42,0.4,0.37,0.37,0.37,0.37,0.37,0.37,0.35,0.35,0.35,0.34,0.34,0.34,0.33,0.31,0.33,0.32,0.31,0.31,0.31,0.31,0.29,0.29,0.28,0.28,0.27,0.25,0.27,0.26,0.25,0.25,0.26,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.21,0.21,0.2,0.21,0.21,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.18,0.18,0.18,0.18,0.16,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.0,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.47999999999999
07/15/2021,6.12,5.64,4.35,2.27,2.04,1.99,1.42,1.37,1.43,1.39,1.34,1.28,1.08,0.92,0.95,0.88,0.88,0.87,0.89,0.84,0.81,0.76,0.75,0.74,0.71,0.73,0.71,0.67,0.66,0.63,0.62,0.61,0.6,0.61,0.59,0.58,0.58,0.56,0.54,0.55,0.52,0.52,0.51,0.49,0.5,0.49,0.47,0.44,0.44,0.43,0.43,0.41,0.41,0.41,0.4,0.38,0.37,0.36,0.37,0.37,0.37,0.35,0.35,0.35,0.34,0.35,0.35,0.34,0.31,0.33,0.33,0.3,0.31,0.31,0.32,0.3,0.3,0.28,0.27,0.27,0.25,0.27,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.21,0.21,0.2,0.21,0.21,0.22,0.22,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.18,0.19,0.18,0.16,0.16,0.17,0.17,0.17,0.17,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.12,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.54
07/16/2021,6.19,5.73,4.32,2.27,2.06,2.01,1.42,1.36,1.4,1.39,1.34,1.26,1.1,0.91,0.95,0.9,0.88,0.88,0.89,0.84,0.8,0.77,0.76,0.74,0.71,0.73,0.7,0.66,0.66,0.64,0.63,0.62,0.6,0.61,0.6,0.58,0.58,0.56,0.53,0.55,0.52,0.52,0.51,0.49,0.49,0.49,0.47,0.44,0.43,0.43,0.43,0.41,0.41,0.41,0.4,0.38,0.36,0.36,0.38,0.37,0.37,0.35,0.35,0.35,0.34,0.34,0.35,0.33,0.31,0.33,0.33,0.3,0.31,0.31,0.31,0.3,0.3,0.28,0.27,0.27,0.25,0.27,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.21,0.21,0.2,0.21,0.21,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.18,0.18,0.19,0.18,0.16,0.16,0.18,0.17,0.17,0.17,0.17,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.60000000000001
07/19/2021,6.33,5.75,4.28,2.23,2.06,2.01,1.43,1.27,1.37,1.42,1.32,1.26,1.13,0.93,0.93,0.92,0.88,0.91,0.89,0.84,0.78,0.77,0.76,0.75,0.69,0.74,0.71,0.65,0.67,0.64,0.63,0.62,0.59,0.6,0.6,0.58,0.58,0.55,0.54,0.54,0.52,0.53,0.51,0.49,0.51,0.49,0.46,0.44,0.43,0.43,0.44,0.42,0.4,0.41,0.4,0.38,0.37,0.36,0.37,0.37,0.37,0.36,0.36,0.34,0.33,0.35,0.34,0.33,0.3,0.33,0.32,0.3,0.3,0.31,0.32,0.3,0.3,0.28,0.27,0.27,0.25,0.27,0.26,0.25,0.24,0.26,0.25,0.25,0.25,0.24,0.24,0.24,0.25,0.22,0.24,0.22,0.22,0.23,0.22,0.21,0.2,0.22,0.21,0.21,0.22,0.21,0.2,0.2,0.2,0.2,0.21,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.19,0.18,0.17,0.18,0.18,0.16,0.17,0.18,0.16,0.17,0.17,0.17,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.13,0.14,0.13,0.14,0.13,0.14,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.15,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71000000000001
07/20/2021,6.33,5.75,4.28,2.23,2.06,2.01,1.43,1.27,1.37,1.42,1.32,1.26,1.13,0.93,0.93,0.92,0.88,0.91,0.89,0.84,0.78,0.77,0.76,0.75,0.69,0.74,0.71,0.65,0.67,0.64,0.63,0.62,0.59,0.6,0.6,0.58,0.58,0.55,0.54,0.54,0.52,0.53,0.51,0.49,0.51,0.49,0.46,0.44,0.43,0.43,0.44,0.42,0.4,0.41,0.4,0.38,0.37,0.36,0.37,0.37,0.37,0.36,0.36,0.34,0.33,0.35,0.34,0.33,0.3,0.33,0.32,0.3,0.3,0.31,0.32,0.3,0.3,0.28,0.27,0.27,0.25,0.27,0.26,0.25,0.24,0.26,0.25,0.25,0.25,0.24,0.24,0.24,0.25,0.22,0.24,0.22,0.22,0.23,0.22,0.21,0.2,0.22,0.21,0.21,0.22,0.21,0.2,0.2,0.2,0.2,0.21,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.19,0.18,0.17,0.18,0.18,0.16,0.17,0.18,0.16,0.17,0.17,0.17,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.13,0.14,0.13,0.14,0.13,0.14,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.15,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71000000000001
07/21/2021,6.29,5.79,4.24,2.22,2.07,2.04,1.43,1.23,1.37,1.44,1.34,1.24,1.14,0.94,0.94,0.92,0.88,0.91,0.88,0.85,0.77,0.78,0.76,0.75,0.67,0.74,0.71,0.66,0.67,0.63,0.63,0.63,0.59,0.6,0.61,0.58,0.58,0.54,0.54,0.53,0.53,0.53,0.52,0.49,0.51,0.49,0.46,0.44,0.42,0.44,0.44,0.43,0.4,0.42,0.4,0.38,0.37,0.37,0.38,0.37,0.38,0.36,0.36,0.34,0.32,0.35,0.34,0.33,0.3,0.33,0.33,0.31,0.3,0.31,0.31,0.3,0.29,0.28,0.27,0.28,0.25,0.27,0.26,0.24,0.24,0.26,0.26,0.24,0.25,0.25,0.23,0.24,0.25,0.22,0.24,0.23,0.22,0.23,0.22,0.21,0.2,0.22,0.21,0.21,0.22,0.21,0.2,0.2,0.2,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.19,0.17,0.17,0.18,0.18,0.16,0.17,0.18,0.16,0.18,0.17,0.17,0.16,0.15,0.15,0.15,0.14,0.15,0.16,0.16,0.16,0.14,0.15,0.14,0.13,0.14,0.13,0.14,0.12,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.15,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.82000000000001
07/22/2021,6.22,5.81,4.28,2.23,2.07,2.03,1.42,1.29,1.39,1.47,1.33,1.22,1.12,0.94,0.95,0.88,0.88,0.92,0.86,0.85,0.76,0.79,0.75,0.77,0.66,0.75,0.71,0.65,0.68,0.64,0.62,0.63,0.6,0.6,0.61,0.59,0.58,0.53,0.54,0.54,0.52,0.53,0.51,0.49,0.5,0.49,0.46,0.45,0.42,0.45,0.44,0.43,0.4,0.43,0.4,0.37,0.37,0.36,0.38,0.36,0.37,0.36,0.36,0.34,0.33,0.36,0.34,0.32,0.31,0.33,0.33,0.31,0.31,0.31,0.3,0.3,0.29,0.28,0.28,0.29,0.25,0.28,0.26,0.24,0.24,0.26,0.26,0.24,0.26,0.24,0.23,0.23,0.25,0.21,0.23,0.23,0.21,0.23,0.21,0.21,0.2,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.19,0.17,0.17,0.18,0.19,0.15,0.16,0.18,0.16,0.18,0.17,0.17,0.16,0.15,0.15,0.15,0.14,0.15,0.16,0.15,0.16,0.15,0.16,0.14,0.13,0.14,0.13,0.15,0.12,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.11,0.11,0.15,0.12,0.12,0.13,0.0,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.78
