,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,PG,MDT,JPM,V,HD,PYPL,MA,ISRG,KO,DIS,CVS,BAC,ADBE,ANTM,COST,XOM,ZTS,CMCSA,SYK,GILD,NFLX,CI,VZ,CRM,INTC,CSCO,UPS,NKE,CVX,T,AVGO,UNP,ACN,EW,TXN,WFC,MCD,BSX,QCOM,CAT,IDXX,MMM,NEE,DE,ORCL,LIN,MS,LOW,IQV,INTU,C,SBUX,MO,TGT,BLK,AMAT,AMT,ALGN,GS,AMD,IBM,DXCM,NOW,ALXN,BAX,AXP,EL,SCHW,CSX,CHTR,RMD,NSC,PLD,SPGI,MU,ZBH,CCI,MTD,LRCX,FDX,TMUS,BKNG,TJX,ITW,COP,FIS,MCK,PNC,ADP,CB,ETN,ATVI,DUK,TFC,GM,USB,CME,LH,ROP,EMR,WST,EQIX,MMC,WM,SHW,ICE,ADSK,APD,MCO,D,SO,CERN,ADI,COF,KMB,F,GPN,FISV,PGR,TT,JCI,WAT,AON,STE,NEM,PH,SYY,STZ,DG,ECL,CARR,TWTR,INFO,FCX,NXPI,CMI,TFX,GIS,EOG,KLAC,TDG,DGX,HOLX,TROW,EBAY,MNST,ADM,MET,PSA,OTIS,WBA,MSCI,DOW,ROST,TEL,CAH,PRU,AIG,CASH,DLR,ROK,KR,DD,APH,PCAR,FAST,SWK,SLB,EA,EXC,ABC,CTAS,AEP,SNPS,ALL,APTV,BK,MSI,CMG,SRE,XLNX,FTNT,DFS,SBAC,AME,HPQ,CPRT,PSX,MPC,TRV,SPG,YUM,VRSK,CDNS,PPG,INCY,MAR,WELL,CTSH,LUV,PAYX,EFX,HLT,RSG,n/a,ABMD,IFF,NUE,ODFL,MCHP,MRNA,CL,ORLY,KHC,XRAY,DAL,GNRC,TSN,PXD,SIVB,FRC,AZO,O,STT,ETSY,HUM,XEL,MKC,AVB,CBRE,CLX,AFL,DOV,AJG,CTVA,ANET,ANSS,AMP,AWK,DLTR,ARE,ALB,ED,BLL,DVN,CDW,CAG,AEE,BF.B,DVA,CMS,KMX,DRI,BBY,BKR,BR,CFG,AKAM,AMCR,BXP,CHRW,FANG,AVY,BBWI WI,CINF,CE,DPZ,AES,CF,CCL,CPB,LNT,ALLE,CNP,AAL,CBOE,CTXS,BRO,CTRA,ATO,AAP,BWA,ALK,CDAY,CMA,APA,AIZ,DISH,DISCK,DISCA,SUM
08/26/2021,6.24,6.1,3.78,2.3,2.23,2.13,1.43,1.45,1.46,1.44,1.33,1.25,1.05,0.93,0.86,0.83,0.95,0.89,0.85,0.85,0.8,0.83,0.71,0.82,0.62,0.75,0.72,0.66,0.7,0.64,0.54,0.6,0.63,0.56,0.65,0.51,0.59,0.51,0.51,0.53,0.52,0.55,0.55,0.47,0.53,0.49,0.47,0.44,0.41,0.43,0.41,0.45,0.41,0.42,0.42,0.41,0.38,0.36,0.4,0.37,0.35,0.35,0.35,0.35,0.32,0.35,0.37,0.35,0.37,0.32,0.37,0.33,0.0,0.28,0.29,0.31,0.29,0.29,0.3,0.31,0.25,0.28,0.26,0.22,0.22,0.24,0.26,0.23,0.22,0.23,0.22,0.26,0.24,0.21,0.2,0.23,0.22,0.23,0.24,0.23,0.18,0.21,0.21,0.17,0.21,0.2,0.21,0.2,0.21,0.24,0.2,0.22,0.2,0.21,0.18,0.21,0.16,0.18,0.18,0.19,0.17,0.18,0.19,0.18,0.14,0.14,0.18,0.16,0.17,0.18,0.18,0.18,0.15,0.13,0.14,0.15,0.14,0.16,0.16,0.17,0.14,0.16,0.14,0.14,0.13,0.13,0.14,0.11,0.15,0.12,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.11,0.12,0.13,0.0,0.12,0.13,0.14,0.11,0.12,0.0,0.12,0.11,0.11,0.12,0.13,0.12,0.12,0.13,0.14,0.12,0.12,0.13,0.0,0.14,0.0,0.11,0.13,0.12,0.0,0.11,0.0,0.11,0.0,0.0,0.12,0.0,0.12,0.11,0.12,0.11,0.0,0.0,0.0,0.12,0.0,0.11,0.12,0.0,0.11,0.19,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.03
08/27/2021,6.22,6.04,3.81,2.31,2.25,2.14,1.42,1.43,1.46,1.43,1.37,1.25,1.04,0.92,0.86,0.83,0.95,0.88,0.85,0.84,0.81,0.82,0.7,0.81,0.63,0.74,0.71,0.67,0.69,0.64,0.55,0.59,0.62,0.56,0.65,0.51,0.59,0.51,0.5,0.53,0.51,0.55,0.56,0.47,0.53,0.48,0.48,0.44,0.42,0.43,0.41,0.45,0.42,0.42,0.41,0.41,0.37,0.37,0.4,0.38,0.35,0.35,0.34,0.35,0.32,0.34,0.38,0.35,0.36,0.32,0.38,0.33,0.0,0.28,0.29,0.31,0.3,0.28,0.29,0.3,0.24,0.27,0.26,0.22,0.23,0.24,0.26,0.23,0.22,0.23,0.23,0.26,0.24,0.21,0.2,0.23,0.22,0.22,0.23,0.23,0.18,0.21,0.21,0.18,0.21,0.2,0.21,0.19,0.21,0.24,0.2,0.22,0.2,0.2,0.18,0.21,0.16,0.17,0.18,0.19,0.17,0.17,0.19,0.17,0.14,0.14,0.18,0.16,0.17,0.18,0.18,0.18,0.15,0.13,0.14,0.15,0.14,0.16,0.15,0.17,0.13,0.16,0.15,0.14,0.13,0.13,0.13,0.11,0.15,0.12,0.13,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.14,0.0,0.12,0.13,0.0,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.13,0.12,0.12,0.12,0.14,0.12,0.12,0.13,0.0,0.14,0.0,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.0,0.11,0.12,0.0,0.12,0.11,0.12,0.11,0.0,0.11,0.0,0.12,0.11,0.0,0.0,0.0,0.11,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.79
08/30/2021,6.16,5.99,3.84,2.31,2.26,2.14,1.43,1.45,1.45,1.42,1.38,1.29,1.03,0.91,0.85,0.81,0.95,0.88,0.84,0.84,0.82,0.82,0.69,0.81,0.62,0.74,0.71,0.67,0.68,0.64,0.54,0.59,0.64,0.56,0.65,0.51,0.58,0.51,0.5,0.54,0.51,0.56,0.55,0.47,0.54,0.48,0.48,0.44,0.42,0.43,0.41,0.45,0.43,0.42,0.41,0.41,0.38,0.37,0.4,0.38,0.35,0.36,0.34,0.35,0.32,0.34,0.37,0.36,0.36,0.32,0.38,0.33,0.0,0.27,0.29,0.31,0.3,0.28,0.3,0.31,0.24,0.27,0.26,0.23,0.23,0.24,0.26,0.23,0.22,0.22,0.23,0.25,0.24,0.21,0.2,0.23,0.22,0.22,0.23,0.23,0.17,0.21,0.21,0.18,0.21,0.2,0.21,0.19,0.21,0.24,0.2,0.22,0.2,0.2,0.18,0.19,0.16,0.17,0.18,0.19,0.16,0.25,0.19,0.17,0.14,0.14,0.18,0.16,0.18,0.18,0.18,0.18,0.15,0.13,0.15,0.15,0.14,0.15,0.16,0.18,0.13,0.16,0.14,0.15,0.13,0.13,0.13,0.11,0.15,0.11,0.14,0.15,0.14,0.14,0.13,0.12,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.14,0.0,0.12,0.13,0.0,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.13,0.12,0.12,0.12,0.14,0.12,0.12,0.13,0.0,0.14,0.0,0.0,0.13,0.12,0.11,0.11,0.0,0.11,0.0,0.11,0.12,0.0,0.0,0.11,0.13,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.12,0.0,0.11,0.2,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.86
08/31/2021,6.16,5.99,3.84,2.31,2.26,2.14,1.43,1.45,1.45,1.42,1.38,1.29,1.03,0.91,0.85,0.81,0.95,0.88,0.84,0.84,0.82,0.82,0.69,0.81,0.62,0.74,0.71,0.67,0.68,0.64,0.54,0.59,0.64,0.56,0.65,0.51,0.58,0.51,0.5,0.54,0.51,0.56,0.55,0.47,0.54,0.48,0.48,0.44,0.42,0.43,0.41,0.45,0.43,0.42,0.41,0.41,0.38,0.37,0.4,0.38,0.35,0.36,0.34,0.35,0.32,0.34,0.37,0.36,0.36,0.32,0.38,0.33,0.0,0.27,0.29,0.31,0.3,0.28,0.3,0.31,0.24,0.27,0.26,0.23,0.23,0.24,0.26,0.23,0.22,0.22,0.23,0.25,0.24,0.21,0.2,0.23,0.22,0.22,0.23,0.23,0.17,0.21,0.21,0.18,0.21,0.2,0.21,0.19,0.21,0.24,0.2,0.22,0.2,0.2,0.18,0.19,0.16,0.17,0.18,0.19,0.16,0.25,0.19,0.17,0.14,0.14,0.18,0.16,0.18,0.18,0.18,0.18,0.15,0.13,0.15,0.15,0.14,0.15,0.16,0.18,0.13,0.16,0.14,0.15,0.13,0.13,0.13,0.11,0.15,0.11,0.14,0.15,0.14,0.14,0.13,0.12,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.14,0.0,0.12,0.13,0.0,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.13,0.12,0.12,0.12,0.14,0.12,0.12,0.13,0.0,0.14,0.0,0.0,0.13,0.12,0.11,0.11,0.0,0.11,0.0,0.11,0.12,0.0,0.0,0.11,0.13,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.12,0.0,0.11,0.2,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.86
09/01/2021,6.14,5.95,3.84,2.34,2.28,2.16,1.42,1.48,1.45,1.41,1.37,1.29,1.03,0.91,0.86,0.81,0.93,0.87,0.85,0.84,0.83,0.82,0.69,0.8,0.63,0.73,0.71,0.67,0.68,0.64,0.54,0.59,0.63,0.56,0.65,0.51,0.58,0.51,0.5,0.54,0.51,0.55,0.55,0.48,0.55,0.48,0.47,0.44,0.42,0.43,0.41,0.44,0.43,0.42,0.41,0.42,0.37,0.37,0.41,0.38,0.35,0.36,0.34,0.36,0.33,0.34,0.37,0.36,0.37,0.32,0.38,0.33,0.0,0.27,0.3,0.31,0.31,0.28,0.3,0.3,0.24,0.27,0.26,0.23,0.23,0.23,0.26,0.24,0.22,0.22,0.24,0.25,0.24,0.21,0.2,0.23,0.22,0.22,0.23,0.23,0.18,0.21,0.22,0.18,0.21,0.2,0.21,0.19,0.21,0.24,0.2,0.22,0.2,0.2,0.18,0.19,0.16,0.17,0.18,0.19,0.16,0.25,0.19,0.17,0.15,0.14,0.18,0.16,0.17,0.18,0.18,0.19,0.15,0.13,0.14,0.15,0.13,0.15,0.16,0.18,0.13,0.16,0.15,0.15,0.13,0.13,0.13,0.11,0.15,0.12,0.13,0.15,0.14,0.14,0.13,0.12,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.14,0.0,0.12,0.13,0.0,0.12,0.13,0.14,0.11,0.13,0.11,0.12,0.11,0.0,0.12,0.13,0.12,0.12,0.12,0.14,0.12,0.12,0.13,0.0,0.14,0.0,0.11,0.13,0.12,0.0,0.11,0.0,0.11,0.0,0.11,0.12,0.11,0.0,0.11,0.13,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.12,0.0,0.11,0.2,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.93
09/02/2021,6.3,6.0,3.91,2.38,2.27,2.16,1.41,1.47,1.49,1.41,1.37,1.26,1.02,0.92,0.88,0.8,0.95,0.87,0.85,0.84,0.81,0.83,0.68,0.81,0.62,0.74,0.71,0.67,0.68,0.65,0.53,0.58,0.63,0.56,0.65,0.51,0.58,0.51,0.49,0.54,0.5,0.55,0.55,0.48,0.53,0.47,0.47,0.44,0.41,0.44,0.41,0.44,0.43,0.42,0.41,0.41,0.37,0.37,0.4,0.37,0.35,0.36,0.34,0.35,0.33,0.35,0.37,0.35,0.37,0.31,0.38,0.34,0.0,0.28,0.29,0.31,0.3,0.28,0.3,0.31,0.24,0.27,0.26,0.22,0.23,0.24,0.27,0.24,0.22,0.22,0.23,0.25,0.24,0.21,0.2,0.23,0.22,0.22,0.23,0.22,0.17,0.21,0.21,0.17,0.21,0.19,0.21,0.19,0.21,0.24,0.2,0.22,0.2,0.2,0.18,0.19,0.16,0.17,0.17,0.19,0.16,0.25,0.18,0.17,0.14,0.13,0.18,0.16,0.17,0.18,0.18,0.18,0.15,0.13,0.14,0.15,0.13,0.15,0.16,0.18,0.13,0.16,0.15,0.15,0.13,0.13,0.13,0.11,0.15,0.11,0.13,0.15,0.14,0.14,0.13,0.12,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.14,0.0,0.12,0.13,0.0,0.12,0.13,0.14,0.11,0.12,0.0,0.12,0.11,0.11,0.12,0.13,0.12,0.12,0.12,0.14,0.12,0.11,0.13,0.11,0.14,0.0,0.0,0.13,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.12,0.11,0.11,0.0,0.13,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.11,0.21,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.02000000000001
09/03/2021,6.25,5.97,3.96,2.37,2.28,2.16,1.41,1.46,1.5,1.4,1.36,1.26,1.01,0.91,0.88,0.79,0.94,0.88,0.85,0.86,0.81,0.82,0.69,0.81,0.61,0.73,0.72,0.68,0.69,0.65,0.54,0.59,0.63,0.56,0.64,0.51,0.57,0.5,0.5,0.54,0.5,0.55,0.55,0.48,0.5,0.48,0.48,0.44,0.41,0.43,0.41,0.44,0.42,0.42,0.41,0.41,0.37,0.37,0.41,0.37,0.35,0.36,0.34,0.35,0.33,0.35,0.37,0.35,0.37,0.32,0.38,0.34,0.0,0.28,0.29,0.31,0.29,0.27,0.3,0.31,0.24,0.28,0.26,0.23,0.23,0.24,0.26,0.23,0.22,0.22,0.23,0.25,0.24,0.21,0.2,0.23,0.22,0.22,0.23,0.22,0.17,0.21,0.21,0.17,0.21,0.2,0.21,0.19,0.21,0.24,0.2,0.22,0.2,0.2,0.18,0.19,0.16,0.17,0.17,0.19,0.16,0.24,0.18,0.17,0.14,0.13,0.18,0.16,0.17,0.18,0.18,0.19,0.15,0.13,0.14,0.15,0.13,0.15,0.16,0.17,0.13,0.16,0.15,0.14,0.13,0.13,0.13,0.11,0.15,0.11,0.14,0.15,0.14,0.14,0.13,0.12,0.13,0.14,0.14,0.13,0.14,0.13,0.12,0.14,0.0,0.12,0.13,0.0,0.12,0.13,0.14,0.11,0.12,0.0,0.12,0.11,0.11,0.12,0.13,0.12,0.12,0.12,0.14,0.12,0.0,0.13,0.11,0.14,0.0,0.11,0.13,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.12,0.11,0.11,0.0,0.13,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.11,0.22,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.96000000000001
09/06/2021,6.3,5.93,3.94,2.34,2.25,2.14,1.4,1.45,1.49,1.41,1.37,1.26,0.99,0.92,0.87,0.77,0.96,0.88,0.85,0.86,0.79,0.82,0.7,0.81,0.62,0.75,0.73,0.68,0.68,0.67,0.56,0.59,0.62,0.55,0.65,0.52,0.56,0.51,0.5,0.53,0.5,0.56,0.56,0.47,0.48,0.48,0.47,0.44,0.41,0.44,0.4,0.46,0.43,0.42,0.41,0.41,0.37,0.37,0.4,0.37,0.35,0.37,0.33,0.35,0.32,0.36,0.38,0.35,0.36,0.31,0.39,0.34,0.0,0.3,0.28,0.31,0.29,0.27,0.3,0.31,0.24,0.28,0.27,0.23,0.22,0.24,0.26,0.23,0.22,0.21,0.23,0.24,0.24,0.21,0.19,0.23,0.22,0.22,0.23,0.22,0.17,0.21,0.21,0.17,0.2,0.19,0.21,0.19,0.21,0.24,0.21,0.22,0.2,0.21,0.19,0.18,0.16,0.18,0.18,0.19,0.16,0.24,0.17,0.18,0.14,0.13,0.18,0.16,0.17,0.18,0.18,0.19,0.15,0.13,0.14,0.15,0.13,0.15,0.16,0.17,0.13,0.16,0.15,0.14,0.13,0.13,0.13,0.11,0.15,0.11,0.14,0.15,0.14,0.14,0.13,0.12,0.13,0.14,0.14,0.14,0.15,0.13,0.12,0.14,0.11,0.12,0.13,0.0,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.13,0.13,0.12,0.12,0.14,0.12,0.11,0.13,0.11,0.14,0.0,0.0,0.13,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.12,0.12,0.11,0.11,0.13,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.11,0.23,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.95000000000002
09/08/2021,6.33,5.93,3.96,2.34,2.25,2.15,1.39,1.48,1.49,1.42,1.37,1.25,0.99,0.92,0.88,0.77,0.96,0.88,0.85,0.87,0.79,0.83,0.7,0.82,0.61,0.75,0.73,0.68,0.68,0.67,0.55,0.59,0.63,0.55,0.65,0.52,0.56,0.51,0.5,0.54,0.49,0.56,0.56,0.47,0.48,0.48,0.47,0.43,0.41,0.44,0.4,0.45,0.43,0.42,0.41,0.41,0.37,0.37,0.4,0.37,0.35,0.37,0.33,0.35,0.33,0.36,0.38,0.35,0.37,0.31,0.39,0.35,0.0,0.3,0.28,0.31,0.29,0.27,0.3,0.31,0.23,0.28,0.27,0.23,0.22,0.24,0.26,0.24,0.22,0.21,0.24,0.24,0.23,0.21,0.19,0.23,0.22,0.22,0.23,0.22,0.17,0.21,0.21,0.17,0.2,0.19,0.21,0.19,0.21,0.24,0.21,0.22,0.2,0.2,0.19,0.18,0.16,0.18,0.17,0.19,0.16,0.24,0.17,0.18,0.14,0.13,0.18,0.16,0.17,0.18,0.18,0.19,0.15,0.13,0.14,0.15,0.13,0.15,0.15,0.17,0.13,0.16,0.15,0.14,0.13,0.13,0.13,0.11,0.15,0.0,0.14,0.15,0.14,0.14,0.13,0.12,0.13,0.14,0.14,0.14,0.15,0.13,0.12,0.14,0.11,0.12,0.13,0.0,0.12,0.13,0.14,0.0,0.12,0.11,0.12,0.11,0.11,0.12,0.13,0.13,0.12,0.12,0.14,0.12,0.11,0.13,0.0,0.14,0.0,0.11,0.13,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.12,0.12,0.11,0.11,0.13,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.11,0.24,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.05000000000001
09/09/2021,6.33,5.93,3.96,2.34,2.25,2.15,1.39,1.48,1.49,1.42,1.37,1.25,0.99,0.92,0.88,0.77,0.96,0.88,0.85,0.87,0.79,0.83,0.7,0.82,0.61,0.75,0.73,0.68,0.68,0.67,0.55,0.59,0.63,0.55,0.65,0.52,0.56,0.51,0.5,0.54,0.49,0.56,0.56,0.47,0.48,0.48,0.47,0.43,0.41,0.44,0.4,0.45,0.43,0.42,0.41,0.41,0.37,0.37,0.4,0.37,0.35,0.37,0.33,0.35,0.33,0.36,0.38,0.35,0.37,0.31,0.39,0.35,0.0,0.3,0.28,0.31,0.29,0.27,0.3,0.31,0.23,0.28,0.27,0.23,0.22,0.24,0.26,0.24,0.22,0.21,0.24,0.24,0.23,0.21,0.19,0.23,0.22,0.22,0.23,0.22,0.17,0.21,0.21,0.17,0.2,0.19,0.21,0.19,0.21,0.24,0.21,0.22,0.2,0.2,0.19,0.18,0.16,0.18,0.17,0.19,0.16,0.24,0.17,0.18,0.14,0.13,0.18,0.16,0.17,0.18,0.18,0.19,0.15,0.13,0.14,0.15,0.13,0.15,0.15,0.17,0.13,0.16,0.15,0.14,0.13,0.13,0.13,0.11,0.15,0.0,0.14,0.15,0.14,0.14,0.13,0.12,0.13,0.14,0.14,0.14,0.15,0.13,0.12,0.14,0.11,0.12,0.13,0.0,0.12,0.13,0.14,0.0,0.12,0.11,0.12,0.11,0.11,0.12,0.13,0.13,0.12,0.12,0.14,0.12,0.11,0.13,0.0,0.14,0.0,0.11,0.13,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.12,0.12,0.11,0.11,0.13,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.11,0.24,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.05000000000001
