,INTC,AMAT,TGT,ANTM,AAPL,RIO.L,MU,939.HK,FDX,GM,INFY.NS,TXN,BHP.L,2317.TW,HUM,PGR,BIIB,MSFT,JCI,NXPI,EBAY,A,TROW,TEL,SNPS,CARR,EA,STLA.MI,ALL,ALXN,CDNS,HPQ,CTSH,RMD,9432.T,MNST,MTD,CMI,CTVA,1398.HK,6702.T,AD.AS,RIO.AX,ADM,SWKS,DHI,CSCO,CSU.TO,HCA,EPAM,ZBRA,FAST,FMG.AX,WST,MXIM,KEYS,GNRC,YUMC,PHIA.AS,WKL.AS,3988.HK,NUE,KR,MG.TO,STT,2303.TW,KSU,ML.PA,BBY,LH,2313.HK,ODFL,URI,CERN,BT.A.L,005490.KS,QRVO,WAT,HIG,IP,DOV,GIB.A.TO,GWW,TER,TSCO,TSN,GRMN,LOGN.SW,HZNP,7010.SR,000270.KS,EXPD,KNIN.SW,COO,2688.HK,2331.HK,1.HK,WPM.TO,POOL,ORA.PA,ALLY,AKAM,STX,HPE,MKTX,NVR,HFG.DE,RF,IEX,CINF,HOLX,PAH3.DE,STE,LB,ASM.AS,NTAP,DGX,MPWR,USD,TECH,CE,1113.HK,TXT,BIO,066570.KS,ON,RJF,6701.T,HRL,EMN,5802.T,6098.HK,ABMD,SJM,CGNX,BNR.DE,MOH,PHM,4578.T,1928.T,HCLTECH.NS,WHR,NN.AS,CTXS,AAP,SNPMF,MAS,WSP.TO,LKQ,PNDORA.CO,PKG,FBHS,JBHT,4151.T,288.HK,AMZN,UHR.SW,STLD,NDSN,MHK,UHS,CHRW,4183.T,FFIV,3034.TW,2333.HK,PNR,RHI,HSIC,2382.TW,BSY,JKHY,5201.T,SNA,JAZZ,BWA,OC,G24.DE,1093.HK,JNPR,BRO,SAM,DRREDDY.NS,NWSA,KGF.L,LII,6988.T,MAERSKA.CO,2357.TW,IVZ,VOW.,NRG,BOL.ST,TRI.TO,009150.KS,IMP.JO,5938.T,RAND.AS,017670.KS,LEA,HKD,REA.AX,KPN.AS,TW,MRW.L,7272.T,DISCK,FNF,9101.T,XTSLA,033780.KS,WIPRO.NS,VIPS,AQE.,KINV B.ST,ANSGR.IS,WU,SOF.BR,L.TO,BG,PSON.L,ROL,AOS,TECHM.NS,ALV,BBWI WI,968.HK,DVA,GL,NHY.OL,6923.T,BSL.AX,NWL,INR,TWD,KRW,GBP,2338.HK,3291.T,5332.T,1919.HK,8355.T,n/a,2020.SR,SUM
08/30/2021,2.2,1.86,1.91,1.37,1.48,1.24,1.25,1.01,1.0,0.96,1.22,0.95,0.96,0.8,0.8,0.84,0.84,0.87,0.86,0.88,0.78,0.81,0.72,0.73,0.75,0.75,0.61,0.61,0.62,0.0,0.68,0.54,0.62,0.62,0.55,0.58,0.57,0.52,0.5,0.46,0.5,0.56,0.41,0.49,0.48,0.5,0.57,0.52,0.54,0.58,0.48,0.48,0.37,0.54,0.0,0.5,0.45,0.43,0.39,0.5,0.42,0.53,0.49,0.35,0.46,0.46,0.41,0.45,0.41,0.44,0.33,0.42,0.4,0.34,0.31,0.31,0.33,0.4,0.37,0.33,0.37,0.31,0.31,0.31,0.34,0.34,0.37,0.26,0.35,0.31,0.28,0.32,0.32,0.33,0.27,0.32,0.27,0.28,0.3,0.28,0.29,0.28,0.28,0.29,0.27,0.27,0.29,0.28,0.27,0.27,0.3,0.24,0.27,0.0,0.29,0.27,0.29,0.38,0.0,0.28,0.26,0.23,0.26,0.29,0.19,0.27,0.24,0.21,0.21,0.23,0.2,0.16,0.24,0.21,0.23,0.24,0.23,0.22,0.26,0.2,0.26,0.21,0.22,0.19,0.21,0.19,0.23,0.22,0.23,0.18,0.22,0.2,0.21,0.17,0.16,0.17,0.16,0.22,0.19,0.19,0.19,0.17,0.17,0.19,0.15,0.21,0.19,0.2,0.16,0.0,0.17,0.18,0.18,0.16,0.0,0.15,0.16,0.15,0.15,0.17,0.17,0.0,0.0,0.0,0.14,0.14,0.16,0.0,0.0,0.15,0.16,0.17,0.14,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.2,0.19,0.19,0.0,0.16,0.0,0.14,0.14,0.0,0.0,0.14,0.15,0.15,0.0,0.14,0.0,0.19,0.0,0.25,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.80000000000001
08/31/2021,2.21,1.9,1.89,1.37,1.48,1.25,1.26,1.01,1.0,0.97,1.21,0.96,0.97,0.8,0.8,0.84,0.83,0.87,0.85,0.89,0.78,0.81,0.72,0.73,0.75,0.76,0.61,0.61,0.62,0.0,0.69,0.53,0.62,0.62,0.55,0.57,0.57,0.52,0.5,0.46,0.49,0.55,0.41,0.49,0.48,0.51,0.56,0.52,0.54,0.58,0.49,0.47,0.37,0.53,0.0,0.5,0.45,0.43,0.39,0.49,0.41,0.53,0.49,0.35,0.46,0.46,0.41,0.45,0.41,0.43,0.32,0.42,0.4,0.34,0.31,0.31,0.33,0.4,0.37,0.33,0.37,0.31,0.31,0.32,0.34,0.34,0.37,0.26,0.35,0.31,0.28,0.32,0.32,0.32,0.29,0.33,0.26,0.29,0.3,0.28,0.3,0.27,0.28,0.29,0.28,0.27,0.29,0.28,0.27,0.27,0.3,0.24,0.26,0.0,0.3,0.27,0.28,0.38,0.0,0.28,0.26,0.23,0.26,0.29,0.19,0.27,0.24,0.22,0.21,0.23,0.2,0.16,0.24,0.21,0.23,0.24,0.23,0.22,0.25,0.2,0.26,0.21,0.22,0.19,0.2,0.19,0.22,0.22,0.23,0.17,0.22,0.2,0.21,0.17,0.17,0.17,0.16,0.23,0.19,0.19,0.19,0.17,0.17,0.19,0.15,0.22,0.19,0.2,0.16,0.0,0.17,0.18,0.18,0.16,0.0,0.15,0.16,0.15,0.15,0.17,0.17,0.0,0.0,0.0,0.14,0.14,0.16,0.0,0.0,0.15,0.15,0.17,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.2,0.2,0.0,0.0,0.16,0.0,0.14,0.14,0.0,0.0,0.14,0.15,0.15,0.0,0.14,0.0,0.18,0.0,0.25,0.0,0.14,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.74000000000001
09/01/2021,2.21,1.9,1.89,1.37,1.48,1.25,1.26,1.01,1.0,0.97,1.21,0.96,0.97,0.8,0.8,0.84,0.83,0.87,0.85,0.89,0.78,0.81,0.72,0.73,0.75,0.76,0.61,0.61,0.62,0.0,0.69,0.53,0.62,0.62,0.55,0.57,0.57,0.52,0.5,0.46,0.49,0.55,0.41,0.49,0.48,0.51,0.56,0.52,0.54,0.58,0.49,0.47,0.37,0.53,0.0,0.5,0.45,0.43,0.39,0.49,0.41,0.53,0.49,0.35,0.46,0.46,0.41,0.45,0.41,0.43,0.32,0.42,0.4,0.34,0.31,0.31,0.33,0.4,0.37,0.33,0.37,0.31,0.31,0.32,0.34,0.34,0.37,0.26,0.35,0.31,0.28,0.32,0.32,0.32,0.29,0.33,0.26,0.29,0.3,0.28,0.3,0.27,0.28,0.29,0.28,0.27,0.29,0.28,0.27,0.27,0.3,0.24,0.26,0.0,0.3,0.27,0.28,0.38,0.0,0.28,0.26,0.23,0.26,0.29,0.19,0.27,0.24,0.22,0.21,0.23,0.2,0.16,0.24,0.21,0.23,0.24,0.23,0.22,0.25,0.2,0.26,0.21,0.22,0.19,0.2,0.19,0.22,0.22,0.23,0.17,0.22,0.2,0.21,0.17,0.17,0.17,0.16,0.23,0.19,0.19,0.19,0.17,0.17,0.19,0.15,0.22,0.19,0.2,0.16,0.0,0.17,0.18,0.18,0.16,0.0,0.15,0.16,0.15,0.15,0.17,0.17,0.0,0.0,0.0,0.14,0.14,0.16,0.0,0.0,0.15,0.15,0.17,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.2,0.2,0.0,0.0,0.16,0.0,0.14,0.14,0.0,0.0,0.14,0.15,0.15,0.0,0.14,0.0,0.18,0.0,0.25,0.0,0.14,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.74000000000001
09/02/2021,2.2,1.89,1.88,1.35,1.52,1.24,1.24,0.99,0.98,0.95,1.2,0.96,0.97,0.81,0.79,0.83,0.83,0.87,0.85,0.89,0.79,0.82,0.72,0.73,0.76,0.75,0.61,0.6,0.61,0.0,0.69,0.54,0.61,0.62,0.55,0.57,0.57,0.52,0.49,0.46,0.5,0.55,0.42,0.48,0.49,0.5,0.56,0.53,0.54,0.59,0.48,0.48,0.39,0.53,0.0,0.51,0.45,0.43,0.39,0.5,0.41,0.53,0.49,0.35,0.45,0.46,0.41,0.45,0.41,0.44,0.32,0.42,0.4,0.34,0.31,0.32,0.33,0.4,0.36,0.32,0.37,0.31,0.31,0.32,0.34,0.33,0.38,0.26,0.35,0.31,0.28,0.32,0.32,0.32,0.29,0.33,0.26,0.28,0.3,0.28,0.29,0.27,0.28,0.29,0.27,0.26,0.28,0.27,0.27,0.27,0.3,0.24,0.26,0.0,0.3,0.28,0.29,0.39,0.0,0.29,0.26,0.23,0.26,0.29,0.18,0.27,0.24,0.22,0.21,0.23,0.21,0.16,0.24,0.21,0.23,0.24,0.22,0.21,0.25,0.2,0.26,0.21,0.22,0.19,0.2,0.2,0.22,0.22,0.22,0.17,0.22,0.2,0.22,0.17,0.17,0.18,0.16,0.22,0.2,0.19,0.18,0.17,0.17,0.19,0.15,0.24,0.19,0.2,0.16,0.14,0.17,0.18,0.18,0.16,0.0,0.15,0.16,0.15,0.15,0.16,0.16,0.0,0.0,0.0,0.14,0.14,0.16,0.0,0.0,0.15,0.16,0.17,0.14,0.16,0.14,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.2,0.2,0.0,0.0,0.16,0.0,0.0,0.14,0.0,0.0,0.14,0.15,0.15,0.0,0.14,0.14,0.18,0.0,0.25,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.67
09/03/2021,2.21,1.88,1.87,1.37,1.51,1.24,1.25,1.0,0.98,0.95,1.21,0.95,0.96,0.82,0.79,0.83,0.82,0.87,0.84,0.84,0.78,0.81,0.72,0.72,0.75,0.74,0.62,0.6,0.61,0.0,0.69,0.54,0.61,0.63,0.55,0.57,0.56,0.51,0.49,0.46,0.57,0.55,0.42,0.48,0.48,0.5,0.56,0.52,0.54,0.59,0.48,0.47,0.38,0.53,0.0,0.51,0.45,0.44,0.4,0.49,0.41,0.52,0.49,0.34,0.45,0.47,0.39,0.44,0.4,0.44,0.34,0.42,0.4,0.34,0.31,0.33,0.33,0.4,0.36,0.33,0.37,0.31,0.31,0.31,0.34,0.33,0.37,0.25,0.34,0.32,0.29,0.32,0.32,0.32,0.31,0.35,0.27,0.29,0.3,0.28,0.29,0.27,0.28,0.29,0.27,0.27,0.28,0.27,0.26,0.27,0.3,0.24,0.27,0.0,0.3,0.28,0.29,0.38,0.0,0.28,0.26,0.23,0.26,0.29,0.19,0.27,0.24,0.25,0.21,0.23,0.21,0.18,0.24,0.21,0.23,0.23,0.23,0.21,0.26,0.21,0.26,0.2,0.22,0.19,0.2,0.2,0.22,0.22,0.23,0.17,0.22,0.2,0.21,0.17,0.18,0.18,0.16,0.22,0.2,0.18,0.18,0.17,0.18,0.19,0.17,0.24,0.19,0.2,0.16,0.15,0.17,0.18,0.21,0.16,0.0,0.0,0.15,0.15,0.15,0.16,0.16,0.0,0.0,0.0,0.14,0.0,0.19,0.0,0.14,0.15,0.15,0.17,0.0,0.16,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.2,0.24,0.15,0.0,0.17,0.0,0.14,0.0,0.0,0.0,0.14,0.15,0.15,0.0,0.14,0.0,0.19,0.0,0.25,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.28,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.34
09/06/2021,2.18,1.85,1.85,1.39,1.51,1.24,1.24,1.0,0.98,0.95,1.19,0.94,0.9,0.82,0.81,0.82,0.77,0.86,0.84,0.82,0.78,0.82,0.71,0.72,0.76,0.74,0.62,0.61,0.6,0.0,0.69,0.53,0.61,0.63,0.56,0.57,0.56,0.51,0.5,0.46,0.57,0.54,0.41,0.48,0.48,0.5,0.56,0.53,0.53,0.58,0.48,0.47,0.38,0.54,0.0,0.51,0.46,0.43,0.41,0.49,0.41,0.51,0.5,0.35,0.45,0.47,0.41,0.44,0.4,0.44,0.34,0.43,0.4,0.34,0.29,0.33,0.32,0.41,0.37,0.33,0.37,0.32,0.31,0.31,0.34,0.33,0.37,0.25,0.35,0.31,0.28,0.32,0.32,0.32,0.3,0.33,0.27,0.28,0.3,0.28,0.29,0.27,0.29,0.29,0.27,0.26,0.28,0.26,0.26,0.26,0.3,0.24,0.27,0.0,0.3,0.28,0.29,0.38,0.0,0.29,0.26,0.23,0.26,0.3,0.18,0.27,0.24,0.25,0.2,0.23,0.14,0.19,0.25,0.21,0.23,0.23,0.23,0.21,0.26,0.21,0.26,0.21,0.22,0.19,0.19,0.2,0.22,0.22,0.22,0.18,0.22,0.2,0.21,0.18,0.17,0.18,0.16,0.21,0.2,0.18,0.18,0.17,0.18,0.18,0.17,0.23,0.19,0.2,0.17,0.0,0.17,0.18,0.21,0.16,0.0,0.15,0.15,0.0,0.15,0.16,0.17,0.0,0.0,0.0,0.14,0.14,0.19,0.0,0.0,0.15,0.16,0.17,0.14,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.2,0.23,0.24,0.0,0.17,0.0,0.15,0.14,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.18,0.0,0.24,0.15,0.14,0.0,0.14,0.0,0.0,0.14,0.42,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.9
09/07/2021,2.17,1.87,1.83,1.37,1.52,1.24,1.24,1.0,0.98,0.94,1.2,0.94,0.9,0.83,0.81,0.82,0.77,0.86,0.84,0.82,0.78,0.82,0.7,0.71,0.76,0.74,0.62,0.61,0.6,0.0,0.69,0.54,0.61,0.63,0.58,0.57,0.56,0.51,0.5,0.46,0.58,0.54,0.42,0.48,0.48,0.49,0.56,0.54,0.53,0.59,0.48,0.47,0.38,0.54,0.0,0.51,0.46,0.43,0.41,0.49,0.41,0.5,0.49,0.35,0.45,0.52,0.4,0.44,0.39,0.44,0.34,0.43,0.39,0.33,0.29,0.34,0.32,0.41,0.36,0.32,0.37,0.32,0.31,0.31,0.34,0.33,0.37,0.25,0.35,0.31,0.29,0.32,0.32,0.33,0.3,0.33,0.27,0.29,0.3,0.27,0.28,0.27,0.29,0.29,0.27,0.26,0.28,0.26,0.26,0.26,0.3,0.24,0.27,0.0,0.3,0.28,0.29,0.38,0.0,0.29,0.25,0.23,0.26,0.29,0.2,0.27,0.23,0.25,0.2,0.22,0.14,0.19,0.25,0.2,0.23,0.23,0.23,0.21,0.27,0.21,0.26,0.21,0.22,0.19,0.19,0.21,0.22,0.22,0.22,0.18,0.22,0.2,0.21,0.18,0.16,0.18,0.16,0.21,0.2,0.18,0.18,0.17,0.18,0.18,0.17,0.22,0.19,0.2,0.17,0.0,0.17,0.18,0.21,0.16,0.0,0.15,0.15,0.0,0.15,0.16,0.17,0.0,0.0,0.0,0.0,0.14,0.19,0.0,0.14,0.14,0.16,0.17,0.14,0.16,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.15,0.0,0.0,0.2,0.24,0.0,0.0,0.17,0.0,0.15,0.14,0.0,0.0,0.0,0.15,0.15,0.0,0.14,0.14,0.18,0.0,0.24,0.15,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.52
09/08/2021,2.17,1.87,1.83,1.37,1.52,1.24,1.24,1.0,0.98,0.94,1.2,0.94,0.9,0.83,0.81,0.82,0.77,0.86,0.84,0.82,0.78,0.82,0.7,0.71,0.76,0.74,0.62,0.61,0.6,0.0,0.69,0.54,0.61,0.63,0.58,0.57,0.56,0.51,0.5,0.46,0.58,0.54,0.42,0.48,0.48,0.49,0.56,0.54,0.53,0.59,0.48,0.47,0.38,0.54,0.0,0.51,0.46,0.43,0.41,0.49,0.41,0.5,0.49,0.35,0.45,0.52,0.4,0.44,0.39,0.44,0.34,0.43,0.39,0.33,0.29,0.34,0.32,0.41,0.36,0.32,0.37,0.32,0.31,0.31,0.34,0.33,0.37,0.25,0.35,0.31,0.29,0.32,0.32,0.33,0.3,0.33,0.27,0.29,0.3,0.27,0.28,0.27,0.29,0.29,0.27,0.26,0.28,0.26,0.26,0.26,0.3,0.24,0.27,0.0,0.3,0.28,0.29,0.38,0.0,0.29,0.25,0.23,0.26,0.29,0.2,0.27,0.23,0.25,0.2,0.22,0.14,0.19,0.25,0.2,0.23,0.23,0.23,0.21,0.27,0.21,0.26,0.21,0.22,0.19,0.19,0.21,0.22,0.22,0.22,0.18,0.22,0.2,0.21,0.18,0.16,0.18,0.16,0.21,0.2,0.18,0.18,0.17,0.18,0.18,0.17,0.22,0.19,0.2,0.17,0.0,0.17,0.18,0.21,0.16,0.0,0.15,0.15,0.0,0.15,0.16,0.17,0.0,0.0,0.0,0.0,0.14,0.19,0.0,0.14,0.14,0.16,0.17,0.14,0.16,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.15,0.0,0.0,0.2,0.24,0.0,0.0,0.17,0.0,0.15,0.14,0.0,0.0,0.0,0.15,0.15,0.0,0.14,0.14,0.18,0.0,0.24,0.15,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.52
09/09/2021,2.18,1.87,1.84,1.38,1.52,1.23,1.24,1.02,0.98,0.94,1.22,0.94,0.9,0.82,0.81,0.82,0.77,0.86,0.84,0.83,0.78,0.82,0.7,0.71,0.76,0.74,0.62,0.61,0.6,0.0,0.69,0.54,0.61,0.64,0.6,0.57,0.56,0.51,0.5,0.47,0.6,0.54,0.42,0.48,0.48,0.49,0.56,0.54,0.53,0.59,0.48,0.47,0.34,0.55,0.0,0.51,0.46,0.43,0.42,0.49,0.42,0.5,0.49,0.35,0.45,0.52,0.4,0.44,0.39,0.44,0.35,0.43,0.4,0.33,0.3,0.34,0.32,0.41,0.37,0.32,0.37,0.32,0.31,0.31,0.35,0.33,0.37,0.25,0.35,0.32,0.29,0.32,0.32,0.33,0.3,0.33,0.26,0.29,0.3,0.27,0.28,0.27,0.29,0.29,0.27,0.26,0.28,0.26,0.26,0.26,0.3,0.24,0.27,0.0,0.31,0.28,0.29,0.39,0.0,0.29,0.25,0.22,0.26,0.29,0.2,0.27,0.23,0.26,0.2,0.22,0.0,0.19,0.25,0.2,0.23,0.24,0.23,0.21,0.27,0.21,0.26,0.21,0.22,0.19,0.19,0.21,0.22,0.22,0.22,0.18,0.22,0.2,0.21,0.18,0.16,0.18,0.16,0.21,0.2,0.18,0.18,0.17,0.18,0.19,0.16,0.22,0.19,0.2,0.17,0.0,0.18,0.18,0.22,0.16,0.0,0.15,0.15,0.0,0.15,0.16,0.17,0.0,0.0,0.0,0.14,0.14,0.2,0.15,0.14,0.0,0.16,0.17,0.14,0.16,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.14,0.0,0.2,0.26,0.0,0.0,0.18,0.0,0.16,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.19,0.0,0.24,0.15,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.17,0.14,0.0,0.0,0.0,0.0,0.0,0.0,79.80000000000001
09/10/2021,2.19,1.89,1.83,1.37,1.55,1.23,1.24,1.02,0.97,0.94,1.2,0.94,0.9,0.81,0.81,0.81,0.75,0.86,0.83,0.83,0.76,0.82,0.69,0.71,0.76,0.72,0.62,0.61,0.59,0.0,0.69,0.52,0.61,0.64,0.6,0.56,0.57,0.5,0.5,0.47,0.6,0.54,0.41,0.48,0.47,0.49,0.56,0.54,0.53,0.58,0.48,0.46,0.33,0.54,0.0,0.51,0.46,0.44,0.42,0.49,0.42,0.51,0.49,0.35,0.44,0.51,0.4,0.44,0.38,0.44,0.35,0.43,0.39,0.33,0.3,0.35,0.32,0.41,0.36,0.32,0.36,0.32,0.3,0.31,0.34,0.33,0.37,0.26,0.35,0.32,0.29,0.31,0.33,0.32,0.31,0.35,0.26,0.29,0.3,0.27,0.28,0.27,0.28,0.28,0.25,0.26,0.28,0.26,0.26,0.26,0.3,0.24,0.26,0.0,0.31,0.28,0.29,0.38,0.0,0.29,0.25,0.22,0.26,0.29,0.2,0.27,0.23,0.26,0.2,0.22,0.0,0.18,0.25,0.2,0.23,0.23,0.23,0.21,0.27,0.21,0.26,0.2,0.22,0.19,0.19,0.21,0.21,0.22,0.22,0.18,0.22,0.19,0.21,0.19,0.16,0.18,0.16,0.21,0.2,0.18,0.18,0.17,0.18,0.18,0.16,0.23,0.18,0.19,0.17,0.0,0.18,0.18,0.22,0.16,0.0,0.15,0.15,0.0,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.14,0.0,0.16,0.17,0.14,0.16,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.14,0.0,0.19,0.26,0.19,0.0,0.17,0.0,0.16,0.14,0.0,0.0,0.0,0.15,0.15,0.0,0.14,0.14,0.18,0.0,0.24,0.15,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.49000000000001
09/13/2021,2.19,1.88,1.86,1.36,1.53,1.2,1.24,1.02,0.96,0.94,1.2,0.94,0.88,0.8,0.82,0.81,0.7,0.86,0.86,0.82,0.75,0.82,0.71,0.7,0.76,0.74,0.61,0.6,0.6,0.0,0.7,0.51,0.61,0.64,0.61,0.57,0.57,0.5,0.49,0.47,0.6,0.54,0.4,0.48,0.47,0.47,0.56,0.54,0.55,0.58,0.48,0.45,0.33,0.55,0.0,0.51,0.47,0.43,0.41,0.49,0.42,0.5,0.49,0.35,0.43,0.5,0.4,0.44,0.39,0.44,0.34,0.42,0.39,0.33,0.29,0.35,0.31,0.41,0.37,0.32,0.37,0.32,0.3,0.31,0.35,0.32,0.37,0.25,0.34,0.32,0.29,0.32,0.33,0.32,0.3,0.36,0.26,0.29,0.3,0.27,0.28,0.28,0.28,0.27,0.25,0.26,0.28,0.26,0.26,0.26,0.31,0.24,0.26,0.0,0.32,0.29,0.3,0.38,0.0,0.29,0.25,0.22,0.26,0.29,0.19,0.27,0.23,0.25,0.2,0.22,0.0,0.18,0.25,0.21,0.23,0.23,0.22,0.19,0.27,0.21,0.26,0.2,0.22,0.2,0.2,0.2,0.21,0.22,0.22,0.18,0.22,0.19,0.2,0.19,0.16,0.18,0.16,0.21,0.2,0.18,0.18,0.17,0.18,0.19,0.16,0.22,0.18,0.2,0.17,0.0,0.18,0.18,0.22,0.16,0.0,0.15,0.15,0.0,0.15,0.16,0.17,0.0,0.0,0.0,0.0,0.14,0.21,0.15,0.14,0.0,0.15,0.17,0.0,0.16,0.14,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.19,0.26,0.0,0.0,0.17,0.0,0.16,0.14,0.0,0.0,0.0,0.16,0.15,0.0,0.14,0.14,0.18,0.0,0.24,0.15,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.17,0.0,0.14,0.0,0.0,0.0,0.0,0.0,79.32
09/14/2021,2.21,1.9,1.85,1.31,1.48,1.22,1.25,1.03,0.96,0.96,1.19,0.95,0.89,0.8,0.79,0.8,0.7,0.85,0.85,0.83,0.74,0.82,0.7,0.7,0.75,0.73,0.62,0.6,0.6,0.0,0.71,0.51,0.61,0.64,0.62,0.56,0.58,0.51,0.49,0.47,0.62,0.54,0.4,0.48,0.47,0.47,0.55,0.54,0.54,0.58,0.48,0.46,0.34,0.54,0.0,0.51,0.47,0.43,0.41,0.49,0.43,0.5,0.45,0.35,0.43,0.51,0.39,0.44,0.38,0.43,0.35,0.42,0.39,0.33,0.29,0.35,0.31,0.41,0.37,0.32,0.37,0.32,0.3,0.31,0.36,0.32,0.36,0.25,0.34,0.32,0.28,0.32,0.33,0.33,0.3,0.36,0.26,0.29,0.31,0.27,0.28,0.27,0.27,0.27,0.25,0.26,0.28,0.26,0.26,0.25,0.31,0.24,0.26,0.0,0.33,0.29,0.3,0.38,0.0,0.29,0.25,0.22,0.25,0.3,0.19,0.28,0.23,0.26,0.2,0.22,0.0,0.19,0.24,0.21,0.23,0.24,0.21,0.19,0.27,0.22,0.26,0.2,0.22,0.2,0.2,0.2,0.21,0.22,0.22,0.18,0.22,0.19,0.21,0.19,0.16,0.18,0.17,0.21,0.2,0.17,0.17,0.17,0.18,0.19,0.17,0.22,0.19,0.2,0.17,0.0,0.18,0.17,0.22,0.16,0.0,0.15,0.15,0.0,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.21,0.15,0.14,0.0,0.15,0.17,0.14,0.16,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.19,0.26,0.0,0.0,0.17,0.0,0.16,0.14,0.0,0.0,0.0,0.16,0.15,0.0,0.0,0.14,0.18,0.0,0.23,0.15,0.0,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.14,0.14,0.0,0.0,0.0,79.27999999999999
