,MRVL,DXCM,PINS,ALXN,MPC,PSX,PXD,TDG,IFF,DFS,CDNS,PANW,MSI,KKR,RMD,ZBH,ADM,AFL,SBAC,HLT,CSGP,WELL,YUM,PAYX,VLO,FRC,ROK,OTIS,SWK,FTNT,CTVA,WMB,TTD,GLW,LUV,PTON,AZO,XLNX,MTD,AME,PCAR,SIVB,OKTA,WLTW,PEG,ANSS,MCK,EFX,STT,DHI,AJG,NUE,SWKS,CBRE,EPAM,AVB,KR,FAST,AMP,DAL,VRSK,WEC,KEYS,AWK,ZBRA,ES,BLL,OXY,MXIM,CPRT,FITB,EQR,WST,SYF,VFC,VIAC,LEN,LYB,BBY,O,GNRC,DTE,HUBS,HSY,WY,KSU,LH,ED,OKE,ARE,DELL,HES,CERN,FTV,W,ENPH,VMC,IP,ODFL,RNG,EXPE,NTRS,CDW,HIG,WORK,DLTR,VRSN,RSG,DDOG,SPLK,None,ETSY,MLM,FLT,ABNB,MKC,TSN,EXK.,BURL,EXR,VTR,CCL,URI,CZR,AEE,KEY,IT,KMX,TSCO,XYL,EXPD,TRU,DOV,WAT,INVH,HBAN,HAL,TDOC,WDC,PPL,TER,EIX,HZNP,CLX,GRMN,LNG,TDY,SGEN,ANET,TTWO,NET,MDB,STE,ETR,TRMB,CFG,FE,NDAQ,ALNY,QRVO,None.1,CHD,CVNA,Z,MAA,NVCR,AKAM,ULTA,MTB,HPE,SUI,RF,RCL,ESS,COO,ALB,BR,AVTR,PAYC,NTAP,POOL,PODD,PEAK,TFX,TYL,GPC,CTLT,DRI,GWW,ALLY,DPZ,PKI,DVN,FANG,ZEN,OMC,BKR,UAL,ABC,STX,LB,DRE,CRL,DGX,AMCR,MKTX,CMS,HOLX,TECH,VTRS,K,MPWR,CAG,ZS,IR,VICI,CE,IEX,SSNC,CINF,CAH,NVR,J,ELAN,AVY,ON,BBWI WI,n/a,DKNG,MKL,ADI,MGM,EXAS,BIO,NVAX,BILL,COUP,ENTG,RJF,COG,PFG,SBNY,CTRA,ACGL,PLUG,SEDG,VMW,PCG,MOH,TXT,FDS,MAS,BXP,UDR,WAB,CNC,HPQ,BAX,GIS,PPG,PH,DD,SYY,XEL,ALL,KMI,CMI,ROKU,LBRDK,U,ZI,CNP,RME.,A4S.,AWC.,ALS.,EQR.,PKN.,PG4.,APO,WTW,JBHT,SUM
09/06/2021,0.55,0.58,0.34,0.0,0.41,0.34,0.38,0.37,0.41,0.42,0.51,0.49,0.46,0.41,0.47,0.34,0.37,0.39,0.44,0.38,0.38,0.4,0.43,0.4,0.29,0.39,0.42,0.41,0.34,0.47,0.36,0.33,0.37,0.34,0.32,0.3,0.36,0.42,0.4,0.34,0.32,0.37,0.37,0.33,0.36,0.35,0.37,0.37,0.36,0.35,0.33,0.38,0.33,0.36,0.39,0.36,0.39,0.35,0.35,0.29,0.37,0.33,0.37,0.37,0.35,0.35,0.35,0.25,0.0,0.33,0.3,0.33,0.37,0.29,0.27,0.28,0.33,0.28,0.29,0.3,0.31,0.26,0.34,0.29,0.3,0.3,0.33,0.29,0.26,0.32,0.27,0.21,0.25,0.28,0.22,0.27,0.27,0.26,0.31,0.21,0.22,0.27,0.31,0.27,0.0,0.24,0.24,0.29,0.33,0.29,0.0,0.3,0.26,0.24,0.25,0.24,0.26,0.0,0.22,0.28,0.24,0.21,0.28,0.24,0.25,0.21,0.29,0.23,0.25,0.27,0.23,0.26,0.28,0.28,0.27,0.25,0.0,0.0,0.21,0.26,0.22,0.25,0.28,0.23,0.29,0.23,0.23,0.22,0.22,0.21,0.27,0.24,0.24,0.25,0.26,0.0,0.24,0.25,0.26,0.23,0.0,0.23,0.23,0.0,0.25,0.0,0.0,0.23,0.2,0.22,0.26,0.21,0.2,0.24,0.24,0.31,0.22,0.23,0.27,0.22,0.22,0.22,0.22,0.21,0.22,0.2,0.26,0.22,0.21,0.21,0.22,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.2,0.0,0.22,0.25,0.23,0.22,0.0,0.21,0.23,0.22,0.0,0.0,0.24,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.21,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.65
09/07/2021,0.56,0.58,0.34,0.0,0.41,0.34,0.38,0.37,0.41,0.41,0.51,0.5,0.46,0.41,0.48,0.34,0.37,0.39,0.44,0.38,0.38,0.4,0.43,0.4,0.29,0.39,0.42,0.41,0.34,0.48,0.37,0.33,0.37,0.34,0.32,0.29,0.37,0.42,0.41,0.34,0.32,0.37,0.37,0.32,0.36,0.35,0.37,0.37,0.36,0.34,0.33,0.38,0.33,0.37,0.4,0.36,0.39,0.35,0.35,0.29,0.37,0.33,0.37,0.37,0.35,0.35,0.35,0.24,0.0,0.34,0.3,0.33,0.38,0.28,0.27,0.28,0.32,0.27,0.28,0.3,0.32,0.26,0.35,0.29,0.3,0.29,0.33,0.29,0.26,0.32,0.27,0.21,0.25,0.28,0.22,0.26,0.26,0.26,0.32,0.21,0.22,0.27,0.31,0.27,0.0,0.24,0.24,0.29,0.33,0.29,0.0,0.31,0.26,0.24,0.26,0.24,0.26,0.0,0.22,0.29,0.23,0.2,0.28,0.24,0.25,0.21,0.3,0.23,0.25,0.27,0.23,0.26,0.28,0.29,0.26,0.25,0.2,0.0,0.21,0.26,0.22,0.25,0.28,0.23,0.29,0.23,0.23,0.21,0.22,0.21,0.28,0.3,0.24,0.25,0.26,0.0,0.24,0.25,0.26,0.23,0.0,0.23,0.24,0.0,0.25,0.0,0.0,0.23,0.2,0.22,0.26,0.21,0.0,0.24,0.25,0.31,0.22,0.23,0.27,0.22,0.22,0.22,0.22,0.21,0.22,0.2,0.26,0.21,0.21,0.21,0.22,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.2,0.0,0.22,0.25,0.23,0.21,0.2,0.21,0.23,0.22,0.2,0.0,0.24,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.78
09/08/2021,0.56,0.58,0.34,0.0,0.41,0.34,0.38,0.37,0.41,0.41,0.51,0.5,0.46,0.41,0.48,0.34,0.37,0.39,0.44,0.38,0.38,0.4,0.43,0.4,0.29,0.39,0.42,0.41,0.34,0.48,0.37,0.33,0.37,0.34,0.32,0.29,0.37,0.42,0.41,0.34,0.32,0.37,0.37,0.32,0.36,0.35,0.37,0.37,0.36,0.34,0.33,0.38,0.33,0.37,0.4,0.36,0.39,0.35,0.35,0.29,0.37,0.33,0.37,0.37,0.35,0.35,0.35,0.24,0.0,0.34,0.3,0.33,0.38,0.28,0.27,0.28,0.32,0.27,0.28,0.3,0.32,0.26,0.35,0.29,0.3,0.29,0.33,0.29,0.26,0.32,0.27,0.21,0.25,0.28,0.22,0.26,0.26,0.26,0.32,0.21,0.22,0.27,0.31,0.27,0.0,0.24,0.24,0.29,0.33,0.29,0.0,0.31,0.26,0.24,0.26,0.24,0.26,0.0,0.22,0.29,0.23,0.2,0.28,0.24,0.25,0.21,0.3,0.23,0.25,0.27,0.23,0.26,0.28,0.29,0.26,0.25,0.2,0.0,0.21,0.26,0.22,0.25,0.28,0.23,0.29,0.23,0.23,0.21,0.22,0.21,0.28,0.3,0.24,0.25,0.26,0.0,0.24,0.25,0.26,0.23,0.0,0.23,0.24,0.0,0.25,0.0,0.0,0.23,0.2,0.22,0.26,0.21,0.0,0.24,0.25,0.31,0.22,0.23,0.27,0.22,0.22,0.22,0.22,0.21,0.22,0.2,0.26,0.21,0.21,0.21,0.22,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.2,0.0,0.22,0.25,0.23,0.21,0.2,0.21,0.23,0.22,0.2,0.0,0.24,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.78
09/09/2021,0.56,0.58,0.34,0.0,0.41,0.34,0.38,0.37,0.41,0.41,0.51,0.5,0.46,0.41,0.48,0.34,0.37,0.39,0.44,0.38,0.38,0.4,0.43,0.4,0.29,0.39,0.42,0.41,0.34,0.48,0.37,0.33,0.37,0.34,0.32,0.29,0.37,0.42,0.41,0.34,0.32,0.37,0.37,0.32,0.36,0.35,0.37,0.37,0.36,0.34,0.33,0.38,0.33,0.37,0.4,0.36,0.39,0.35,0.35,0.29,0.37,0.33,0.37,0.37,0.35,0.35,0.35,0.24,0.0,0.34,0.3,0.33,0.38,0.28,0.27,0.28,0.32,0.27,0.28,0.3,0.32,0.26,0.35,0.29,0.3,0.29,0.33,0.29,0.26,0.32,0.27,0.21,0.25,0.28,0.22,0.26,0.26,0.26,0.32,0.21,0.22,0.27,0.31,0.27,0.0,0.24,0.24,0.29,0.33,0.29,0.0,0.31,0.26,0.24,0.26,0.24,0.26,0.0,0.22,0.29,0.23,0.2,0.28,0.24,0.25,0.21,0.3,0.23,0.25,0.27,0.23,0.26,0.28,0.29,0.26,0.25,0.2,0.0,0.21,0.26,0.22,0.25,0.28,0.23,0.29,0.23,0.23,0.21,0.22,0.21,0.28,0.3,0.24,0.25,0.26,0.0,0.24,0.25,0.26,0.23,0.0,0.23,0.24,0.0,0.25,0.0,0.0,0.23,0.2,0.22,0.26,0.21,0.0,0.24,0.25,0.31,0.22,0.23,0.27,0.22,0.22,0.22,0.22,0.21,0.22,0.2,0.26,0.21,0.21,0.21,0.22,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.2,0.0,0.22,0.25,0.23,0.21,0.2,0.21,0.23,0.22,0.2,0.0,0.24,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.78
09/10/2021,0.56,0.6,0.34,0.0,0.42,0.33,0.38,0.36,0.41,0.41,0.51,0.5,0.46,0.41,0.48,0.34,0.37,0.39,0.45,0.38,0.38,0.39,0.43,0.4,0.3,0.39,0.41,0.4,0.33,0.47,0.36,0.33,0.36,0.34,0.32,0.29,0.37,0.42,0.41,0.34,0.32,0.38,0.37,0.33,0.36,0.36,0.37,0.37,0.35,0.34,0.33,0.38,0.33,0.37,0.39,0.35,0.39,0.34,0.35,0.29,0.37,0.33,0.37,0.37,0.35,0.34,0.36,0.24,0.0,0.33,0.3,0.32,0.38,0.28,0.26,0.28,0.32,0.27,0.28,0.3,0.31,0.26,0.34,0.29,0.3,0.29,0.33,0.29,0.26,0.32,0.27,0.21,0.25,0.28,0.22,0.26,0.26,0.26,0.32,0.2,0.23,0.27,0.31,0.27,0.0,0.24,0.24,0.29,0.33,0.29,0.0,0.31,0.26,0.24,0.27,0.24,0.25,0.0,0.22,0.28,0.23,0.21,0.28,0.25,0.25,0.22,0.3,0.23,0.26,0.27,0.23,0.26,0.28,0.29,0.26,0.25,0.2,0.0,0.21,0.26,0.22,0.25,0.28,0.23,0.29,0.23,0.23,0.21,0.22,0.21,0.28,0.29,0.23,0.25,0.27,0.0,0.23,0.25,0.25,0.23,0.0,0.23,0.24,0.0,0.25,0.0,0.0,0.23,0.2,0.22,0.26,0.21,0.2,0.24,0.25,0.31,0.22,0.24,0.26,0.22,0.22,0.23,0.22,0.21,0.22,0.0,0.27,0.21,0.2,0.21,0.22,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.22,0.25,0.23,0.21,0.0,0.0,0.23,0.22,0.2,0.0,0.24,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.21,0.22,0.0,0.0,0.23,0.0,0.0,0.2,0.2,0.0,0.21,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.690000000000005
09/13/2021,0.56,0.6,0.34,0.0,0.41,0.33,0.39,0.37,0.42,0.41,0.52,0.51,0.46,0.41,0.48,0.34,0.37,0.39,0.44,0.39,0.39,0.4,0.43,0.4,0.29,0.39,0.41,0.41,0.34,0.47,0.36,0.33,0.35,0.33,0.33,0.32,0.38,0.42,0.41,0.34,0.32,0.39,0.37,0.34,0.36,0.36,0.37,0.38,0.34,0.33,0.33,0.38,0.33,0.37,0.4,0.35,0.39,0.34,0.35,0.3,0.37,0.34,0.37,0.38,0.34,0.34,0.35,0.24,0.0,0.33,0.31,0.32,0.38,0.28,0.26,0.27,0.31,0.26,0.28,0.29,0.32,0.26,0.34,0.29,0.29,0.29,0.33,0.29,0.26,0.31,0.27,0.21,0.25,0.29,0.22,0.25,0.26,0.26,0.31,0.2,0.23,0.27,0.31,0.27,0.0,0.24,0.25,0.29,0.34,0.29,0.0,0.31,0.26,0.25,0.27,0.24,0.25,0.0,0.22,0.28,0.24,0.21,0.28,0.25,0.25,0.22,0.3,0.24,0.26,0.27,0.23,0.27,0.28,0.29,0.26,0.25,0.0,0.0,0.2,0.26,0.22,0.25,0.28,0.24,0.29,0.22,0.23,0.21,0.22,0.2,0.28,0.28,0.23,0.25,0.26,0.21,0.23,0.25,0.25,0.23,0.0,0.23,0.24,0.0,0.25,0.0,0.21,0.23,0.2,0.21,0.26,0.21,0.2,0.24,0.25,0.32,0.22,0.24,0.26,0.23,0.22,0.22,0.22,0.2,0.22,0.0,0.27,0.22,0.2,0.21,0.23,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.22,0.25,0.24,0.21,0.0,0.21,0.24,0.22,0.0,0.0,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.21,0.22,0.0,0.0,0.23,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.85000000000001
09/14/2021,0.57,0.6,0.33,0.0,0.41,0.33,0.39,0.37,0.41,0.41,0.52,0.51,0.47,0.41,0.49,0.33,0.38,0.39,0.44,0.4,0.4,0.41,0.43,0.4,0.29,0.39,0.41,0.41,0.34,0.47,0.36,0.33,0.35,0.34,0.32,0.35,0.38,0.43,0.42,0.34,0.33,0.39,0.36,0.34,0.35,0.37,0.37,0.38,0.34,0.33,0.33,0.38,0.33,0.37,0.4,0.35,0.36,0.35,0.35,0.28,0.38,0.34,0.37,0.38,0.35,0.34,0.35,0.24,0.0,0.34,0.31,0.32,0.38,0.29,0.26,0.27,0.31,0.27,0.28,0.29,0.32,0.26,0.34,0.3,0.29,0.29,0.33,0.29,0.26,0.31,0.27,0.21,0.25,0.29,0.22,0.24,0.26,0.26,0.31,0.0,0.23,0.26,0.31,0.28,0.0,0.24,0.25,0.3,0.34,0.29,0.2,0.31,0.26,0.25,0.27,0.24,0.25,0.0,0.22,0.28,0.24,0.2,0.28,0.25,0.25,0.22,0.3,0.25,0.27,0.27,0.24,0.27,0.28,0.29,0.26,0.25,0.2,0.2,0.0,0.26,0.23,0.25,0.28,0.24,0.29,0.23,0.23,0.22,0.22,0.2,0.28,0.3,0.23,0.25,0.27,0.21,0.23,0.25,0.25,0.23,0.0,0.23,0.24,0.0,0.24,0.0,0.21,0.23,0.2,0.21,0.25,0.21,0.0,0.24,0.25,0.32,0.22,0.25,0.26,0.23,0.22,0.22,0.22,0.2,0.22,0.0,0.26,0.22,0.2,0.21,0.22,0.24,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.0,0.0,0.22,0.25,0.23,0.21,0.0,0.21,0.24,0.23,0.0,0.0,0.24,0.0,0.23,0.24,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.21,0.23,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.010000000000005
09/15/2021,0.57,0.6,0.33,0.0,0.41,0.33,0.39,0.37,0.41,0.41,0.52,0.51,0.47,0.41,0.49,0.33,0.38,0.39,0.44,0.4,0.4,0.41,0.43,0.4,0.29,0.39,0.41,0.41,0.34,0.47,0.36,0.33,0.35,0.34,0.32,0.35,0.38,0.43,0.42,0.34,0.33,0.39,0.36,0.34,0.35,0.37,0.37,0.38,0.34,0.33,0.33,0.38,0.33,0.37,0.4,0.35,0.36,0.35,0.35,0.28,0.38,0.34,0.37,0.38,0.35,0.34,0.35,0.24,0.0,0.34,0.31,0.32,0.38,0.29,0.26,0.27,0.31,0.27,0.28,0.29,0.32,0.26,0.34,0.3,0.29,0.29,0.33,0.29,0.26,0.31,0.27,0.21,0.25,0.29,0.22,0.24,0.26,0.26,0.31,0.0,0.23,0.26,0.31,0.28,0.0,0.24,0.25,0.3,0.34,0.29,0.2,0.31,0.26,0.25,0.27,0.24,0.25,0.0,0.22,0.28,0.24,0.2,0.28,0.25,0.25,0.22,0.3,0.25,0.27,0.27,0.24,0.27,0.28,0.29,0.26,0.25,0.2,0.2,0.0,0.26,0.23,0.25,0.28,0.24,0.29,0.23,0.23,0.22,0.22,0.2,0.28,0.3,0.23,0.25,0.27,0.21,0.23,0.25,0.25,0.23,0.0,0.23,0.24,0.0,0.24,0.0,0.21,0.23,0.2,0.21,0.25,0.21,0.0,0.24,0.25,0.32,0.22,0.25,0.26,0.23,0.22,0.22,0.22,0.2,0.22,0.0,0.26,0.22,0.2,0.21,0.22,0.24,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.0,0.0,0.22,0.25,0.23,0.21,0.0,0.21,0.24,0.23,0.0,0.0,0.24,0.0,0.23,0.24,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.21,0.23,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.010000000000005
09/16/2021,0.58,0.59,0.34,0.0,0.42,0.33,0.4,0.38,0.41,0.42,0.52,0.52,0.46,0.41,0.47,0.33,0.38,0.39,0.43,0.41,0.4,0.41,0.43,0.39,0.31,0.4,0.41,0.41,0.34,0.45,0.36,0.34,0.35,0.34,0.32,0.34,0.38,0.43,0.41,0.34,0.33,0.4,0.35,0.34,0.35,0.36,0.37,0.38,0.35,0.33,0.33,0.37,0.34,0.37,0.39,0.35,0.37,0.34,0.35,0.29,0.37,0.33,0.37,0.37,0.35,0.34,0.35,0.25,0.0,0.33,0.31,0.32,0.37,0.3,0.26,0.28,0.31,0.27,0.28,0.29,0.31,0.26,0.34,0.3,0.29,0.29,0.33,0.29,0.27,0.31,0.28,0.22,0.25,0.28,0.22,0.25,0.26,0.26,0.31,0.0,0.24,0.27,0.31,0.28,0.0,0.23,0.25,0.3,0.33,0.28,0.0,0.3,0.26,0.24,0.26,0.24,0.25,0.0,0.22,0.28,0.24,0.21,0.28,0.25,0.25,0.23,0.3,0.25,0.26,0.27,0.24,0.26,0.28,0.28,0.26,0.26,0.2,0.0,0.2,0.26,0.23,0.25,0.27,0.24,0.29,0.23,0.22,0.22,0.22,0.2,0.27,0.29,0.23,0.26,0.26,0.21,0.23,0.25,0.25,0.23,0.0,0.23,0.24,0.0,0.24,0.0,0.2,0.23,0.2,0.21,0.25,0.21,0.2,0.24,0.24,0.3,0.22,0.25,0.26,0.23,0.22,0.22,0.22,0.2,0.21,0.0,0.26,0.22,0.2,0.22,0.22,0.23,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.0,0.0,0.21,0.24,0.23,0.21,0.0,0.2,0.23,0.22,0.0,0.0,0.24,0.0,0.23,0.24,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.21,0.23,0.0,0.0,0.22,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.84
09/17/2021,0.58,0.6,0.34,0.0,0.42,0.32,0.4,0.38,0.4,0.42,0.52,0.53,0.46,0.42,0.48,0.35,0.38,0.39,0.44,0.41,0.4,0.41,0.43,0.4,0.3,0.4,0.41,0.41,0.33,0.46,0.35,0.34,0.35,0.33,0.32,0.33,0.38,0.43,0.41,0.34,0.33,0.39,0.36,0.34,0.36,0.36,0.37,0.38,0.34,0.33,0.34,0.36,0.33,0.37,0.4,0.35,0.36,0.34,0.35,0.29,0.38,0.33,0.37,0.38,0.35,0.34,0.35,0.25,0.0,0.34,0.31,0.32,0.38,0.29,0.26,0.27,0.31,0.27,0.28,0.29,0.31,0.26,0.34,0.3,0.29,0.29,0.33,0.29,0.27,0.31,0.28,0.21,0.25,0.29,0.22,0.24,0.26,0.25,0.31,0.0,0.24,0.26,0.31,0.28,0.0,0.23,0.25,0.3,0.34,0.28,0.2,0.31,0.26,0.24,0.27,0.24,0.25,0.0,0.22,0.28,0.24,0.0,0.27,0.24,0.25,0.23,0.3,0.25,0.27,0.27,0.25,0.26,0.27,0.28,0.26,0.25,0.2,0.0,0.2,0.26,0.23,0.25,0.28,0.24,0.29,0.23,0.23,0.22,0.22,0.2,0.28,0.31,0.24,0.26,0.26,0.21,0.23,0.25,0.25,0.23,0.0,0.23,0.24,0.0,0.25,0.0,0.21,0.23,0.0,0.0,0.25,0.21,0.2,0.24,0.25,0.31,0.22,0.25,0.26,0.23,0.22,0.22,0.22,0.21,0.22,0.2,0.27,0.22,0.2,0.22,0.22,0.23,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.0,0.0,0.22,0.25,0.24,0.21,0.0,0.21,0.23,0.23,0.0,0.0,0.24,0.0,0.23,0.24,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.21,0.23,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.010000000000005
09/20/2021,0.58,0.62,0.33,0.0,0.42,0.32,0.41,0.37,0.4,0.43,0.52,0.53,0.46,0.43,0.47,0.34,0.39,0.39,0.44,0.41,0.39,0.41,0.43,0.39,0.3,0.4,0.41,0.4,0.34,0.46,0.35,0.35,0.35,0.34,0.33,0.32,0.39,0.43,0.41,0.34,0.32,0.4,0.36,0.34,0.36,0.36,0.38,0.38,0.34,0.33,0.34,0.37,0.33,0.37,0.4,0.35,0.35,0.34,0.35,0.29,0.37,0.32,0.37,0.37,0.35,0.33,0.34,0.26,0.0,0.36,0.32,0.32,0.38,0.3,0.25,0.28,0.31,0.27,0.27,0.29,0.31,0.26,0.35,0.29,0.3,0.28,0.33,0.28,0.28,0.31,0.28,0.22,0.25,0.28,0.23,0.24,0.26,0.25,0.31,0.0,0.24,0.26,0.31,0.28,0.0,0.23,0.25,0.29,0.35,0.28,0.22,0.32,0.25,0.25,0.28,0.24,0.25,0.0,0.22,0.27,0.24,0.0,0.28,0.26,0.24,0.23,0.3,0.26,0.27,0.27,0.24,0.25,0.26,0.28,0.26,0.25,0.0,0.0,0.2,0.25,0.23,0.25,0.28,0.23,0.28,0.23,0.22,0.22,0.22,0.2,0.29,0.31,0.24,0.25,0.26,0.21,0.23,0.25,0.25,0.23,0.0,0.23,0.25,0.0,0.25,0.0,0.21,0.23,0.2,0.2,0.25,0.21,0.2,0.24,0.25,0.3,0.22,0.25,0.27,0.23,0.21,0.21,0.21,0.0,0.21,0.2,0.26,0.22,0.2,0.22,0.22,0.23,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.0,0.0,0.21,0.25,0.23,0.21,0.0,0.2,0.23,0.23,0.0,0.0,0.24,0.0,0.23,0.24,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.21,0.24,0.2,0.0,0.22,0.0,0.0,0.0,0.2,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.98
