,BJUL,BMAR,BNOV,BAUG,BSEP,BAPR,BOCT,BDEC,BJUN,BJAN,BFEB,BMAY,n/a,SUM
05/02/2022,8.35,8.34,8.34,8.34,8.34,8.33,8.33,8.33,8.33,8.32,8.31,8.27,0.07,99.99999999999999
