,MSFT,AMZN,AAPL,FB,GOOGL,GOOG,NVDA,TSLA,V,PYPL,MA,ADBE,BRK.B,NFLX,CRM,DHR,DIS,NKE,INTU,UNH,ABT,AMD,HD,ISRG,NOW,QCOM,CHTR,SQ,ACN,ZTS,BKNG,AMAT,CCI,ZM,LLY,AMT,COST,UBER,EQIX,TMO,MELI,MRNA,DE,ILMN,SBUX,TXN,LOW,EW,TWLO,SPGI,SNAP,ADSK,AVGO,AXP,LRCX,MCO,IDXX,DOCU,LIN,ORCL,CRWD,TMUS,VRTX,ROKU,CAT,EL,MRVL,MSCI,TJX,WDAY,VEEV,CMG,LULU,PINS,MTCH,ALGN,UPS,SNPS,DXCM,PLD,CDNS,ATVI,SCHW,PANW,MAR,XTSLA,RMD,SBAC,KKR,TTD,CSGP,MTD,ADP,BX,PTON,FTNT,FIS,FRC,PNC,MNST,GPN,OKTA,TGT,SYK,A,FCX,SHW,ANSS,COF,CPRT,VRSK,EPAM,ZBRA,KLAC,EFX,FAST,LBRDK,MXIM,WST,IQV,GNRC,ROST,VFC,HUBS,FISV,ODFL,RNG,ECL,ROP,ENPH,TWTR,ETSY,VMC,YUM,NXPI,BURL,ALXN,WORK,SPLK,AON,DDOG,TDG,VRSN,SIVB,ANET,STE,ALNY,CVNA,COUP,COO,LNG,KEYS,TTWO,ROK,BSX,EXAS,TRMB,TER,NET,HZNP,INVH,IT,XLNX,ABNB,XYL,ICE,QRVO,TRU,TDOC,FLT,SWKS,NEM,OTIS,POOL,CRL,APD,AVTR,INFO,AJG,GLW,EA,PAYC,MKTX,PODD,DPZ,BR,SGEN,Z,TDY,MDB,EBAY,SUI,BLL,TFX,ULTA,CTLT,TYL,TROW,DLR,NVCR,TECH,ENTG,DKNG,HUM,ADI,AME,MGM,SNOW,ZEN,ZS,MPWR,AVB,CTAS,PAYX,IEX,ARE,APH,DHI,USD,4282.T,AWK,ALB,KSU,APTV,WAT,BIO,WM,CDW,DG,BILL,ABMD,PLTR,DASH,RGEN,CZR,PLUG,VMW,SEDG,SUM
07/09/2021,10.0,7.53,6.7,4.04,3.63,3.53,2.47,2.43,1.94,1.64,1.57,1.36,1.26,1.15,1.11,0.85,0.85,0.67,0.65,0.62,0.59,0.55,0.54,0.54,0.53,0.52,0.48,0.46,0.45,0.44,0.44,0.41,0.41,0.41,0.41,0.38,0.37,0.36,0.35,0.34,0.34,0.34,0.34,0.33,0.33,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.3,0.29,0.29,0.29,0.27,0.27,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.77000000000001
07/12/2021,10.05,7.69,6.8,3.98,3.62,3.54,2.38,2.42,1.92,1.67,1.56,1.39,1.25,1.13,1.09,0.85,0.85,0.67,0.67,0.63,0.6,0.52,0.55,0.54,0.53,0.51,0.49,0.44,0.46,0.45,0.43,0.39,0.42,0.4,0.42,0.39,0.38,0.34,0.36,0.35,0.34,0.34,0.33,0.33,0.33,0.32,0.32,0.32,0.3,0.32,0.28,0.31,0.3,0.29,0.28,0.29,0.27,0.27,0.25,0.26,0.25,0.25,0.25,0.23,0.24,0.23,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.21,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.09,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.83999999999999
07/13/2021,10.05,7.69,6.8,3.98,3.62,3.54,2.38,2.42,1.92,1.67,1.56,1.39,1.25,1.13,1.09,0.85,0.85,0.67,0.67,0.63,0.6,0.52,0.55,0.54,0.53,0.51,0.49,0.44,0.46,0.45,0.43,0.39,0.42,0.4,0.42,0.39,0.38,0.34,0.36,0.35,0.34,0.34,0.33,0.33,0.33,0.32,0.32,0.32,0.3,0.32,0.28,0.31,0.3,0.29,0.28,0.29,0.27,0.27,0.25,0.26,0.25,0.25,0.25,0.23,0.24,0.23,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.21,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.09,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.83999999999999
07/14/2021,9.98,7.6,6.82,4.0,3.6,3.52,2.38,2.41,1.92,1.68,1.56,1.38,1.27,1.13,1.08,0.84,0.86,0.67,0.66,0.62,0.6,0.53,0.55,0.54,0.53,0.52,0.48,0.45,0.46,0.45,0.43,0.4,0.42,0.39,0.41,0.38,0.38,0.35,0.35,0.34,0.34,0.34,0.34,0.33,0.33,0.32,0.32,0.32,0.3,0.31,0.29,0.31,0.3,0.29,0.28,0.29,0.27,0.27,0.26,0.27,0.25,0.25,0.25,0.24,0.24,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.21,0.22,0.21,0.2,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.67
07/15/2021,9.98,7.6,6.82,4.0,3.6,3.52,2.38,2.41,1.92,1.68,1.56,1.38,1.27,1.13,1.08,0.84,0.86,0.67,0.66,0.62,0.6,0.53,0.55,0.54,0.53,0.52,0.48,0.45,0.46,0.45,0.43,0.4,0.42,0.39,0.41,0.38,0.38,0.35,0.35,0.34,0.34,0.34,0.34,0.33,0.33,0.32,0.32,0.32,0.3,0.31,0.29,0.31,0.3,0.29,0.28,0.29,0.27,0.27,0.26,0.27,0.25,0.25,0.25,0.24,0.24,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.21,0.22,0.21,0.2,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.67
07/16/2021,10.08,7.51,6.85,4.02,3.65,3.55,2.4,2.46,1.95,1.69,1.6,1.38,1.26,1.14,1.08,0.84,0.89,0.67,0.66,0.63,0.59,0.52,0.54,0.54,0.53,0.51,0.47,0.45,0.46,0.45,0.43,0.4,0.41,0.38,0.41,0.38,0.38,0.34,0.35,0.34,0.34,0.34,0.34,0.34,0.33,0.32,0.32,0.32,0.3,0.31,0.29,0.31,0.31,0.29,0.29,0.29,0.27,0.26,0.25,0.27,0.25,0.25,0.25,0.23,0.24,0.23,0.22,0.22,0.21,0.21,0.21,0.22,0.21,0.19,0.21,0.22,0.21,0.2,0.21,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.17,0.16,0.17,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.09,0.09,0.0,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.86000000000001
07/19/2021,10.15,7.47,7.03,3.96,3.66,3.59,2.27,2.4,2.02,1.67,1.64,1.39,1.27,1.15,1.06,0.86,0.9,0.68,0.66,0.64,0.58,0.51,0.55,0.54,0.53,0.52,0.47,0.44,0.46,0.46,0.43,0.4,0.42,0.36,0.41,0.39,0.39,0.33,0.36,0.34,0.33,0.38,0.34,0.32,0.34,0.32,0.32,0.32,0.29,0.31,0.27,0.31,0.3,0.3,0.28,0.29,0.27,0.26,0.26,0.26,0.24,0.25,0.25,0.22,0.23,0.24,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.18,0.21,0.22,0.21,0.2,0.21,0.2,0.18,0.18,0.18,0.18,0.18,0.19,0.17,0.17,0.16,0.15,0.17,0.16,0.16,0.17,0.14,0.17,0.17,0.17,0.16,0.17,0.15,0.14,0.15,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.15,0.13,0.14,0.15,0.15,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.1,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.1,0.1,0.09,0.1,0.11,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.11,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.09,0.09,0.0,0.1,0.09,0.09,0.1,0.1,0.0,0.09,0.09,0.09,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.91000000000001
07/20/2021,10.15,7.47,7.03,3.96,3.66,3.59,2.27,2.4,2.02,1.67,1.64,1.39,1.27,1.15,1.06,0.86,0.9,0.68,0.66,0.64,0.58,0.51,0.55,0.54,0.53,0.52,0.47,0.44,0.46,0.46,0.43,0.4,0.42,0.36,0.41,0.39,0.39,0.33,0.36,0.34,0.33,0.38,0.34,0.32,0.34,0.32,0.32,0.32,0.29,0.31,0.27,0.31,0.3,0.3,0.28,0.29,0.27,0.26,0.26,0.26,0.24,0.25,0.25,0.22,0.23,0.24,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.18,0.21,0.22,0.21,0.2,0.21,0.2,0.18,0.18,0.18,0.18,0.18,0.19,0.17,0.17,0.16,0.15,0.17,0.16,0.16,0.17,0.14,0.17,0.17,0.17,0.16,0.17,0.15,0.14,0.15,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.15,0.13,0.14,0.15,0.15,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.1,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.1,0.1,0.09,0.1,0.11,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.11,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.09,0.09,0.0,0.1,0.09,0.09,0.1,0.1,0.0,0.09,0.09,0.09,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.91000000000001
07/21/2021,10.2,7.39,6.97,3.94,3.68,3.62,2.18,2.4,2.03,1.67,1.63,1.4,1.27,1.13,1.07,0.87,0.88,0.67,0.66,0.64,0.59,0.5,0.55,0.54,0.53,0.52,0.47,0.45,0.46,0.46,0.42,0.38,0.42,0.37,0.41,0.4,0.39,0.33,0.36,0.35,0.33,0.42,0.33,0.33,0.34,0.32,0.32,0.32,0.29,0.32,0.27,0.31,0.3,0.29,0.27,0.29,0.28,0.27,0.26,0.27,0.24,0.26,0.25,0.22,0.23,0.24,0.21,0.23,0.22,0.21,0.21,0.21,0.21,0.18,0.21,0.21,0.21,0.2,0.21,0.2,0.19,0.18,0.18,0.18,0.17,0.19,0.18,0.18,0.16,0.15,0.17,0.16,0.16,0.17,0.14,0.17,0.17,0.17,0.16,0.17,0.15,0.14,0.15,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.15,0.14,0.13,0.13,0.15,0.15,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.1,0.1,0.09,0.1,0.11,0.11,0.09,0.09,0.1,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.11,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.0,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.86999999999999
07/22/2021,10.18,7.42,6.86,3.94,3.66,3.59,2.28,2.43,1.98,1.69,1.56,1.4,1.26,1.15,1.07,0.88,0.86,0.67,0.66,0.63,0.61,0.51,0.55,0.54,0.53,0.52,0.48,0.45,0.46,0.46,0.41,0.39,0.43,0.37,0.42,0.4,0.4,0.33,0.36,0.35,0.34,0.47,0.33,0.33,0.33,0.32,0.32,0.31,0.3,0.32,0.27,0.31,0.3,0.28,0.28,0.29,0.28,0.28,0.26,0.27,0.24,0.25,0.25,0.23,0.23,0.23,0.22,0.22,0.21,0.21,0.21,0.21,0.22,0.19,0.2,0.21,0.21,0.2,0.21,0.2,0.19,0.18,0.18,0.19,0.17,0.19,0.18,0.18,0.16,0.15,0.17,0.16,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.17,0.15,0.15,0.15,0.14,0.15,0.13,0.15,0.15,0.14,0.14,0.15,0.15,0.13,0.14,0.15,0.15,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.12,0.12,0.11,0.12,0.12,0.11,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.09,0.09,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.94000000000001
