,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,JNJ,JPM,PYPL,XOM,VZ,NVDA,INTC,BRK.B,BAC,TSLA,TGT,MA,V,COST,UNP,AMAT,CVX,NKE,MS,ACN,LOW,CMCSA,DE,HD,CAT,GS,WFC,TXN,LLY,BMY,UPS,C,MRNA,PG,AXP,NFLX,WMT,UNH,ANTM,LRCX,MU,MRK,GILD,CSX,GM,T,PEP,COP,ADBE,FDX,COF,SCHW,KO,ABBV,NSC,F,AMGN,CSCO,BIIB,PFE,HUM,DIS,PGR,QCOM,TJX,ORCL,IDXX,LIN,OXY,TROW,INTU,SPGI,TMUS,AVGO,ROST,ZTS,EOG,HON,ABT,PNC,DOW,USB,DFS,MDT,ADP,TRV,BLK,AMP,ALL,KR,CMI,TFC,EL,TMO,FTNT,PRU,DVN,KKR,IBM,SYF,AMD,PXD,CRM,GLW,KSU,HAL,RTX,DG,ISRG,CNC,SIVB,MCD,HIG,KMX,ODFL,LMT,CBRE,MCO,BBY,PCAR,ADSK,REGN,SWKS,SO,APD,BKNG,ITW,AIG,FAST,FCX,NUE,TER,TSCO,SBUX,EXC,VLO,CME,LYB,MET,NOW,ALLY,FANG,LULU,CTSH,FITB,WM,ULTA,MMM,DHR,XEL,AFL,DD,VFC,CB,NEM,CERN,ALGN,BK,OKE,HBAN,AES,APTV,IP,CTVA,MXIM,CPRT,AEP,BAX,ORLY,DLTR,TEL,EW,LEN,KLAC,SQ,GWW,MDLZ,CI,CL,LUV,WSM,HES,MTD,DHI,STX,WAT,WBA,POOL,TPR,MOH,HSY,DRI,ROK,NEE,BA,ETN,ILMN,CE,SHW,EXPD,Ssc Government Mm Gvmxx,ALB,XLNX,GPC,EQH,TSN,STLD,AON,PAYC,EBAY,ADI,JBHT,PWR,CROX,n/a,LH,TRGP,COG,WMB,CTRA,TREX,AAP,ON,M,KEYS,PAYX,CP.TO,SUM
08/30/2021,3.97,3.68,2.65,1.42,1.31,1.26,1.01,0.93,0.74,0.55,0.56,0.6,0.51,0.54,0.53,0.53,0.5,0.46,0.46,0.54,0.45,0.43,0.41,0.47,0.5,0.49,0.45,0.44,0.46,0.43,0.4,0.46,0.44,0.39,0.44,0.38,0.34,0.38,0.63,0.38,0.36,0.37,0.37,0.36,0.33,0.31,0.3,0.33,0.34,0.32,0.26,0.29,0.32,0.27,0.34,0.27,0.32,0.29,0.32,0.28,0.25,0.22,0.22,0.27,0.24,0.3,0.21,0.24,0.24,0.23,0.25,0.25,0.24,0.24,0.15,0.24,0.24,0.22,0.2,0.21,0.2,0.22,0.16,0.21,0.22,0.2,0.2,0.19,0.24,0.2,0.2,0.2,0.2,0.2,0.21,0.22,0.18,0.19,0.19,0.23,0.22,0.18,0.17,0.19,0.17,0.17,0.19,0.15,0.19,0.16,0.17,0.14,0.16,0.16,0.17,0.14,0.18,0.16,0.17,0.15,0.17,0.15,0.17,0.16,0.16,0.14,0.16,0.17,0.14,0.16,0.14,0.15,0.15,0.21,0.16,0.14,0.18,0.13,0.15,0.14,0.15,0.0,0.13,0.14,0.14,0.15,0.14,0.0,0.15,0.15,0.14,0.15,0.15,0.13,0.15,0.14,0.14,0.12,0.12,0.15,0.12,0.12,0.14,0.14,0.12,0.14,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.0,0.12,0.11,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.0,0.11,0.0,0.13,0.0,0.13,0.12,0.0,0.13,0.11,0.11,0.0,0.11,0.0,0.11,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.12,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.74000000000001
08/31/2021,3.95,3.64,2.64,1.43,1.32,1.26,0.99,0.92,0.74,0.55,0.56,0.61,0.51,0.54,0.53,0.53,0.49,0.46,0.46,0.53,0.45,0.44,0.41,0.46,0.5,0.49,0.45,0.44,0.45,0.42,0.4,0.46,0.44,0.39,0.44,0.37,0.34,0.38,0.59,0.38,0.36,0.37,0.36,0.35,0.33,0.32,0.31,0.32,0.34,0.32,0.26,0.29,0.32,0.27,0.34,0.27,0.33,0.29,0.32,0.27,0.25,0.23,0.22,0.27,0.24,0.29,0.21,0.24,0.24,0.24,0.25,0.25,0.23,0.24,0.16,0.24,0.24,0.22,0.19,0.22,0.19,0.21,0.17,0.21,0.21,0.2,0.2,0.19,0.25,0.2,0.2,0.2,0.2,0.2,0.21,0.22,0.18,0.19,0.19,0.22,0.22,0.18,0.18,0.18,0.17,0.18,0.19,0.15,0.18,0.16,0.17,0.14,0.16,0.16,0.17,0.13,0.18,0.16,0.17,0.14,0.17,0.15,0.17,0.16,0.15,0.14,0.16,0.17,0.14,0.16,0.14,0.15,0.15,0.21,0.15,0.15,0.18,0.14,0.15,0.14,0.15,0.0,0.13,0.14,0.14,0.15,0.14,0.0,0.15,0.15,0.14,0.14,0.15,0.13,0.15,0.13,0.14,0.12,0.12,0.15,0.12,0.12,0.14,0.14,0.12,0.14,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.0,0.13,0.13,0.13,0.13,0.13,0.11,0.11,0.0,0.11,0.0,0.13,0.0,0.13,0.12,0.11,0.13,0.11,0.11,0.0,0.11,0.0,0.11,0.12,0.12,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.11,0.12,0.0,0.11,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.56000000000001
09/01/2021,3.95,3.64,2.64,1.43,1.32,1.26,0.99,0.92,0.74,0.55,0.56,0.61,0.51,0.54,0.53,0.53,0.49,0.46,0.46,0.53,0.45,0.44,0.41,0.46,0.5,0.49,0.45,0.44,0.45,0.42,0.4,0.46,0.44,0.39,0.44,0.37,0.34,0.38,0.59,0.38,0.36,0.37,0.36,0.35,0.33,0.32,0.31,0.32,0.34,0.32,0.26,0.29,0.32,0.27,0.34,0.27,0.33,0.29,0.32,0.27,0.25,0.23,0.22,0.27,0.24,0.29,0.21,0.24,0.24,0.24,0.25,0.25,0.23,0.24,0.16,0.24,0.24,0.22,0.19,0.22,0.19,0.21,0.17,0.21,0.21,0.2,0.2,0.19,0.25,0.2,0.2,0.2,0.2,0.2,0.21,0.22,0.18,0.19,0.19,0.22,0.22,0.18,0.18,0.18,0.17,0.18,0.19,0.15,0.18,0.16,0.17,0.14,0.16,0.16,0.17,0.13,0.18,0.16,0.17,0.14,0.17,0.15,0.17,0.16,0.15,0.14,0.16,0.17,0.14,0.16,0.14,0.15,0.15,0.21,0.15,0.15,0.18,0.14,0.15,0.14,0.15,0.0,0.13,0.14,0.14,0.15,0.14,0.0,0.15,0.15,0.14,0.14,0.15,0.13,0.15,0.13,0.14,0.12,0.12,0.15,0.12,0.12,0.14,0.14,0.12,0.14,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.0,0.13,0.13,0.13,0.13,0.13,0.11,0.11,0.0,0.11,0.0,0.13,0.0,0.13,0.12,0.11,0.13,0.11,0.11,0.0,0.11,0.0,0.11,0.12,0.12,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.11,0.12,0.0,0.11,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.56000000000001
09/02/2021,4.07,3.69,2.7,1.46,1.32,1.27,1.0,0.91,0.77,0.55,0.56,0.61,0.51,0.54,0.52,0.54,0.5,0.46,0.46,0.54,0.44,0.44,0.41,0.47,0.5,0.49,0.45,0.44,0.45,0.43,0.39,0.45,0.43,0.4,0.44,0.38,0.34,0.37,0.58,0.38,0.35,0.37,0.37,0.35,0.33,0.32,0.3,0.32,0.34,0.32,0.25,0.29,0.32,0.27,0.34,0.27,0.31,0.28,0.32,0.27,0.24,0.22,0.22,0.27,0.24,0.29,0.21,0.24,0.24,0.24,0.25,0.25,0.24,0.24,0.16,0.24,0.24,0.22,0.19,0.22,0.19,0.22,0.16,0.21,0.22,0.2,0.2,0.19,0.23,0.2,0.2,0.2,0.2,0.2,0.21,0.22,0.18,0.18,0.19,0.23,0.22,0.18,0.18,0.18,0.17,0.17,0.19,0.15,0.18,0.16,0.17,0.14,0.16,0.16,0.17,0.13,0.17,0.16,0.17,0.14,0.17,0.15,0.17,0.16,0.15,0.14,0.16,0.17,0.14,0.16,0.14,0.15,0.15,0.21,0.16,0.15,0.18,0.14,0.15,0.14,0.15,0.0,0.13,0.14,0.14,0.16,0.14,0.0,0.15,0.15,0.13,0.14,0.14,0.13,0.16,0.13,0.14,0.12,0.12,0.15,0.12,0.12,0.14,0.14,0.12,0.13,0.11,0.12,0.12,0.12,0.0,0.13,0.13,0.11,0.12,0.0,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.0,0.11,0.0,0.13,0.0,0.13,0.12,0.11,0.13,0.11,0.11,0.0,0.11,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.11,0.18,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.77
09/03/2021,4.07,3.69,2.7,1.46,1.32,1.27,1.0,0.91,0.77,0.55,0.56,0.61,0.51,0.54,0.52,0.54,0.5,0.46,0.46,0.54,0.44,0.44,0.41,0.47,0.5,0.49,0.45,0.44,0.45,0.43,0.39,0.45,0.43,0.4,0.44,0.38,0.34,0.37,0.58,0.38,0.35,0.37,0.37,0.35,0.33,0.32,0.3,0.32,0.34,0.32,0.25,0.29,0.32,0.27,0.34,0.27,0.31,0.28,0.32,0.27,0.24,0.22,0.22,0.27,0.24,0.29,0.21,0.24,0.24,0.24,0.25,0.25,0.24,0.24,0.16,0.24,0.24,0.22,0.19,0.22,0.19,0.22,0.16,0.21,0.22,0.2,0.2,0.19,0.23,0.2,0.2,0.2,0.2,0.2,0.21,0.22,0.18,0.18,0.19,0.23,0.22,0.18,0.18,0.18,0.17,0.17,0.19,0.15,0.18,0.16,0.17,0.14,0.16,0.16,0.17,0.13,0.17,0.16,0.17,0.14,0.17,0.15,0.17,0.16,0.15,0.14,0.16,0.17,0.14,0.16,0.14,0.15,0.15,0.21,0.16,0.15,0.18,0.14,0.15,0.14,0.15,0.0,0.13,0.14,0.14,0.16,0.14,0.0,0.15,0.15,0.13,0.14,0.14,0.13,0.16,0.13,0.14,0.12,0.12,0.15,0.12,0.12,0.14,0.14,0.12,0.13,0.11,0.12,0.12,0.12,0.0,0.13,0.13,0.11,0.12,0.0,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.0,0.11,0.0,0.13,0.0,0.13,0.12,0.11,0.13,0.11,0.11,0.0,0.11,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.11,0.18,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.77
09/06/2021,4.08,3.65,2.73,1.44,1.31,1.26,1.0,0.91,0.76,0.54,0.56,0.65,0.51,0.53,0.51,0.54,0.49,0.44,0.44,0.55,0.44,0.43,0.41,0.45,0.5,0.49,0.45,0.46,0.46,0.43,0.39,0.45,0.39,0.39,0.43,0.37,0.34,0.37,0.62,0.38,0.35,0.39,0.37,0.36,0.34,0.32,0.3,0.32,0.34,0.31,0.25,0.29,0.32,0.27,0.35,0.27,0.3,0.28,0.32,0.25,0.24,0.22,0.22,0.27,0.23,0.34,0.22,0.24,0.24,0.24,0.24,0.25,0.24,0.24,0.16,0.24,0.24,0.23,0.19,0.21,0.19,0.22,0.15,0.21,0.22,0.2,0.19,0.19,0.23,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0.18,0.18,0.19,0.23,0.22,0.18,0.17,0.18,0.17,0.16,0.19,0.15,0.18,0.16,0.17,0.14,0.16,0.16,0.18,0.14,0.18,0.16,0.17,0.14,0.18,0.14,0.17,0.16,0.15,0.14,0.14,0.17,0.14,0.16,0.14,0.15,0.15,0.21,0.16,0.14,0.17,0.13,0.15,0.14,0.16,0.0,0.13,0.13,0.14,0.16,0.14,0.0,0.14,0.15,0.13,0.14,0.14,0.13,0.16,0.14,0.14,0.12,0.12,0.15,0.12,0.12,0.15,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.12,0.12,0.0,0.13,0.13,0.13,0.13,0.13,0.11,0.11,0.0,0.11,0.0,0.13,0.0,0.13,0.12,0.11,0.13,0.12,0.11,0.0,0.12,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.18,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.67
09/07/2021,4.11,3.66,2.75,1.44,1.31,1.27,1.01,0.9,0.77,0.54,0.57,0.67,0.5,0.53,0.51,0.54,0.48,0.44,0.44,0.55,0.43,0.44,0.41,0.45,0.5,0.5,0.45,0.46,0.46,0.44,0.39,0.45,0.39,0.39,0.43,0.37,0.34,0.37,0.65,0.38,0.34,0.39,0.37,0.36,0.33,0.32,0.3,0.33,0.34,0.31,0.25,0.29,0.32,0.27,0.35,0.27,0.29,0.28,0.32,0.25,0.24,0.22,0.22,0.27,0.23,0.34,0.22,0.24,0.24,0.23,0.24,0.25,0.24,0.24,0.16,0.24,0.24,0.23,0.19,0.22,0.19,0.22,0.15,0.21,0.22,0.2,0.19,0.19,0.23,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0.18,0.18,0.19,0.23,0.22,0.18,0.17,0.18,0.17,0.16,0.19,0.15,0.18,0.16,0.17,0.14,0.16,0.16,0.18,0.14,0.18,0.16,0.17,0.14,0.18,0.14,0.17,0.16,0.15,0.14,0.14,0.17,0.14,0.16,0.14,0.15,0.15,0.21,0.15,0.14,0.17,0.14,0.15,0.14,0.16,0.0,0.13,0.13,0.14,0.17,0.14,0.0,0.14,0.15,0.13,0.14,0.14,0.13,0.16,0.14,0.14,0.12,0.12,0.15,0.12,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.12,0.12,0.11,0.13,0.13,0.12,0.13,0.13,0.11,0.11,0.0,0.11,0.0,0.13,0.0,0.13,0.12,0.12,0.13,0.12,0.11,0.0,0.12,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.790000000000006
09/08/2021,4.11,3.66,2.75,1.44,1.31,1.27,1.01,0.9,0.77,0.54,0.57,0.67,0.5,0.53,0.51,0.54,0.48,0.44,0.44,0.55,0.43,0.44,0.41,0.45,0.5,0.5,0.45,0.46,0.46,0.44,0.39,0.45,0.39,0.39,0.43,0.37,0.34,0.37,0.65,0.38,0.34,0.39,0.37,0.36,0.33,0.32,0.3,0.33,0.34,0.31,0.25,0.29,0.32,0.27,0.35,0.27,0.29,0.28,0.32,0.25,0.24,0.22,0.22,0.27,0.23,0.34,0.22,0.24,0.24,0.23,0.24,0.25,0.24,0.24,0.16,0.24,0.24,0.23,0.19,0.22,0.19,0.22,0.15,0.21,0.22,0.2,0.19,0.19,0.23,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0.18,0.18,0.19,0.23,0.22,0.18,0.17,0.18,0.17,0.16,0.19,0.15,0.18,0.16,0.17,0.14,0.16,0.16,0.18,0.14,0.18,0.16,0.17,0.14,0.18,0.14,0.17,0.16,0.15,0.14,0.14,0.17,0.14,0.16,0.14,0.15,0.15,0.21,0.15,0.14,0.17,0.14,0.15,0.14,0.16,0.0,0.13,0.13,0.14,0.17,0.14,0.0,0.14,0.15,0.13,0.14,0.14,0.13,0.16,0.14,0.14,0.12,0.12,0.15,0.12,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.12,0.12,0.11,0.13,0.13,0.12,0.13,0.13,0.11,0.11,0.0,0.11,0.0,0.13,0.0,0.13,0.12,0.12,0.13,0.12,0.11,0.0,0.12,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.790000000000006
09/09/2021,4.11,3.66,2.75,1.44,1.31,1.27,1.01,0.9,0.77,0.54,0.57,0.67,0.5,0.53,0.51,0.54,0.48,0.44,0.44,0.55,0.43,0.44,0.41,0.45,0.5,0.5,0.45,0.46,0.46,0.44,0.39,0.45,0.39,0.39,0.43,0.37,0.34,0.37,0.65,0.38,0.34,0.39,0.37,0.36,0.33,0.32,0.3,0.33,0.34,0.31,0.25,0.29,0.32,0.27,0.35,0.27,0.29,0.28,0.32,0.25,0.24,0.22,0.22,0.27,0.23,0.34,0.22,0.24,0.24,0.23,0.24,0.25,0.24,0.24,0.16,0.24,0.24,0.23,0.19,0.22,0.19,0.22,0.15,0.21,0.22,0.2,0.19,0.19,0.23,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0.18,0.18,0.19,0.23,0.22,0.18,0.17,0.18,0.17,0.16,0.19,0.15,0.18,0.16,0.17,0.14,0.16,0.16,0.18,0.14,0.18,0.16,0.17,0.14,0.18,0.14,0.17,0.16,0.15,0.14,0.14,0.17,0.14,0.16,0.14,0.15,0.15,0.21,0.15,0.14,0.17,0.14,0.15,0.14,0.16,0.0,0.13,0.13,0.14,0.17,0.14,0.0,0.14,0.15,0.13,0.14,0.14,0.13,0.16,0.14,0.14,0.12,0.12,0.15,0.12,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.12,0.12,0.11,0.13,0.13,0.12,0.13,0.13,0.11,0.11,0.0,0.11,0.0,0.13,0.0,0.13,0.12,0.12,0.13,0.12,0.11,0.0,0.12,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.790000000000006
09/10/2021,4.19,3.67,2.79,1.48,1.33,1.28,1.0,0.91,0.78,0.54,0.56,0.67,0.51,0.52,0.52,0.56,0.48,0.45,0.45,0.55,0.43,0.44,0.41,0.45,0.5,0.5,0.45,0.45,0.45,0.44,0.39,0.45,0.39,0.39,0.43,0.37,0.34,0.37,0.68,0.38,0.34,0.4,0.37,0.36,0.34,0.32,0.3,0.32,0.34,0.3,0.25,0.29,0.32,0.27,0.35,0.27,0.29,0.28,0.32,0.25,0.24,0.22,0.22,0.27,0.23,0.34,0.22,0.24,0.23,0.23,0.24,0.25,0.24,0.24,0.16,0.23,0.24,0.23,0.19,0.22,0.19,0.22,0.15,0.2,0.22,0.2,0.19,0.19,0.22,0.2,0.2,0.2,0.19,0.2,0.2,0.22,0.18,0.18,0.19,0.24,0.22,0.18,0.17,0.18,0.17,0.16,0.19,0.14,0.18,0.16,0.17,0.14,0.16,0.16,0.18,0.13,0.18,0.16,0.17,0.15,0.18,0.14,0.17,0.16,0.15,0.14,0.14,0.17,0.14,0.16,0.14,0.15,0.14,0.21,0.15,0.15,0.17,0.13,0.15,0.14,0.16,0.0,0.13,0.13,0.14,0.16,0.14,0.0,0.14,0.15,0.13,0.14,0.14,0.13,0.16,0.13,0.13,0.12,0.11,0.15,0.12,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.12,0.12,0.11,0.13,0.13,0.12,0.13,0.13,0.11,0.11,0.0,0.11,0.0,0.12,0.0,0.13,0.11,0.11,0.13,0.12,0.11,0.0,0.11,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.18,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.91000000000001
09/13/2021,4.15,3.65,2.84,1.47,1.33,1.28,0.98,0.91,0.77,0.54,0.56,0.65,0.51,0.53,0.52,0.57,0.49,0.46,0.45,0.56,0.43,0.44,0.41,0.46,0.5,0.5,0.45,0.45,0.44,0.44,0.39,0.45,0.4,0.4,0.41,0.36,0.33,0.37,0.72,0.38,0.35,0.4,0.37,0.35,0.33,0.32,0.3,0.32,0.34,0.3,0.25,0.29,0.32,0.27,0.35,0.26,0.29,0.28,0.32,0.25,0.24,0.22,0.22,0.27,0.21,0.35,0.22,0.25,0.23,0.23,0.24,0.25,0.24,0.24,0.15,0.24,0.25,0.23,0.19,0.22,0.19,0.22,0.15,0.2,0.22,0.2,0.19,0.19,0.22,0.2,0.2,0.2,0.19,0.2,0.2,0.22,0.18,0.18,0.19,0.24,0.22,0.18,0.17,0.18,0.17,0.16,0.19,0.15,0.18,0.16,0.16,0.13,0.16,0.16,0.18,0.13,0.18,0.16,0.17,0.15,0.17,0.14,0.17,0.16,0.15,0.14,0.15,0.17,0.14,0.17,0.14,0.15,0.14,0.21,0.15,0.14,0.17,0.13,0.16,0.15,0.16,0.0,0.13,0.12,0.14,0.16,0.14,0.0,0.16,0.15,0.14,0.14,0.15,0.13,0.16,0.14,0.14,0.12,0.11,0.15,0.12,0.12,0.15,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.12,0.12,0.0,0.13,0.14,0.12,0.13,0.13,0.11,0.11,0.0,0.11,0.0,0.13,0.0,0.13,0.11,0.11,0.13,0.12,0.11,0.0,0.11,0.0,0.11,0.12,0.13,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.13,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.19,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.010000000000005
09/14/2021,4.04,3.66,2.84,1.48,1.31,1.26,0.98,0.91,0.77,0.54,0.56,0.67,0.52,0.53,0.51,0.56,0.49,0.46,0.45,0.56,0.43,0.45,0.41,0.46,0.5,0.51,0.45,0.45,0.44,0.45,0.39,0.45,0.4,0.4,0.41,0.36,0.34,0.37,0.71,0.39,0.35,0.4,0.37,0.35,0.32,0.32,0.31,0.32,0.34,0.3,0.26,0.29,0.32,0.27,0.36,0.26,0.3,0.28,0.32,0.25,0.24,0.22,0.22,0.27,0.21,0.35,0.22,0.25,0.23,0.24,0.24,0.26,0.24,0.24,0.15,0.24,0.25,0.23,0.19,0.22,0.19,0.22,0.15,0.21,0.22,0.2,0.19,0.19,0.23,0.2,0.2,0.2,0.19,0.2,0.2,0.21,0.18,0.18,0.19,0.24,0.22,0.18,0.17,0.18,0.17,0.16,0.19,0.15,0.18,0.16,0.16,0.13,0.16,0.16,0.17,0.13,0.19,0.16,0.17,0.16,0.18,0.14,0.17,0.16,0.15,0.14,0.14,0.17,0.14,0.16,0.14,0.15,0.14,0.21,0.15,0.14,0.17,0.14,0.16,0.15,0.16,0.0,0.12,0.13,0.14,0.16,0.14,0.0,0.16,0.15,0.14,0.15,0.14,0.13,0.16,0.13,0.14,0.12,0.11,0.15,0.12,0.12,0.15,0.13,0.12,0.14,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.12,0.12,0.11,0.13,0.14,0.12,0.13,0.13,0.11,0.11,0.0,0.11,0.0,0.13,0.0,0.13,0.11,0.0,0.13,0.12,0.12,0.0,0.0,0.11,0.11,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.19,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.000000000000014
09/15/2021,4.04,3.66,2.84,1.48,1.31,1.26,0.98,0.91,0.77,0.54,0.56,0.67,0.52,0.53,0.51,0.56,0.49,0.46,0.45,0.56,0.43,0.45,0.41,0.46,0.5,0.51,0.45,0.45,0.44,0.45,0.39,0.45,0.4,0.4,0.41,0.36,0.34,0.37,0.71,0.39,0.35,0.4,0.37,0.35,0.32,0.32,0.31,0.32,0.34,0.3,0.26,0.29,0.32,0.27,0.36,0.26,0.3,0.28,0.32,0.25,0.24,0.22,0.22,0.27,0.21,0.35,0.22,0.25,0.23,0.24,0.24,0.26,0.24,0.24,0.15,0.24,0.25,0.23,0.19,0.22,0.19,0.22,0.15,0.21,0.22,0.2,0.19,0.19,0.23,0.2,0.2,0.2,0.19,0.2,0.2,0.21,0.18,0.18,0.19,0.24,0.22,0.18,0.17,0.18,0.17,0.16,0.19,0.15,0.18,0.16,0.16,0.13,0.16,0.16,0.17,0.13,0.19,0.16,0.17,0.16,0.18,0.14,0.17,0.16,0.15,0.14,0.14,0.17,0.14,0.16,0.14,0.15,0.14,0.21,0.15,0.14,0.17,0.14,0.16,0.15,0.16,0.0,0.12,0.13,0.14,0.16,0.14,0.0,0.16,0.15,0.14,0.15,0.14,0.13,0.16,0.13,0.14,0.12,0.11,0.15,0.12,0.12,0.15,0.13,0.12,0.14,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.12,0.12,0.11,0.13,0.14,0.12,0.13,0.13,0.11,0.11,0.0,0.11,0.0,0.13,0.0,0.13,0.11,0.0,0.13,0.12,0.12,0.0,0.0,0.11,0.11,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.19,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.000000000000014
