,T,VZ,CVX,ABBV,PFE,PM,MRK,KO,AVGO,MO,IBM,GILD,DUK,SO,COP,BX,KMI,PRU,KMB,NEM,AEP,EXC,SRE,PPL,GIS,WBA,PEG,ED,EIX,LYB,FE,IP,ETR,DTE,DVN,KEY,CFG,OMC,HBAN,K,HPE,CAH,PFG,APO,EVRG,IPG,US Dollar,FNF,NRG,PNW,WU,CMA,NWL,NI,OGE,CPB,FHN,NYCB,BEN,PBCT,JNPR,ORI,ARES,SCCO,APAM,UNM,HBI,HRB,UMPQ,UBSI,FLO,NFG,VLY,FNB,HE,MSM,POR,SR,SWX,ALE,MC,BKH,Axis Capital Holdings Limited,DTM WI,AVA,ISBC,NAVI,NJR,NWE,OGS,SJI,FHI,ASB,BOH,AGR,CVBF,FFBC,FULT,WSBC,MCY,PDCO,VIRT,AXS,018000.KQ,688101.SS,688001.SS,n/a,SLVM WI,KD WI,CHV.,4I1.,PEO.,PG4.,NRA.,SUM
08/17/2021,9.62,6.89,6.64,6.36,7.18,5.32,4.62,4.56,4.18,4.22,3.78,2.51,2.1,1.95,1.48,1.85,1.3,1.26,1.1,1.0,1.06,1.06,0.9,0.88,0.81,0.84,0.74,0.73,0.68,0.69,0.58,0.51,0.53,0.49,0.45,0.45,0.42,0.37,0.42,0.41,0.41,0.34,0.4,0.3,0.35,0.32,0.0,0.29,0.26,0.23,0.23,0.25,0.22,0.23,0.23,0.19,0.2,0.23,0.2,0.19,0.18,0.17,0.17,0.16,0.15,0.14,0.15,0.13,0.13,0.12,0.11,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.0,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.04,0.05,0.05,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/18/2021,9.62,6.89,6.64,6.36,7.18,5.32,4.62,4.56,4.18,4.22,3.78,2.51,2.1,1.95,1.48,1.85,1.3,1.26,1.1,1.0,1.06,1.06,0.9,0.88,0.81,0.84,0.74,0.73,0.68,0.69,0.58,0.51,0.53,0.49,0.45,0.45,0.42,0.37,0.42,0.41,0.41,0.34,0.4,0.3,0.35,0.32,0.0,0.29,0.26,0.23,0.23,0.25,0.22,0.23,0.23,0.19,0.2,0.23,0.2,0.19,0.18,0.17,0.17,0.16,0.15,0.14,0.15,0.13,0.13,0.12,0.11,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.0,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.04,0.05,0.05,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/19/2021,9.59,6.88,6.54,6.44,7.22,5.34,4.68,4.56,4.18,4.19,3.77,2.52,2.13,1.97,1.45,1.85,1.28,1.25,1.12,1.0,1.06,1.06,0.9,0.87,0.82,0.83,0.74,0.73,0.68,0.67,0.58,0.51,0.53,0.49,0.44,0.45,0.41,0.37,0.41,0.41,0.4,0.35,0.39,0.3,0.36,0.32,0.0,0.29,0.25,0.23,0.23,0.25,0.22,0.23,0.23,0.19,0.19,0.23,0.19,0.18,0.18,0.17,0.17,0.16,0.14,0.13,0.15,0.13,0.13,0.11,0.11,0.1,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.0,0.07,0.08,0.09,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.04,0.05,0.05,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/20/2021,9.57,6.9,6.52,6.5,7.43,5.34,4.72,4.54,4.09,4.2,3.74,2.56,2.13,1.96,1.44,1.81,1.26,1.24,1.12,1.0,1.06,1.05,0.9,0.87,0.82,0.83,0.74,0.72,0.69,0.66,0.57,0.51,0.53,0.49,0.43,0.44,0.4,0.36,0.41,0.41,0.4,0.35,0.39,0.29,0.36,0.32,0.0,0.29,0.25,0.23,0.23,0.24,0.21,0.23,0.23,0.19,0.19,0.23,0.19,0.18,0.18,0.17,0.17,0.15,0.14,0.13,0.14,0.13,0.13,0.11,0.11,0.1,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.0,0.08,0.08,0.09,0.07,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/23/2021,9.54,6.94,6.23,6.54,7.34,5.39,4.8,4.6,4.13,4.25,3.7,2.56,2.15,2.0,1.41,1.81,1.22,1.23,1.14,0.98,1.08,1.08,0.9,0.88,0.83,0.82,0.75,0.73,0.71,0.65,0.59,0.51,0.54,0.5,0.41,0.44,0.39,0.35,0.41,0.42,0.39,0.34,0.39,0.28,0.36,0.31,0.0,0.29,0.25,0.24,0.23,0.24,0.21,0.24,0.23,0.19,0.19,0.22,0.19,0.18,0.18,0.17,0.17,0.15,0.14,0.13,0.14,0.13,0.13,0.11,0.11,0.1,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.0,0.08,0.08,0.09,0.08,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.04,0.05,0.05,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/25/2021,9.51,6.92,6.2,6.56,7.29,5.37,4.79,4.56,4.12,4.25,3.71,2.58,2.15,2.02,1.41,1.85,1.22,1.23,1.13,0.97,1.09,1.09,0.91,0.9,0.83,0.83,0.75,0.73,0.72,0.65,0.59,0.51,0.56,0.5,0.42,0.44,0.4,0.35,0.41,0.41,0.4,0.34,0.39,0.28,0.36,0.31,0.0,0.29,0.26,0.24,0.23,0.24,0.21,0.24,0.23,0.19,0.19,0.22,0.19,0.18,0.18,0.17,0.17,0.15,0.14,0.13,0.14,0.13,0.13,0.12,0.11,0.1,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.0,0.08,0.08,0.09,0.08,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.04,0.05,0.05,0.09,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/26/2021,9.45,6.88,6.33,6.56,7.44,5.31,4.75,4.52,4.17,4.24,3.7,2.57,2.11,1.99,1.46,1.88,1.24,1.23,1.12,0.99,1.07,1.08,0.89,0.88,0.82,0.83,0.74,0.71,0.71,0.66,0.58,0.51,0.55,0.5,0.44,0.44,0.4,0.36,0.42,0.41,0.4,0.35,0.39,0.29,0.36,0.32,0.0,0.29,0.26,0.23,0.23,0.25,0.21,0.23,0.23,0.19,0.19,0.22,0.19,0.18,0.18,0.17,0.17,0.15,0.14,0.13,0.14,0.13,0.13,0.12,0.11,0.1,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.0,0.07,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.09,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/27/2021,9.45,6.85,6.43,6.59,7.23,5.32,4.72,4.5,4.17,4.22,3.72,2.57,2.1,1.97,1.48,1.92,1.26,1.24,1.11,0.99,1.06,1.08,0.89,0.88,0.8,0.83,0.74,0.71,0.71,0.68,0.58,0.51,0.55,0.5,0.46,0.45,0.41,0.36,0.43,0.41,0.41,0.35,0.4,0.29,0.36,0.32,0.0,0.29,0.26,0.23,0.23,0.25,0.21,0.23,0.23,0.19,0.2,0.23,0.19,0.19,0.19,0.17,0.17,0.15,0.15,0.14,0.14,0.13,0.13,0.12,0.1,0.1,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.0,0.0,0.07,0.08,0.09,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.09,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/30/2021,9.35,6.83,6.41,6.66,7.12,5.37,4.67,4.48,4.23,4.29,3.71,2.55,2.11,1.99,1.48,1.99,1.24,1.25,1.12,0.98,1.07,1.08,0.9,0.88,0.79,0.83,0.74,0.71,0.7,0.67,0.58,0.52,0.55,0.5,0.47,0.45,0.41,0.36,0.43,0.4,0.41,0.34,0.4,0.29,0.36,0.32,0.0,0.3,0.27,0.23,0.23,0.25,0.22,0.23,0.23,0.18,0.2,0.22,0.19,0.19,0.19,0.17,0.18,0.15,0.14,0.14,0.14,0.13,0.13,0.12,0.1,0.1,0.11,0.09,0.1,0.09,0.1,0.08,0.09,0.09,0.1,0.1,0.0,0.0,0.07,0.08,0.1,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.04,0.05,0.05,0.09,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/31/2021,9.33,6.81,6.47,6.58,6.96,5.39,4.63,4.46,4.29,4.34,3.71,2.53,2.09,1.98,1.51,2.02,1.27,1.26,1.11,1.0,1.06,1.08,0.9,0.88,0.79,0.83,0.74,0.71,0.69,0.68,0.58,0.52,0.54,0.5,0.49,0.46,0.42,0.36,0.44,0.39,0.42,0.34,0.41,0.3,0.36,0.32,0.0,0.3,0.27,0.23,0.23,0.26,0.22,0.23,0.23,0.19,0.2,0.23,0.2,0.19,0.19,0.17,0.18,0.15,0.15,0.14,0.14,0.13,0.13,0.12,0.1,0.1,0.12,0.1,0.1,0.09,0.1,0.08,0.1,0.09,0.1,0.1,0.0,0.0,0.07,0.08,0.1,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.09,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/01/2021,9.33,6.81,6.47,6.58,6.96,5.39,4.63,4.46,4.29,4.34,3.71,2.53,2.09,1.98,1.51,2.02,1.27,1.26,1.11,1.0,1.06,1.08,0.9,0.88,0.79,0.83,0.74,0.71,0.69,0.68,0.58,0.52,0.54,0.5,0.49,0.46,0.42,0.36,0.44,0.39,0.42,0.34,0.41,0.3,0.36,0.32,0.0,0.3,0.27,0.23,0.23,0.26,0.22,0.23,0.23,0.19,0.2,0.23,0.2,0.19,0.19,0.17,0.18,0.15,0.15,0.14,0.14,0.13,0.13,0.12,0.1,0.1,0.12,0.1,0.1,0.09,0.1,0.08,0.1,0.09,0.1,0.1,0.0,0.0,0.07,0.08,0.1,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.09,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/02/2021,9.36,6.81,6.45,6.63,6.98,5.44,4.64,4.51,4.32,4.35,3.69,2.56,2.09,1.97,1.5,2.02,1.25,1.24,1.11,0.99,1.07,1.08,0.89,0.88,0.79,0.83,0.74,0.71,0.69,0.67,0.58,0.52,0.53,0.5,0.48,0.44,0.41,0.35,0.43,0.39,0.42,0.34,0.4,0.3,0.36,0.31,0.0,0.3,0.27,0.22,0.22,0.25,0.21,0.23,0.23,0.18,0.2,0.22,0.19,0.19,0.19,0.17,0.18,0.15,0.15,0.14,0.14,0.13,0.13,0.12,0.11,0.1,0.11,0.09,0.1,0.09,0.1,0.08,0.1,0.09,0.1,0.1,0.0,0.0,0.07,0.08,0.1,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.09,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/03/2021,9.39,6.81,6.32,6.61,6.84,5.41,4.61,4.5,4.28,4.38,3.71,2.57,2.08,1.96,1.47,2.04,1.24,1.24,1.12,0.99,1.06,1.07,0.89,0.88,0.79,0.87,0.73,0.71,0.69,0.66,0.58,0.52,0.53,0.49,0.48,0.44,0.41,0.36,0.43,0.39,0.42,0.35,0.4,0.3,0.36,0.32,0.0,0.29,0.27,0.22,0.23,0.25,0.21,0.23,0.22,0.19,0.2,0.23,0.19,0.19,0.18,0.17,0.18,0.15,0.15,0.14,0.14,0.13,0.13,0.12,0.11,0.1,0.11,0.09,0.1,0.09,0.1,0.08,0.1,0.09,0.1,0.1,0.0,0.0,0.07,0.08,0.1,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.09,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/06/2021,9.45,6.84,6.37,6.13,6.95,5.54,4.65,4.53,4.23,4.44,3.7,2.55,2.12,1.99,1.5,2.07,1.25,1.23,1.14,1.0,1.07,1.1,0.91,0.91,0.79,0.88,0.74,0.72,0.71,0.64,0.6,0.52,0.55,0.5,0.47,0.44,0.4,0.36,0.42,0.39,0.42,0.35,0.39,0.31,0.36,0.32,0.0,0.29,0.27,0.23,0.23,0.25,0.22,0.23,0.23,0.19,0.19,0.23,0.19,0.19,0.18,0.17,0.19,0.15,0.15,0.14,0.14,0.13,0.13,0.12,0.11,0.11,0.11,0.09,0.1,0.09,0.1,0.08,0.1,0.09,0.1,0.1,0.0,0.0,0.08,0.08,0.1,0.08,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.04,0.06,0.04,0.09,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
09/07/2021,9.43,6.86,6.36,6.11,6.96,5.57,4.66,4.53,4.29,4.44,3.69,2.54,2.1,1.97,1.49,2.09,1.24,1.23,1.14,1.02,1.07,1.09,0.9,0.9,0.79,0.87,0.73,0.72,0.7,0.63,0.59,0.52,0.54,0.5,0.47,0.44,0.4,0.36,0.42,0.39,0.42,0.36,0.39,0.31,0.36,0.32,0.0,0.29,0.27,0.23,0.23,0.24,0.22,0.23,0.23,0.19,0.19,0.23,0.19,0.19,0.18,0.16,0.19,0.15,0.15,0.13,0.14,0.13,0.13,0.12,0.1,0.11,0.11,0.09,0.1,0.09,0.1,0.08,0.1,0.09,0.1,0.1,0.0,0.0,0.08,0.08,0.1,0.07,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.04,0.05,0.04,0.09,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04000000000002
09/08/2021,9.43,6.86,6.36,6.11,6.96,5.57,4.66,4.53,4.29,4.44,3.69,2.54,2.1,1.97,1.49,2.09,1.24,1.23,1.14,1.02,1.07,1.09,0.9,0.9,0.79,0.87,0.73,0.72,0.7,0.63,0.59,0.52,0.54,0.5,0.47,0.44,0.4,0.36,0.42,0.39,0.42,0.36,0.39,0.31,0.36,0.32,0.0,0.29,0.27,0.23,0.23,0.24,0.22,0.23,0.23,0.19,0.19,0.23,0.19,0.19,0.18,0.16,0.19,0.15,0.15,0.13,0.14,0.13,0.13,0.12,0.1,0.11,0.11,0.09,0.1,0.09,0.1,0.08,0.1,0.09,0.1,0.1,0.0,0.0,0.08,0.08,0.1,0.07,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.04,0.05,0.04,0.09,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04000000000002
09/09/2021,9.44,6.86,6.37,6.12,6.96,5.58,4.67,4.53,4.29,4.44,3.69,2.54,2.1,1.98,1.49,2.09,1.24,1.23,1.14,1.02,1.07,1.09,0.9,0.9,0.79,0.88,0.74,0.72,0.7,0.63,0.59,0.52,0.54,0.5,0.47,0.44,0.4,0.36,0.42,0.39,0.42,0.36,0.39,0.31,0.36,0.32,0.0,0.29,0.27,0.23,0.23,0.24,0.22,0.23,0.23,0.19,0.19,0.23,0.19,0.19,0.18,0.16,0.19,0.15,0.15,0.13,0.14,0.13,0.13,0.12,0.1,0.11,0.11,0.09,0.1,0.09,0.1,0.08,0.1,0.09,0.1,0.1,0.0,0.0,0.08,0.08,0.1,0.07,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.04,0.05,0.04,0.09,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
09/10/2021,9.49,6.86,6.41,6.04,7.03,5.63,4.64,4.49,4.33,4.47,3.69,2.54,2.08,1.99,1.5,2.08,1.24,1.24,1.15,1.01,1.06,1.1,0.9,0.91,0.78,0.88,0.73,0.71,0.71,0.63,0.58,0.51,0.55,0.5,0.47,0.44,0.4,0.36,0.43,0.39,0.41,0.36,0.39,0.31,0.35,0.32,0.0,0.29,0.27,0.22,0.23,0.25,0.22,0.23,0.23,0.19,0.19,0.23,0.19,0.19,0.18,0.16,0.19,0.15,0.14,0.14,0.14,0.13,0.13,0.12,0.1,0.11,0.11,0.09,0.1,0.09,0.1,0.08,0.1,0.08,0.1,0.1,0.0,0.0,0.08,0.08,0.1,0.07,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.04,0.06,0.04,0.08,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
09/13/2021,9.55,6.86,6.38,5.98,6.96,5.48,4.54,4.54,4.33,4.49,3.71,2.54,2.12,2.04,1.5,2.13,1.23,1.25,1.14,1.0,1.09,1.12,0.92,0.91,0.81,0.88,0.74,0.73,0.72,0.61,0.58,0.52,0.55,0.5,0.47,0.45,0.41,0.36,0.43,0.4,0.4,0.36,0.39,0.31,0.36,0.32,0.0,0.29,0.27,0.22,0.23,0.25,0.22,0.23,0.23,0.19,0.19,0.23,0.19,0.19,0.18,0.17,0.19,0.15,0.14,0.14,0.14,0.13,0.13,0.11,0.1,0.11,0.11,0.09,0.1,0.09,0.1,0.08,0.1,0.09,0.1,0.1,0.0,0.0,0.08,0.08,0.1,0.07,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.04,0.09,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/14/2021,9.49,6.85,6.4,5.96,6.91,5.55,4.53,4.53,4.38,4.5,3.7,2.56,2.09,2.01,1.51,2.13,1.24,1.24,1.13,0.99,1.07,1.12,0.91,0.9,0.81,0.86,0.73,0.72,0.71,0.62,0.58,0.52,0.55,0.5,0.46,0.44,0.41,0.36,0.43,0.4,0.4,0.36,0.39,0.31,0.35,0.32,0.0,0.29,0.26,0.22,0.22,0.25,0.21,0.23,0.23,0.2,0.19,0.23,0.19,0.19,0.18,0.16,0.19,0.15,0.14,0.13,0.14,0.13,0.13,0.11,0.1,0.11,0.11,0.09,0.1,0.09,0.1,0.08,0.1,0.08,0.1,0.1,0.0,0.0,0.07,0.08,0.1,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.05,0.06,0.05,0.05,0.06,0.04,0.08,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/15/2021,9.5,6.85,6.41,5.97,6.92,5.56,4.53,4.53,4.38,4.5,3.7,2.56,2.1,2.02,1.51,2.13,1.24,1.24,1.13,1.0,1.07,1.12,0.91,0.91,0.81,0.86,0.73,0.72,0.71,0.62,0.58,0.52,0.55,0.5,0.46,0.44,0.41,0.36,0.43,0.4,0.4,0.36,0.39,0.31,0.35,0.32,0.0,0.29,0.26,0.22,0.22,0.25,0.21,0.23,0.23,0.2,0.19,0.23,0.19,0.19,0.18,0.16,0.19,0.15,0.14,0.13,0.14,0.13,0.13,0.11,0.1,0.11,0.11,0.09,0.1,0.09,0.1,0.08,0.1,0.08,0.1,0.1,0.0,0.0,0.07,0.08,0.1,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.05,0.06,0.05,0.05,0.06,0.04,0.08,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/16/2021,9.58,6.87,6.5,5.99,6.74,5.48,4.5,4.55,4.37,4.44,3.72,2.56,2.08,2.01,1.55,2.13,1.25,1.25,1.14,0.99,1.06,1.13,0.92,0.9,0.81,0.85,0.73,0.71,0.72,0.63,0.57,0.52,0.55,0.49,0.47,0.46,0.42,0.36,0.43,0.4,0.39,0.36,0.4,0.32,0.35,0.32,0.0,0.29,0.26,0.22,0.23,0.26,0.22,0.23,0.23,0.2,0.19,0.23,0.19,0.19,0.18,0.16,0.19,0.15,0.15,0.14,0.14,0.13,0.13,0.11,0.1,0.11,0.11,0.09,0.1,0.09,0.1,0.08,0.1,0.08,0.1,0.1,0.0,0.0,0.07,0.08,0.1,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.05,0.06,0.06,0.05,0.05,0.06,0.04,0.09,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/17/2021,9.6,6.91,6.44,5.98,6.81,5.49,4.47,4.56,4.43,4.32,3.7,2.55,2.07,2.02,1.55,2.17,1.25,1.25,1.15,1.0,1.07,1.13,0.93,0.9,0.82,0.84,0.74,0.71,0.72,0.63,0.57,0.51,0.56,0.5,0.47,0.46,0.41,0.36,0.43,0.4,0.38,0.35,0.4,0.31,0.35,0.32,0.0,0.29,0.27,0.22,0.23,0.25,0.21,0.23,0.23,0.2,0.19,0.23,0.19,0.18,0.18,0.15,0.19,0.15,0.15,0.14,0.14,0.13,0.13,0.11,0.1,0.11,0.1,0.09,0.1,0.09,0.1,0.08,0.1,0.08,0.1,0.1,0.0,0.0,0.07,0.08,0.1,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.05,0.05,0.06,0.05,0.05,0.06,0.04,0.08,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/20/2021,9.64,6.87,6.48,6.04,6.74,5.51,4.44,4.51,4.46,4.34,3.68,2.57,2.06,1.99,1.6,2.23,1.25,1.24,1.12,0.97,1.04,1.12,0.93,0.89,0.82,0.87,0.73,0.71,0.71,0.63,0.57,0.51,0.55,0.49,0.5,0.47,0.42,0.37,0.43,0.4,0.38,0.36,0.4,0.32,0.34,0.32,0.0,0.28,0.26,0.22,0.23,0.25,0.22,0.22,0.22,0.2,0.19,0.23,0.19,0.19,0.18,0.15,0.19,0.15,0.15,0.13,0.15,0.13,0.13,0.11,0.1,0.11,0.1,0.09,0.1,0.08,0.1,0.08,0.1,0.08,0.1,0.09,0.0,0.0,0.07,0.08,0.1,0.07,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.06,0.04,0.08,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
09/21/2021,10.15,7.16,7.24,6.25,5.74,5.12,4.36,4.38,4.19,4.24,3.98,2.47,2.0,1.86,1.72,1.39,1.45,1.24,1.02,1.18,0.96,1.03,0.96,0.84,0.86,0.93,0.69,0.7,0.68,0.81,0.56,0.54,0.51,0.55,0.19,0.53,0.47,0.42,0.61,0.41,0.41,0.39,0.45,0.3,0.32,0.29,0.0,0.28,0.21,0.25,0.26,0.27,0.24,0.23,0.21,0.21,0.23,0.23,0.21,0.22,0.18,0.16,0.14,0.21,0.17,0.16,0.15,0.13,0.13,0.12,0.11,0.11,0.12,0.11,0.1,0.09,0.1,0.09,0.09,0.08,0.1,0.09,0.0,0.0,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.07,0.09,0.08,0.08,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.09,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/22/2021,10.15,7.16,7.24,6.25,5.74,5.12,4.36,4.38,4.19,4.24,3.98,2.47,2.0,1.86,1.72,1.39,1.45,1.24,1.02,1.18,0.96,1.03,0.96,0.84,0.86,0.93,0.69,0.7,0.68,0.81,0.56,0.54,0.51,0.55,0.19,0.53,0.47,0.42,0.61,0.41,0.41,0.39,0.45,0.3,0.32,0.29,0.0,0.28,0.21,0.25,0.26,0.27,0.24,0.23,0.21,0.21,0.23,0.23,0.21,0.22,0.18,0.16,0.14,0.21,0.17,0.16,0.15,0.13,0.13,0.12,0.11,0.11,0.12,0.11,0.1,0.09,0.1,0.09,0.09,0.08,0.1,0.09,0.0,0.0,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.07,0.09,0.08,0.08,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.09,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/23/2021,10.12,7.22,7.16,6.22,5.83,5.12,4.42,4.39,4.14,4.23,3.99,2.47,2.02,1.87,1.68,1.3,1.44,1.2,1.03,1.16,0.96,1.04,0.95,0.84,0.87,0.91,0.7,0.71,0.69,0.8,0.56,0.54,0.51,0.55,0.18,0.51,0.46,0.42,0.59,0.41,0.4,0.39,0.43,0.28,0.32,0.29,0.0,0.28,0.2,0.25,0.26,0.27,0.23,0.23,0.21,0.21,0.23,0.23,0.2,0.21,0.18,0.16,0.14,0.2,0.17,0.16,0.15,0.13,0.13,0.12,0.11,0.11,0.12,0.1,0.1,0.1,0.1,0.09,0.09,0.08,0.1,0.09,0.0,0.0,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.07,0.09,0.08,0.08,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.09,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/24/2021,10.05,7.2,7.18,6.28,5.81,5.11,4.43,4.4,4.11,4.23,3.96,2.5,2.01,1.87,1.75,1.34,1.45,1.19,1.03,1.18,0.95,1.03,0.95,0.84,0.86,0.91,0.7,0.71,0.69,0.8,0.56,0.53,0.51,0.55,0.19,0.51,0.46,0.41,0.58,0.41,0.4,0.38,0.43,0.29,0.32,0.29,0.0,0.28,0.21,0.25,0.25,0.26,0.23,0.23,0.21,0.21,0.23,0.23,0.2,0.21,0.18,0.16,0.14,0.2,0.17,0.15,0.15,0.13,0.13,0.12,0.11,0.11,0.12,0.1,0.1,0.1,0.1,0.09,0.09,0.08,0.1,0.09,0.0,0.0,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.07,0.09,0.08,0.08,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.09,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
