,ADBE,ADSK,IDXX,AMD,FTNT,ALGN,GOOG,AMZN,TGT,LOW,AAPL,FB,CCI,NVDA,VRTX,REGN,CMG,WST,NKE,TXN,LULU,QCOM,EBAY,NOW,PYPL,ODFL,MXIM,EPAM,BAH,ILMN,CDNS,VEEV,ZM,LRCX,PKI,ULTA,DOCU,MOH,BBY,AMAT,NBIX,KLAC,TXRH,MKTX,CRWD,HUBS,WEN,PAYC,LPLA,TW,TER,PHM,WM,MPWR,PTC,TTD,OLED,DAR,CSGP,TPX,MSFT,SAM,BC,AN,AZPN,AMED,WSM,MNST,EXEL,LSCC,UPST,MSCI,INTU,APPS,Ssc Government Mm Gvmxx,RGEN,ENTG,SPGI,IT,SNPS,QRVO,FICO,LHCG,RSG,SITE,CLX,OVV,GNRC,XPO,MTD,BX,LLY,DECK,DXCM,DDOG,DPZ,XEC,JBHT,MTCH,JCOM,FMC,SCHW,TEAM,MCO,DG,PCTY,NWSA,SBUX,ORLY,RH,APTV,AVTR,BJ,NVR,HRC,EL,BRKR,ALXN,PEN,TSCO,ZTS,EOG,ORCL,FIVE,SKX,TROW,CTXS,G,SBAC,YUMC,CTAS,AMT,FDS,HCA,HD,KIM,LAMR,CERN,AXP,NFLX,DVA,FND,CACI,ICLR,UPS,TREX,ABT,HSY,V,MMM,DHI,WMB,TTEK,CABO,XYL,COST,SYK,CHE,TPR,PG,IQV,VMW,MAN,AGCO,CBRE,MA,PANW,BSX,FDX,PFPT,YUM,GWW,IPGP,TJX,NUE,SF,RPM,MAS,WDAY,OSK,GLOB,JLL,CMI,OC,EHC,WHR,ON,NVCR,STX,DLTR,KSU,RS,TTWO,Y,ATUS,AON,MKSI,CE,GLW,VMC,SNA,RGLD,Stericycle Inc,TPL,SRCL,GXO WI,Oshkosh Corp,n/a,CHTR,ROST,VFC,TSLA,SQ,SHOP,ETSY,PINS,NRG,WY,HOLX,ENPH,SWKS,MKL,VNT,YETI,STAA,KR,SCCO,RJF,RE,LPX,EQIX,CHGG,FL,CROX,HTA,XP,A,ISRG,CTVA,TNDM,BF.B,KO,AVY,ECL,LII,TXT,WRB,ALV,RL,ACGL,NTAP,DGX,HSIC,EW,HALO,CDW,XLNX,LH,CL,SEE,CHH,TTC,DRI,PFE,SWK,LEN,CRSP,AAP,ADI,ANET,BLDR,CHDN,ZI,POWI,DKS,PSTG,CTRA,HZNP,GTLS,HPQ,SYNA,INCY,KEYS,DHR,AZO,AVGO,POOL,DLB,CTSH,CG,AMP,REG,MU,OMCL,MAT,LMT,MAR,NXST,PXD,WH,IVZ,COIN,SUM
12/16/2021,1.94,2.17,0.25,1.42,1.35,2.19,1.89,0.13,0.13,0.25,0.13,1.53,0.0,1.43,1.4,1.5,1.45,1.3,0.13,1.8,1.26,1.25,0.12,1.51,0.13,1.55,0.0,1.32,0.13,0.0,1.7,1.17,1.9,1.28,0.13,1.92,0.0,0.24,0.0,1.26,0.47,1.25,0.48,0.25,0.93,1.08,0.0,1.01,0.21,0.28,0.78,0.13,0.89,1.17,0.0,0.72,0.25,0.58,0.0,0.39,0.25,0.0,0.12,0.25,0.12,0.0,0.45,0.26,0.12,0.61,0.35,0.13,0.26,0.0,0.0,0.13,0.13,0.26,2.52,0.26,0.88,0.28,0.0,0.13,0.13,0.0,0.12,0.12,0.0,0.0,1.24,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.26,0.0,0.13,0.0,0.13,1.81,0.0,0.0,1.02,0.12,0.14,0.0,0.12,0.13,0.0,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.69,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.12,0.12,0.12,0.0,0.77,0.0,0.0,1.82,0.0,0.13,0.25,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.41,0.13,0.13,0.0,0.12,0.12,0.12,0.13,0.13,0.0,0.12,0.0,0.13,0.0,0.13,1.52,0.81,0.0,0.0,0.13,0.12,0.0,0.13,0.0,0.12,0.0,0.0,0.12,1.56,0.0,0.8,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.23,0.0,2.12,0.0,1.25,0.0,1.18,0.69,0.0,0.0,0.36,1.27,0.72,0.0,0.0,0.0,0.59,0.23,0.0,0.0,0.13,0.24,0.26,0.0,0.0,0.22,0.62,0.0,0.0,0.13,0.12,0.12,0.0,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.13,0.12,0.12,0.13,0.0,0.12,0.25,0.12,0.13,0.13,0.0,0.18,0.12,1.49,0.0,0.12,1.6,0.0,0.13,0.0,0.12,0.0,0.79,0.77,0.51,0.47,0.36,0.33,0.3,0.28,0.25,0.24,0.15,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,99.48
12/17/2021,1.94,2.17,0.25,1.42,1.35,2.19,1.89,0.13,0.13,0.25,0.13,1.53,0.0,1.43,1.4,1.5,1.45,1.3,0.13,1.8,1.26,1.25,0.12,1.51,0.13,1.55,0.0,1.32,0.13,0.0,1.7,1.17,1.9,1.28,0.13,1.92,0.0,0.24,0.0,1.26,0.47,1.25,0.48,0.25,0.93,1.08,0.0,1.01,0.21,0.28,0.78,0.13,0.89,1.17,0.0,0.72,0.25,0.58,0.0,0.39,0.25,0.0,0.12,0.25,0.12,0.0,0.45,0.26,0.12,0.61,0.35,0.13,0.26,0.0,0.0,0.13,0.13,0.26,2.52,0.26,0.88,0.28,0.0,0.13,0.13,0.0,0.12,0.12,0.0,0.0,1.24,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.26,0.0,0.13,0.0,0.13,1.81,0.0,0.0,1.02,0.12,0.14,0.0,0.12,0.13,0.0,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.69,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.12,0.12,0.12,0.0,0.77,0.0,0.0,1.82,0.0,0.13,0.25,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.41,0.13,0.13,0.0,0.12,0.12,0.12,0.13,0.13,0.0,0.12,0.0,0.13,0.0,0.13,1.52,0.81,0.0,0.0,0.13,0.12,0.0,0.13,0.0,0.12,0.0,0.0,0.12,1.56,0.0,0.8,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.23,0.0,2.12,0.0,1.25,0.0,1.18,0.69,0.0,0.0,0.36,1.27,0.72,0.0,0.0,0.0,0.59,0.23,0.0,0.0,0.13,0.24,0.26,0.0,0.0,0.22,0.62,0.0,0.0,0.13,0.12,0.12,0.0,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.13,0.12,0.12,0.13,0.0,0.12,0.25,0.12,0.13,0.13,0.0,0.18,0.12,1.49,0.0,0.12,1.6,0.0,0.13,0.0,0.12,0.0,0.79,0.77,0.51,0.47,0.36,0.33,0.3,0.28,0.25,0.24,0.15,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,99.48
12/20/2021,1.94,2.17,0.25,1.42,1.35,2.19,1.89,0.13,0.13,0.25,0.13,1.53,0.0,1.43,1.4,1.5,1.45,1.3,0.13,1.8,1.26,1.25,0.12,1.51,0.13,1.55,0.0,1.32,0.13,0.0,1.7,1.17,1.9,1.28,0.13,1.92,0.0,0.24,0.0,1.26,0.47,1.25,0.48,0.25,0.93,1.08,0.0,1.01,0.21,0.28,0.78,0.13,0.89,1.17,0.0,0.72,0.25,0.58,0.0,0.39,0.25,0.0,0.12,0.25,0.12,0.0,0.45,0.26,0.12,0.61,0.35,0.13,0.26,0.0,0.0,0.13,0.13,0.26,2.52,0.26,0.88,0.28,0.0,0.13,0.13,0.0,0.12,0.12,0.0,0.0,1.24,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.26,0.0,0.13,0.0,0.13,1.81,0.0,0.0,1.02,0.12,0.14,0.0,0.12,0.13,0.0,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.69,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.12,0.12,0.12,0.0,0.77,0.0,0.0,1.82,0.0,0.13,0.25,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.41,0.13,0.13,0.0,0.12,0.12,0.12,0.13,0.13,0.0,0.12,0.0,0.13,0.0,0.13,1.52,0.81,0.0,0.0,0.13,0.12,0.0,0.13,0.0,0.12,0.0,0.0,0.12,1.56,0.0,0.8,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.23,0.0,2.12,0.0,1.25,0.0,1.18,0.69,0.0,0.0,0.36,1.27,0.72,0.0,0.0,0.0,0.59,0.23,0.0,0.0,0.13,0.24,0.26,0.0,0.0,0.22,0.62,0.0,0.0,0.13,0.12,0.12,0.0,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.13,0.12,0.12,0.13,0.0,0.12,0.25,0.12,0.13,0.13,0.0,0.18,0.12,1.49,0.0,0.12,1.6,0.0,0.13,0.0,0.12,0.0,0.79,0.77,0.51,0.47,0.36,0.33,0.3,0.28,0.25,0.24,0.15,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,99.48
12/21/2021,1.63,2.37,0.26,1.31,1.46,2.16,1.9,0.13,0.12,0.26,0.14,1.67,0.0,1.25,1.49,1.49,1.54,1.36,0.12,1.76,1.09,1.27,0.12,1.51,0.13,1.5,0.0,1.37,0.12,0.0,1.67,1.16,2.01,1.31,0.14,1.94,0.0,0.26,0.0,1.27,0.52,1.23,0.49,0.29,0.92,0.92,0.0,0.94,0.2,0.28,0.82,0.13,0.89,1.03,0.0,0.68,0.27,0.57,0.0,0.41,0.25,0.0,0.12,0.23,0.12,0.0,0.42,0.29,0.14,0.59,0.27,0.12,0.24,0.0,0.0,0.13,0.11,0.27,2.57,0.26,0.88,0.31,0.0,0.13,0.12,0.0,0.11,0.0,0.0,0.0,1.1,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.26,0.0,0.11,0.0,0.12,1.89,0.0,0.0,1.06,0.12,0.14,0.0,0.13,0.13,0.0,0.13,0.0,0.0,0.0,0.14,0.11,0.0,0.12,0.0,0.0,0.75,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.0,0.16,0.12,0.12,0.0,0.72,0.0,0.0,1.9,0.0,0.14,0.27,0.14,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.13,0.42,0.14,0.13,0.0,0.12,0.12,0.13,0.14,0.13,0.0,0.13,0.0,0.14,0.0,0.13,1.63,0.9,0.0,0.0,0.13,0.13,0.0,0.13,0.0,0.12,0.0,0.13,0.13,1.57,0.0,0.8,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.28,0.0,2.09,0.0,1.09,0.0,1.09,0.62,0.0,0.0,0.38,1.36,0.59,0.0,0.0,0.0,0.55,0.23,0.0,0.0,0.13,0.25,0.27,0.0,0.0,0.21,0.52,0.0,0.0,0.13,0.13,0.12,0.0,0.12,0.13,0.12,0.13,0.0,0.13,0.0,0.12,0.12,0.13,0.13,0.0,0.12,0.28,0.14,0.13,0.12,0.0,0.2,0.13,1.49,0.0,0.12,1.81,0.0,0.12,0.0,0.13,0.0,0.88,0.82,0.49,0.48,0.32,0.3,0.31,0.27,0.26,0.23,0.15,0.13,0.15,0.13,0.13,0.14,0.15,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.0,99.65
12/22/2021,1.63,2.37,0.26,1.31,1.46,2.16,1.9,0.13,0.12,0.26,0.14,1.67,0.0,1.25,1.49,1.49,1.54,1.36,0.12,1.76,1.09,1.27,0.12,1.51,0.13,1.5,0.0,1.37,0.12,0.0,1.67,1.16,2.01,1.31,0.14,1.94,0.0,0.26,0.0,1.27,0.52,1.23,0.49,0.29,0.92,0.92,0.0,0.94,0.2,0.28,0.82,0.13,0.89,1.03,0.0,0.68,0.27,0.57,0.0,0.41,0.25,0.0,0.12,0.23,0.12,0.0,0.42,0.29,0.14,0.59,0.27,0.12,0.24,0.0,0.0,0.13,0.11,0.27,2.57,0.26,0.88,0.31,0.0,0.13,0.12,0.0,0.11,0.0,0.0,0.0,1.1,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.26,0.0,0.11,0.0,0.12,1.89,0.0,0.0,1.06,0.12,0.14,0.0,0.13,0.13,0.0,0.13,0.0,0.0,0.0,0.14,0.11,0.0,0.12,0.0,0.0,0.75,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.0,0.16,0.12,0.12,0.0,0.72,0.0,0.0,1.9,0.0,0.14,0.27,0.14,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.13,0.42,0.14,0.13,0.0,0.12,0.12,0.13,0.14,0.13,0.0,0.13,0.0,0.14,0.0,0.13,1.63,0.9,0.0,0.0,0.13,0.13,0.0,0.13,0.0,0.12,0.0,0.13,0.13,1.57,0.0,0.8,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.28,0.0,2.09,0.0,1.09,0.0,1.09,0.62,0.0,0.0,0.38,1.36,0.59,0.0,0.0,0.0,0.55,0.23,0.0,0.0,0.13,0.25,0.27,0.0,0.0,0.21,0.52,0.0,0.0,0.13,0.13,0.12,0.0,0.12,0.13,0.12,0.13,0.0,0.13,0.0,0.12,0.12,0.13,0.13,0.0,0.12,0.28,0.14,0.13,0.12,0.0,0.2,0.13,1.49,0.0,0.12,1.81,0.0,0.12,0.0,0.13,0.0,0.88,0.82,0.49,0.48,0.32,0.3,0.31,0.27,0.26,0.23,0.15,0.13,0.15,0.13,0.13,0.14,0.15,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.0,99.65
12/23/2021,1.64,2.39,0.26,1.31,1.46,2.14,1.92,0.13,0.12,0.26,0.14,1.66,0.0,1.27,1.52,1.47,1.56,1.35,0.12,1.77,1.07,1.29,0.12,1.5,0.13,1.49,0.0,1.36,0.12,0.0,1.67,1.15,2.02,1.32,0.14,1.89,0.0,0.26,0.0,1.28,0.52,1.23,0.49,0.29,0.94,0.91,0.0,0.94,0.2,0.28,0.83,0.13,0.9,1.04,0.0,0.68,0.27,0.55,0.0,0.4,0.25,0.0,0.12,0.23,0.13,0.0,0.41,0.29,0.14,0.58,0.26,0.12,0.24,0.0,0.0,0.13,0.11,0.27,2.51,0.27,0.88,0.32,0.0,0.13,0.11,0.0,0.11,0.0,0.0,0.0,1.09,0.0,0.0,0.12,0.12,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.26,0.0,0.12,0.0,0.13,1.91,0.0,0.0,1.07,0.12,0.14,0.0,0.13,0.13,0.0,0.13,0.0,0.0,0.0,0.13,0.11,0.0,0.12,0.0,0.0,0.76,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.16,0.12,0.12,0.0,0.73,0.0,0.0,1.89,0.0,0.14,0.27,0.14,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.13,0.4,0.14,0.13,0.0,0.12,0.12,0.13,0.14,0.13,0.0,0.13,0.0,0.14,0.0,0.13,1.62,0.86,0.0,0.0,0.13,0.13,0.0,0.13,0.0,0.12,0.0,0.13,0.13,1.57,0.0,0.82,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.29,0.0,2.08,0.0,1.07,0.0,1.08,0.62,0.0,0.0,0.37,1.37,0.56,0.0,0.0,0.0,0.55,0.23,0.0,0.0,0.12,0.25,0.27,0.0,0.0,0.2,0.51,0.0,0.0,0.13,0.13,0.12,0.0,0.13,0.14,0.12,0.13,0.0,0.13,0.0,0.12,0.12,0.13,0.13,0.0,0.13,0.28,0.14,0.13,0.12,0.0,0.21,0.13,1.49,0.0,0.12,1.89,0.0,0.13,0.0,0.13,0.0,0.89,0.81,0.5,0.48,0.32,0.3,0.31,0.27,0.26,0.22,0.15,0.13,0.15,0.13,0.13,0.14,0.15,0.13,0.14,0.14,0.12,0.12,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.0,99.67
12/24/2021,1.62,2.37,0.26,1.36,1.46,2.21,1.9,0.12,0.11,0.25,0.14,1.65,0.0,1.29,1.5,1.44,1.56,1.33,0.12,1.74,1.07,1.28,0.11,1.53,0.13,1.47,0.0,1.38,0.12,0.0,1.68,1.17,1.98,1.33,0.14,1.9,0.0,0.26,0.0,1.31,0.5,1.28,0.5,0.29,0.94,0.93,0.0,0.96,0.2,0.27,0.83,0.13,0.87,1.03,0.0,0.7,0.27,0.55,0.0,0.4,0.25,0.0,0.12,0.22,0.12,0.0,0.41,0.29,0.14,0.6,0.29,0.12,0.24,0.0,0.0,0.13,0.11,0.26,2.51,0.27,0.89,0.31,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,1.09,0.0,0.0,0.12,0.13,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.26,0.0,0.12,0.0,0.12,1.86,0.0,0.0,1.08,0.12,0.14,0.0,0.13,0.13,0.0,0.13,0.0,0.0,0.0,0.13,0.11,0.0,0.12,0.0,0.0,0.74,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.0,0.16,0.12,0.12,0.0,0.74,0.0,0.0,1.88,0.0,0.14,0.26,0.14,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.13,0.41,0.14,0.13,0.0,0.12,0.12,0.13,0.14,0.13,0.0,0.13,0.0,0.14,0.0,0.13,1.61,0.85,0.0,0.0,0.12,0.13,0.0,0.13,0.0,0.12,0.0,0.13,0.12,1.62,0.0,0.83,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.27,0.0,2.08,0.0,1.09,0.0,1.12,0.62,0.0,0.0,0.36,1.32,0.58,0.0,0.0,0.0,0.55,0.23,0.0,0.0,0.12,0.24,0.27,0.0,0.0,0.21,0.52,0.0,0.0,0.13,0.13,0.12,0.0,0.12,0.13,0.12,0.12,0.0,0.13,0.0,0.12,0.12,0.13,0.13,0.0,0.12,0.28,0.14,0.13,0.12,0.0,0.2,0.13,1.52,0.0,0.12,1.78,0.0,0.13,0.0,0.13,0.0,0.89,0.83,0.51,0.49,0.32,0.3,0.31,0.27,0.26,0.22,0.15,0.13,0.15,0.13,0.13,0.14,0.15,0.12,0.14,0.14,0.12,0.12,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.0,99.61
12/27/2021,1.62,2.33,0.26,1.35,1.48,2.25,1.9,0.12,0.11,0.25,0.14,1.63,0.0,1.3,1.51,1.46,1.55,1.35,0.12,1.72,1.08,1.27,0.11,1.54,0.13,1.48,0.0,1.39,0.12,0.0,1.69,1.14,1.87,1.33,0.14,1.94,0.0,0.26,0.0,1.32,0.49,1.29,0.5,0.29,0.93,0.9,0.0,0.95,0.2,0.28,0.83,0.13,0.87,1.03,0.0,0.71,0.27,0.55,0.0,0.4,0.25,0.0,0.12,0.22,0.12,0.0,0.4,0.28,0.14,0.6,0.28,0.12,0.24,0.0,0.0,0.12,0.11,0.26,2.53,0.27,0.88,0.31,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.0,1.17,0.0,0.0,0.12,0.13,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.26,0.0,0.12,0.0,0.12,1.84,0.0,0.0,1.06,0.12,0.14,0.0,0.13,0.13,0.0,0.14,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.73,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.0,0.16,0.12,0.12,0.0,0.75,0.0,0.0,1.89,0.0,0.14,0.26,0.14,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.13,0.4,0.14,0.13,0.0,0.12,0.12,0.13,0.14,0.13,0.0,0.13,0.0,0.13,0.0,0.13,1.57,0.85,0.0,0.0,0.13,0.13,0.0,0.13,0.0,0.12,0.0,0.13,0.12,1.64,0.0,0.83,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.26,0.0,2.07,0.0,1.21,0.0,1.15,0.62,0.0,0.0,0.36,1.29,0.57,0.0,0.0,0.0,0.55,0.23,0.0,0.0,0.12,0.24,0.27,0.0,0.0,0.2,0.46,0.0,0.0,0.13,0.14,0.12,0.0,0.12,0.13,0.12,0.12,0.0,0.13,0.0,0.12,0.11,0.13,0.13,0.0,0.12,0.29,0.14,0.13,0.12,0.0,0.2,0.13,1.54,0.0,0.13,1.74,0.0,0.13,0.0,0.12,0.0,0.9,0.85,0.51,0.49,0.32,0.29,0.31,0.26,0.26,0.22,0.15,0.13,0.15,0.13,0.13,0.14,0.15,0.12,0.14,0.13,0.12,0.13,0.12,0.14,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.0,99.53
12/28/2021,1.62,2.33,0.26,1.35,1.48,2.25,1.9,0.12,0.11,0.25,0.14,1.63,0.0,1.3,1.51,1.46,1.55,1.35,0.12,1.72,1.08,1.27,0.11,1.54,0.13,1.48,0.0,1.39,0.12,0.0,1.69,1.14,1.87,1.33,0.14,1.94,0.0,0.26,0.0,1.32,0.49,1.29,0.5,0.29,0.93,0.9,0.0,0.95,0.2,0.28,0.83,0.13,0.87,1.03,0.0,0.71,0.27,0.55,0.0,0.4,0.25,0.0,0.12,0.22,0.12,0.0,0.4,0.28,0.14,0.6,0.28,0.12,0.24,0.0,0.0,0.12,0.11,0.26,2.53,0.27,0.88,0.31,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.0,1.17,0.0,0.0,0.12,0.13,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.26,0.0,0.12,0.0,0.12,1.84,0.0,0.0,1.06,0.12,0.14,0.0,0.13,0.13,0.0,0.14,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.73,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.0,0.16,0.12,0.12,0.0,0.75,0.0,0.0,1.89,0.0,0.14,0.26,0.14,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.13,0.4,0.14,0.13,0.0,0.12,0.12,0.13,0.14,0.13,0.0,0.13,0.0,0.13,0.0,0.13,1.57,0.85,0.0,0.0,0.13,0.13,0.0,0.13,0.0,0.12,0.0,0.13,0.12,1.64,0.0,0.83,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.26,0.0,2.07,0.0,1.21,0.0,1.15,0.62,0.0,0.0,0.36,1.29,0.57,0.0,0.0,0.0,0.55,0.23,0.0,0.0,0.12,0.24,0.27,0.0,0.0,0.2,0.46,0.0,0.0,0.13,0.14,0.12,0.0,0.12,0.13,0.12,0.12,0.0,0.13,0.0,0.12,0.11,0.13,0.13,0.0,0.12,0.29,0.14,0.13,0.12,0.0,0.2,0.13,1.54,0.0,0.13,1.74,0.0,0.13,0.0,0.12,0.0,0.9,0.85,0.51,0.49,0.32,0.29,0.31,0.26,0.26,0.22,0.15,0.13,0.15,0.13,0.13,0.14,0.15,0.12,0.14,0.13,0.12,0.13,0.12,0.14,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.0,99.53
12/29/2021,1.62,2.33,0.26,1.35,1.48,2.25,1.9,0.12,0.11,0.25,0.14,1.63,0.0,1.3,1.51,1.46,1.55,1.35,0.12,1.72,1.08,1.27,0.11,1.54,0.13,1.48,0.0,1.39,0.12,0.0,1.69,1.14,1.87,1.33,0.14,1.94,0.0,0.26,0.0,1.32,0.49,1.29,0.5,0.29,0.93,0.9,0.0,0.95,0.2,0.28,0.83,0.13,0.87,1.03,0.0,0.71,0.27,0.55,0.0,0.4,0.25,0.0,0.12,0.22,0.12,0.0,0.4,0.28,0.14,0.6,0.28,0.12,0.24,0.0,0.0,0.12,0.11,0.26,2.53,0.27,0.88,0.31,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.0,1.17,0.0,0.0,0.12,0.13,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.26,0.0,0.12,0.0,0.12,1.84,0.0,0.0,1.06,0.12,0.14,0.0,0.13,0.13,0.0,0.14,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.73,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.0,0.16,0.12,0.12,0.0,0.75,0.0,0.0,1.89,0.0,0.14,0.26,0.14,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.13,0.4,0.14,0.13,0.0,0.12,0.12,0.13,0.14,0.13,0.0,0.13,0.0,0.13,0.0,0.13,1.57,0.85,0.0,0.0,0.13,0.13,0.0,0.13,0.0,0.12,0.0,0.13,0.12,1.64,0.0,0.83,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.26,0.0,2.07,0.0,1.21,0.0,1.15,0.62,0.0,0.0,0.36,1.29,0.57,0.0,0.0,0.0,0.55,0.23,0.0,0.0,0.12,0.24,0.27,0.0,0.0,0.2,0.46,0.0,0.0,0.13,0.14,0.12,0.0,0.12,0.13,0.12,0.12,0.0,0.13,0.0,0.12,0.11,0.13,0.13,0.0,0.12,0.29,0.14,0.13,0.12,0.0,0.2,0.13,1.54,0.0,0.13,1.74,0.0,0.13,0.0,0.12,0.0,0.9,0.85,0.51,0.49,0.32,0.29,0.31,0.26,0.26,0.22,0.15,0.13,0.15,0.13,0.13,0.14,0.15,0.12,0.14,0.13,0.12,0.13,0.12,0.14,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.0,99.53
