,DENVER COLO CITY & CNTY 5%,DISTRICT COLUMBIA INCOME TAX REV 4%,CALIFORNIA ST 5.25%,WASHINGTON ST 5%,PRIVATE COLLEGES & UNIVS AUTH GA REV 4%,METROPOLITAN ATLANTA RAPID TRAN AUTH GA SALES TAX REV 3.25%,CALIFORNIA ST 3%,ALABAMA ST PUB SCH & COLLEGE AUTH 5%,LOS ANGELES CALIF DEPT ARPTS REV 5%,ALABAMA ST PUB SCH & COLLEGE AUTH 4%,CALIFORNIA ST UNIV REV 5%,HONOLULU HAWAII CITY & CNTY 5%,OKLAHOMA TRANSN AUTH OK F/K/A OKLAHOMA ST TPK AUTH 5%,MASSACHUSETTS ST 5.5%,OREGON ST DEPT ADMINISTRATIVE SVCS LOTTERY REV 5%,MASSACHUSETTS DEPT TRANSN MET HWY SYS REV 5%,HUDSON YDS INFRASTRUCTURE CORP N Y SECOND INDENTURE REV 5%,NEW YORK N Y 5%,HUDSON CNTY N J IMPT AUTH LEASE REV 4%,CALIFORNIA ST 4%,MASSACHUSETTS ST TRANSN FD REV 5%,CALIFORNIA ST DEPT WTR RES CENT VY PROJ REV 5%,PALM BEACH CNTY FLA SCH BRD CTFS PARTN 5%,LOS ANGELES CALIF UNI SCH DIST 3%,UTAH ST 5%,EAST BAY CALIF MUN UTIL DIST WTR SYS REV 5%,ARIZONA ST CTFS PARTN 5%,CLARK CNTY NEV SCH DIST 5%,MONTGOMERY CNTY PA HIGHER ED & HEALTH AUTH REV 5%,NORTH CAROLINA ST GRANT ANTIC REV 5%,OAKLAND CALIF UNI SCH DIST ALAMEDA CNTY 5%,DISTRICT COLUMBIA INCOME TAX REV 5%,DISTRICT COLUMBIA 5%,SACRAMENTO CALIF CITY FING AUTH REV 5.25%,UTAH TRAN AUTH SALES TAX REV 5%,NEVADA ST HWY IMPT REV 5%,PRINCE GEORGES CNTY MD 5%,LONG IS PWR AUTH N Y ELEC SYS REV 5%,PHILADELPHIA PA GAS WKS REV 5%,VIRGINIA ST PUB BLDG AUTH PUB FACS REV 5%,COOK CNTY ILL SALES TAX REV 4%,NEW YORK N Y 5%,CLARK CNTY NEV PASSENGER FAC CHARGE REV 5%,TEXAS ST 5%,HILLSBOROUGH CNTY FLA SCH BRD CTFS PARTN 5%,NEW YORK ST URBAN DEV CORP REV 5%,MINNEAPOLIS & ST PAUL MINN MET ARPTS COMMN ARPT REV 5%,PORT AUTH N Y & N J 4%,DISTRICT COLUMBIA UNIV REV 5%,HUDSON CNTY N J IMPT AUTH LEASE REV 4%,CHICAGO ILL MET WTR RECLAMATION DIST GTR CHICAGO 5%,MONTGOMERY CNTY PA HIGHER ED & HEALTH AUTH REV 4%,NEW YORK N Y CITY INDL DEV AGY REV 4%,AMERICAN MUN PWR OHIO INC REV 5%,TEXAS TRANSN COMMN CENT TEX TPK SYS REV 5%,MINNESOTA ST 5%,NEW YORK ST TWY AUTH GEN REV 5%,ALABAMA FED AID HWY FIN AUTH SPL OBLIG REV 5%,MASSACHUSETTS ST 3%,WASHINGTON D C MET AREA TRAN AUTH DEDICATED REV 5%,CHICAGO ILL O HARE INTL ARPT REV 5%,ILLINOIS FIN AUTH REV 4%,UNIVERSITY CONN 4%,NEW JERSEY ECONOMIC DEV AUTH LEASE REV 5%,ORANGE CNTY FLA SCH BRD CTFS PARTN 5%,CENTRAL FLA EXPWY AUTH SR LIENREV 4%,GEORGIA ST RD & TWY AUTH REV 5%,LOS ANGELES CALIF CMNTY COLLEGE DIST 5%,PHOENIX ARIZ 5%,CALIFORNIA ST 3%,MICHIGAN ST TRUNK LINE 5%,LOS ANGELES CALIF DEPT WTR & PWR REV 5%,CONNECTICUT ST SPL TAX OBLIG REV 5%,MASSACHUSETTS ST 5%,METROPOLITAN ATLANTA RAPID TRAN AUTH GA SALES TAX REV 5%,MASSACHUSETTS ST 5%,MIAMI-DADE CNTY FLA SCH BRD CTFS PARTN 5%,HONOLULU HAWAII CITY & CNTY WASTEWTR SYS REV 3%,DALLAS TEX WTRWKS & SWR SYS REV 5%,VIRGINIA COLLEGE BLDG AUTH VA EDL FACS REV 21ST CENTY COLLEGE & EQUIP PROG,DE KALB CNTY GA WTR & SEW REV 5.25%,LOS ANGELES CALIF MUN IMPT CORP LEASE REV 5%,CALIFORNIA ST 5%,ORANGE CNTY FLA TOURIST DEV TAX REV 5%,LOUISIANA ST 5%,LOS ANGELES CALIF DEPT ARPTS REV 4%,SAN ANTONIO TEX ELEC & GAS REV 5%,CYPRESS-FAIRBANKS TEX INDPT SCH DIST 5%,ILLINOIS ST TOLL HWY AUTH TOLL HIGHWAY REV 5%,COAST CMNTY COLLEGE DIST CALIF 5%,TEXAS WATER DEV BRD 5%,SAN DIEGO CALIF UNI SCH DIST 5%,MIAMI-DADE CNTY FLA WTR & SWR REV 5%,NEW YORK CONVENTION CTR DEV CORP N Y REV 5%,NORTH TEX TWY AUTH REV 0%,DALLAS FORT WORTH TEX INTL ARPT REV 5%,PENNSYLVANIA ST 3%,VIRGINIA COLLEGE BLDG AUTH VA EDL FACS REV 21ST CENTY COLLEGE & EQUIP PROG,HOUSTON TEX 5%,SOUTH CAROLINA ST PUB SVCS AUTH REV 5%,MASSACHUSETTS ST DEV FIN AGY REV 5%,CONNECTICUT ST SPL TAX OBLIG REV 3.12%,CONNECTICUT ST HEALTH & EDL FACS AUTH REV 4.12%,ENERGY NORTHWEST WASH ELEC REV 5%,UNIVERSITY CALIF REVS 5%,SALT RIV PROJ AGRIC IMPT & PWR DIST ARIZ ELEC SYS REV 5%,NORTH CAROLINA ST 5%,NEW YORK ST DORM AUTH ST PERS INCOME TAX REV 4%,VIRGINIA COMMLTH TRANSN BRD FED TRANSN GRNT ANTIC REV 5%,SALT RIV PROJ AGRIC IMPT & PWR DIST ARIZ ELEC SYS REV 5%,OREGON ST DEPT TRANSN HWY USER TAX REV 5%,LOS ANGELES CNTY CALIF MET TRANSN AUTH SALES TAX REV 5%,MARYLAND ST DEPT TRANSN CONS TRANSN 2.12%,LOS ANGELES CALIF MUN IMPT CORP LEASE REV 5%,MASSACHUSETTS ST SCH BLDG AUTH DEDICATED SALES TAX REV 5%,SOUTH CAROLINA ST PUB SVCS AUTH REV 4%,LONG IS PWR AUTH N Y ELEC SYS REV 5%,CALIFORNIA ST 4%,MIAMI-DADE CNTY FLA SCH BRD CTFS PARTN 5%,MIAMI-DADE CNTY FLA SCH BRD CTFS PARTN 5%,TEXAS ST 5%,E 470 PUB HWY AUTH COLO REV 0%,TEXAS ST 5%,DISTRICT COLUMBIA 5%,NEW YORK ST DORM AUTH ST PERS INCOME TAX REV 5%,UNIVERSITY TEX UNIV REVS 5%,NEW YORK ST URBAN DEV CORP REV 5%,COLORADO ST CTFS PARTN 5%,DALLAS FORT WORTH TEX INTL ARPT REV 5%,NEW YORK ST URBAN DEV CORP REV 5%,ENERGY NORTHWEST WASH ELEC REV 5%,HOUSTON TEX INDPT SCH DIST 5%,MASSACHUSETTS ST WTR RES AUTH 5%,DALLAS TEX 5%,SACRAMENTO CALIF MUN UTIL DIST ELEC REV 5%,NEW YORK N Y 5%,RICKENBACKER OHIO PORT AUTH CAP FDG REV 5.38%,SCOTTSDALE ARIZ MUN PPTY CORP EXCISE TAX REV 5%,TAMPA BAY WTR FLA UTIL SYS REV 5.5%,NEW JERSEY ST 5%,UNIVERSITY CALIF REVS 5%,NEW YORK N Y 5.25%,NEW YORK ST URBAN DEV CORP REV 5%,VIRGINIA COMWLTH TRANSN BRD TRANSN REV 5%,CALIFORNIA ST 4%,SALES TAX ASSET RECEIVABLE CORP N Y 4%,VIRGINIA COMMLTH TRANSN BRD FED TRANSN GRNT ANTIC REV 5%,OHIO ST MAJOR NEW ST INFRASTRUCTURE PROJ REV 5%,UTILITY DEBT SECURITIZATION AUTH N Y 5%,MARYLAND ST DEPT TRANSN CONS TRANSN 5%,WASHINGTON ST 5%,PRIVATE COLLEGES & UNIVS AUTH GA REV 4%,NEVADA ST HWY IMPT REV 5%,METROPOLITAN GOVT NASHVILLE & DAVIDSON CNTY TENN 5%,NEVADA ST HWY IMPT REV 5%,HONOLULU HAWAII CITY & CNTY 5%,KENTUCKY ST PPTY & BLDGS COMMN REVS 5%,UTILITY DEBT SECURITIZATION AUTH N Y 5%,CENTRAL PUGET SOUND WASH REGL TRAN AUTH SALES & USE TAX REV 5%,PERRIS CALIF UN HIGH SCH DIST 4%,ENERGY NORTHWEST WASH ELEC REV 5%,ALABAMA FED AID HWY FIN AUTH SPL OBLIG REV 4%,SALES TAX ASSET RECEIVABLE CORP N Y 5%,LOS ANGELES CALIF DEPT WTR & PWR REV 5%,MIAMI-DADE CNTY FLA WTR & SWR REV 5%,NEW YORK ST DORM AUTH REVS NON ST SUPPORTED DEBT 4%,SOUTH CAROLINA ST PUB SVCS AUTH REV 5%,LOS ANGELES CALIF DEPT WTR & PWR REV 5%,ARIZONA ST TRANSN BRD EXCISE TAX REV 5%,VIRGINIA COMWLTH TRANSN BRD TRANSN REV 5%,UTILITY DEBT SECURITIZATION AUTH N Y 5%,DENVER COLO CITY & CNTY ARPT REV 5%,UNIVERSITY TEX UNIV REVS 5.38%,WASHINGTON ST 4%,MIAMI-DADE CNTY FLA 4%,TEXAS ST 4%,UTAH TRAN AUTH SALES TAX REV 5.25%,NEW YORK ST DORM AUTH REVS NON ST SUPPORTED DEBT 5%,NEW YORK N Y 5%,NEVADA ST HWY IMPT REV 5%,SOUTH CAROLINA ST PUB SVCS AUTH REV 3%,E 470 PUB HWY AUTH COLO REV 0%,NEW YORK ST DORM AUTH ST PERS INCOME TAX REV 5%,TEXAS WATER DEV BRD 5%,BROWARD CNTY FLA ARPT SYS REV 5%,HONOLULU HAWAII CITY & CNTY 5%,PORT AUTH N Y & N J 5%,UTAH ST 5%,ILLINOIS ST 5%,LOS ANGELES CALIF DEPT ARPTS REV 5%,WASHINGTON ST 5%,SAN FRANCISCO CALIF CITY & CNTY ARPTS COMMN INTL ARPT REV 5%,SOUTH CAROLINA ST PUB SVCS AUTH REV 5%,LOS ANGELES CALIF UNI SCH DIST 3%,METROPOLITAN ATLANTA RAPID TRAN AUTH GA SALES TAX REV 3.25%,SAN JOSE CALIF FING AUTH LEASE REV 5%,COLORADO ST CTFS PARTN 4%,MARYLAND ST 5%,LOS ANGELES CALIF DEPT WTR & PWR REV 5%,TEXAS ST 5%,SUM
07/09/2021,1.61,1.58,1.19,1.16,1.11,1.04,1.03,0.97,0.95,0.9,0.88,0.86,0.85,0.76,0.75,0.72,0.71,0.69,0.65,0.65,0.65,0.62,0.61,0.59,0.59,0.58,0.54,0.54,0.54,0.54,0.52,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.41,0.4,0.4,0.4,0.4,0.4,0.39,0.39,0.38,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,75.05000000000001
