,INFY.NS,RELIANCE.NS,HDFC.NS,ICICIBANK.NS,HINDUNILVR.NS,KOTAKBANK.NS,BAJFINANCE.NS,AXISBANK.NS,ASIANPAINT.NS,BHARTIARTL.NS,HCLTECH.NS,MARUTI.NS,TATASTEEL.NS,ULTRACEMCO.NS,SUNPHARMA.NS,M&M.NS,TITAN.NS,JSWSTEEL.NS,DRREDDY.NS,WIPRO.NS,TATAMOTORS.NS,NESTLEIND.NS,TECHM.NS,DIVISLAB.NS,GRASIM.NS,DMART.NS,HDFCLIFE.NS,VEDL.NS,CIPLA.NS,TATACONSUM.NS,BJFIN.NS,UPL.NS,BRITANNIA.NS,HEROMOTOCO.NS,NAUKRI.NS,APOLLOHOSP.NS,EICHERMOT.NS,ICICIGI.NS,GODREJCP.NS,BAJAJ-AUTO.NS,DABUR.NS,ADANIGREEN.NS,PIDILITIND.NS,MOTHERSUMI.NS,LUPIN.NS,AUROPHARMA.NS,MARICO.NS,SHREECEM.NS,ICICIPRULI.NS,PEL.NS,JUBLFOOD.NS,CHOLAFIN.NS,MFSL.NS,VOLTAS.NS,SRTRANSFIN.NS,ZEEL.NS,PIIND.NS,HAVELLS.NS,COLPAL.NS,LAURUSLABS.NS,CROMPTON.NS,AMBUJACEM.NS,BALKRISIND.NS,INDUSTOWER.NS,SUNDARMFIN.NS,SRF.NS,MPHASIS.NS,BANDHANBNK.NS,SIEMENS.NS,JINDALSTEL.NS,MCDOWELL-N.NS,BERGEPAINT.NS,BIOCON.NS,ASTRAL.NS,BHARATFORG.NS,PAGEIND.NS,TRENT.NS,DLF.NS,BOSCHLTD.NS,ASHOKLEY.NS,AARTIIND.NS,GODREJPROP.NS,INDIGO.NS,CADILAHC.NS,MUTHOOTFIN.NS,TORNTPHARM.NS,ATUL.NS,AUBANK.NS,HDFCAMC.NS,ACC.NS,EMBASSY.NS,SUPREMEIND.NS,NAVINFLUOR.NS,IPCALAB.NS,RAMCOCEM.NS,TVSMOTOR.NS,ALKEM.NS,EMAMILTD.NS,COROMANDEL.NS,ESCORTS.NS,NATCOPHARM.NS,EXIDEIND.NS,BATAINDIA.NS,IDEA.NS,PFIZER.NS,SANOFI.NS,MANAPPURAM.NS,BAYERCROP.NS,YESBANK.NS,BRITIN 5.5 06/03/24,Britannia Industries Ltd 5.5%,n/a,BAJAJFINSV.NS,BRITIN 5.5 06/03/24 N3,BRITIN 5.5 06.03.24 N3,INDUSINDBK.NS,ADANITRANS.NS,ATGL.NS,TATAELXSI.NS,PERSISTENT.NS,GLAND.NS,DALBHARAT.NS,FORTIS.NS,IDFCFIRSTB.NS,VBL.NS,FEDERALBNK.NS,TIINDIA.NS,BAJAJHLDNG.NS,COFORGE.NS,LALPATHLAB.NS,CUMMINSIND.NS,TATACHEM.NS,DEEPAKNTR.NS,GUJGASLTD.NS,DIXON.NS,ABB.NS,APLAPOLLO.NS,M&MFIN.NS,UBL.NS,OFSS.NS,MAXHEALTH.NS,AAVAS.NS,RBLBANK.NS,JKCEMENT.NS,IEX.NS,INDIAMART.NS,OBEROIRLTY.NS,CGPOWER.NS,INDHOTEL.NS,TORNTPOWER.NS,KANSAINER.NS,PHOENIXLTD.NS,KAJARIACER.NS,CYIENT.NS,POLYCAB.NS,CARBORUNIV.NS,HAPPSTMNDS.NS,IBULHSGFIN.NS,GMRINFRA.NS,GLENMARK.NS,HATSUN.NS,PVR.NS,RAJESHEXPO.NS,SUNDRMFAST.NS,RELAXO.NS,TTMT.A.NS,SUM
07/23/2021,9.08,7.35,7.12,5.28,3.73,3.18,2.79,2.79,2.33,2.38,1.84,1.64,1.6,1.47,1.35,1.29,1.24,1.32,1.21,1.29,1.05,1.16,1.13,1.07,1.05,0.99,0.94,0.93,0.89,0.85,0.9,0.8,0.75,0.65,0.62,0.67,0.62,0.61,0.65,0.57,0.61,0.56,0.6,0.53,0.52,0.49,0.47,0.48,0.47,0.44,0.43,0.44,0.43,0.43,0.43,0.4,0.43,0.45,0.41,0.38,0.4,0.43,0.38,0.36,0.37,0.38,0.39,0.34,0.34,0.36,0.34,0.35,0.34,0.33,0.34,0.34,0.29,0.35,0.29,0.3,0.29,0.32,0.29,0.28,0.29,0.27,0.27,0.31,0.28,0.28,0.26,0.24,0.25,0.25,0.26,0.22,0.23,0.2,0.19,0.19,0.17,0.18,0.17,0.16,0.14,0.14,0.15,0.12,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/26/2021,9.18,7.38,7.1,5.2,3.8,3.16,2.77,2.77,2.48,2.34,1.81,1.66,1.57,1.5,1.33,1.27,1.24,1.29,1.2,1.28,1.04,1.17,1.13,1.08,1.07,1.02,0.93,0.91,0.88,0.84,0.9,0.79,0.75,0.65,0.64,0.67,0.62,0.61,0.66,0.58,0.61,0.54,0.62,0.52,0.52,0.49,0.48,0.48,0.45,0.42,0.43,0.42,0.43,0.43,0.43,0.39,0.43,0.46,0.41,0.38,0.4,0.45,0.38,0.36,0.36,0.38,0.4,0.34,0.34,0.35,0.34,0.36,0.33,0.33,0.34,0.34,0.29,0.34,0.29,0.3,0.29,0.31,0.27,0.27,0.29,0.28,0.27,0.3,0.27,0.3,0.27,0.24,0.25,0.26,0.26,0.21,0.23,0.2,0.19,0.19,0.17,0.17,0.17,0.16,0.14,0.14,0.15,0.12,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/27/2021,9.28,7.31,7.06,5.39,3.62,3.15,2.84,2.76,2.39,2.4,1.82,1.65,1.61,1.49,1.34,1.26,1.24,1.34,1.2,1.33,1.0,1.17,1.15,1.07,1.04,1.01,0.91,0.94,0.86,0.85,0.93,0.78,0.74,0.64,0.62,0.67,0.61,0.6,0.67,0.56,0.6,0.55,0.61,0.51,0.51,0.48,0.48,0.47,0.48,0.42,0.49,0.43,0.43,0.43,0.42,0.39,0.41,0.47,0.42,0.37,0.39,0.44,0.37,0.35,0.35,0.38,0.42,0.34,0.34,0.36,0.35,0.35,0.32,0.32,0.33,0.34,0.3,0.35,0.29,0.3,0.3,0.31,0.28,0.27,0.29,0.28,0.27,0.3,0.27,0.3,0.26,0.23,0.25,0.26,0.26,0.21,0.23,0.2,0.19,0.18,0.17,0.17,0.17,0.14,0.14,0.14,0.15,0.11,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
07/28/2021,9.28,7.31,7.06,5.39,3.62,3.15,2.84,2.76,2.39,2.4,1.82,1.65,1.61,1.49,1.34,1.26,1.24,1.34,1.2,1.33,1.0,1.17,1.15,1.07,1.04,1.01,0.91,0.94,0.86,0.85,0.93,0.78,0.74,0.64,0.62,0.67,0.61,0.6,0.67,0.56,0.6,0.55,0.61,0.51,0.51,0.48,0.48,0.47,0.48,0.42,0.49,0.43,0.43,0.43,0.42,0.39,0.41,0.47,0.42,0.37,0.39,0.44,0.37,0.35,0.35,0.38,0.42,0.34,0.34,0.36,0.35,0.35,0.32,0.32,0.33,0.34,0.3,0.35,0.29,0.3,0.3,0.31,0.28,0.27,0.29,0.28,0.27,0.3,0.27,0.3,0.26,0.23,0.25,0.26,0.26,0.21,0.23,0.2,0.19,0.18,0.17,0.17,0.17,0.14,0.14,0.14,0.15,0.11,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
07/29/2021,9.28,7.31,7.06,5.39,3.62,3.15,2.84,2.76,2.39,2.4,1.82,1.65,1.61,1.49,1.34,1.26,1.24,1.34,1.2,1.33,1.0,1.17,1.15,1.07,1.04,1.01,0.91,0.94,0.86,0.85,0.93,0.78,0.74,0.64,0.62,0.67,0.61,0.6,0.67,0.56,0.6,0.55,0.61,0.51,0.51,0.48,0.48,0.47,0.48,0.42,0.49,0.43,0.43,0.43,0.42,0.39,0.41,0.47,0.42,0.37,0.39,0.44,0.37,0.35,0.35,0.38,0.42,0.34,0.34,0.36,0.35,0.35,0.32,0.32,0.33,0.34,0.3,0.35,0.29,0.3,0.3,0.31,0.28,0.27,0.29,0.28,0.27,0.3,0.27,0.3,0.26,0.23,0.25,0.26,0.26,0.21,0.23,0.2,0.19,0.18,0.17,0.17,0.17,0.14,0.14,0.14,0.15,0.11,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
07/30/2021,9.36,7.21,7.01,5.4,3.61,3.19,2.83,2.77,2.37,2.38,1.83,1.64,1.63,1.51,1.36,1.24,1.26,1.32,1.2,1.31,0.99,1.17,1.14,1.09,1.04,1.03,0.91,0.95,0.87,0.85,0.95,0.78,0.75,0.63,0.61,0.7,0.61,0.59,0.67,0.56,0.61,0.53,0.61,0.5,0.51,0.48,0.48,0.47,0.48,0.42,0.49,0.42,0.45,0.42,0.42,0.39,0.42,0.48,0.42,0.37,0.4,0.45,0.37,0.35,0.34,0.38,0.43,0.33,0.34,0.36,0.34,0.35,0.31,0.33,0.33,0.34,0.3,0.35,0.29,0.29,0.3,0.31,0.28,0.26,0.29,0.28,0.26,0.3,0.26,0.31,0.26,0.23,0.24,0.26,0.27,0.21,0.23,0.2,0.2,0.18,0.17,0.17,0.17,0.14,0.14,0.14,0.15,0.12,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02000000000002
08/02/2021,9.44,7.13,6.95,5.5,3.66,3.05,2.9,2.66,2.34,2.5,1.81,1.64,1.72,1.53,1.34,1.21,1.27,1.36,1.06,1.33,0.97,1.18,1.15,1.09,1.04,1.04,0.92,0.95,0.82,0.84,0.99,0.78,0.74,0.63,0.64,0.69,0.61,0.61,0.69,0.56,0.61,0.54,0.61,0.5,0.48,0.46,0.48,0.47,0.49,0.44,0.51,0.41,0.45,0.42,0.42,0.38,0.41,0.48,0.42,0.35,0.4,0.45,0.38,0.37,0.36,0.38,0.43,0.33,0.34,0.38,0.33,0.35,0.31,0.33,0.33,0.33,0.31,0.35,0.29,0.29,0.3,0.31,0.27,0.25,0.29,0.28,0.26,0.3,0.26,0.31,0.26,0.23,0.23,0.26,0.25,0.21,0.23,0.2,0.19,0.18,0.16,0.17,0.17,0.14,0.15,0.15,0.16,0.12,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02000000000002
08/03/2021,9.44,7.13,6.95,5.5,3.66,3.05,2.9,2.66,2.34,2.5,1.81,1.64,1.72,1.53,1.34,1.21,1.27,1.36,1.06,1.33,0.97,1.18,1.15,1.09,1.04,1.04,0.92,0.95,0.82,0.84,0.99,0.78,0.74,0.63,0.64,0.69,0.61,0.61,0.69,0.56,0.61,0.54,0.61,0.5,0.48,0.46,0.48,0.47,0.49,0.44,0.51,0.41,0.45,0.42,0.42,0.38,0.41,0.48,0.42,0.35,0.4,0.45,0.38,0.37,0.36,0.38,0.43,0.33,0.34,0.38,0.33,0.35,0.31,0.33,0.33,0.33,0.31,0.35,0.29,0.29,0.3,0.31,0.27,0.25,0.29,0.28,0.26,0.3,0.26,0.31,0.26,0.23,0.23,0.26,0.25,0.21,0.23,0.2,0.19,0.18,0.16,0.17,0.17,0.14,0.15,0.15,0.16,0.12,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02000000000002
08/04/2021,9.44,7.13,6.95,5.5,3.66,3.05,2.9,2.66,2.34,2.5,1.81,1.64,1.72,1.53,1.34,1.21,1.27,1.36,1.06,1.33,0.97,1.18,1.15,1.09,1.04,1.04,0.92,0.95,0.82,0.84,0.99,0.78,0.74,0.63,0.64,0.69,0.61,0.61,0.69,0.56,0.61,0.54,0.61,0.5,0.48,0.46,0.48,0.47,0.49,0.44,0.51,0.41,0.45,0.42,0.42,0.38,0.41,0.48,0.42,0.35,0.4,0.45,0.38,0.37,0.36,0.38,0.43,0.33,0.34,0.38,0.33,0.35,0.31,0.33,0.33,0.33,0.31,0.35,0.29,0.29,0.3,0.31,0.27,0.25,0.29,0.28,0.26,0.3,0.26,0.31,0.26,0.23,0.23,0.26,0.25,0.21,0.23,0.2,0.19,0.18,0.16,0.17,0.17,0.14,0.15,0.15,0.16,0.12,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02000000000002
08/05/2021,9.44,7.13,6.95,5.5,3.66,3.05,2.9,2.66,2.34,2.5,1.81,1.64,1.72,1.53,1.34,1.21,1.27,1.36,1.06,1.33,0.97,1.18,1.15,1.09,1.04,1.04,0.92,0.95,0.82,0.84,0.99,0.78,0.74,0.63,0.64,0.69,0.61,0.61,0.69,0.56,0.61,0.54,0.61,0.5,0.48,0.46,0.48,0.47,0.49,0.44,0.51,0.41,0.45,0.42,0.42,0.38,0.41,0.48,0.42,0.35,0.4,0.45,0.38,0.37,0.36,0.38,0.43,0.33,0.34,0.38,0.33,0.35,0.31,0.33,0.33,0.33,0.31,0.35,0.29,0.29,0.3,0.31,0.27,0.25,0.29,0.28,0.26,0.3,0.26,0.31,0.26,0.23,0.23,0.26,0.25,0.21,0.23,0.2,0.19,0.18,0.16,0.17,0.17,0.14,0.15,0.15,0.16,0.12,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02000000000002
08/06/2021,9.43,7.13,6.93,5.38,3.55,3.02,2.83,2.61,2.28,2.46,1.87,1.59,1.78,1.5,1.49,1.23,1.28,1.38,1.03,1.32,1.0,1.14,1.22,1.08,1.06,1.02,0.91,1.08,0.83,0.83,0.99,0.75,0.75,0.62,0.63,0.68,0.61,0.58,0.68,0.56,0.61,0.49,0.59,0.5,0.48,0.46,0.48,0.49,0.46,0.46,0.51,0.44,0.44,0.43,0.44,0.38,0.45,0.49,0.39,0.37,0.41,0.45,0.4,0.35,0.35,0.43,0.43,0.33,0.34,0.38,0.33,0.34,0.31,0.35,0.33,0.33,0.32,0.36,0.29,0.32,0.31,0.33,0.27,0.25,0.29,0.28,0.26,0.31,0.26,0.31,0.26,0.23,0.23,0.25,0.26,0.2,0.23,0.21,0.2,0.19,0.16,0.17,0.18,0.14,0.14,0.15,0.17,0.12,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000004
08/10/2021,9.41,7.09,7.3,5.44,3.56,3.18,2.8,2.65,2.24,2.61,1.87,1.57,1.78,1.46,1.49,1.22,1.28,1.38,1.04,1.32,0.99,1.14,1.26,1.06,1.0,1.02,0.9,1.07,0.81,0.84,0.96,0.72,0.76,0.62,0.64,0.68,0.64,0.57,0.66,0.55,0.58,0.5,0.57,0.5,0.49,0.44,0.47,0.47,0.47,0.49,0.5,0.44,0.43,0.42,0.41,0.36,0.42,0.51,0.37,0.38,0.38,0.43,0.38,0.33,0.35,0.42,0.44,0.33,0.35,0.37,0.32,0.33,0.3,0.35,0.33,0.32,0.3,0.35,0.28,0.31,0.31,0.31,0.26,0.25,0.28,0.27,0.26,0.31,0.26,0.29,0.26,0.23,0.23,0.25,0.24,0.2,0.23,0.2,0.18,0.18,0.15,0.16,0.17,0.12,0.14,0.15,0.16,0.12,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96000000000002
08/11/2021,9.41,7.09,7.3,5.44,3.56,3.18,2.8,2.65,2.24,2.61,1.87,1.57,1.78,1.46,1.49,1.22,1.28,1.38,1.04,1.32,0.99,1.14,1.26,1.06,1.0,1.02,0.9,1.07,0.81,0.84,0.96,0.72,0.76,0.62,0.64,0.68,0.64,0.57,0.66,0.55,0.58,0.5,0.57,0.5,0.49,0.44,0.47,0.47,0.47,0.49,0.5,0.44,0.43,0.42,0.41,0.36,0.42,0.51,0.37,0.38,0.38,0.43,0.38,0.33,0.35,0.42,0.44,0.33,0.35,0.37,0.32,0.33,0.3,0.35,0.33,0.32,0.3,0.35,0.28,0.31,0.31,0.31,0.26,0.25,0.28,0.27,0.26,0.31,0.26,0.29,0.26,0.23,0.23,0.25,0.24,0.2,0.23,0.2,0.18,0.18,0.15,0.16,0.17,0.12,0.14,0.15,0.16,0.12,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96000000000002
08/12/2021,9.41,7.09,7.3,5.44,3.56,3.18,2.8,2.65,2.24,2.61,1.87,1.57,1.78,1.46,1.49,1.22,1.28,1.38,1.04,1.32,0.99,1.14,1.26,1.06,1.0,1.02,0.9,1.07,0.81,0.84,0.96,0.72,0.76,0.62,0.64,0.68,0.64,0.57,0.66,0.55,0.58,0.5,0.57,0.5,0.49,0.44,0.47,0.47,0.47,0.49,0.5,0.44,0.43,0.42,0.41,0.36,0.42,0.51,0.37,0.38,0.38,0.43,0.38,0.33,0.35,0.42,0.44,0.33,0.35,0.37,0.32,0.33,0.3,0.35,0.33,0.32,0.3,0.35,0.28,0.31,0.31,0.31,0.26,0.25,0.28,0.27,0.26,0.31,0.26,0.29,0.26,0.23,0.23,0.25,0.24,0.2,0.23,0.2,0.18,0.18,0.15,0.16,0.17,0.12,0.14,0.15,0.16,0.12,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96000000000002
08/13/2021,9.49,7.05,7.29,5.48,3.58,3.19,2.79,2.7,2.26,2.57,1.88,1.57,1.76,1.46,1.49,1.24,1.29,1.36,1.04,1.32,0.99,1.15,1.28,1.06,0.99,1.02,0.9,1.06,0.82,0.82,0.98,0.73,0.76,0.62,0.63,0.67,0.64,0.57,0.66,0.55,0.58,0.5,0.57,0.49,0.48,0.43,0.47,0.47,0.47,0.52,0.5,0.43,0.42,0.41,0.41,0.36,0.42,0.51,0.37,0.39,0.38,0.43,0.37,0.32,0.35,0.42,0.44,0.32,0.35,0.37,0.32,0.33,0.3,0.34,0.33,0.32,0.3,0.35,0.27,0.31,0.31,0.31,0.26,0.25,0.27,0.28,0.26,0.31,0.27,0.29,0.26,0.23,0.23,0.27,0.24,0.2,0.23,0.2,0.18,0.18,0.15,0.16,0.17,0.12,0.14,0.16,0.15,0.13,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06000000000004
08/16/2021,9.56,7.18,7.38,5.4,3.59,3.18,2.78,2.72,2.25,2.66,1.9,1.55,1.78,1.45,1.48,1.25,1.28,1.37,1.03,1.33,0.98,1.15,1.32,1.06,0.98,1.03,0.89,1.11,0.81,0.82,0.98,0.72,0.76,0.61,0.63,0.67,0.63,0.57,0.67,0.53,0.57,0.5,0.58,0.47,0.44,0.42,0.46,0.44,0.47,0.5,0.5,0.42,0.42,0.4,0.4,0.34,0.41,0.51,0.38,0.39,0.39,0.43,0.36,0.33,0.34,0.41,0.43,0.32,0.37,0.37,0.32,0.33,0.29,0.31,0.33,0.33,0.29,0.33,0.27,0.31,0.3,0.3,0.26,0.24,0.26,0.26,0.25,0.32,0.26,0.29,0.25,0.22,0.23,0.28,0.23,0.19,0.24,0.2,0.17,0.19,0.16,0.16,0.17,0.11,0.14,0.16,0.13,0.12,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/17/2021,9.66,7.21,7.43,5.43,3.57,3.16,2.75,2.69,2.24,2.71,1.98,1.53,1.8,1.43,1.46,1.24,1.3,1.35,1.0,1.34,1.01,1.14,1.37,1.06,0.97,1.03,0.89,1.11,0.79,0.86,0.98,0.72,0.74,0.6,0.63,0.67,0.59,0.57,0.66,0.54,0.58,0.5,0.56,0.46,0.41,0.37,0.45,0.44,0.48,0.5,0.51,0.42,0.42,0.39,0.4,0.34,0.41,0.51,0.37,0.39,0.39,0.43,0.35,0.32,0.34,0.41,0.44,0.31,0.38,0.37,0.33,0.32,0.29,0.32,0.34,0.31,0.28,0.33,0.27,0.3,0.3,0.3,0.26,0.23,0.26,0.26,0.25,0.33,0.26,0.29,0.25,0.22,0.23,0.27,0.22,0.19,0.24,0.2,0.18,0.19,0.15,0.16,0.18,0.1,0.14,0.15,0.13,0.13,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/18/2021,9.66,7.21,7.43,5.43,3.57,3.16,2.75,2.69,2.24,2.71,1.98,1.53,1.8,1.43,1.46,1.24,1.3,1.35,1.0,1.34,1.01,1.14,1.37,1.06,0.97,1.03,0.89,1.11,0.79,0.86,0.98,0.72,0.74,0.6,0.63,0.67,0.59,0.57,0.66,0.54,0.58,0.5,0.56,0.46,0.41,0.37,0.45,0.44,0.48,0.5,0.51,0.42,0.42,0.39,0.4,0.34,0.41,0.51,0.37,0.39,0.39,0.43,0.35,0.32,0.34,0.41,0.44,0.31,0.38,0.37,0.33,0.32,0.29,0.32,0.34,0.31,0.28,0.33,0.27,0.3,0.3,0.3,0.26,0.23,0.26,0.26,0.25,0.33,0.26,0.29,0.25,0.22,0.23,0.27,0.22,0.19,0.24,0.2,0.18,0.19,0.15,0.16,0.18,0.1,0.14,0.15,0.13,0.13,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
