,VGR,BGS,KTB,RCII,CMP,SJI,CMC,GEF,MED,AVA,MCY,CBT,BIG,PDCO,NAVI,BKE,TRN,TDS,JW.A,UVV,AROC,DLX,NUS,HCSG,RGR,NSA,CWT,OTTR,MATX,MWA,ISBC,NWN,FUL,MC,KRO,HNI,GCMG,ANAT,VSH,CVA,MGEE,SWM,MANT,KALU,PZZA,SSTK,FRG,BDN,MLHR,ABM,PRGS,ASB,MGRC,WMK,CPK,IDCC,PBI,KW,CSGS,ILPT,BRC,CATY,FHI,STRA,WMG,RILY,FCPT,UNIT,FFBC,WRI,JACK,OPI,EPRT,HEES,SBGI,MLI,BKU,GBX,SCL,PDM,BGFV,CXP,SCS,NWBI,MNRO,SFNC,CVBF,WSBC,EPC,SNDR,FULT,GES,ONB,GTY,KFY,FIX,PFS,GVA,LZB,ETH,HVT,WWW,CTRE,SFBS,FSS,BMI,COLB,MATW,HOPE,WRE,SCHN,NHC,PGRE,CORE,AUB,SJW,PSMT,B,GHC,SHEN,SWCH,IBOC,RUSHA,WAFD,HLNE,WD,GIC,BXS,SAFT,LTC,ANDE,BCC,ALX,CAI,WWE,SPTN,SASR,MOG.A,EBF,DEA,AIN,PRK,NP,NPO,FWRD,MNR,GPI,PATK,LNN,APOG,SXC,UTL,UCBI,SMP,WABC,SCHL,IOSP,NVEC,AAT,CFFN,BANR,TOWN,KFRC,HTH,LMNX,INT,TRMK,BHE,FIBK,FRME,ACCO,PETS,WHD,PLOW,TR,EVTC,ADTN,IBTX,INDB,FBP,XPER,CAL,CHCO,GOOD,RNST,GFF,MEI,IRT,SWBI,NXRT,STC,BFS,BUSE,MYE,BPYU,CWH,FCF,KAI,ABCB,SSP,MSEX,AZZ,VRS,IMKTA,CSR,GLT,LKFN,SITC,RGP,WGO,DCOM,PIPR,HWKN,CADE,ETD,AMSWA,FCFS,ARCB,VBTX,FLMN,MLKN,SYBT,HLIO,COKE,SBSI,NBTB,SUM
07/23/2021,1.64,1.62,1.44,1.2,1.37,1.12,1.09,1.05,0.96,1.04,0.87,0.83,0.78,0.81,0.8,0.65,0.71,0.75,0.69,0.66,0.65,0.67,0.66,0.64,0.61,0.65,0.61,0.59,0.56,0.53,0.49,0.53,0.51,0.49,0.49,0.47,0.49,0.5,0.46,0.55,0.49,0.45,0.46,0.42,0.49,0.46,0.43,0.45,0.43,0.46,0.42,0.41,0.41,0.46,0.44,0.39,0.41,0.4,0.41,0.44,0.4,0.38,0.37,0.37,0.38,0.34,0.39,0.4,0.36,0.37,0.36,0.37,0.38,0.34,0.31,0.34,0.32,0.34,0.35,0.35,0.28,0.33,0.32,0.34,0.32,0.3,0.31,0.3,0.31,0.3,0.31,0.26,0.3,0.31,0.29,0.29,0.29,0.28,0.27,0.28,0.28,0.28,0.3,0.3,0.28,0.28,0.26,0.28,0.26,0.3,0.27,0.3,0.26,0.27,0.27,0.3,0.27,0.26,0.28,0.26,0.27,0.25,0.28,0.26,0.26,0.25,0.26,0.24,0.26,0.26,0.23,0.21,0.24,0.25,0.21,0.25,0.24,0.23,0.23,0.25,0.22,0.23,0.24,0.22,0.23,0.25,0.25,0.24,0.22,0.21,0.21,0.23,0.22,0.23,0.23,0.21,0.22,0.23,0.21,0.22,0.21,0.22,0.21,0.2,0.0,0.2,0.21,0.19,0.21,0.2,0.19,0.19,0.19,0.2,0.21,0.19,0.19,0.19,0.19,0.18,0.18,0.0,0.19,0.19,0.18,0.18,0.17,0.2,0.0,0.2,0.18,0.19,0.17,0.18,0.18,0.18,0.17,0.17,0.0,0.0,0.2,0.0,0.2,0.18,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.8
07/26/2021,1.64,1.57,1.43,1.24,1.36,1.09,1.11,1.04,1.0,1.01,0.86,0.82,0.8,0.8,0.81,0.66,0.73,0.72,0.68,0.65,0.67,0.67,0.64,0.55,0.59,0.63,0.59,0.57,0.55,0.53,0.49,0.51,0.5,0.51,0.49,0.47,0.49,0.5,0.47,0.54,0.47,0.44,0.46,0.44,0.48,0.46,0.43,0.46,0.43,0.46,0.43,0.41,0.41,0.45,0.42,0.38,0.43,0.41,0.41,0.44,0.4,0.39,0.38,0.36,0.39,0.34,0.39,0.41,0.36,0.38,0.36,0.38,0.39,0.36,0.33,0.36,0.33,0.36,0.34,0.36,0.32,0.34,0.32,0.33,0.31,0.3,0.31,0.3,0.3,0.3,0.31,0.27,0.29,0.32,0.29,0.3,0.29,0.29,0.28,0.28,0.28,0.29,0.3,0.3,0.28,0.29,0.26,0.28,0.27,0.3,0.29,0.29,0.28,0.27,0.27,0.29,0.26,0.27,0.28,0.25,0.26,0.24,0.29,0.26,0.26,0.26,0.27,0.24,0.25,0.26,0.22,0.22,0.25,0.25,0.21,0.25,0.24,0.23,0.22,0.25,0.22,0.23,0.23,0.23,0.23,0.24,0.26,0.25,0.22,0.22,0.21,0.23,0.21,0.22,0.22,0.21,0.22,0.23,0.22,0.21,0.21,0.22,0.21,0.2,0.0,0.2,0.21,0.19,0.21,0.2,0.19,0.19,0.19,0.2,0.2,0.19,0.21,0.19,0.18,0.19,0.19,0.0,0.18,0.19,0.18,0.18,0.17,0.2,0.0,0.2,0.18,0.2,0.17,0.18,0.18,0.18,0.17,0.18,0.0,0.0,0.2,0.0,0.18,0.17,0.19,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.78
07/27/2021,1.61,1.52,1.45,1.27,1.37,1.12,1.11,1.05,1.01,1.02,0.87,0.84,0.79,0.79,0.81,0.65,0.73,0.74,0.68,0.64,0.66,0.67,0.65,0.55,0.59,0.66,0.61,0.58,0.55,0.53,0.48,0.51,0.51,0.53,0.49,0.46,0.5,0.5,0.47,0.54,0.48,0.44,0.46,0.43,0.51,0.48,0.43,0.45,0.43,0.46,0.43,0.41,0.41,0.44,0.43,0.38,0.41,0.41,0.4,0.44,0.4,0.39,0.37,0.36,0.4,0.34,0.4,0.4,0.37,0.38,0.37,0.36,0.39,0.37,0.32,0.36,0.32,0.35,0.34,0.35,0.31,0.34,0.32,0.33,0.32,0.3,0.3,0.29,0.3,0.31,0.3,0.27,0.29,0.32,0.29,0.3,0.28,0.28,0.27,0.28,0.27,0.3,0.3,0.3,0.28,0.29,0.26,0.27,0.27,0.3,0.3,0.3,0.27,0.27,0.27,0.29,0.26,0.27,0.28,0.25,0.26,0.24,0.29,0.26,0.26,0.26,0.27,0.23,0.25,0.26,0.22,0.21,0.26,0.25,0.21,0.25,0.23,0.23,0.22,0.25,0.22,0.23,0.23,0.22,0.23,0.24,0.25,0.25,0.23,0.22,0.22,0.23,0.21,0.22,0.22,0.2,0.22,0.24,0.22,0.21,0.21,0.22,0.21,0.19,0.0,0.2,0.21,0.19,0.21,0.2,0.19,0.18,0.19,0.19,0.21,0.2,0.22,0.18,0.18,0.19,0.19,0.17,0.19,0.19,0.17,0.18,0.17,0.2,0.0,0.2,0.19,0.19,0.0,0.18,0.18,0.18,0.0,0.18,0.0,0.0,0.2,0.0,0.19,0.17,0.2,0.0,0.0,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.85
07/28/2021,1.61,1.52,1.45,1.27,1.37,1.12,1.11,1.05,1.01,1.02,0.87,0.84,0.79,0.79,0.81,0.65,0.73,0.74,0.68,0.64,0.66,0.67,0.65,0.55,0.59,0.66,0.61,0.58,0.55,0.53,0.48,0.51,0.51,0.53,0.49,0.46,0.5,0.5,0.47,0.54,0.48,0.44,0.46,0.43,0.51,0.48,0.43,0.45,0.43,0.46,0.43,0.41,0.41,0.44,0.43,0.38,0.41,0.41,0.4,0.44,0.4,0.39,0.37,0.36,0.4,0.34,0.4,0.4,0.37,0.38,0.37,0.36,0.39,0.37,0.32,0.36,0.32,0.35,0.34,0.35,0.31,0.34,0.32,0.33,0.32,0.3,0.3,0.29,0.3,0.31,0.3,0.27,0.29,0.32,0.29,0.3,0.28,0.28,0.27,0.28,0.27,0.3,0.3,0.3,0.28,0.29,0.26,0.27,0.27,0.3,0.3,0.3,0.27,0.27,0.27,0.29,0.26,0.27,0.28,0.25,0.26,0.24,0.29,0.26,0.26,0.26,0.27,0.23,0.25,0.26,0.22,0.21,0.26,0.25,0.21,0.25,0.23,0.23,0.22,0.25,0.22,0.23,0.23,0.22,0.23,0.24,0.25,0.25,0.23,0.22,0.22,0.23,0.21,0.22,0.22,0.2,0.22,0.24,0.22,0.21,0.21,0.22,0.21,0.19,0.0,0.2,0.21,0.19,0.21,0.2,0.19,0.18,0.19,0.19,0.21,0.2,0.22,0.18,0.18,0.19,0.19,0.17,0.19,0.19,0.17,0.18,0.17,0.2,0.0,0.2,0.19,0.19,0.0,0.18,0.18,0.18,0.0,0.18,0.0,0.0,0.2,0.0,0.19,0.17,0.2,0.0,0.0,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.85
07/29/2021,1.61,1.52,1.45,1.27,1.37,1.12,1.11,1.05,1.01,1.02,0.87,0.84,0.79,0.79,0.81,0.65,0.73,0.74,0.68,0.64,0.66,0.67,0.65,0.55,0.59,0.66,0.61,0.58,0.55,0.53,0.48,0.51,0.51,0.53,0.49,0.46,0.5,0.5,0.47,0.54,0.48,0.44,0.46,0.43,0.51,0.48,0.43,0.45,0.43,0.46,0.43,0.41,0.41,0.44,0.43,0.38,0.41,0.41,0.4,0.44,0.4,0.39,0.37,0.36,0.4,0.34,0.4,0.4,0.37,0.38,0.37,0.36,0.39,0.37,0.32,0.36,0.32,0.35,0.34,0.35,0.31,0.34,0.32,0.33,0.32,0.3,0.3,0.29,0.3,0.31,0.3,0.27,0.29,0.32,0.29,0.3,0.28,0.28,0.27,0.28,0.27,0.3,0.3,0.3,0.28,0.29,0.26,0.27,0.27,0.3,0.3,0.3,0.27,0.27,0.27,0.29,0.26,0.27,0.28,0.25,0.26,0.24,0.29,0.26,0.26,0.26,0.27,0.23,0.25,0.26,0.22,0.21,0.26,0.25,0.21,0.25,0.23,0.23,0.22,0.25,0.22,0.23,0.23,0.22,0.23,0.24,0.25,0.25,0.23,0.22,0.22,0.23,0.21,0.22,0.22,0.2,0.22,0.24,0.22,0.21,0.21,0.22,0.21,0.19,0.0,0.2,0.21,0.19,0.21,0.2,0.19,0.18,0.19,0.19,0.21,0.2,0.22,0.18,0.18,0.19,0.19,0.17,0.19,0.19,0.17,0.18,0.17,0.2,0.0,0.2,0.19,0.19,0.0,0.18,0.18,0.18,0.0,0.18,0.0,0.0,0.2,0.0,0.19,0.17,0.2,0.0,0.0,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.85
07/30/2021,1.61,1.51,1.47,1.27,1.35,1.13,1.13,1.07,1.01,1.02,0.86,0.84,0.79,0.79,0.81,0.66,0.75,0.74,0.69,0.64,0.68,0.67,0.65,0.54,0.58,0.65,0.61,0.58,0.55,0.53,0.48,0.52,0.51,0.53,0.49,0.45,0.49,0.49,0.47,0.53,0.47,0.44,0.46,0.44,0.5,0.48,0.43,0.45,0.43,0.46,0.43,0.41,0.41,0.44,0.43,0.38,0.42,0.41,0.4,0.43,0.4,0.38,0.37,0.36,0.39,0.33,0.39,0.4,0.36,0.37,0.37,0.36,0.39,0.38,0.32,0.36,0.32,0.36,0.34,0.35,0.3,0.34,0.32,0.33,0.32,0.3,0.3,0.29,0.3,0.3,0.31,0.27,0.29,0.32,0.29,0.29,0.29,0.28,0.27,0.28,0.27,0.3,0.3,0.3,0.28,0.29,0.26,0.27,0.27,0.3,0.3,0.3,0.27,0.27,0.27,0.29,0.26,0.27,0.27,0.25,0.26,0.25,0.29,0.26,0.26,0.25,0.27,0.23,0.24,0.26,0.22,0.21,0.25,0.25,0.21,0.25,0.23,0.23,0.22,0.25,0.22,0.23,0.23,0.22,0.23,0.24,0.24,0.25,0.22,0.22,0.22,0.23,0.21,0.22,0.22,0.2,0.21,0.24,0.22,0.21,0.21,0.22,0.21,0.19,0.0,0.2,0.21,0.19,0.21,0.2,0.19,0.18,0.19,0.2,0.21,0.19,0.22,0.18,0.18,0.19,0.19,0.17,0.19,0.19,0.17,0.18,0.17,0.2,0.0,0.2,0.19,0.19,0.0,0.19,0.18,0.18,0.0,0.17,0.0,0.0,0.2,0.0,0.19,0.0,0.2,0.17,0.0,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.76
08/02/2021,1.62,1.52,1.42,1.28,1.31,1.12,1.14,1.08,1.0,1.03,0.86,0.84,0.77,0.8,0.79,0.64,0.74,0.73,0.71,0.65,0.68,0.67,0.65,0.54,0.58,0.65,0.62,0.59,0.54,0.52,0.53,0.53,0.51,0.52,0.5,0.45,0.48,0.49,0.47,0.53,0.48,0.44,0.46,0.44,0.49,0.47,0.43,0.45,0.42,0.47,0.43,0.42,0.41,0.44,0.44,0.38,0.41,0.41,0.4,0.44,0.39,0.39,0.37,0.4,0.39,0.33,0.39,0.41,0.37,0.37,0.37,0.36,0.39,0.37,0.33,0.36,0.33,0.36,0.34,0.35,0.29,0.34,0.32,0.32,0.29,0.31,0.3,0.29,0.3,0.3,0.31,0.27,0.29,0.31,0.3,0.29,0.29,0.28,0.27,0.27,0.26,0.3,0.3,0.31,0.28,0.29,0.26,0.27,0.27,0.3,0.29,0.3,0.27,0.27,0.27,0.29,0.26,0.27,0.28,0.25,0.26,0.24,0.28,0.26,0.26,0.26,0.28,0.23,0.24,0.26,0.22,0.22,0.25,0.25,0.21,0.25,0.23,0.24,0.22,0.25,0.23,0.23,0.23,0.22,0.23,0.24,0.24,0.25,0.22,0.22,0.22,0.23,0.21,0.22,0.22,0.2,0.22,0.23,0.22,0.21,0.22,0.22,0.21,0.19,0.0,0.22,0.21,0.19,0.2,0.2,0.2,0.2,0.19,0.2,0.21,0.19,0.22,0.19,0.18,0.19,0.19,0.0,0.19,0.19,0.0,0.18,0.17,0.19,0.0,0.2,0.19,0.19,0.17,0.18,0.0,0.18,0.0,0.17,0.0,0.0,0.2,0.0,0.19,0.17,0.19,0.17,0.19,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.82
08/03/2021,1.62,1.52,1.42,1.28,1.31,1.12,1.14,1.08,1.0,1.03,0.86,0.84,0.77,0.8,0.79,0.64,0.74,0.73,0.71,0.65,0.68,0.67,0.65,0.54,0.58,0.65,0.62,0.59,0.54,0.52,0.53,0.53,0.51,0.52,0.5,0.45,0.48,0.49,0.47,0.53,0.48,0.44,0.46,0.44,0.49,0.47,0.43,0.45,0.42,0.47,0.43,0.42,0.41,0.44,0.44,0.38,0.41,0.41,0.4,0.44,0.39,0.39,0.37,0.4,0.39,0.33,0.39,0.41,0.37,0.37,0.37,0.36,0.39,0.37,0.33,0.36,0.33,0.36,0.34,0.35,0.29,0.34,0.32,0.32,0.29,0.31,0.3,0.29,0.3,0.3,0.31,0.27,0.29,0.31,0.3,0.29,0.29,0.28,0.27,0.27,0.26,0.3,0.3,0.31,0.28,0.29,0.26,0.27,0.27,0.3,0.29,0.3,0.27,0.27,0.27,0.29,0.26,0.27,0.28,0.25,0.26,0.24,0.28,0.26,0.26,0.26,0.28,0.23,0.24,0.26,0.22,0.22,0.25,0.25,0.21,0.25,0.23,0.24,0.22,0.25,0.23,0.23,0.23,0.22,0.23,0.24,0.24,0.25,0.22,0.22,0.22,0.23,0.21,0.22,0.22,0.2,0.22,0.23,0.22,0.21,0.22,0.22,0.21,0.19,0.0,0.22,0.21,0.19,0.2,0.2,0.2,0.2,0.19,0.2,0.21,0.19,0.22,0.19,0.18,0.19,0.19,0.0,0.19,0.19,0.0,0.18,0.17,0.19,0.0,0.2,0.19,0.19,0.17,0.18,0.0,0.18,0.0,0.17,0.0,0.0,0.2,0.0,0.19,0.17,0.19,0.17,0.19,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.82
08/04/2021,1.62,1.52,1.42,1.28,1.31,1.12,1.14,1.08,1.0,1.03,0.86,0.84,0.77,0.8,0.79,0.64,0.74,0.73,0.71,0.65,0.68,0.67,0.65,0.54,0.58,0.65,0.62,0.59,0.54,0.52,0.53,0.53,0.51,0.52,0.5,0.45,0.48,0.49,0.47,0.53,0.48,0.44,0.46,0.44,0.49,0.47,0.43,0.45,0.42,0.47,0.43,0.42,0.41,0.44,0.44,0.38,0.41,0.41,0.4,0.44,0.39,0.39,0.37,0.4,0.39,0.33,0.39,0.41,0.37,0.37,0.37,0.36,0.39,0.37,0.33,0.36,0.33,0.36,0.34,0.35,0.29,0.34,0.32,0.32,0.29,0.31,0.3,0.29,0.3,0.3,0.31,0.27,0.29,0.31,0.3,0.29,0.29,0.28,0.27,0.27,0.26,0.3,0.3,0.31,0.28,0.29,0.26,0.27,0.27,0.3,0.29,0.3,0.27,0.27,0.27,0.29,0.26,0.27,0.28,0.25,0.26,0.24,0.28,0.26,0.26,0.26,0.28,0.23,0.24,0.26,0.22,0.22,0.25,0.25,0.21,0.25,0.23,0.24,0.22,0.25,0.23,0.23,0.23,0.22,0.23,0.24,0.24,0.25,0.22,0.22,0.22,0.23,0.21,0.22,0.22,0.2,0.22,0.23,0.22,0.21,0.22,0.22,0.21,0.19,0.0,0.22,0.21,0.19,0.2,0.2,0.2,0.2,0.19,0.2,0.21,0.19,0.22,0.19,0.18,0.19,0.19,0.0,0.19,0.19,0.0,0.18,0.17,0.19,0.0,0.2,0.19,0.19,0.17,0.18,0.0,0.18,0.0,0.17,0.0,0.0,0.2,0.0,0.19,0.17,0.19,0.17,0.19,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.82
08/05/2021,1.62,1.52,1.42,1.28,1.31,1.12,1.14,1.08,1.0,1.03,0.86,0.84,0.77,0.8,0.79,0.64,0.74,0.73,0.71,0.65,0.68,0.67,0.65,0.54,0.58,0.65,0.62,0.59,0.54,0.52,0.53,0.53,0.51,0.52,0.5,0.45,0.48,0.49,0.47,0.53,0.48,0.44,0.46,0.44,0.49,0.47,0.43,0.45,0.42,0.47,0.43,0.42,0.41,0.44,0.44,0.38,0.41,0.41,0.4,0.44,0.39,0.39,0.37,0.4,0.39,0.33,0.39,0.41,0.37,0.37,0.37,0.36,0.39,0.37,0.33,0.36,0.33,0.36,0.34,0.35,0.29,0.34,0.32,0.32,0.29,0.31,0.3,0.29,0.3,0.3,0.31,0.27,0.29,0.31,0.3,0.29,0.29,0.28,0.27,0.27,0.26,0.3,0.3,0.31,0.28,0.29,0.26,0.27,0.27,0.3,0.29,0.3,0.27,0.27,0.27,0.29,0.26,0.27,0.28,0.25,0.26,0.24,0.28,0.26,0.26,0.26,0.28,0.23,0.24,0.26,0.22,0.22,0.25,0.25,0.21,0.25,0.23,0.24,0.22,0.25,0.23,0.23,0.23,0.22,0.23,0.24,0.24,0.25,0.22,0.22,0.22,0.23,0.21,0.22,0.22,0.2,0.22,0.23,0.22,0.21,0.22,0.22,0.21,0.19,0.0,0.22,0.21,0.19,0.2,0.2,0.2,0.2,0.19,0.2,0.21,0.19,0.22,0.19,0.18,0.19,0.19,0.0,0.19,0.19,0.0,0.18,0.17,0.19,0.0,0.2,0.19,0.19,0.17,0.18,0.0,0.18,0.0,0.17,0.0,0.0,0.2,0.0,0.19,0.17,0.19,0.17,0.19,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.82
08/06/2021,1.61,1.48,1.44,1.31,1.35,1.11,1.14,1.09,1.0,1.01,0.86,0.85,0.72,0.81,0.82,0.64,0.75,0.65,0.71,0.65,0.66,0.66,0.65,0.53,0.58,0.65,0.63,0.59,0.57,0.53,0.51,0.52,0.51,0.53,0.49,0.44,0.48,0.52,0.47,0.54,0.49,0.45,0.46,0.44,0.49,0.48,0.42,0.44,0.42,0.46,0.42,0.42,0.42,0.44,0.45,0.38,0.4,0.41,0.4,0.44,0.4,0.39,0.37,0.4,0.39,0.33,0.39,0.42,0.36,0.38,0.36,0.36,0.4,0.38,0.32,0.36,0.33,0.35,0.34,0.35,0.31,0.32,0.32,0.32,0.29,0.3,0.3,0.29,0.3,0.31,0.3,0.27,0.28,0.31,0.29,0.29,0.29,0.28,0.28,0.26,0.26,0.3,0.29,0.31,0.28,0.29,0.27,0.27,0.27,0.29,0.29,0.3,0.26,0.27,0.27,0.3,0.26,0.27,0.28,0.24,0.26,0.24,0.29,0.26,0.26,0.26,0.28,0.23,0.25,0.25,0.22,0.21,0.25,0.25,0.21,0.25,0.23,0.22,0.22,0.25,0.23,0.23,0.24,0.23,0.23,0.24,0.25,0.27,0.23,0.23,0.24,0.23,0.21,0.22,0.22,0.2,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.19,0.0,0.23,0.2,0.2,0.21,0.2,0.21,0.19,0.19,0.2,0.21,0.19,0.21,0.19,0.19,0.19,0.19,0.17,0.19,0.19,0.0,0.0,0.18,0.2,0.0,0.2,0.19,0.19,0.0,0.18,0.0,0.19,0.0,0.18,0.0,0.0,0.21,0.0,0.19,0.17,0.2,0.18,0.2,0.18,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.87
08/09/2021,1.63,1.46,1.52,1.32,1.34,1.12,1.16,1.09,1.04,1.03,0.85,0.84,0.71,0.8,0.82,0.62,0.76,0.63,0.71,0.65,0.66,0.65,0.65,0.52,0.59,0.66,0.65,0.62,0.6,0.54,0.52,0.53,0.51,0.53,0.49,0.44,0.47,0.53,0.48,0.54,0.5,0.45,0.44,0.45,0.5,0.48,0.43,0.43,0.41,0.47,0.42,0.43,0.4,0.44,0.47,0.41,0.38,0.42,0.4,0.43,0.4,0.39,0.37,0.4,0.39,0.33,0.39,0.44,0.37,0.0,0.35,0.35,0.4,0.36,0.33,0.36,0.34,0.36,0.33,0.34,0.29,0.31,0.31,0.32,0.3,0.31,0.3,0.29,0.31,0.31,0.31,0.26,0.29,0.31,0.29,0.29,0.29,0.29,0.28,0.26,0.26,0.31,0.28,0.31,0.28,0.3,0.27,0.27,0.27,0.29,0.29,0.31,0.24,0.26,0.27,0.3,0.26,0.26,0.28,0.0,0.26,0.25,0.28,0.26,0.24,0.26,0.29,0.24,0.25,0.24,0.23,0.23,0.26,0.25,0.21,0.25,0.24,0.22,0.22,0.25,0.22,0.24,0.24,0.21,0.23,0.24,0.24,0.27,0.23,0.23,0.23,0.22,0.21,0.23,0.22,0.21,0.22,0.22,0.22,0.21,0.22,0.21,0.2,0.19,0.0,0.23,0.2,0.2,0.21,0.2,0.21,0.19,0.18,0.19,0.2,0.2,0.23,0.19,0.19,0.2,0.19,0.0,0.19,0.19,0.0,0.0,0.18,0.2,0.0,0.2,0.19,0.19,0.17,0.18,0.0,0.2,0.0,0.19,0.0,0.0,0.22,0.17,0.19,0.17,0.2,0.18,0.2,0.17,0.18,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.88
08/10/2021,1.72,1.48,1.48,1.31,1.32,1.1,1.14,1.09,0.92,1.0,0.84,0.83,0.69,0.76,0.84,0.64,0.76,0.61,0.7,0.63,0.65,0.62,0.67,0.53,0.61,0.64,0.64,0.61,0.6,0.55,0.52,0.52,0.52,0.53,0.47,0.44,0.46,0.54,0.48,0.53,0.49,0.45,0.44,0.44,0.51,0.45,0.43,0.43,0.4,0.47,0.42,0.43,0.38,0.44,0.47,0.4,0.39,0.42,0.4,0.43,0.39,0.4,0.37,0.38,0.37,0.33,0.38,0.47,0.37,0.0,0.34,0.35,0.4,0.37,0.34,0.36,0.35,0.36,0.33,0.34,0.3,0.3,0.31,0.32,0.3,0.32,0.31,0.3,0.32,0.3,0.31,0.26,0.29,0.31,0.29,0.3,0.3,0.29,0.27,0.26,0.25,0.31,0.28,0.32,0.28,0.29,0.27,0.27,0.28,0.29,0.29,0.3,0.25,0.26,0.28,0.29,0.26,0.26,0.27,0.0,0.3,0.26,0.28,0.27,0.25,0.25,0.27,0.25,0.26,0.23,0.23,0.23,0.25,0.24,0.21,0.25,0.24,0.22,0.22,0.25,0.2,0.25,0.22,0.21,0.23,0.24,0.24,0.27,0.24,0.23,0.23,0.22,0.22,0.24,0.22,0.21,0.22,0.22,0.22,0.21,0.22,0.22,0.21,0.2,0.0,0.23,0.21,0.2,0.22,0.21,0.21,0.18,0.18,0.2,0.2,0.2,0.24,0.19,0.19,0.2,0.19,0.0,0.19,0.19,0.0,0.0,0.18,0.2,0.0,0.2,0.19,0.2,0.17,0.18,0.0,0.19,0.0,0.2,0.17,0.0,0.22,0.0,0.19,0.18,0.2,0.18,0.2,0.18,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.66
08/11/2021,1.72,1.48,1.48,1.31,1.32,1.1,1.14,1.09,0.92,1.0,0.84,0.83,0.69,0.76,0.84,0.64,0.76,0.61,0.7,0.63,0.65,0.62,0.67,0.53,0.61,0.64,0.64,0.61,0.6,0.55,0.52,0.52,0.52,0.53,0.47,0.44,0.46,0.54,0.48,0.53,0.49,0.45,0.44,0.44,0.51,0.45,0.43,0.43,0.4,0.47,0.42,0.43,0.38,0.44,0.47,0.4,0.39,0.42,0.4,0.43,0.39,0.4,0.37,0.38,0.37,0.33,0.38,0.47,0.37,0.0,0.34,0.35,0.4,0.37,0.34,0.36,0.35,0.36,0.33,0.34,0.3,0.3,0.31,0.32,0.3,0.32,0.31,0.3,0.32,0.3,0.31,0.26,0.29,0.31,0.29,0.3,0.3,0.29,0.27,0.26,0.25,0.31,0.28,0.32,0.28,0.29,0.27,0.27,0.28,0.29,0.29,0.3,0.25,0.26,0.28,0.29,0.26,0.26,0.27,0.0,0.3,0.26,0.28,0.27,0.25,0.25,0.27,0.25,0.26,0.23,0.23,0.23,0.25,0.24,0.21,0.25,0.24,0.22,0.22,0.25,0.2,0.25,0.22,0.21,0.23,0.24,0.24,0.27,0.24,0.23,0.23,0.22,0.22,0.24,0.22,0.21,0.22,0.22,0.22,0.21,0.22,0.22,0.21,0.2,0.0,0.23,0.21,0.2,0.22,0.21,0.21,0.18,0.18,0.2,0.2,0.2,0.24,0.19,0.19,0.2,0.19,0.0,0.19,0.19,0.0,0.0,0.18,0.2,0.0,0.2,0.19,0.2,0.17,0.18,0.0,0.19,0.0,0.2,0.17,0.0,0.22,0.0,0.19,0.18,0.2,0.18,0.2,0.18,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.66
