,VGR,BGS,KTB,RCII,CMP,SJI,CMC,GEF,MED,AVA,MCY,CBT,BIG,PDCO,NAVI,BKE,TRN,TDS,JW.A,UVV,AROC,DLX,NUS,HCSG,RGR,NSA,CWT,OTTR,MATX,MWA,ISBC,NWN,FUL,MC,KRO,HNI,GCMG,ANAT,VSH,CVA,MGEE,SWM,MANT,KALU,PZZA,SSTK,FRG,BDN,MLHR,ABM,PRGS,ASB,MGRC,WMK,CPK,IDCC,PBI,KW,CSGS,ILPT,BRC,CATY,FHI,STRA,WMG,RILY,FCPT,UNIT,FFBC,WRI,JACK,OPI,EPRT,HEES,SBGI,MLI,BKU,GBX,SCL,PDM,BGFV,CXP,SCS,NWBI,MNRO,SFNC,CVBF,WSBC,EPC,SNDR,FULT,GES,ONB,GTY,KFY,FIX,PFS,GVA,LZB,ETH,HVT,WWW,CTRE,SFBS,FSS,BMI,COLB,MATW,HOPE,WRE,SCHN,NHC,PGRE,CORE,AUB,SJW,PSMT,B,GHC,SHEN,SWCH,IBOC,RUSHA,WAFD,HLNE,WD,GIC,BXS,SAFT,LTC,ANDE,BCC,ALX,CAI,WWE,SPTN,SASR,MOG.A,EBF,DEA,AIN,PRK,NP,NPO,FWRD,MNR,GPI,PATK,LNN,APOG,SXC,UTL,UCBI,SMP,WABC,SCHL,IOSP,NVEC,AAT,CFFN,BANR,TOWN,KFRC,HTH,LMNX,INT,TRMK,BHE,FIBK,FRME,ACCO,PETS,WHD,PLOW,TR,EVTC,ADTN,IBTX,INDB,FBP,XPER,CAL,CHCO,GOOD,RNST,GFF,MEI,IRT,SWBI,NXRT,STC,BFS,BUSE,MYE,BPYU,CWH,FCF,KAI,ABCB,SSP,MSEX,AZZ,VRS,IMKTA,CSR,GLT,LKFN,SITC,RGP,WGO,DCOM,PIPR,HWKN,CADE,ETD,AMSWA,FCFS,ARCB,VBTX,FLMN,MLKN,SYBT,HLIO,COKE,SBSI,NBTB,SUM
09/01/2021,1.78,1.47,1.43,1.45,1.28,1.04,1.18,1.09,0.81,0.96,0.83,0.84,0.65,0.78,0.9,0.59,0.81,0.62,0.7,0.61,0.62,0.59,0.62,0.52,0.59,0.66,0.61,0.61,0.65,0.59,0.52,0.49,0.53,0.55,0.48,0.44,0.53,0.59,0.47,0.52,0.48,0.43,0.4,0.45,0.53,0.51,0.42,0.44,0.4,0.49,0.43,0.44,0.36,0.46,0.46,0.41,0.36,0.44,0.41,0.43,0.38,0.4,0.38,0.38,0.39,0.33,0.37,0.45,0.38,0.0,0.35,0.33,0.42,0.38,0.33,0.37,0.35,0.37,0.33,0.32,0.31,0.33,0.32,0.31,0.27,0.32,0.31,0.31,0.3,0.32,0.31,0.29,0.29,0.3,0.3,0.29,0.29,0.3,0.28,0.0,0.25,0.32,0.26,0.31,0.28,0.3,0.27,0.28,0.28,0.29,0.27,0.29,0.24,0.28,0.28,0.29,0.25,0.25,0.25,0.0,0.3,0.26,0.27,0.27,0.25,0.25,0.27,0.26,0.26,0.22,0.25,0.25,0.25,0.24,0.21,0.27,0.24,0.22,0.22,0.23,0.21,0.24,0.23,0.21,0.22,0.23,0.24,0.27,0.23,0.25,0.22,0.21,0.22,0.23,0.22,0.21,0.23,0.21,0.22,0.21,0.23,0.22,0.2,0.2,0.0,0.21,0.22,0.2,0.22,0.21,0.22,0.18,0.2,0.2,0.18,0.2,0.24,0.19,0.2,0.2,0.19,0.0,0.19,0.18,0.0,0.18,0.17,0.2,0.0,0.2,0.2,0.19,0.17,0.19,0.0,0.18,0.0,0.2,0.0,0.0,0.21,0.0,0.18,0.18,0.21,0.18,0.19,0.18,0.18,0.0,0.0,0.0,0.18,0.17,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.73
09/02/2021,1.78,1.47,1.43,1.45,1.28,1.04,1.18,1.09,0.81,0.96,0.83,0.84,0.65,0.78,0.9,0.59,0.81,0.62,0.7,0.61,0.62,0.59,0.62,0.52,0.59,0.66,0.61,0.61,0.65,0.59,0.52,0.49,0.53,0.55,0.48,0.44,0.53,0.59,0.47,0.52,0.48,0.43,0.4,0.45,0.53,0.51,0.42,0.44,0.4,0.49,0.43,0.44,0.36,0.46,0.46,0.41,0.36,0.44,0.41,0.43,0.38,0.4,0.38,0.38,0.39,0.33,0.37,0.45,0.38,0.0,0.35,0.33,0.42,0.38,0.33,0.37,0.35,0.37,0.33,0.32,0.31,0.33,0.32,0.31,0.27,0.32,0.31,0.31,0.3,0.32,0.31,0.29,0.29,0.3,0.3,0.29,0.29,0.3,0.28,0.0,0.25,0.32,0.26,0.31,0.28,0.3,0.27,0.28,0.28,0.29,0.27,0.29,0.24,0.28,0.28,0.29,0.25,0.25,0.25,0.0,0.3,0.26,0.27,0.27,0.25,0.25,0.27,0.26,0.26,0.22,0.25,0.25,0.25,0.24,0.21,0.27,0.24,0.22,0.22,0.23,0.21,0.24,0.23,0.21,0.22,0.23,0.24,0.27,0.23,0.25,0.22,0.21,0.22,0.23,0.22,0.21,0.23,0.21,0.22,0.21,0.23,0.22,0.2,0.2,0.0,0.21,0.22,0.2,0.22,0.21,0.22,0.18,0.2,0.2,0.18,0.2,0.24,0.19,0.2,0.2,0.19,0.0,0.19,0.18,0.0,0.18,0.17,0.2,0.0,0.2,0.2,0.19,0.17,0.19,0.0,0.18,0.0,0.2,0.0,0.0,0.21,0.0,0.18,0.18,0.21,0.18,0.19,0.18,0.18,0.0,0.0,0.0,0.18,0.17,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.73
09/03/2021,1.79,1.5,1.41,1.46,1.28,1.05,1.19,1.1,0.81,0.97,0.84,0.84,0.65,0.79,0.9,0.58,0.8,0.63,0.7,0.61,0.61,0.58,0.61,0.53,0.59,0.67,0.63,0.62,0.67,0.59,0.51,0.5,0.53,0.55,0.48,0.43,0.52,0.59,0.48,0.52,0.49,0.43,0.41,0.45,0.54,0.51,0.42,0.44,0.4,0.48,0.42,0.43,0.36,0.47,0.46,0.41,0.36,0.45,0.42,0.43,0.38,0.4,0.38,0.39,0.39,0.32,0.38,0.46,0.37,0.0,0.35,0.33,0.43,0.38,0.33,0.37,0.34,0.36,0.33,0.32,0.36,0.32,0.32,0.31,0.28,0.31,0.31,0.3,0.31,0.32,0.31,0.29,0.29,0.3,0.3,0.29,0.29,0.3,0.28,0.0,0.25,0.32,0.26,0.31,0.29,0.31,0.27,0.28,0.27,0.29,0.27,0.29,0.23,0.28,0.28,0.29,0.25,0.25,0.25,0.0,0.3,0.25,0.27,0.27,0.24,0.25,0.27,0.25,0.26,0.22,0.25,0.25,0.25,0.24,0.22,0.27,0.24,0.22,0.21,0.24,0.21,0.24,0.23,0.21,0.23,0.23,0.24,0.27,0.23,0.24,0.22,0.21,0.21,0.23,0.22,0.2,0.23,0.22,0.23,0.21,0.23,0.21,0.19,0.19,0.0,0.21,0.21,0.2,0.21,0.2,0.21,0.18,0.19,0.19,0.19,0.2,0.21,0.18,0.19,0.2,0.19,0.0,0.19,0.18,0.0,0.18,0.17,0.2,0.0,0.21,0.2,0.2,0.0,0.19,0.0,0.18,0.0,0.21,0.0,0.0,0.22,0.0,0.18,0.19,0.21,0.18,0.18,0.17,0.18,0.0,0.0,0.17,0.17,0.17,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.78
09/06/2021,1.8,1.53,1.38,1.42,1.28,1.08,1.13,1.12,0.81,0.98,0.83,0.82,0.61,0.78,0.91,0.57,0.78,0.64,0.69,0.62,0.61,0.58,0.61,0.53,0.59,0.68,0.64,0.63,0.67,0.59,0.51,0.5,0.53,0.55,0.46,0.44,0.53,0.6,0.46,0.52,0.49,0.43,0.4,0.45,0.55,0.5,0.43,0.44,0.39,0.48,0.42,0.42,0.37,0.46,0.47,0.41,0.36,0.45,0.42,0.44,0.38,0.4,0.37,0.39,0.39,0.32,0.38,0.46,0.37,0.0,0.35,0.33,0.42,0.38,0.33,0.37,0.34,0.36,0.33,0.33,0.41,0.32,0.32,0.31,0.28,0.31,0.31,0.3,0.31,0.32,0.31,0.29,0.29,0.3,0.3,0.29,0.29,0.29,0.28,0.0,0.25,0.31,0.27,0.31,0.29,0.3,0.27,0.29,0.27,0.3,0.27,0.29,0.24,0.28,0.27,0.3,0.25,0.25,0.25,0.0,0.31,0.26,0.27,0.27,0.23,0.27,0.27,0.26,0.26,0.23,0.25,0.24,0.25,0.24,0.22,0.27,0.24,0.22,0.21,0.24,0.2,0.23,0.23,0.21,0.23,0.23,0.24,0.25,0.23,0.24,0.22,0.21,0.21,0.23,0.22,0.21,0.22,0.22,0.23,0.21,0.23,0.21,0.2,0.19,0.0,0.21,0.21,0.2,0.21,0.2,0.22,0.17,0.19,0.19,0.19,0.21,0.21,0.18,0.19,0.2,0.19,0.17,0.19,0.18,0.0,0.18,0.0,0.21,0.0,0.22,0.2,0.19,0.0,0.19,0.0,0.18,0.0,0.21,0.0,0.0,0.23,0.0,0.18,0.19,0.21,0.18,0.19,0.18,0.19,0.0,0.0,0.17,0.18,0.18,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.82000000000001
09/07/2021,1.83,1.55,1.39,1.44,1.31,1.07,1.13,1.2,0.83,0.99,0.83,0.81,0.6,0.81,0.91,0.59,0.78,0.65,0.69,0.63,0.61,0.59,0.61,0.53,0.57,0.69,0.63,0.63,0.7,0.58,0.51,0.49,0.53,0.56,0.46,0.42,0.53,0.59,0.45,0.52,0.49,0.43,0.4,0.44,0.56,0.51,0.44,0.44,0.4,0.48,0.42,0.42,0.37,0.47,0.47,0.41,0.36,0.45,0.42,0.44,0.37,0.4,0.37,0.39,0.39,0.31,0.39,0.47,0.37,0.0,0.35,0.33,0.43,0.38,0.32,0.36,0.34,0.37,0.33,0.32,0.41,0.32,0.31,0.31,0.28,0.31,0.31,0.29,0.3,0.32,0.31,0.28,0.29,0.31,0.31,0.29,0.29,0.3,0.28,0.0,0.25,0.32,0.27,0.31,0.29,0.3,0.26,0.28,0.27,0.3,0.27,0.28,0.23,0.0,0.27,0.3,0.25,0.25,0.25,0.0,0.32,0.26,0.26,0.27,0.24,0.27,0.27,0.26,0.26,0.22,0.25,0.25,0.24,0.24,0.22,0.27,0.24,0.23,0.21,0.24,0.2,0.23,0.24,0.21,0.23,0.23,0.23,0.25,0.23,0.25,0.22,0.21,0.21,0.23,0.22,0.21,0.22,0.22,0.23,0.21,0.23,0.21,0.2,0.19,0.0,0.22,0.21,0.2,0.21,0.2,0.22,0.17,0.19,0.19,0.18,0.2,0.21,0.18,0.19,0.2,0.19,0.0,0.19,0.18,0.0,0.18,0.0,0.21,0.0,0.22,0.2,0.19,0.17,0.19,0.0,0.18,0.0,0.21,0.0,0.0,0.23,0.0,0.19,0.2,0.22,0.18,0.19,0.18,0.19,0.0,0.0,0.17,0.17,0.18,0.26,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.96000000000001
09/08/2021,1.83,1.55,1.39,1.44,1.31,1.07,1.13,1.2,0.83,0.99,0.83,0.81,0.6,0.81,0.91,0.59,0.78,0.65,0.69,0.63,0.61,0.59,0.61,0.53,0.57,0.69,0.63,0.63,0.7,0.58,0.51,0.49,0.53,0.56,0.46,0.42,0.53,0.59,0.45,0.52,0.49,0.43,0.4,0.44,0.56,0.51,0.44,0.44,0.4,0.48,0.42,0.42,0.37,0.47,0.47,0.41,0.36,0.45,0.42,0.44,0.37,0.4,0.37,0.39,0.39,0.31,0.39,0.47,0.37,0.0,0.35,0.33,0.43,0.38,0.32,0.36,0.34,0.37,0.33,0.32,0.41,0.32,0.31,0.31,0.28,0.31,0.31,0.29,0.3,0.32,0.31,0.28,0.29,0.31,0.31,0.29,0.29,0.3,0.28,0.0,0.25,0.32,0.27,0.31,0.29,0.3,0.26,0.28,0.27,0.3,0.27,0.28,0.23,0.0,0.27,0.3,0.25,0.25,0.25,0.0,0.32,0.26,0.26,0.27,0.24,0.27,0.27,0.26,0.26,0.22,0.25,0.25,0.24,0.24,0.22,0.27,0.24,0.23,0.21,0.24,0.2,0.23,0.24,0.21,0.23,0.23,0.23,0.25,0.23,0.25,0.22,0.21,0.21,0.23,0.22,0.21,0.22,0.22,0.23,0.21,0.23,0.21,0.2,0.19,0.0,0.22,0.21,0.2,0.21,0.2,0.22,0.17,0.19,0.19,0.18,0.2,0.21,0.18,0.19,0.2,0.19,0.0,0.19,0.18,0.0,0.18,0.0,0.21,0.0,0.22,0.2,0.19,0.17,0.19,0.0,0.18,0.0,0.21,0.0,0.0,0.23,0.0,0.19,0.2,0.22,0.18,0.19,0.18,0.19,0.0,0.0,0.17,0.17,0.18,0.26,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.96000000000001
09/09/2021,1.83,1.55,1.39,1.44,1.31,1.07,1.13,1.2,0.83,0.99,0.83,0.81,0.6,0.81,0.91,0.59,0.78,0.65,0.69,0.63,0.61,0.59,0.61,0.53,0.57,0.69,0.63,0.63,0.7,0.58,0.51,0.49,0.53,0.56,0.46,0.42,0.53,0.59,0.45,0.52,0.49,0.43,0.4,0.44,0.56,0.51,0.44,0.44,0.4,0.48,0.42,0.42,0.37,0.47,0.47,0.41,0.36,0.45,0.42,0.44,0.37,0.4,0.37,0.39,0.39,0.31,0.39,0.47,0.37,0.0,0.35,0.33,0.43,0.38,0.32,0.36,0.34,0.37,0.33,0.32,0.41,0.32,0.31,0.31,0.28,0.31,0.31,0.29,0.3,0.32,0.31,0.28,0.29,0.31,0.31,0.29,0.29,0.3,0.28,0.0,0.25,0.32,0.27,0.31,0.29,0.3,0.26,0.28,0.27,0.3,0.27,0.28,0.23,0.0,0.27,0.3,0.25,0.25,0.25,0.0,0.32,0.26,0.26,0.27,0.24,0.27,0.27,0.26,0.26,0.22,0.25,0.25,0.24,0.24,0.22,0.27,0.24,0.23,0.21,0.24,0.2,0.23,0.24,0.21,0.23,0.23,0.23,0.25,0.23,0.25,0.22,0.21,0.21,0.23,0.22,0.21,0.22,0.22,0.23,0.21,0.23,0.21,0.2,0.19,0.0,0.22,0.21,0.2,0.21,0.2,0.22,0.17,0.19,0.19,0.18,0.2,0.21,0.18,0.19,0.2,0.19,0.0,0.19,0.18,0.0,0.18,0.0,0.21,0.0,0.22,0.2,0.19,0.17,0.19,0.0,0.18,0.0,0.21,0.0,0.0,0.23,0.0,0.19,0.2,0.22,0.18,0.19,0.18,0.19,0.0,0.0,0.17,0.17,0.18,0.26,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.96000000000001
09/10/2021,1.83,1.55,1.39,1.44,1.31,1.07,1.13,1.2,0.83,0.99,0.83,0.81,0.6,0.81,0.91,0.59,0.78,0.65,0.69,0.63,0.61,0.59,0.61,0.53,0.57,0.69,0.63,0.63,0.7,0.58,0.51,0.49,0.53,0.56,0.46,0.42,0.53,0.59,0.45,0.52,0.49,0.43,0.4,0.44,0.56,0.51,0.44,0.44,0.4,0.48,0.42,0.42,0.37,0.47,0.47,0.41,0.36,0.45,0.42,0.44,0.37,0.4,0.37,0.39,0.39,0.31,0.39,0.47,0.37,0.0,0.35,0.33,0.43,0.38,0.32,0.36,0.34,0.37,0.33,0.32,0.41,0.32,0.31,0.31,0.28,0.31,0.31,0.29,0.3,0.32,0.31,0.28,0.29,0.31,0.31,0.29,0.29,0.3,0.28,0.0,0.25,0.32,0.27,0.31,0.29,0.3,0.26,0.28,0.27,0.3,0.27,0.28,0.23,0.0,0.27,0.3,0.25,0.25,0.25,0.0,0.32,0.26,0.26,0.27,0.24,0.27,0.27,0.26,0.26,0.22,0.25,0.25,0.24,0.24,0.22,0.27,0.24,0.23,0.21,0.24,0.2,0.23,0.24,0.21,0.23,0.23,0.23,0.25,0.23,0.25,0.22,0.21,0.21,0.23,0.22,0.21,0.22,0.22,0.23,0.21,0.23,0.21,0.2,0.19,0.0,0.22,0.21,0.2,0.21,0.2,0.22,0.17,0.19,0.19,0.18,0.2,0.21,0.18,0.19,0.2,0.19,0.0,0.19,0.18,0.0,0.18,0.0,0.21,0.0,0.22,0.2,0.19,0.17,0.19,0.0,0.18,0.0,0.21,0.0,0.0,0.23,0.0,0.19,0.2,0.22,0.18,0.19,0.18,0.19,0.0,0.0,0.17,0.17,0.18,0.26,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.96000000000001
09/13/2021,1.82,1.57,1.37,1.4,1.31,1.08,1.12,1.18,0.85,1.01,0.83,0.81,0.59,0.84,0.92,0.59,0.78,0.64,0.7,0.63,0.59,0.58,0.61,0.54,0.56,0.71,0.65,0.66,0.72,0.58,0.51,0.5,0.52,0.55,0.45,0.42,0.54,0.59,0.45,0.53,0.5,0.42,0.41,0.44,0.56,0.51,0.44,0.45,0.38,0.47,0.42,0.42,0.37,0.47,0.48,0.4,0.35,0.45,0.42,0.44,0.37,0.41,0.36,0.4,0.41,0.31,0.38,0.47,0.37,0.0,0.35,0.34,0.44,0.37,0.31,0.36,0.34,0.37,0.33,0.33,0.37,0.37,0.31,0.31,0.28,0.31,0.31,0.29,0.3,0.32,0.31,0.26,0.29,0.31,0.31,0.29,0.29,0.29,0.27,0.0,0.25,0.29,0.27,0.32,0.29,0.3,0.26,0.29,0.27,0.31,0.26,0.28,0.25,0.0,0.27,0.3,0.25,0.24,0.25,0.0,0.33,0.25,0.26,0.27,0.24,0.28,0.26,0.26,0.26,0.23,0.25,0.24,0.25,0.25,0.21,0.28,0.24,0.22,0.21,0.24,0.21,0.23,0.23,0.2,0.22,0.23,0.23,0.25,0.23,0.24,0.22,0.22,0.21,0.23,0.22,0.21,0.22,0.21,0.23,0.21,0.22,0.21,0.2,0.19,0.0,0.22,0.21,0.2,0.21,0.2,0.22,0.18,0.18,0.19,0.19,0.21,0.2,0.18,0.19,0.2,0.18,0.0,0.19,0.18,0.0,0.18,0.0,0.21,0.0,0.22,0.2,0.19,0.17,0.19,0.0,0.18,0.0,0.21,0.0,0.0,0.24,0.0,0.19,0.2,0.22,0.18,0.19,0.18,0.18,0.0,0.17,0.0,0.0,0.18,0.26,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.97
09/14/2021,1.78,1.54,1.37,1.42,1.3,1.05,1.12,1.18,0.83,1.0,0.83,0.82,0.6,0.85,0.93,0.6,0.8,0.64,0.71,0.62,0.59,0.58,0.59,0.54,0.58,0.69,0.64,0.66,0.72,0.59,0.54,0.49,0.52,0.56,0.46,0.42,0.54,0.59,0.45,0.54,0.5,0.42,0.41,0.45,0.56,0.5,0.44,0.46,0.38,0.46,0.43,0.44,0.37,0.47,0.48,0.4,0.35,0.45,0.42,0.43,0.37,0.41,0.36,0.39,0.42,0.31,0.37,0.48,0.37,0.0,0.34,0.33,0.43,0.38,0.31,0.36,0.34,0.36,0.33,0.32,0.38,0.37,0.3,0.31,0.28,0.31,0.31,0.29,0.29,0.32,0.31,0.28,0.3,0.3,0.33,0.28,0.3,0.29,0.28,0.0,0.25,0.3,0.27,0.32,0.28,0.3,0.26,0.28,0.27,0.3,0.26,0.28,0.25,0.0,0.27,0.3,0.26,0.24,0.25,0.0,0.33,0.26,0.26,0.27,0.24,0.28,0.26,0.27,0.26,0.22,0.25,0.24,0.24,0.24,0.21,0.28,0.24,0.22,0.21,0.24,0.21,0.23,0.23,0.2,0.22,0.24,0.23,0.25,0.22,0.24,0.22,0.21,0.21,0.23,0.22,0.21,0.22,0.21,0.23,0.21,0.21,0.21,0.2,0.19,0.0,0.22,0.21,0.21,0.21,0.2,0.21,0.18,0.18,0.19,0.18,0.21,0.21,0.18,0.19,0.21,0.18,0.0,0.19,0.18,0.0,0.18,0.0,0.2,0.0,0.22,0.2,0.19,0.17,0.18,0.0,0.18,0.0,0.22,0.0,0.0,0.24,0.0,0.19,0.2,0.22,0.18,0.19,0.17,0.18,0.0,0.17,0.0,0.0,0.19,0.26,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.93
09/15/2021,1.78,1.54,1.37,1.42,1.3,1.05,1.12,1.18,0.83,1.0,0.83,0.82,0.6,0.85,0.93,0.6,0.8,0.64,0.71,0.62,0.59,0.58,0.59,0.54,0.58,0.69,0.64,0.66,0.72,0.59,0.54,0.49,0.52,0.56,0.46,0.42,0.54,0.59,0.45,0.54,0.5,0.42,0.41,0.45,0.56,0.5,0.44,0.46,0.38,0.46,0.43,0.44,0.37,0.47,0.48,0.4,0.35,0.45,0.42,0.43,0.37,0.41,0.36,0.39,0.42,0.31,0.37,0.48,0.37,0.0,0.34,0.33,0.43,0.38,0.31,0.36,0.34,0.36,0.33,0.32,0.38,0.37,0.3,0.31,0.28,0.31,0.31,0.29,0.29,0.32,0.31,0.28,0.3,0.3,0.33,0.28,0.3,0.29,0.28,0.0,0.25,0.3,0.27,0.32,0.28,0.3,0.26,0.28,0.27,0.3,0.26,0.28,0.25,0.0,0.27,0.3,0.26,0.24,0.25,0.0,0.33,0.26,0.26,0.27,0.24,0.28,0.26,0.27,0.26,0.22,0.25,0.24,0.24,0.24,0.21,0.28,0.24,0.22,0.21,0.24,0.21,0.23,0.23,0.2,0.22,0.24,0.23,0.25,0.22,0.24,0.22,0.21,0.21,0.23,0.22,0.21,0.22,0.21,0.23,0.21,0.21,0.21,0.2,0.19,0.0,0.22,0.21,0.21,0.21,0.2,0.21,0.18,0.18,0.19,0.18,0.21,0.21,0.18,0.19,0.21,0.18,0.0,0.19,0.18,0.0,0.18,0.0,0.2,0.0,0.22,0.2,0.19,0.17,0.18,0.0,0.18,0.0,0.22,0.0,0.0,0.24,0.0,0.19,0.2,0.22,0.18,0.19,0.17,0.18,0.0,0.17,0.0,0.0,0.19,0.26,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.93
09/16/2021,1.77,1.56,1.4,1.38,1.32,1.05,1.13,1.18,0.84,0.99,0.84,0.81,0.6,0.86,0.93,0.59,0.8,0.64,0.7,0.62,0.6,0.57,0.59,0.54,0.58,0.7,0.62,0.67,0.74,0.59,0.54,0.49,0.53,0.56,0.46,0.42,0.55,0.6,0.45,0.55,0.49,0.41,0.41,0.45,0.57,0.5,0.43,0.45,0.38,0.47,0.42,0.46,0.37,0.47,0.47,0.4,0.35,0.44,0.42,0.43,0.37,0.42,0.36,0.39,0.42,0.31,0.37,0.47,0.36,0.0,0.34,0.32,0.42,0.38,0.31,0.36,0.34,0.37,0.33,0.31,0.37,0.38,0.3,0.31,0.28,0.31,0.31,0.28,0.28,0.32,0.31,0.27,0.3,0.3,0.32,0.28,0.3,0.29,0.27,0.0,0.25,0.3,0.27,0.32,0.28,0.3,0.26,0.27,0.27,0.3,0.26,0.28,0.25,0.0,0.27,0.29,0.26,0.24,0.25,0.0,0.34,0.25,0.26,0.27,0.25,0.28,0.26,0.28,0.26,0.23,0.25,0.24,0.24,0.25,0.22,0.28,0.23,0.22,0.21,0.23,0.21,0.23,0.23,0.2,0.22,0.24,0.23,0.25,0.23,0.24,0.23,0.21,0.21,0.23,0.22,0.21,0.22,0.22,0.23,0.21,0.21,0.21,0.21,0.19,0.0,0.22,0.21,0.21,0.21,0.2,0.21,0.18,0.19,0.19,0.18,0.21,0.2,0.18,0.19,0.21,0.18,0.0,0.19,0.18,0.0,0.18,0.0,0.2,0.0,0.21,0.2,0.19,0.17,0.18,0.0,0.18,0.0,0.22,0.0,0.0,0.23,0.0,0.19,0.2,0.22,0.18,0.19,0.17,0.19,0.0,0.17,0.0,0.0,0.19,0.27,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.94999999999999
09/17/2021,1.6,1.53,1.42,1.4,1.34,1.05,1.12,1.18,0.84,0.98,0.84,0.81,0.6,0.85,0.95,0.59,0.8,0.64,0.7,0.61,0.63,0.57,0.58,0.54,0.57,0.7,0.61,0.66,0.73,0.59,0.55,0.49,0.53,0.56,0.47,0.43,0.55,0.61,0.46,0.55,0.49,0.41,0.42,0.44,0.57,0.5,0.43,0.46,0.39,0.47,0.42,0.46,0.37,0.46,0.47,0.41,0.35,0.45,0.42,0.43,0.37,0.42,0.37,0.38,0.42,0.3,0.37,0.48,0.37,0.0,0.34,0.33,0.42,0.38,0.31,0.36,0.34,0.37,0.33,0.32,0.35,0.38,0.31,0.31,0.28,0.32,0.3,0.29,0.28,0.32,0.31,0.27,0.3,0.3,0.32,0.28,0.3,0.29,0.28,0.0,0.24,0.3,0.27,0.32,0.29,0.3,0.26,0.27,0.27,0.31,0.26,0.27,0.25,0.0,0.27,0.29,0.25,0.25,0.25,0.0,0.34,0.26,0.26,0.27,0.25,0.28,0.25,0.27,0.26,0.23,0.25,0.24,0.24,0.25,0.23,0.28,0.24,0.23,0.21,0.24,0.21,0.24,0.23,0.2,0.22,0.24,0.24,0.26,0.22,0.24,0.22,0.21,0.21,0.23,0.22,0.21,0.22,0.21,0.23,0.21,0.22,0.21,0.21,0.19,0.0,0.22,0.21,0.21,0.21,0.2,0.22,0.18,0.19,0.19,0.18,0.21,0.2,0.18,0.19,0.22,0.19,0.0,0.19,0.18,0.0,0.18,0.0,0.2,0.0,0.21,0.2,0.19,0.17,0.18,0.0,0.18,0.0,0.22,0.0,0.0,0.23,0.0,0.19,0.19,0.22,0.18,0.19,0.18,0.18,0.0,0.17,0.0,0.0,0.19,0.27,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.94999999999999
09/20/2021,1.55,1.54,1.42,1.4,1.36,1.03,1.13,1.21,0.79,0.97,0.83,0.81,0.62,0.84,0.95,0.6,0.78,0.63,0.71,0.62,0.65,0.56,0.52,0.54,0.57,0.7,0.61,0.66,0.73,0.61,0.55,0.48,0.52,0.57,0.49,0.44,0.55,0.61,0.46,0.55,0.49,0.41,0.42,0.45,0.57,0.52,0.43,0.46,0.4,0.47,0.43,0.46,0.37,0.45,0.46,0.41,0.35,0.45,0.43,0.42,0.37,0.42,0.37,0.37,0.43,0.3,0.37,0.48,0.37,0.0,0.34,0.32,0.42,0.39,0.32,0.37,0.34,0.37,0.33,0.32,0.34,0.38,0.32,0.31,0.29,0.32,0.3,0.29,0.28,0.33,0.31,0.27,0.3,0.3,0.33,0.28,0.3,0.3,0.27,0.0,0.24,0.3,0.27,0.32,0.28,0.3,0.26,0.26,0.27,0.31,0.25,0.28,0.25,0.0,0.26,0.29,0.25,0.24,0.25,0.0,0.34,0.26,0.26,0.27,0.24,0.29,0.25,0.27,0.25,0.22,0.25,0.24,0.24,0.25,0.24,0.28,0.24,0.23,0.21,0.24,0.21,0.23,0.22,0.21,0.22,0.25,0.25,0.26,0.22,0.24,0.22,0.21,0.21,0.23,0.22,0.22,0.22,0.21,0.24,0.21,0.21,0.21,0.21,0.19,0.0,0.23,0.21,0.21,0.21,0.2,0.22,0.17,0.19,0.19,0.18,0.21,0.2,0.18,0.19,0.21,0.19,0.0,0.18,0.19,0.0,0.18,0.0,0.21,0.0,0.21,0.2,0.19,0.0,0.19,0.0,0.18,0.0,0.22,0.0,0.0,0.23,0.0,0.19,0.19,0.22,0.18,0.19,0.18,0.18,0.0,0.17,0.0,0.0,0.19,0.28,0.18,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.96
