,VANGUARD FTSE EUROPE ETF SWAP,VANGUARD FTSE EUROPE ETF SWAP,VGK,VANGUARD FTSE EUROPE ETF SWAP,VANGUARD FTSE EUROPE ETF SWAP,VANGUARD FTSE EUROPE ETF SWAP,GOLDMAN FINL SQ TRSRY INST 506,DREYFUS GOVT CASH MGMT,GOLDMAN FINL SQ TRSRY INST 506,DREYFUS GOVT CASH MGMT,BANK OF NEW YORK CASH RESERVE,GOLDMAN FINL SQ TRSRY INS,GOLDMAN FINL SQ TRSRY INST 506,GOLDMAN FINL SQ TRSRY INS,SUM
07/09/2021,18.57,16.66,16.49,16.36,12.84,6.18,3.34,2.92,2.75,2.58,1.09,0.21,0.03,0.0,100.02
