,NESN.SW,ASML.AS,ROG.SW,7203.T,NOVN.SW,MC.PA,SHOP,AZN.L,ULVR.L,SAP.DE,1299.HK,RY.TO,NOVOB.CO,6861.T,CBA.AX,SIE.DE,6758.T,TD.TO,HSBA.L,TTE.PA,SAN.PA,DGE.L,OR.PA,ALV.DE,BHP.AX,CSL.AX,9984.T,GSK.L,BP.L,RIO.L,SU.PA,BATS.L,6098.T,RDSA,AI.PA,ENB.TO,BNS.TO,AIR.PA,DAI.DE,388.HK,BNP.PA,RDSB,CNR.TO,BAS.DE,BAM.A.TO,ENEL.MI,4063.T,IBE.MC,8306.T,WBC.AX,SAN.MC,DTE.DE,ADYEN.AS,ABBN.SW,BMO.TO,DPW.DE,ADS.DE,KER.PA,6954.T,CFR,RKT.L,ABI.BR,BHP.L,NAB.AX,ZURN.SW,ANZ.AX,6594.T,UBSG.SW,BAYN.DE,7267.T,AAL.L,6367.T,REL.L,LONN.SW,EL.PA,6501.T,DG.PA,CS.PA,CP.TO,8035.T,7741.T,INGA.AS,PRU.L,IFX.DE,7974.T,CM.TO,8316.T,6702.T,DSV.CO,NG.L,4502.T,WES.AX,ISP.MI,RMS.PA,SAF.PA,GLEN.L,TRP.TO,9433.T,VOW3.DE,SIKA.SW,LLOY.L,VOD.L,PHIA.AS,BN.PA,9983.T,RI.PA,6981.T,VOLV B.ST,INVE B.ST,BBVA.MC,CNQ.TO,4661.T,STLA.MI,GIVN.SW,ATCO A.ST,MUV2.DE,8001.T,MQG.AX,CRH,D05.SI,MFC.TO,BARC.L,ITX.MC,8058.T,SGO.PA,3382.T,NDA SE.ST,4523.T,PRX.AS,CPG.L,4568.T,RIO.AX,8031.T,CLNX.MC,None,LSEG.L,NTR.TO,6273.T,6902.T,BMW.DE,EXPN.L,VWS.CO,O39.SI,8411.T,SU.TO,6503.T,ERIC B.ST,4503.T,9432.T,DSY.PA,VNA.DE,AHT.L,669.HK,None.1,DSM.AS,AMS.MC,WOW.AX,ALC.SW,ENI.MI,FERG.L,4543.T,WCN.TO,ASSA B.ST,KNEBV.HE,2413.T,CAP.PA,HEXA B.ST,FMG.AX,HOLN.SW,4901.T,SLF.TO,AD.AS,DB1.DE,4911.T,SAND.ST,8766.T,FNV.TO,GMAB.CO,WKL.AS,KBC.BR,NESTE.HE,9020.T,VIV.PA,EVO.ST,6752.T,LR.PA,TCL.AX,ATD.B.TO,NOKIA.HE,HEIA.AS,FLTR,U11.SI,CSU.TO,ML.PA,ABX.TO,PGHN.SW,GEBN.SW,6326.T,EOAN.DE,AKZA.AS,DSY,9022.T,7733.T,ORSTED.CO,SREN.SW,7751.T,16.HK,DHER.DE,TEF.MC,MRK.DE,STM.PA,UCG.MI,BA.L,RACE.MI,GMG.AX,WPM.TO,5108.T,6645.T,8591.T,FRE.DE,ENGI.PA,BAM/A,CFR.SW,SAMPO.HE,8267.T,SHOP.NE,TEP.PA,6971.T,CRH.IR,1925.T,NOVO B.CO,9434.T,CSGN.SW,FLTR.IR,7309.T,RDSA.L,RDSB.L,G.MI,EQNR.OL,NA.TO,DBK.DE,GLE.PA,LISP,7832.T,LISP.SW,RWE.DE,SUM
09/28/2021,1.86,2.01,1.42,1.28,1.09,1.08,0.0,1.01,0.79,0.86,0.72,0.79,0.93,0.67,0.72,0.78,0.84,0.66,0.59,0.61,0.61,0.62,0.59,0.49,0.42,0.56,0.39,0.5,0.5,0.4,0.53,0.46,0.62,0.48,0.44,0.45,0.42,0.46,0.38,0.41,0.41,0.43,0.41,0.36,0.0,0.36,0.42,0.35,0.43,0.36,0.35,0.37,0.5,0.36,0.37,0.37,0.34,0.3,0.24,0.0,0.33,0.25,0.31,0.36,0.36,0.29,0.36,0.34,0.29,0.28,0.27,0.39,0.34,0.34,0.33,0.32,0.29,0.32,0.22,0.44,0.35,0.3,0.28,0.32,0.29,0.29,0.29,0.17,0.3,0.28,0.28,0.27,0.28,0.3,0.25,0.28,0.26,0.3,0.24,0.27,0.25,0.24,0.23,0.26,0.21,0.25,0.3,0.21,0.23,0.25,0.25,0.21,0.23,0.22,0.24,0.23,0.24,0.26,0.22,0.23,0.21,0.23,0.22,0.25,0.22,0.22,0.23,0.0,0.38,0.2,0.27,0.0,0.19,0.2,0.24,0.18,0.21,0.21,0.2,0.17,0.23,0.22,0.2,0.2,0.19,0.18,0.17,0.18,0.21,0.23,0.2,0.21,0.21,0.0,0.22,0.18,0.2,0.24,0.19,0.19,0.22,0.2,0.17,0.16,0.18,0.2,0.18,0.0,0.0,0.21,0.16,0.2,0.17,0.17,0.15,0.19,0.0,0.16,0.17,0.17,0.15,0.0,0.0,0.15,0.17,0.17,0.16,0.17,0.18,0.0,0.18,0.16,0.18,0.16,0.16,0.19,0.17,0.16,0.16,0.0,0.0,0.18,0.16,0.0,0.15,0.0,0.0,0.0,0.15,0.17,0.16,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.44,0.29,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.82000000000001
09/29/2021,1.86,2.01,1.42,1.28,1.09,1.08,0.0,1.01,0.79,0.86,0.72,0.79,0.93,0.67,0.72,0.78,0.84,0.66,0.59,0.61,0.61,0.62,0.59,0.49,0.42,0.56,0.39,0.5,0.5,0.4,0.53,0.46,0.62,0.48,0.44,0.45,0.42,0.46,0.38,0.41,0.41,0.43,0.41,0.36,0.0,0.36,0.42,0.35,0.43,0.36,0.35,0.37,0.5,0.36,0.37,0.37,0.34,0.3,0.24,0.0,0.33,0.25,0.31,0.36,0.36,0.29,0.36,0.34,0.29,0.28,0.27,0.39,0.34,0.34,0.33,0.32,0.29,0.32,0.22,0.44,0.35,0.3,0.28,0.32,0.29,0.29,0.29,0.17,0.3,0.28,0.28,0.27,0.28,0.3,0.25,0.28,0.26,0.3,0.24,0.27,0.25,0.24,0.23,0.26,0.21,0.25,0.3,0.21,0.23,0.25,0.25,0.21,0.23,0.22,0.24,0.23,0.24,0.26,0.22,0.23,0.21,0.23,0.22,0.25,0.22,0.22,0.23,0.0,0.38,0.2,0.27,0.0,0.19,0.2,0.24,0.18,0.21,0.21,0.2,0.17,0.23,0.22,0.2,0.2,0.19,0.18,0.17,0.18,0.21,0.23,0.2,0.21,0.21,0.0,0.22,0.18,0.2,0.24,0.19,0.19,0.22,0.2,0.17,0.16,0.18,0.2,0.18,0.0,0.0,0.21,0.16,0.2,0.17,0.17,0.15,0.19,0.0,0.16,0.17,0.17,0.15,0.0,0.0,0.15,0.17,0.17,0.16,0.17,0.18,0.0,0.18,0.16,0.18,0.16,0.16,0.19,0.17,0.16,0.16,0.0,0.0,0.18,0.16,0.0,0.15,0.0,0.0,0.0,0.15,0.17,0.16,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.44,0.29,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.82000000000001
09/30/2021,1.82,1.95,1.41,1.31,1.09,1.07,0.0,0.98,0.79,0.86,0.72,0.8,0.0,0.65,0.75,0.77,0.84,0.67,0.61,0.63,0.61,0.62,0.58,0.5,0.43,0.55,0.39,0.5,0.51,0.39,0.52,0.46,0.61,0.51,0.43,0.45,0.43,0.47,0.38,0.41,0.43,0.45,0.41,0.36,0.0,0.35,0.41,0.35,0.44,0.37,0.36,0.38,0.5,0.36,0.37,0.36,0.33,0.3,0.24,0.0,0.32,0.25,0.31,0.36,0.36,0.3,0.35,0.34,0.3,0.28,0.27,0.37,0.33,0.33,0.33,0.33,0.31,0.32,0.22,0.44,0.35,0.32,0.29,0.32,0.29,0.29,0.29,0.17,0.29,0.28,0.28,0.27,0.29,0.28,0.26,0.29,0.27,0.3,0.24,0.26,0.25,0.24,0.23,0.26,0.21,0.25,0.3,0.21,0.23,0.25,0.25,0.22,0.24,0.21,0.23,0.23,0.24,0.26,0.0,0.23,0.22,0.23,0.23,0.25,0.22,0.22,0.24,0.0,0.38,0.21,0.27,0.0,0.2,0.19,0.24,0.18,0.22,0.2,0.2,0.18,0.22,0.22,0.2,0.21,0.19,0.18,0.17,0.18,0.21,0.22,0.2,0.2,0.21,0.0,0.21,0.18,0.2,0.24,0.19,0.19,0.22,0.19,0.17,0.0,0.18,0.2,0.18,0.0,0.0,0.21,0.16,0.2,0.16,0.17,0.15,0.19,0.0,0.16,0.17,0.18,0.15,0.0,0.0,0.0,0.17,0.16,0.16,0.17,0.19,0.0,0.0,0.16,0.18,0.16,0.16,0.19,0.16,0.16,0.16,0.0,0.0,0.19,0.16,0.0,0.15,0.0,0.0,0.0,0.16,0.16,0.16,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.44,0.29,0.0,0.0,0.9,0.0,0.0,0.22,0.0,0.92,0.2,0.15,0.18,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.84
10/01/2021,1.82,1.83,1.41,1.33,1.09,1.06,0.0,0.97,0.8,0.85,0.73,0.8,0.89,0.64,0.75,0.76,0.85,0.68,0.61,0.65,0.62,0.63,0.58,0.5,0.42,0.54,0.41,0.5,0.52,0.39,0.52,0.47,0.62,0.52,0.43,0.45,0.43,0.46,0.39,0.42,0.42,0.46,0.41,0.37,0.0,0.35,0.41,0.35,0.45,0.37,0.36,0.38,0.48,0.35,0.37,0.36,0.32,0.3,0.24,0.0,0.33,0.26,0.3,0.36,0.36,0.3,0.35,0.35,0.3,0.29,0.27,0.38,0.33,0.32,0.32,0.34,0.3,0.32,0.22,0.44,0.35,0.32,0.29,0.31,0.29,0.29,0.3,0.17,0.28,0.27,0.29,0.27,0.28,0.28,0.25,0.29,0.26,0.3,0.25,0.26,0.25,0.24,0.24,0.26,0.21,0.25,0.3,0.21,0.23,0.25,0.26,0.22,0.23,0.21,0.23,0.23,0.24,0.26,0.0,0.24,0.22,0.23,0.22,0.26,0.22,0.22,0.24,0.0,0.38,0.21,0.27,0.0,0.2,0.18,0.39,0.17,0.22,0.2,0.2,0.18,0.22,0.22,0.2,0.21,0.2,0.18,0.17,0.18,0.21,0.21,0.2,0.2,0.21,0.0,0.21,0.18,0.2,0.24,0.2,0.19,0.22,0.19,0.17,0.0,0.18,0.19,0.18,0.0,0.0,0.21,0.17,0.2,0.16,0.17,0.15,0.19,0.0,0.16,0.17,0.18,0.0,0.0,0.0,0.0,0.18,0.17,0.16,0.17,0.18,0.0,0.0,0.16,0.18,0.16,0.16,0.18,0.16,0.16,0.16,0.0,0.0,0.19,0.16,0.0,0.15,0.15,0.0,0.0,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.43,0.28,0.0,0.0,0.86,0.0,0.0,0.22,0.15,0.0,0.2,0.15,0.18,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.87
10/04/2021,1.89,1.79,1.46,1.3,1.11,1.07,0.0,1.04,0.81,0.85,0.77,0.81,0.92,0.65,0.76,0.76,0.82,0.68,0.63,0.65,0.63,0.65,0.57,0.51,0.43,0.54,0.39,0.52,0.54,0.41,0.52,0.46,0.6,0.53,0.43,0.46,0.44,0.47,0.4,0.43,0.43,0.47,0.42,0.38,0.0,0.34,0.39,0.34,0.44,0.38,0.36,0.38,0.47,0.36,0.37,0.36,0.33,0.3,0.24,0.0,0.33,0.25,0.31,0.37,0.37,0.31,0.34,0.35,0.3,0.29,0.28,0.37,0.34,0.33,0.33,0.33,0.3,0.33,0.22,0.41,0.34,0.33,0.3,0.31,0.3,0.29,0.29,0.17,0.29,0.27,0.29,0.27,0.29,0.28,0.25,0.3,0.26,0.3,0.25,0.26,0.26,0.24,0.23,0.26,0.23,0.26,0.3,0.22,0.23,0.25,0.26,0.23,0.24,0.22,0.23,0.23,0.24,0.27,0.22,0.24,0.22,0.24,0.23,0.26,0.22,0.22,0.24,0.0,0.38,0.21,0.27,0.0,0.2,0.19,0.0,0.18,0.22,0.19,0.19,0.18,0.22,0.22,0.2,0.2,0.2,0.18,0.17,0.18,0.21,0.21,0.19,0.2,0.21,0.0,0.21,0.18,0.21,0.24,0.2,0.19,0.22,0.19,0.17,0.0,0.18,0.19,0.18,0.0,0.0,0.21,0.17,0.2,0.17,0.17,0.15,0.19,0.0,0.17,0.17,0.19,0.0,0.0,0.0,0.0,0.17,0.17,0.16,0.18,0.19,0.0,0.17,0.17,0.18,0.16,0.16,0.18,0.17,0.16,0.16,0.0,0.0,0.2,0.17,0.0,0.0,0.15,0.0,0.0,0.15,0.16,0.16,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.44,0.29,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.19,0.15,0.0,0.0,0.0,0.0,0.0,0.16,0.15,0.15,0.0,0.0,0.0,0.0,0.0,69.22999999999999
10/05/2021,1.89,1.77,1.49,1.29,1.11,1.09,0.0,1.02,0.81,0.85,0.77,0.81,0.92,0.63,0.74,0.74,0.81,0.7,0.63,0.65,0.63,0.64,0.58,0.51,0.43,0.54,0.39,0.51,0.54,0.4,0.52,0.45,0.61,0.0,0.44,0.46,0.44,0.48,0.4,0.43,0.43,0.47,0.43,0.37,0.0,0.35,0.39,0.34,0.43,0.38,0.37,0.38,0.47,0.35,0.38,0.36,0.33,0.31,0.23,0.0,0.33,0.25,0.31,0.37,0.37,0.3,0.34,0.35,0.3,0.28,0.28,0.36,0.35,0.33,0.33,0.32,0.31,0.33,0.23,0.41,0.33,0.33,0.3,0.31,0.28,0.29,0.28,0.17,0.28,0.28,0.28,0.27,0.29,0.28,0.25,0.3,0.27,0.29,0.25,0.26,0.25,0.24,0.23,0.26,0.22,0.26,0.29,0.21,0.23,0.25,0.27,0.23,0.23,0.22,0.23,0.23,0.23,0.26,0.0,0.24,0.22,0.24,0.23,0.25,0.21,0.21,0.24,0.0,0.38,0.22,0.27,0.0,0.2,0.19,0.0,0.18,0.23,0.19,0.19,0.18,0.22,0.22,0.2,0.2,0.2,0.18,0.17,0.18,0.21,0.21,0.2,0.2,0.22,0.0,0.21,0.19,0.21,0.24,0.2,0.19,0.22,0.2,0.17,0.0,0.18,0.19,0.18,0.0,0.0,0.21,0.17,0.2,0.17,0.17,0.15,0.19,0.0,0.17,0.17,0.19,0.15,0.0,0.0,0.0,0.17,0.16,0.16,0.18,0.19,0.15,0.0,0.17,0.18,0.16,0.16,0.18,0.17,0.16,0.16,0.0,0.0,0.2,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.16,0.16,0.17,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.45,0.3,0.0,0.0,0.87,0.0,0.0,0.22,0.0,0.0,0.2,0.15,0.18,0.0,0.54,0.0,0.0,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,69.14
10/06/2021,1.89,1.77,1.49,1.29,1.11,1.09,0.0,1.02,0.81,0.85,0.77,0.81,0.92,0.63,0.74,0.74,0.81,0.7,0.63,0.65,0.63,0.64,0.58,0.51,0.43,0.54,0.39,0.51,0.54,0.4,0.52,0.45,0.61,0.0,0.44,0.46,0.44,0.48,0.4,0.43,0.43,0.47,0.43,0.37,0.0,0.35,0.39,0.34,0.43,0.38,0.37,0.38,0.47,0.35,0.38,0.36,0.33,0.31,0.23,0.0,0.33,0.25,0.31,0.37,0.37,0.3,0.34,0.35,0.3,0.28,0.28,0.36,0.35,0.33,0.33,0.32,0.31,0.33,0.23,0.41,0.33,0.33,0.3,0.31,0.28,0.29,0.28,0.17,0.28,0.28,0.28,0.27,0.29,0.28,0.25,0.3,0.27,0.29,0.25,0.26,0.25,0.24,0.23,0.26,0.22,0.26,0.29,0.21,0.23,0.25,0.27,0.23,0.23,0.22,0.23,0.23,0.23,0.26,0.0,0.24,0.22,0.24,0.23,0.25,0.21,0.21,0.24,0.0,0.38,0.22,0.27,0.0,0.2,0.19,0.0,0.18,0.23,0.19,0.19,0.18,0.22,0.22,0.2,0.2,0.2,0.18,0.17,0.18,0.21,0.21,0.2,0.2,0.22,0.0,0.21,0.19,0.21,0.24,0.2,0.19,0.22,0.2,0.17,0.0,0.18,0.19,0.18,0.0,0.0,0.21,0.17,0.2,0.17,0.17,0.15,0.19,0.0,0.17,0.17,0.19,0.15,0.0,0.0,0.0,0.17,0.16,0.16,0.18,0.19,0.15,0.0,0.17,0.18,0.16,0.16,0.18,0.17,0.16,0.16,0.0,0.0,0.2,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.16,0.16,0.17,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.45,0.3,0.0,0.0,0.87,0.0,0.0,0.22,0.0,0.0,0.2,0.15,0.18,0.0,0.54,0.0,0.0,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,69.14
10/07/2021,1.91,1.72,1.52,1.27,1.12,1.08,0.0,1.04,0.81,0.84,0.76,0.82,0.93,0.62,0.78,0.73,0.8,0.71,0.63,0.67,0.64,0.65,0.58,0.51,0.43,0.54,0.39,0.52,0.55,0.41,0.51,0.46,0.61,0.55,0.44,0.47,0.44,0.47,0.4,0.43,0.42,0.48,0.43,0.37,0.0,0.35,0.38,0.34,0.42,0.39,0.37,0.38,0.46,0.35,0.38,0.36,0.33,0.3,0.23,0.0,0.33,0.25,0.31,0.38,0.37,0.31,0.33,0.35,0.3,0.29,0.28,0.36,0.34,0.33,0.33,0.32,0.31,0.33,0.23,0.4,0.32,0.32,0.3,0.3,0.28,0.3,0.28,0.17,0.28,0.28,0.28,0.27,0.29,0.28,0.25,0.31,0.27,0.3,0.25,0.26,0.25,0.24,0.23,0.26,0.22,0.26,0.28,0.22,0.23,0.25,0.28,0.24,0.23,0.22,0.23,0.24,0.23,0.27,0.22,0.24,0.22,0.24,0.23,0.25,0.21,0.22,0.23,0.0,0.37,0.21,0.27,0.0,0.2,0.19,0.39,0.18,0.23,0.19,0.19,0.18,0.22,0.2,0.21,0.2,0.21,0.18,0.17,0.18,0.21,0.21,0.2,0.2,0.22,0.0,0.21,0.19,0.21,0.23,0.21,0.19,0.22,0.19,0.17,0.0,0.17,0.19,0.17,0.0,0.0,0.2,0.18,0.21,0.17,0.17,0.15,0.19,0.0,0.16,0.17,0.19,0.0,0.0,0.0,0.0,0.16,0.16,0.17,0.18,0.19,0.15,0.18,0.17,0.18,0.16,0.17,0.18,0.17,0.16,0.16,0.0,0.0,0.2,0.16,0.0,0.15,0.0,0.0,0.0,0.16,0.16,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.15,0.44,0.3,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.41
10/08/2021,1.9,1.78,1.5,1.24,1.11,1.1,0.0,1.04,0.8,0.84,0.77,0.82,0.94,0.61,0.78,0.74,0.79,0.71,0.64,0.69,0.64,0.65,0.58,0.52,0.43,0.54,0.37,0.52,0.56,0.41,0.52,0.45,0.6,0.56,0.44,0.47,0.44,0.47,0.4,0.42,0.44,0.49,0.43,0.37,0.0,0.35,0.37,0.35,0.42,0.39,0.38,0.39,0.47,0.35,0.38,0.36,0.32,0.3,0.22,0.0,0.32,0.25,0.31,0.38,0.37,0.31,0.32,0.36,0.3,0.28,0.28,0.35,0.35,0.33,0.33,0.32,0.31,0.34,0.23,0.38,0.31,0.32,0.31,0.31,0.27,0.3,0.28,0.16,0.28,0.28,0.28,0.27,0.3,0.28,0.25,0.32,0.27,0.29,0.25,0.26,0.26,0.24,0.23,0.26,0.2,0.26,0.27,0.22,0.23,0.27,0.28,0.23,0.24,0.22,0.24,0.24,0.23,0.27,0.0,0.24,0.22,0.25,0.23,0.26,0.21,0.21,0.23,0.0,0.38,0.22,0.26,0.0,0.2,0.19,0.72,0.18,0.23,0.18,0.19,0.18,0.22,0.2,0.2,0.2,0.21,0.17,0.18,0.18,0.21,0.21,0.2,0.21,0.22,0.0,0.21,0.19,0.21,0.23,0.21,0.19,0.21,0.19,0.17,0.0,0.16,0.19,0.18,0.0,0.0,0.19,0.18,0.21,0.17,0.17,0.15,0.19,0.0,0.17,0.17,0.19,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.18,0.19,0.15,0.0,0.17,0.18,0.17,0.16,0.18,0.17,0.0,0.16,0.0,0.0,0.2,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.17,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.15,0.44,0.3,0.0,0.0,0.85,0.0,0.0,0.21,0.0,0.0,0.19,0.15,0.18,0.0,0.0,0.0,0.0,0.17,0.0,0.15,0.15,0.0,0.0,0.0,0.0,69.77
10/11/2021,1.9,1.81,1.54,1.22,1.12,1.1,0.0,1.04,0.79,0.86,0.77,0.83,0.94,0.6,0.77,0.74,0.78,0.71,0.68,0.67,0.64,0.65,0.58,0.52,0.43,0.54,0.36,0.52,0.55,0.42,0.52,0.45,0.59,0.54,0.44,0.47,0.44,0.46,0.41,0.43,0.44,0.48,0.43,0.36,0.0,0.36,0.38,0.37,0.43,0.39,0.39,0.37,0.48,0.36,0.39,0.35,0.33,0.31,0.22,0.0,0.32,0.25,0.32,0.38,0.37,0.31,0.32,0.36,0.3,0.28,0.29,0.36,0.35,0.33,0.33,0.31,0.31,0.34,0.23,0.38,0.32,0.33,0.32,0.32,0.28,0.3,0.29,0.16,0.28,0.28,0.25,0.27,0.3,0.29,0.26,0.31,0.27,0.29,0.25,0.27,0.26,0.24,0.23,0.26,0.2,0.27,0.26,0.22,0.23,0.27,0.28,0.22,0.24,0.22,0.23,0.24,0.23,0.27,0.0,0.24,0.22,0.25,0.23,0.26,0.22,0.21,0.23,0.0,0.4,0.21,0.26,0.0,0.2,0.19,0.53,0.18,0.23,0.17,0.19,0.18,0.23,0.2,0.21,0.2,0.21,0.18,0.18,0.19,0.21,0.21,0.2,0.21,0.21,0.0,0.22,0.18,0.21,0.23,0.2,0.19,0.2,0.2,0.17,0.0,0.16,0.19,0.17,0.0,0.0,0.19,0.18,0.21,0.17,0.17,0.0,0.19,0.15,0.17,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.18,0.2,0.15,0.0,0.17,0.19,0.16,0.17,0.18,0.17,0.15,0.16,0.0,0.0,0.19,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.17,0.0,0.15,0.15,0.0,0.15,0.0,0.15,0.0,0.15,0.45,0.3,0.15,0.0,0.9,0.0,0.0,0.22,0.0,0.0,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,69.78
10/12/2021,1.89,1.76,1.55,1.24,1.12,1.08,0.0,1.04,0.79,0.85,0.77,0.83,0.94,0.62,0.74,0.74,0.78,0.72,0.68,0.68,0.64,0.65,0.57,0.52,0.44,0.54,0.37,0.52,0.56,0.41,0.51,0.45,0.6,0.56,0.43,0.48,0.45,0.46,0.42,0.42,0.44,0.49,0.42,0.36,0.0,0.36,0.38,0.37,0.43,0.39,0.39,0.37,0.46,0.35,0.39,0.35,0.32,0.3,0.22,0.0,0.32,0.24,0.32,0.39,0.37,0.31,0.32,0.37,0.31,0.28,0.29,0.36,0.34,0.33,0.32,0.31,0.3,0.33,0.24,0.39,0.32,0.33,0.31,0.31,0.28,0.3,0.28,0.16,0.28,0.28,0.25,0.27,0.3,0.28,0.26,0.31,0.27,0.29,0.25,0.27,0.26,0.24,0.23,0.25,0.2,0.27,0.26,0.22,0.23,0.26,0.29,0.22,0.24,0.22,0.23,0.24,0.24,0.27,0.0,0.24,0.23,0.25,0.22,0.26,0.22,0.2,0.23,0.0,0.4,0.21,0.26,0.0,0.2,0.19,0.42,0.18,0.24,0.17,0.19,0.18,0.22,0.19,0.21,0.2,0.22,0.18,0.18,0.19,0.21,0.2,0.19,0.2,0.21,0.0,0.21,0.19,0.22,0.23,0.21,0.19,0.21,0.2,0.17,0.0,0.16,0.19,0.17,0.0,0.0,0.19,0.18,0.21,0.17,0.17,0.0,0.19,0.15,0.17,0.17,0.19,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.18,0.2,0.15,0.0,0.17,0.19,0.16,0.17,0.18,0.17,0.0,0.16,0.0,0.0,0.19,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.16,0.15,0.17,0.15,0.15,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.46,0.3,0.0,0.0,0.88,0.0,0.0,0.22,0.0,0.0,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.57
10/13/2021,1.89,1.76,1.55,1.24,1.12,1.08,0.0,1.04,0.79,0.85,0.77,0.83,0.94,0.62,0.74,0.74,0.78,0.72,0.68,0.68,0.64,0.65,0.57,0.52,0.44,0.54,0.37,0.52,0.56,0.41,0.51,0.45,0.6,0.56,0.43,0.48,0.45,0.46,0.42,0.42,0.44,0.49,0.42,0.36,0.0,0.36,0.38,0.37,0.43,0.39,0.39,0.37,0.46,0.35,0.39,0.35,0.32,0.3,0.22,0.0,0.32,0.24,0.32,0.39,0.37,0.31,0.32,0.37,0.31,0.28,0.29,0.36,0.34,0.33,0.32,0.31,0.3,0.33,0.24,0.39,0.32,0.33,0.31,0.31,0.28,0.3,0.28,0.16,0.28,0.28,0.25,0.27,0.3,0.28,0.26,0.31,0.27,0.29,0.25,0.27,0.26,0.24,0.23,0.25,0.2,0.27,0.26,0.22,0.23,0.26,0.29,0.22,0.24,0.22,0.23,0.24,0.24,0.27,0.0,0.24,0.23,0.25,0.22,0.26,0.22,0.2,0.23,0.0,0.4,0.21,0.26,0.0,0.2,0.19,0.42,0.18,0.24,0.17,0.19,0.18,0.22,0.19,0.21,0.2,0.22,0.18,0.18,0.19,0.21,0.2,0.19,0.2,0.21,0.0,0.21,0.19,0.22,0.23,0.21,0.19,0.21,0.2,0.17,0.0,0.16,0.19,0.17,0.0,0.0,0.19,0.18,0.21,0.17,0.17,0.0,0.19,0.15,0.17,0.17,0.19,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.18,0.2,0.15,0.0,0.17,0.19,0.16,0.17,0.18,0.17,0.0,0.16,0.0,0.0,0.19,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.16,0.15,0.17,0.15,0.15,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.46,0.3,0.0,0.0,0.88,0.0,0.0,0.22,0.0,0.0,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.57
