,Bank Of New York Cash Reserve,DAPXX,FTIXX,Goldman Finl Sq Trsry Ins,Goldman Finl Sq Trsry Ins,Ishares 20+ Year Treasury Swap,Ishares 20+ Year Treasury Bond Etf Swap,Cash,SUM
07/09/2021,43.6,36.46,29.58,0.59,0.31,-0.91,-2.5,-7.12,100.01
