,ANGL,JNK,XLK,USHY,HYG,MGK,QQQ,RDIV,First American Government Obligs X,XRT,IVV,DON,MDYV,SPDR® S&P 400 Mid Cap Value ETF,FGXXX,JPHY,SPGP,RDVY,n/a,IYW,SHYG,SCHG,HYLB,KBWD,FNX,IAI,IWY,HYMB,HYD,TFI,PZA,IAT,SPYG,CORP,QLTA,USIG,LQD,KBWB,SUM
11/03/2021,19.62,19.47,0.0,0.0,14.61,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,15.89,0.0,0.0,14.6,5.01,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/04/2021,19.57,19.43,0.0,0.0,14.57,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,16.01,0.0,0.0,14.58,4.99,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/05/2021,19.52,19.38,0.0,0.0,14.53,5.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,16.0,0.0,0.0,14.54,5.06,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/08/2021,19.9,14.91,0.0,14.91,19.88,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/09/2021,19.94,14.94,0.0,14.94,19.92,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.62,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/10/2021,19.94,14.94,0.0,14.94,19.92,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.62,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/11/2021,20.05,14.99,0.0,14.98,19.97,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/12/2021,19.99,14.95,0.0,14.95,19.93,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
11/15/2021,20.07,14.97,0.0,14.97,19.94,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.56,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/16/2021,20.07,14.97,0.0,14.97,19.94,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.56,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/17/2021,20.07,14.97,0.0,14.97,19.94,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.56,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/18/2021,19.99,14.94,0.0,14.94,19.9,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.62,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/19/2021,19.95,14.94,0.0,14.94,19.9,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.65,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/22/2021,19.93,14.92,0.0,14.92,19.88,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.65,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/23/2021,19.93,14.92,0.0,14.92,19.88,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.65,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/24/2021,20.02,14.95,0.0,14.95,19.94,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/25/2021,20.02,14.95,0.0,14.95,19.94,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/26/2021,19.95,14.93,0.0,14.94,19.91,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.48,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/29/2021,19.88,14.89,0.0,14.9,19.86,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/30/2021,19.88,14.89,0.0,14.9,19.86,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/01/2021,19.88,14.89,0.0,14.9,19.86,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/02/2021,19.98,14.98,0.0,14.99,19.99,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/06/2021,19.96,15.02,0.0,15.02,20.05,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.41,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/07/2021,19.96,15.02,0.0,15.02,20.05,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.41,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/08/2021,19.96,15.02,0.0,15.02,20.05,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.41,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/09/2021,19.96,15.02,0.0,15.02,20.05,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.41,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/10/2021,19.96,15.02,0.0,15.02,20.05,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.41,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/13/2021,19.96,15.02,0.0,15.02,20.05,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.41,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/14/2021,19.96,15.02,0.0,15.02,20.05,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.41,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/15/2021,19.96,15.02,0.0,15.02,20.05,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.41,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/16/2021,19.96,15.02,0.0,15.02,20.05,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.41,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/17/2021,19.96,15.02,0.0,15.02,20.05,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.41,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/20/2021,19.96,15.02,0.0,15.02,20.05,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.41,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/21/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01,19.95,19.93,14.93,14.93,14.63,5.01,0.0,0.0,0.0,0.0,0.0,100.01
12/22/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,19.99,19.94,14.96,14.94,14.74,4.91,0.0,0.0,0.0,0.0,0.0,99.99
12/23/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,20.03,20.05,15.02,15.05,14.39,4.9,0.0,0.0,0.0,0.0,0.0,100.01000000000002
12/24/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,5.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,19.98,20.03,15.0,14.99,14.48,4.92,0.0,0.0,0.0,0.0,0.0,100.02
12/27/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98,19.94,20.0,14.96,14.94,14.51,4.97,0.0,0.0,0.0,0.0,0.0,100.0
12/28/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98,19.94,20.0,14.96,14.94,14.51,4.97,0.0,0.0,0.0,0.0,0.0,100.0
12/29/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01,19.88,19.95,14.92,14.9,14.56,5.0,0.0,0.0,0.0,0.0,0.0,99.99
12/30/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07,19.79,19.86,14.86,14.85,14.69,5.06,0.0,0.0,0.0,0.0,0.0,100.01
12/31/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05,19.8,19.86,14.87,14.85,14.7,5.04,0.0,0.0,0.0,0.0,0.0,100.0
01/03/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03,19.85,19.84,14.87,14.87,14.69,5.02,0.0,0.0,0.0,0.0,0.0,100.0
01/03/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03,19.85,19.84,14.87,14.87,14.69,5.02,0.0,0.0,0.0,0.0,0.0,100.0
01/03/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03,19.85,19.84,14.87,14.87,14.69,5.02,0.0,0.0,0.0,0.0,0.0,100.0
01/04/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03,19.85,19.84,14.87,14.87,14.69,5.02,0.0,0.0,0.0,0.0,0.0,100.0
01/05/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03,19.85,19.84,14.87,14.87,14.69,5.02,0.0,0.0,0.0,0.0,0.0,100.0
01/06/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03,19.85,19.84,14.87,14.87,14.69,5.02,0.0,0.0,0.0,0.0,0.0,100.0
01/07/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97,19.67,19.62,14.73,14.71,15.35,4.96,0.0,0.0,0.0,0.0,0.0,100.0
01/10/2022,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81,0.0,0.0,0.0,0.0,0.0,4.8,20.0,19.99,14.98,14.98,14.82,99.98
01/11/2022,0.0,0.0,0.0,0.0,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,0.0,0.0,0.0,0.0,0.0,4.81,20.06,20.06,15.03,15.02,15.35,100.0
01/12/2022,0.0,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,4.77,20.02,20.03,15.0,14.98,15.62,100.0
01/13/2022,0.0,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,4.77,20.02,20.03,15.0,14.98,15.62,100.0
01/14/2022,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81,0.0,0.0,0.0,0.0,0.0,4.81,19.96,20.0,14.97,14.96,15.66,100.0
01/17/2022,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,0.0,0.0,0.0,0.0,0.0,4.83,19.94,19.96,14.94,14.93,15.73,100.0
01/18/2022,0.0,0.0,0.0,0.0,0.0,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,0.0,0.0,0.0,0.0,0.0,4.71,20.01,20.05,15.0,15.0,15.78,100.0
01/19/2022,0.0,0.0,0.0,0.0,0.0,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,0.0,0.0,0.0,0.0,0.0,4.71,20.01,20.05,15.0,15.0,15.78,100.0
01/20/2022,0.0,0.0,0.0,0.0,0.0,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,0.0,0.0,0.0,0.0,0.0,4.71,20.01,20.05,15.0,15.0,15.78,100.0
01/21/2022,0.0,0.0,0.0,0.0,0.0,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,4.75,19.98,19.99,14.98,14.94,15.82,99.99
01/24/2022,0.0,0.0,0.0,0.0,0.0,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68,0.0,0.0,0.0,0.0,0.0,4.67,20.26,20.21,15.14,15.1,15.24,100.01
01/25/2022,0.0,0.0,0.0,0.0,0.0,4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,4.63,20.3,20.32,15.22,15.16,15.05,99.99
01/26/2022,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,0.0,0.0,0.0,0.0,0.0,4.53,20.5,20.53,15.37,15.33,14.63,99.99
01/27/2022,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,0.0,0.0,0.0,0.0,0.0,4.53,20.5,20.53,15.37,15.33,14.63,99.99
01/28/2022,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,0.0,0.0,0.0,0.0,0.0,4.53,20.5,20.53,15.37,15.33,14.63,99.99
01/31/2022,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,0.0,0.0,0.0,0.0,0.0,4.48,20.51,20.52,15.37,15.3,14.84,100.0
02/01/2022,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,0.0,0.0,0.0,0.0,0.0,4.48,20.51,20.52,15.37,15.3,14.84,100.0
02/02/2022,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,0.0,0.0,0.0,0.0,0.0,4.48,20.51,20.52,15.37,15.3,14.84,100.0
