,NEA,NAD,IIM,EIM,MVF,MMU,MAV,NXJ,MYI,Nuveen Municipal Credit Opps Fund,YSS.V,YSS.V,YSS.V,YSS.V,YSS.V,SUM
07/09/2021,15.86,14.96,13.87,11.67,11.66,9.43,8.77,6.43,5.42,4.3,1.85,0.17,0.06,-0.02,-4.43,100.0
