,2615.TW,2331.HK,VALE3.SA,INFY,2333.HK,AMXL.MX,688208.SS,2317.TW,939.HK,2330.TW,005930.KS,3988.HK,3328.HK,2108.TW,992.HK,3606.HK,RDY,VIVT3.SA,WIT,000660.KS,032640.KS,JD,016710.KS,057050.KS,PKN.WA,066570.KS,NVAA.,WALMEX.MX,BBDC4.SA,2303.TW,017670.KS,D7C.,MAYBANK.KL,035420.KS,2357.TW,1904.TW,TEL.PM,BY6.,2318.HK,SBRCY,ASII.JK,RIGDS.,DNP.WA,TLKM.JK,HDB,PZU.WA,DIGI.KL,NILSY,OGZD.L,688208.SS.1,2313.HK,2238.HK,SHP.JO,2352.TW,030520.KQ,DELTA-R.BK,5371,700.HK,SNPMF,UNTR.JK,2301.TW,GMEXICOB.MX,4938.TW,2206.TW,968.HK,SVST.L,ITMG.JK,049070.KQ,1398.HK,6818.HK,2020.HK,123890.KS,688208.SS.2,CIMB.KL,000270.KS,IBN,006400.KS,CHILE.SN,2324.TW,ARCLK.IS,GLO.PM,PTT-R.BK,SCVUF,3034.TW,2006.TW,ELEKTRA.MX,PETGAS.KL,2347.TW,M4B.,3006.TW,9988.HK,TRPL4.SA,FEMSAUBD.MX,2308.TW,VOD.JO,BIMAS.IS,YUMC,1988.HK,ENELAM.SN,5483,KIO.JO,CSNA3.SA,2385.TW,GARAN.IS,NOBLE-R.BK,2202.HK,NYVL.,390.HK,BIDU,688208.SS.3,3231.TW,2319.HK,6257.TW,161390.KS,2015.TW,LUKOY,BAY-R.BK,688208.SS.4,003690.KS,916.HK,8070.TW,GFNORTEO.MX,TIMECOM.KL,PTBA.JK,SQM/B.SN,1288.HK,139480.KS,2601.HK,2412.TW,3005.TW,2688.HK,175330.KS,MDKA.JK,BIMBOA.MX,1907.TW,688208.SS.5,033780.KS,ACP.WA,COPEC.SN,NVAM.,ITSA4.SA,857.HK,HLBANK.KL,MAKRO-R.BK,018880.KS,PHOR.L,2899.HK,BSANTANDER.SN,000060.KS,656.HK,ABG.JO,TTKOM.IS,HRUM.JK,192440.KQ,020000.KS,2441.TW,051910.KS,2331.TW,PTTEP-R.BK,SBID.L,086280.KS,AC.PM,ENKAI.IS,LIVEPOLC-1.MX,2345.TW,BDMS-R.BK,FSR.JO,VIPS,688208.SS.6,2393.TW,MBT.PM,MER.PM,6176.TW,016360.KS,001450.KS,108320.KQ,004370.KS,VESBE.IS,CHL.,MPI.KL,PCHEM.KL,2382.TW,2353.TW,PKO.WA,5M71.,ANDINA-B.SN,BDO.PM,SBK.JO,WNS,034950.KQ,5434.TW,2269.HK,069260.KS,B3SA3.SA,119860.KQ,SAHOL.IS,BBRI.JK,AKSEN.IS,003410.KS,KGH.WA,AMX,TSM,BBCA.JK,1088.HK,6690.HK,018260.KS,VALE,FMX,2454.TW,021240.KS,3690.HK,3702.TW,2356.TW,AQE.,009150.KS,EREGL.E.IS,TCELL.E.IS,TENAGA.KL,3045.TW,1658.HK,BIMAS.E.IS,ITUB4.SA,267.HK,354.HK,NPN.JO,2395.TW,SM.PM,034220.KS,788.HK,586.HK,TAEE11.SA,1193.HK,KOF,4.HK,1810.HK,881.HK,036570.KS,4904.TW,2328.HK,KLBF.JK,HMPRO-R.BK,688.HK,WHL.JO,012330.KS,PGN.WA,2882.TW,015760.KS,2377.TW,1093.HK,008770.KS,000810.KS,SMPH.PM,LPP.WA,CPALL-R.BK,2382.HK,MCG.JO,TOWR.JK,078930.KS,GRUMAB.MX,3711.TW,6239.TW,2886.TW,POLY.L,2359.HK,1066.HK,AC.MX,9904.TW,FALABELLA.SN,2474.TW,NESTLE.KL,HARTA.KL,004170.KS,2379.TW,1177.HK,STGT-R.BK,6121,PFBCOLO.BC,035250.KS,2881.TW,CPS.WA,384.HK,263750.KQ,FROTO.E.IS,005380.KS,2354.TW,081660.KS,TOTS3.SA,2105.TW,COM7-R.BK,055550.KS,960.HK,FGTXX,n/a,014680.KS,AXB.L,028260.KS,005490.KS,9910.TW,1109.HK,5880.TW,NTES,ZTO,MRP.JO,2196.HK,6098.HK,011070.KS,3008.TW,SUM
07/09/2021,2.05,1.44,1.18,1.09,1.02,0.96,0.95,0.92,0.9,0.88,0.88,0.86,0.8,0.8,0.79,0.77,0.77,0.77,0.76,0.75,0.74,0.73,0.72,0.72,0.72,0.71,0.71,0.7,0.68,0.67,0.67,0.66,0.65,0.65,0.64,0.64,0.64,0.63,0.6,0.6,0.59,0.58,0.58,0.58,0.58,0.57,0.57,0.56,0.56,0.56,0.55,0.55,0.54,0.54,0.54,0.54,0.53,0.53,0.53,0.53,0.52,0.52,0.51,0.51,0.5,0.49,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.45,0.45,0.44,0.44,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.41,0.4,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.7
11/30/2021,0.0,0.57,0.0,0.95,0.0,0.0,0.0,0.53,0.98,0.0,0.98,0.94,0.84,0.0,0.87,0.33,0.86,0.55,0.95,0.97,0.56,0.88,0.0,0.0,0.42,0.59,0.81,0.77,0.35,0.38,0.77,0.0,0.5,0.6,0.67,0.0,0.55,0.19,0.8,0.7,0.56,0.65,0.0,0.48,0.0,0.69,0.66,0.27,0.88,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.68,0.36,0.66,0.2,0.46,0.0,0.32,0.0,0.0,0.0,0.7,0.33,0.49,0.0,0.0,0.23,0.5,0.62,0.38,0.59,0.7,0.0,0.44,0.26,0.52,0.46,0.0,0.0,0.22,0.63,0.72,0.0,0.9,0.0,0.0,0.41,0.52,0.0,0.8,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.0,0.0,0.33,0.37,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.59,0.0,0.52,0.0,0.23,0.4,0.0,0.0,0.59,0.0,0.44,0.0,0.0,0.78,0.0,0.0,0.37,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.29,0.0,0.0,0.2,0.55,0.27,0.0,0.0,0.0,0.0,0.24,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.68,0.4,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.27,0.92,0.8,0.71,0.7,0.69,0.66,0.63,0.62,0.62,0.59,0.58,0.57,0.56,0.55,0.54,0.54,0.51,0.51,0.5,0.49,0.48,0.47,0.47,0.45,0.44,0.44,0.44,0.41,0.41,0.41,0.41,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.37,0.36,0.36,0.36,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.32,0.32,0.32,0.31,0.31,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,88.63000000000001
12/01/2021,0.0,0.57,0.0,0.95,0.0,0.0,0.0,0.53,0.98,0.0,0.98,0.94,0.84,0.0,0.87,0.33,0.86,0.55,0.95,0.97,0.56,0.88,0.0,0.0,0.42,0.59,0.81,0.77,0.35,0.38,0.77,0.0,0.5,0.6,0.67,0.0,0.55,0.19,0.8,0.7,0.56,0.65,0.0,0.48,0.0,0.69,0.66,0.27,0.88,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.68,0.36,0.66,0.2,0.46,0.0,0.32,0.0,0.0,0.0,0.7,0.33,0.49,0.0,0.0,0.23,0.5,0.62,0.38,0.59,0.7,0.0,0.44,0.26,0.52,0.46,0.0,0.0,0.22,0.63,0.72,0.0,0.9,0.0,0.0,0.41,0.52,0.0,0.8,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.0,0.0,0.33,0.37,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.59,0.0,0.52,0.0,0.23,0.4,0.0,0.0,0.59,0.0,0.44,0.0,0.0,0.78,0.0,0.0,0.37,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.29,0.0,0.0,0.2,0.55,0.27,0.0,0.0,0.0,0.0,0.24,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.68,0.4,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.27,0.92,0.8,0.71,0.7,0.69,0.66,0.63,0.62,0.62,0.59,0.58,0.57,0.56,0.55,0.54,0.54,0.51,0.51,0.5,0.49,0.48,0.47,0.47,0.45,0.44,0.44,0.44,0.41,0.41,0.41,0.41,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.37,0.36,0.36,0.36,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.32,0.32,0.32,0.31,0.31,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,88.63000000000001
