,ACO.X.TO,ACO.X.TO,ACO.X.TO,ACO.X.TO,ACO.X.TO,Us Dollars,ACO.X.TO,ACO.X.TO,ACO.X.TO,ACO.X.TO,ACO.X.TO,ACO.X.TO,ACO.X.TO,ACO.X.TO,ACO.X.TO,SUM
07/09/2021,89.67,13.38,2.26,1.68,0.34,0.05,0.04,-0.01,-0.01,-0.02,-0.14,-0.31,-0.45,-0.91,-5.58,99.99
