,NOVN.SW,GSK.L,FMG.AX,BATS.L,SAN.PA,RIO.L,ALV.DE,9434.T,CBA.AX,SIE.DE,BHP.AX,BAS.DE,EQNR.OL,DTE.DE,9433.T,IBE.MC,8306.T,ENEL.MI,9432.T,BAYN.DE,BHP.L,VOD.L,ZURN.SW,NAB.AX,ANZ.AX,CS.PA,RIO.AX,8316.T,D05.SI,2914.T,4502.T,BMW.DE,ABBN.SW,NG.L,WES.AX,2388.HK,8058.T,688208.SS,8001.T,16.HK,8411.T,11.HK,BN.PA,NTGY.MC,SCMN.SW,O39.SI,TLS.AX,MUV2.DE,7751.T,AD.AS,UBSG.SW,U11.SI,HOLN.SW,OMV.VI,ORA.PA,FORTUM.HE,ELE.MC,2.HK,12.HK,TEL.OL,Z74.SI,BA.L,8725.T,G.MI,MQG.AX,SSE.L,6.HK,688.HK,5108.T,8766.T,NN.AS,992.HK,SAMPO.HE,PST.MI,SRG.MI,UPM.HE,TELIA.ST,8TRA.DE,TSCO.L,8053.T,WPL.AX,SLHN.SW,US.MI,ADM.L,HNR1.DE,CON.DE,823.HK,EVK.DE,SLA.L,8750.T,MB.MI,ACS.MC,5020.T,TEL2 B.ST,GJF.OL,1972.HK,8604.T,8309.T,1925.T,COV.PA,EDP.LS,SA.SW,8002.T,TRN.MI,17.HK,C31.SI,YAR.OL,1928.T,REE.MC,1605.T,ADEN.SW,PROX.BR,ELISA.HE,KPN.AS,TLX.DE,UN01.DE,GFC.PA,SPSN.SW,PUB.PA,83.HK,LUNE.ST,8308.T,SDR.L,O2D.DE,688208.SS.1,3407.T,MIN.AX,8630.T,SGP.AX,PHNX.L,4188.T,ENG.MC,BCVN.SW,UU.L,BKG.L,1878.T,5019.T,270.HK,101.HK,TATE.L,7181.T,ASRNL.AS,EZJ.L,FXPO.L,A2A.MI,SUN.AX,DLG.L,S68.SI,ALD.PA,8593.T,9503.T,IG.MI,POLI.TA,836.HK,G13.SI,QBE.AX,VALMT.HE,POST.VI,AZJ.AX,MRW.L,HL.L,MGR.AX,8601.T,B4B.DE,ORG.AX,BALN.SW,COFB.BR,SUN.SW,9502.T,PSON.L,S63.SI,1808.T,8795.T,AXFO.ST,1803.T,ZOT.MC,AST.AX,5201.T,APA.AX,C07.SI,NELES.HE,HVN.AX,SVT.L,2768.T,LOG.MC,AFG.OL,MING.OL,1801.T,TKA.VI,4005.T,6724.T,AGL.AX,1812.T,3003.T,MFG.AX,ORNBV.HE,NXI.PA,FCC.MC,EURN.BR,7186.T,2810.T,DXS.AX,MPL.AX,ICL.TA,AAF.L,ASHM.L,4042.T,5938.T,CAI.VI,AZM.MI,257.HK,n/a,VIG.VI,BIDI11.SA,ABDN.L,SOLB.BR,2380.HK,DOL,CLI.SI,CPU.AX,9CI.SI,GVMXX,EOAN.DE,ULVR.L,BP.L,NDA SE.ST,AAL.L,HSBA.L,ENI.MI,RDSA.AS,BNP.PA,IMB.L,7974.T,ISP.MI,267.HK,ACA.PA,ENGI.PA,INGA.AS,VNA.DE,WBC.AX,6178.T,AV.L,SEB A.ST,LGEN.L,9101.T,REP.MC,COL.AX,9104.T,SEV.PA,EN.PA,STR.VI,SHB A.ST,ANTO.L,RAND.AS,144.HK,F34.SI,TRYG.CO,GPT.AX,AKRBP.OL,5713.T,7259.T,TNET.BR,7272.T,SCG.AX,GALP.LS,HEI.DE,BG.VI,AMUN.PA,BDEV.L,TW.L,BMED.MI,NCM.AX,FNTN.DE,7011.T,7202.T,LAND.L,MMT.PA,HOT.DE,PNL.AS,PSPN.SW,FGR.PA,TYRES.HE,ICAD.PA,5411.T,ORK.OL,DWS.DE,KGF.L,CLN.SW,LI.PA,MAP.MC,LIGHT.AS,SHEL.L,DNB.OL,SUM
07/23/2021,4.19,2.81,2.8,2.34,2.3,2.06,1.87,1.99,1.67,1.47,1.58,1.44,1.28,1.37,1.4,1.3,1.29,1.25,1.3,1.19,1.14,1.05,1.1,0.99,0.96,0.95,0.97,0.93,0.9,0.88,0.84,0.75,0.76,0.74,0.73,0.7,0.72,0.0,0.72,0.65,0.65,0.62,0.62,0.63,0.64,0.61,0.58,0.54,0.58,0.57,0.55,0.55,0.51,0.45,0.49,0.48,0.48,0.46,0.45,0.42,0.42,0.42,0.42,0.39,0.39,0.39,0.4,0.41,0.36,0.4,0.36,0.32,0.35,0.32,0.33,0.33,0.34,0.31,0.33,0.31,0.29,0.29,0.28,0.31,0.28,0.26,0.29,0.27,0.26,0.25,0.25,0.23,0.26,0.24,0.23,0.22,0.22,0.22,0.23,0.23,0.21,0.22,0.21,0.22,0.2,0.22,0.2,0.21,0.21,0.19,0.19,0.2,0.21,0.2,0.19,0.19,0.19,0.2,0.18,0.2,0.16,0.18,0.18,0.19,0.0,0.17,0.18,0.18,0.15,0.15,0.16,0.14,0.14,0.15,0.14,0.16,0.14,0.15,0.14,0.14,0.14,0.14,0.12,0.14,0.13,0.14,0.13,0.14,0.13,0.14,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.09,0.73,0.17,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.57
07/26/2021,4.14,2.79,2.77,2.32,2.28,2.13,1.91,1.95,1.67,1.5,1.54,1.47,1.32,1.39,1.37,1.3,1.25,1.27,1.27,1.21,1.18,1.06,1.13,0.99,0.97,0.97,0.95,0.91,0.89,0.87,0.82,0.76,0.78,0.73,0.75,0.68,0.7,0.0,0.71,0.64,0.63,0.61,0.62,0.63,0.64,0.61,0.57,0.57,0.61,0.57,0.59,0.54,0.52,0.47,0.49,0.49,0.48,0.46,0.44,0.43,0.41,0.43,0.41,0.39,0.39,0.39,0.4,0.4,0.36,0.39,0.36,0.32,0.35,0.33,0.33,0.33,0.33,0.31,0.33,0.3,0.28,0.3,0.29,0.31,0.29,0.27,0.28,0.27,0.27,0.25,0.25,0.24,0.25,0.24,0.23,0.22,0.22,0.22,0.23,0.23,0.21,0.22,0.21,0.22,0.2,0.23,0.21,0.21,0.21,0.18,0.19,0.2,0.21,0.2,0.2,0.19,0.2,0.2,0.19,0.19,0.17,0.17,0.18,0.19,0.0,0.16,0.18,0.17,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.13,0.15,0.12,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.14,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.0,0.09,0.1,0.0,0.0,0.0,0.73,0.17,0.1,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.62000000000002
07/27/2021,4.18,2.79,2.74,2.33,2.28,2.1,1.91,1.93,1.67,1.53,1.58,1.47,1.3,1.37,1.35,1.31,1.23,1.3,1.26,1.2,1.18,1.09,1.12,0.99,0.97,0.97,0.95,0.9,0.9,0.86,0.81,0.77,0.8,0.73,0.75,0.68,0.69,0.0,0.7,0.64,0.63,0.61,0.6,0.64,0.63,0.61,0.57,0.56,0.6,0.57,0.59,0.54,0.52,0.46,0.48,0.49,0.49,0.46,0.44,0.43,0.42,0.44,0.4,0.39,0.39,0.4,0.4,0.41,0.36,0.39,0.36,0.31,0.35,0.34,0.33,0.35,0.33,0.32,0.33,0.3,0.29,0.3,0.29,0.31,0.29,0.27,0.28,0.27,0.27,0.24,0.25,0.25,0.25,0.24,0.23,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.21,0.22,0.2,0.22,0.21,0.2,0.21,0.18,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.16,0.17,0.19,0.19,0.0,0.16,0.18,0.17,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.15,0.12,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.12,0.13,0.13,0.13,0.14,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.0,0.09,0.09,0.0,0.0,0.0,0.73,0.17,0.1,0.0,0.09,0.0,0.0,0.0,0.14,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.65
07/28/2021,4.18,2.79,2.74,2.33,2.28,2.1,1.91,1.93,1.67,1.53,1.58,1.47,1.3,1.37,1.35,1.31,1.23,1.3,1.26,1.2,1.18,1.09,1.12,0.99,0.97,0.97,0.95,0.9,0.9,0.86,0.81,0.77,0.8,0.73,0.75,0.68,0.69,0.0,0.7,0.64,0.63,0.61,0.6,0.64,0.63,0.61,0.57,0.56,0.6,0.57,0.59,0.54,0.52,0.46,0.48,0.49,0.49,0.46,0.44,0.43,0.42,0.44,0.4,0.39,0.39,0.4,0.4,0.41,0.36,0.39,0.36,0.31,0.35,0.34,0.33,0.35,0.33,0.32,0.33,0.3,0.29,0.3,0.29,0.31,0.29,0.27,0.28,0.27,0.27,0.24,0.25,0.25,0.25,0.24,0.23,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.21,0.22,0.2,0.22,0.21,0.2,0.21,0.18,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.16,0.17,0.19,0.19,0.0,0.16,0.18,0.17,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.15,0.12,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.12,0.13,0.13,0.13,0.14,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.0,0.09,0.09,0.0,0.0,0.0,0.73,0.17,0.1,0.0,0.09,0.0,0.0,0.0,0.14,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.65
07/29/2021,4.18,2.79,2.74,2.33,2.28,2.1,1.91,1.93,1.67,1.53,1.58,1.47,1.3,1.37,1.35,1.31,1.23,1.3,1.26,1.2,1.18,1.09,1.12,0.99,0.97,0.97,0.95,0.9,0.9,0.86,0.81,0.77,0.8,0.73,0.75,0.68,0.69,0.0,0.7,0.64,0.63,0.61,0.6,0.64,0.63,0.61,0.57,0.56,0.6,0.57,0.59,0.54,0.52,0.46,0.48,0.49,0.49,0.46,0.44,0.43,0.42,0.44,0.4,0.39,0.39,0.4,0.4,0.41,0.36,0.39,0.36,0.31,0.35,0.34,0.33,0.35,0.33,0.32,0.33,0.3,0.29,0.3,0.29,0.31,0.29,0.27,0.28,0.27,0.27,0.24,0.25,0.25,0.25,0.24,0.23,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.21,0.22,0.2,0.22,0.21,0.2,0.21,0.18,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.16,0.17,0.19,0.19,0.0,0.16,0.18,0.17,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.15,0.12,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.12,0.13,0.13,0.13,0.14,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.0,0.09,0.09,0.0,0.0,0.0,0.73,0.17,0.1,0.0,0.09,0.0,0.0,0.0,0.14,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.65
07/30/2021,4.12,2.75,2.76,2.33,2.27,2.17,1.91,1.93,1.67,1.53,1.59,1.47,1.34,1.37,1.36,1.3,1.25,1.3,1.25,1.21,1.22,1.08,1.12,0.99,0.97,0.97,0.97,0.9,0.89,0.87,0.81,0.76,0.8,0.73,0.75,0.67,0.71,0.0,0.71,0.63,0.63,0.61,0.6,0.63,0.63,0.61,0.57,0.56,0.6,0.57,0.6,0.54,0.52,0.47,0.49,0.49,0.49,0.46,0.43,0.43,0.41,0.44,0.41,0.39,0.4,0.4,0.4,0.4,0.36,0.39,0.37,0.29,0.36,0.34,0.33,0.34,0.33,0.32,0.33,0.3,0.28,0.31,0.29,0.31,0.29,0.27,0.28,0.27,0.27,0.25,0.26,0.25,0.25,0.24,0.23,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.21,0.22,0.19,0.22,0.21,0.2,0.21,0.18,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.17,0.17,0.19,0.19,0.0,0.16,0.18,0.17,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.13,0.13,0.13,0.14,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.72,0.17,0.1,0.1,0.09,0.0,0.0,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.8
08/02/2021,4.17,2.77,2.78,2.31,2.27,2.18,1.91,1.93,1.67,1.52,1.6,1.45,1.3,1.36,1.35,1.29,1.27,1.3,1.25,1.19,1.22,1.06,1.12,0.98,0.96,0.97,0.98,0.91,0.89,0.88,0.81,0.75,0.79,0.74,0.74,0.67,0.71,0.0,0.71,0.63,0.63,0.61,0.59,0.63,0.63,0.61,0.57,0.56,0.59,0.57,0.6,0.54,0.52,0.47,0.49,0.49,0.48,0.47,0.43,0.43,0.41,0.45,0.41,0.39,0.39,0.4,0.4,0.38,0.36,0.4,0.37,0.29,0.35,0.34,0.34,0.35,0.33,0.31,0.33,0.3,0.28,0.31,0.29,0.32,0.29,0.27,0.28,0.27,0.27,0.25,0.26,0.26,0.25,0.24,0.23,0.21,0.22,0.22,0.23,0.24,0.21,0.23,0.21,0.22,0.19,0.23,0.2,0.2,0.22,0.18,0.18,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.18,0.16,0.17,0.19,0.18,0.0,0.17,0.18,0.17,0.15,0.15,0.15,0.14,0.14,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.13,0.12,0.13,0.14,0.13,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.09,0.1,0.0,0.0,0.0,0.73,0.16,0.1,0.1,0.09,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7
08/03/2021,4.17,2.77,2.78,2.31,2.27,2.18,1.91,1.93,1.67,1.52,1.6,1.45,1.3,1.36,1.35,1.29,1.27,1.3,1.25,1.19,1.22,1.06,1.12,0.98,0.96,0.97,0.98,0.91,0.89,0.88,0.81,0.75,0.79,0.74,0.74,0.67,0.71,0.0,0.71,0.63,0.63,0.61,0.59,0.63,0.63,0.61,0.57,0.56,0.59,0.57,0.6,0.54,0.52,0.47,0.49,0.49,0.48,0.47,0.43,0.43,0.41,0.45,0.41,0.39,0.39,0.4,0.4,0.38,0.36,0.4,0.37,0.29,0.35,0.34,0.34,0.35,0.33,0.31,0.33,0.3,0.28,0.31,0.29,0.32,0.29,0.27,0.28,0.27,0.27,0.25,0.26,0.26,0.25,0.24,0.23,0.21,0.22,0.22,0.23,0.24,0.21,0.23,0.21,0.22,0.19,0.23,0.2,0.2,0.22,0.18,0.18,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.18,0.16,0.17,0.19,0.18,0.0,0.17,0.18,0.17,0.15,0.15,0.15,0.14,0.14,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.13,0.12,0.13,0.14,0.13,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.09,0.1,0.0,0.0,0.0,0.73,0.16,0.1,0.1,0.09,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7
08/04/2021,4.17,2.77,2.78,2.31,2.27,2.18,1.91,1.93,1.67,1.52,1.6,1.45,1.3,1.36,1.35,1.29,1.27,1.3,1.25,1.19,1.22,1.06,1.12,0.98,0.96,0.97,0.98,0.91,0.89,0.88,0.81,0.75,0.79,0.74,0.74,0.67,0.71,0.0,0.71,0.63,0.63,0.61,0.59,0.63,0.63,0.61,0.57,0.56,0.59,0.57,0.6,0.54,0.52,0.47,0.49,0.49,0.48,0.47,0.43,0.43,0.41,0.45,0.41,0.39,0.39,0.4,0.4,0.38,0.36,0.4,0.37,0.29,0.35,0.34,0.34,0.35,0.33,0.31,0.33,0.3,0.28,0.31,0.29,0.32,0.29,0.27,0.28,0.27,0.27,0.25,0.26,0.26,0.25,0.24,0.23,0.21,0.22,0.22,0.23,0.24,0.21,0.23,0.21,0.22,0.19,0.23,0.2,0.2,0.22,0.18,0.18,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.18,0.16,0.17,0.19,0.18,0.0,0.17,0.18,0.17,0.15,0.15,0.15,0.14,0.14,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.13,0.12,0.13,0.14,0.13,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.09,0.1,0.0,0.0,0.0,0.73,0.16,0.1,0.1,0.09,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7
08/05/2021,4.17,2.77,2.78,2.31,2.27,2.18,1.91,1.93,1.67,1.52,1.6,1.45,1.3,1.36,1.35,1.29,1.27,1.3,1.25,1.19,1.22,1.06,1.12,0.98,0.96,0.97,0.98,0.91,0.89,0.88,0.81,0.75,0.79,0.74,0.74,0.67,0.71,0.0,0.71,0.63,0.63,0.61,0.59,0.63,0.63,0.61,0.57,0.56,0.59,0.57,0.6,0.54,0.52,0.47,0.49,0.49,0.48,0.47,0.43,0.43,0.41,0.45,0.41,0.39,0.39,0.4,0.4,0.38,0.36,0.4,0.37,0.29,0.35,0.34,0.34,0.35,0.33,0.31,0.33,0.3,0.28,0.31,0.29,0.32,0.29,0.27,0.28,0.27,0.27,0.25,0.26,0.26,0.25,0.24,0.23,0.21,0.22,0.22,0.23,0.24,0.21,0.23,0.21,0.22,0.19,0.23,0.2,0.2,0.22,0.18,0.18,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.18,0.16,0.17,0.19,0.18,0.0,0.17,0.18,0.17,0.15,0.15,0.15,0.14,0.14,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.13,0.12,0.13,0.14,0.13,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.09,0.1,0.0,0.0,0.0,0.73,0.16,0.1,0.1,0.09,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7
