,NOVN.SW,GSK.L,FMG.AX,BATS.L,SAN.PA,RIO.L,ALV.DE,9434.T,CBA.AX,SIE.DE,BHP.AX,BAS.DE,EQNR.OL,DTE.DE,9433.T,IBE.MC,8306.T,ENEL.MI,9432.T,BAYN.DE,BHP.L,VOD.L,ZURN.SW,NAB.AX,ANZ.AX,CS.PA,RIO.AX,8316.T,D05.SI,2914.T,4502.T,BMW.DE,ABBN.SW,NG.L,WES.AX,2388.HK,8058.T,688208.SS,8001.T,16.HK,8411.T,11.HK,BN.PA,NTGY.MC,SCMN.SW,O39.SI,TLS.AX,MUV2.DE,7751.T,AD.AS,UBSG.SW,U11.SI,HOLN.SW,OMV.VI,ORA.PA,FORTUM.HE,ELE.MC,2.HK,12.HK,TEL.OL,Z74.SI,BA.L,8725.T,G.MI,MQG.AX,SSE.L,6.HK,688.HK,5108.T,8766.T,NN.AS,992.HK,SAMPO.HE,PST.MI,SRG.MI,UPM.HE,TELIA.ST,8TRA.DE,TSCO.L,8053.T,WPL.AX,SLHN.SW,US.MI,ADM.L,HNR1.DE,CON.DE,823.HK,EVK.DE,SLA.L,8750.T,MB.MI,ACS.MC,5020.T,TEL2 B.ST,GJF.OL,1972.HK,8604.T,8309.T,1925.T,COV.PA,EDP.LS,SA.SW,8002.T,TRN.MI,17.HK,C31.SI,YAR.OL,1928.T,REE.MC,1605.T,ADEN.SW,PROX.BR,ELISA.HE,KPN.AS,TLX.DE,UN01.DE,GFC.PA,SPSN.SW,PUB.PA,83.HK,LUNE.ST,8308.T,SDR.L,O2D.DE,688208.SS.1,3407.T,MIN.AX,8630.T,SGP.AX,PHNX.L,4188.T,ENG.MC,BCVN.SW,UU.L,BKG.L,1878.T,5019.T,270.HK,101.HK,TATE.L,7181.T,ASRNL.AS,EZJ.L,FXPO.L,A2A.MI,SUN.AX,DLG.L,S68.SI,ALD.PA,8593.T,9503.T,IG.MI,POLI.TA,836.HK,G13.SI,QBE.AX,VALMT.HE,POST.VI,AZJ.AX,MRW.L,HL.L,MGR.AX,8601.T,B4B.DE,ORG.AX,BALN.SW,COFB.BR,SUN.SW,9502.T,PSON.L,S63.SI,1808.T,8795.T,AXFO.ST,1803.T,ZOT.MC,AST.AX,5201.T,APA.AX,C07.SI,NELES.HE,HVN.AX,SVT.L,2768.T,LOG.MC,AFG.OL,MING.OL,1801.T,TKA.VI,4005.T,6724.T,AGL.AX,1812.T,3003.T,MFG.AX,ORNBV.HE,NXI.PA,FCC.MC,EURN.BR,7186.T,2810.T,DXS.AX,MPL.AX,ICL.TA,AAF.L,ASHM.L,4042.T,5938.T,CAI.VI,AZM.MI,257.HK,n/a,VIG.VI,BIDI11.SA,ABDN.L,SOLB.BR,2380.HK,DOL,CLI.SI,CPU.AX,9CI.SI,GVMXX,EOAN.DE,ULVR.L,BP.L,NDA SE.ST,AAL.L,HSBA.L,ENI.MI,RDSA.AS,BNP.PA,IMB.L,7974.T,ISP.MI,267.HK,ACA.PA,ENGI.PA,INGA.AS,VNA.DE,WBC.AX,6178.T,AV.L,SEB A.ST,LGEN.L,9101.T,REP.MC,COL.AX,9104.T,SEV.PA,EN.PA,STR.VI,SHB A.ST,ANTO.L,RAND.AS,144.HK,F34.SI,TRYG.CO,GPT.AX,AKRBP.OL,5713.T,7259.T,TNET.BR,7272.T,SCG.AX,GALP.LS,HEI.DE,BG.VI,AMUN.PA,BDEV.L,TW.L,BMED.MI,NCM.AX,FNTN.DE,7011.T,7202.T,LAND.L,MMT.PA,HOT.DE,PNL.AS,PSPN.SW,FGR.PA,TYRES.HE,ICAD.PA,5411.T,ORK.OL,DWS.DE,KGF.L,CLN.SW,LI.PA,MAP.MC,LIGHT.AS,SHEL.L,DNB.OL,SUM
07/09/2021,4.15,2.82,2.6,2.38,2.29,2.1,1.94,1.89,1.69,1.53,1.52,1.48,1.42,1.39,1.34,1.32,1.3,1.27,1.26,1.21,1.13,1.12,1.12,1.01,1.01,0.97,0.96,0.94,0.9,0.84,0.8,0.8,0.75,0.73,0.73,0.71,0.69,0.69,0.69,0.64,0.64,0.63,0.63,0.62,0.61,0.61,0.58,0.57,0.56,0.56,0.56,0.55,0.54,0.49,0.49,0.48,0.48,0.45,0.45,0.43,0.42,0.42,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.38,0.35,0.35,0.34,0.34,0.33,0.32,0.32,0.32,0.32,0.31,0.3,0.3,0.3,0.29,0.29,0.29,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.58
07/12/2021,4.18,2.83,2.6,2.38,2.26,2.13,1.93,1.9,1.7,1.53,1.53,1.46,1.37,1.39,1.34,1.35,1.28,1.3,1.25,1.2,1.16,1.1,1.12,1.02,1.0,0.96,0.96,0.93,0.91,0.84,0.8,0.77,0.76,0.74,0.72,0.7,0.7,0.0,0.68,0.64,0.63,0.63,0.63,0.62,0.62,0.61,0.58,0.56,0.56,0.57,0.55,0.55,0.53,0.48,0.48,0.48,0.49,0.45,0.45,0.42,0.42,0.42,0.4,0.4,0.4,0.41,0.39,0.39,0.38,0.38,0.35,0.35,0.35,0.34,0.33,0.33,0.33,0.32,0.34,0.3,0.31,0.3,0.29,0.3,0.3,0.28,0.28,0.27,0.27,0.24,0.25,0.24,0.25,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.23,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.21,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.2,0.19,0.19,0.18,0.17,0.18,0.18,0.0,0.17,0.17,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.09,0.0,0.09,0.0,0.71,0.17,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.62
07/13/2021,4.18,2.83,2.6,2.38,2.26,2.13,1.93,1.9,1.7,1.53,1.53,1.46,1.37,1.39,1.34,1.35,1.28,1.3,1.25,1.2,1.16,1.1,1.12,1.02,1.0,0.96,0.96,0.93,0.91,0.84,0.8,0.77,0.76,0.74,0.72,0.7,0.7,0.0,0.68,0.64,0.63,0.63,0.63,0.62,0.62,0.61,0.58,0.56,0.56,0.57,0.55,0.55,0.53,0.48,0.48,0.48,0.49,0.45,0.45,0.42,0.42,0.42,0.4,0.4,0.4,0.41,0.39,0.39,0.38,0.38,0.35,0.35,0.35,0.34,0.33,0.33,0.33,0.32,0.34,0.3,0.31,0.3,0.29,0.3,0.3,0.28,0.28,0.27,0.27,0.24,0.25,0.24,0.25,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.23,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.21,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.2,0.19,0.19,0.18,0.17,0.18,0.18,0.0,0.17,0.17,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.09,0.0,0.09,0.0,0.71,0.17,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.62
07/14/2021,4.22,2.83,2.63,2.34,2.28,2.17,1.94,1.92,1.69,1.52,1.54,1.5,1.36,1.39,1.36,1.3,1.27,1.28,1.26,1.2,1.19,1.09,1.12,1.01,0.99,0.98,0.95,0.91,0.89,0.84,0.8,0.79,0.78,0.74,0.71,0.68,0.7,0.0,0.69,0.63,0.63,0.62,0.62,0.63,0.62,0.61,0.58,0.57,0.57,0.56,0.55,0.54,0.53,0.48,0.49,0.49,0.49,0.45,0.44,0.43,0.42,0.43,0.39,0.4,0.39,0.4,0.38,0.39,0.38,0.38,0.36,0.35,0.35,0.33,0.33,0.34,0.33,0.32,0.34,0.3,0.31,0.3,0.29,0.29,0.3,0.28,0.28,0.27,0.27,0.24,0.25,0.24,0.25,0.23,0.23,0.22,0.21,0.22,0.22,0.23,0.22,0.22,0.21,0.21,0.2,0.21,0.21,0.2,0.21,0.19,0.2,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.19,0.19,0.18,0.17,0.18,0.19,0.0,0.16,0.17,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.09,0.0,0.09,0.0,0.72,0.17,0.1,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.70000000000002
07/15/2021,4.22,2.83,2.63,2.34,2.28,2.17,1.94,1.92,1.69,1.52,1.54,1.5,1.36,1.39,1.36,1.3,1.27,1.28,1.26,1.2,1.19,1.09,1.12,1.01,0.99,0.98,0.95,0.91,0.89,0.84,0.8,0.79,0.78,0.74,0.71,0.68,0.7,0.0,0.69,0.63,0.63,0.62,0.62,0.63,0.62,0.61,0.58,0.57,0.57,0.56,0.55,0.54,0.53,0.48,0.49,0.49,0.49,0.45,0.44,0.43,0.42,0.43,0.39,0.4,0.39,0.4,0.38,0.39,0.38,0.38,0.36,0.35,0.35,0.33,0.33,0.34,0.33,0.32,0.34,0.3,0.31,0.3,0.29,0.29,0.3,0.28,0.28,0.27,0.27,0.24,0.25,0.24,0.25,0.23,0.23,0.22,0.21,0.22,0.22,0.23,0.22,0.22,0.21,0.21,0.2,0.21,0.21,0.2,0.21,0.19,0.2,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.19,0.19,0.18,0.17,0.18,0.19,0.0,0.16,0.17,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.09,0.0,0.09,0.0,0.72,0.17,0.1,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.70000000000002
07/16/2021,4.2,2.83,2.7,2.33,2.3,2.16,1.92,1.93,1.69,1.52,1.58,1.49,1.36,1.4,1.36,1.31,1.27,1.29,1.26,1.19,1.18,1.1,1.12,1.01,0.98,0.97,0.96,0.91,0.89,0.84,0.8,0.79,0.77,0.74,0.71,0.68,0.7,0.0,0.7,0.63,0.63,0.61,0.62,0.62,0.62,0.61,0.57,0.57,0.57,0.56,0.55,0.54,0.52,0.48,0.49,0.48,0.49,0.45,0.44,0.43,0.42,0.42,0.4,0.4,0.39,0.4,0.38,0.39,0.37,0.38,0.36,0.35,0.35,0.33,0.33,0.33,0.33,0.32,0.33,0.3,0.31,0.3,0.29,0.3,0.3,0.27,0.28,0.27,0.27,0.24,0.25,0.24,0.25,0.23,0.24,0.22,0.22,0.22,0.22,0.23,0.23,0.22,0.21,0.22,0.19,0.21,0.21,0.21,0.21,0.19,0.2,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.18,0.19,0.18,0.17,0.18,0.19,0.0,0.17,0.18,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.14,0.15,0.14,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.09,0.0,0.0,0.0,0.71,0.16,0.1,0.0,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.69
07/19/2021,4.17,2.82,2.75,2.35,2.28,2.15,1.91,1.94,1.68,1.51,1.57,1.48,1.36,1.4,1.37,1.29,1.28,1.28,1.28,1.19,1.17,1.08,1.11,1.0,0.97,0.96,0.96,0.92,0.89,0.86,0.82,0.79,0.77,0.73,0.72,0.67,0.71,0.0,0.7,0.63,0.63,0.62,0.61,0.62,0.62,0.61,0.58,0.56,0.58,0.56,0.55,0.54,0.52,0.47,0.49,0.48,0.48,0.45,0.44,0.42,0.42,0.42,0.41,0.39,0.39,0.4,0.39,0.39,0.36,0.39,0.36,0.33,0.35,0.33,0.33,0.33,0.33,0.32,0.33,0.3,0.3,0.29,0.29,0.31,0.29,0.27,0.28,0.27,0.27,0.25,0.25,0.24,0.26,0.24,0.23,0.21,0.22,0.22,0.23,0.22,0.22,0.22,0.21,0.21,0.19,0.21,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.2,0.19,0.18,0.17,0.17,0.18,0.19,0.0,0.17,0.18,0.17,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.16,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.1,0.11,0.1,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.09,0.0,0.0,0.0,0.71,0.16,0.1,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.61
07/20/2021,4.17,2.8,2.81,2.4,2.28,2.1,1.9,1.93,1.66,1.48,1.6,1.47,1.31,1.41,1.37,1.29,1.28,1.29,1.27,1.19,1.16,1.07,1.11,0.99,0.96,0.96,0.98,0.92,0.9,0.87,0.82,0.77,0.77,0.74,0.72,0.69,0.71,0.0,0.7,0.65,0.64,0.62,0.61,0.63,0.63,0.61,0.58,0.56,0.57,0.57,0.55,0.55,0.51,0.46,0.49,0.48,0.47,0.45,0.44,0.42,0.42,0.43,0.41,0.39,0.39,0.39,0.39,0.41,0.36,0.39,0.36,0.32,0.35,0.33,0.33,0.33,0.34,0.31,0.33,0.3,0.3,0.29,0.29,0.31,0.29,0.27,0.28,0.27,0.27,0.25,0.25,0.23,0.26,0.25,0.23,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.21,0.22,0.2,0.21,0.21,0.21,0.21,0.19,0.19,0.2,0.21,0.2,0.19,0.19,0.19,0.2,0.18,0.19,0.17,0.17,0.18,0.19,0.0,0.17,0.18,0.17,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.12,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.0,0.73,0.17,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.63
07/21/2021,4.17,2.8,2.81,2.4,2.28,2.1,1.9,1.93,1.66,1.48,1.6,1.47,1.31,1.41,1.37,1.29,1.28,1.29,1.27,1.19,1.16,1.07,1.11,0.99,0.96,0.96,0.98,0.92,0.9,0.87,0.82,0.77,0.77,0.74,0.72,0.69,0.71,0.0,0.7,0.65,0.64,0.62,0.61,0.63,0.63,0.61,0.58,0.56,0.57,0.57,0.55,0.55,0.51,0.46,0.49,0.48,0.47,0.45,0.44,0.42,0.42,0.43,0.41,0.39,0.39,0.39,0.39,0.41,0.36,0.39,0.36,0.32,0.35,0.33,0.33,0.33,0.34,0.31,0.33,0.3,0.3,0.29,0.29,0.31,0.29,0.27,0.28,0.27,0.27,0.25,0.25,0.23,0.26,0.25,0.23,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.21,0.22,0.2,0.21,0.21,0.21,0.21,0.19,0.19,0.2,0.21,0.2,0.19,0.19,0.19,0.2,0.18,0.19,0.17,0.17,0.18,0.19,0.0,0.17,0.18,0.17,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.12,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.0,0.73,0.17,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.63
07/22/2021,4.17,2.8,2.81,2.4,2.28,2.1,1.9,1.93,1.66,1.48,1.6,1.47,1.31,1.41,1.37,1.29,1.28,1.29,1.27,1.19,1.16,1.07,1.11,0.99,0.96,0.96,0.98,0.92,0.9,0.87,0.82,0.77,0.77,0.74,0.72,0.69,0.71,0.0,0.7,0.65,0.64,0.62,0.61,0.63,0.63,0.61,0.58,0.56,0.57,0.57,0.55,0.55,0.51,0.46,0.49,0.48,0.47,0.45,0.44,0.42,0.42,0.43,0.41,0.39,0.39,0.39,0.39,0.41,0.36,0.39,0.36,0.32,0.35,0.33,0.33,0.33,0.34,0.31,0.33,0.3,0.3,0.29,0.29,0.31,0.29,0.27,0.28,0.27,0.27,0.25,0.25,0.23,0.26,0.25,0.23,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.21,0.22,0.2,0.21,0.21,0.21,0.21,0.19,0.19,0.2,0.21,0.2,0.19,0.19,0.19,0.2,0.18,0.19,0.17,0.17,0.18,0.19,0.0,0.17,0.18,0.17,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.12,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.0,0.73,0.17,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.63
