,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,ABBV,PEP,T,NKE,TMO,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,UPS,HON,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,BA,RTX,BLK,GS,AMAT,AMT,IBM,TGT,CAT,AMD,MMM,GE,ISRG,NOW,AXP,DE,CVS,SCHW,CHTR,SPGI,ANTM,LMT,ZTS,BKNG,MU,PLD,FIS,LRCX,MDLZ,SYK,ADP,GILD,TMUS,CCI,MO,TJX,COP,CI,PNC,DUK,USB,TFC,FDX,CB,MMC,BDX,GM,EQIX,CSX,ATVI,EL,CME,CL,ILMN,COF,XTSLA,NSC,ICE,EW,SHW,SO,ADSK,FISV,D,REGN,APD,BSX,ADI,ITW,MCO,HUM,EMR,PGR,GPN,ETN,NXPI,AON,NOC,WM,TWTR,IDXX,HCA,F,FCX,ECL,BIIB,VRTX,DG,NEM,ROP,KLAC,PSA,DOW,IQV,EOG,JCI,SLB,AEP,DXCM,APTV,SNPS,GD,CNC,INFO,DLR,MET,ALGN,EXC,ROST,CMG,MSCI,LHX,KMB,TEL,A,EBAY,TT,TROW,PPG,CARR,PRU,PH,ALL,AIG,MCHP,BK,ORLY,ALXN,DD,BAX,APH,SPG,SRE,EA,DFS,TDG,XLNX,XEL,PSX,HPQ,SBAC,YUM,WELL,SYY,GIS,HLT,CMI,KMI,PAYX,TRV,IFF,CDNS,STZ,MSI,RMD,FTNT,MAR,MRNA,CTSH,USD,OTIS,MNST,MPC,GE.,ROK,AFL,MTD,WBA,CTAS,PXD,MTCH,SIVB,AZO,n/a,SUM
07/23/2021,6.26,5.74,4.18,2.23,2.07,2.04,1.43,1.27,1.39,1.24,1.21,1.12,1.06,0.96,0.94,0.93,0.89,0.88,0.78,0.79,0.71,0.65,0.64,0.63,0.61,0.61,0.62,0.63,0.58,0.59,0.56,0.59,0.54,0.56,0.56,0.51,0.53,0.54,0.52,0.53,0.51,0.51,0.49,0.47,0.5,0.48,0.46,0.43,0.4,0.42,0.44,0.44,0.41,0.41,0.39,0.41,0.37,0.39,0.37,0.38,0.38,0.37,0.33,0.35,0.34,0.34,0.33,0.35,0.34,0.34,0.31,0.29,0.32,0.3,0.31,0.3,0.3,0.3,0.29,0.28,0.27,0.27,0.26,0.25,0.26,0.24,0.23,0.26,0.25,0.24,0.25,0.23,0.24,0.24,0.23,0.24,0.24,0.22,0.2,0.22,0.21,0.22,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.2,0.21,0.19,0.19,0.19,0.21,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.18,0.17,0.16,0.16,0.15,0.15,0.17,0.15,0.14,0.15,0.15,0.15,0.16,0.18,0.15,0.13,0.15,0.13,0.14,0.15,0.13,0.14,0.13,0.13,0.12,0.13,0.11,0.14,0.0,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.1,0.1,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.86000000000001
07/26/2021,6.17,5.74,4.16,2.24,2.08,2.04,1.44,1.31,1.37,1.25,1.21,1.11,1.06,0.96,0.94,0.92,0.9,0.87,0.78,0.79,0.72,0.66,0.62,0.63,0.63,0.61,0.62,0.62,0.57,0.59,0.56,0.58,0.54,0.56,0.55,0.52,0.52,0.54,0.53,0.52,0.51,0.51,0.48,0.49,0.5,0.48,0.46,0.43,0.41,0.42,0.44,0.44,0.41,0.41,0.39,0.4,0.38,0.38,0.37,0.38,0.38,0.39,0.33,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.31,0.29,0.32,0.31,0.3,0.3,0.3,0.3,0.3,0.28,0.27,0.27,0.25,0.25,0.26,0.24,0.23,0.25,0.24,0.25,0.24,0.23,0.24,0.23,0.23,0.24,0.24,0.22,0.21,0.22,0.21,0.22,0.21,0.2,0.2,0.21,0.2,0.19,0.2,0.2,0.19,0.19,0.2,0.21,0.19,0.19,0.2,0.22,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.16,0.16,0.17,0.17,0.16,0.18,0.17,0.16,0.16,0.15,0.15,0.17,0.15,0.14,0.15,0.15,0.15,0.16,0.18,0.15,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.12,0.14,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.8
07/27/2021,6.22,5.82,4.21,2.27,2.09,2.05,1.42,1.32,1.35,1.23,1.21,1.11,1.06,0.96,0.94,0.91,0.9,0.86,0.77,0.8,0.72,0.65,0.61,0.63,0.65,0.61,0.62,0.63,0.57,0.59,0.56,0.58,0.54,0.56,0.56,0.52,0.52,0.54,0.53,0.52,0.51,0.5,0.5,0.46,0.5,0.48,0.46,0.43,0.41,0.42,0.44,0.44,0.41,0.41,0.39,0.4,0.37,0.38,0.38,0.38,0.39,0.38,0.33,0.35,0.33,0.34,0.34,0.35,0.34,0.34,0.31,0.3,0.31,0.3,0.31,0.31,0.3,0.3,0.29,0.27,0.27,0.27,0.25,0.25,0.26,0.24,0.23,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.23,0.22,0.21,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.19,0.2,0.2,0.19,0.19,0.2,0.0,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.16,0.17,0.17,0.17,0.16,0.18,0.17,0.16,0.16,0.15,0.15,0.17,0.14,0.14,0.15,0.15,0.15,0.16,0.18,0.15,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.12,0.14,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.14,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.13,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.80000000000001
07/28/2021,6.23,5.83,4.19,2.37,2.14,2.1,1.41,1.3,1.33,1.22,1.21,1.13,1.05,0.97,0.95,0.91,0.92,0.86,0.76,0.8,0.72,0.65,0.61,0.62,0.64,0.57,0.62,0.62,0.57,0.59,0.56,0.58,0.54,0.57,0.56,0.51,0.52,0.54,0.53,0.52,0.52,0.49,0.49,0.46,0.5,0.48,0.46,0.44,0.41,0.41,0.43,0.43,0.42,0.41,0.39,0.4,0.37,0.38,0.38,0.39,0.4,0.38,0.33,0.35,0.33,0.34,0.34,0.35,0.34,0.35,0.31,0.3,0.31,0.3,0.31,0.31,0.3,0.3,0.29,0.27,0.27,0.27,0.25,0.25,0.26,0.24,0.23,0.25,0.25,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.23,0.22,0.2,0.21,0.21,0.22,0.2,0.2,0.19,0.2,0.2,0.2,0.19,0.2,0.2,0.19,0.21,0.2,0.19,0.19,0.19,0.0,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.16,0.16,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.15,0.15,0.17,0.14,0.14,0.14,0.15,0.15,0.16,0.17,0.14,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.11,0.14,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.14,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.13,0.1,0.11,0.1,0.11,0.1,0.11,0.1,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.1,0.1,0.1,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.81
07/29/2021,6.23,5.81,4.23,2.38,2.15,2.12,1.41,1.28,1.35,1.22,1.21,1.13,1.04,0.96,0.94,0.92,0.92,0.87,0.77,0.79,0.72,0.66,0.61,0.62,0.64,0.58,0.62,0.62,0.57,0.59,0.55,0.58,0.54,0.56,0.55,0.52,0.52,0.54,0.53,0.52,0.52,0.5,0.49,0.46,0.5,0.49,0.46,0.43,0.41,0.4,0.42,0.43,0.41,0.4,0.39,0.4,0.37,0.38,0.37,0.39,0.4,0.38,0.33,0.35,0.33,0.34,0.34,0.35,0.34,0.34,0.31,0.3,0.31,0.3,0.31,0.31,0.3,0.3,0.29,0.27,0.27,0.27,0.25,0.24,0.25,0.24,0.23,0.25,0.25,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.23,0.22,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.2,0.2,0.19,0.19,0.2,0.2,0.19,0.21,0.2,0.19,0.19,0.2,0.0,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.16,0.16,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.15,0.15,0.17,0.15,0.15,0.14,0.15,0.15,0.16,0.17,0.15,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.14,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.81
07/30/2021,6.17,5.78,4.17,2.36,2.13,2.09,1.43,1.28,1.33,1.23,1.22,1.14,1.05,0.95,0.93,0.92,0.91,0.87,0.77,0.79,0.72,0.66,0.62,0.62,0.63,0.58,0.62,0.63,0.57,0.6,0.56,0.58,0.54,0.56,0.56,0.52,0.53,0.54,0.52,0.52,0.52,0.5,0.49,0.46,0.5,0.49,0.47,0.43,0.42,0.38,0.43,0.43,0.42,0.4,0.39,0.41,0.38,0.38,0.37,0.38,0.4,0.38,0.33,0.36,0.33,0.34,0.33,0.35,0.34,0.34,0.31,0.3,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.27,0.27,0.27,0.25,0.25,0.26,0.25,0.22,0.26,0.25,0.24,0.25,0.24,0.24,0.23,0.23,0.23,0.24,0.22,0.2,0.21,0.21,0.22,0.2,0.2,0.18,0.2,0.2,0.2,0.19,0.2,0.2,0.18,0.2,0.2,0.19,0.19,0.2,0.0,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.15,0.15,0.17,0.14,0.16,0.15,0.15,0.15,0.16,0.17,0.14,0.14,0.15,0.13,0.14,0.15,0.13,0.14,0.13,0.13,0.12,0.12,0.11,0.14,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.14,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.27,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.79
08/02/2021,6.1,5.76,4.12,2.29,2.18,2.07,1.41,1.31,1.39,1.24,1.21,1.12,1.04,0.89,0.93,0.91,0.91,0.86,0.78,0.79,0.71,0.67,0.61,0.62,0.63,0.58,0.62,0.64,0.57,0.59,0.56,0.58,0.54,0.57,0.56,0.53,0.52,0.54,0.53,0.52,0.52,0.51,0.5,0.47,0.5,0.49,0.47,0.45,0.42,0.37,0.43,0.42,0.42,0.41,0.39,0.41,0.38,0.37,0.37,0.38,0.38,0.38,0.34,0.35,0.33,0.34,0.34,0.34,0.34,0.35,0.31,0.33,0.31,0.31,0.31,0.31,0.3,0.3,0.29,0.27,0.26,0.27,0.25,0.24,0.26,0.24,0.23,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.22,0.24,0.22,0.21,0.21,0.21,0.22,0.2,0.2,0.18,0.2,0.2,0.2,0.2,0.19,0.19,0.17,0.21,0.21,0.19,0.19,0.2,0.0,0.17,0.18,0.18,0.18,0.18,0.19,0.18,0.16,0.16,0.17,0.17,0.16,0.17,0.16,0.15,0.16,0.15,0.15,0.17,0.15,0.16,0.15,0.15,0.15,0.16,0.17,0.15,0.15,0.15,0.13,0.14,0.15,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.14,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.0,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.28,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.68000000000002
08/03/2021,6.14,5.76,3.83,2.29,2.17,2.07,1.42,1.3,1.42,1.23,1.22,1.12,1.04,0.87,0.94,0.93,0.91,0.86,0.78,0.8,0.72,0.65,0.62,0.62,0.63,0.58,0.63,0.64,0.58,0.59,0.55,0.58,0.54,0.57,0.57,0.53,0.52,0.54,0.53,0.53,0.52,0.51,0.51,0.47,0.51,0.49,0.47,0.45,0.42,0.37,0.44,0.42,0.43,0.41,0.39,0.41,0.37,0.37,0.37,0.39,0.38,0.38,0.33,0.35,0.33,0.34,0.35,0.35,0.34,0.35,0.3,0.35,0.31,0.31,0.31,0.31,0.3,0.3,0.29,0.27,0.27,0.28,0.25,0.24,0.26,0.24,0.23,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.22,0.24,0.22,0.2,0.21,0.21,0.22,0.2,0.2,0.18,0.2,0.2,0.2,0.19,0.2,0.2,0.17,0.21,0.21,0.18,0.19,0.2,0.0,0.17,0.18,0.19,0.19,0.18,0.19,0.18,0.16,0.16,0.17,0.17,0.17,0.17,0.16,0.15,0.16,0.15,0.15,0.17,0.15,0.16,0.15,0.15,0.15,0.16,0.17,0.15,0.15,0.15,0.13,0.14,0.15,0.14,0.14,0.14,0.13,0.12,0.13,0.11,0.14,0.11,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.11,0.0,0.11,0.29,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.62
08/04/2021,6.14,5.76,3.83,2.29,2.17,2.07,1.42,1.3,1.42,1.23,1.22,1.12,1.04,0.87,0.94,0.93,0.91,0.86,0.78,0.8,0.72,0.65,0.62,0.62,0.63,0.58,0.63,0.64,0.58,0.59,0.55,0.58,0.54,0.57,0.57,0.53,0.52,0.54,0.53,0.53,0.52,0.51,0.51,0.47,0.51,0.49,0.47,0.45,0.42,0.37,0.44,0.42,0.43,0.41,0.39,0.41,0.37,0.37,0.37,0.39,0.38,0.38,0.33,0.35,0.33,0.34,0.35,0.35,0.34,0.35,0.3,0.35,0.31,0.31,0.31,0.31,0.3,0.3,0.29,0.27,0.27,0.28,0.25,0.24,0.26,0.24,0.23,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.22,0.24,0.22,0.2,0.21,0.21,0.22,0.2,0.2,0.18,0.2,0.2,0.2,0.19,0.2,0.2,0.17,0.21,0.21,0.18,0.19,0.2,0.0,0.17,0.18,0.19,0.19,0.18,0.19,0.18,0.16,0.16,0.17,0.17,0.17,0.17,0.16,0.15,0.16,0.15,0.15,0.17,0.15,0.16,0.15,0.15,0.15,0.16,0.17,0.15,0.15,0.15,0.13,0.14,0.15,0.14,0.14,0.14,0.13,0.12,0.13,0.11,0.14,0.11,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.11,0.0,0.11,0.29,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.62
08/05/2021,6.14,5.76,3.83,2.29,2.17,2.07,1.42,1.3,1.42,1.23,1.22,1.12,1.04,0.87,0.94,0.93,0.91,0.86,0.78,0.8,0.72,0.65,0.62,0.62,0.63,0.58,0.63,0.64,0.58,0.59,0.55,0.58,0.54,0.57,0.57,0.53,0.52,0.54,0.53,0.53,0.52,0.51,0.51,0.47,0.51,0.49,0.47,0.45,0.42,0.37,0.44,0.42,0.43,0.41,0.39,0.41,0.37,0.37,0.37,0.39,0.38,0.38,0.33,0.35,0.33,0.34,0.35,0.35,0.34,0.35,0.3,0.35,0.31,0.31,0.31,0.31,0.3,0.3,0.29,0.27,0.27,0.28,0.25,0.24,0.26,0.24,0.23,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.22,0.24,0.22,0.2,0.21,0.21,0.22,0.2,0.2,0.18,0.2,0.2,0.2,0.19,0.2,0.2,0.17,0.21,0.21,0.18,0.19,0.2,0.0,0.17,0.18,0.19,0.19,0.18,0.19,0.18,0.16,0.16,0.17,0.17,0.17,0.17,0.16,0.15,0.16,0.15,0.15,0.17,0.15,0.16,0.15,0.15,0.15,0.16,0.17,0.15,0.15,0.15,0.13,0.14,0.15,0.14,0.14,0.14,0.13,0.12,0.13,0.11,0.14,0.11,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.11,0.0,0.11,0.29,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.62
08/06/2021,6.16,5.77,3.85,2.24,2.17,2.07,1.42,1.32,1.46,1.23,1.22,1.07,1.06,0.86,0.94,0.94,0.86,0.84,0.77,0.79,0.71,0.66,0.6,0.62,0.62,0.58,0.63,0.68,0.58,0.59,0.55,0.58,0.54,0.58,0.56,0.53,0.52,0.54,0.53,0.53,0.54,0.52,0.51,0.47,0.51,0.47,0.47,0.44,0.42,0.37,0.43,0.43,0.42,0.41,0.39,0.42,0.38,0.37,0.37,0.39,0.37,0.38,0.34,0.36,0.33,0.34,0.35,0.34,0.34,0.35,0.3,0.36,0.31,0.0,0.32,0.31,0.29,0.3,0.29,0.27,0.28,0.28,0.26,0.24,0.26,0.23,0.24,0.26,0.22,0.25,0.24,0.23,0.24,0.23,0.23,0.22,0.24,0.22,0.2,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.2,0.2,0.2,0.2,0.2,0.17,0.2,0.2,0.18,0.19,0.19,0.0,0.17,0.18,0.19,0.19,0.18,0.19,0.17,0.16,0.16,0.17,0.17,0.17,0.18,0.16,0.15,0.16,0.15,0.13,0.17,0.15,0.16,0.15,0.15,0.15,0.16,0.18,0.15,0.14,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.13,0.12,0.13,0.12,0.14,0.11,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.31,0.11,0.0,0.1,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.63
08/09/2021,6.14,5.81,3.85,2.32,2.18,2.08,1.41,1.37,1.47,1.23,1.22,1.08,1.03,0.88,0.94,0.93,0.87,0.85,0.78,0.8,0.71,0.64,0.62,0.61,0.64,0.58,0.63,0.67,0.58,0.58,0.54,0.57,0.53,0.59,0.57,0.52,0.51,0.54,0.53,0.53,0.56,0.52,0.52,0.47,0.52,0.47,0.46,0.44,0.41,0.37,0.43,0.43,0.42,0.41,0.39,0.42,0.38,0.36,0.36,0.39,0.37,0.39,0.34,0.35,0.34,0.35,0.35,0.34,0.34,0.34,0.3,0.36,0.31,0.0,0.32,0.31,0.29,0.3,0.28,0.28,0.28,0.28,0.25,0.23,0.26,0.24,0.24,0.26,0.21,0.25,0.23,0.23,0.24,0.23,0.22,0.22,0.23,0.22,0.2,0.19,0.21,0.22,0.2,0.2,0.18,0.21,0.2,0.19,0.19,0.2,0.19,0.17,0.2,0.2,0.18,0.2,0.2,0.1,0.17,0.18,0.19,0.19,0.18,0.19,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.14,0.16,0.15,0.13,0.17,0.16,0.16,0.14,0.15,0.15,0.16,0.17,0.14,0.14,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.13,0.12,0.13,0.11,0.14,0.0,0.12,0.13,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.13,0.12,0.11,0.14,0.14,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.0,0.12,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.12,0.12,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.11,0.1,0.0,0.0,0.11,0.0,0.34,0.0,0.0,0.1,0.0,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.64000000000001
08/10/2021,6.09,5.79,3.81,2.31,2.17,2.07,1.44,1.35,1.43,1.27,1.21,1.08,1.04,0.87,0.93,0.92,0.87,0.86,0.8,0.8,0.72,0.65,0.61,0.61,0.64,0.58,0.62,0.67,0.58,0.58,0.54,0.57,0.53,0.59,0.56,0.52,0.51,0.54,0.53,0.53,0.56,0.54,0.52,0.47,0.52,0.47,0.46,0.44,0.41,0.37,0.42,0.43,0.42,0.41,0.39,0.42,0.39,0.35,0.36,0.39,0.37,0.39,0.34,0.35,0.34,0.36,0.35,0.34,0.34,0.34,0.3,0.36,0.31,0.0,0.32,0.31,0.3,0.3,0.28,0.29,0.28,0.28,0.25,0.24,0.26,0.24,0.24,0.26,0.22,0.25,0.23,0.23,0.24,0.23,0.22,0.22,0.23,0.22,0.2,0.19,0.21,0.22,0.21,0.2,0.18,0.21,0.2,0.19,0.19,0.2,0.19,0.17,0.2,0.2,0.18,0.19,0.2,0.1,0.17,0.18,0.19,0.19,0.18,0.19,0.18,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.14,0.16,0.15,0.14,0.17,0.16,0.16,0.14,0.15,0.14,0.16,0.17,0.14,0.14,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.12,0.12,0.13,0.11,0.14,0.11,0.12,0.13,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.13,0.12,0.11,0.13,0.13,0.0,0.12,0.11,0.0,0.0,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.12,0.12,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.1,0.0,0.11,0.11,0.0,0.34,0.0,0.0,0.1,0.0,0.1,0.31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.60000000000001
