,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,ABBV,PEP,T,NKE,TMO,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,UPS,HON,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,BA,RTX,BLK,GS,AMAT,AMT,IBM,TGT,CAT,AMD,MMM,GE,ISRG,NOW,AXP,DE,CVS,SCHW,CHTR,SPGI,ANTM,LMT,ZTS,BKNG,MU,PLD,FIS,LRCX,MDLZ,SYK,ADP,GILD,TMUS,CCI,MO,TJX,COP,CI,PNC,DUK,USB,TFC,FDX,CB,MMC,BDX,GM,EQIX,CSX,ATVI,EL,CME,CL,ILMN,COF,XTSLA,NSC,ICE,EW,SHW,SO,ADSK,FISV,D,REGN,APD,BSX,ADI,ITW,MCO,HUM,EMR,PGR,GPN,ETN,NXPI,AON,NOC,WM,TWTR,IDXX,HCA,F,FCX,ECL,BIIB,VRTX,DG,NEM,ROP,KLAC,PSA,DOW,IQV,EOG,JCI,SLB,AEP,DXCM,APTV,SNPS,GD,CNC,INFO,DLR,MET,ALGN,EXC,ROST,CMG,MSCI,LHX,KMB,TEL,A,EBAY,TT,TROW,PPG,CARR,PRU,PH,ALL,AIG,MCHP,BK,ORLY,ALXN,DD,BAX,APH,SPG,SRE,EA,DFS,TDG,XLNX,XEL,PSX,HPQ,SBAC,YUM,WELL,SYY,GIS,HLT,CMI,KMI,PAYX,TRV,IFF,CDNS,STZ,MSI,RMD,FTNT,MAR,MRNA,CTSH,USD,OTIS,MNST,MPC,GE.,ROK,AFL,MTD,WBA,CTAS,PXD,MTCH,SIVB,AZO,n/a,SUM
07/09/2021,6.05,5.68,4.28,2.3,2.06,2.01,1.43,1.4,1.38,1.26,1.2,1.1,1.05,0.93,0.92,0.9,0.89,0.86,0.82,0.77,0.72,0.71,0.65,0.63,0.63,0.62,0.61,0.6,0.57,0.57,0.56,0.56,0.56,0.55,0.55,0.55,0.54,0.53,0.52,0.52,0.51,0.49,0.48,0.48,0.48,0.47,0.46,0.43,0.42,0.42,0.41,0.41,0.41,0.41,0.4,0.4,0.38,0.38,0.37,0.37,0.37,0.36,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.33,0.32,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.27,0.27,0.26,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.52000000000001
07/12/2021,6.13,5.7,4.37,2.26,2.05,2.01,1.42,1.35,1.37,1.25,1.22,1.09,1.06,0.95,0.92,0.92,0.88,0.86,0.8,0.79,0.73,0.7,0.64,0.63,0.62,0.61,0.61,0.6,0.58,0.57,0.56,0.57,0.55,0.56,0.56,0.54,0.54,0.54,0.52,0.52,0.52,0.48,0.48,0.47,0.49,0.47,0.47,0.43,0.42,0.42,0.42,0.42,0.41,0.41,0.4,0.4,0.38,0.38,0.37,0.38,0.37,0.36,0.36,0.35,0.34,0.33,0.33,0.35,0.34,0.34,0.32,0.3,0.31,0.31,0.31,0.3,0.3,0.29,0.29,0.28,0.28,0.27,0.26,0.25,0.26,0.24,0.24,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.24,0.24,0.23,0.22,0.22,0.22,0.21,0.21,0.2,0.19,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.60000000000001
07/13/2021,6.13,5.7,4.37,2.26,2.05,2.01,1.42,1.35,1.37,1.25,1.22,1.09,1.06,0.95,0.92,0.92,0.88,0.86,0.8,0.79,0.73,0.7,0.64,0.63,0.62,0.61,0.61,0.6,0.58,0.57,0.56,0.57,0.55,0.56,0.56,0.54,0.54,0.54,0.52,0.52,0.52,0.48,0.48,0.47,0.49,0.47,0.47,0.43,0.42,0.42,0.42,0.42,0.41,0.41,0.4,0.4,0.38,0.38,0.37,0.38,0.37,0.36,0.36,0.35,0.34,0.33,0.33,0.35,0.34,0.34,0.32,0.3,0.31,0.31,0.31,0.3,0.3,0.29,0.29,0.28,0.28,0.27,0.26,0.25,0.26,0.24,0.24,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.24,0.24,0.23,0.22,0.22,0.22,0.21,0.21,0.2,0.19,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.60000000000001
07/14/2021,6.15,5.65,4.3,2.27,2.04,1.99,1.44,1.35,1.37,1.27,1.21,1.09,1.05,0.95,0.92,0.91,0.88,0.87,0.82,0.78,0.72,0.7,0.64,0.63,0.61,0.61,0.61,0.6,0.57,0.57,0.56,0.56,0.55,0.55,0.55,0.54,0.53,0.54,0.53,0.52,0.51,0.49,0.48,0.47,0.49,0.47,0.47,0.43,0.42,0.42,0.42,0.43,0.41,0.41,0.4,0.4,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.35,0.34,0.34,0.33,0.34,0.34,0.33,0.32,0.3,0.31,0.31,0.3,0.3,0.3,0.29,0.29,0.29,0.27,0.27,0.26,0.25,0.25,0.24,0.24,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.24,0.24,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.2,0.2,0.19,0.19,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.16,0.16,0.18,0.17,0.17,0.18,0.16,0.16,0.16,0.16,0.15,0.17,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.53000000000002
07/15/2021,6.15,5.65,4.3,2.27,2.04,1.99,1.44,1.35,1.37,1.27,1.21,1.09,1.05,0.95,0.92,0.91,0.88,0.87,0.82,0.78,0.72,0.7,0.64,0.63,0.61,0.61,0.61,0.6,0.57,0.57,0.56,0.56,0.55,0.55,0.55,0.54,0.53,0.54,0.53,0.52,0.51,0.49,0.48,0.47,0.49,0.47,0.47,0.43,0.42,0.42,0.42,0.43,0.41,0.41,0.4,0.4,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.35,0.34,0.34,0.33,0.34,0.34,0.33,0.32,0.3,0.31,0.31,0.3,0.3,0.3,0.29,0.29,0.29,0.27,0.27,0.26,0.25,0.25,0.24,0.24,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.24,0.24,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.2,0.2,0.19,0.19,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.16,0.16,0.18,0.17,0.17,0.18,0.16,0.16,0.16,0.16,0.15,0.17,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.53000000000002
07/16/2021,6.17,5.71,4.26,2.28,2.07,2.01,1.43,1.36,1.39,1.27,1.2,1.11,1.07,0.96,0.91,0.91,0.91,0.9,0.81,0.78,0.72,0.7,0.65,0.63,0.61,0.62,0.61,0.6,0.57,0.58,0.56,0.57,0.55,0.56,0.55,0.54,0.53,0.54,0.53,0.52,0.51,0.48,0.47,0.48,0.49,0.48,0.46,0.43,0.41,0.41,0.42,0.43,0.41,0.41,0.39,0.4,0.38,0.38,0.37,0.37,0.38,0.37,0.34,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.32,0.3,0.31,0.31,0.31,0.3,0.3,0.29,0.29,0.29,0.26,0.27,0.26,0.25,0.26,0.24,0.24,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.19,0.19,0.2,0.2,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.16,0.16,0.17,0.17,0.17,0.18,0.16,0.16,0.16,0.15,0.15,0.17,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.71000000000001
07/19/2021,6.3,5.73,4.21,2.23,2.07,2.02,1.43,1.28,1.36,1.27,1.2,1.14,1.07,0.94,0.93,0.92,0.92,0.91,0.79,0.78,0.72,0.68,0.65,0.63,0.6,0.61,0.61,0.61,0.56,0.59,0.56,0.58,0.55,0.56,0.55,0.53,0.53,0.54,0.53,0.53,0.5,0.5,0.48,0.47,0.49,0.48,0.46,0.43,0.42,0.42,0.44,0.42,0.41,0.41,0.4,0.41,0.38,0.38,0.37,0.37,0.38,0.37,0.33,0.35,0.34,0.34,0.33,0.35,0.34,0.34,0.31,0.29,0.32,0.3,0.31,0.3,0.3,0.29,0.29,0.29,0.26,0.27,0.26,0.25,0.26,0.24,0.23,0.25,0.25,0.24,0.24,0.23,0.24,0.23,0.24,0.24,0.24,0.22,0.21,0.22,0.22,0.22,0.22,0.2,0.2,0.2,0.19,0.19,0.2,0.2,0.2,0.19,0.21,0.21,0.19,0.18,0.2,0.21,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.18,0.16,0.16,0.16,0.15,0.16,0.17,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.15,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.14,0.11,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.75000000000001
07/20/2021,6.3,5.73,4.21,2.23,2.07,2.02,1.43,1.28,1.36,1.27,1.2,1.14,1.07,0.94,0.93,0.92,0.92,0.91,0.79,0.78,0.72,0.68,0.65,0.63,0.6,0.61,0.61,0.61,0.56,0.59,0.56,0.58,0.55,0.56,0.55,0.53,0.53,0.54,0.53,0.53,0.5,0.5,0.48,0.47,0.49,0.48,0.46,0.43,0.42,0.42,0.44,0.42,0.41,0.41,0.4,0.41,0.38,0.38,0.37,0.37,0.38,0.37,0.33,0.35,0.34,0.34,0.33,0.35,0.34,0.34,0.31,0.29,0.32,0.3,0.31,0.3,0.3,0.29,0.29,0.29,0.26,0.27,0.26,0.25,0.26,0.24,0.23,0.25,0.25,0.24,0.24,0.23,0.24,0.23,0.24,0.24,0.24,0.22,0.21,0.22,0.22,0.22,0.22,0.2,0.2,0.2,0.19,0.19,0.2,0.2,0.2,0.19,0.21,0.21,0.19,0.18,0.2,0.21,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.18,0.16,0.16,0.16,0.15,0.16,0.17,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.15,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.14,0.11,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.75000000000001
07/21/2021,6.26,5.76,4.18,2.23,2.08,2.05,1.44,1.23,1.35,1.25,1.21,1.14,1.08,0.94,0.93,0.94,0.92,0.89,0.78,0.79,0.72,0.66,0.64,0.64,0.6,0.61,0.62,0.62,0.57,0.6,0.57,0.59,0.55,0.56,0.56,0.52,0.54,0.54,0.52,0.53,0.5,0.5,0.49,0.47,0.5,0.48,0.46,0.43,0.42,0.42,0.44,0.43,0.41,0.41,0.4,0.42,0.38,0.39,0.38,0.37,0.38,0.37,0.33,0.34,0.34,0.34,0.32,0.35,0.34,0.34,0.31,0.28,0.32,0.3,0.31,0.3,0.3,0.29,0.29,0.28,0.27,0.27,0.26,0.25,0.26,0.24,0.23,0.26,0.25,0.23,0.25,0.23,0.24,0.23,0.24,0.24,0.24,0.22,0.2,0.22,0.21,0.22,0.21,0.2,0.19,0.2,0.2,0.2,0.19,0.2,0.19,0.19,0.21,0.21,0.19,0.19,0.19,0.22,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.18,0.17,0.17,0.16,0.15,0.16,0.17,0.14,0.14,0.15,0.15,0.15,0.16,0.16,0.15,0.13,0.15,0.13,0.14,0.14,0.13,0.14,0.12,0.13,0.12,0.13,0.12,0.14,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.79000000000002
07/22/2021,6.19,5.78,4.21,2.24,2.08,2.04,1.43,1.3,1.38,1.23,1.22,1.13,1.07,0.96,0.94,0.95,0.89,0.87,0.77,0.8,0.72,0.65,0.65,0.64,0.61,0.61,0.62,0.62,0.58,0.6,0.56,0.6,0.55,0.56,0.57,0.51,0.54,0.54,0.53,0.54,0.52,0.49,0.5,0.48,0.51,0.47,0.46,0.43,0.42,0.42,0.42,0.44,0.41,0.41,0.39,0.42,0.37,0.39,0.38,0.38,0.38,0.37,0.32,0.34,0.33,0.33,0.33,0.35,0.34,0.34,0.31,0.29,0.32,0.29,0.31,0.3,0.29,0.29,0.29,0.28,0.27,0.27,0.26,0.25,0.26,0.24,0.23,0.26,0.24,0.23,0.25,0.23,0.24,0.24,0.23,0.24,0.24,0.22,0.2,0.22,0.21,0.22,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.21,0.19,0.19,0.2,0.21,0.2,0.19,0.19,0.22,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.18,0.17,0.16,0.16,0.15,0.15,0.17,0.14,0.14,0.15,0.15,0.15,0.16,0.16,0.14,0.13,0.15,0.14,0.14,0.15,0.13,0.14,0.12,0.13,0.12,0.13,0.11,0.14,0.0,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.74000000000001
