,WMT,AMZN,AAPL,UNH,CVS,BRK.B,MCK,COST,ABC,XOM,MSFT,T,CI,CAH,HD,JPM,KR,VZ,ANTM,F,CNC,WBA,GM,CMCSA,TGT,GOOGL,GOOG,FB,LOW,CVX,UPS,BAC,JNJ,HUM,WFC,FDX,TMUS,PG,INTC,C,PEP,GE,MPC,IBM,LMT,ADM,HPQ,GS,PSX,MET,VLO,RTX,PRU,DIS,MS,BA,HCA,CHTR,ABBV,PFE,ACN,BBY,CSCO,ALL,PGR,NKE,MRK,BMY,CAT,SYY,TSN,DE,ABT,TMO,ORCL,AIG,TJX,TSLA,AXP,GD,DOW,CB,NOC,DG,EXC,KO,MMM,HON,TRV,MDT,QCOM,COF,NFLX,PM,DHR,LIN,VIAC,LLY,LYB,MDLZ,AVGO,GILD,DLTR,AMGN,LEN,HPE,DHI,PYPL,SBUX,KHC,MU,DUK,CRM,COP,CBRE,TFC,JCI,NVDA,USB,V,AFL,KMX,SO,AMAT,WHR,CDW,CMI,HIG,KMB,IP,UNP,MO,BDX,MCD,CARR,SLB,NUE,SHW,NEE,BLK,OXY,LUMN,PCAR,ETN,MMC,DD,GIS,LHX,DISH,BKR,PNC,EMR,DXC,GPC,LH,NRG,CL,CTSH,LNC,ROST,CHRW,WM,MA,SWK,AZO,WRK,GPS,EL,TXN,BK,AEP,SYK,ADBE,WDC,ADP,FISV,LB,CTVA,D,APTV,KMI,PPG,FCX,PH,K,EIX,SCHW,OTIS,ORLY,AMD,TEL,LRCX,TT,J,PFG,FIS,L,OMC,IQV,VTRS,ITW,BLL,DFS,LDOS,ED,EBAY,GE.,AMP,TXT,DVA,AON,BBWI WI,AMCR,PWR,BBWI,DGX,TSCO,AAL,DAL,EOG,UAL,BWA,HAL,AGPXX,OKE,PXD,LKQ,GWW,EXPD,DTE,CHV.,TRVC.,PEP.,ALS.,PEO.,4I1.,NRA.,PG4.,A4S.,NEM,GLW,MAR,PEG,PAYC,STT,FE,PHM,SRE,XEL,LUV,MOS,DVN,PARA,MOH,MRNA,CEG,REGN,SUM
12/31/2021,4.08,3.23,2.63,2.09,2.11,1.98,1.89,1.41,1.64,1.72,1.26,1.35,1.29,1.27,1.03,0.91,0.95,1.01,1.02,0.93,0.94,1.01,0.85,0.85,0.7,0.86,0.85,0.84,0.66,0.97,0.69,0.67,0.67,0.59,0.6,0.64,0.59,0.58,0.58,0.57,0.55,0.53,0.74,0.57,0.48,0.6,0.48,0.46,0.69,0.52,0.7,0.45,0.51,0.48,0.44,0.45,0.43,0.39,0.42,0.56,0.4,0.36,0.39,0.38,0.36,0.33,0.37,0.36,0.35,0.42,0.34,0.31,0.32,0.29,0.25,0.36,0.32,0.36,0.29,0.28,0.38,0.29,0.28,0.25,0.28,0.28,0.25,0.24,0.25,0.21,0.24,0.22,0.21,0.23,0.21,0.22,0.19,0.23,0.3,0.21,0.2,0.2,0.18,0.2,0.18,0.21,0.19,0.18,0.2,0.2,0.22,0.18,0.17,0.26,0.19,0.16,0.17,0.18,0.16,0.18,0.16,0.16,0.17,0.18,0.16,0.15,0.17,0.16,0.14,0.16,0.15,0.16,0.15,0.16,0.14,0.15,0.23,0.14,0.15,0.14,0.16,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.17,0.13,0.14,0.14,0.13,0.15,0.12,0.13,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.14,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.12,0.16,0.11,0.1,0.11,0.14,0.0,0.0,0.12,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.1,0.0,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.12,0.14,0.1,0.0,0.24,0.0,0.1,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.49000000000001
01/03/2022,4.14,3.2,2.59,2.1,2.13,1.99,1.91,1.41,1.66,1.68,1.25,1.34,1.3,1.28,1.04,0.91,0.98,1.0,1.03,0.92,0.93,1.03,0.86,0.85,0.72,0.84,0.84,0.84,0.67,0.0,0.69,0.67,0.68,0.59,0.59,0.65,0.58,0.58,0.57,0.0,0.0,0.0,0.73,0.57,0.49,0.6,0.47,0.46,0.68,0.52,0.71,0.45,0.51,0.49,0.43,0.44,0.44,0.39,0.43,0.55,0.39,0.37,0.39,0.0,0.36,0.33,0.37,0.36,0.35,0.42,0.34,0.3,0.32,0.29,0.25,0.35,0.33,0.35,0.29,0.28,0.38,0.29,0.28,0.26,0.0,0.28,0.25,0.24,0.25,0.21,0.24,0.22,0.2,0.0,0.21,0.22,0.2,0.23,0.3,0.21,0.2,0.21,0.19,0.2,0.18,0.21,0.19,0.18,0.21,0.2,0.22,0.18,0.17,0.26,0.2,0.16,0.17,0.17,0.16,0.18,0.16,0.16,0.17,0.17,0.16,0.15,0.17,0.16,0.14,0.16,0.15,0.16,0.15,0.16,0.14,0.15,0.23,0.14,0.15,0.14,0.15,0.15,0.16,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.0,0.13,0.14,0.14,0.13,0.15,0.12,0.13,0.12,0.11,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.15,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.12,0.16,0.11,0.1,0.11,0.14,0.1,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.12,0.14,0.11,0.0,0.26,0.0,0.0,0.0,0.0,0.11,0.11,0.96,0.57,0.55,0.39,0.29,0.23,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.64999999999999
01/03/2022,4.2,3.17,2.6,2.1,2.13,2.0,1.92,1.43,1.65,1.7,1.24,1.34,1.3,1.27,1.06,0.91,0.99,1.0,1.03,0.93,0.92,1.04,0.87,0.85,0.72,0.84,0.83,0.82,0.67,0.0,0.69,0.67,0.68,0.59,0.6,0.65,0.58,0.58,0.57,0.0,0.0,0.0,0.74,0.57,0.49,0.61,0.47,0.46,0.68,0.52,0.72,0.46,0.51,0.49,0.43,0.44,0.44,0.39,0.43,0.56,0.4,0.37,0.39,0.0,0.36,0.33,0.37,0.36,0.35,0.43,0.35,0.3,0.32,0.29,0.25,0.36,0.33,0.35,0.29,0.28,0.38,0.29,0.28,0.26,0.0,0.29,0.25,0.25,0.25,0.21,0.24,0.22,0.2,0.0,0.21,0.22,0.19,0.23,0.3,0.22,0.2,0.2,0.19,0.2,0.18,0.21,0.2,0.18,0.21,0.2,0.22,0.18,0.17,0.26,0.2,0.16,0.17,0.17,0.16,0.18,0.16,0.16,0.17,0.17,0.16,0.15,0.17,0.16,0.15,0.16,0.15,0.16,0.15,0.16,0.14,0.15,0.23,0.14,0.15,0.14,0.15,0.15,0.16,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.0,0.13,0.14,0.14,0.13,0.16,0.13,0.13,0.12,0.11,0.14,0.12,0.13,0.12,0.12,0.12,0.12,0.0,0.15,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.12,0.16,0.11,0.11,0.11,0.14,0.1,0.0,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.12,0.14,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.11,0.96,0.57,0.56,0.39,0.3,0.23,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.78
01/03/2022,4.2,3.17,2.6,2.1,2.13,2.0,1.92,1.43,1.65,1.7,1.24,1.34,1.3,1.27,1.06,0.91,0.99,1.0,1.03,0.93,0.92,1.04,0.87,0.85,0.72,0.84,0.83,0.82,0.67,0.0,0.69,0.67,0.68,0.59,0.6,0.65,0.58,0.58,0.57,0.0,0.0,0.0,0.74,0.57,0.49,0.61,0.47,0.46,0.68,0.52,0.72,0.46,0.51,0.49,0.43,0.44,0.44,0.39,0.43,0.56,0.4,0.37,0.39,0.0,0.36,0.33,0.37,0.36,0.35,0.43,0.35,0.3,0.32,0.29,0.25,0.36,0.33,0.35,0.29,0.28,0.38,0.29,0.28,0.26,0.0,0.29,0.25,0.25,0.25,0.21,0.24,0.22,0.2,0.0,0.21,0.22,0.19,0.23,0.3,0.22,0.2,0.2,0.19,0.2,0.18,0.21,0.2,0.18,0.21,0.2,0.22,0.18,0.17,0.26,0.2,0.16,0.17,0.17,0.16,0.18,0.16,0.16,0.17,0.17,0.16,0.15,0.17,0.16,0.15,0.16,0.15,0.16,0.15,0.16,0.14,0.15,0.23,0.14,0.15,0.14,0.15,0.15,0.16,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.0,0.13,0.14,0.14,0.13,0.16,0.13,0.13,0.12,0.11,0.14,0.12,0.13,0.12,0.12,0.12,0.12,0.0,0.15,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.12,0.16,0.11,0.11,0.11,0.14,0.1,0.0,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.12,0.14,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.11,0.96,0.57,0.56,0.39,0.3,0.23,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.78
01/04/2022,4.2,3.17,2.6,2.1,2.13,2.0,1.92,1.43,1.65,1.7,1.24,1.34,1.3,1.27,1.06,0.91,0.99,1.0,1.03,0.93,0.92,1.04,0.87,0.85,0.72,0.84,0.83,0.82,0.67,0.0,0.69,0.67,0.68,0.59,0.6,0.65,0.58,0.58,0.57,0.0,0.0,0.0,0.74,0.57,0.49,0.61,0.47,0.46,0.68,0.52,0.72,0.46,0.51,0.49,0.43,0.44,0.44,0.39,0.43,0.56,0.4,0.37,0.39,0.0,0.36,0.33,0.37,0.36,0.35,0.43,0.35,0.3,0.32,0.29,0.25,0.36,0.33,0.35,0.29,0.28,0.38,0.29,0.28,0.26,0.0,0.29,0.25,0.25,0.25,0.21,0.24,0.22,0.2,0.0,0.21,0.22,0.19,0.23,0.3,0.22,0.2,0.2,0.19,0.2,0.18,0.21,0.2,0.18,0.21,0.2,0.22,0.18,0.17,0.26,0.2,0.16,0.17,0.17,0.16,0.18,0.16,0.16,0.17,0.17,0.16,0.15,0.17,0.16,0.15,0.16,0.15,0.16,0.15,0.16,0.14,0.15,0.23,0.14,0.15,0.14,0.15,0.15,0.16,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.0,0.13,0.14,0.14,0.13,0.16,0.13,0.13,0.12,0.11,0.14,0.12,0.13,0.12,0.12,0.12,0.12,0.0,0.15,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.12,0.16,0.11,0.11,0.11,0.14,0.1,0.0,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.12,0.14,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.11,0.96,0.57,0.56,0.39,0.3,0.23,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.78
01/05/2022,4.2,3.17,2.6,2.1,2.13,2.0,1.92,1.43,1.65,1.7,1.24,1.34,1.3,1.27,1.06,0.91,0.99,1.0,1.03,0.93,0.92,1.04,0.87,0.85,0.72,0.84,0.83,0.82,0.67,0.0,0.69,0.67,0.68,0.59,0.6,0.65,0.58,0.58,0.57,0.0,0.0,0.0,0.74,0.57,0.49,0.61,0.47,0.46,0.68,0.52,0.72,0.46,0.51,0.49,0.43,0.44,0.44,0.39,0.43,0.56,0.4,0.37,0.39,0.0,0.36,0.33,0.37,0.36,0.35,0.43,0.35,0.3,0.32,0.29,0.25,0.36,0.33,0.35,0.29,0.28,0.38,0.29,0.28,0.26,0.0,0.29,0.25,0.25,0.25,0.21,0.24,0.22,0.2,0.0,0.21,0.22,0.19,0.23,0.3,0.22,0.2,0.2,0.19,0.2,0.18,0.21,0.2,0.18,0.21,0.2,0.22,0.18,0.17,0.26,0.2,0.16,0.17,0.17,0.16,0.18,0.16,0.16,0.17,0.17,0.16,0.15,0.17,0.16,0.15,0.16,0.15,0.16,0.15,0.16,0.14,0.15,0.23,0.14,0.15,0.14,0.15,0.15,0.16,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.0,0.13,0.14,0.14,0.13,0.16,0.13,0.13,0.12,0.11,0.14,0.12,0.13,0.12,0.12,0.12,0.12,0.0,0.15,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.12,0.16,0.11,0.11,0.11,0.14,0.1,0.0,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.12,0.14,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.11,0.96,0.57,0.56,0.39,0.3,0.23,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.78
01/06/2022,4.17,3.22,2.64,2.09,2.13,1.99,1.9,1.41,1.64,1.75,1.22,1.37,1.32,1.28,1.03,0.92,0.98,1.0,1.03,0.97,0.91,1.05,0.9,0.85,0.72,0.83,0.83,0.82,0.66,0.0,0.68,0.69,0.67,0.59,0.63,0.65,0.56,0.57,0.59,0.0,0.0,0.0,0.75,0.58,0.48,0.61,0.47,0.47,0.71,0.52,0.73,0.46,0.51,0.49,0.44,0.45,0.43,0.39,0.42,0.53,0.39,0.37,0.39,0.0,0.36,0.32,0.37,0.36,0.35,0.43,0.35,0.31,0.31,0.28,0.25,0.36,0.33,0.39,0.29,0.28,0.38,0.29,0.28,0.26,0.0,0.28,0.25,0.24,0.25,0.21,0.24,0.22,0.2,0.0,0.2,0.21,0.2,0.22,0.3,0.21,0.2,0.2,0.18,0.2,0.17,0.21,0.19,0.18,0.21,0.2,0.22,0.18,0.17,0.26,0.19,0.17,0.17,0.17,0.16,0.18,0.16,0.16,0.17,0.17,0.16,0.15,0.17,0.16,0.14,0.16,0.15,0.16,0.15,0.16,0.14,0.16,0.22,0.14,0.15,0.14,0.16,0.15,0.16,0.14,0.13,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.0,0.13,0.14,0.14,0.13,0.16,0.12,0.13,0.12,0.11,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.15,0.11,0.12,0.0,0.11,0.0,0.11,0.12,0.12,0.16,0.11,0.1,0.11,0.14,0.0,0.0,0.12,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.12,0.15,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.11,0.97,0.59,0.55,0.39,0.29,0.23,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.87
01/07/2022,4.06,3.14,2.58,2.02,2.12,2.03,1.88,1.39,1.61,1.8,1.19,1.37,1.3,1.28,1.04,0.95,0.99,1.01,1.0,1.07,0.89,1.05,0.96,0.83,0.72,0.82,0.82,0.81,0.67,0.0,0.69,0.71,0.67,0.58,0.64,0.66,0.56,0.57,0.58,0.0,0.0,0.0,0.77,0.58,0.49,0.62,0.48,0.48,0.73,0.53,0.74,0.47,0.53,0.48,0.45,0.46,0.44,0.38,0.42,0.5,0.38,0.37,0.37,0.0,0.35,0.32,0.37,0.35,0.37,0.43,0.35,0.32,0.3,0.27,0.25,0.36,0.33,0.37,0.3,0.28,0.39,0.29,0.28,0.25,0.0,0.29,0.25,0.24,0.25,0.21,0.24,0.22,0.2,0.0,0.19,0.22,0.21,0.21,0.31,0.21,0.2,0.2,0.18,0.2,0.17,0.22,0.19,0.18,0.2,0.2,0.22,0.18,0.16,0.27,0.2,0.17,0.17,0.17,0.17,0.18,0.17,0.15,0.17,0.17,0.16,0.15,0.18,0.16,0.14,0.16,0.15,0.16,0.15,0.16,0.14,0.17,0.23,0.14,0.15,0.14,0.17,0.15,0.16,0.14,0.13,0.13,0.14,0.13,0.13,0.15,0.14,0.13,0.13,0.13,0.12,0.0,0.13,0.14,0.14,0.13,0.16,0.12,0.13,0.12,0.11,0.14,0.13,0.12,0.12,0.12,0.12,0.13,0.0,0.15,0.11,0.12,0.0,0.11,0.0,0.11,0.12,0.12,0.16,0.11,0.1,0.1,0.14,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.1,0.11,0.11,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.13,0.15,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.98,0.59,0.55,0.39,0.29,0.23,0.17,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.83
01/10/2022,4.14,3.09,2.5,1.95,2.1,2.08,1.87,1.37,1.61,1.89,1.15,1.41,1.28,1.29,1.03,0.95,1.02,1.02,0.97,1.09,0.84,1.04,0.93,0.84,0.71,0.79,0.79,0.81,0.67,0.0,0.7,0.72,0.67,0.47,0.66,0.66,0.57,0.58,0.6,0.0,0.0,0.0,0.8,0.58,0.49,0.62,0.48,0.47,0.76,0.55,0.76,0.47,0.53,0.49,0.45,0.46,0.43,0.38,0.42,0.51,0.36,0.37,0.37,0.0,0.37,0.31,0.38,0.35,0.38,0.43,0.36,0.33,0.3,0.27,0.24,0.37,0.33,0.35,0.3,0.28,0.39,0.3,0.28,0.26,0.0,0.29,0.25,0.25,0.26,0.21,0.24,0.22,0.18,0.0,0.19,0.21,0.21,0.21,0.32,0.22,0.19,0.2,0.19,0.2,0.17,0.22,0.18,0.18,0.2,0.2,0.22,0.18,0.15,0.28,0.19,0.18,0.17,0.16,0.17,0.18,0.17,0.15,0.17,0.17,0.16,0.15,0.18,0.16,0.14,0.16,0.15,0.16,0.15,0.16,0.14,0.17,0.23,0.14,0.14,0.14,0.17,0.15,0.17,0.14,0.13,0.13,0.14,0.13,0.13,0.15,0.15,0.14,0.13,0.14,0.12,0.0,0.13,0.14,0.14,0.13,0.16,0.12,0.13,0.12,0.11,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.14,0.11,0.12,0.0,0.11,0.0,0.12,0.12,0.12,0.16,0.11,0.11,0.0,0.15,0.0,0.0,0.1,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.13,0.15,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,1.0,0.61,0.55,0.4,0.29,0.24,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.85999999999999
01/11/2022,4.17,3.06,2.49,1.9,2.13,2.11,1.91,1.33,1.64,1.9,1.15,1.42,1.31,1.33,0.99,0.95,1.04,1.03,0.96,1.09,0.84,1.06,0.91,0.83,0.71,0.79,0.78,0.8,0.65,1.01,0.7,0.74,0.68,0.46,0.67,0.66,0.54,0.57,0.59,0.62,0.55,0.56,0.81,0.57,0.49,0.63,0.48,0.47,0.77,0.55,0.77,0.47,0.54,0.49,0.45,0.47,0.43,0.36,0.42,0.52,0.35,0.37,0.37,0.41,0.38,0.3,0.38,0.36,0.38,0.43,0.36,0.33,0.3,0.26,0.25,0.38,0.32,0.34,0.3,0.28,0.39,0.3,0.28,0.26,0.29,0.29,0.25,0.25,0.26,0.21,0.23,0.23,0.18,0.24,0.19,0.21,0.22,0.21,0.32,0.22,0.19,0.2,0.18,0.2,0.16,0.22,0.17,0.17,0.19,0.2,0.22,0.18,0.15,0.29,0.19,0.18,0.17,0.16,0.17,0.17,0.17,0.15,0.17,0.16,0.15,0.15,0.18,0.16,0.14,0.17,0.15,0.16,0.15,0.16,0.13,0.18,0.22,0.13,0.14,0.14,0.17,0.16,0.17,0.14,0.13,0.13,0.14,0.13,0.14,0.15,0.15,0.13,0.13,0.13,0.12,0.16,0.13,0.14,0.14,0.12,0.16,0.12,0.13,0.12,0.11,0.14,0.13,0.12,0.11,0.12,0.12,0.12,0.0,0.15,0.11,0.12,0.0,0.11,0.1,0.11,0.12,0.12,0.16,0.11,0.11,0.0,0.15,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.1,0.11,0.11,0.11,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.13,0.15,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.87
01/12/2022,4.17,3.06,2.49,1.9,2.13,2.11,1.91,1.33,1.64,1.9,1.15,1.42,1.31,1.33,0.99,0.95,1.04,1.03,0.96,1.09,0.84,1.06,0.91,0.83,0.71,0.79,0.78,0.8,0.65,1.01,0.7,0.74,0.68,0.46,0.67,0.66,0.54,0.57,0.59,0.62,0.55,0.56,0.81,0.57,0.49,0.63,0.48,0.47,0.77,0.55,0.77,0.47,0.54,0.49,0.45,0.47,0.43,0.36,0.42,0.52,0.35,0.37,0.37,0.41,0.38,0.3,0.38,0.36,0.38,0.43,0.36,0.33,0.3,0.26,0.25,0.38,0.32,0.34,0.3,0.28,0.39,0.3,0.28,0.26,0.29,0.29,0.25,0.25,0.26,0.21,0.23,0.23,0.18,0.24,0.19,0.21,0.22,0.21,0.32,0.22,0.19,0.2,0.18,0.2,0.16,0.22,0.17,0.17,0.19,0.2,0.22,0.18,0.15,0.29,0.19,0.18,0.17,0.16,0.17,0.17,0.17,0.15,0.17,0.16,0.15,0.15,0.18,0.16,0.14,0.17,0.15,0.16,0.15,0.16,0.13,0.18,0.22,0.13,0.14,0.14,0.17,0.16,0.17,0.14,0.13,0.13,0.14,0.13,0.14,0.15,0.15,0.13,0.13,0.13,0.12,0.16,0.13,0.14,0.14,0.12,0.16,0.12,0.13,0.12,0.11,0.14,0.13,0.12,0.11,0.12,0.12,0.12,0.0,0.15,0.11,0.12,0.0,0.11,0.1,0.11,0.12,0.12,0.16,0.11,0.11,0.0,0.15,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.1,0.11,0.11,0.11,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.13,0.15,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.87
01/13/2022,4.17,3.05,2.5,1.93,2.15,2.11,1.92,1.29,1.66,1.89,1.15,1.43,1.32,1.25,0.98,0.96,1.06,1.02,0.97,1.06,0.86,1.06,0.9,0.84,0.7,0.8,0.79,0.79,0.64,1.02,0.68,0.73,0.68,0.49,0.68,0.64,0.52,0.57,0.61,0.62,0.55,0.55,0.81,0.58,0.5,0.63,0.48,0.47,0.79,0.56,0.77,0.47,0.54,0.49,0.45,0.46,0.42,0.36,0.43,0.53,0.35,0.37,0.38,0.4,0.38,0.29,0.39,0.37,0.38,0.43,0.36,0.33,0.3,0.27,0.25,0.38,0.31,0.35,0.3,0.28,0.39,0.3,0.29,0.26,0.29,0.29,0.25,0.25,0.26,0.21,0.23,0.23,0.18,0.24,0.19,0.21,0.22,0.21,0.32,0.22,0.19,0.2,0.18,0.2,0.16,0.22,0.17,0.17,0.19,0.2,0.22,0.18,0.15,0.29,0.19,0.18,0.17,0.16,0.18,0.17,0.17,0.15,0.17,0.16,0.15,0.15,0.18,0.16,0.15,0.17,0.15,0.17,0.15,0.16,0.13,0.18,0.22,0.13,0.14,0.13,0.17,0.16,0.17,0.14,0.13,0.13,0.14,0.13,0.14,0.15,0.15,0.13,0.13,0.13,0.12,0.16,0.13,0.13,0.14,0.12,0.15,0.12,0.13,0.12,0.11,0.14,0.12,0.11,0.12,0.13,0.12,0.12,0.0,0.15,0.11,0.12,0.0,0.11,0.0,0.11,0.12,0.12,0.16,0.11,0.11,0.1,0.15,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.1,0.11,0.11,0.11,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.13,0.15,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.89999999999999
