,CMBR 0 08/19/21,B 0 12/30/21,T 2.75 09/15/21,B 0 09/30/21,T 2 10/31/21,B 0 08/26/21,B 0 11/26/21,B 0 04/21/22,T 2.5 01/15/22,B 0 10/28/21,T 2.875 11/15/21,XIB 0 10/07/21,B 0 03/24/22,B 0 02/24/22,T 1.75 05/31/22,B 0 05/19/22,T 1.75 06/15/22,T 2.5 02/15/22,USD,B 0 08/19/21,CMBR 0 08/26/21,B 0 10/07/21,United States Treasury Notes 2.5%,XIB 0 10/28/21,B 0 01/27/22,B 0 06/16/22,B 0 07/14/22,n/a,CMBR 0 09/30/21,XIB 0 11/26/21,XIB 0 02/24/22,CMB 0 11/01/21,B 0 10/26/21,T 1.5 08/15/22,XIB 0 03/24/22,B 0 12/23/21,XIB 0 12/30/21,B 0 12.23.21,B 0 12.30.21,B 0 03.24.22,B 0 02.24.22,B 0 01.27.22,B 0 07.14.22,B 0 04.21.22,T 2.5 01.15.22,T 2.875 11.15.21,T 1.75 05.31.22,B 0 06.16.22,T 1.5 08.15.22,B 0 05.19.22,T 1.75 06.15.22,T 2.5 02.15.22,XIB 0 04.21.22,WIB 0 01.27.22,CMB 0 11.01.21,B 0 10.28.21,B 0 10.26.21,T 2 10.31.21,T 0.125 09.30.22,B 0 10.06.22,B 0 08.11.22,WIB 0 05.19.22,XIB 0 05.19.22,WIB 0 02.24.22,SUM
09/28/2021,0.0,13.03,0.0,0.0,0.0,0.0,0.0,5.01,4.66,0.0,3.65,0.0,3.27,7.77,2.25,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,5.51,2.01,5.27,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,42.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/29/2021,0.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,4.68,0.0,3.68,0.0,3.26,7.75,2.25,1.5,1.5,0.89,0.16,0.0,0.0,0.0,0.0,0.0,5.5,2.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,41.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/30/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.68,0.0,3.68,0.0,3.26,7.75,2.25,1.5,1.5,0.89,0.16,0.0,0.0,0.0,0.0,0.0,5.5,2.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,41.96,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/01/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.68,0.0,3.68,0.0,3.26,7.75,2.25,1.5,1.5,0.89,0.16,0.0,0.0,0.0,0.0,0.0,5.5,2.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,41.96,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/05/2021,0.0,13.03,0.0,0.0,0.0,0.0,0.0,5.01,4.66,0.0,3.65,0.0,8.02,7.77,2.25,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,5.52,2.01,5.27,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/06/2021,0.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,4.68,0.0,3.68,0.0,8.0,7.75,2.25,1.5,1.5,0.89,0.17,0.0,0.0,0.0,0.0,0.0,5.5,2.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,37.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/07/2021,0.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,4.68,0.0,3.68,0.0,8.0,7.75,2.25,1.5,1.5,0.89,0.17,0.0,0.0,0.0,0.0,0.0,5.5,2.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,37.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/08/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.21,13.0,8.0,7.75,5.5,5.25,5.0,4.68,3.68,2.25,2.0,1.6,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/11/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.21,13.0,8.0,7.75,5.5,5.25,5.0,4.68,3.68,2.25,2.0,1.6,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/12/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.31,13.03,8.02,7.77,5.52,5.27,5.01,4.66,3.65,2.25,2.01,1.6,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/13/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.21,13.0,8.0,7.75,5.5,5.25,5.0,4.68,3.68,2.25,2.0,1.6,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/14/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.21,13.0,8.0,7.75,5.5,5.25,5.0,4.68,3.68,2.25,2.0,1.6,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/15/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.21,13.0,8.0,7.75,5.5,5.25,5.0,4.68,3.68,2.25,2.0,1.6,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/18/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.21,13.0,8.0,7.75,5.5,5.25,5.0,4.68,3.68,2.25,2.0,1.6,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/19/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.31,13.03,8.02,7.77,5.52,5.27,5.02,4.66,3.65,2.24,2.01,1.6,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/20/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.31,13.03,8.02,7.77,5.52,5.27,5.02,4.66,3.65,2.24,2.01,1.6,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/21/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.21,13.0,8.0,7.75,5.5,5.25,0.0,4.68,3.68,2.25,2.0,1.6,1.5,1.5,0.89,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/22/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.21,13.0,8.0,7.75,5.5,5.25,0.0,4.68,3.69,2.25,2.0,1.6,1.5,1.5,0.89,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/25/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.21,13.0,8.0,7.75,5.5,5.25,4.99,4.68,3.69,2.25,2.0,1.6,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/26/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.32,13.04,8.02,7.77,5.52,5.26,5.01,4.66,3.65,2.25,2.01,1.6,1.51,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
10/27/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.22,13.0,8.0,7.75,5.5,5.25,5.0,4.68,3.69,2.25,2.0,1.6,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/28/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.22,13.0,8.0,7.75,0.0,5.25,5.0,4.68,3.69,2.25,2.0,1.6,1.5,1.5,0.89,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/29/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.22,13.0,8.0,7.75,5.5,5.25,5.0,4.68,3.69,2.25,2.0,1.6,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/02/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.26,7.75,5.5,5.25,5.0,4.66,3.65,2.24,2.0,1.6,1.5,1.5,0.89,0.0,0.0,15.0,12.5,7.97,6.46,0.0,0.0,0.0,0.0,0.0,0.0,99.73
11/03/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.26,7.75,5.5,5.25,5.0,4.66,3.65,2.24,2.0,1.6,1.5,1.5,0.89,0.0,0.0,15.0,12.5,7.97,6.46,0.0,0.0,0.0,0.0,0.0,0.0,99.73
11/04/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.22,9.69,8.0,7.75,5.5,5.25,5.0,4.68,0.0,2.25,2.0,1.6,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,1.5,0.0,0.0,0.0,100.0
11/05/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.22,9.69,8.0,7.75,5.5,5.25,5.0,4.68,0.0,2.25,2.0,1.6,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,1.5,0.0,0.0,0.0,100.0
11/08/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.31,9.71,8.02,7.77,5.52,5.26,5.01,4.65,0.0,2.24,2.01,1.6,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,4.01,1.5,1.5,0.0,0.0,0.0,100.0
11/10/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.22,9.69,8.0,7.75,5.5,5.25,5.0,4.68,0.0,2.25,2.0,1.6,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,1.5,0.0,0.0,0.0,100.0
11/11/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.22,9.69,8.0,7.75,5.5,5.25,5.0,4.68,0.0,2.25,2.0,1.6,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,1.5,0.0,0.0,0.0,100.0
11/15/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.22,9.69,8.0,7.75,5.5,5.25,5.0,4.68,0.0,2.25,2.0,1.6,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,1.5,0.0,0.0,0.0,100.0
11/16/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.22,9.69,8.0,7.75,5.5,5.25,5.0,4.68,0.0,2.25,2.0,1.6,0.0,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,1.5,1.5,0.0,0.0,100.0
11/17/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.22,9.69,8.0,7.75,5.5,5.25,5.0,4.68,0.0,2.25,2.0,1.6,0.0,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,1.5,1.5,0.0,0.0,100.0
11/18/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.22,9.69,8.0,7.75,5.5,5.25,5.0,4.68,0.0,2.25,2.0,1.6,0.0,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,1.5,0.0,1.5,0.0,100.0
11/22/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.21,9.69,8.0,7.75,5.5,5.25,5.0,4.68,0.0,2.25,2.0,1.6,0.0,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,1.5,0.0,1.5,0.0,99.99
11/23/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.21,9.69,8.0,7.75,5.5,5.25,5.0,4.68,0.0,2.25,2.0,1.6,0.0,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,1.5,0.0,1.5,0.0,99.99
11/24/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.22,9.69,8.0,0.0,5.5,5.25,5.0,4.68,0.0,2.25,2.0,1.6,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,1.5,0.0,0.0,7.75,99.99
11/25/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.22,9.69,8.0,0.0,5.5,5.25,5.0,4.68,0.0,2.26,2.0,1.6,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,1.5,0.0,0.0,7.75,100.0
11/26/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.22,9.69,8.0,7.75,5.5,5.25,5.0,4.68,0.0,2.26,2.0,1.6,1.5,1.5,0.89,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,1.5,0.0,0.0,0.0,100.00000000000001
