,AAPL,MSFT,GOOG,AMZN,FB,TSLA,NVDA,BRK.B,JPM,JNJ,UNH,V,PG,HD,PYPL,DIS,MA,ADBE,BAC,CMCSA,PFE,CSCO,NFLX,CRM,XOM,VZ,ABT,INTC,KO,NKE,TMO,PEP,ABBV,ACN,LLY,WMT,DHR,WFC,COST,AVGO,T,CVX,MDT,TXN,NEE,QCOM,LIN,ORCL,HON,MS,INTU,C,UNP,LOW,UPS,GS,BLK,AMD,RTX,AMGN,IBM,TGT,ISRG,AMAT,CAT,DE,GE,MMM,SCHW,CVS,CHTR,SPGI,AXP,ZTS,PLD,ANTM,BKNG,TJX,MO,SYK,ADP,LMT,MDLZ,LRCX,TMUS,CB,DUK,MU,FIS,PNC,MMC,EL,USB,COF,TFC,CSX,ADSK,COP,EW,CI,SHW,BDX,CME,FISV,REGN,ILMN,SO,ETN,ITW,ICE,CL,HCA,FDX,NSC,BSX,ATVI,GM,D,AON,EMR,ADI,MCO,APD,WM,NXPI,IDXX,PGR,ECL,DG,NOC,CMG,JCI,HUM,BIIB,A,VRTX,FCX,ALGN,F,TWTR,ROP,KLAC,TEL,SNPS,GPN,TROW,IQV,PSA,EXC,LHX,DOW,EBAY,TT,AIG,CARR,NEM,MET,GD,APH,AEP,INFO,ROST,CDNS,BK,APTV,ORLY,PRU,SRE,CTSH,RMD,ALL,EA,TRV,FTNT,MCHP,SYY,EOG,DD,SLB,DFS,PPG,PH,MPC,BAX,CNC,IFF,XLNX,NUE,XEL,ROK,PAYX,STZ,OTIS,AFL,MNST,GIS,MTD,WELL,KR,FRC,HPQ,n/a,WBA,CTAS,PXD,ADM,MRK,PM,BMY,MRNA,GILD,SPG,MSI,YUM,SIVB,AGPXX,PSX,KMI,STT,AMP,ENPH,ETSY,FAST,KEYS,DHI,DXCM,AZO,O,VRSK,MCK,PEP.,CHV.,4I1.,TRVC.,GE.,DUT.,PEO.,RME.,WST,ALS.,A4S.,WMB,CMI,AME,DVN,BLL,PEG,CTVA,AVB,OXY,VLO,DLTR,CCI,KMB,DLR,SUM
09/28/2021,6.65,6.68,4.93,0.0,2.5,1.72,1.62,1.59,1.47,1.28,1.13,1.15,1.02,1.04,0.0,0.92,0.91,0.88,0.96,0.77,0.72,0.71,0.0,0.82,0.72,0.66,0.64,0.65,0.62,0.58,0.68,0.63,0.61,0.63,0.55,0.58,0.6,0.61,0.6,0.61,0.57,0.58,0.51,0.55,0.45,0.46,0.48,0.48,0.46,0.46,0.46,0.45,0.4,0.43,0.4,0.4,0.37,0.0,0.4,0.37,0.37,0.35,0.35,0.39,0.32,0.33,0.34,0.32,0.34,0.33,0.31,0.32,0.35,0.28,0.27,0.28,0.3,0.26,0.26,0.26,0.26,0.26,0.25,0.27,0.23,0.24,0.22,0.25,0.22,0.24,0.24,0.22,0.25,0.24,0.24,0.21,0.0,0.26,0.21,0.2,0.21,0.21,0.22,0.19,0.2,0.18,0.19,0.19,0.19,0.2,0.19,0.2,0.17,0.18,0.19,0.18,0.2,0.18,0.2,0.17,0.28,0.18,0.17,0.18,0.18,0.17,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.14,0.17,0.14,0.14,0.13,0.15,0.15,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.14,0.13,0.14,0.11,0.13,0.13,0.11,0.11,0.12,0.0,0.11,0.0,0.12,0.0,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.11,0.0,0.56,0.46,0.41,0.34,0.27,0.13,0.12,0.11,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.74000000000001
09/29/2021,6.65,6.68,4.93,0.0,2.5,1.72,1.62,1.59,1.47,1.28,1.13,1.15,1.02,1.04,0.0,0.92,0.91,0.88,0.96,0.77,0.72,0.71,0.0,0.82,0.72,0.66,0.64,0.65,0.62,0.58,0.68,0.63,0.61,0.63,0.55,0.58,0.6,0.61,0.6,0.61,0.57,0.58,0.51,0.55,0.45,0.46,0.48,0.48,0.46,0.46,0.46,0.45,0.4,0.43,0.4,0.4,0.37,0.0,0.4,0.37,0.37,0.35,0.35,0.39,0.32,0.33,0.34,0.32,0.34,0.33,0.31,0.32,0.35,0.28,0.27,0.28,0.3,0.26,0.26,0.26,0.26,0.26,0.25,0.27,0.23,0.24,0.22,0.25,0.22,0.24,0.24,0.22,0.25,0.24,0.24,0.21,0.0,0.26,0.21,0.2,0.21,0.21,0.22,0.19,0.2,0.18,0.19,0.19,0.19,0.2,0.19,0.2,0.17,0.18,0.19,0.18,0.2,0.18,0.2,0.17,0.28,0.18,0.17,0.18,0.18,0.17,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.14,0.17,0.14,0.14,0.13,0.15,0.15,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.14,0.13,0.14,0.11,0.13,0.13,0.11,0.11,0.12,0.0,0.11,0.0,0.12,0.0,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.11,0.0,0.56,0.46,0.41,0.34,0.27,0.13,0.12,0.11,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.74000000000001
09/30/2021,6.61,6.6,4.91,0.0,2.52,1.76,1.6,1.61,1.51,1.28,1.14,1.15,1.01,1.06,0.0,0.94,0.91,0.86,0.99,0.77,0.72,0.71,0.0,0.81,0.75,0.67,0.62,0.66,0.62,0.57,0.67,0.62,0.62,0.62,0.54,0.58,0.58,0.61,0.59,0.61,0.58,0.59,0.51,0.55,0.44,0.46,0.48,0.49,0.46,0.47,0.46,0.45,0.4,0.44,0.4,0.41,0.38,0.0,0.4,0.37,0.37,0.35,0.35,0.39,0.33,0.33,0.35,0.32,0.35,0.34,0.31,0.31,0.36,0.27,0.27,0.29,0.3,0.27,0.26,0.26,0.26,0.26,0.25,0.27,0.23,0.24,0.22,0.26,0.22,0.25,0.23,0.22,0.25,0.24,0.25,0.21,0.0,0.27,0.21,0.21,0.21,0.21,0.22,0.19,0.19,0.18,0.19,0.19,0.19,0.2,0.19,0.2,0.17,0.19,0.19,0.18,0.2,0.18,0.2,0.18,0.28,0.18,0.17,0.18,0.18,0.16,0.16,0.16,0.15,0.16,0.16,0.15,0.15,0.14,0.15,0.15,0.16,0.15,0.16,0.16,0.14,0.17,0.15,0.14,0.14,0.15,0.14,0.13,0.14,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.14,0.13,0.14,0.12,0.13,0.13,0.11,0.12,0.12,0.0,0.11,0.0,0.12,0.0,0.0,0.11,0.11,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.0,0.11,0.11,0.0,0.1,0.1,0.12,0.0,0.56,0.47,0.41,0.33,0.27,0.13,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.81
10/01/2021,6.58,6.48,4.82,0.0,2.48,1.77,1.56,1.62,1.53,1.3,1.14,1.15,1.02,1.05,0.0,0.94,0.92,0.84,1.01,0.77,0.72,0.71,0.0,0.8,0.77,0.68,0.62,0.66,0.62,0.57,0.66,0.63,0.63,0.62,0.54,0.59,0.57,0.6,0.58,0.61,0.58,0.61,0.51,0.55,0.45,0.46,0.48,0.5,0.47,0.46,0.45,0.46,0.41,0.44,0.41,0.41,0.38,0.0,0.41,0.38,0.38,0.35,0.35,0.37,0.34,0.34,0.36,0.33,0.35,0.34,0.31,0.31,0.36,0.27,0.27,0.29,0.3,0.27,0.27,0.26,0.26,0.27,0.25,0.26,0.23,0.24,0.22,0.25,0.23,0.25,0.23,0.22,0.26,0.25,0.25,0.22,0.0,0.28,0.2,0.21,0.21,0.21,0.22,0.2,0.19,0.18,0.19,0.19,0.2,0.2,0.19,0.2,0.17,0.19,0.19,0.18,0.2,0.18,0.2,0.18,0.28,0.17,0.18,0.18,0.18,0.16,0.16,0.16,0.15,0.17,0.16,0.15,0.15,0.14,0.14,0.15,0.16,0.14,0.17,0.16,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.14,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.15,0.12,0.14,0.13,0.11,0.12,0.13,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.1,0.1,0.0,0.11,0.0,0.11,0.0,0.1,0.11,0.0,0.1,0.0,0.12,0.0,0.57,0.46,0.42,0.32,0.27,0.14,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.74000000000002
10/05/2021,6.61,6.61,4.83,0.0,2.49,1.76,1.56,1.61,1.54,1.28,1.12,1.18,1.02,1.04,0.0,0.95,0.94,0.83,1.0,0.8,0.72,0.71,0.0,0.81,0.79,0.68,0.62,0.66,0.62,0.58,0.66,0.63,0.64,0.62,0.56,0.57,0.57,0.61,0.59,0.6,0.58,0.61,0.51,0.55,0.46,0.45,0.47,0.49,0.47,0.45,0.45,0.46,0.41,0.43,0.4,0.4,0.37,0.0,0.41,0.38,0.39,0.34,0.35,0.36,0.33,0.33,0.36,0.32,0.34,0.33,0.31,0.31,0.36,0.27,0.27,0.28,0.3,0.25,0.25,0.26,0.26,0.26,0.25,0.25,0.23,0.24,0.23,0.25,0.23,0.25,0.23,0.22,0.26,0.24,0.25,0.21,0.0,0.29,0.2,0.21,0.21,0.21,0.22,0.2,0.18,0.17,0.19,0.19,0.19,0.2,0.19,0.2,0.17,0.19,0.19,0.19,0.2,0.18,0.2,0.18,0.27,0.17,0.17,0.18,0.17,0.16,0.16,0.16,0.15,0.17,0.16,0.15,0.15,0.14,0.14,0.15,0.15,0.14,0.17,0.15,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.14,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.15,0.12,0.13,0.13,0.11,0.12,0.13,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.1,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.13,0.1,0.63,0.45,0.41,0.28,0.26,0.13,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7
10/06/2021,6.61,6.61,4.83,0.0,2.49,1.76,1.56,1.61,1.54,1.28,1.12,1.18,1.02,1.04,0.0,0.95,0.94,0.83,1.0,0.8,0.72,0.71,0.0,0.81,0.79,0.68,0.62,0.66,0.62,0.58,0.66,0.63,0.64,0.62,0.56,0.57,0.57,0.61,0.59,0.6,0.58,0.61,0.51,0.55,0.46,0.45,0.47,0.49,0.47,0.45,0.45,0.46,0.41,0.43,0.4,0.4,0.37,0.0,0.41,0.38,0.39,0.34,0.35,0.36,0.33,0.33,0.36,0.32,0.34,0.33,0.31,0.31,0.36,0.27,0.27,0.28,0.3,0.25,0.25,0.26,0.26,0.26,0.25,0.25,0.23,0.24,0.23,0.25,0.23,0.25,0.23,0.22,0.26,0.24,0.25,0.21,0.0,0.29,0.2,0.21,0.21,0.21,0.22,0.2,0.18,0.17,0.19,0.19,0.19,0.2,0.19,0.2,0.17,0.19,0.19,0.19,0.2,0.18,0.2,0.18,0.27,0.17,0.17,0.18,0.17,0.16,0.16,0.16,0.15,0.17,0.16,0.15,0.15,0.14,0.14,0.15,0.15,0.14,0.17,0.15,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.14,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.15,0.12,0.13,0.13,0.11,0.12,0.13,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.1,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.13,0.1,0.63,0.45,0.41,0.28,0.26,0.13,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7
10/07/2021,6.53,6.55,4.79,0.0,2.4,1.8,1.51,1.62,1.56,1.29,1.12,1.16,1.02,1.04,0.0,0.94,0.91,0.82,1.02,0.8,0.72,0.7,0.0,0.81,0.81,0.69,0.61,0.67,0.63,0.59,0.66,0.63,0.64,0.61,0.55,0.57,0.57,0.62,0.58,0.6,0.59,0.62,0.51,0.54,0.46,0.45,0.47,0.49,0.47,0.45,0.44,0.46,0.42,0.44,0.4,0.4,0.37,0.0,0.42,0.38,0.4,0.34,0.34,0.36,0.33,0.33,0.36,0.32,0.34,0.34,0.32,0.3,0.36,0.28,0.28,0.28,0.31,0.25,0.26,0.26,0.27,0.27,0.25,0.25,0.23,0.24,0.24,0.25,0.23,0.26,0.23,0.22,0.26,0.25,0.25,0.22,0.0,0.3,0.19,0.21,0.21,0.21,0.22,0.2,0.18,0.17,0.2,0.19,0.19,0.2,0.19,0.2,0.17,0.19,0.18,0.19,0.21,0.18,0.2,0.18,0.27,0.17,0.17,0.18,0.17,0.16,0.17,0.16,0.15,0.17,0.16,0.15,0.15,0.14,0.14,0.15,0.16,0.14,0.17,0.15,0.14,0.16,0.15,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.12,0.14,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.13,0.12,0.12,0.13,0.13,0.16,0.12,0.14,0.13,0.11,0.12,0.13,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.12,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.13,0.11,0.65,0.46,0.41,0.27,0.26,0.14,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.74000000000001
10/08/2021,6.55,6.61,4.83,0.0,2.42,1.78,1.54,1.63,1.56,1.28,1.13,1.15,1.02,1.04,0.0,0.94,0.9,0.82,1.03,0.79,0.71,0.7,0.0,0.8,0.8,0.68,0.61,0.67,0.62,0.59,0.66,0.63,0.64,0.62,0.56,0.57,0.56,0.63,0.58,0.6,0.59,0.62,0.51,0.55,0.46,0.45,0.47,0.5,0.47,0.45,0.44,0.47,0.43,0.44,0.4,0.41,0.37,0.0,0.42,0.38,0.39,0.34,0.35,0.36,0.33,0.33,0.36,0.32,0.35,0.33,0.32,0.31,0.36,0.28,0.28,0.28,0.3,0.25,0.26,0.26,0.27,0.26,0.26,0.25,0.23,0.24,0.23,0.24,0.22,0.26,0.24,0.22,0.26,0.25,0.25,0.22,0.0,0.29,0.2,0.21,0.22,0.21,0.22,0.2,0.18,0.17,0.19,0.19,0.19,0.2,0.19,0.19,0.17,0.2,0.18,0.19,0.21,0.18,0.2,0.18,0.27,0.17,0.17,0.18,0.17,0.16,0.17,0.16,0.15,0.17,0.16,0.15,0.15,0.14,0.14,0.15,0.15,0.14,0.17,0.15,0.14,0.16,0.15,0.13,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.13,0.15,0.13,0.14,0.12,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.13,0.12,0.13,0.13,0.13,0.15,0.12,0.14,0.13,0.11,0.12,0.13,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.13,0.11,0.63,0.45,0.41,0.27,0.26,0.13,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.80999999999999
10/11/2021,6.57,6.67,4.87,0.0,2.37,1.78,1.57,1.64,1.55,1.28,1.14,1.17,1.03,1.05,0.0,0.94,0.91,0.83,1.02,0.79,0.71,0.7,0.0,0.8,0.77,0.67,0.61,0.66,0.62,0.59,0.66,0.64,0.64,0.61,0.56,0.57,0.56,0.62,0.59,0.61,0.57,0.61,0.5,0.55,0.46,0.44,0.47,0.5,0.47,0.44,0.44,0.46,0.42,0.44,0.39,0.41,0.36,0.0,0.42,0.37,0.38,0.34,0.35,0.36,0.33,0.33,0.36,0.32,0.35,0.33,0.31,0.31,0.35,0.28,0.28,0.28,0.3,0.24,0.25,0.26,0.27,0.26,0.26,0.25,0.22,0.24,0.23,0.24,0.22,0.26,0.24,0.22,0.26,0.24,0.25,0.22,0.0,0.29,0.2,0.21,0.22,0.2,0.23,0.2,0.17,0.17,0.19,0.19,0.19,0.21,0.19,0.19,0.17,0.2,0.18,0.18,0.22,0.18,0.2,0.18,0.27,0.17,0.18,0.18,0.17,0.16,0.16,0.16,0.15,0.18,0.16,0.15,0.15,0.14,0.14,0.15,0.16,0.14,0.17,0.16,0.14,0.15,0.15,0.13,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.15,0.13,0.15,0.13,0.13,0.15,0.14,0.14,0.12,0.13,0.12,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.12,0.13,0.15,0.12,0.14,0.13,0.11,0.12,0.13,0.0,0.11,0.0,0.12,0.0,0.0,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.13,0.11,0.63,0.44,0.41,0.25,0.26,0.13,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.75999999999999
10/12/2021,6.56,6.68,4.91,0.0,2.38,1.77,1.56,1.65,1.55,1.28,1.15,1.16,1.02,1.05,0.0,0.94,0.92,0.83,1.02,0.76,0.7,0.7,0.0,0.79,0.79,0.66,0.62,0.66,0.63,0.6,0.67,0.64,0.64,0.61,0.56,0.58,0.56,0.62,0.58,0.61,0.57,0.63,0.5,0.55,0.46,0.44,0.47,0.51,0.47,0.45,0.43,0.46,0.43,0.44,0.4,0.41,0.37,0.0,0.42,0.37,0.39,0.34,0.34,0.35,0.33,0.33,0.35,0.32,0.35,0.33,0.3,0.3,0.36,0.27,0.28,0.29,0.3,0.24,0.26,0.26,0.27,0.26,0.26,0.24,0.22,0.25,0.23,0.24,0.22,0.26,0.24,0.22,0.26,0.24,0.25,0.23,0.0,0.3,0.19,0.21,0.21,0.2,0.23,0.19,0.17,0.18,0.19,0.19,0.2,0.22,0.19,0.19,0.17,0.2,0.18,0.18,0.22,0.18,0.2,0.18,0.27,0.17,0.18,0.18,0.16,0.15,0.16,0.16,0.15,0.18,0.15,0.15,0.16,0.14,0.14,0.14,0.16,0.13,0.18,0.16,0.14,0.15,0.15,0.13,0.13,0.14,0.14,0.13,0.14,0.14,0.14,0.15,0.13,0.15,0.13,0.13,0.15,0.14,0.14,0.12,0.13,0.12,0.12,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.12,0.13,0.16,0.12,0.14,0.13,0.11,0.12,0.13,0.0,0.11,0.0,0.12,0.0,0.0,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.14,0.11,0.62,0.44,0.39,0.25,0.26,0.13,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.8
10/13/2021,6.56,6.68,4.91,0.0,2.38,1.77,1.56,1.65,1.55,1.28,1.15,1.16,1.02,1.05,0.0,0.94,0.92,0.83,1.02,0.76,0.7,0.7,0.0,0.79,0.79,0.66,0.62,0.66,0.63,0.6,0.67,0.64,0.64,0.61,0.56,0.58,0.56,0.62,0.58,0.61,0.57,0.63,0.5,0.55,0.46,0.44,0.47,0.51,0.47,0.45,0.43,0.46,0.43,0.44,0.4,0.41,0.37,0.0,0.42,0.37,0.39,0.34,0.34,0.35,0.33,0.33,0.35,0.32,0.35,0.33,0.3,0.3,0.36,0.27,0.28,0.29,0.3,0.24,0.26,0.26,0.27,0.26,0.26,0.24,0.22,0.25,0.23,0.24,0.22,0.26,0.24,0.22,0.26,0.24,0.25,0.23,0.0,0.3,0.19,0.21,0.21,0.2,0.23,0.19,0.17,0.18,0.19,0.19,0.2,0.22,0.19,0.19,0.17,0.2,0.18,0.18,0.22,0.18,0.2,0.18,0.27,0.17,0.18,0.18,0.16,0.15,0.16,0.16,0.15,0.18,0.15,0.15,0.16,0.14,0.14,0.14,0.16,0.13,0.18,0.16,0.14,0.15,0.15,0.13,0.13,0.14,0.14,0.13,0.14,0.14,0.14,0.15,0.13,0.15,0.13,0.13,0.15,0.14,0.14,0.12,0.13,0.12,0.12,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.12,0.13,0.16,0.12,0.14,0.13,0.11,0.12,0.13,0.0,0.11,0.0,0.12,0.0,0.0,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.14,0.11,0.62,0.44,0.39,0.25,0.26,0.13,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.8
10/14/2021,6.6,6.71,4.9,0.0,2.36,1.79,1.56,1.64,1.53,1.28,1.15,1.15,1.03,1.06,0.0,0.93,0.9,0.83,1.02,0.73,0.7,0.7,0.0,0.8,0.79,0.65,0.61,0.66,0.63,0.59,0.66,0.65,0.64,0.62,0.57,0.58,0.56,0.61,0.59,0.61,0.56,0.63,0.49,0.54,0.45,0.44,0.47,0.52,0.47,0.44,0.43,0.46,0.43,0.44,0.4,0.4,0.37,0.0,0.42,0.37,0.39,0.34,0.34,0.36,0.32,0.32,0.35,0.32,0.35,0.34,0.29,0.31,0.36,0.28,0.28,0.28,0.3,0.24,0.26,0.25,0.27,0.27,0.26,0.25,0.21,0.25,0.23,0.24,0.21,0.26,0.24,0.22,0.26,0.24,0.25,0.23,0.0,0.3,0.19,0.21,0.21,0.2,0.23,0.19,0.17,0.18,0.19,0.19,0.19,0.22,0.19,0.19,0.16,0.2,0.18,0.18,0.22,0.18,0.2,0.17,0.27,0.17,0.18,0.18,0.16,0.15,0.16,0.16,0.15,0.18,0.15,0.15,0.16,0.14,0.14,0.15,0.17,0.13,0.18,0.16,0.14,0.15,0.15,0.13,0.13,0.14,0.14,0.14,0.14,0.15,0.14,0.15,0.13,0.15,0.13,0.13,0.15,0.14,0.14,0.12,0.13,0.12,0.12,0.14,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.12,0.13,0.16,0.12,0.14,0.13,0.12,0.12,0.13,0.0,0.11,0.0,0.12,0.0,0.0,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.14,0.11,0.62,0.44,0.4,0.25,0.26,0.13,0.12,0.11,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.75
