,OXY,FANG,RMD,LB,PAYC,LEN,AZO,CTAS,CPRT,LH,COO,MRO,STE,URI,COP,TRMB,AAP,DHI,AOS,ABMD,WAT,ROL,UPS,OKE,COG,TFX,DPZ,ZBH,MSI,ODFL,PHM,PXD,VRSK,ETN,DVN,MHK,TSCO,XOM,PSA,PH,SWK,LKQ,BLL,ALB,TXT,JBHT,NEE,RSG,WM,UNP,FDX,SEE,EOG,AEP,TT,WAB,MAS,WRB,LIN,EMR,HBAN,MLM,VMC,CSX,NVR,GPN,FAST,HAL,HES,WMT,TDG,DLTR,PWR,TRV,CAT,HON,HWM,CMA,MCD,BRK.B,CF,ZION,WHR,ABC,FE,TFC,MPC,APA,CINF,HST,IP,KSU,ITW,WMB,PPL,KMI,SO,HBI,SYY,MO,PCAR,LNT,APD,HII,EXC,D,PPG,LEG,PSX,VLO,EVRG,LVS,FITB,CE,NI,SJM,ATO,KEY,REG,RF,PNW,CNP,ARE,LYB,LUV,EMN,ETR,WRK,BEN,ADM,MOS,NCLH,AAL,PENN,FMC,FCX,NUE,TAP,NEM,FGXXX,First American Government Obligs X,VSCO WI,n/a,BBWI WI,VSCO,LBEUR,SLVM WI,CTRA,SLVM,CEGVV,CEG,SUM
10/06/2021,0.89,0.94,0.63,0.0,0.76,0.67,0.74,0.68,0.69,0.66,0.66,0.9,0.7,0.75,0.89,0.64,0.74,0.66,0.62,0.64,0.6,0.65,0.67,0.8,0.86,0.73,0.66,0.76,0.69,0.7,0.68,0.82,0.69,0.67,0.93,0.68,0.7,0.8,0.65,0.73,0.67,0.72,0.67,0.64,0.72,0.68,0.66,0.69,0.69,0.69,0.61,0.68,0.89,0.65,0.65,0.7,0.67,0.74,0.68,0.68,0.73,0.68,0.69,0.7,0.66,0.68,0.69,0.81,0.85,0.67,0.77,0.77,0.72,0.69,0.67,0.69,0.74,0.81,0.72,0.71,0.95,0.79,0.68,0.69,0.68,0.77,0.79,0.83,0.69,0.75,0.65,0.7,0.67,0.77,0.67,0.75,0.66,0.66,0.75,0.64,0.67,0.66,0.68,0.7,0.68,0.66,0.67,0.69,0.78,0.82,0.66,0.65,0.8,0.71,0.7,0.7,0.68,0.8,0.74,0.79,0.69,0.67,0.69,0.73,0.81,0.67,0.63,0.7,0.68,0.72,0.85,0.82,0.81,0.7,0.67,0.66,0.62,0.73,0.67,0.35,0.0,0.0,0.0,0.72,0.0,0.0,0.04,0.0,0.0,0.0,0.0,99.97
10/07/2021,0.9,0.98,0.61,0.0,0.74,0.66,0.73,0.68,0.68,0.65,0.64,0.93,0.7,0.73,0.91,0.62,0.74,0.66,0.62,0.62,0.59,0.65,0.66,0.81,0.88,0.72,0.66,0.74,0.68,0.69,0.69,0.84,0.69,0.66,0.98,0.67,0.68,0.81,0.66,0.72,0.66,0.72,0.67,0.63,0.71,0.68,0.66,0.69,0.69,0.7,0.6,0.68,0.91,0.66,0.65,0.71,0.67,0.73,0.67,0.66,0.73,0.67,0.69,0.7,0.66,0.67,0.68,0.84,0.87,0.66,0.76,0.77,0.69,0.69,0.67,0.68,0.73,0.81,0.72,0.7,0.95,0.79,0.68,0.69,0.68,0.77,0.79,0.84,0.69,0.74,0.66,0.7,0.68,0.8,0.68,0.75,0.67,0.66,0.76,0.65,0.67,0.68,0.68,0.7,0.69,0.67,0.67,0.7,0.81,0.84,0.67,0.63,0.8,0.71,0.71,0.71,0.69,0.8,0.74,0.8,0.71,0.69,0.69,0.72,0.82,0.66,0.64,0.7,0.67,0.73,0.86,0.79,0.8,0.67,0.66,0.66,0.61,0.74,0.68,0.35,0.0,0.0,0.0,0.71,0.0,0.0,0.03,0.0,0.0,0.0,0.0,100.01000000000002
10/08/2021,0.9,0.98,0.61,0.0,0.74,0.66,0.73,0.68,0.68,0.65,0.64,0.93,0.7,0.73,0.91,0.62,0.74,0.66,0.62,0.62,0.59,0.65,0.66,0.81,0.88,0.72,0.66,0.74,0.68,0.69,0.69,0.84,0.69,0.66,0.98,0.67,0.68,0.81,0.66,0.72,0.66,0.72,0.67,0.63,0.71,0.68,0.66,0.69,0.69,0.7,0.6,0.68,0.91,0.66,0.65,0.71,0.67,0.73,0.67,0.66,0.73,0.67,0.69,0.7,0.66,0.67,0.68,0.84,0.87,0.66,0.76,0.77,0.69,0.69,0.67,0.68,0.73,0.81,0.72,0.7,0.95,0.79,0.68,0.69,0.68,0.77,0.79,0.84,0.69,0.74,0.66,0.7,0.68,0.8,0.68,0.75,0.67,0.66,0.76,0.65,0.67,0.68,0.68,0.7,0.69,0.67,0.67,0.7,0.81,0.84,0.67,0.63,0.8,0.71,0.71,0.71,0.69,0.8,0.74,0.8,0.71,0.69,0.69,0.72,0.82,0.66,0.64,0.7,0.67,0.73,0.86,0.79,0.8,0.67,0.66,0.66,0.61,0.74,0.68,0.35,0.0,0.0,0.0,0.71,0.0,0.0,0.03,0.0,0.0,0.0,0.0,100.01000000000002
10/11/2021,0.91,0.98,0.6,0.0,0.75,0.66,0.74,0.69,0.69,0.65,0.64,0.95,0.73,0.72,0.9,0.62,0.75,0.66,0.65,0.66,0.58,0.66,0.66,0.81,0.84,0.7,0.66,0.74,0.68,0.71,0.7,0.86,0.7,0.67,0.96,0.68,0.68,0.79,0.65,0.71,0.67,0.72,0.68,0.64,0.73,0.7,0.67,0.7,0.7,0.71,0.61,0.69,0.89,0.66,0.65,0.71,0.67,0.76,0.67,0.68,0.73,0.68,0.7,0.73,0.66,0.67,0.69,0.84,0.86,0.67,0.76,0.76,0.69,0.7,0.67,0.69,0.72,0.81,0.73,0.71,0.93,0.77,0.67,0.68,0.68,0.77,0.78,0.85,0.71,0.72,0.65,0.71,0.69,0.8,0.67,0.74,0.66,0.64,0.76,0.64,0.69,0.66,0.69,0.72,0.68,0.67,0.69,0.68,0.84,0.84,0.66,0.62,0.79,0.73,0.7,0.7,0.67,0.8,0.74,0.78,0.64,0.68,0.68,0.74,0.79,0.67,0.65,0.69,0.68,0.74,0.87,0.77,0.74,0.66,0.64,0.68,0.62,0.72,0.67,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.03,0.0,0.0,0.0,0.0,100.0
10/12/2021,0.91,0.98,0.6,0.0,0.75,0.66,0.74,0.69,0.69,0.65,0.64,0.95,0.73,0.72,0.9,0.62,0.75,0.66,0.65,0.66,0.58,0.66,0.66,0.81,0.84,0.7,0.66,0.74,0.68,0.71,0.7,0.86,0.7,0.67,0.96,0.68,0.68,0.79,0.65,0.71,0.67,0.72,0.68,0.64,0.73,0.7,0.67,0.7,0.7,0.71,0.61,0.69,0.89,0.66,0.65,0.71,0.67,0.76,0.67,0.68,0.73,0.68,0.7,0.73,0.66,0.67,0.69,0.84,0.86,0.67,0.76,0.76,0.69,0.7,0.67,0.69,0.72,0.81,0.73,0.71,0.93,0.77,0.67,0.68,0.68,0.77,0.78,0.85,0.71,0.72,0.65,0.71,0.69,0.8,0.67,0.74,0.66,0.64,0.76,0.64,0.69,0.66,0.69,0.72,0.68,0.67,0.69,0.68,0.84,0.84,0.66,0.62,0.79,0.73,0.7,0.7,0.67,0.8,0.74,0.78,0.64,0.68,0.68,0.74,0.79,0.67,0.65,0.69,0.68,0.74,0.87,0.77,0.74,0.66,0.64,0.68,0.62,0.72,0.67,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.03,0.0,0.0,0.0,0.0,100.0
10/13/2021,0.91,0.98,0.6,0.0,0.75,0.66,0.74,0.69,0.69,0.65,0.64,0.95,0.73,0.72,0.9,0.62,0.75,0.66,0.65,0.66,0.58,0.66,0.66,0.81,0.84,0.7,0.66,0.74,0.68,0.71,0.7,0.86,0.7,0.67,0.96,0.68,0.68,0.79,0.65,0.71,0.67,0.72,0.68,0.64,0.73,0.7,0.67,0.7,0.7,0.71,0.61,0.69,0.89,0.66,0.65,0.71,0.67,0.76,0.67,0.68,0.73,0.68,0.7,0.73,0.66,0.67,0.69,0.84,0.86,0.67,0.76,0.76,0.69,0.7,0.67,0.69,0.72,0.81,0.73,0.71,0.93,0.77,0.67,0.68,0.68,0.77,0.78,0.85,0.71,0.72,0.65,0.71,0.69,0.8,0.67,0.74,0.66,0.64,0.76,0.64,0.69,0.66,0.69,0.72,0.68,0.67,0.69,0.68,0.84,0.84,0.66,0.62,0.79,0.73,0.7,0.7,0.67,0.8,0.74,0.78,0.64,0.68,0.68,0.74,0.79,0.67,0.65,0.69,0.68,0.74,0.87,0.77,0.74,0.66,0.64,0.68,0.62,0.72,0.67,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.03,0.0,0.0,0.0,0.0,100.0
10/14/2021,0.94,1.02,0.6,0.0,0.74,0.66,0.73,0.7,0.68,0.65,0.64,0.99,0.73,0.7,0.94,0.61,0.75,0.65,0.64,0.65,0.57,0.66,0.66,0.82,0.85,0.68,0.66,0.73,0.68,0.69,0.69,0.89,0.7,0.67,0.99,0.66,0.66,0.8,0.65,0.71,0.66,0.72,0.67,0.62,0.71,0.68,0.66,0.71,0.7,0.73,0.61,0.69,0.94,0.66,0.63,0.7,0.67,0.75,0.67,0.67,0.73,0.68,0.69,0.74,0.66,0.67,0.69,0.86,0.92,0.67,0.75,0.76,0.68,0.7,0.66,0.68,0.71,0.81,0.72,0.72,0.93,0.77,0.64,0.68,0.67,0.77,0.8,0.91,0.71,0.72,0.65,0.71,0.69,0.81,0.67,0.76,0.66,0.61,0.76,0.64,0.71,0.65,0.69,0.73,0.68,0.66,0.69,0.68,0.86,0.87,0.65,0.64,0.79,0.72,0.69,0.7,0.67,0.81,0.73,0.79,0.62,0.68,0.67,0.74,0.79,0.67,0.64,0.68,0.67,0.74,0.89,0.75,0.74,0.64,0.63,0.67,0.61,0.72,0.67,0.29,0.0,0.0,0.0,0.7,0.0,0.0,0.03,0.0,0.0,0.0,0.0,100.0
10/15/2021,0.93,1.03,0.6,0.0,0.75,0.66,0.73,0.7,0.68,0.64,0.62,0.99,0.73,0.7,0.92,0.6,0.74,0.65,0.63,0.65,0.57,0.65,0.66,0.84,0.0,0.66,0.66,0.71,0.69,0.69,0.7,0.89,0.71,0.66,0.98,0.68,0.66,0.79,0.68,0.7,0.65,0.73,0.67,0.63,0.71,0.69,0.65,0.71,0.7,0.72,0.6,0.68,0.94,0.65,0.63,0.7,0.67,0.75,0.67,0.65,0.72,0.66,0.67,0.73,0.66,0.64,0.7,0.88,0.93,0.67,0.74,0.76,0.67,0.7,0.65,0.68,0.7,0.8,0.72,0.7,0.93,0.77,0.65,0.68,0.66,0.76,0.8,0.93,0.7,0.73,0.67,0.71,0.68,0.83,0.67,0.79,0.66,0.61,0.76,0.65,0.7,0.64,0.71,0.75,0.68,0.66,0.7,0.68,0.87,0.87,0.65,0.67,0.78,0.73,0.69,0.71,0.67,0.81,0.74,0.79,0.63,0.7,0.68,0.73,0.76,0.67,0.64,0.69,0.65,0.74,0.91,0.77,0.75,0.65,0.63,0.68,0.62,0.7,0.67,0.31,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.82,0.03,0.0,0.0,99.98
10/18/2021,0.9,1.01,0.6,0.0,0.76,0.67,0.74,0.7,0.68,0.64,0.62,0.98,0.74,0.7,0.92,0.61,0.74,0.66,0.64,0.65,0.57,0.66,0.67,0.84,0.0,0.67,0.65,0.71,0.7,0.69,0.7,0.89,0.71,0.67,0.97,0.67,0.67,0.79,0.69,0.7,0.65,0.74,0.67,0.65,0.71,0.69,0.66,0.71,0.7,0.73,0.61,0.67,0.94,0.66,0.63,0.7,0.67,0.74,0.68,0.64,0.72,0.66,0.67,0.74,0.66,0.64,0.7,0.88,0.92,0.66,0.74,0.76,0.67,0.7,0.65,0.68,0.7,0.79,0.71,0.7,0.93,0.76,0.64,0.68,0.66,0.76,0.8,0.92,0.7,0.71,0.66,0.72,0.69,0.83,0.67,0.79,0.66,0.62,0.75,0.66,0.7,0.65,0.73,0.73,0.69,0.66,0.71,0.67,0.86,0.86,0.66,0.67,0.77,0.72,0.7,0.7,0.69,0.8,0.74,0.78,0.62,0.69,0.69,0.73,0.75,0.66,0.64,0.67,0.65,0.74,0.9,0.75,0.72,0.66,0.63,0.71,0.63,0.7,0.69,0.31,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.8,0.03,0.0,0.0,99.96
10/19/2021,0.88,1.0,0.59,0.0,0.76,0.68,0.74,0.71,0.7,0.63,0.61,0.98,0.74,0.71,0.91,0.61,0.74,0.67,0.64,0.66,0.57,0.66,0.68,0.85,0.0,0.67,0.64,0.71,0.69,0.7,0.71,0.87,0.71,0.68,0.97,0.68,0.66,0.79,0.69,0.71,0.66,0.74,0.67,0.66,0.71,0.69,0.66,0.71,0.7,0.73,0.61,0.67,0.93,0.65,0.63,0.7,0.68,0.74,0.68,0.65,0.72,0.68,0.68,0.74,0.67,0.64,0.71,0.87,0.91,0.66,0.73,0.75,0.67,0.69,0.65,0.68,0.68,0.78,0.71,0.7,0.91,0.75,0.65,0.67,0.67,0.76,0.81,0.96,0.69,0.71,0.66,0.72,0.7,0.83,0.67,0.79,0.66,0.63,0.74,0.66,0.71,0.65,0.74,0.72,0.69,0.66,0.71,0.68,0.85,0.86,0.66,0.66,0.77,0.73,0.7,0.69,0.69,0.8,0.73,0.78,0.62,0.7,0.69,0.73,0.74,0.67,0.64,0.65,0.66,0.74,0.9,0.74,0.71,0.65,0.64,0.72,0.62,0.7,0.7,0.31,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.78,0.03,0.0,0.0,99.96
10/20/2021,0.87,0.99,0.59,0.0,0.75,0.67,0.74,0.71,0.7,0.62,0.61,0.99,0.74,0.7,0.91,0.62,0.74,0.67,0.64,0.67,0.56,0.66,0.69,0.85,0.0,0.67,0.61,0.72,0.68,0.71,0.69,0.86,0.7,0.69,0.98,0.67,0.66,0.8,0.68,0.72,0.67,0.75,0.66,0.65,0.72,0.75,0.66,0.71,0.7,0.74,0.61,0.68,0.92,0.65,0.63,0.71,0.68,0.74,0.68,0.66,0.72,0.68,0.68,0.76,0.66,0.66,0.71,0.91,0.91,0.66,0.73,0.76,0.67,0.68,0.67,0.68,0.69,0.78,0.7,0.7,0.89,0.74,0.66,0.67,0.67,0.76,0.81,0.97,0.7,0.72,0.63,0.73,0.7,0.84,0.67,0.79,0.65,0.62,0.74,0.66,0.71,0.64,0.75,0.73,0.69,0.65,0.72,0.67,0.84,0.85,0.65,0.66,0.77,0.74,0.69,0.69,0.69,0.8,0.73,0.79,0.63,0.7,0.69,0.73,0.72,0.67,0.63,0.62,0.66,0.73,0.9,0.74,0.72,0.67,0.65,0.75,0.62,0.69,0.69,0.31,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.76,0.03,0.0,0.0,100.0
10/21/2021,0.9,1.0,0.6,0.0,0.75,0.69,0.75,0.71,0.71,0.62,0.6,1.0,0.73,0.7,0.92,0.62,0.76,0.68,0.64,0.67,0.57,0.67,0.69,0.85,0.0,0.66,0.62,0.71,0.69,0.72,0.71,0.86,0.7,0.69,0.99,0.68,0.68,0.79,0.68,0.71,0.67,0.75,0.65,0.67,0.71,0.75,0.65,0.7,0.7,0.75,0.61,0.68,0.91,0.64,0.63,0.7,0.69,0.73,0.68,0.66,0.72,0.69,0.7,0.76,0.67,0.66,0.71,0.91,0.9,0.67,0.73,0.77,0.67,0.67,0.66,0.68,0.68,0.79,0.7,0.7,0.92,0.74,0.66,0.66,0.66,0.77,0.8,0.99,0.68,0.72,0.62,0.73,0.69,0.83,0.66,0.79,0.65,0.62,0.73,0.65,0.7,0.63,0.75,0.72,0.69,0.64,0.7,0.68,0.83,0.84,0.65,0.66,0.78,0.73,0.68,0.69,0.67,0.79,0.74,0.79,0.62,0.68,0.7,0.73,0.71,0.67,0.62,0.63,0.65,0.73,0.9,0.73,0.72,0.66,0.64,0.74,0.63,0.68,0.68,0.34,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.76,0.03,0.0,0.0,99.98000000000002
10/22/2021,0.9,1.01,0.6,0.0,0.75,0.68,0.75,0.72,0.71,0.63,0.61,0.99,0.74,0.71,0.92,0.63,0.76,0.67,0.64,0.66,0.57,0.67,0.68,0.85,0.0,0.67,0.62,0.72,0.69,0.72,0.7,0.86,0.7,0.69,0.98,0.67,0.68,0.8,0.68,0.71,0.67,0.74,0.65,0.67,0.71,0.75,0.66,0.7,0.7,0.74,0.61,0.68,0.92,0.64,0.63,0.7,0.69,0.74,0.68,0.66,0.73,0.68,0.69,0.75,0.67,0.66,0.72,0.91,0.91,0.68,0.74,0.76,0.67,0.68,0.67,0.68,0.67,0.79,0.69,0.7,0.9,0.75,0.65,0.67,0.67,0.77,0.8,0.98,0.68,0.71,0.61,0.73,0.7,0.81,0.67,0.79,0.65,0.61,0.72,0.65,0.71,0.64,0.75,0.72,0.69,0.66,0.71,0.67,0.85,0.86,0.65,0.66,0.77,0.73,0.68,0.68,0.68,0.8,0.72,0.8,0.62,0.68,0.69,0.72,0.7,0.67,0.62,0.63,0.65,0.73,0.9,0.71,0.7,0.69,0.64,0.75,0.63,0.67,0.68,0.33,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.78,0.03,0.0,0.0,100.01
10/25/2021,0.9,1.0,0.6,0.0,0.73,0.69,0.74,0.71,0.7,0.63,0.61,0.99,0.73,0.72,0.92,0.62,0.76,0.67,0.64,0.65,0.57,0.67,0.68,0.84,0.0,0.68,0.61,0.72,0.69,0.73,0.71,0.86,0.7,0.69,0.98,0.68,0.67,0.8,0.67,0.71,0.68,0.74,0.66,0.66,0.71,0.76,0.67,0.7,0.7,0.74,0.61,0.69,0.94,0.65,0.63,0.7,0.69,0.74,0.68,0.66,0.73,0.7,0.7,0.75,0.66,0.65,0.71,0.91,0.89,0.68,0.72,0.76,0.67,0.68,0.67,0.68,0.67,0.81,0.68,0.7,0.89,0.77,0.66,0.67,0.67,0.78,0.8,0.99,0.69,0.71,0.62,0.73,0.69,0.81,0.67,0.79,0.65,0.6,0.7,0.65,0.7,0.64,0.74,0.72,0.69,0.67,0.71,0.68,0.85,0.86,0.65,0.64,0.8,0.73,0.68,0.68,0.68,0.81,0.72,0.81,0.62,0.69,0.7,0.72,0.7,0.67,0.63,0.64,0.66,0.73,0.9,0.7,0.7,0.66,0.64,0.74,0.63,0.67,0.68,0.33,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.79,0.03,0.0,0.0,100.05
10/26/2021,0.89,0.98,0.6,0.0,0.76,0.69,0.76,0.71,0.72,0.63,0.62,0.97,0.75,0.73,0.9,0.63,0.79,0.67,0.64,0.66,0.58,0.67,0.7,0.83,0.0,0.69,0.62,0.73,0.69,0.74,0.71,0.84,0.7,0.68,0.96,0.69,0.69,0.78,0.67,0.71,0.68,0.75,0.66,0.66,0.72,0.75,0.67,0.71,0.71,0.75,0.61,0.69,0.91,0.65,0.64,0.7,0.69,0.74,0.68,0.65,0.73,0.7,0.7,0.76,0.65,0.65,0.71,0.88,0.87,0.68,0.73,0.77,0.68,0.69,0.67,0.68,0.66,0.8,0.68,0.7,0.89,0.76,0.65,0.68,0.67,0.78,0.8,0.98,0.69,0.71,0.62,0.73,0.69,0.79,0.66,0.74,0.65,0.61,0.7,0.64,0.7,0.64,0.74,0.72,0.69,0.68,0.73,0.69,0.84,0.87,0.65,0.63,0.79,0.73,0.68,0.68,0.68,0.81,0.71,0.81,0.61,0.68,0.7,0.7,0.69,0.66,0.63,0.63,0.65,0.73,0.9,0.7,0.71,0.65,0.64,0.73,0.61,0.66,0.68,0.36,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.77,0.03,0.0,0.0,99.95
10/27/2021,0.89,0.98,0.6,0.0,0.76,0.69,0.76,0.71,0.72,0.63,0.62,0.97,0.75,0.73,0.9,0.63,0.79,0.67,0.64,0.66,0.58,0.67,0.7,0.83,0.0,0.69,0.62,0.73,0.69,0.74,0.71,0.84,0.7,0.68,0.96,0.69,0.69,0.78,0.67,0.71,0.68,0.75,0.66,0.66,0.72,0.75,0.67,0.71,0.71,0.75,0.61,0.69,0.91,0.65,0.64,0.7,0.69,0.74,0.68,0.65,0.73,0.7,0.7,0.76,0.65,0.65,0.71,0.88,0.87,0.68,0.73,0.77,0.68,0.69,0.67,0.68,0.66,0.8,0.68,0.7,0.89,0.76,0.65,0.68,0.67,0.78,0.8,0.98,0.69,0.71,0.62,0.73,0.69,0.79,0.66,0.74,0.65,0.61,0.7,0.64,0.7,0.64,0.74,0.72,0.69,0.68,0.73,0.69,0.84,0.87,0.65,0.63,0.79,0.73,0.68,0.68,0.68,0.81,0.71,0.81,0.61,0.68,0.7,0.7,0.69,0.66,0.63,0.63,0.65,0.73,0.9,0.7,0.71,0.65,0.64,0.73,0.61,0.66,0.68,0.36,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.77,0.03,0.0,0.0,99.95
10/28/2021,0.89,0.98,0.6,0.0,0.76,0.69,0.76,0.71,0.72,0.63,0.62,0.97,0.75,0.73,0.9,0.63,0.79,0.67,0.64,0.66,0.58,0.67,0.7,0.83,0.0,0.69,0.62,0.73,0.69,0.74,0.71,0.84,0.7,0.68,0.96,0.69,0.69,0.78,0.67,0.71,0.68,0.75,0.66,0.66,0.72,0.75,0.67,0.71,0.71,0.75,0.61,0.69,0.91,0.65,0.64,0.7,0.69,0.74,0.68,0.65,0.73,0.7,0.7,0.76,0.65,0.65,0.71,0.88,0.87,0.68,0.73,0.77,0.68,0.69,0.67,0.68,0.66,0.8,0.68,0.7,0.89,0.76,0.65,0.68,0.67,0.78,0.8,0.98,0.69,0.71,0.62,0.73,0.69,0.79,0.66,0.74,0.65,0.61,0.7,0.64,0.7,0.64,0.74,0.72,0.69,0.68,0.73,0.69,0.84,0.87,0.65,0.63,0.79,0.73,0.68,0.68,0.68,0.81,0.71,0.81,0.61,0.68,0.7,0.7,0.69,0.66,0.63,0.63,0.65,0.73,0.9,0.7,0.71,0.65,0.64,0.73,0.61,0.66,0.68,0.36,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.77,0.03,0.0,0.0,99.95
10/29/2021,0.94,0.98,0.61,0.0,0.76,0.67,0.76,0.71,0.72,0.63,0.62,1.0,0.75,0.72,0.92,0.62,0.77,0.66,0.64,0.66,0.58,0.67,0.71,0.84,0.0,0.68,0.61,0.72,0.68,0.75,0.7,0.85,0.69,0.68,0.97,0.69,0.69,0.8,0.68,0.72,0.68,0.75,0.62,0.66,0.7,0.76,0.66,0.71,0.7,0.77,0.61,0.68,0.94,0.64,0.63,0.7,0.69,0.76,0.68,0.65,0.73,0.71,0.72,0.77,0.64,0.63,0.7,0.9,0.87,0.69,0.71,0.78,0.7,0.69,0.66,0.65,0.65,0.82,0.67,0.7,0.87,0.77,0.65,0.67,0.66,0.78,0.8,1.01,0.7,0.7,0.61,0.72,0.69,0.79,0.66,0.75,0.63,0.61,0.68,0.63,0.7,0.63,0.74,0.72,0.69,0.66,0.7,0.68,0.84,0.87,0.64,0.61,0.79,0.75,0.68,0.68,0.68,0.81,0.71,0.83,0.6,0.68,0.7,0.7,0.66,0.67,0.62,0.63,0.66,0.74,0.89,0.7,0.68,0.62,0.64,0.74,0.65,0.64,0.68,0.45,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.82,0.03,0.0,0.0,99.97
11/01/2021,0.91,0.98,0.62,0.0,0.76,0.68,0.78,0.71,0.72,0.64,0.62,0.98,0.75,0.7,0.91,0.62,0.79,0.67,0.62,0.65,0.59,0.61,0.75,0.85,0.0,0.67,0.64,0.71,0.7,0.76,0.69,0.85,0.69,0.68,0.96,0.7,0.69,0.81,0.68,0.72,0.68,0.73,0.66,0.66,0.68,0.76,0.68,0.71,0.69,0.79,0.62,0.68,0.94,0.65,0.64,0.68,0.74,0.76,0.7,0.65,0.71,0.71,0.71,0.79,0.65,0.59,0.71,0.88,0.85,0.69,0.72,0.79,0.69,0.7,0.65,0.66,0.64,0.79,0.69,0.71,0.85,0.75,0.64,0.66,0.68,0.78,0.79,0.98,0.7,0.71,0.59,0.74,0.69,0.79,0.67,0.74,0.64,0.62,0.68,0.64,0.7,0.64,0.75,0.7,0.71,0.67,0.72,0.68,0.79,0.85,0.65,0.66,0.76,0.73,0.69,0.69,0.67,0.8,0.73,0.82,0.62,0.68,0.7,0.69,0.66,0.66,0.63,0.63,0.66,0.73,0.88,0.71,0.68,0.62,0.64,0.71,0.66,0.65,0.69,0.46,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.82,0.03,0.0,0.0,99.98000000000002
11/02/2021,0.91,0.98,0.61,0.0,0.76,0.68,0.75,0.71,0.72,0.64,0.62,0.98,0.75,0.73,0.91,0.63,0.76,0.67,0.68,0.64,0.58,0.6,0.75,0.84,0.0,0.63,0.63,0.7,0.69,0.78,0.68,0.85,0.69,0.69,0.97,0.72,0.69,0.8,0.69,0.72,0.67,0.75,0.65,0.69,0.7,0.77,0.69,0.71,0.69,0.79,0.62,0.69,0.94,0.64,0.65,0.69,0.74,0.76,0.69,0.66,0.7,0.72,0.72,0.79,0.65,0.58,0.71,0.88,0.83,0.69,0.71,0.8,0.71,0.7,0.67,0.66,0.64,0.79,0.69,0.71,0.85,0.74,0.66,0.66,0.68,0.78,0.79,0.98,0.73,0.71,0.57,0.75,0.7,0.79,0.66,0.73,0.64,0.62,0.68,0.59,0.72,0.64,0.76,0.7,0.71,0.67,0.72,0.69,0.78,0.83,0.65,0.64,0.77,0.73,0.68,0.69,0.67,0.8,0.72,0.82,0.6,0.68,0.7,0.7,0.67,0.68,0.62,0.64,0.67,0.73,0.89,0.71,0.68,0.62,0.64,0.72,0.66,0.65,0.65,0.46,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.81,0.03,0.0,0.0,100.01
11/03/2021,0.91,0.98,0.61,0.0,0.76,0.68,0.75,0.71,0.72,0.64,0.62,0.98,0.75,0.73,0.91,0.63,0.76,0.67,0.68,0.64,0.58,0.6,0.75,0.84,0.0,0.63,0.63,0.7,0.69,0.78,0.68,0.85,0.69,0.69,0.97,0.72,0.69,0.8,0.69,0.72,0.67,0.75,0.65,0.69,0.7,0.77,0.69,0.71,0.69,0.79,0.62,0.69,0.94,0.64,0.65,0.69,0.74,0.76,0.69,0.66,0.7,0.72,0.72,0.79,0.65,0.58,0.71,0.88,0.83,0.69,0.71,0.8,0.71,0.7,0.67,0.66,0.64,0.79,0.69,0.71,0.85,0.74,0.66,0.66,0.68,0.78,0.79,0.98,0.73,0.71,0.57,0.75,0.7,0.79,0.66,0.73,0.64,0.62,0.68,0.59,0.72,0.64,0.76,0.7,0.71,0.67,0.72,0.69,0.78,0.83,0.65,0.64,0.77,0.73,0.68,0.69,0.67,0.8,0.72,0.82,0.6,0.68,0.7,0.7,0.67,0.68,0.62,0.64,0.67,0.73,0.89,0.71,0.68,0.62,0.64,0.72,0.66,0.65,0.65,0.46,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.81,0.03,0.0,0.0,100.01
