,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,NKE,ABBV,TMO,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,UPS,HON,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,RTX,BA,BLK,GS,AMT,AMAT,IBM,TGT,CAT,AMD,MMM,GE,ISRG,AXP,NOW,DE,CVS,SCHW,CHTR,SPGI,ANTM,LMT,ZTS,MU,BKNG,PLD,FIS,LRCX,MDLZ,MO,SYK,TMUS,CCI,ADP,GILD,TJX,COP,CI,PNC,DUK,USB,CME,CSX,EL,EQIX,GM,TFC,ATVI,CB,BDX,MMC,FDX,COF,CL,ILMN,NSC,EW,ICE,SHW,SO,ADSK,FISV,ITW,APD,ADI,BSX,REGN,D,ETN,MCO,HUM,EMR,PGR,HCA,GPN,F,IDXX,TWTR,NXPI,WM,NOC,AON,FCX,ECL,VRTX,BIIB,DG,NEM,ROP,JCI,EOG,IQV,KLAC,PSA,TROW,DOW,KMB,MSCI,A,LHX,ROST,TEL,EBAY,MET,TT,CMG,EXC,SLB,ALGN,GD,CNC,DLR,SNPS,APTV,INFO,DXCM,AEP,SRE,SPG,APH,DD,EA,BAX,ORLY,ALXN,AIG,PPG,MCHP,BK,ALL,PRU,CARR,PH,STZ,CDNS,SYY,MPC,TRV,MSI,DFS,4970.T,WELL,XEL,GIS,RMD,MRNA,MAR,CTSH,YUM,GEN.,FTNT,IFF,GE.,SBAC,XLNX,MTCH,n/a,SIVB,PXD,HLT,AZO,PAYX,ROK,HPQ,O,ADM,MCK,AFL,PSX,OTIS,WBA,STT,WMB,AMP,CTVA,OXY,NUE,KR,DVN,VLO,WBD,KMI,DLTR,META,MNST,ED,ELV,AJG,CTAS,ENPH,SUM
05/13/2022,6.98,5.87,2.82,1.34,2.0,1.86,1.7,1.25,1.95,1.07,1.38,0.95,1.36,0.27,0.92,1.1,0.84,0.58,0.77,0.53,0.53,1.06,0.23,0.6,0.48,0.52,0.61,0.81,0.56,0.74,0.41,0.7,0.42,0.79,0.6,0.91,0.66,0.54,0.69,0.63,0.68,0.51,0.45,0.45,0.66,0.55,0.4,0.45,0.46,0.39,0.39,0.33,0.46,0.49,0.42,0.41,0.29,0.4,0.39,0.31,0.25,0.34,0.41,0.22,0.26,0.31,0.31,0.28,0.36,0.32,0.33,0.42,0.26,0.24,0.22,0.29,0.25,0.3,0.38,0.29,0.16,0.34,0.35,0.32,0.23,0.22,0.25,0.29,0.17,0.18,0.27,0.3,0.23,0.21,0.22,0.26,0.23,0.21,0.37,0.25,0.2,0.25,0.2,0.21,0.22,0.16,0.17,0.16,0.19,0.18,0.26,0.21,0.23,0.15,0.15,0.19,0.0,0.18,0.18,0.16,0.2,0.23,0.12,0.16,0.18,0.15,0.24,0.16,0.19,0.2,0.17,0.14,0.16,0.15,0.19,0.16,0.0,0.16,0.0,0.11,0.14,0.18,0.2,0.18,0.15,0.12,0.18,0.0,0.16,0.16,0.13,0.11,0.2,0.12,0.14,0.14,0.0,0.15,0.14,0.0,0.0,0.14,0.0,0.12,0.0,0.14,0.0,0.0,0.13,0.16,0.0,0.16,0.14,0.11,0.12,0.0,0.0,0.0,0.15,0.15,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.15,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.12,0.11,0.12,0.16,0.12,0.0,0.0,0.0,0.11,0.12,0.13,0.0,0.14,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.11,0.12,0.11,0.0,0.12,0.11,0.14,0.14,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.12,0.15,0.0,0.11,0.12,0.14,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.19
05/16/2022,6.82,5.87,2.77,1.31,2.05,1.9,1.71,1.25,1.85,1.05,1.39,0.98,1.38,0.26,0.89,1.1,0.85,0.58,0.76,0.54,0.54,1.1,0.22,0.6,0.48,0.52,0.62,0.83,0.56,0.75,0.42,0.71,0.41,0.81,0.62,0.94,0.68,0.53,0.7,0.63,0.68,0.5,0.45,0.46,0.65,0.55,0.41,0.45,0.48,0.39,0.4,0.34,0.46,0.5,0.43,0.41,0.28,0.41,0.38,0.3,0.24,0.34,0.41,0.21,0.26,0.31,0.31,0.28,0.35,0.31,0.33,0.43,0.25,0.24,0.23,0.29,0.25,0.31,0.39,0.29,0.16,0.35,0.35,0.32,0.23,0.22,0.26,0.28,0.17,0.19,0.27,0.28,0.23,0.22,0.22,0.26,0.23,0.2,0.39,0.25,0.2,0.25,0.2,0.21,0.22,0.16,0.17,0.16,0.19,0.18,0.26,0.21,0.24,0.15,0.15,0.19,0.0,0.18,0.17,0.16,0.19,0.24,0.12,0.17,0.17,0.15,0.24,0.17,0.2,0.2,0.17,0.14,0.17,0.15,0.19,0.15,0.0,0.15,0.0,0.11,0.14,0.18,0.2,0.18,0.16,0.12,0.18,0.0,0.16,0.16,0.14,0.11,0.21,0.12,0.14,0.14,0.0,0.15,0.14,0.0,0.0,0.14,0.0,0.12,0.0,0.14,0.0,0.0,0.14,0.16,0.0,0.16,0.14,0.11,0.12,0.0,0.0,0.0,0.15,0.15,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.15,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.12,0.11,0.13,0.16,0.12,0.0,0.0,0.0,0.11,0.12,0.13,0.0,0.13,0.14,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.11,0.12,0.11,0.0,0.12,0.11,0.14,0.15,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.12,0.16,0.0,0.11,0.12,0.15,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3
05/17/2022,6.7,5.75,2.91,1.35,2.05,1.9,1.67,1.3,1.89,1.03,1.37,0.97,1.34,0.27,0.91,1.08,0.84,0.57,0.73,0.56,0.55,1.11,0.24,0.59,0.48,0.52,0.61,0.82,0.57,0.75,0.42,0.71,0.42,0.8,0.63,0.95,0.67,0.53,0.71,0.62,0.68,0.49,0.47,0.46,0.65,0.54,0.41,0.45,0.48,0.38,0.39,0.33,0.47,0.49,0.43,0.4,0.28,0.4,0.38,0.31,0.26,0.34,0.4,0.21,0.26,0.31,0.31,0.29,0.35,0.31,0.32,0.46,0.25,0.24,0.24,0.29,0.27,0.3,0.38,0.29,0.17,0.35,0.35,0.31,0.23,0.24,0.25,0.28,0.17,0.2,0.27,0.28,0.23,0.22,0.22,0.26,0.23,0.2,0.39,0.25,0.19,0.25,0.19,0.21,0.22,0.16,0.17,0.16,0.18,0.18,0.26,0.21,0.24,0.15,0.14,0.19,0.11,0.18,0.18,0.16,0.19,0.23,0.13,0.17,0.17,0.15,0.25,0.17,0.2,0.2,0.16,0.14,0.17,0.15,0.18,0.15,0.0,0.16,0.0,0.0,0.14,0.18,0.2,0.18,0.15,0.12,0.18,0.0,0.16,0.15,0.13,0.11,0.21,0.12,0.15,0.14,0.0,0.15,0.14,0.0,0.0,0.14,0.0,0.12,0.0,0.13,0.0,0.11,0.13,0.17,0.0,0.15,0.14,0.11,0.12,0.0,0.0,0.0,0.15,0.15,0.11,0.12,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.12,0.12,0.13,0.16,0.12,0.0,0.0,0.0,0.11,0.12,0.13,0.0,0.14,0.13,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.17,0.11,0.12,0.11,0.0,0.12,0.11,0.14,0.14,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.12,0.17,0.0,0.0,0.13,0.15,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.18
05/18/2022,6.7,5.75,2.91,1.35,2.05,1.9,1.67,1.3,1.89,1.03,1.37,0.97,1.34,0.27,0.91,1.08,0.84,0.57,0.73,0.56,0.55,1.11,0.24,0.59,0.48,0.52,0.61,0.82,0.57,0.75,0.42,0.71,0.42,0.8,0.63,0.95,0.67,0.53,0.71,0.62,0.68,0.49,0.47,0.46,0.65,0.54,0.41,0.45,0.48,0.38,0.39,0.33,0.47,0.49,0.43,0.4,0.28,0.4,0.38,0.31,0.26,0.34,0.4,0.21,0.26,0.31,0.31,0.29,0.35,0.31,0.32,0.46,0.25,0.24,0.24,0.29,0.27,0.3,0.38,0.29,0.17,0.35,0.35,0.31,0.23,0.24,0.25,0.28,0.17,0.2,0.27,0.28,0.23,0.22,0.22,0.26,0.23,0.2,0.39,0.25,0.19,0.25,0.19,0.21,0.22,0.16,0.17,0.16,0.18,0.18,0.26,0.21,0.24,0.15,0.14,0.19,0.11,0.18,0.18,0.16,0.19,0.23,0.13,0.17,0.17,0.15,0.25,0.17,0.2,0.2,0.16,0.14,0.17,0.15,0.18,0.15,0.0,0.16,0.0,0.0,0.14,0.18,0.2,0.18,0.15,0.12,0.18,0.0,0.16,0.15,0.13,0.11,0.21,0.12,0.15,0.14,0.0,0.15,0.14,0.0,0.0,0.14,0.0,0.12,0.0,0.13,0.0,0.11,0.13,0.17,0.0,0.15,0.14,0.11,0.12,0.0,0.0,0.0,0.15,0.15,0.11,0.12,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.12,0.12,0.13,0.16,0.12,0.0,0.0,0.0,0.11,0.12,0.13,0.0,0.14,0.13,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.17,0.11,0.12,0.11,0.0,0.12,0.11,0.14,0.14,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.12,0.17,0.0,0.0,0.13,0.15,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.18
05/19/2022,6.65,5.78,2.86,1.36,2.03,1.88,1.67,1.27,1.79,1.03,1.38,0.97,1.36,0.27,0.91,1.1,0.84,0.56,0.73,0.56,0.56,1.14,0.24,0.61,0.48,0.52,0.61,0.84,0.57,0.76,0.43,0.72,0.42,0.81,0.63,0.98,0.69,0.53,0.71,0.62,0.7,0.48,0.46,0.46,0.65,0.54,0.41,0.45,0.48,0.39,0.39,0.32,0.47,0.49,0.43,0.41,0.28,0.4,0.39,0.3,0.25,0.33,0.41,0.2,0.25,0.3,0.31,0.29,0.36,0.31,0.33,0.45,0.25,0.24,0.23,0.28,0.26,0.31,0.38,0.28,0.16,0.35,0.35,0.31,0.23,0.23,0.25,0.27,0.17,0.2,0.27,0.29,0.23,0.22,0.22,0.26,0.23,0.2,0.41,0.25,0.19,0.25,0.19,0.21,0.22,0.16,0.17,0.16,0.18,0.18,0.26,0.21,0.24,0.15,0.14,0.2,0.11,0.17,0.18,0.16,0.19,0.23,0.12,0.17,0.17,0.15,0.24,0.17,0.21,0.2,0.16,0.14,0.17,0.15,0.19,0.15,0.0,0.15,0.0,0.0,0.14,0.18,0.2,0.18,0.15,0.12,0.19,0.0,0.16,0.15,0.13,0.0,0.22,0.12,0.15,0.14,0.0,0.15,0.14,0.0,0.0,0.14,0.0,0.12,0.0,0.13,0.0,0.0,0.13,0.17,0.0,0.15,0.15,0.11,0.12,0.0,0.0,0.0,0.15,0.15,0.11,0.12,0.0,0.0,0.11,0.13,0.0,0.14,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.13,0.16,0.12,0.0,0.0,0.0,0.11,0.12,0.13,0.0,0.14,0.13,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.18,0.11,0.12,0.11,0.0,0.12,0.11,0.14,0.14,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.12,0.18,0.0,0.0,0.13,0.15,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.14
05/20/2022,6.69,5.78,2.92,1.35,2.02,1.87,1.66,1.31,1.84,1.04,1.36,0.98,1.34,0.27,0.91,1.07,0.85,0.57,0.74,0.56,0.56,1.13,0.24,0.59,0.47,0.52,0.62,0.83,0.59,0.74,0.42,0.7,0.43,0.79,0.63,0.97,0.68,0.53,0.73,0.54,0.69,0.49,0.46,0.47,0.63,0.52,0.41,0.46,0.48,0.39,0.39,0.33,0.47,0.49,0.43,0.41,0.29,0.4,0.38,0.3,0.25,0.34,0.41,0.21,0.25,0.31,0.31,0.3,0.36,0.3,0.33,0.48,0.25,0.24,0.23,0.29,0.25,0.31,0.38,0.28,0.16,0.35,0.35,0.31,0.23,0.24,0.25,0.27,0.17,0.21,0.26,0.29,0.23,0.22,0.22,0.26,0.23,0.19,0.4,0.25,0.19,0.24,0.19,0.2,0.22,0.16,0.17,0.16,0.18,0.18,0.26,0.21,0.23,0.16,0.14,0.19,0.11,0.17,0.18,0.16,0.19,0.23,0.12,0.17,0.18,0.15,0.25,0.17,0.21,0.2,0.16,0.14,0.16,0.15,0.19,0.15,0.0,0.15,0.0,0.0,0.14,0.17,0.19,0.17,0.16,0.12,0.19,0.0,0.15,0.15,0.13,0.0,0.22,0.11,0.15,0.14,0.0,0.15,0.13,0.0,0.11,0.14,0.0,0.12,0.0,0.13,0.0,0.0,0.13,0.17,0.0,0.15,0.14,0.0,0.13,0.0,0.0,0.0,0.15,0.15,0.11,0.12,0.0,0.0,0.11,0.13,0.0,0.14,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.13,0.16,0.12,0.0,0.0,0.0,0.11,0.12,0.13,0.0,0.14,0.13,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.18,0.11,0.12,0.11,0.0,0.12,0.11,0.14,0.14,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.12,0.17,0.0,0.0,0.13,0.15,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.08000000000001
05/23/2022,6.45,5.75,2.84,1.34,2.01,1.86,1.69,1.3,1.8,1.06,1.39,0.99,1.37,0.29,0.91,1.03,0.87,0.57,0.74,0.56,0.58,1.17,0.25,0.62,0.46,0.52,0.53,0.86,0.6,0.71,0.44,0.68,0.41,0.81,0.66,0.97,0.7,0.52,0.68,0.51,0.69,0.49,0.48,0.47,0.57,0.52,0.42,0.45,0.47,0.37,0.4,0.32,0.48,0.5,0.42,0.42,0.3,0.42,0.38,0.31,0.25,0.34,0.41,0.21,0.26,0.32,0.32,0.3,0.35,0.22,0.34,0.48,0.25,0.25,0.24,0.29,0.26,0.31,0.37,0.28,0.17,0.36,0.35,0.31,0.23,0.23,0.26,0.27,0.18,0.2,0.26,0.28,0.23,0.22,0.23,0.26,0.24,0.22,0.41,0.25,0.2,0.25,0.2,0.21,0.21,0.17,0.17,0.16,0.19,0.18,0.27,0.22,0.23,0.15,0.14,0.19,0.11,0.17,0.18,0.16,0.19,0.24,0.13,0.17,0.17,0.16,0.26,0.17,0.21,0.2,0.16,0.14,0.17,0.15,0.2,0.15,0.0,0.15,0.0,0.0,0.14,0.18,0.2,0.17,0.16,0.12,0.2,0.0,0.14,0.16,0.13,0.11,0.22,0.12,0.15,0.14,0.0,0.15,0.13,0.0,0.11,0.14,0.0,0.12,0.0,0.13,0.0,0.0,0.14,0.17,0.0,0.15,0.15,0.0,0.14,0.0,0.0,0.0,0.15,0.16,0.0,0.12,0.0,0.11,0.0,0.12,0.0,0.15,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.12,0.12,0.12,0.17,0.12,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.15,0.13,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.18,0.11,0.12,0.11,0.0,0.12,0.11,0.14,0.14,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.13,0.17,0.0,0.0,0.13,0.15,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
05/24/2022,6.46,5.73,2.85,1.35,1.98,1.84,1.69,1.26,1.68,1.05,1.41,1.0,1.39,0.28,0.91,1.03,0.88,0.56,0.73,0.57,0.58,1.18,0.25,0.63,0.48,0.51,0.55,0.89,0.61,0.72,0.44,0.68,0.42,0.81,0.66,0.98,0.72,0.53,0.68,0.51,0.72,0.49,0.49,0.48,0.56,0.53,0.42,0.45,0.48,0.38,0.39,0.33,0.49,0.5,0.41,0.42,0.3,0.42,0.38,0.32,0.26,0.34,0.41,0.2,0.26,0.31,0.34,0.29,0.35,0.23,0.32,0.46,0.25,0.25,0.24,0.29,0.26,0.27,0.38,0.29,0.17,0.37,0.36,0.31,0.23,0.23,0.26,0.27,0.18,0.2,0.26,0.28,0.24,0.22,0.24,0.27,0.24,0.21,0.41,0.25,0.2,0.26,0.2,0.21,0.21,0.17,0.18,0.16,0.18,0.18,0.27,0.22,0.23,0.15,0.14,0.19,0.12,0.17,0.18,0.17,0.19,0.24,0.13,0.17,0.17,0.16,0.26,0.17,0.21,0.2,0.16,0.14,0.17,0.15,0.2,0.15,0.0,0.15,0.0,0.0,0.15,0.18,0.2,0.17,0.16,0.12,0.2,0.0,0.13,0.16,0.13,0.0,0.22,0.12,0.15,0.14,0.0,0.15,0.13,0.0,0.11,0.14,0.0,0.12,0.0,0.13,0.0,0.0,0.14,0.17,0.0,0.15,0.15,0.11,0.14,0.0,0.0,0.0,0.15,0.15,0.0,0.12,0.0,0.11,0.11,0.12,0.0,0.14,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.12,0.12,0.12,0.17,0.12,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.15,0.13,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.18,0.0,0.11,0.11,0.0,0.11,0.12,0.14,0.15,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.13,0.17,0.0,0.0,0.13,0.15,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.07
05/25/2022,6.46,5.73,2.85,1.35,1.98,1.84,1.69,1.26,1.68,1.05,1.41,1.0,1.39,0.28,0.91,1.03,0.88,0.56,0.73,0.57,0.58,1.18,0.25,0.63,0.48,0.51,0.55,0.89,0.61,0.72,0.44,0.68,0.42,0.81,0.66,0.98,0.72,0.53,0.68,0.51,0.72,0.49,0.49,0.48,0.56,0.53,0.42,0.45,0.48,0.38,0.39,0.33,0.49,0.5,0.41,0.42,0.3,0.42,0.38,0.32,0.26,0.34,0.41,0.2,0.26,0.31,0.34,0.29,0.35,0.23,0.32,0.46,0.25,0.25,0.24,0.29,0.26,0.27,0.38,0.29,0.17,0.37,0.36,0.31,0.23,0.23,0.26,0.27,0.18,0.2,0.26,0.28,0.24,0.22,0.24,0.27,0.24,0.21,0.41,0.25,0.2,0.26,0.2,0.21,0.21,0.17,0.18,0.16,0.18,0.18,0.27,0.22,0.23,0.15,0.14,0.19,0.12,0.17,0.18,0.17,0.19,0.24,0.13,0.17,0.17,0.16,0.26,0.17,0.21,0.2,0.16,0.14,0.17,0.15,0.2,0.15,0.0,0.15,0.0,0.0,0.15,0.18,0.2,0.17,0.16,0.12,0.2,0.0,0.13,0.16,0.13,0.0,0.22,0.12,0.15,0.14,0.0,0.15,0.13,0.0,0.11,0.14,0.0,0.12,0.0,0.13,0.0,0.0,0.14,0.17,0.0,0.15,0.15,0.11,0.14,0.0,0.0,0.0,0.15,0.15,0.0,0.12,0.0,0.11,0.11,0.12,0.0,0.14,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.12,0.12,0.12,0.17,0.12,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.15,0.13,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.18,0.0,0.11,0.11,0.0,0.11,0.12,0.14,0.15,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.13,0.17,0.0,0.0,0.13,0.15,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.07
05/26/2022,6.59,5.81,2.8,1.35,1.99,1.84,1.69,1.26,1.68,1.1,1.4,1.02,1.38,0.28,0.89,1.03,0.89,0.57,0.76,0.57,0.58,1.18,0.25,0.62,0.47,0.51,0.54,0.88,0.6,0.73,0.44,0.68,0.41,0.78,0.65,0.98,0.7,0.53,0.65,0.52,0.71,0.51,0.48,0.47,0.57,0.53,0.42,0.44,0.47,0.38,0.39,0.33,0.49,0.5,0.41,0.42,0.31,0.42,0.37,0.31,0.25,0.35,0.41,0.2,0.26,0.32,0.34,0.29,0.35,0.22,0.33,0.46,0.25,0.25,0.24,0.29,0.26,0.28,0.37,0.29,0.17,0.37,0.36,0.31,0.23,0.23,0.26,0.27,0.18,0.2,0.26,0.28,0.23,0.23,0.24,0.27,0.24,0.21,0.42,0.25,0.2,0.25,0.2,0.2,0.21,0.16,0.18,0.15,0.19,0.18,0.27,0.22,0.23,0.15,0.15,0.19,0.11,0.17,0.18,0.16,0.19,0.23,0.12,0.17,0.17,0.16,0.25,0.17,0.22,0.2,0.16,0.14,0.17,0.15,0.2,0.15,0.0,0.15,0.0,0.0,0.14,0.18,0.2,0.17,0.17,0.12,0.2,0.0,0.13,0.16,0.13,0.0,0.22,0.12,0.15,0.14,0.0,0.15,0.13,0.0,0.11,0.14,0.0,0.12,0.0,0.13,0.0,0.0,0.14,0.18,0.0,0.15,0.15,0.11,0.14,0.0,0.0,0.0,0.15,0.16,0.0,0.12,0.0,0.11,0.0,0.12,0.0,0.14,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.12,0.12,0.12,0.17,0.12,0.0,0.0,0.0,0.11,0.12,0.12,0.0,0.14,0.13,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.18,0.11,0.11,0.11,0.0,0.11,0.11,0.14,0.15,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.13,0.17,0.0,0.0,0.13,0.15,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.12
05/27/2022,6.59,5.81,2.8,1.35,1.99,1.84,1.69,1.26,1.68,1.1,1.4,1.02,1.38,0.28,0.89,1.03,0.89,0.57,0.76,0.57,0.58,1.18,0.25,0.62,0.47,0.51,0.54,0.88,0.6,0.73,0.44,0.68,0.41,0.78,0.65,0.98,0.7,0.53,0.65,0.52,0.71,0.51,0.48,0.47,0.57,0.53,0.42,0.44,0.47,0.38,0.39,0.33,0.49,0.5,0.41,0.42,0.31,0.42,0.37,0.31,0.25,0.35,0.41,0.2,0.26,0.32,0.34,0.29,0.35,0.22,0.33,0.46,0.25,0.25,0.24,0.29,0.26,0.28,0.37,0.29,0.17,0.37,0.36,0.31,0.23,0.23,0.26,0.27,0.18,0.2,0.26,0.28,0.23,0.23,0.24,0.27,0.24,0.21,0.42,0.25,0.2,0.25,0.2,0.2,0.21,0.16,0.18,0.15,0.19,0.18,0.27,0.22,0.23,0.15,0.15,0.19,0.11,0.17,0.18,0.16,0.19,0.23,0.12,0.17,0.17,0.16,0.25,0.17,0.22,0.2,0.16,0.14,0.17,0.15,0.2,0.15,0.0,0.15,0.0,0.0,0.14,0.18,0.2,0.17,0.17,0.12,0.2,0.0,0.13,0.16,0.13,0.0,0.22,0.12,0.15,0.14,0.0,0.15,0.13,0.0,0.11,0.14,0.0,0.12,0.0,0.13,0.0,0.0,0.14,0.18,0.0,0.15,0.15,0.11,0.14,0.0,0.0,0.0,0.15,0.16,0.0,0.12,0.0,0.11,0.0,0.12,0.0,0.14,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.12,0.12,0.12,0.17,0.12,0.0,0.0,0.0,0.11,0.12,0.12,0.0,0.14,0.13,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.18,0.11,0.11,0.11,0.0,0.11,0.11,0.14,0.15,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.13,0.17,0.0,0.0,0.13,0.15,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.12
05/30/2022,6.47,5.84,2.77,1.26,1.89,1.75,1.68,1.26,1.64,1.12,1.4,1.0,1.39,0.28,0.91,1.03,0.88,0.56,0.76,0.56,0.59,1.21,0.25,0.64,0.47,0.51,0.55,0.9,0.59,0.74,0.45,0.69,0.41,0.8,0.63,1.0,0.7,0.52,0.65,0.52,0.72,0.51,0.47,0.47,0.58,0.54,0.42,0.44,0.5,0.38,0.39,0.33,0.48,0.5,0.41,0.44,0.31,0.42,0.38,0.33,0.25,0.35,0.42,0.2,0.26,0.32,0.35,0.29,0.36,0.22,0.34,0.45,0.25,0.24,0.24,0.29,0.27,0.29,0.38,0.29,0.17,0.37,0.36,0.32,0.23,0.23,0.26,0.26,0.18,0.2,0.26,0.29,0.23,0.23,0.24,0.27,0.24,0.22,0.43,0.25,0.21,0.26,0.21,0.21,0.2,0.16,0.18,0.15,0.19,0.18,0.27,0.21,0.23,0.15,0.15,0.19,0.11,0.17,0.18,0.16,0.19,0.24,0.12,0.17,0.17,0.15,0.25,0.17,0.22,0.2,0.16,0.14,0.17,0.15,0.2,0.15,0.0,0.15,0.0,0.0,0.15,0.18,0.2,0.17,0.16,0.12,0.2,0.0,0.13,0.16,0.13,0.0,0.23,0.12,0.15,0.15,0.0,0.15,0.13,0.0,0.0,0.14,0.0,0.12,0.0,0.13,0.0,0.0,0.14,0.19,0.0,0.15,0.15,0.12,0.14,0.0,0.0,0.0,0.15,0.16,0.0,0.12,0.0,0.12,0.11,0.12,0.0,0.14,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.12,0.12,0.12,0.17,0.12,0.0,0.0,0.0,0.11,0.12,0.12,0.0,0.14,0.13,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.19,0.0,0.12,0.11,0.0,0.11,0.12,0.15,0.15,0.0,0.14,0.0,0.0,0.0,0.13,0.0,0.13,0.17,0.0,0.0,0.13,0.15,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.06
