,JPM,MSFT,JNJ,WMT,UNH,V,HD,PG,CMCSA,KO,ORCL,ABT,PEP,AVGO,MRK,ACN,TXN,MCD,NKE,MDT,COST,HON,UPS,QCOM,UNP,BMY,NEE,LOW,RTX,SBUX,BLK,CAT,TGT,LMT,SYK,SPGI,ADP,PNC,CME,CB,CSX,SHW,ATVI,ITW,CL,MMC,BDX,APD,MCO,ECL,NOC,ADI,WM,ETN,EMR,GD,KLAC,ROP,LHX,BK,TEL,TT,TROW,PPG,MCHP,SYY,ALL,TRV,AFL,XEL,CMI,ADM,GLW,CTAS,PAYX,HPQ,DFS,IFF,SWK,RSG,VFC,ROK,MCK,STT,NUE,FAST,AMP,BBY,WEC,AJG,AWK,ES,HRL,WST,HSY,BF.B,GWW,ABC,CLX,MKC,KR,DOV,EXPD,TSCO,CHD,CINF,ALB,GPC,CE,BR,AVY,RJF,CMS,JBHT,MKTX,POOL,EMN,IEX,STE,WHR,BRO,SJM,LNT,PKG,WRB,SNA,LII,HAS,WSM,CHRW,WLK,NDSN,GGG,ATO,FDS,GL,RPM,SMG,TTC,CBOE,WTRG,JKHY,AFG,RS,HUBB,CSL,MORN,RHI,AOS,ATR,AIZ,LAD,ERIE,SEIC,CBSH,SCI,GNTX,RGA,PII,CASY,ITT,RGLD,CHE,DCI,RNR,CHDN,LECO,HEI,HRC,FFIN,PB,THO,SON,MAN,MSA,LFUS,PRI,BOKF,PRGO,EVR,RBC,ASH,LANC,THG,RLI,UMBF,SLGN,ENSG,HOMB,CBU,KWR,BCPC,FELE,AIT,SXT,FUL,NSP,CNS,GATX,WOR,PTBL.TA,WDFC,HI,1379.T,SAR.AX,DDS,n/a,LIN,MMM,TFC,KMB,FITB,CAH,LNC,PNR,ALLE,UGI,ROL,HEI.A,CFR,RRX,MDU,INGR,OZK,WBS,WABC,SCL,SRCE,IBOC,MATW,THFF,NUS,MGRC,BANF,ATRI,CTBI,OGS,INDB,AEL,AUB,CPK,JJSF,SJW,LNN,TNC,HCSG,GRC,PLOW,HWKN,BMRC,UTMD,AXS,MA,CSCO,INTU,ANTM,GS,AON,HUM,APH,MSI,TSN,DTE,DGX,XYL,TPL,SSB,NFG,IDA,SUM
11/01/2021,3.87,4.52,3.77,1.76,3.28,3.19,3.09,3.03,2.27,1.8,1.3,1.86,1.84,1.75,0.0,1.79,1.57,1.59,1.62,1.49,1.75,1.31,1.17,1.28,1.14,1.17,1.36,1.27,0.0,1.15,1.06,0.93,1.0,0.75,0.78,0.91,0.75,0.74,0.62,0.68,0.6,0.61,0.53,0.52,0.57,0.68,0.62,0.5,0.51,0.46,0.48,0.8,0.51,0.53,0.5,0.4,0.45,0.42,0.4,0.37,0.4,0.0,0.39,0.3,0.36,0.35,0.33,0.34,0.29,0.29,0.29,0.3,0.25,0.29,0.32,0.32,0.33,0.3,0.25,0.22,0.19,0.3,0.28,0.28,0.26,0.26,0.27,0.21,0.25,0.27,0.27,0.25,0.1,0.28,0.22,0.11,0.16,0.16,0.18,0.18,0.19,0.2,0.18,0.21,0.18,0.15,0.22,0.15,0.15,0.17,0.15,0.15,0.15,0.12,0.14,0.15,0.12,0.14,0.18,0.11,0.12,0.12,0.12,0.12,0.09,0.1,0.09,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.13,0.07,0.09,0.05,0.09,0.12,0.09,0.11,0.07,0.08,0.09,0.09,0.05,0.1,0.07,0.07,0.08,0.08,0.04,0.06,0.07,0.09,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.08,0.07,0.06,0.09,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.0,0.06,0.05,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.35,0.9,0.69,0.4,0.26,0.13,0.11,0.11,0.11,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
11/02/2021,3.87,4.52,3.77,1.76,3.28,3.19,3.09,3.03,2.27,1.8,1.3,1.86,1.84,1.75,0.0,1.79,1.57,1.59,1.62,1.49,1.75,1.31,1.17,1.28,1.14,1.17,1.36,1.27,0.0,1.15,1.06,0.93,1.0,0.75,0.78,0.91,0.75,0.74,0.62,0.68,0.6,0.61,0.53,0.52,0.57,0.68,0.62,0.5,0.51,0.46,0.48,0.8,0.51,0.53,0.5,0.4,0.45,0.42,0.4,0.37,0.4,0.0,0.39,0.3,0.36,0.35,0.33,0.34,0.29,0.29,0.29,0.3,0.25,0.29,0.32,0.32,0.33,0.3,0.25,0.22,0.19,0.3,0.28,0.28,0.26,0.26,0.27,0.21,0.25,0.27,0.27,0.25,0.1,0.28,0.22,0.11,0.16,0.16,0.18,0.18,0.19,0.2,0.18,0.21,0.18,0.15,0.22,0.15,0.15,0.17,0.15,0.15,0.15,0.12,0.14,0.15,0.12,0.14,0.18,0.11,0.12,0.12,0.12,0.12,0.09,0.1,0.09,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.13,0.07,0.09,0.05,0.09,0.12,0.09,0.11,0.07,0.08,0.09,0.09,0.05,0.1,0.07,0.07,0.08,0.08,0.04,0.06,0.07,0.09,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.08,0.07,0.06,0.09,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.0,0.06,0.05,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.35,0.9,0.69,0.4,0.26,0.13,0.11,0.11,0.11,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
11/03/2021,3.87,4.52,3.77,1.76,3.28,3.19,3.09,3.03,2.27,1.8,1.3,1.86,1.84,1.75,0.0,1.79,1.57,1.59,1.62,1.49,1.75,1.31,1.17,1.28,1.14,1.17,1.36,1.27,0.0,1.15,1.06,0.93,1.0,0.75,0.78,0.91,0.75,0.74,0.62,0.68,0.6,0.61,0.53,0.52,0.57,0.68,0.62,0.5,0.51,0.46,0.48,0.8,0.51,0.53,0.5,0.4,0.45,0.42,0.4,0.37,0.4,0.0,0.39,0.3,0.36,0.35,0.33,0.34,0.29,0.29,0.29,0.3,0.25,0.29,0.32,0.32,0.33,0.3,0.25,0.22,0.19,0.3,0.28,0.28,0.26,0.26,0.27,0.21,0.25,0.27,0.27,0.25,0.1,0.28,0.22,0.11,0.16,0.16,0.18,0.18,0.19,0.2,0.18,0.21,0.18,0.15,0.22,0.15,0.15,0.17,0.15,0.15,0.15,0.12,0.14,0.15,0.12,0.14,0.18,0.11,0.12,0.12,0.12,0.12,0.09,0.1,0.09,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.13,0.07,0.09,0.05,0.09,0.12,0.09,0.11,0.07,0.08,0.09,0.09,0.05,0.1,0.07,0.07,0.08,0.08,0.04,0.06,0.07,0.09,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.08,0.07,0.06,0.09,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.0,0.06,0.05,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.35,0.9,0.69,0.4,0.26,0.13,0.11,0.11,0.11,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
11/04/2021,3.87,4.52,3.77,1.76,3.28,3.19,3.09,3.03,2.27,1.8,1.3,1.86,1.84,1.75,0.0,1.79,1.57,1.59,1.62,1.49,1.75,1.31,1.17,1.28,1.14,1.17,1.36,1.27,0.0,1.15,1.06,0.93,1.0,0.75,0.78,0.91,0.75,0.74,0.62,0.68,0.6,0.61,0.53,0.52,0.57,0.68,0.62,0.5,0.51,0.46,0.48,0.8,0.51,0.53,0.5,0.4,0.45,0.42,0.4,0.37,0.4,0.0,0.39,0.3,0.36,0.35,0.33,0.34,0.29,0.29,0.29,0.3,0.25,0.29,0.32,0.32,0.33,0.3,0.25,0.22,0.19,0.3,0.28,0.28,0.26,0.26,0.27,0.21,0.25,0.27,0.27,0.25,0.1,0.28,0.22,0.11,0.16,0.16,0.18,0.18,0.19,0.2,0.18,0.21,0.18,0.15,0.22,0.15,0.15,0.17,0.15,0.15,0.15,0.12,0.14,0.15,0.12,0.14,0.18,0.11,0.12,0.12,0.12,0.12,0.09,0.1,0.09,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.13,0.07,0.09,0.05,0.09,0.12,0.09,0.11,0.07,0.08,0.09,0.09,0.05,0.1,0.07,0.07,0.08,0.08,0.04,0.06,0.07,0.09,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.08,0.07,0.06,0.09,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.0,0.06,0.05,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.35,0.9,0.69,0.4,0.26,0.13,0.11,0.11,0.11,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
11/05/2021,3.87,4.52,3.77,1.76,3.28,3.19,3.09,3.03,2.27,1.8,1.3,1.86,1.84,1.75,0.0,1.79,1.57,1.59,1.62,1.49,1.75,1.31,1.17,1.28,1.14,1.17,1.36,1.27,0.0,1.15,1.06,0.93,1.0,0.75,0.78,0.91,0.75,0.74,0.62,0.68,0.6,0.61,0.53,0.52,0.57,0.68,0.62,0.5,0.51,0.46,0.48,0.8,0.51,0.53,0.5,0.4,0.45,0.42,0.4,0.37,0.4,0.0,0.39,0.3,0.36,0.35,0.33,0.34,0.29,0.29,0.29,0.3,0.25,0.29,0.32,0.32,0.33,0.3,0.25,0.22,0.19,0.3,0.28,0.28,0.26,0.26,0.27,0.21,0.25,0.27,0.27,0.25,0.1,0.28,0.22,0.11,0.16,0.16,0.18,0.18,0.19,0.2,0.18,0.21,0.18,0.15,0.22,0.15,0.15,0.17,0.15,0.15,0.15,0.12,0.14,0.15,0.12,0.14,0.18,0.11,0.12,0.12,0.12,0.12,0.09,0.1,0.09,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.13,0.07,0.09,0.05,0.09,0.12,0.09,0.11,0.07,0.08,0.09,0.09,0.05,0.1,0.07,0.07,0.08,0.08,0.04,0.06,0.07,0.09,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.08,0.07,0.06,0.09,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.0,0.06,0.05,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.35,0.9,0.69,0.4,0.26,0.13,0.11,0.11,0.11,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
11/08/2021,3.87,4.52,3.77,1.76,3.28,3.19,3.09,3.03,2.27,1.8,1.3,1.86,1.84,1.75,0.0,1.79,1.57,1.59,1.62,1.49,1.75,1.31,1.17,1.28,1.14,1.17,1.36,1.27,0.0,1.15,1.06,0.93,1.0,0.75,0.78,0.91,0.75,0.74,0.62,0.68,0.6,0.61,0.53,0.52,0.57,0.68,0.62,0.5,0.51,0.46,0.48,0.8,0.51,0.53,0.5,0.4,0.45,0.42,0.4,0.37,0.4,0.0,0.39,0.3,0.36,0.35,0.33,0.34,0.29,0.29,0.29,0.3,0.25,0.29,0.32,0.32,0.33,0.3,0.25,0.22,0.19,0.3,0.28,0.28,0.26,0.26,0.27,0.21,0.25,0.27,0.27,0.25,0.1,0.28,0.22,0.11,0.16,0.16,0.18,0.18,0.19,0.2,0.18,0.21,0.18,0.15,0.22,0.15,0.15,0.17,0.15,0.15,0.15,0.12,0.14,0.15,0.12,0.14,0.18,0.11,0.12,0.12,0.12,0.12,0.09,0.1,0.09,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.13,0.07,0.09,0.05,0.09,0.12,0.09,0.11,0.07,0.08,0.09,0.09,0.05,0.1,0.07,0.07,0.08,0.08,0.04,0.06,0.07,0.09,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.08,0.07,0.06,0.09,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.0,0.06,0.05,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.35,0.9,0.69,0.4,0.26,0.13,0.11,0.11,0.11,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
11/09/2021,3.87,4.52,3.77,1.76,3.28,3.19,3.09,3.03,2.27,1.8,1.3,1.86,1.84,1.75,0.0,1.79,1.57,1.59,1.62,1.49,1.75,1.31,1.17,1.28,1.14,1.17,1.36,1.27,0.0,1.15,1.06,0.93,1.0,0.75,0.78,0.91,0.75,0.74,0.62,0.68,0.6,0.61,0.53,0.52,0.57,0.68,0.62,0.5,0.51,0.46,0.48,0.8,0.51,0.53,0.5,0.4,0.45,0.42,0.4,0.37,0.4,0.0,0.39,0.3,0.36,0.35,0.33,0.34,0.29,0.29,0.29,0.3,0.25,0.29,0.32,0.32,0.33,0.3,0.25,0.22,0.19,0.3,0.28,0.28,0.26,0.26,0.27,0.21,0.25,0.27,0.27,0.25,0.1,0.28,0.22,0.11,0.16,0.16,0.18,0.18,0.19,0.2,0.18,0.21,0.18,0.15,0.22,0.15,0.15,0.17,0.15,0.15,0.15,0.12,0.14,0.15,0.12,0.14,0.18,0.11,0.12,0.12,0.12,0.12,0.09,0.1,0.09,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.13,0.07,0.09,0.05,0.09,0.12,0.09,0.11,0.07,0.08,0.09,0.09,0.05,0.1,0.07,0.07,0.08,0.08,0.04,0.06,0.07,0.09,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.08,0.07,0.06,0.09,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.0,0.06,0.05,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.35,0.9,0.69,0.4,0.26,0.13,0.11,0.11,0.11,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
11/10/2021,3.87,4.52,3.77,1.76,3.28,3.19,3.09,3.03,2.27,1.8,1.3,1.86,1.84,1.75,0.0,1.79,1.57,1.59,1.62,1.49,1.75,1.31,1.17,1.28,1.14,1.17,1.36,1.27,0.0,1.15,1.06,0.93,1.0,0.75,0.78,0.91,0.75,0.74,0.62,0.68,0.6,0.61,0.53,0.52,0.57,0.68,0.62,0.5,0.51,0.46,0.48,0.8,0.51,0.53,0.5,0.4,0.45,0.42,0.4,0.37,0.4,0.0,0.39,0.3,0.36,0.35,0.33,0.34,0.29,0.29,0.29,0.3,0.25,0.29,0.32,0.32,0.33,0.3,0.25,0.22,0.19,0.3,0.28,0.28,0.26,0.26,0.27,0.21,0.25,0.27,0.27,0.25,0.1,0.28,0.22,0.11,0.16,0.16,0.18,0.18,0.19,0.2,0.18,0.21,0.18,0.15,0.22,0.15,0.15,0.17,0.15,0.15,0.15,0.12,0.14,0.15,0.12,0.14,0.18,0.11,0.12,0.12,0.12,0.12,0.09,0.1,0.09,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.13,0.07,0.09,0.05,0.09,0.12,0.09,0.11,0.07,0.08,0.09,0.09,0.05,0.1,0.07,0.07,0.08,0.08,0.04,0.06,0.07,0.09,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.08,0.07,0.06,0.09,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.0,0.06,0.05,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.35,0.9,0.69,0.4,0.26,0.13,0.11,0.11,0.11,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
11/11/2021,3.87,4.52,3.77,1.76,3.28,3.19,3.09,3.03,2.27,1.8,1.3,1.86,1.84,1.75,0.0,1.79,1.57,1.59,1.62,1.49,1.75,1.31,1.17,1.28,1.14,1.17,1.36,1.27,0.0,1.15,1.06,0.93,1.0,0.75,0.78,0.91,0.75,0.74,0.62,0.68,0.6,0.61,0.53,0.52,0.57,0.68,0.62,0.5,0.51,0.46,0.48,0.8,0.51,0.53,0.5,0.4,0.45,0.42,0.4,0.37,0.4,0.0,0.39,0.3,0.36,0.35,0.33,0.34,0.29,0.29,0.29,0.3,0.25,0.29,0.32,0.32,0.33,0.3,0.25,0.22,0.19,0.3,0.28,0.28,0.26,0.26,0.27,0.21,0.25,0.27,0.27,0.25,0.1,0.28,0.22,0.11,0.16,0.16,0.18,0.18,0.19,0.2,0.18,0.21,0.18,0.15,0.22,0.15,0.15,0.17,0.15,0.15,0.15,0.12,0.14,0.15,0.12,0.14,0.18,0.11,0.12,0.12,0.12,0.12,0.09,0.1,0.09,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.13,0.07,0.09,0.05,0.09,0.12,0.09,0.11,0.07,0.08,0.09,0.09,0.05,0.1,0.07,0.07,0.08,0.08,0.04,0.06,0.07,0.09,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.08,0.07,0.06,0.09,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.0,0.06,0.05,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.35,0.9,0.69,0.4,0.26,0.13,0.11,0.11,0.11,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
11/12/2021,3.87,4.52,3.77,1.76,3.28,3.19,3.09,3.03,2.27,1.8,1.3,1.86,1.84,1.75,0.0,1.79,1.57,1.59,1.62,1.49,1.75,1.31,1.17,1.28,1.14,1.17,1.36,1.27,0.0,1.15,1.06,0.93,1.0,0.75,0.78,0.91,0.75,0.74,0.62,0.68,0.6,0.61,0.53,0.52,0.57,0.68,0.62,0.5,0.51,0.46,0.48,0.8,0.51,0.53,0.5,0.4,0.45,0.42,0.4,0.37,0.4,0.0,0.39,0.3,0.36,0.35,0.33,0.34,0.29,0.29,0.29,0.3,0.25,0.29,0.32,0.32,0.33,0.3,0.25,0.22,0.19,0.3,0.28,0.28,0.26,0.26,0.27,0.21,0.25,0.27,0.27,0.25,0.1,0.28,0.22,0.11,0.16,0.16,0.18,0.18,0.19,0.2,0.18,0.21,0.18,0.15,0.22,0.15,0.15,0.17,0.15,0.15,0.15,0.12,0.14,0.15,0.12,0.14,0.18,0.11,0.12,0.12,0.12,0.12,0.09,0.1,0.09,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.13,0.07,0.09,0.05,0.09,0.12,0.09,0.11,0.07,0.08,0.09,0.09,0.05,0.1,0.07,0.07,0.08,0.08,0.04,0.06,0.07,0.09,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.08,0.07,0.06,0.09,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.0,0.06,0.05,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.35,0.9,0.69,0.4,0.26,0.13,0.11,0.11,0.11,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
11/15/2021,3.87,4.52,3.77,1.76,3.28,3.19,3.09,3.03,2.27,1.8,1.3,1.86,1.84,1.75,0.0,1.79,1.57,1.59,1.62,1.49,1.75,1.31,1.17,1.28,1.14,1.17,1.36,1.27,0.0,1.15,1.06,0.93,1.0,0.75,0.78,0.91,0.75,0.74,0.62,0.68,0.6,0.61,0.53,0.52,0.57,0.68,0.62,0.5,0.51,0.46,0.48,0.8,0.51,0.53,0.5,0.4,0.45,0.42,0.4,0.37,0.4,0.0,0.39,0.3,0.36,0.35,0.33,0.34,0.29,0.29,0.29,0.3,0.25,0.29,0.32,0.32,0.33,0.3,0.25,0.22,0.19,0.3,0.28,0.28,0.26,0.26,0.27,0.21,0.25,0.27,0.27,0.25,0.1,0.28,0.22,0.11,0.16,0.16,0.18,0.18,0.19,0.2,0.18,0.21,0.18,0.15,0.22,0.15,0.15,0.17,0.15,0.15,0.15,0.12,0.14,0.15,0.12,0.14,0.18,0.11,0.12,0.12,0.12,0.12,0.09,0.1,0.09,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.13,0.07,0.09,0.05,0.09,0.12,0.09,0.11,0.07,0.08,0.09,0.09,0.05,0.1,0.07,0.07,0.08,0.08,0.04,0.06,0.07,0.09,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.08,0.07,0.06,0.09,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.0,0.06,0.05,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.35,0.9,0.69,0.4,0.26,0.13,0.11,0.11,0.11,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
