,KO,PEP,PG,PM,MDLZ,SBUX,MCD,MO,GIS,MNST,CL,HSY,ADM,KDP,EQIX,SYY,KHC,CMG,STZ,BF.B,ZTS,K,TSN,CAG,BLL,MKC,SJM,YUM,XTSLA,HRL,CPB,CLX,IFF,CHD,LW,CCK,YUMC,TAP,POST,BG,KMB,SAM,BYND,DAR,ELAN,INGR,FRPT,HAIN,BERY,USFD,GPK,CHG.BK,LANC,COLD,AGCO,ECL,MIDD,PFGC,THS,FLO,SON,SMPL,SMG,BF.A,DRI,NEOG,PRMW.TO,HLF,BGS,CELH,JJSF,SAFM,CASY,BCPC,SXT,COKE,COTY,DPZ,ENR,AMCR,MED,JBT,WEN,SLGN,SEE,PKG,WING,MAT,FIZZ,OI,HELE,PBH,SFM,MOS,TWNK,EXLS,SHAK,CNNE,CORE,JACK,BRBR,TXRH,JBSS,UNFI,CBRL,CAKE,MGPI,EPC,NWL,CALM,UVV,CVGW,WW,PPC,PRGO,WDFC,FDP,ATR,VGR,TR,SEB,BJRI,JEF,ACCO,USD,127.HK,n/a,BISXX,DOUG WI,DOUG,SUM
08/13/2021,11.72,10.38,7.85,5.03,4.49,4.5,4.36,3.93,2.94,2.95,2.08,1.9,1.79,1.64,1.58,1.51,1.37,1.7,1.3,1.18,1.29,1.23,1.31,1.1,1.28,1.09,0.98,0.94,0.94,0.68,0.57,0.56,0.62,0.58,0.48,0.58,0.5,0.47,0.46,0.43,0.43,0.28,0.3,0.39,0.26,0.27,0.21,0.26,0.25,0.22,0.23,0.0,0.2,0.18,0.19,0.19,0.2,0.17,0.15,0.17,0.16,0.15,0.14,0.15,0.15,0.14,0.16,0.13,0.14,0.15,0.13,0.14,0.13,0.13,0.13,0.12,0.11,0.12,0.1,0.11,0.09,0.11,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,100.02
08/16/2021,11.7,10.4,7.86,5.02,4.5,4.46,4.41,3.92,2.96,2.9,2.08,1.88,1.8,1.64,1.6,1.52,1.36,1.7,1.26,1.16,1.29,1.23,1.32,1.1,1.29,1.11,0.99,0.94,0.94,0.67,0.57,0.57,0.62,0.58,0.47,0.6,0.5,0.46,0.47,0.44,0.43,0.27,0.29,0.41,0.27,0.27,0.21,0.26,0.25,0.22,0.23,0.0,0.2,0.19,0.2,0.19,0.19,0.17,0.15,0.16,0.16,0.16,0.13,0.15,0.15,0.14,0.16,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.1,0.12,0.1,0.11,0.08,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,100.02
08/17/2021,11.68,10.4,7.84,5.05,4.53,4.46,4.41,3.93,2.98,2.89,2.08,1.88,1.8,1.63,1.59,1.52,1.37,1.7,1.26,1.16,1.29,1.24,1.34,1.11,1.26,1.11,0.99,0.94,0.93,0.67,0.58,0.57,0.61,0.59,0.48,0.59,0.49,0.45,0.47,0.43,0.44,0.27,0.28,0.41,0.27,0.27,0.21,0.26,0.24,0.22,0.22,0.0,0.2,0.19,0.19,0.19,0.18,0.17,0.15,0.17,0.16,0.16,0.13,0.15,0.15,0.14,0.16,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.1,0.12,0.1,0.11,0.08,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,99.98
08/18/2021,11.68,10.4,7.84,5.05,4.53,4.46,4.41,3.93,2.98,2.89,2.08,1.88,1.8,1.63,1.59,1.52,1.37,1.7,1.26,1.16,1.29,1.24,1.34,1.11,1.26,1.11,0.99,0.94,0.93,0.67,0.58,0.57,0.61,0.59,0.48,0.59,0.49,0.45,0.47,0.43,0.44,0.27,0.28,0.41,0.27,0.27,0.21,0.26,0.24,0.22,0.22,0.0,0.2,0.19,0.19,0.19,0.18,0.17,0.15,0.17,0.16,0.16,0.13,0.15,0.15,0.14,0.16,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.1,0.12,0.1,0.11,0.08,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,99.98
08/19/2021,11.68,10.46,7.85,5.07,4.53,4.47,4.43,3.9,2.98,2.89,2.08,1.89,1.8,1.65,1.6,1.51,1.37,1.68,1.25,1.17,1.31,1.24,1.32,1.1,1.26,1.12,0.99,0.94,0.93,0.67,0.58,0.57,0.61,0.59,0.47,0.58,0.49,0.45,0.47,0.43,0.44,0.26,0.28,0.41,0.28,0.27,0.2,0.26,0.24,0.21,0.22,0.0,0.19,0.18,0.19,0.19,0.18,0.17,0.15,0.17,0.16,0.15,0.13,0.15,0.15,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.1,0.12,0.1,0.11,0.08,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,99.99
08/20/2021,11.65,10.46,7.87,5.08,4.56,4.44,4.42,3.91,3.02,2.87,2.09,1.91,1.77,1.63,1.61,1.5,1.37,1.67,1.25,1.17,1.32,1.26,1.31,1.1,1.27,1.12,1.01,0.94,0.99,0.69,0.58,0.58,0.6,0.59,0.47,0.58,0.48,0.44,0.48,0.43,0.44,0.26,0.27,0.39,0.28,0.26,0.2,0.26,0.24,0.21,0.22,0.0,0.19,0.18,0.18,0.19,0.18,0.16,0.15,0.18,0.16,0.15,0.13,0.15,0.14,0.14,0.15,0.13,0.14,0.12,0.13,0.14,0.13,0.13,0.13,0.12,0.1,0.12,0.1,0.11,0.08,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,99.96
08/23/2021,11.65,10.61,7.94,5.07,4.57,4.39,4.4,3.92,3.01,2.88,2.08,1.9,1.72,1.65,1.64,1.45,1.34,1.69,1.26,1.16,1.33,1.26,1.32,1.1,1.32,1.13,0.99,0.94,1.0,0.68,0.58,0.58,0.59,0.6,0.47,0.59,0.48,0.43,0.47,0.41,0.45,0.25,0.27,0.38,0.28,0.26,0.2,0.25,0.24,0.2,0.22,0.0,0.19,0.19,0.18,0.19,0.18,0.16,0.14,0.18,0.16,0.15,0.13,0.15,0.15,0.14,0.15,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.1,0.12,0.1,0.11,0.08,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.06,0.06,0.07,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,100.03
08/24/2021,11.6,10.57,7.94,5.06,4.56,4.4,4.42,3.93,3.01,2.86,2.07,1.9,1.71,1.65,1.64,1.47,1.33,1.71,1.26,1.17,1.33,1.25,1.31,1.1,1.35,1.13,0.98,0.94,1.0,0.68,0.58,0.58,0.59,0.59,0.47,0.6,0.48,0.43,0.47,0.4,0.44,0.25,0.27,0.36,0.28,0.26,0.2,0.25,0.24,0.2,0.22,0.0,0.19,0.19,0.18,0.19,0.18,0.16,0.14,0.18,0.16,0.15,0.13,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.1,0.12,0.1,0.12,0.08,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,99.96999999999998
08/25/2021,11.6,10.57,7.94,5.06,4.56,4.4,4.42,3.93,3.01,2.86,2.07,1.9,1.71,1.65,1.64,1.47,1.33,1.71,1.26,1.17,1.33,1.25,1.31,1.1,1.35,1.13,0.98,0.94,1.0,0.68,0.58,0.58,0.59,0.59,0.47,0.6,0.48,0.43,0.47,0.4,0.44,0.25,0.27,0.36,0.28,0.26,0.2,0.25,0.24,0.2,0.22,0.0,0.19,0.19,0.18,0.19,0.18,0.16,0.14,0.18,0.16,0.15,0.13,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.1,0.12,0.1,0.12,0.08,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,99.96999999999998
08/26/2021,11.57,10.54,7.91,5.04,4.53,4.42,4.44,3.94,2.98,2.87,2.06,1.89,1.72,1.66,1.64,1.49,1.33,1.73,1.28,1.17,1.33,1.25,1.31,1.1,1.36,1.12,0.98,0.95,1.0,0.67,0.57,0.57,0.59,0.59,0.48,0.59,0.49,0.43,0.47,0.41,0.44,0.25,0.28,0.38,0.28,0.26,0.21,0.25,0.24,0.21,0.23,0.0,0.19,0.18,0.18,0.19,0.18,0.16,0.14,0.17,0.16,0.15,0.13,0.15,0.15,0.14,0.16,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.1,0.12,0.1,0.12,0.08,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,99.98
08/27/2021,11.55,10.47,7.89,5.06,4.5,4.45,4.45,3.94,2.94,2.88,2.06,1.87,1.74,1.67,1.62,1.51,1.34,1.74,1.29,1.18,1.33,1.24,1.31,1.09,1.36,1.11,0.96,0.94,1.01,0.67,0.57,0.57,0.6,0.58,0.48,0.6,0.5,0.44,0.47,0.42,0.44,0.26,0.29,0.39,0.29,0.27,0.21,0.25,0.24,0.21,0.23,0.0,0.19,0.19,0.19,0.19,0.19,0.17,0.14,0.17,0.16,0.15,0.13,0.15,0.16,0.14,0.16,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.1,0.11,0.1,0.12,0.08,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,100.05
08/30/2021,11.52,10.45,7.9,5.12,4.47,4.44,4.44,4.01,2.9,2.9,2.06,1.87,1.75,1.68,1.64,1.53,1.33,1.74,1.28,1.19,1.33,1.21,1.3,1.08,1.37,1.11,0.94,0.93,1.01,0.66,0.55,0.57,0.6,0.58,0.47,0.61,0.49,0.43,0.46,0.42,0.44,0.25,0.28,0.39,0.29,0.27,0.2,0.23,0.25,0.22,0.24,0.0,0.18,0.19,0.2,0.19,0.19,0.17,0.13,0.17,0.17,0.15,0.13,0.15,0.16,0.14,0.16,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.1,0.12,0.08,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,99.98
08/31/2021,11.48,10.41,7.84,5.13,4.47,4.45,4.43,4.05,2.91,2.9,2.05,1.86,1.77,1.68,1.63,1.55,1.33,1.74,1.26,1.19,1.32,1.21,1.3,1.09,1.36,1.1,0.93,0.93,1.01,0.66,0.56,0.56,0.6,0.57,0.48,0.6,0.49,0.43,0.47,0.43,0.44,0.25,0.29,0.41,0.3,0.27,0.21,0.23,0.25,0.22,0.24,0.0,0.19,0.19,0.19,0.19,0.19,0.18,0.14,0.17,0.17,0.15,0.14,0.15,0.16,0.14,0.16,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.13,0.12,0.12,0.12,0.1,0.12,0.08,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,99.98999999999998
09/01/2021,11.48,10.41,7.84,5.13,4.47,4.45,4.43,4.05,2.91,2.9,2.05,1.86,1.77,1.68,1.63,1.55,1.33,1.74,1.26,1.19,1.32,1.21,1.3,1.09,1.36,1.1,0.93,0.93,1.01,0.66,0.56,0.56,0.6,0.57,0.48,0.6,0.49,0.43,0.47,0.43,0.44,0.25,0.29,0.41,0.3,0.27,0.21,0.23,0.25,0.22,0.24,0.0,0.19,0.19,0.19,0.19,0.19,0.18,0.14,0.17,0.17,0.15,0.14,0.15,0.16,0.14,0.16,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.13,0.12,0.12,0.12,0.1,0.12,0.08,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,99.98999999999998
09/02/2021,11.55,10.45,7.86,5.17,4.48,4.46,4.4,4.05,2.89,2.91,2.05,1.87,1.75,1.68,1.66,1.52,1.32,1.74,1.26,1.19,1.33,1.2,1.29,1.07,1.37,1.1,0.92,0.92,1.01,0.67,0.55,0.57,0.6,0.58,0.47,0.6,0.49,0.42,0.46,0.42,0.44,0.24,0.28,0.4,0.3,0.27,0.2,0.24,0.25,0.21,0.24,0.0,0.18,0.19,0.19,0.19,0.19,0.18,0.14,0.17,0.17,0.15,0.13,0.15,0.16,0.14,0.16,0.14,0.14,0.15,0.13,0.14,0.14,0.14,0.13,0.12,0.12,0.12,0.1,0.12,0.08,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,100.03
09/03/2021,11.54,10.44,7.8,5.14,4.46,4.51,4.4,4.08,2.89,2.89,2.05,1.87,1.74,1.69,1.66,1.53,1.31,1.72,1.25,1.18,1.32,1.2,1.29,1.08,1.37,1.11,0.93,0.92,1.0,0.67,0.56,0.57,0.6,0.58,0.47,0.6,0.5,0.43,0.46,0.42,0.44,0.24,0.28,0.39,0.29,0.27,0.2,0.23,0.25,0.22,0.24,0.0,0.18,0.19,0.19,0.19,0.19,0.18,0.14,0.17,0.16,0.15,0.13,0.15,0.16,0.14,0.16,0.14,0.14,0.16,0.13,0.14,0.14,0.14,0.13,0.12,0.12,0.12,0.1,0.12,0.08,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,99.98999999999998
09/06/2021,11.54,10.4,7.82,5.23,4.41,4.47,4.41,4.11,2.87,2.87,2.05,1.86,1.73,1.69,1.7,1.49,1.3,1.7,1.25,1.18,1.34,1.19,1.28,1.08,1.39,1.12,0.91,0.91,0.99,0.63,0.57,0.57,0.59,0.58,0.46,0.61,0.5,0.42,0.46,0.42,0.45,0.23,0.28,0.39,0.3,0.27,0.21,0.23,0.25,0.21,0.24,0.0,0.18,0.19,0.19,0.19,0.18,0.21,0.15,0.17,0.17,0.15,0.13,0.15,0.16,0.14,0.16,0.14,0.14,0.16,0.13,0.14,0.14,0.14,0.13,0.12,0.12,0.12,0.1,0.12,0.08,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.05,0.06,0.0,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,99.96
09/07/2021,11.54,10.4,7.82,5.23,4.41,4.47,4.41,4.11,2.87,2.87,2.05,1.86,1.73,1.69,1.7,1.49,1.3,1.7,1.25,1.18,1.34,1.19,1.28,1.08,1.39,1.12,0.91,0.91,0.99,0.63,0.57,0.57,0.59,0.58,0.46,0.61,0.5,0.42,0.46,0.42,0.45,0.23,0.28,0.39,0.3,0.27,0.21,0.23,0.25,0.21,0.24,0.0,0.18,0.19,0.19,0.19,0.18,0.21,0.15,0.17,0.17,0.15,0.13,0.15,0.16,0.14,0.16,0.14,0.14,0.16,0.13,0.14,0.14,0.14,0.13,0.12,0.12,0.12,0.1,0.12,0.08,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.05,0.06,0.0,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,99.96
09/08/2021,11.55,10.42,7.84,5.27,4.41,4.47,4.4,4.11,2.87,2.87,2.04,1.87,1.73,1.66,1.72,1.47,1.29,1.72,1.24,1.19,1.34,1.2,1.28,1.09,1.38,1.13,0.9,0.91,1.06,0.62,0.57,0.57,0.59,0.58,0.46,0.61,0.5,0.42,0.45,0.42,0.45,0.24,0.27,0.38,0.3,0.27,0.21,0.23,0.25,0.21,0.24,0.0,0.18,0.19,0.19,0.19,0.18,0.2,0.15,0.17,0.17,0.15,0.13,0.15,0.16,0.14,0.16,0.14,0.14,0.17,0.12,0.14,0.14,0.14,0.13,0.12,0.12,0.12,0.1,0.12,0.08,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.05,0.06,0.0,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,99.99
09/09/2021,11.55,10.42,7.84,5.27,4.41,4.47,4.4,4.11,2.87,2.87,2.04,1.87,1.73,1.66,1.72,1.47,1.29,1.72,1.24,1.19,1.34,1.2,1.28,1.09,1.38,1.13,0.9,0.91,1.06,0.62,0.57,0.57,0.59,0.58,0.46,0.61,0.5,0.42,0.45,0.42,0.45,0.24,0.27,0.38,0.3,0.27,0.21,0.23,0.25,0.21,0.24,0.0,0.18,0.19,0.19,0.19,0.18,0.2,0.15,0.17,0.17,0.15,0.13,0.15,0.16,0.14,0.16,0.14,0.14,0.17,0.12,0.14,0.14,0.14,0.13,0.12,0.12,0.12,0.1,0.12,0.08,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.05,0.06,0.0,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,99.99
09/10/2021,11.48,10.38,7.91,5.33,4.34,4.47,4.4,4.15,2.86,2.84,2.03,1.84,1.73,1.66,1.74,1.49,1.3,1.72,1.24,1.19,1.35,1.18,1.28,1.09,1.4,1.13,0.9,0.91,1.08,0.62,0.58,0.57,0.59,0.58,0.45,0.61,0.51,0.42,0.45,0.43,0.45,0.24,0.27,0.39,0.3,0.27,0.21,0.24,0.25,0.21,0.24,0.0,0.18,0.19,0.19,0.2,0.18,0.2,0.15,0.17,0.16,0.15,0.13,0.15,0.16,0.14,0.16,0.15,0.14,0.16,0.13,0.14,0.13,0.14,0.13,0.12,0.11,0.12,0.1,0.11,0.08,0.11,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.05,0.06,0.0,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.03,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,100.0
09/13/2021,11.49,10.44,7.92,5.14,4.37,4.58,4.44,4.13,2.94,2.87,2.04,1.86,1.74,1.66,1.69,1.5,1.33,1.73,1.28,1.2,1.33,1.2,1.25,1.09,1.37,1.12,0.91,0.91,1.07,0.62,0.57,0.57,0.6,0.58,0.44,0.59,0.5,0.42,0.45,0.42,0.44,0.23,0.27,0.37,0.3,0.26,0.21,0.24,0.24,0.21,0.23,0.0,0.18,0.18,0.18,0.2,0.18,0.2,0.15,0.17,0.16,0.15,0.13,0.15,0.16,0.14,0.16,0.15,0.14,0.17,0.13,0.14,0.13,0.14,0.13,0.12,0.1,0.12,0.1,0.11,0.08,0.11,0.1,0.09,0.09,0.1,0.1,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.05,0.06,0.0,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,100.03
09/14/2021,11.46,10.44,7.94,5.2,4.35,4.61,4.46,4.13,2.94,2.86,2.04,1.86,1.75,1.66,1.67,1.48,1.33,1.73,1.27,1.21,1.34,1.2,1.23,1.09,1.37,1.11,0.91,0.92,1.08,0.62,0.58,0.58,0.58,0.57,0.44,0.59,0.5,0.41,0.44,0.42,0.44,0.23,0.27,0.37,0.3,0.26,0.21,0.24,0.24,0.21,0.23,0.0,0.18,0.18,0.18,0.19,0.18,0.19,0.15,0.17,0.16,0.15,0.13,0.15,0.16,0.14,0.16,0.15,0.14,0.18,0.13,0.14,0.13,0.14,0.13,0.12,0.1,0.12,0.1,0.11,0.08,0.11,0.1,0.09,0.09,0.1,0.1,0.08,0.1,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.05,0.06,0.0,0.05,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,100.03
09/15/2021,11.46,10.44,7.94,5.2,4.35,4.61,4.46,4.13,2.94,2.86,2.04,1.86,1.75,1.66,1.67,1.48,1.33,1.73,1.27,1.21,1.34,1.2,1.23,1.09,1.37,1.11,0.91,0.92,1.08,0.62,0.58,0.58,0.58,0.57,0.44,0.59,0.5,0.41,0.44,0.42,0.44,0.23,0.27,0.37,0.3,0.26,0.21,0.24,0.24,0.21,0.23,0.0,0.18,0.18,0.18,0.19,0.18,0.19,0.15,0.17,0.16,0.15,0.13,0.15,0.16,0.14,0.16,0.15,0.14,0.18,0.13,0.14,0.13,0.14,0.13,0.12,0.1,0.12,0.1,0.11,0.08,0.11,0.1,0.09,0.09,0.1,0.1,0.08,0.1,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.05,0.06,0.0,0.05,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,100.03
09/16/2021,11.52,10.43,8.0,5.14,4.38,4.59,4.48,4.08,2.94,2.83,2.04,1.86,1.78,1.67,1.65,1.48,1.34,1.69,1.27,1.2,1.33,1.21,1.26,1.09,1.35,1.1,0.92,0.91,1.07,0.63,0.59,0.58,0.58,0.58,0.44,0.58,0.5,0.42,0.45,0.43,0.45,0.23,0.26,0.39,0.29,0.27,0.21,0.24,0.24,0.21,0.23,0.0,0.17,0.18,0.18,0.19,0.18,0.19,0.15,0.17,0.16,0.15,0.13,0.15,0.16,0.14,0.16,0.15,0.14,0.17,0.12,0.13,0.13,0.14,0.13,0.12,0.1,0.12,0.1,0.11,0.08,0.11,0.1,0.09,0.08,0.1,0.1,0.08,0.09,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.05,0.06,0.0,0.05,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.02,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,100.0
