,SWBI,SYNA,WK,SM,OVV,IDT,PACB,CRNC,PRFT,OMCL,PDCE,IIPR,SSTK,PTEN,BKE,MEDP,PVAC,AQUA,SGRY,LSCC,GTLS,RGR,STAA,WHD,ANF,IRDM,SEM,SSF.,JCOM,TTEK,SHEN,MFA,UFS,CNMD,GPRE,ENSG,NBR,AR,DIOD,CNX,ARNC,CMC,SAIL,OMI,AMKR,QTS,STAG,NSIT,APAM,COOP,VG,EGP,SLCA,TROX,TRTN,BCPC,KRA,MSTR,BIPC,AIT,MMS,UCTT,HTH,AVNT,MODV,ARWR,UFPI,FUL,LHCG,MED,WDFC,ACA,SAIA,TSE,SPSC,SCVL,CCOI,WOR,PNM,NWE,SCHN,COS.,GEO,NEOG,CWH,LANC,AEIS,HL,RMBS,BL,MMSI,PFSI,NEO,VIAV,TRNO,MTX,RCII,POWI,KALU,ZUMZ,REGI,BCEI,OGS,ROLL,SIG,ATRC,LZB,EPRT,MGY,IDI.,ONTO,HASI,LXP,CENX,CELH,BKH,COKE,DHT,INT,ADC,VLY,FLGT,PDCO,EXPI,CMP,VGR,USNA,SCL,NSA,AROC,AWR,MGLN,THRM,GRWG,FFIN,SAFM,CRS,DBRG,DOC,HR,SWX,STAR,POLY,SKT,SR,ACLS,SBRA,PETS,KLIC,LMX.,MTRN,PUMP,VIVO,CTRE,NJR,FMF.,SSD,AVA,JJSF,PCH,RDN,CWEN,BCC,COWN,TWNK,PBH,FCPT,ETH,XPER,UVV,PRGS,SWM,INOV,QLYS,BNL,HI,PDM,PCRX,FDP,PEB,BMI,WTS,EME,ITGR,ISBC,SMPL,CALX,PMT,UBSI,CNNE,SJI,TTEC,IOSP,MAC,CCMP,NAVI,UNFI,NPTN,CWT,RDFN,DHR.,MXL,RLGY,SITC,CYH,ORA,CEIX,MTDR,CDE,FIX,HVT,ALE,STC,DRNA,TR,SFM,ONB,ROIC,MLI,OXM,PRMW.TO,BIG,JPMORGAN US GOVT MMKT FUN,NHI,CVA,AAWW,POR,FELE,KWR,ORBC,PFGC,CPK,FOXF,CNSL,RPAI,RXN,THC,APPF,SXT,CNO,FORM,IDCC,ATKR,SXC,UMBF,GOGO,EXTR,SONO,EPC,FN,NOVT,BGS,HIBB,n/a,SMTC,ECOM,GSAT,IMKTA,ASGN,FIZZ,MMAT,NMRK,CDEV,SKIN,NGVT,ETD,SITM,THS,KOD,ENR,MC,1922527,ZD,FUBO,KRG,UNIT,PLBY,CLW,VCRA,ROCC,CWST,CIVI,BG3.,ASTE,EFR.TO,WIRE,ARCB,WD,BJ,DORM,FHI,IRT,SATS,EAF,HLIT,NUS,VRS,ADTN,OPCH,RAD,TDS,ASIX,MSEX,SUM
07/09/2021,0.4,0.39,0.37,0.37,0.37,0.36,0.36,0.36,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.09
07/12/2021,0.38,0.38,0.38,0.36,0.37,0.39,0.35,0.33,0.35,0.34,0.33,0.34,0.34,0.34,0.34,0.34,0.35,0.33,0.33,0.32,0.33,0.31,0.31,0.34,0.32,0.32,0.32,0.31,0.31,0.3,0.27,0.32,0.31,0.31,0.32,0.31,0.31,0.33,0.29,0.31,0.31,0.31,0.29,0.31,0.29,0.28,0.29,0.29,0.29,0.3,0.29,0.3,0.29,0.26,0.27,0.28,0.3,0.28,0.27,0.28,0.29,0.28,0.28,0.29,0.29,0.3,0.29,0.29,0.27,0.26,0.26,0.26,0.26,0.27,0.26,0.27,0.27,0.28,0.27,0.27,0.29,0.27,0.28,0.27,0.27,0.26,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.26,0.27,0.24,0.26,0.24,0.24,0.25,0.24,0.25,0.24,0.25,0.25,0.25,0.25,0.24,0.25,0.26,0.25,0.25,0.25,0.24,0.25,0.25,0.26,0.24,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.0,0.25,0.24,0.25,0.24,0.24,0.24,0.25,0.26,0.22,0.24,0.24,0.24,0.24,0.22,0.0,0.23,0.22,0.23,0.22,0.22,0.23,0.22,0.23,0.23,0.23,0.24,0.23,0.23,0.24,0.23,0.23,0.22,0.22,0.22,0.0,0.21,0.0,0.22,0.0,0.0,0.22,0.22,0.22,0.21,0.0,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.0,0.22,0.22,0.0,0.22,0.22,0.22,0.22,0.23,0.23,0.0,0.0,0.0,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.99
07/13/2021,0.38,0.38,0.38,0.36,0.37,0.39,0.35,0.33,0.35,0.34,0.33,0.34,0.34,0.34,0.34,0.34,0.35,0.33,0.33,0.32,0.33,0.31,0.31,0.34,0.32,0.32,0.32,0.31,0.31,0.3,0.27,0.32,0.31,0.31,0.32,0.31,0.31,0.33,0.29,0.31,0.31,0.31,0.29,0.31,0.29,0.28,0.29,0.29,0.29,0.3,0.29,0.3,0.29,0.26,0.27,0.28,0.3,0.28,0.27,0.28,0.29,0.28,0.28,0.29,0.29,0.3,0.29,0.29,0.27,0.26,0.26,0.26,0.26,0.27,0.26,0.27,0.27,0.28,0.27,0.27,0.29,0.27,0.28,0.27,0.27,0.26,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.26,0.27,0.24,0.26,0.24,0.24,0.25,0.24,0.25,0.24,0.25,0.25,0.25,0.25,0.24,0.25,0.26,0.25,0.25,0.25,0.24,0.25,0.25,0.26,0.24,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.0,0.25,0.24,0.25,0.24,0.24,0.24,0.25,0.26,0.22,0.24,0.24,0.24,0.24,0.22,0.0,0.23,0.22,0.23,0.22,0.22,0.23,0.22,0.23,0.23,0.23,0.24,0.23,0.23,0.24,0.23,0.23,0.22,0.22,0.22,0.0,0.21,0.0,0.22,0.0,0.0,0.22,0.22,0.22,0.21,0.0,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.0,0.22,0.22,0.0,0.22,0.22,0.22,0.22,0.23,0.23,0.0,0.0,0.0,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.99
07/14/2021,0.38,0.38,0.38,0.36,0.37,0.39,0.35,0.33,0.35,0.34,0.33,0.34,0.34,0.34,0.34,0.34,0.35,0.33,0.33,0.32,0.33,0.31,0.31,0.34,0.32,0.32,0.32,0.31,0.31,0.3,0.27,0.32,0.31,0.31,0.32,0.31,0.31,0.33,0.29,0.31,0.31,0.31,0.29,0.31,0.29,0.28,0.29,0.29,0.29,0.3,0.29,0.3,0.29,0.26,0.27,0.28,0.3,0.28,0.27,0.28,0.29,0.28,0.28,0.29,0.29,0.3,0.29,0.29,0.27,0.26,0.26,0.26,0.26,0.27,0.26,0.27,0.27,0.28,0.27,0.27,0.29,0.27,0.28,0.27,0.27,0.26,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.26,0.27,0.24,0.26,0.24,0.24,0.25,0.24,0.25,0.24,0.25,0.25,0.25,0.25,0.24,0.25,0.26,0.25,0.25,0.25,0.24,0.25,0.25,0.26,0.24,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.0,0.25,0.24,0.25,0.24,0.24,0.24,0.25,0.26,0.22,0.24,0.24,0.24,0.24,0.22,0.0,0.23,0.22,0.23,0.22,0.22,0.23,0.22,0.23,0.23,0.23,0.24,0.23,0.23,0.24,0.23,0.23,0.22,0.22,0.22,0.0,0.21,0.0,0.22,0.0,0.0,0.22,0.22,0.22,0.21,0.0,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.0,0.22,0.22,0.0,0.22,0.22,0.22,0.22,0.23,0.23,0.0,0.0,0.0,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.99
07/15/2021,0.37,0.38,0.38,0.35,0.37,0.4,0.35,0.33,0.36,0.35,0.33,0.34,0.34,0.34,0.34,0.34,0.35,0.32,0.33,0.32,0.33,0.31,0.31,0.34,0.32,0.32,0.32,0.31,0.31,0.31,0.27,0.31,0.31,0.31,0.32,0.32,0.31,0.31,0.29,0.31,0.31,0.31,0.29,0.31,0.29,0.28,0.3,0.29,0.29,0.31,0.29,0.3,0.29,0.27,0.27,0.28,0.31,0.26,0.27,0.28,0.28,0.28,0.28,0.29,0.29,0.29,0.29,0.29,0.27,0.26,0.27,0.26,0.26,0.27,0.25,0.27,0.27,0.28,0.27,0.27,0.28,0.27,0.28,0.27,0.27,0.26,0.25,0.24,0.26,0.25,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.26,0.27,0.24,0.26,0.24,0.24,0.25,0.24,0.26,0.24,0.25,0.25,0.24,0.25,0.25,0.26,0.25,0.25,0.25,0.26,0.24,0.25,0.25,0.25,0.24,0.25,0.24,0.25,0.24,0.23,0.24,0.24,0.24,0.24,0.24,0.24,0.0,0.25,0.23,0.25,0.24,0.24,0.24,0.25,0.28,0.22,0.25,0.24,0.24,0.24,0.0,0.22,0.22,0.22,0.23,0.23,0.23,0.23,0.22,0.23,0.23,0.22,0.24,0.23,0.23,0.24,0.24,0.23,0.22,0.22,0.22,0.0,0.21,0.0,0.22,0.0,0.21,0.22,0.22,0.22,0.0,0.0,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.0,0.22,0.22,0.0,0.22,0.22,0.22,0.23,0.23,0.24,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,0.0,0.22,0.21,0.0,0.21,0.21,0.0,0.22,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.010000000000005
07/16/2021,0.37,0.39,0.39,0.35,0.37,0.41,0.33,0.33,0.36,0.35,0.33,0.35,0.35,0.34,0.34,0.35,0.35,0.32,0.33,0.32,0.33,0.31,0.3,0.35,0.32,0.32,0.32,0.3,0.3,0.31,0.27,0.31,0.31,0.3,0.31,0.31,0.31,0.32,0.3,0.31,0.3,0.31,0.29,0.3,0.29,0.29,0.3,0.29,0.29,0.3,0.29,0.3,0.28,0.26,0.28,0.28,0.3,0.26,0.27,0.28,0.29,0.28,0.27,0.29,0.29,0.29,0.29,0.29,0.27,0.26,0.26,0.26,0.26,0.27,0.26,0.27,0.28,0.28,0.27,0.28,0.29,0.27,0.27,0.27,0.27,0.26,0.25,0.25,0.26,0.26,0.26,0.26,0.27,0.26,0.27,0.27,0.27,0.26,0.27,0.24,0.25,0.24,0.25,0.25,0.24,0.25,0.24,0.25,0.25,0.24,0.25,0.25,0.26,0.25,0.25,0.25,0.27,0.23,0.25,0.26,0.25,0.23,0.25,0.24,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.0,0.25,0.24,0.25,0.23,0.24,0.24,0.25,0.27,0.22,0.25,0.24,0.23,0.24,0.21,0.22,0.23,0.22,0.23,0.0,0.23,0.23,0.23,0.23,0.23,0.22,0.23,0.23,0.23,0.25,0.23,0.23,0.22,0.22,0.22,0.0,0.21,0.0,0.22,0.22,0.0,0.22,0.22,0.22,0.21,0.22,0.22,0.22,0.22,0.23,0.0,0.22,0.22,0.0,0.22,0.22,0.0,0.22,0.22,0.22,0.22,0.23,0.24,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.21,0.0,0.21,0.21,0.21,0.0,0.0,0.21,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.22,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
07/19/2021,0.36,0.38,0.37,0.32,0.35,0.4,0.3,0.32,0.37,0.35,0.32,0.35,0.34,0.32,0.33,0.36,0.3,0.32,0.32,0.32,0.33,0.31,0.29,0.33,0.3,0.31,0.31,0.31,0.31,0.31,0.27,0.31,0.32,0.3,0.32,0.32,0.28,0.31,0.29,0.3,0.29,0.31,0.28,0.31,0.3,0.29,0.31,0.29,0.29,0.3,0.29,0.31,0.26,0.27,0.28,0.28,0.29,0.24,0.26,0.29,0.29,0.27,0.28,0.29,0.29,0.29,0.29,0.3,0.27,0.26,0.27,0.26,0.26,0.27,0.26,0.28,0.28,0.29,0.28,0.29,0.29,0.28,0.27,0.27,0.27,0.27,0.24,0.25,0.26,0.25,0.25,0.27,0.25,0.26,0.27,0.27,0.27,0.26,0.27,0.23,0.26,0.23,0.25,0.25,0.23,0.24,0.24,0.26,0.24,0.24,0.24,0.24,0.27,0.25,0.22,0.27,0.28,0.24,0.26,0.26,0.26,0.22,0.25,0.22,0.29,0.24,0.24,0.24,0.25,0.24,0.25,0.24,0.24,0.0,0.25,0.24,0.25,0.23,0.25,0.25,0.26,0.29,0.22,0.25,0.25,0.23,0.24,0.0,0.22,0.0,0.23,0.21,0.0,0.23,0.23,0.22,0.23,0.24,0.23,0.24,0.24,0.23,0.22,0.23,0.24,0.22,0.23,0.22,0.0,0.0,0.22,0.22,0.0,0.0,0.22,0.22,0.24,0.0,0.22,0.23,0.22,0.22,0.23,0.0,0.22,0.23,0.0,0.0,0.23,0.0,0.22,0.22,0.23,0.23,0.23,0.25,0.0,0.0,0.22,0.0,0.0,0.21,0.0,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.22,0.22,0.0,0.23,0.21,0.0,0.21,0.22,0.0,0.0,0.0,0.51,0.22,0.22,0.22,0.22,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.25
07/20/2021,0.35,0.37,0.38,0.31,0.33,0.39,0.3,0.32,0.37,0.36,0.3,0.36,0.36,0.31,0.32,0.36,0.29,0.32,0.32,0.32,0.33,0.31,0.3,0.33,0.3,0.32,0.31,0.31,0.31,0.31,0.27,0.32,0.32,0.3,0.31,0.32,0.27,0.3,0.29,0.3,0.3,0.31,0.28,0.31,0.29,0.3,0.31,0.29,0.29,0.3,0.29,0.32,0.25,0.25,0.28,0.29,0.29,0.24,0.26,0.29,0.29,0.26,0.28,0.29,0.29,0.3,0.28,0.29,0.27,0.26,0.27,0.26,0.26,0.25,0.26,0.27,0.28,0.28,0.28,0.29,0.3,0.28,0.26,0.28,0.26,0.27,0.23,0.24,0.26,0.26,0.25,0.27,0.26,0.26,0.28,0.27,0.27,0.26,0.27,0.23,0.27,0.22,0.26,0.25,0.22,0.25,0.23,0.26,0.23,0.24,0.23,0.24,0.27,0.25,0.22,0.27,0.29,0.23,0.25,0.27,0.26,0.22,0.26,0.0,0.3,0.24,0.24,0.24,0.25,0.24,0.26,0.25,0.24,0.0,0.25,0.24,0.25,0.23,0.25,0.26,0.27,0.29,0.0,0.24,0.25,0.22,0.25,0.21,0.0,0.0,0.23,0.0,0.0,0.23,0.23,0.22,0.24,0.24,0.23,0.23,0.24,0.24,0.0,0.23,0.24,0.22,0.23,0.0,0.0,0.0,0.22,0.22,0.0,0.21,0.23,0.22,0.24,0.0,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.23,0.0,0.22,0.23,0.0,0.23,0.22,0.23,0.22,0.22,0.25,0.0,0.0,0.23,0.0,0.0,0.0,0.21,0.22,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,0.0,0.21,0.21,0.22,0.0,0.0,0.0,0.29,0.22,0.22,0.0,0.23,0.21,0.22,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.96000000000001
07/21/2021,0.35,0.37,0.38,0.31,0.33,0.39,0.3,0.32,0.37,0.36,0.3,0.36,0.36,0.31,0.32,0.36,0.29,0.32,0.32,0.32,0.33,0.31,0.3,0.33,0.3,0.32,0.31,0.31,0.31,0.31,0.27,0.32,0.32,0.3,0.31,0.32,0.27,0.3,0.29,0.3,0.3,0.31,0.28,0.31,0.29,0.3,0.31,0.29,0.29,0.3,0.29,0.32,0.25,0.25,0.28,0.29,0.29,0.24,0.26,0.29,0.29,0.26,0.28,0.29,0.29,0.3,0.28,0.29,0.27,0.26,0.27,0.26,0.26,0.25,0.26,0.27,0.28,0.28,0.28,0.29,0.3,0.28,0.26,0.28,0.26,0.27,0.23,0.24,0.26,0.26,0.25,0.27,0.26,0.26,0.28,0.27,0.27,0.26,0.27,0.23,0.27,0.22,0.26,0.25,0.22,0.25,0.23,0.26,0.23,0.24,0.23,0.24,0.27,0.25,0.22,0.27,0.29,0.23,0.25,0.27,0.26,0.22,0.26,0.0,0.3,0.24,0.24,0.24,0.25,0.24,0.26,0.25,0.24,0.0,0.25,0.24,0.25,0.23,0.25,0.26,0.27,0.29,0.0,0.24,0.25,0.22,0.25,0.21,0.0,0.0,0.23,0.0,0.0,0.23,0.23,0.22,0.24,0.24,0.23,0.23,0.24,0.24,0.0,0.23,0.24,0.22,0.23,0.0,0.0,0.0,0.22,0.22,0.0,0.21,0.23,0.22,0.24,0.0,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.23,0.0,0.22,0.23,0.0,0.23,0.22,0.23,0.22,0.22,0.25,0.0,0.0,0.23,0.0,0.0,0.0,0.21,0.22,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,0.0,0.21,0.21,0.22,0.0,0.0,0.0,0.29,0.22,0.22,0.0,0.23,0.21,0.22,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.96000000000001
07/22/2021,0.35,0.38,0.4,0.3,0.32,0.38,0.32,0.33,0.38,0.37,0.28,0.36,0.36,0.3,0.32,0.35,0.28,0.32,0.31,0.32,0.33,0.31,0.31,0.32,0.29,0.33,0.31,0.3,0.31,0.31,0.28,0.32,0.33,0.3,0.32,0.32,0.27,0.29,0.29,0.3,0.29,0.31,0.29,0.33,0.29,0.3,0.31,0.3,0.29,0.31,0.3,0.32,0.24,0.24,0.27,0.29,0.28,0.23,0.25,0.28,0.29,0.27,0.27,0.29,0.3,0.31,0.29,0.29,0.28,0.26,0.28,0.26,0.26,0.25,0.26,0.27,0.29,0.28,0.28,0.29,0.27,0.28,0.27,0.28,0.27,0.27,0.23,0.24,0.26,0.26,0.25,0.27,0.27,0.26,0.28,0.27,0.27,0.26,0.26,0.22,0.26,0.0,0.26,0.25,0.0,0.25,0.23,0.26,0.22,0.24,0.24,0.25,0.27,0.24,0.23,0.27,0.28,0.23,0.25,0.27,0.25,0.25,0.26,0.22,0.29,0.24,0.25,0.24,0.25,0.23,0.26,0.25,0.24,0.0,0.25,0.25,0.24,0.23,0.26,0.26,0.27,0.28,0.22,0.23,0.25,0.22,0.24,0.0,0.22,0.0,0.22,0.0,0.21,0.23,0.23,0.23,0.24,0.24,0.23,0.23,0.23,0.24,0.0,0.23,0.24,0.23,0.23,0.0,0.22,0.0,0.22,0.22,0.0,0.0,0.23,0.23,0.23,0.22,0.23,0.22,0.22,0.23,0.23,0.0,0.22,0.23,0.0,0.22,0.22,0.0,0.22,0.23,0.22,0.21,0.22,0.24,0.0,0.0,0.23,0.0,0.22,0.0,0.0,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.22,0.23,0.22,0.0,0.0,0.0,0.0,0.0,0.21,0.29,0.22,0.23,0.0,0.23,0.0,0.22,0.0,0.0,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.95
