,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,NVDA,TSLA,PYPL,ADBE,HD,V,NFLX,CRM,MA,TMO,UNH,JNJ,PG,QCOM,ABBV,INTU,AVGO,NKE,AMAT,ABT,DHR,CMCSA,AMD,LLY,NOW,ACN,UPS,CHTR,SPGI,LOW,MRK,COST,TXN,LRCX,BLK,LIN,PEP,ORCL,DE,TGT,SBUX,ISRG,BMY,KO,UNP,AMGN,MCD,ZTS,ADSK,AMT,NEE,REGN,TMUS,IDXX,TWTR,CAT,VRTX,DG,CCI,KLAC,FDX,MSCI,SHW,EBAY,CMG,FISV,ALGN,ATVI,MCO,LMT,EQIX,SNPS,DXCM,SYK,EL,ADP,CDNS,CSX,EW,PGR,RMD,CL,ICE,XLNX,MMC,BKNG,ILMN,FTNT,MNST,MTD,A,FCX,ANSS,IQV,HUM,NSC,SIVB,ALXN,APD,VRSK,MCHP,APTV,CPRT,ITW,NEM,ORLY,TROW,AON,BIIB,INFO,WST,GNRC,ROP,ADI,APH,LHX,ENPH,CARR,ETSY,ODFL,ECL,SBAC,EMR,DOW,URI,FAST,CTAS,EA,QRVO,WM,TSCO,TDG,ZBRA,TER,TRMB,ANET,PH,TT,PSA,TTWO,ALB,AZO,TYL,PAYC,CTLT,CRL,ROK,POOL,PAYX,CTSH,DPZ,DHI,MKTX,FRC,PKI,OTIS,BLL,KMB,MSI,TEL,MXIM,KEYS,MPWR,SWKS,PTC,CLX,AME,EFX,YUM,CMI,ABMD,BIO,AWK,GLW,EXPD,CHD,FMC,NDAQ,KSU,HLT,HOLX,BBY,HES,WAT,GRMN,AJG,AKAM,CZR,GWW,IT,STE,CDW,EXR,J,HSY,MRNA,4970.T,CERN,XYL,n/a,LWB.WA,ULTA,TECH,MTCH,BRO,SUM
07/23/2021,11.55,10.79,7.86,4.17,3.87,3.81,2.42,2.57,1.79,1.49,1.26,1.26,1.22,1.14,1.13,1.06,1.04,0.91,0.86,0.81,0.78,0.71,0.67,0.66,0.61,0.64,0.63,0.59,0.54,0.59,0.57,0.57,0.55,0.51,0.51,0.5,0.48,0.5,0.47,0.44,0.43,0.45,0.47,0.45,0.41,0.43,0.41,0.4,0.4,0.39,0.36,0.37,0.35,0.35,0.33,0.34,0.33,0.32,0.3,0.3,0.27,0.27,0.27,0.27,0.27,0.23,0.24,0.24,0.24,0.23,0.23,0.22,0.22,0.21,0.22,0.22,0.23,0.22,0.22,0.21,0.21,0.21,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.16,0.18,0.17,0.18,0.18,0.18,0.17,0.17,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.16,0.13,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.43
07/26/2021,11.57,10.83,7.83,4.23,3.88,3.81,2.46,2.52,1.79,1.5,1.25,1.24,1.14,1.2,1.14,1.04,1.03,0.9,0.81,0.81,0.77,0.72,0.66,0.67,0.63,0.62,0.63,0.58,0.56,0.58,0.57,0.56,0.54,0.5,0.51,0.5,0.47,0.49,0.45,0.46,0.43,0.45,0.45,0.46,0.41,0.42,0.42,0.4,0.4,0.38,0.35,0.35,0.36,0.35,0.34,0.33,0.32,0.31,0.29,0.29,0.28,0.27,0.26,0.27,0.25,0.24,0.23,0.24,0.24,0.23,0.25,0.22,0.23,0.21,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.18,0.19,0.18,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.15,0.16,0.15,0.16,0.0,0.15,0.15,0.14,0.14,0.15,0.14,0.13,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.11,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.0,0.05,0.0,0.29,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.47
07/27/2021,11.55,10.81,7.77,4.39,3.97,3.89,2.42,2.46,1.79,1.48,1.26,1.25,1.13,1.19,1.16,1.04,1.02,0.9,0.81,0.81,0.77,0.72,0.67,0.67,0.63,0.63,0.62,0.58,0.56,0.59,0.57,0.56,0.53,0.5,0.5,0.5,0.47,0.49,0.45,0.45,0.43,0.44,0.45,0.43,0.41,0.42,0.43,0.4,0.39,0.38,0.35,0.35,0.36,0.35,0.34,0.33,0.32,0.3,0.29,0.29,0.28,0.27,0.26,0.27,0.25,0.24,0.23,0.24,0.24,0.24,0.25,0.22,0.23,0.21,0.22,0.21,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.18,0.17,0.18,0.18,0.18,0.17,0.17,0.16,0.16,0.15,0.16,0.15,0.15,0.0,0.15,0.15,0.14,0.14,0.15,0.14,0.13,0.15,0.14,0.13,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.07,0.06,0.05,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.49
07/28/2021,11.55,10.81,7.77,4.39,3.97,3.89,2.42,2.46,1.79,1.48,1.26,1.25,1.13,1.19,1.16,1.04,1.02,0.9,0.81,0.81,0.77,0.72,0.67,0.67,0.63,0.63,0.62,0.58,0.56,0.59,0.57,0.56,0.53,0.5,0.5,0.5,0.47,0.49,0.45,0.45,0.43,0.44,0.45,0.43,0.41,0.42,0.43,0.4,0.39,0.38,0.35,0.35,0.36,0.35,0.34,0.33,0.32,0.3,0.29,0.29,0.28,0.27,0.26,0.27,0.25,0.24,0.23,0.24,0.24,0.24,0.25,0.22,0.23,0.21,0.22,0.21,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.18,0.17,0.18,0.18,0.18,0.17,0.17,0.16,0.16,0.15,0.16,0.15,0.15,0.0,0.15,0.15,0.14,0.14,0.15,0.14,0.13,0.15,0.14,0.13,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.07,0.06,0.05,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.49
07/29/2021,11.56,10.77,7.85,4.41,3.99,3.93,2.38,2.51,1.78,1.47,1.25,1.26,1.13,1.18,1.15,1.03,1.01,0.9,0.81,0.8,0.76,0.72,0.66,0.67,0.63,0.62,0.62,0.58,0.55,0.58,0.57,0.56,0.53,0.5,0.49,0.49,0.46,0.49,0.45,0.45,0.43,0.44,0.45,0.44,0.41,0.42,0.43,0.39,0.39,0.38,0.35,0.35,0.36,0.34,0.34,0.33,0.32,0.3,0.29,0.29,0.27,0.27,0.26,0.27,0.25,0.24,0.23,0.24,0.24,0.23,0.25,0.22,0.23,0.2,0.22,0.21,0.21,0.21,0.22,0.21,0.21,0.21,0.2,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.18,0.17,0.18,0.18,0.18,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.0,0.15,0.15,0.14,0.14,0.15,0.14,0.13,0.15,0.14,0.15,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.08,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.05,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.0,0.0,0.29,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.47
07/30/2021,11.51,10.79,7.77,4.4,3.97,3.89,2.4,2.49,1.76,1.48,1.25,1.27,1.15,1.17,1.16,1.04,1.02,0.91,0.83,0.79,0.77,0.72,0.66,0.67,0.62,0.63,0.63,0.59,0.55,0.59,0.57,0.57,0.49,0.5,0.5,0.49,0.47,0.5,0.45,0.44,0.43,0.45,0.46,0.44,0.41,0.42,0.43,0.4,0.39,0.39,0.35,0.35,0.37,0.35,0.34,0.33,0.33,0.3,0.29,0.29,0.27,0.27,0.26,0.27,0.25,0.24,0.22,0.24,0.24,0.23,0.26,0.23,0.23,0.19,0.22,0.21,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.19,0.2,0.18,0.19,0.18,0.18,0.16,0.18,0.17,0.18,0.18,0.18,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.0,0.15,0.15,0.13,0.14,0.15,0.14,0.13,0.15,0.14,0.15,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.05,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.47
08/02/2021,11.35,10.76,7.77,4.46,4.09,3.88,2.43,2.49,1.77,1.48,1.24,1.25,1.15,1.18,1.14,1.04,1.0,0.91,0.81,0.8,0.77,0.72,0.66,0.67,0.63,0.63,0.63,0.58,0.59,0.6,0.57,0.56,0.49,0.5,0.5,0.48,0.47,0.49,0.45,0.45,0.43,0.45,0.45,0.44,0.41,0.42,0.42,0.4,0.4,0.38,0.35,0.35,0.36,0.35,0.34,0.33,0.33,0.31,0.29,0.3,0.28,0.27,0.26,0.27,0.25,0.24,0.22,0.25,0.24,0.24,0.25,0.23,0.22,0.19,0.22,0.21,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.19,0.2,0.18,0.19,0.18,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.15,0.15,0.14,0.15,0.0,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.54
08/03/2021,11.38,10.75,7.68,4.28,4.07,3.87,2.44,2.6,1.66,1.48,1.25,1.25,1.14,1.17,1.15,1.05,1.01,0.9,0.81,0.85,0.77,0.72,0.67,0.68,0.63,0.63,0.64,0.58,0.62,0.59,0.58,0.56,0.48,0.49,0.51,0.48,0.47,0.5,0.46,0.44,0.43,0.45,0.45,0.44,0.42,0.42,0.42,0.4,0.4,0.39,0.35,0.35,0.36,0.35,0.35,0.33,0.33,0.3,0.29,0.3,0.28,0.27,0.26,0.27,0.25,0.24,0.22,0.25,0.24,0.24,0.26,0.23,0.24,0.19,0.22,0.21,0.2,0.22,0.22,0.21,0.22,0.21,0.2,0.19,0.2,0.18,0.2,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.17,0.17,0.16,0.15,0.14,0.14,0.15,0.0,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.15,0.13,0.14,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.47
08/04/2021,11.47,10.75,7.15,4.28,4.06,3.86,2.44,2.66,1.62,1.49,1.26,1.25,1.15,1.17,1.15,1.06,1.02,0.91,0.84,0.84,0.76,0.73,0.68,0.68,0.64,0.64,0.64,0.59,0.65,0.59,0.58,0.57,0.49,0.52,0.52,0.49,0.47,0.5,0.47,0.46,0.43,0.46,0.46,0.44,0.43,0.43,0.42,0.41,0.4,0.39,0.35,0.35,0.36,0.35,0.35,0.33,0.33,0.3,0.29,0.29,0.28,0.27,0.26,0.28,0.25,0.27,0.22,0.25,0.24,0.22,0.26,0.23,0.25,0.19,0.22,0.21,0.22,0.22,0.25,0.22,0.22,0.22,0.21,0.19,0.2,0.18,0.2,0.18,0.18,0.19,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.15,0.14,0.15,0.15,0.0,0.15,0.16,0.14,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.13,0.14,0.15,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.52
08/05/2021,11.45,10.76,7.16,4.23,4.07,3.89,2.47,2.75,1.6,1.48,1.25,1.22,1.15,1.17,1.12,1.05,1.03,0.91,0.83,0.84,0.76,0.73,0.68,0.69,0.65,0.64,0.64,0.59,0.66,0.6,0.58,0.56,0.49,0.52,0.53,0.48,0.46,0.5,0.47,0.46,0.43,0.45,0.45,0.44,0.42,0.42,0.41,0.41,0.4,0.39,0.35,0.35,0.36,0.35,0.36,0.33,0.33,0.3,0.29,0.29,0.28,0.26,0.26,0.28,0.25,0.27,0.22,0.25,0.24,0.22,0.26,0.22,0.25,0.19,0.22,0.21,0.22,0.22,0.25,0.22,0.21,0.22,0.21,0.19,0.2,0.18,0.2,0.18,0.18,0.18,0.18,0.17,0.18,0.19,0.17,0.18,0.17,0.17,0.16,0.15,0.14,0.15,0.15,0.0,0.15,0.16,0.14,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.13,0.14,0.15,0.13,0.14,0.13,0.14,0.13,0.12,0.14,0.12,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0.08,0.07,0.08,0.08,0.08,0.09,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.05,0.07,0.07,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.48
08/06/2021,11.51,10.77,7.18,4.19,4.06,3.86,2.46,2.73,1.6,1.48,1.26,1.2,1.13,1.16,1.09,1.05,1.03,0.92,0.84,0.83,0.76,0.72,0.67,0.69,0.65,0.64,0.65,0.58,0.68,0.62,0.57,0.56,0.49,0.53,0.52,0.49,0.46,0.51,0.46,0.46,0.43,0.45,0.45,0.45,0.43,0.42,0.4,0.41,0.4,0.38,0.35,0.35,0.35,0.35,0.36,0.33,0.33,0.31,0.29,0.3,0.27,0.27,0.26,0.28,0.25,0.27,0.22,0.26,0.25,0.22,0.26,0.22,0.25,0.18,0.22,0.21,0.21,0.22,0.25,0.21,0.21,0.22,0.21,0.19,0.2,0.18,0.2,0.17,0.18,0.18,0.19,0.16,0.18,0.2,0.17,0.18,0.17,0.17,0.16,0.15,0.14,0.15,0.15,0.0,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.14,0.15,0.12,0.14,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.09,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.08,0.09,0.09,0.09,0.08,0.09,0.1,0.08,0.07,0.07,0.08,0.08,0.09,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.05,0.07,0.07,0.06,0.06,0.0,0.06,0.07,0.06,0.06,0.06,0.0,0.05,0.34,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.45
08/09/2021,11.42,10.79,7.16,4.3,4.06,3.86,2.55,2.73,1.63,1.49,1.26,1.21,1.15,1.2,1.09,1.06,1.0,0.91,0.83,0.82,0.74,0.73,0.67,0.7,0.65,0.64,0.66,0.58,0.68,0.64,0.58,0.56,0.48,0.53,0.53,0.47,0.45,0.51,0.47,0.46,0.44,0.45,0.44,0.44,0.42,0.42,0.4,0.42,0.39,0.38,0.35,0.33,0.35,0.35,0.36,0.33,0.34,0.31,0.28,0.3,0.27,0.26,0.26,0.28,0.25,0.27,0.21,0.26,0.24,0.22,0.26,0.22,0.25,0.18,0.22,0.2,0.22,0.22,0.25,0.21,0.21,0.22,0.21,0.19,0.2,0.18,0.19,0.17,0.18,0.18,0.19,0.17,0.19,0.2,0.17,0.18,0.17,0.16,0.16,0.15,0.14,0.14,0.15,0.0,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.14,0.14,0.15,0.13,0.14,0.15,0.12,0.14,0.13,0.14,0.13,0.12,0.15,0.11,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.09,0.13,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.08,0.08,0.08,0.09,0.08,0.09,0.1,0.08,0.07,0.07,0.08,0.08,0.09,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.07,0.07,0.0,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.06,0.06,0.06,0.0,0.05,0.36,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,98.46
08/10/2021,11.38,10.82,7.11,4.32,4.05,3.87,2.52,2.68,1.63,1.5,1.25,1.21,1.15,1.2,1.1,1.05,1.01,0.91,0.82,0.82,0.74,0.73,0.67,0.7,0.65,0.64,0.66,0.59,0.66,0.64,0.58,0.57,0.48,0.53,0.53,0.47,0.45,0.51,0.47,0.46,0.44,0.46,0.44,0.44,0.43,0.42,0.4,0.42,0.39,0.38,0.35,0.33,0.35,0.35,0.36,0.33,0.34,0.32,0.28,0.29,0.27,0.27,0.26,0.28,0.25,0.27,0.21,0.26,0.25,0.21,0.26,0.22,0.25,0.19,0.22,0.2,0.21,0.22,0.25,0.21,0.21,0.22,0.21,0.19,0.2,0.18,0.2,0.17,0.18,0.18,0.19,0.17,0.18,0.2,0.18,0.18,0.17,0.17,0.16,0.15,0.14,0.14,0.16,0.0,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.14,0.15,0.15,0.14,0.14,0.16,0.13,0.14,0.13,0.14,0.13,0.12,0.15,0.11,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.09,0.13,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.1,0.08,0.07,0.07,0.08,0.08,0.09,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.0,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.06,0.06,0.06,0.0,0.05,0.36,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,98.49
08/11/2021,11.38,10.82,7.11,4.32,4.05,3.87,2.52,2.68,1.63,1.5,1.25,1.21,1.15,1.2,1.1,1.05,1.01,0.91,0.82,0.82,0.74,0.73,0.67,0.7,0.65,0.64,0.66,0.59,0.66,0.64,0.58,0.57,0.48,0.53,0.53,0.47,0.45,0.51,0.47,0.46,0.44,0.46,0.44,0.44,0.43,0.42,0.4,0.42,0.39,0.38,0.35,0.33,0.35,0.35,0.36,0.33,0.34,0.32,0.28,0.29,0.27,0.27,0.26,0.28,0.25,0.27,0.21,0.26,0.25,0.21,0.26,0.22,0.25,0.19,0.22,0.2,0.21,0.22,0.25,0.21,0.21,0.22,0.21,0.19,0.2,0.18,0.2,0.17,0.18,0.18,0.19,0.17,0.18,0.2,0.18,0.18,0.17,0.17,0.16,0.15,0.14,0.14,0.16,0.0,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.14,0.15,0.15,0.14,0.14,0.16,0.13,0.14,0.13,0.14,0.13,0.12,0.15,0.11,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.09,0.13,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.1,0.08,0.07,0.07,0.08,0.08,0.09,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.0,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.06,0.06,0.06,0.0,0.05,0.36,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,98.49
08/13/2021,11.39,10.75,7.09,4.31,4.1,3.92,2.48,2.73,1.61,1.48,1.26,1.2,1.14,1.17,1.09,1.06,1.01,0.91,0.83,0.82,0.75,0.72,0.67,0.7,0.63,0.64,0.66,0.59,0.65,0.65,0.57,0.57,0.48,0.53,0.52,0.48,0.46,0.52,0.46,0.44,0.45,0.45,0.45,0.45,0.44,0.43,0.4,0.41,0.39,0.38,0.35,0.33,0.35,0.34,0.36,0.32,0.34,0.32,0.29,0.29,0.26,0.27,0.25,0.28,0.25,0.26,0.21,0.26,0.25,0.22,0.26,0.22,0.25,0.19,0.22,0.2,0.21,0.22,0.24,0.2,0.21,0.22,0.21,0.2,0.2,0.18,0.2,0.17,0.18,0.18,0.19,0.17,0.18,0.2,0.18,0.18,0.17,0.17,0.16,0.15,0.14,0.15,0.16,0.0,0.14,0.15,0.15,0.15,0.15,0.15,0.13,0.14,0.15,0.16,0.14,0.14,0.16,0.13,0.13,0.14,0.14,0.14,0.12,0.15,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.14,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0.08,0.07,0.07,0.08,0.08,0.09,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.06,0.06,0.05,0.0,0.05,0.4,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,98.49
