,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,NVDA,TSLA,PYPL,ADBE,HD,V,NFLX,CRM,MA,TMO,UNH,JNJ,PG,QCOM,ABBV,INTU,AVGO,NKE,AMAT,ABT,DHR,CMCSA,AMD,LLY,NOW,ACN,UPS,CHTR,SPGI,LOW,MRK,COST,TXN,LRCX,BLK,LIN,PEP,ORCL,DE,TGT,SBUX,ISRG,BMY,KO,UNP,AMGN,MCD,ZTS,ADSK,AMT,NEE,REGN,TMUS,IDXX,TWTR,CAT,VRTX,DG,CCI,KLAC,FDX,MSCI,SHW,EBAY,CMG,FISV,ALGN,ATVI,MCO,LMT,EQIX,SNPS,DXCM,SYK,EL,ADP,CDNS,CSX,EW,PGR,RMD,CL,ICE,XLNX,MMC,BKNG,ILMN,FTNT,MNST,MTD,A,FCX,ANSS,IQV,HUM,NSC,SIVB,ALXN,APD,VRSK,MCHP,APTV,CPRT,ITW,NEM,ORLY,TROW,AON,BIIB,INFO,WST,GNRC,ROP,ADI,APH,LHX,ENPH,CARR,ETSY,ODFL,ECL,SBAC,EMR,DOW,URI,FAST,CTAS,EA,QRVO,WM,TSCO,TDG,ZBRA,TER,TRMB,ANET,PH,TT,PSA,TTWO,ALB,AZO,TYL,PAYC,CTLT,CRL,ROK,POOL,PAYX,CTSH,DPZ,DHI,MKTX,FRC,PKI,OTIS,BLL,KMB,MSI,TEL,MXIM,KEYS,MPWR,SWKS,PTC,CLX,AME,EFX,YUM,CMI,ABMD,BIO,AWK,GLW,EXPD,CHD,FMC,NDAQ,KSU,HLT,HOLX,BBY,HES,WAT,GRMN,AJG,AKAM,CZR,GWW,IT,STE,CDW,EXR,J,HSY,MRNA,4970.T,CERN,XYL,n/a,LWB.WA,ULTA,TECH,MTCH,BRO,SUM
09/06/2021,11.57,10.89,7.13,4.32,4.14,3.94,2.68,2.71,1.61,1.52,1.2,1.09,1.25,1.22,0.97,1.07,1.0,0.88,0.81,0.78,0.7,0.73,0.66,0.64,0.59,0.65,0.69,0.6,0.64,0.61,0.63,0.58,0.48,0.54,0.52,0.5,0.45,0.52,0.44,0.41,0.45,0.46,0.44,0.43,0.43,0.38,0.38,0.42,0.37,0.37,0.33,0.31,0.34,0.35,0.3,0.34,0.35,0.34,0.26,0.28,0.25,0.26,0.25,0.26,0.25,0.25,0.2,0.26,0.24,0.24,0.26,0.22,0.25,0.18,0.21,0.19,0.22,0.25,0.25,0.21,0.21,0.2,0.22,0.19,0.21,0.17,0.21,0.17,0.18,0.18,0.19,0.17,0.16,0.2,0.17,0.17,0.19,0.16,0.15,0.16,0.13,0.14,0.16,0.0,0.13,0.16,0.15,0.13,0.14,0.14,0.12,0.13,0.15,0.16,0.13,0.14,0.16,0.14,0.13,0.18,0.14,0.13,0.12,0.15,0.13,0.14,0.12,0.13,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.09,0.11,0.1,0.09,0.14,0.09,0.09,0.12,0.11,0.11,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.0,0.09,0.1,0.08,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.0,0.0,0.34,0.0,0.0,0.06,0.09,0.0,0.0,0.09,0.0,0.0,98.49
09/07/2021,11.59,10.86,7.14,4.32,4.14,3.95,2.72,2.71,1.63,1.52,1.21,1.09,1.25,1.23,0.97,1.07,0.99,0.88,0.81,0.78,0.7,0.74,0.66,0.64,0.6,0.65,0.69,0.6,0.64,0.6,0.64,0.58,0.48,0.53,0.52,0.5,0.45,0.52,0.44,0.42,0.44,0.45,0.44,0.43,0.44,0.38,0.38,0.42,0.37,0.37,0.33,0.31,0.34,0.35,0.3,0.34,0.35,0.34,0.26,0.28,0.25,0.26,0.25,0.25,0.25,0.25,0.2,0.26,0.24,0.24,0.26,0.22,0.25,0.18,0.21,0.19,0.22,0.25,0.25,0.21,0.21,0.2,0.22,0.18,0.21,0.17,0.21,0.16,0.18,0.18,0.19,0.17,0.16,0.21,0.17,0.17,0.19,0.16,0.15,0.15,0.13,0.14,0.16,0.0,0.13,0.16,0.15,0.13,0.14,0.14,0.13,0.13,0.14,0.16,0.13,0.14,0.16,0.14,0.13,0.18,0.14,0.13,0.11,0.14,0.13,0.14,0.12,0.13,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.09,0.11,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.13,0.09,0.09,0.12,0.11,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.0,0.09,0.1,0.07,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.05,0.07,0.06,0.06,0.06,0.0,0.0,0.35,0.0,0.0,0.06,0.06,0.0,0.0,0.09,0.0,0.0,98.45
09/08/2021,11.59,10.86,7.14,4.32,4.14,3.95,2.72,2.71,1.63,1.52,1.21,1.09,1.25,1.23,0.97,1.07,0.99,0.88,0.81,0.78,0.7,0.74,0.66,0.64,0.6,0.65,0.69,0.6,0.64,0.6,0.64,0.58,0.48,0.53,0.52,0.5,0.45,0.52,0.44,0.42,0.44,0.45,0.44,0.43,0.44,0.38,0.38,0.42,0.37,0.37,0.33,0.31,0.34,0.35,0.3,0.34,0.35,0.34,0.26,0.28,0.25,0.26,0.25,0.25,0.25,0.25,0.2,0.26,0.24,0.24,0.26,0.22,0.25,0.18,0.21,0.19,0.22,0.25,0.25,0.21,0.21,0.2,0.22,0.18,0.21,0.17,0.21,0.16,0.18,0.18,0.19,0.17,0.16,0.21,0.17,0.17,0.19,0.16,0.15,0.15,0.13,0.14,0.16,0.0,0.13,0.16,0.15,0.13,0.14,0.14,0.13,0.13,0.14,0.16,0.13,0.14,0.16,0.14,0.13,0.18,0.14,0.13,0.11,0.14,0.13,0.14,0.12,0.13,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.09,0.11,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.13,0.09,0.09,0.12,0.11,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.0,0.09,0.1,0.07,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.05,0.07,0.06,0.06,0.06,0.0,0.0,0.35,0.0,0.0,0.06,0.06,0.0,0.0,0.09,0.0,0.0,98.45
09/09/2021,11.59,10.86,7.14,4.32,4.14,3.95,2.72,2.71,1.63,1.52,1.21,1.09,1.25,1.23,0.97,1.07,0.99,0.88,0.81,0.78,0.7,0.74,0.66,0.64,0.6,0.65,0.69,0.6,0.64,0.6,0.64,0.58,0.48,0.53,0.52,0.5,0.45,0.52,0.44,0.42,0.44,0.45,0.44,0.43,0.44,0.38,0.38,0.42,0.37,0.37,0.33,0.31,0.34,0.35,0.3,0.34,0.35,0.34,0.26,0.28,0.25,0.26,0.25,0.25,0.25,0.25,0.2,0.26,0.24,0.24,0.26,0.22,0.25,0.18,0.21,0.19,0.22,0.25,0.25,0.21,0.21,0.2,0.22,0.18,0.21,0.17,0.21,0.16,0.18,0.18,0.19,0.17,0.16,0.21,0.17,0.17,0.19,0.16,0.15,0.15,0.13,0.14,0.16,0.0,0.13,0.16,0.15,0.13,0.14,0.14,0.13,0.13,0.14,0.16,0.13,0.14,0.16,0.14,0.13,0.18,0.14,0.13,0.11,0.14,0.13,0.14,0.12,0.13,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.09,0.11,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.13,0.09,0.09,0.12,0.11,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.0,0.09,0.1,0.07,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.05,0.07,0.06,0.06,0.06,0.0,0.0,0.35,0.0,0.0,0.06,0.06,0.0,0.0,0.09,0.0,0.0,98.45
09/10/2021,11.76,10.82,7.2,4.38,4.15,3.97,2.7,2.78,1.65,1.51,1.2,1.1,1.29,1.23,0.98,1.07,0.99,0.87,0.81,0.77,0.68,0.73,0.66,0.63,0.6,0.65,0.68,0.58,0.64,0.59,0.62,0.58,0.47,0.53,0.52,0.49,0.44,0.52,0.44,0.4,0.44,0.45,0.43,0.43,0.42,0.38,0.38,0.43,0.36,0.36,0.32,0.31,0.34,0.35,0.3,0.33,0.34,0.34,0.26,0.28,0.25,0.26,0.24,0.25,0.24,0.25,0.2,0.26,0.24,0.23,0.25,0.22,0.25,0.17,0.21,0.19,0.22,0.25,0.25,0.21,0.21,0.2,0.22,0.18,0.21,0.17,0.21,0.16,0.17,0.18,0.19,0.17,0.16,0.2,0.17,0.18,0.19,0.16,0.15,0.15,0.13,0.13,0.16,0.0,0.13,0.16,0.15,0.13,0.14,0.13,0.12,0.13,0.14,0.16,0.13,0.14,0.16,0.13,0.13,0.18,0.14,0.13,0.11,0.14,0.13,0.14,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.09,0.11,0.1,0.11,0.09,0.09,0.1,0.1,0.09,0.13,0.09,0.09,0.11,0.11,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.0,0.09,0.1,0.07,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.05,0.07,0.06,0.06,0.06,0.0,0.0,0.37,0.0,0.0,0.05,0.06,0.0,0.0,0.1,0.0,0.0,98.45
09/13/2021,11.66,10.8,7.2,4.37,4.16,3.98,2.66,2.81,1.62,1.52,1.22,1.11,1.28,1.21,1.01,1.08,0.98,0.85,0.81,0.77,0.68,0.75,0.66,0.64,0.6,0.65,0.68,0.58,0.62,0.56,0.62,0.58,0.46,0.52,0.52,0.49,0.43,0.53,0.44,0.41,0.44,0.45,0.44,0.43,0.41,0.39,0.39,0.43,0.36,0.37,0.32,0.3,0.34,0.34,0.31,0.33,0.35,0.33,0.26,0.28,0.24,0.25,0.24,0.25,0.24,0.26,0.2,0.26,0.24,0.23,0.26,0.22,0.25,0.17,0.21,0.19,0.22,0.25,0.26,0.21,0.21,0.2,0.22,0.18,0.21,0.17,0.21,0.16,0.18,0.18,0.19,0.17,0.16,0.2,0.17,0.18,0.19,0.15,0.16,0.15,0.14,0.13,0.17,0.0,0.13,0.16,0.15,0.13,0.14,0.13,0.12,0.13,0.14,0.17,0.12,0.14,0.16,0.14,0.13,0.19,0.13,0.13,0.11,0.14,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.09,0.11,0.1,0.11,0.09,0.09,0.1,0.1,0.09,0.14,0.09,0.09,0.11,0.11,0.11,0.1,0.1,0.09,0.1,0.1,0.09,0.08,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.0,0.09,0.1,0.07,0.06,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.0,0.07,0.06,0.06,0.06,0.0,0.0,0.39,0.0,0.0,0.05,0.09,0.0,0.05,0.09,0.0,0.0,98.42
09/14/2021,11.36,10.83,7.23,4.41,4.12,3.93,2.72,2.76,1.62,1.53,1.23,1.11,1.29,1.21,1.0,1.09,0.96,0.85,0.82,0.78,0.68,0.75,0.67,0.65,0.61,0.66,0.69,0.58,0.62,0.57,0.62,0.59,0.48,0.53,0.53,0.5,0.43,0.53,0.45,0.41,0.44,0.45,0.44,0.44,0.41,0.39,0.4,0.41,0.36,0.37,0.32,0.3,0.35,0.35,0.3,0.33,0.35,0.33,0.26,0.28,0.24,0.26,0.24,0.25,0.24,0.26,0.2,0.26,0.24,0.23,0.26,0.22,0.25,0.18,0.22,0.19,0.22,0.25,0.26,0.21,0.21,0.2,0.23,0.18,0.21,0.17,0.21,0.17,0.18,0.19,0.19,0.17,0.16,0.2,0.17,0.18,0.19,0.16,0.16,0.15,0.13,0.14,0.17,0.0,0.13,0.16,0.15,0.13,0.14,0.14,0.12,0.14,0.14,0.17,0.12,0.14,0.16,0.14,0.13,0.19,0.14,0.13,0.1,0.14,0.13,0.14,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.1,0.11,0.12,0.09,0.11,0.1,0.11,0.09,0.09,0.1,0.1,0.09,0.14,0.09,0.09,0.11,0.11,0.11,0.1,0.1,0.09,0.1,0.1,0.09,0.08,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.0,0.09,0.1,0.07,0.06,0.07,0.07,0.08,0.08,0.07,0.08,0.09,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.05,0.07,0.06,0.06,0.06,0.0,0.0,0.39,0.0,0.0,0.05,0.1,0.0,0.0,0.1,0.0,0.0,98.46
09/15/2021,11.36,10.83,7.23,4.41,4.12,3.93,2.72,2.76,1.62,1.53,1.23,1.11,1.29,1.21,1.0,1.09,0.96,0.85,0.82,0.78,0.68,0.75,0.67,0.65,0.61,0.66,0.69,0.58,0.62,0.57,0.62,0.59,0.48,0.53,0.53,0.5,0.43,0.53,0.45,0.41,0.44,0.45,0.44,0.44,0.41,0.39,0.4,0.41,0.36,0.37,0.32,0.3,0.35,0.35,0.3,0.33,0.35,0.33,0.26,0.28,0.24,0.26,0.24,0.25,0.24,0.26,0.2,0.26,0.24,0.23,0.26,0.22,0.25,0.18,0.22,0.19,0.22,0.25,0.26,0.21,0.21,0.2,0.23,0.18,0.21,0.17,0.21,0.17,0.18,0.19,0.19,0.17,0.16,0.2,0.17,0.18,0.19,0.16,0.16,0.15,0.13,0.14,0.17,0.0,0.13,0.16,0.15,0.13,0.14,0.14,0.12,0.14,0.14,0.17,0.12,0.14,0.16,0.14,0.13,0.19,0.14,0.13,0.1,0.14,0.13,0.14,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.1,0.11,0.12,0.09,0.11,0.1,0.11,0.09,0.09,0.1,0.1,0.09,0.14,0.09,0.09,0.11,0.11,0.11,0.1,0.1,0.09,0.1,0.1,0.09,0.08,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.0,0.09,0.1,0.07,0.06,0.07,0.07,0.08,0.08,0.07,0.08,0.09,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.05,0.07,0.06,0.06,0.06,0.0,0.0,0.39,0.0,0.0,0.05,0.1,0.0,0.0,0.1,0.0,0.0,98.46
09/16/2021,11.42,10.89,7.22,4.39,4.17,3.98,2.69,2.79,1.6,1.5,1.25,1.11,1.27,1.19,1.01,1.07,0.99,0.85,0.83,0.79,0.68,0.74,0.68,0.63,0.62,0.65,0.68,0.59,0.62,0.56,0.61,0.59,0.48,0.53,0.53,0.5,0.43,0.52,0.46,0.42,0.44,0.46,0.44,0.43,0.41,0.39,0.4,0.41,0.36,0.37,0.32,0.3,0.35,0.35,0.3,0.33,0.35,0.33,0.26,0.27,0.23,0.26,0.24,0.25,0.24,0.27,0.2,0.26,0.24,0.23,0.25,0.22,0.25,0.17,0.21,0.19,0.21,0.25,0.25,0.21,0.21,0.2,0.22,0.18,0.21,0.17,0.21,0.17,0.18,0.19,0.19,0.18,0.16,0.2,0.17,0.18,0.18,0.16,0.16,0.15,0.13,0.13,0.17,0.0,0.13,0.16,0.15,0.13,0.14,0.14,0.12,0.13,0.14,0.17,0.12,0.15,0.16,0.13,0.13,0.19,0.14,0.13,0.11,0.14,0.13,0.14,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.13,0.09,0.09,0.11,0.11,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.08,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.0,0.09,0.1,0.08,0.06,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.0,0.07,0.06,0.06,0.06,0.05,0.0,0.36,0.0,0.0,0.05,0.1,0.0,0.0,0.09,0.0,0.0,98.46
09/17/2021,11.34,11.02,7.22,4.4,4.18,3.99,2.7,2.8,1.62,1.5,1.24,1.1,1.25,1.2,1.0,1.08,0.99,0.85,0.83,0.78,0.68,0.76,0.68,0.63,0.63,0.65,0.68,0.55,0.63,0.55,0.62,0.59,0.47,0.51,0.53,0.5,0.43,0.52,0.46,0.42,0.44,0.46,0.44,0.42,0.41,0.38,0.4,0.42,0.35,0.37,0.32,0.3,0.35,0.34,0.3,0.34,0.35,0.33,0.25,0.28,0.24,0.25,0.24,0.25,0.24,0.27,0.19,0.26,0.24,0.23,0.25,0.21,0.25,0.17,0.21,0.19,0.21,0.25,0.26,0.21,0.21,0.2,0.22,0.18,0.21,0.17,0.21,0.17,0.18,0.19,0.19,0.18,0.16,0.2,0.17,0.18,0.18,0.15,0.16,0.15,0.13,0.13,0.17,0.0,0.13,0.16,0.15,0.13,0.15,0.13,0.12,0.14,0.14,0.17,0.12,0.15,0.16,0.13,0.13,0.2,0.14,0.13,0.1,0.14,0.13,0.14,0.13,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.13,0.09,0.09,0.11,0.11,0.11,0.1,0.09,0.09,0.1,0.09,0.08,0.08,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.0,0.09,0.1,0.07,0.06,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.05,0.07,0.06,0.06,0.06,0.0,0.0,0.37,0.0,0.0,0.05,0.1,0.0,0.0,0.1,0.0,0.0,98.47
09/20/2021,11.3,11.13,7.24,4.33,4.18,3.98,2.68,2.82,1.61,1.54,1.25,1.1,1.26,1.22,1.0,1.07,0.99,0.84,0.82,0.75,0.68,0.76,0.68,0.62,0.64,0.65,0.68,0.56,0.63,0.54,0.63,0.59,0.47,0.51,0.53,0.51,0.42,0.53,0.47,0.42,0.43,0.46,0.44,0.42,0.4,0.39,0.38,0.41,0.35,0.36,0.31,0.3,0.35,0.34,0.31,0.33,0.34,0.33,0.25,0.27,0.24,0.25,0.24,0.25,0.24,0.28,0.2,0.26,0.24,0.23,0.26,0.21,0.25,0.18,0.21,0.19,0.22,0.25,0.26,0.21,0.2,0.2,0.23,0.18,0.21,0.17,0.2,0.16,0.17,0.19,0.19,0.18,0.16,0.2,0.17,0.17,0.18,0.15,0.16,0.15,0.13,0.14,0.17,0.0,0.13,0.16,0.16,0.13,0.15,0.13,0.12,0.14,0.14,0.17,0.12,0.15,0.16,0.13,0.13,0.19,0.14,0.13,0.1,0.14,0.14,0.14,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.09,0.11,0.1,0.11,0.1,0.09,0.1,0.1,0.08,0.13,0.09,0.09,0.11,0.11,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.09,0.09,0.0,0.09,0.1,0.07,0.06,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.0,0.07,0.06,0.06,0.06,0.0,0.0,0.38,0.0,0.0,0.05,0.1,0.0,0.05,0.1,0.0,0.0,98.43
09/21/2021,11.22,11.06,7.27,4.28,4.15,3.95,2.67,2.87,1.59,1.53,1.26,1.1,1.28,1.23,1.0,1.15,1.01,0.85,0.83,0.74,0.69,0.75,0.69,0.62,0.63,0.65,0.69,0.56,0.62,0.55,0.63,0.58,0.47,0.51,0.53,0.51,0.43,0.53,0.47,0.42,0.42,0.46,0.44,0.42,0.4,0.39,0.38,0.42,0.35,0.36,0.31,0.31,0.35,0.34,0.31,0.33,0.34,0.33,0.25,0.28,0.25,0.25,0.24,0.26,0.24,0.28,0.2,0.26,0.24,0.23,0.26,0.22,0.25,0.18,0.21,0.19,0.22,0.24,0.27,0.21,0.2,0.2,0.22,0.18,0.21,0.17,0.2,0.16,0.18,0.19,0.19,0.18,0.16,0.2,0.17,0.18,0.19,0.15,0.16,0.15,0.13,0.14,0.18,0.0,0.13,0.16,0.16,0.13,0.15,0.13,0.12,0.14,0.14,0.17,0.12,0.14,0.16,0.13,0.13,0.19,0.14,0.13,0.11,0.14,0.14,0.14,0.12,0.12,0.11,0.1,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.13,0.09,0.09,0.12,0.11,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.1,0.08,0.09,0.09,0.0,0.09,0.1,0.07,0.06,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.0,0.07,0.06,0.06,0.06,0.0,0.0,0.37,0.0,0.0,0.05,0.11,0.0,0.05,0.1,0.0,0.0,98.48
09/22/2021,11.2,11.01,7.37,4.25,4.14,3.89,2.67,3.01,1.59,1.52,1.25,1.1,1.27,1.24,0.99,1.15,1.01,0.85,0.82,0.74,0.69,0.75,0.69,0.62,0.63,0.65,0.68,0.56,0.62,0.54,0.63,0.58,0.47,0.47,0.53,0.51,0.43,0.53,0.47,0.42,0.43,0.45,0.44,0.38,0.36,0.39,0.38,0.42,0.35,0.36,0.31,0.3,0.35,0.34,0.31,0.33,0.34,0.33,0.25,0.27,0.24,0.25,0.24,0.26,0.24,0.28,0.2,0.26,0.24,0.24,0.26,0.21,0.26,0.18,0.21,0.19,0.22,0.24,0.27,0.22,0.2,0.2,0.22,0.17,0.21,0.17,0.2,0.16,0.17,0.19,0.19,0.18,0.16,0.2,0.17,0.17,0.19,0.15,0.16,0.15,0.13,0.13,0.17,0.0,0.13,0.16,0.16,0.13,0.15,0.13,0.12,0.14,0.14,0.17,0.12,0.15,0.16,0.13,0.13,0.19,0.14,0.12,0.11,0.15,0.14,0.13,0.12,0.12,0.11,0.1,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.09,0.11,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.13,0.09,0.09,0.11,0.11,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.09,0.09,0.0,0.09,0.1,0.07,0.06,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.0,0.07,0.06,0.06,0.06,0.0,0.0,0.43,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.15,0.07,98.46
09/23/2021,11.17,11.01,7.27,4.22,4.16,3.9,2.62,2.95,1.58,1.52,1.26,1.11,1.27,1.25,1.0,1.16,1.01,0.86,0.83,0.75,0.69,0.75,0.69,0.63,0.62,0.65,0.7,0.57,0.61,0.56,0.64,0.59,0.48,0.48,0.53,0.51,0.43,0.53,0.47,0.42,0.43,0.45,0.44,0.39,0.36,0.39,0.38,0.42,0.35,0.37,0.31,0.3,0.36,0.34,0.31,0.34,0.34,0.34,0.25,0.28,0.24,0.24,0.24,0.26,0.24,0.27,0.2,0.26,0.24,0.24,0.26,0.22,0.26,0.17,0.21,0.19,0.22,0.24,0.27,0.22,0.2,0.2,0.22,0.17,0.21,0.17,0.21,0.17,0.18,0.19,0.19,0.18,0.16,0.2,0.17,0.18,0.19,0.14,0.16,0.15,0.13,0.13,0.17,0.0,0.13,0.16,0.15,0.13,0.15,0.14,0.12,0.14,0.14,0.17,0.12,0.16,0.16,0.13,0.13,0.2,0.14,0.13,0.1,0.15,0.14,0.14,0.12,0.13,0.11,0.1,0.12,0.11,0.11,0.1,0.09,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.13,0.09,0.09,0.12,0.11,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.0,0.09,0.1,0.07,0.06,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.0,0.07,0.06,0.06,0.06,0.0,0.0,0.43,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.15,0.07,98.51999999999998
09/24/2021,11.19,11.01,7.24,4.23,4.16,3.91,2.63,2.98,1.57,1.53,1.27,1.11,1.26,1.25,0.99,1.17,1.0,0.86,0.83,0.74,0.7,0.75,0.68,0.63,0.61,0.65,0.7,0.56,0.62,0.55,0.64,0.58,0.48,0.47,0.53,0.51,0.43,0.53,0.47,0.41,0.42,0.45,0.44,0.39,0.36,0.39,0.38,0.42,0.35,0.37,0.31,0.3,0.36,0.35,0.31,0.34,0.34,0.34,0.25,0.28,0.25,0.24,0.24,0.26,0.24,0.27,0.2,0.26,0.24,0.23,0.27,0.21,0.26,0.17,0.21,0.19,0.22,0.24,0.27,0.22,0.2,0.2,0.22,0.17,0.21,0.17,0.21,0.17,0.18,0.19,0.19,0.18,0.16,0.2,0.17,0.18,0.19,0.14,0.15,0.16,0.13,0.13,0.17,0.0,0.13,0.16,0.15,0.13,0.15,0.13,0.12,0.14,0.14,0.17,0.12,0.16,0.17,0.13,0.13,0.2,0.14,0.13,0.1,0.14,0.14,0.14,0.12,0.13,0.11,0.1,0.12,0.11,0.11,0.1,0.09,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.09,0.1,0.1,0.08,0.13,0.1,0.09,0.12,0.11,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.0,0.09,0.11,0.07,0.06,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.0,0.07,0.07,0.07,0.06,0.06,0.0,0.07,0.06,0.06,0.06,0.0,0.0,0.44,0.0,0.0,0.0,0.17,0.0,0.0,0.1,0.15,0.07,98.57
