,MSFT,AMZN,AMAT,GOOG,PYPL,ISRG,ADBE,HEI,PINS,AAPL,V,SPGI,UNH,ENPH,SHAK,TECH,VEEV,NTRA,NVDA,CRWD,DXCM,CSGP,GENI,DDOG,MQ,SHOP,SPG,SQ,SBNY,MELI,PAYC,USFD,DKNG,CLB,TTD,n/a,TSM,AMD,CTLT,QCOM,SEDG,SNAP,UPST,FSV.TO,PGNY,AFRM,XLNX,FANG,MGM,LYV,COIN,SG,JYNT,SUM
11/30/2021,8.47,8.45,4.88,3.09,3.96,4.73,3.13,3.52,0.0,3.07,3.37,2.88,0.0,0.0,1.63,2.66,2.51,2.17,0.0,2.23,2.29,1.87,4.21,2.33,2.75,1.57,1.36,1.38,0.0,1.16,1.91,0.0,0.0,1.11,0.87,3.99,0.0,2.05,2.12,1.91,2.17,1.95,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/01/2021,8.47,8.45,4.88,3.09,3.96,4.73,3.13,3.52,0.0,3.07,3.37,2.88,0.0,0.0,1.63,2.66,2.51,2.17,0.0,2.23,2.29,1.87,4.21,2.33,2.75,1.57,1.36,1.38,0.0,1.16,1.91,0.0,0.0,1.11,0.87,3.99,0.0,2.05,2.12,1.91,2.17,1.95,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/02/2021,8.47,8.45,4.88,3.09,3.96,4.73,3.13,3.52,0.0,3.07,3.37,2.88,0.0,0.0,1.63,2.66,2.51,2.17,0.0,2.23,2.29,1.87,4.21,2.33,2.75,1.57,1.36,1.38,0.0,1.16,1.91,0.0,0.0,1.11,0.87,3.99,0.0,2.05,2.12,1.91,2.17,1.95,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/06/2021,8.34,8.44,4.9,2.98,3.76,4.05,2.86,4.36,0.0,3.02,2.15,2.91,0.0,0.0,1.55,2.73,2.3,2.15,0.0,2.05,2.5,2.0,3.95,2.52,2.21,1.47,0.0,1.3,0.0,1.1,2.74,0.0,0.0,1.18,0.81,1.18,0.0,2.01,2.28,1.77,2.6,2.61,3.26,2.98,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/07/2021,8.34,8.44,4.9,2.98,3.76,4.05,2.86,4.36,0.0,3.02,2.15,2.91,0.0,0.0,1.55,2.73,2.3,2.15,0.0,2.05,2.5,2.0,3.95,2.52,2.21,1.47,0.0,1.3,0.0,1.1,2.74,0.0,0.0,1.18,0.81,1.18,0.0,2.01,2.28,1.77,2.6,2.61,3.26,2.98,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/08/2021,8.34,8.44,4.9,2.98,3.76,4.05,2.86,4.36,0.0,3.02,2.15,2.91,0.0,0.0,1.55,2.73,2.3,2.15,0.0,2.05,2.5,2.0,3.95,2.52,2.21,1.47,0.0,1.3,0.0,1.1,2.74,0.0,0.0,1.18,0.81,1.18,0.0,2.01,2.28,1.77,2.6,2.61,3.26,2.98,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/09/2021,8.34,8.44,4.9,2.98,3.76,4.05,2.86,4.36,0.0,3.02,2.15,2.91,0.0,0.0,1.55,2.73,2.3,2.15,0.0,2.05,2.5,2.0,3.95,2.52,2.21,1.47,0.0,1.3,0.0,1.1,2.74,0.0,0.0,1.18,0.81,1.18,0.0,2.01,2.28,1.77,2.6,2.61,3.26,2.98,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/10/2021,8.34,8.44,4.9,2.98,3.76,4.05,2.86,4.36,0.0,3.02,2.15,2.91,0.0,0.0,1.55,2.73,2.3,2.15,0.0,2.05,2.5,2.0,3.95,2.52,2.21,1.47,0.0,1.3,0.0,1.1,2.74,0.0,0.0,1.18,0.81,1.18,0.0,2.01,2.28,1.77,2.6,2.61,3.26,2.98,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/13/2021,8.34,8.44,4.9,2.98,3.76,4.05,2.86,4.36,0.0,3.02,2.15,2.91,0.0,0.0,1.55,2.73,2.3,2.15,0.0,2.05,2.5,2.0,3.95,2.52,2.21,1.47,0.0,1.3,0.0,1.1,2.74,0.0,0.0,1.18,0.81,1.18,0.0,2.01,2.28,1.77,2.6,2.61,3.26,2.98,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/14/2021,8.34,8.44,4.9,2.98,3.76,4.05,2.86,4.36,0.0,3.02,2.15,2.91,0.0,0.0,1.55,2.73,2.3,2.15,0.0,2.05,2.5,2.0,3.95,2.52,2.21,1.47,0.0,1.3,0.0,1.1,2.74,0.0,0.0,1.18,0.81,1.18,0.0,2.01,2.28,1.77,2.6,2.61,3.26,2.98,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/15/2021,8.34,8.44,4.9,2.98,3.76,4.05,2.86,4.36,0.0,3.02,2.15,2.91,0.0,0.0,1.55,2.73,2.3,2.15,0.0,2.05,2.5,2.0,3.95,2.52,2.21,1.47,0.0,1.3,0.0,1.1,2.74,0.0,0.0,1.18,0.81,1.18,0.0,2.01,2.28,1.77,2.6,2.61,3.26,2.98,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/16/2021,8.34,8.44,4.9,2.98,3.76,4.05,2.86,4.36,0.0,3.02,2.15,2.91,0.0,0.0,1.55,2.73,2.3,2.15,0.0,2.05,2.5,2.0,3.95,2.52,2.21,1.47,0.0,1.3,0.0,1.1,2.74,0.0,0.0,1.18,0.81,1.18,0.0,2.01,2.28,1.77,2.6,2.61,3.26,2.98,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/17/2021,8.34,8.44,4.9,2.98,3.76,4.05,2.86,4.36,0.0,3.02,2.15,2.91,0.0,0.0,1.55,2.73,2.3,2.15,0.0,2.05,2.5,2.0,3.95,2.52,2.21,1.47,0.0,1.3,0.0,1.1,2.74,0.0,0.0,1.18,0.81,1.18,0.0,2.01,2.28,1.77,2.6,2.61,3.26,2.98,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/20/2021,8.34,8.44,4.9,2.98,3.76,4.05,2.86,4.36,0.0,3.02,2.15,2.91,0.0,0.0,1.55,2.73,2.3,2.15,0.0,2.05,2.5,2.0,3.95,2.52,2.21,1.47,0.0,1.3,0.0,1.1,2.74,0.0,0.0,1.18,0.81,1.18,0.0,2.01,2.28,1.77,2.6,2.61,3.26,2.98,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/21/2021,8.34,8.44,4.9,2.98,3.76,4.05,2.86,4.36,0.0,3.02,2.15,2.91,0.0,0.0,1.55,2.73,2.3,2.15,0.0,2.05,2.5,2.0,3.95,2.52,2.21,1.47,0.0,1.3,0.0,1.1,2.74,0.0,0.0,1.18,0.81,1.18,0.0,2.01,2.28,1.77,2.6,2.61,3.26,2.98,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/22/2021,8.34,8.44,4.9,2.98,3.76,4.05,2.86,4.36,0.0,3.02,2.15,2.91,0.0,0.0,1.55,2.73,2.3,2.15,0.0,2.05,2.5,2.0,3.95,2.52,2.21,1.47,0.0,1.3,0.0,1.1,2.74,0.0,0.0,1.18,0.81,1.18,0.0,2.01,2.28,1.77,2.6,2.61,3.26,2.98,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/23/2021,8.34,8.44,4.9,2.98,3.76,4.05,2.86,4.36,0.0,3.02,2.15,2.91,0.0,0.0,1.55,2.73,2.3,2.15,0.0,2.05,2.5,2.0,3.95,2.52,2.21,1.47,0.0,1.3,0.0,1.1,2.74,0.0,0.0,1.18,0.81,1.18,0.0,2.01,2.28,1.77,2.6,2.61,3.26,2.98,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/24/2021,8.34,8.44,4.9,2.98,3.76,4.05,2.86,4.36,0.0,3.02,2.15,2.91,0.0,0.0,1.55,2.73,2.3,2.15,0.0,2.05,2.5,2.0,3.95,2.52,2.21,1.47,0.0,1.3,0.0,1.1,2.74,0.0,0.0,1.18,0.81,1.18,0.0,2.01,2.28,1.77,2.6,2.61,3.26,2.98,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/27/2021,8.34,8.44,4.9,2.98,3.76,4.05,2.86,4.36,0.0,3.02,2.15,2.91,0.0,0.0,1.55,2.73,2.3,2.15,0.0,2.05,2.5,2.0,3.95,2.52,2.21,1.47,0.0,1.3,0.0,1.1,2.74,0.0,0.0,1.18,0.81,1.18,0.0,2.01,2.28,1.77,2.6,2.61,3.26,2.98,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/28/2021,8.34,8.44,4.9,2.98,3.76,4.05,2.86,4.36,0.0,3.02,2.15,2.91,0.0,0.0,1.55,2.73,2.3,2.15,0.0,2.05,2.5,2.0,3.95,2.52,2.21,1.47,0.0,1.3,0.0,1.1,2.74,0.0,0.0,1.18,0.81,1.18,0.0,2.01,2.28,1.77,2.6,2.61,3.26,2.98,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/29/2021,8.34,8.44,4.9,2.98,3.76,4.05,2.86,4.36,0.0,3.02,2.15,2.91,0.0,0.0,1.55,2.73,2.3,2.15,0.0,2.05,2.5,2.0,3.95,2.52,2.21,1.47,0.0,1.3,0.0,1.1,2.74,0.0,0.0,1.18,0.81,1.18,0.0,2.01,2.28,1.77,2.6,2.61,3.26,2.98,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/30/2021,8.34,8.44,4.9,2.98,3.76,4.05,2.86,4.36,0.0,3.02,2.15,2.91,0.0,0.0,1.55,2.73,2.3,2.15,0.0,2.05,2.5,2.0,3.95,2.52,2.21,1.47,0.0,1.3,0.0,1.1,2.74,0.0,0.0,1.18,0.81,1.18,0.0,2.01,2.28,1.77,2.6,2.61,3.26,2.98,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/31/2021,8.34,8.44,4.9,2.98,3.76,4.05,2.86,4.36,0.0,3.02,2.15,2.91,0.0,0.0,1.55,2.73,2.3,2.15,0.0,2.05,2.5,2.0,3.95,2.52,2.21,1.47,0.0,1.3,0.0,1.1,2.74,0.0,0.0,1.18,0.81,1.18,0.0,2.01,2.28,1.77,2.6,2.61,3.26,2.98,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/03/2022,8.34,8.44,4.9,2.98,3.76,4.05,2.86,4.36,0.0,3.02,2.15,2.91,0.0,0.0,1.55,2.73,2.3,2.15,0.0,2.05,2.5,2.0,3.95,2.52,2.21,1.47,0.0,1.3,0.0,1.1,2.74,0.0,0.0,1.18,0.81,1.18,0.0,2.01,2.28,1.77,2.6,2.61,3.26,2.98,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/03/2022,7.83,7.26,4.84,3.09,2.54,3.08,3.01,4.29,0.0,1.95,0.0,3.02,0.0,0.0,0.0,2.75,2.35,2.06,0.0,2.67,2.65,1.87,2.97,3.27,4.28,3.2,0.0,1.29,0.0,0.91,2.82,0.0,0.0,2.02,0.0,2.68,0.0,2.18,2.2,1.7,3.24,0.0,3.09,3.08,1.98,2.79,1.04,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/03/2022,7.83,7.26,4.84,3.09,2.54,3.08,3.01,4.29,0.0,1.95,0.0,3.02,0.0,0.0,0.0,2.75,2.35,2.06,0.0,2.67,2.65,1.87,2.97,3.27,4.28,3.2,0.0,1.29,0.0,0.91,2.82,0.0,0.0,2.02,0.0,2.68,0.0,2.18,2.2,1.7,3.24,0.0,3.09,3.08,1.98,2.79,1.04,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/04/2022,7.83,7.26,4.84,3.09,2.54,3.08,3.01,4.29,0.0,1.95,0.0,3.02,0.0,0.0,0.0,2.75,2.35,2.06,0.0,2.67,2.65,1.87,2.97,3.27,4.28,3.2,0.0,1.29,0.0,0.91,2.82,0.0,0.0,2.02,0.0,2.68,0.0,2.18,2.2,1.7,3.24,0.0,3.09,3.08,1.98,2.79,1.04,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/05/2022,7.83,7.26,4.84,3.09,2.54,3.08,3.01,4.29,0.0,1.95,0.0,3.02,0.0,0.0,0.0,2.75,2.35,2.06,0.0,2.67,2.65,1.87,2.97,3.27,4.28,3.2,0.0,1.29,0.0,0.91,2.82,0.0,0.0,2.02,0.0,2.68,0.0,2.18,2.2,1.7,3.24,0.0,3.09,3.08,1.98,2.79,1.04,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/06/2022,7.83,7.26,4.84,3.09,2.54,3.08,3.01,4.29,0.0,1.95,0.0,3.02,0.0,0.0,0.0,2.75,2.35,2.06,0.0,2.67,2.65,1.87,2.97,3.27,4.28,3.2,0.0,1.29,0.0,0.91,2.82,0.0,0.0,2.02,0.0,2.68,0.0,2.18,2.2,1.7,3.24,0.0,3.09,3.08,1.98,2.79,1.04,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/07/2022,7.83,7.26,4.84,3.09,2.54,3.08,3.01,4.29,0.0,1.95,0.0,3.02,0.0,0.0,0.0,2.75,2.35,2.06,0.0,2.67,2.65,1.87,2.97,3.27,4.28,3.2,0.0,1.29,0.0,0.91,2.82,0.0,0.0,2.02,0.0,2.68,0.0,2.18,2.2,1.7,3.24,0.0,3.09,3.08,1.98,2.79,1.04,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/10/2022,7.83,7.26,4.84,3.09,2.54,3.08,3.01,4.29,0.0,1.95,0.0,3.02,0.0,0.0,0.0,2.75,2.35,2.06,0.0,2.67,2.65,1.87,2.97,3.27,4.28,3.2,0.0,1.29,0.0,0.91,2.82,0.0,0.0,2.02,0.0,2.68,0.0,2.18,2.2,1.7,3.24,0.0,3.09,3.08,1.98,2.79,1.04,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/11/2022,7.83,7.26,4.84,3.09,2.54,3.08,3.01,4.29,0.0,1.95,0.0,3.02,0.0,0.0,0.0,2.75,2.35,2.06,0.0,2.67,2.65,1.87,2.97,3.27,4.28,3.2,0.0,1.29,0.0,0.91,2.82,0.0,0.0,2.02,0.0,2.68,0.0,2.18,2.2,1.7,3.24,0.0,3.09,3.08,1.98,2.79,1.04,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/12/2022,8.37,8.47,4.92,2.99,3.77,4.07,2.87,4.37,0.0,3.03,2.15,2.92,0.0,0.0,1.56,2.74,2.31,2.16,0.0,2.06,2.51,2.01,3.96,2.53,2.22,1.48,0.0,1.31,0.0,1.11,2.75,0.0,0.0,1.18,0.81,0.0,0.0,2.01,2.29,1.78,2.61,2.62,3.28,3.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.19
01/13/2022,8.37,8.47,4.92,2.99,3.77,4.07,2.87,4.37,0.0,3.03,2.15,2.92,0.0,0.0,1.56,2.74,2.31,2.16,0.0,2.06,2.51,2.01,3.96,2.53,2.22,1.48,0.0,1.31,0.0,1.11,2.75,0.0,0.0,1.18,0.81,0.0,0.0,2.01,2.29,1.78,2.61,2.62,3.28,3.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.19
01/14/2022,8.37,8.47,4.92,2.99,3.77,4.07,2.87,4.37,0.0,3.03,2.15,2.92,0.0,0.0,1.56,2.74,2.31,2.16,0.0,2.06,2.51,2.01,3.96,2.53,2.22,1.48,0.0,1.31,0.0,1.11,2.75,0.0,0.0,1.18,0.81,0.0,0.0,2.01,2.29,1.78,2.61,2.62,3.28,3.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.19
01/17/2022,8.37,8.47,4.92,2.99,3.77,4.07,2.87,4.37,0.0,3.03,2.15,2.92,0.0,0.0,1.56,2.74,2.31,2.16,0.0,2.06,2.51,2.01,3.96,2.53,2.22,1.48,0.0,1.31,0.0,1.11,2.75,0.0,0.0,1.18,0.81,0.0,0.0,2.01,2.29,1.78,2.61,2.62,3.28,3.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.19
01/18/2022,8.37,8.47,4.92,2.99,3.77,4.07,2.87,4.37,0.0,3.03,2.15,2.92,0.0,0.0,1.56,2.74,2.31,2.16,0.0,2.06,2.51,2.01,3.96,2.53,2.22,1.48,0.0,1.31,0.0,1.11,2.75,0.0,0.0,1.18,0.81,0.0,0.0,2.01,2.29,1.78,2.61,2.62,3.28,3.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.19
01/19/2022,8.37,8.47,4.92,2.99,3.77,4.07,2.87,4.37,0.0,3.03,2.15,2.92,0.0,0.0,1.56,2.74,2.31,2.16,0.0,2.06,2.51,2.01,3.96,2.53,2.22,1.48,0.0,1.31,0.0,1.11,2.75,0.0,0.0,1.18,0.81,0.0,0.0,2.01,2.29,1.78,2.61,2.62,3.28,3.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.19
01/20/2022,8.37,8.47,4.92,2.99,3.77,4.07,2.87,4.37,0.0,3.03,2.15,2.92,0.0,0.0,1.56,2.74,2.31,2.16,0.0,2.06,2.51,2.01,3.96,2.53,2.22,1.48,0.0,1.31,0.0,1.11,2.75,0.0,0.0,1.18,0.81,0.0,0.0,2.01,2.29,1.78,2.61,2.62,3.28,3.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.19
01/21/2022,8.37,8.47,4.92,2.99,3.77,4.07,2.87,4.37,0.0,3.03,2.15,2.92,0.0,0.0,1.56,2.74,2.31,2.16,0.0,2.06,2.51,2.01,3.96,2.53,2.22,1.48,0.0,1.31,0.0,1.11,2.75,0.0,0.0,1.18,0.81,0.0,0.0,2.01,2.29,1.78,2.61,2.62,3.28,3.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.19
01/24/2022,8.37,8.47,4.92,2.99,3.77,4.07,2.87,4.37,0.0,3.03,2.15,2.92,0.0,0.0,1.56,2.74,2.31,2.16,0.0,2.06,2.51,2.01,3.96,2.53,2.22,1.48,0.0,1.31,0.0,1.11,2.75,0.0,0.0,1.18,0.81,0.0,0.0,2.01,2.29,1.78,2.61,2.62,3.28,3.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.19
01/25/2022,8.37,8.47,4.92,2.99,3.77,4.07,2.87,4.37,0.0,3.03,2.15,2.92,0.0,0.0,1.56,2.74,2.31,2.16,0.0,2.06,2.51,2.01,3.96,2.53,2.22,1.48,0.0,1.31,0.0,1.11,2.75,0.0,0.0,1.18,0.81,0.0,0.0,2.01,2.29,1.78,2.61,2.62,3.28,3.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.19
01/26/2022,8.37,8.47,4.92,2.99,3.77,4.07,2.87,4.37,0.0,3.03,2.15,2.92,0.0,0.0,1.56,2.74,2.31,2.16,0.0,2.06,2.51,2.01,3.96,2.53,2.22,1.48,0.0,1.31,0.0,1.11,2.75,0.0,0.0,1.18,0.81,0.0,0.0,2.01,2.29,1.78,2.61,2.62,3.28,3.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.19
01/27/2022,8.37,8.47,4.92,2.99,3.77,4.07,2.87,4.37,0.0,3.03,2.15,2.92,0.0,0.0,1.56,2.74,2.31,2.16,0.0,2.06,2.51,2.01,3.96,2.53,2.22,1.48,0.0,1.31,0.0,1.11,2.75,0.0,0.0,1.18,0.81,0.0,0.0,2.01,2.29,1.78,2.61,2.62,3.28,3.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.19
01/28/2022,8.37,8.47,4.92,2.99,3.77,4.07,2.87,4.37,0.0,3.03,2.15,2.92,0.0,0.0,1.56,2.74,2.31,2.16,0.0,2.06,2.51,2.01,3.96,2.53,2.22,1.48,0.0,1.31,0.0,1.11,2.75,0.0,0.0,1.18,0.81,0.0,0.0,2.01,2.29,1.78,2.61,2.62,3.28,3.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.19
01/31/2022,8.37,8.47,4.92,2.99,3.77,4.07,2.87,4.37,0.0,3.03,2.15,2.92,0.0,0.0,1.56,2.74,2.31,2.16,0.0,2.06,2.51,2.01,3.96,2.53,2.22,1.48,0.0,1.31,0.0,1.11,2.75,0.0,0.0,1.18,0.81,0.0,0.0,2.01,2.29,1.78,2.61,2.62,3.28,3.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.19
02/01/2022,8.37,8.47,4.92,2.99,3.77,4.07,2.87,4.37,0.0,3.03,2.15,2.92,0.0,0.0,1.56,2.74,2.31,2.16,0.0,2.06,2.51,2.01,3.96,2.53,2.22,1.48,0.0,1.31,0.0,1.11,2.75,0.0,0.0,1.18,0.81,0.0,0.0,2.01,2.29,1.78,2.61,2.62,3.28,3.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.19
02/02/2022,8.37,8.47,4.92,2.99,3.77,4.07,2.87,4.37,0.0,3.03,2.15,2.92,0.0,0.0,1.56,2.74,2.31,2.16,0.0,2.06,2.51,2.01,3.96,2.53,2.22,1.48,0.0,1.31,0.0,1.11,2.75,0.0,0.0,1.18,0.81,0.0,0.0,2.01,2.29,1.78,2.61,2.62,3.28,3.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.19
02/03/2022,7.09,5.68,5.66,4.2,0.0,3.01,3.36,4.63,0.0,7.32,0.0,2.06,0.0,0.0,0.0,2.69,2.28,1.79,0.0,1.42,2.47,1.83,0.0,3.08,3.56,4.72,0.0,2.02,3.79,1.5,0.0,0.0,0.0,0.0,0.0,0.23,0.0,3.12,2.23,3.63,1.49,0.0,1.48,0.0,0.91,2.36,0.0,3.16,2.22,2.21,0.99,0.94,0.91,100.04
02/04/2022,7.09,5.68,5.66,4.2,0.0,3.01,3.36,4.63,0.0,7.32,0.0,2.06,0.0,0.0,0.0,2.69,2.28,1.79,0.0,1.42,2.47,1.83,0.0,3.08,3.56,4.72,0.0,2.02,3.79,1.5,0.0,0.0,0.0,0.0,0.0,0.23,0.0,3.12,2.23,3.63,1.49,0.0,1.48,0.0,0.91,2.36,0.0,3.16,2.22,2.21,0.99,0.94,0.91,100.04
02/07/2022,7.09,5.68,5.66,4.2,0.0,3.01,3.36,4.63,0.0,7.32,0.0,2.06,0.0,0.0,0.0,2.69,2.28,1.79,0.0,1.42,2.47,1.83,0.0,3.08,3.56,4.72,0.0,2.02,3.79,1.5,0.0,0.0,0.0,0.0,0.0,0.23,0.0,3.12,2.23,3.63,1.49,0.0,1.48,0.0,0.91,2.36,0.0,3.16,2.22,2.21,0.99,0.94,0.91,100.03999999999999
