,RVLV,FB,GOOGL,TGT,MOH,NTAP,NLOK,MRK,SYKE,ABBV,JNJ,QRTEA,ORCL,DELL,STX,HD,UNH,NCR,DVA,VMW,GM,EBAY,AMZN,VZ,MSFT,HPQ,TMUS,LH,BAC,XRX,LOW,TXN,ANGI,UTHR,CMCSA,BRK.B,JPM,MTCH,QNST,HIBB,NRG,QCOM,AVGO,MXIM,PRGS,JAZZ,MU,AAPL,PAYX,CVS,SMCI,SSTK,WMT,WWE,BBY,IDXX,RCII,T,CNC,SSNC,C,JCOM,ARW,SEM,FTNT,ROKU,HPE,MTD,MET,CERN,CAH,LMT,SYF,BR,HOLX,NKE,CDNS,WAT,INTC,F,INTU,ANTM,TDC,STE,ALXN,WHR,KR,SIVB,BMY,CRL,FIBK,CBRE,PINS,AMP,APPF,ABT,ADBE,CVLT,NSIT,SNPS,BKNG,GD,DG,PG,EXLS,PGR,AMGN,GRMN,REGN,MASI,ON,DIS,ATUS,DIOD,RJF,LLY,DLTR,PANW,GILD,VICI,CENTA,TTEC,EW,SYK,CL,EXC,HSIC,FITB,NFLX,NOW,PFE,MDT,CHTR,HCA,MPW,ADP,HUM,TTWO,Z,CNA,KTB,TSCO,ABNB,A,USB,MS,MCK,CSGS,R,ETSY,SJM,TDY,ALLY,MCY,IAC,BPMC,DASH,NVCR,LZB,BIO,CCS,DGX,VTRS,DPZ,SPB,SYNA,SNAP,ZTS,EVR,HSY,MODV,SPSC,SANM,PFG,GMED,TXT,ACI,QRVO,ADSK,RGR,KMB,LGF.A,IVZ,DISCA,CNO,TSN,TRV,LHX,JEF,YUM,ALL,PLUS,ADI,NOC,PNC,CFG,GIS,NUS,MMS,NUAN,ICUI,OMCL,TYL,HZNP,CRWD,CRVL,ALGN,TPX,7342.T,WY,WBA,n/a,YELP,DLB,BAX,XPER,PRU,BK,CI,TWTR,CARG,WU,ORI,AFL,HRC,CDK,HII,W,VRSN,BMBL,FICO,PINC,CDW,COO,GHC,COF,JBL,SNX,CHH,BDX,VRNT,SWKS,GS,TDS,MCD,EA,TGNA,ZBH,PBH,VRTX,MEI,CRM,WELL,IQV,FE,LSTR,WFC,FOXA,NTRS,AFG,NXPI,DKS,CRI,CINF,WDC,PSA,DHI,SNDR,HRB,EL,NVDA,GRPN,ATVI,NDAQ,BIG,WERN,VTR,APLE,SUM
08/25/2021,1.12,1.24,1.21,1.1,1.08,0.97,0.93,0.97,0.97,0.99,1.01,0.77,1.02,0.91,0.93,0.92,0.94,0.76,0.95,0.85,0.68,0.86,0.74,0.77,0.85,0.71,0.73,0.81,0.7,0.66,0.74,0.66,0.54,0.72,0.66,0.66,0.63,0.53,0.56,0.55,0.64,0.59,0.61,0.58,0.55,0.42,0.5,0.6,0.59,0.57,0.56,0.56,0.59,0.43,0.5,0.54,0.59,0.47,0.43,0.51,0.49,0.46,0.5,0.37,0.59,0.39,0.47,0.52,0.47,0.47,0.4,0.43,0.45,0.48,0.52,0.48,0.51,0.51,0.41,0.38,0.47,0.42,0.46,0.46,0.0,0.43,0.51,0.41,0.43,0.47,0.47,0.44,0.28,0.42,0.36,0.44,0.43,0.38,0.38,0.45,0.36,0.39,0.41,0.4,0.42,0.38,0.34,0.42,0.41,0.4,0.38,0.35,0.29,0.41,0.36,0.4,0.37,0.34,0.36,0.33,0.31,0.35,0.37,0.33,0.32,0.36,0.32,0.31,0.33,0.35,0.39,0.32,0.34,0.35,0.29,0.31,0.27,0.26,0.24,0.27,0.25,0.29,0.27,0.31,0.27,0.3,0.28,0.28,0.27,0.27,0.26,0.28,0.26,0.24,0.22,0.29,0.26,0.19,0.24,0.3,0.26,0.28,0.25,0.27,0.23,0.27,0.26,0.26,0.23,0.24,0.25,0.28,0.22,0.24,0.23,0.23,0.32,0.2,0.25,0.2,0.22,0.0,0.19,0.2,0.2,0.22,0.21,0.21,0.2,0.22,0.19,0.24,0.17,0.17,0.17,0.0,0.17,0.0,0.0,0.17,0.0,0.16,0.0,0.17,0.0,0.18,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.85
08/26/2021,1.15,1.24,1.22,1.09,1.05,0.96,0.93,0.96,0.97,0.99,0.99,0.79,1.01,0.92,0.94,0.91,0.92,0.76,0.94,0.86,0.67,0.86,0.75,0.76,0.84,0.71,0.73,0.79,0.71,0.66,0.72,0.67,0.54,0.73,0.65,0.65,0.64,0.54,0.56,0.56,0.64,0.6,0.62,0.6,0.56,0.43,0.5,0.6,0.59,0.56,0.56,0.57,0.58,0.44,0.5,0.52,0.59,0.47,0.43,0.51,0.49,0.46,0.5,0.37,0.6,0.39,0.47,0.51,0.47,0.46,0.41,0.42,0.46,0.47,0.51,0.48,0.52,0.51,0.42,0.38,0.48,0.42,0.46,0.45,0.0,0.42,0.51,0.41,0.43,0.47,0.46,0.44,0.28,0.42,0.36,0.44,0.44,0.39,0.38,0.45,0.37,0.39,0.41,0.39,0.42,0.37,0.34,0.42,0.41,0.4,0.39,0.35,0.29,0.42,0.36,0.4,0.37,0.34,0.36,0.32,0.31,0.35,0.36,0.33,0.31,0.35,0.32,0.32,0.33,0.35,0.4,0.31,0.34,0.35,0.29,0.31,0.27,0.26,0.24,0.27,0.26,0.29,0.27,0.31,0.27,0.3,0.28,0.28,0.27,0.26,0.26,0.28,0.26,0.24,0.22,0.3,0.26,0.19,0.24,0.3,0.25,0.28,0.25,0.26,0.22,0.27,0.27,0.26,0.24,0.24,0.26,0.29,0.22,0.24,0.22,0.23,0.31,0.2,0.25,0.2,0.21,0.0,0.19,0.2,0.2,0.22,0.21,0.21,0.2,0.22,0.19,0.23,0.18,0.17,0.17,0.0,0.17,0.0,0.16,0.17,0.0,0.0,0.0,0.18,0.0,0.18,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.81
08/27/2021,1.15,1.24,1.22,1.09,1.05,0.96,0.93,0.96,0.97,0.99,0.99,0.79,1.01,0.92,0.94,0.91,0.92,0.76,0.94,0.86,0.67,0.86,0.75,0.76,0.84,0.71,0.73,0.79,0.71,0.66,0.72,0.67,0.54,0.73,0.65,0.65,0.64,0.54,0.56,0.56,0.64,0.6,0.62,0.6,0.56,0.43,0.5,0.6,0.59,0.56,0.56,0.57,0.58,0.44,0.5,0.52,0.59,0.47,0.43,0.51,0.49,0.46,0.5,0.37,0.6,0.39,0.47,0.51,0.47,0.46,0.41,0.42,0.46,0.47,0.51,0.48,0.52,0.51,0.42,0.38,0.48,0.42,0.46,0.45,0.0,0.42,0.51,0.41,0.43,0.47,0.46,0.44,0.28,0.42,0.36,0.44,0.44,0.39,0.38,0.45,0.37,0.39,0.41,0.39,0.42,0.37,0.34,0.42,0.41,0.4,0.39,0.35,0.29,0.42,0.36,0.4,0.37,0.34,0.36,0.32,0.31,0.35,0.36,0.33,0.31,0.35,0.32,0.32,0.33,0.35,0.4,0.31,0.34,0.35,0.29,0.31,0.27,0.26,0.24,0.27,0.26,0.29,0.27,0.31,0.27,0.3,0.28,0.28,0.27,0.26,0.26,0.28,0.26,0.24,0.22,0.3,0.26,0.19,0.24,0.3,0.25,0.28,0.25,0.26,0.22,0.27,0.27,0.26,0.24,0.24,0.26,0.29,0.22,0.24,0.22,0.23,0.31,0.2,0.25,0.2,0.21,0.0,0.19,0.2,0.2,0.22,0.21,0.21,0.2,0.22,0.19,0.23,0.18,0.17,0.17,0.0,0.17,0.0,0.16,0.17,0.0,0.0,0.0,0.18,0.0,0.18,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.81
08/30/2021,1.09,1.25,1.23,1.07,1.06,1.02,0.96,0.94,0.97,1.0,0.97,0.79,1.01,0.93,0.87,0.89,0.9,0.79,0.92,0.86,0.68,0.88,0.76,0.75,0.82,0.72,0.7,0.79,0.73,0.65,0.72,0.67,0.55,0.72,0.65,0.65,0.66,0.54,0.58,0.63,0.66,0.59,0.62,0.58,0.57,0.41,0.51,0.59,0.58,0.55,0.54,0.61,0.57,0.46,0.52,0.52,0.59,0.46,0.42,0.5,0.5,0.47,0.51,0.38,0.61,0.39,0.48,0.52,0.48,0.44,0.4,0.43,0.47,0.46,0.52,0.47,0.52,0.51,0.42,0.38,0.48,0.41,0.46,0.45,0.0,0.42,0.49,0.41,0.42,0.48,0.45,0.44,0.29,0.43,0.35,0.44,0.43,0.4,0.39,0.46,0.39,0.39,0.39,0.39,0.41,0.37,0.33,0.42,0.4,0.39,0.4,0.35,0.28,0.42,0.37,0.39,0.33,0.42,0.35,0.33,0.29,0.35,0.36,0.34,0.31,0.35,0.31,0.32,0.33,0.36,0.37,0.33,0.33,0.35,0.28,0.3,0.26,0.26,0.24,0.27,0.26,0.28,0.28,0.32,0.27,0.31,0.27,0.28,0.28,0.28,0.25,0.28,0.27,0.24,0.22,0.29,0.27,0.18,0.24,0.3,0.26,0.28,0.24,0.26,0.23,0.27,0.25,0.26,0.24,0.23,0.25,0.29,0.23,0.24,0.23,0.23,0.31,0.21,0.23,0.2,0.21,0.0,0.2,0.2,0.21,0.21,0.21,0.21,0.21,0.21,0.19,0.23,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.18,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.82000000000001
08/31/2021,1.08,1.26,1.24,1.07,1.07,1.02,0.95,0.93,0.96,0.98,0.96,0.8,1.0,0.88,0.88,0.89,0.9,0.81,0.92,0.8,0.68,0.88,0.76,0.75,0.82,0.71,0.7,0.78,0.73,0.65,0.72,0.67,0.54,0.73,0.64,0.65,0.66,0.55,0.58,0.57,0.65,0.59,0.63,0.0,0.58,0.41,0.51,0.59,0.57,0.55,0.55,0.63,0.56,0.46,0.51,0.51,0.6,0.46,0.42,0.5,0.5,0.48,0.51,0.39,0.61,0.39,0.49,0.52,0.48,0.44,0.4,0.42,0.47,0.46,0.52,0.47,0.52,0.51,0.42,0.39,0.48,0.41,0.47,0.44,0.0,0.43,0.49,0.42,0.41,0.48,0.46,0.45,0.29,0.44,0.34,0.43,0.43,0.41,0.39,0.46,0.39,0.39,0.39,0.38,0.41,0.37,0.33,0.42,0.4,0.38,0.41,0.35,0.28,0.44,0.38,0.38,0.32,0.42,0.35,0.33,0.3,0.36,0.36,0.34,0.31,0.35,0.31,0.32,0.33,0.36,0.36,0.32,0.34,0.35,0.28,0.3,0.26,0.26,0.24,0.27,0.26,0.28,0.28,0.32,0.27,0.31,0.27,0.28,0.29,0.28,0.24,0.28,0.27,0.24,0.22,0.29,0.26,0.19,0.24,0.3,0.26,0.27,0.24,0.26,0.23,0.28,0.26,0.25,0.24,0.23,0.26,0.3,0.23,0.24,0.23,0.23,0.31,0.21,0.23,0.2,0.21,0.0,0.2,0.2,0.21,0.21,0.21,0.2,0.21,0.21,0.19,0.24,0.75,0.17,0.17,0.16,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.17,0.17,0.18,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.88
09/01/2021,1.08,1.26,1.24,1.07,1.07,1.02,0.95,0.93,0.96,0.98,0.96,0.8,1.0,0.88,0.88,0.89,0.9,0.81,0.92,0.8,0.68,0.88,0.76,0.75,0.82,0.71,0.7,0.78,0.73,0.65,0.72,0.67,0.54,0.73,0.64,0.65,0.66,0.55,0.58,0.57,0.65,0.59,0.63,0.0,0.58,0.41,0.51,0.59,0.57,0.55,0.55,0.63,0.56,0.46,0.51,0.51,0.6,0.46,0.42,0.5,0.5,0.48,0.51,0.39,0.61,0.39,0.49,0.52,0.48,0.44,0.4,0.42,0.47,0.46,0.52,0.47,0.52,0.51,0.42,0.39,0.48,0.41,0.47,0.44,0.0,0.43,0.49,0.42,0.41,0.48,0.46,0.45,0.29,0.44,0.34,0.43,0.43,0.41,0.39,0.46,0.39,0.39,0.39,0.38,0.41,0.37,0.33,0.42,0.4,0.38,0.41,0.35,0.28,0.44,0.38,0.38,0.32,0.42,0.35,0.33,0.3,0.36,0.36,0.34,0.31,0.35,0.31,0.32,0.33,0.36,0.36,0.32,0.34,0.35,0.28,0.3,0.26,0.26,0.24,0.27,0.26,0.28,0.28,0.32,0.27,0.31,0.27,0.28,0.29,0.28,0.24,0.28,0.27,0.24,0.22,0.29,0.26,0.19,0.24,0.3,0.26,0.27,0.24,0.26,0.23,0.28,0.26,0.25,0.24,0.23,0.26,0.3,0.23,0.24,0.23,0.23,0.31,0.21,0.23,0.2,0.21,0.0,0.2,0.2,0.21,0.21,0.21,0.2,0.21,0.21,0.19,0.24,0.75,0.17,0.17,0.16,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.17,0.17,0.18,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.88
09/02/2021,1.08,1.26,1.24,1.07,1.07,1.02,0.95,0.93,0.96,0.98,0.96,0.8,1.0,0.88,0.88,0.89,0.9,0.81,0.92,0.8,0.68,0.88,0.76,0.75,0.82,0.71,0.7,0.78,0.73,0.65,0.72,0.67,0.54,0.73,0.64,0.65,0.66,0.55,0.58,0.57,0.65,0.59,0.63,0.0,0.58,0.41,0.51,0.59,0.57,0.55,0.55,0.63,0.56,0.46,0.51,0.51,0.6,0.46,0.42,0.5,0.5,0.48,0.51,0.39,0.61,0.39,0.49,0.52,0.48,0.44,0.4,0.42,0.47,0.46,0.52,0.47,0.52,0.51,0.42,0.39,0.48,0.41,0.47,0.44,0.0,0.43,0.49,0.42,0.41,0.48,0.46,0.45,0.29,0.44,0.34,0.43,0.43,0.41,0.39,0.46,0.39,0.39,0.39,0.38,0.41,0.37,0.33,0.42,0.4,0.38,0.41,0.35,0.28,0.44,0.38,0.38,0.32,0.42,0.35,0.33,0.3,0.36,0.36,0.34,0.31,0.35,0.31,0.32,0.33,0.36,0.36,0.32,0.34,0.35,0.28,0.3,0.26,0.26,0.24,0.27,0.26,0.28,0.28,0.32,0.27,0.31,0.27,0.28,0.29,0.28,0.24,0.28,0.27,0.24,0.22,0.29,0.26,0.19,0.24,0.3,0.26,0.27,0.24,0.26,0.23,0.28,0.26,0.25,0.24,0.23,0.26,0.3,0.23,0.24,0.23,0.23,0.31,0.21,0.23,0.2,0.21,0.0,0.2,0.2,0.21,0.21,0.21,0.2,0.21,0.21,0.19,0.24,0.75,0.17,0.17,0.16,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.17,0.17,0.18,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.88
09/03/2021,1.1,1.3,1.25,1.08,1.05,1.04,0.95,0.93,0.0,0.99,0.96,0.8,1.0,0.89,0.88,0.9,0.9,0.8,0.93,0.8,0.68,0.91,0.79,0.74,0.84,0.75,0.69,0.79,0.72,0.65,0.71,0.68,0.56,0.75,0.66,0.65,0.66,0.55,0.59,0.59,0.65,0.61,0.63,0.0,0.58,0.4,0.52,0.61,0.59,0.57,0.55,0.63,0.57,0.45,0.52,0.53,0.61,0.47,0.42,0.5,0.49,0.47,0.51,0.39,0.62,0.39,0.48,0.53,0.48,0.45,0.4,0.43,0.45,0.47,0.53,0.48,0.54,0.51,0.42,0.39,0.48,0.41,0.47,0.45,0.0,0.42,0.51,0.41,0.42,0.49,0.44,0.46,0.28,0.43,0.34,0.43,0.44,0.41,0.4,0.46,0.39,0.39,0.39,0.39,0.42,0.36,0.33,0.44,0.41,0.38,0.41,0.35,0.27,0.44,0.37,0.38,0.32,0.42,0.35,0.33,0.3,0.36,0.36,0.34,0.31,0.35,0.32,0.33,0.33,0.37,0.37,0.33,0.34,0.35,0.29,0.3,0.26,0.25,0.24,0.27,0.26,0.28,0.28,0.33,0.28,0.3,0.27,0.28,0.28,0.29,0.24,0.28,0.26,0.24,0.22,0.29,0.27,0.18,0.24,0.31,0.27,0.28,0.24,0.27,0.23,0.29,0.26,0.27,0.24,0.23,0.26,0.32,0.23,0.24,0.23,0.23,0.33,0.22,0.23,0.2,0.21,0.0,0.19,0.19,0.21,0.21,0.21,0.2,0.22,0.21,0.2,0.24,0.18,0.17,0.17,0.0,0.0,0.0,0.16,0.17,0.0,0.16,0.0,0.17,0.17,0.19,0.17,0.17,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.1
09/06/2021,1.18,1.29,1.24,1.07,1.09,1.06,0.97,0.94,0.0,0.93,0.98,0.79,1.02,0.89,0.93,0.91,0.92,0.79,0.94,0.79,0.68,0.89,0.79,0.76,0.83,0.74,0.7,0.8,0.71,0.67,0.73,0.67,0.55,0.74,0.68,0.64,0.65,0.58,0.62,0.62,0.67,0.6,0.63,0.0,0.58,0.43,0.52,0.61,0.58,0.58,0.59,0.62,0.57,0.47,0.52,0.54,0.6,0.47,0.43,0.5,0.5,0.48,0.5,0.41,0.61,0.39,0.5,0.52,0.48,0.45,0.42,0.43,0.45,0.47,0.54,0.46,0.54,0.52,0.43,0.39,0.48,0.43,0.5,0.45,0.0,0.42,0.52,0.41,0.41,0.49,0.43,0.47,0.3,0.43,0.35,0.44,0.43,0.42,0.39,0.46,0.4,0.39,0.39,0.4,0.43,0.36,0.33,0.43,0.4,0.4,0.42,0.35,0.29,0.43,0.37,0.39,0.32,0.42,0.35,0.35,0.3,0.37,0.38,0.34,0.32,0.37,0.34,0.32,0.36,0.38,0.38,0.33,0.34,0.35,0.31,0.31,0.26,0.27,0.25,0.27,0.26,0.28,0.28,0.33,0.27,0.3,0.28,0.28,0.29,0.29,0.24,0.28,0.26,0.24,0.23,0.3,0.26,0.19,0.24,0.31,0.28,0.28,0.25,0.27,0.23,0.3,0.27,0.27,0.24,0.23,0.28,0.31,0.23,0.24,0.24,0.23,0.37,0.21,0.21,0.19,0.21,0.0,0.21,0.2,0.21,0.21,0.21,0.2,0.22,0.21,0.19,0.24,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.19,0.16,0.19,0.17,0.18,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.11
09/07/2021,1.17,1.3,1.24,1.06,1.1,1.08,0.98,0.95,0.0,0.92,0.98,0.78,1.02,0.89,0.94,0.92,0.92,0.77,0.94,0.79,0.68,0.9,0.8,0.76,0.83,0.75,0.7,0.8,0.71,0.65,0.73,0.68,0.55,0.74,0.68,0.63,0.65,0.59,0.62,0.63,0.66,0.6,0.63,0.0,0.58,0.43,0.52,0.62,0.58,0.59,0.59,0.62,0.58,0.47,0.51,0.54,0.6,0.47,0.43,0.5,0.5,0.48,0.5,0.41,0.62,0.38,0.5,0.52,0.47,0.45,0.42,0.43,0.44,0.47,0.54,0.46,0.54,0.52,0.42,0.39,0.48,0.43,0.5,0.45,0.0,0.42,0.51,0.41,0.41,0.49,0.43,0.47,0.29,0.43,0.36,0.44,0.44,0.43,0.39,0.46,0.4,0.39,0.38,0.4,0.43,0.36,0.33,0.44,0.41,0.39,0.43,0.35,0.29,0.43,0.36,0.39,0.33,0.43,0.35,0.36,0.3,0.36,0.38,0.34,0.32,0.36,0.34,0.32,0.36,0.4,0.38,0.33,0.34,0.35,0.32,0.31,0.26,0.27,0.24,0.27,0.26,0.29,0.29,0.34,0.27,0.3,0.28,0.28,0.29,0.3,0.24,0.27,0.26,0.24,0.23,0.3,0.27,0.19,0.23,0.31,0.27,0.28,0.24,0.27,0.23,0.3,0.27,0.27,0.24,0.23,0.27,0.31,0.23,0.24,0.24,0.23,0.37,0.21,0.21,0.19,0.22,0.0,0.2,0.2,0.21,0.21,0.2,0.2,0.22,0.21,0.19,0.24,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.19,0.17,0.19,0.17,0.18,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.18
09/08/2021,1.17,1.3,1.24,1.06,1.1,1.08,0.98,0.95,0.0,0.92,0.98,0.78,1.02,0.89,0.94,0.92,0.92,0.77,0.94,0.79,0.68,0.9,0.8,0.76,0.83,0.75,0.7,0.8,0.71,0.65,0.73,0.68,0.55,0.74,0.68,0.63,0.65,0.59,0.62,0.63,0.66,0.6,0.63,0.0,0.58,0.43,0.52,0.62,0.58,0.59,0.59,0.62,0.58,0.47,0.51,0.54,0.6,0.47,0.43,0.5,0.5,0.48,0.5,0.41,0.62,0.38,0.5,0.52,0.47,0.45,0.42,0.43,0.44,0.47,0.54,0.46,0.54,0.52,0.42,0.39,0.48,0.43,0.5,0.45,0.0,0.42,0.51,0.41,0.41,0.49,0.43,0.47,0.29,0.43,0.36,0.44,0.44,0.43,0.39,0.46,0.4,0.39,0.38,0.4,0.43,0.36,0.33,0.44,0.41,0.39,0.43,0.35,0.29,0.43,0.36,0.39,0.33,0.43,0.35,0.36,0.3,0.36,0.38,0.34,0.32,0.36,0.34,0.32,0.36,0.4,0.38,0.33,0.34,0.35,0.32,0.31,0.26,0.27,0.24,0.27,0.26,0.29,0.29,0.34,0.27,0.3,0.28,0.28,0.29,0.3,0.24,0.27,0.26,0.24,0.23,0.3,0.27,0.19,0.23,0.31,0.27,0.28,0.24,0.27,0.23,0.3,0.27,0.27,0.24,0.23,0.27,0.31,0.23,0.24,0.24,0.23,0.37,0.21,0.21,0.19,0.22,0.0,0.2,0.2,0.21,0.21,0.2,0.2,0.22,0.21,0.19,0.24,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.19,0.17,0.19,0.17,0.18,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.18
