,United States Treasury Bills 0%,AAPL,MSFT,AMZN,FB,GOOG,TSLA,NVDA,GOOGL,PYPL,ADBE,CMCSA,NFLX,INTC,CSCO,PEP,AVGO,TMUS,TXN,COST,QCOM,AMGN,CHTR,INTU,SBUX,AMAT,AMD,ISRG,MRNA,BKNG,LRCX,ZM,MU,MDLZ,GILD,ADP,MELI,CSX,FISV,ATVI,ILMN,ADSK,JD,ADI,REGN,NXPI,IDXX,BIDU,BIIB,ASML,VRTX,DOCU,KDP,KHC,ALGN,MNST,KLAC,MRVL,EBAY,PDD,LULU,MAR,ROST,EXC,MTCH,WDAY,AEP,SNPS,WBA,ORLY,DXCM,EA,ALXN,CTAS,CHG.BK,MCHP,PAYX,CDNS,CTSH,XEL,NTES,XLNX,TEAM,PTON,PCAR,SWKS,CPRT,ANSS,OKTA,FAST,SGEN,VRSK,SIRI,MXIM,VRSN,CDW,CERN,DLTR,SPLK,TCOM,INCY,CHKP,FOXA,FOX,U.S. Bank Money Market Deposit Account,B 0 07/15/21,AZN,HON,n/a,EGCO.BK,BIDI11.SA,B 0 10/14/21,CRWD,USBFS03,B 0 10.14.21,CLV.,B 0 01.13.22,CMBR 0 01.13.22,SUM
11/16/2021,0.0,6.07,6.2,4.37,1.94,2.33,3.2,2.87,2.18,0.9,1.16,0.93,1.1,0.77,0.9,0.85,0.86,0.56,0.66,0.86,0.7,0.45,0.48,0.63,0.5,0.52,0.67,0.47,0.34,0.39,0.33,0.22,0.32,0.34,0.32,0.37,0.3,0.3,0.26,0.2,0.23,0.27,0.25,0.37,0.25,0.22,0.2,0.16,0.16,0.26,0.19,0.18,0.19,0.17,0.21,0.19,0.24,0.23,0.18,0.13,0.22,0.19,0.16,0.2,0.15,0.21,0.16,0.2,0.16,0.18,0.23,0.16,0.0,0.17,0.0,0.17,0.17,0.19,0.16,0.13,0.13,0.2,0.23,0.05,0.12,0.1,0.13,0.13,0.14,0.13,0.12,0.13,0.1,0.0,0.1,0.1,0.08,0.1,0.1,0.0,0.05,0.06,0.05,0.04,0.0,0.0,0.0,0.58,5.97,0.0,0.0,0.0,0.16,0.0,0.0,0.06,36.5,0.0,99.97
11/17/2021,0.0,6.07,6.2,4.37,1.94,2.33,3.2,2.87,2.18,0.9,1.16,0.93,1.1,0.77,0.9,0.85,0.86,0.56,0.66,0.86,0.7,0.45,0.48,0.63,0.5,0.52,0.67,0.47,0.34,0.39,0.33,0.22,0.32,0.34,0.32,0.37,0.3,0.3,0.26,0.2,0.23,0.27,0.25,0.37,0.25,0.22,0.2,0.16,0.16,0.26,0.19,0.18,0.19,0.17,0.21,0.19,0.24,0.23,0.18,0.13,0.22,0.19,0.16,0.2,0.15,0.21,0.16,0.2,0.16,0.18,0.23,0.16,0.0,0.17,0.0,0.17,0.17,0.19,0.16,0.13,0.13,0.2,0.23,0.05,0.12,0.1,0.13,0.13,0.14,0.13,0.12,0.13,0.1,0.0,0.1,0.1,0.08,0.1,0.1,0.0,0.05,0.06,0.05,0.04,0.0,0.0,0.0,0.58,5.97,0.0,0.0,0.0,0.16,0.0,0.0,0.06,36.5,0.0,99.97
11/18/2021,0.0,6.12,6.24,4.4,2.0,2.37,3.09,2.85,2.21,0.93,1.18,0.92,1.13,0.77,0.9,0.84,0.87,0.56,0.67,0.86,0.7,0.45,0.48,0.65,0.5,0.53,0.68,0.48,0.35,0.38,0.33,0.23,0.33,0.34,0.32,0.37,0.3,0.3,0.26,0.21,0.23,0.28,0.25,0.37,0.25,0.22,0.2,0.16,0.16,0.26,0.19,0.19,0.19,0.17,0.21,0.18,0.24,0.23,0.18,0.14,0.22,0.19,0.16,0.2,0.15,0.21,0.16,0.2,0.16,0.18,0.24,0.16,0.0,0.18,0.0,0.17,0.17,0.19,0.16,0.13,0.13,0.2,0.23,0.05,0.12,0.1,0.13,0.13,0.14,0.13,0.12,0.13,0.1,0.0,0.1,0.1,0.08,0.1,0.1,0.0,0.05,0.06,0.05,0.04,0.0,0.0,0.0,0.58,5.95,0.0,0.0,0.0,0.16,0.0,0.0,0.06,36.28,0.0,100.04999999999998
11/19/2021,0.0,6.11,6.22,4.42,2.04,2.36,3.03,2.81,2.2,0.94,1.18,0.92,1.13,0.77,0.9,0.85,0.87,0.56,0.66,0.86,0.71,0.44,0.48,0.65,0.5,0.53,0.67,0.47,0.35,0.37,0.34,0.24,0.33,0.34,0.32,0.37,0.3,0.3,0.26,0.21,0.22,0.27,0.25,0.37,0.26,0.21,0.2,0.16,0.16,0.26,0.18,0.19,0.19,0.17,0.21,0.19,0.24,0.23,0.18,0.13,0.22,0.19,0.16,0.2,0.15,0.21,0.16,0.2,0.16,0.18,0.23,0.15,0.0,0.18,0.0,0.17,0.17,0.19,0.16,0.13,0.13,0.2,0.22,0.05,0.12,0.1,0.13,0.13,0.14,0.13,0.13,0.13,0.1,0.0,0.1,0.1,0.08,0.11,0.08,0.0,0.05,0.06,0.05,0.04,0.0,0.0,0.0,0.58,5.96,0.0,0.0,0.0,0.14,0.0,0.0,0.06,36.36,0.0,99.97
11/22/2021,0.0,6.11,6.22,4.42,2.04,2.36,3.03,2.81,2.2,0.94,1.18,0.92,1.13,0.77,0.9,0.85,0.87,0.56,0.66,0.86,0.71,0.44,0.48,0.65,0.5,0.53,0.67,0.47,0.35,0.37,0.34,0.24,0.33,0.34,0.32,0.37,0.3,0.3,0.26,0.21,0.22,0.27,0.25,0.37,0.26,0.21,0.2,0.16,0.16,0.26,0.18,0.19,0.19,0.17,0.21,0.19,0.24,0.23,0.18,0.13,0.22,0.19,0.16,0.2,0.15,0.21,0.16,0.2,0.16,0.18,0.23,0.15,0.0,0.18,0.0,0.17,0.17,0.19,0.16,0.13,0.13,0.2,0.22,0.05,0.12,0.1,0.13,0.13,0.14,0.13,0.13,0.13,0.1,0.0,0.1,0.1,0.08,0.11,0.08,0.0,0.05,0.06,0.05,0.04,0.0,0.0,0.0,0.58,5.96,0.0,0.0,0.0,0.14,0.0,0.0,0.06,36.36,0.0,99.97
11/23/2021,0.0,6.11,6.22,4.42,2.04,2.36,3.03,2.81,2.2,0.94,1.18,0.92,1.13,0.77,0.9,0.85,0.87,0.56,0.66,0.86,0.71,0.44,0.48,0.65,0.5,0.53,0.67,0.47,0.35,0.37,0.34,0.24,0.33,0.34,0.32,0.37,0.3,0.3,0.26,0.21,0.22,0.27,0.25,0.37,0.26,0.21,0.2,0.16,0.16,0.26,0.18,0.19,0.19,0.17,0.21,0.19,0.24,0.23,0.18,0.13,0.22,0.19,0.16,0.2,0.15,0.21,0.16,0.2,0.16,0.18,0.23,0.15,0.0,0.18,0.0,0.17,0.17,0.19,0.16,0.13,0.13,0.2,0.22,0.05,0.12,0.1,0.13,0.13,0.14,0.13,0.13,0.13,0.1,0.0,0.1,0.1,0.08,0.11,0.08,0.0,0.05,0.06,0.05,0.04,0.0,0.0,0.0,0.58,5.96,0.0,0.0,0.0,0.14,0.0,0.0,0.06,36.36,0.0,99.97
11/24/2021,0.0,6.46,6.28,4.53,2.0,2.34,3.36,3.05,2.18,0.85,1.22,0.88,1.11,0.74,0.83,0.84,0.87,0.54,0.67,0.87,0.77,0.43,0.46,0.71,0.49,0.5,0.7,0.46,0.39,0.36,0.34,0.22,0.35,0.32,0.32,0.37,0.26,0.3,0.25,0.18,0.22,0.27,0.27,0.38,0.26,0.22,0.21,0.14,0.15,0.26,0.18,0.18,0.19,0.16,0.2,0.18,0.24,0.23,0.18,0.12,0.22,0.19,0.15,0.2,0.14,0.2,0.16,0.2,0.15,0.17,0.23,0.14,0.0,0.18,0.0,0.17,0.17,0.2,0.16,0.13,0.13,0.2,0.21,0.05,0.11,0.1,0.13,0.13,0.13,0.13,0.12,0.14,0.1,0.0,0.1,0.1,0.08,0.12,0.08,0.0,0.05,0.06,0.05,0.03,0.0,0.0,0.0,0.56,5.74,0.0,0.0,0.0,0.14,0.0,0.0,0.05,35.93,0.0,99.97
11/25/2021,0.0,6.46,6.28,4.53,2.0,2.34,3.36,3.05,2.18,0.85,1.22,0.88,1.11,0.74,0.83,0.84,0.87,0.54,0.67,0.87,0.77,0.43,0.46,0.71,0.49,0.5,0.7,0.46,0.39,0.36,0.34,0.22,0.35,0.32,0.32,0.37,0.26,0.3,0.25,0.18,0.22,0.27,0.27,0.38,0.26,0.22,0.21,0.14,0.15,0.26,0.18,0.18,0.19,0.16,0.2,0.18,0.24,0.23,0.18,0.12,0.22,0.19,0.15,0.2,0.14,0.2,0.16,0.2,0.15,0.17,0.23,0.14,0.0,0.18,0.0,0.17,0.17,0.2,0.16,0.13,0.13,0.2,0.21,0.05,0.11,0.1,0.13,0.13,0.13,0.13,0.12,0.14,0.1,0.0,0.1,0.1,0.08,0.12,0.08,0.0,0.05,0.06,0.05,0.03,0.0,0.0,0.0,0.56,5.74,0.0,0.0,0.0,0.14,0.0,0.0,0.05,35.93,0.0,99.97
11/26/2021,0.0,6.52,6.26,4.44,1.99,2.31,3.44,2.98,2.16,0.84,1.2,0.88,1.09,0.75,0.86,0.85,0.85,0.53,0.67,0.89,0.76,0.43,0.46,0.68,0.5,0.5,0.69,0.46,0.42,0.35,0.34,0.22,0.35,0.32,0.33,0.37,0.24,0.3,0.24,0.18,0.22,0.26,0.26,0.37,0.26,0.22,0.21,0.14,0.15,0.25,0.18,0.17,0.19,0.16,0.2,0.18,0.24,0.22,0.18,0.11,0.22,0.19,0.15,0.2,0.14,0.2,0.16,0.2,0.15,0.17,0.22,0.14,0.0,0.18,0.0,0.17,0.17,0.19,0.16,0.13,0.13,0.2,0.2,0.04,0.12,0.1,0.12,0.13,0.12,0.13,0.12,0.14,0.1,0.0,0.1,0.1,0.08,0.11,0.08,0.0,0.05,0.06,0.05,0.03,0.0,0.0,0.0,0.57,5.78,0.0,0.0,0.0,0.13,0.0,0.0,0.06,36.18,0.0,99.99
11/29/2021,0.0,6.56,6.23,4.45,1.99,2.3,3.32,3.05,2.16,0.83,1.19,0.89,1.09,0.75,0.87,0.84,0.86,0.54,0.67,0.91,0.76,0.43,0.46,0.71,0.51,0.5,0.72,0.45,0.41,0.36,0.35,0.19,0.36,0.33,0.33,0.37,0.24,0.3,0.25,0.18,0.21,0.21,0.26,0.37,0.26,0.22,0.2,0.14,0.14,0.24,0.18,0.17,0.19,0.16,0.2,0.18,0.24,0.23,0.18,0.12,0.22,0.19,0.16,0.2,0.14,0.2,0.16,0.2,0.15,0.17,0.22,0.14,0.0,0.18,0.0,0.17,0.17,0.19,0.16,0.13,0.13,0.21,0.2,0.04,0.12,0.1,0.13,0.13,0.12,0.13,0.12,0.14,0.1,0.0,0.1,0.1,0.08,0.13,0.08,0.0,0.05,0.06,0.05,0.03,0.0,0.0,0.0,0.55,5.78,0.0,0.0,0.0,0.13,0.0,0.0,0.06,36.19,0.0,100.02
11/30/2021,0.0,6.56,6.23,4.45,1.99,2.3,3.32,3.05,2.16,0.83,1.19,0.89,1.09,0.75,0.87,0.84,0.86,0.54,0.67,0.91,0.76,0.43,0.46,0.71,0.51,0.5,0.72,0.45,0.41,0.36,0.35,0.19,0.36,0.33,0.33,0.37,0.24,0.3,0.25,0.18,0.21,0.21,0.26,0.37,0.26,0.22,0.2,0.14,0.14,0.24,0.18,0.17,0.19,0.16,0.2,0.18,0.24,0.23,0.18,0.12,0.22,0.19,0.16,0.2,0.14,0.2,0.16,0.2,0.15,0.17,0.22,0.14,0.0,0.18,0.0,0.17,0.17,0.19,0.16,0.13,0.13,0.21,0.2,0.04,0.12,0.1,0.13,0.13,0.12,0.13,0.12,0.14,0.1,0.0,0.1,0.1,0.08,0.13,0.08,0.0,0.05,0.06,0.05,0.03,0.0,0.0,0.0,0.55,5.78,0.0,0.0,0.0,0.13,0.0,0.0,0.06,36.19,0.0,100.02
12/01/2021,0.0,6.43,6.15,4.41,1.97,2.27,3.26,2.97,2.13,0.84,1.19,0.88,1.11,0.75,0.87,0.84,0.85,0.54,0.66,0.91,0.75,0.43,0.47,0.7,0.5,0.49,0.71,0.45,0.5,0.33,0.34,0.2,0.36,0.32,0.34,0.37,0.24,0.3,0.25,0.18,0.22,0.21,0.26,0.36,0.26,0.21,0.2,0.15,0.14,0.24,0.18,0.18,0.19,0.16,0.19,0.18,0.23,0.23,0.18,0.1,0.22,0.18,0.15,0.2,0.14,0.2,0.16,0.2,0.15,0.17,0.22,0.14,0.0,0.17,0.0,0.16,0.17,0.19,0.16,0.13,0.13,0.21,0.2,0.05,0.11,0.09,0.13,0.13,0.12,0.13,0.12,0.14,0.1,0.0,0.1,0.1,0.08,0.12,0.08,0.0,0.06,0.06,0.05,0.03,0.0,0.0,0.0,0.55,5.86,0.0,0.0,0.0,0.13,0.0,0.0,0.05,36.63,0.0,100.0
12/02/2021,0.0,6.43,6.15,4.41,1.97,2.27,3.26,2.97,2.13,0.84,1.19,0.88,1.11,0.75,0.87,0.84,0.85,0.54,0.66,0.91,0.75,0.43,0.47,0.7,0.5,0.49,0.71,0.45,0.5,0.33,0.34,0.2,0.36,0.32,0.34,0.37,0.24,0.3,0.25,0.18,0.22,0.21,0.26,0.36,0.26,0.21,0.2,0.15,0.14,0.24,0.18,0.18,0.19,0.16,0.19,0.18,0.23,0.23,0.18,0.1,0.22,0.18,0.15,0.2,0.14,0.2,0.16,0.2,0.15,0.17,0.22,0.14,0.0,0.17,0.0,0.16,0.17,0.19,0.16,0.13,0.13,0.21,0.2,0.05,0.11,0.09,0.13,0.13,0.12,0.13,0.12,0.14,0.1,0.0,0.1,0.1,0.08,0.12,0.08,0.0,0.06,0.06,0.05,0.03,0.0,0.0,0.0,0.55,5.86,0.0,0.0,0.0,0.13,0.0,0.0,0.05,36.63,0.0,100.0
12/06/2021,0.0,6.79,6.19,4.35,1.85,2.26,3.31,2.98,2.12,0.81,1.19,0.85,1.04,0.75,0.88,0.84,0.87,0.51,0.68,0.89,0.75,0.43,0.44,0.7,0.49,0.52,0.69,0.44,0.47,0.32,0.37,0.18,0.37,0.32,0.33,0.36,0.21,0.29,0.25,0.17,0.21,0.21,0.26,0.37,0.26,0.22,0.2,0.14,0.13,0.25,0.21,0.17,0.18,0.15,0.18,0.16,0.24,0.22,0.16,0.09,0.22,0.18,0.14,0.2,0.13,0.19,0.15,0.2,0.14,0.18,0.2,0.13,0.0,0.17,0.0,0.17,0.16,0.19,0.15,0.13,0.13,0.21,0.18,0.04,0.11,0.09,0.12,0.13,0.11,0.12,0.11,0.13,0.1,0.0,0.1,0.1,0.08,0.12,0.07,0.0,0.05,0.06,0.04,0.03,0.0,0.0,0.0,0.53,5.9,0.0,0.0,0.0,0.11,0.0,0.0,0.05,36.83,0.0,99.95
12/07/2021,0.0,6.79,6.19,4.35,1.85,2.26,3.31,2.98,2.12,0.81,1.19,0.85,1.04,0.75,0.88,0.84,0.87,0.51,0.68,0.89,0.75,0.43,0.44,0.7,0.49,0.52,0.69,0.44,0.47,0.32,0.37,0.18,0.37,0.32,0.33,0.36,0.21,0.29,0.25,0.17,0.21,0.21,0.26,0.37,0.26,0.22,0.2,0.14,0.13,0.25,0.21,0.17,0.18,0.15,0.18,0.16,0.24,0.22,0.16,0.09,0.22,0.18,0.14,0.2,0.13,0.19,0.15,0.2,0.14,0.18,0.2,0.13,0.0,0.17,0.0,0.17,0.16,0.19,0.15,0.13,0.13,0.21,0.18,0.04,0.11,0.09,0.12,0.13,0.11,0.12,0.11,0.13,0.1,0.0,0.1,0.1,0.08,0.12,0.07,0.0,0.05,0.06,0.04,0.03,0.0,0.0,0.0,0.53,5.9,0.0,0.0,0.0,0.11,0.0,0.0,0.05,36.83,0.0,99.95
12/08/2021,0.0,6.79,6.19,4.35,1.85,2.26,3.31,2.98,2.12,0.81,1.19,0.85,1.04,0.75,0.88,0.84,0.87,0.51,0.68,0.89,0.75,0.43,0.44,0.7,0.49,0.52,0.69,0.44,0.47,0.32,0.37,0.18,0.37,0.32,0.33,0.36,0.21,0.29,0.25,0.17,0.21,0.21,0.26,0.37,0.26,0.22,0.2,0.14,0.13,0.25,0.21,0.17,0.18,0.15,0.18,0.16,0.24,0.22,0.16,0.09,0.22,0.18,0.14,0.2,0.13,0.19,0.15,0.2,0.14,0.18,0.2,0.13,0.0,0.17,0.0,0.17,0.16,0.19,0.15,0.13,0.13,0.21,0.18,0.04,0.11,0.09,0.12,0.13,0.11,0.12,0.11,0.13,0.1,0.0,0.1,0.1,0.08,0.12,0.07,0.0,0.05,0.06,0.04,0.03,0.0,0.0,0.0,0.53,5.9,0.0,0.0,0.0,0.11,0.0,0.0,0.05,36.83,0.0,99.95
12/09/2021,0.0,6.79,6.19,4.35,1.85,2.26,3.31,2.98,2.12,0.81,1.19,0.85,1.04,0.75,0.88,0.84,0.87,0.51,0.68,0.89,0.75,0.43,0.44,0.7,0.49,0.52,0.69,0.44,0.47,0.32,0.37,0.18,0.37,0.32,0.33,0.36,0.21,0.29,0.25,0.17,0.21,0.21,0.26,0.37,0.26,0.22,0.2,0.14,0.13,0.25,0.21,0.17,0.18,0.15,0.18,0.16,0.24,0.22,0.16,0.09,0.22,0.18,0.14,0.2,0.13,0.19,0.15,0.2,0.14,0.18,0.2,0.13,0.0,0.17,0.0,0.17,0.16,0.19,0.15,0.13,0.13,0.21,0.18,0.04,0.11,0.09,0.12,0.13,0.11,0.12,0.11,0.13,0.1,0.0,0.1,0.1,0.08,0.12,0.07,0.0,0.05,0.06,0.04,0.03,0.0,0.0,0.0,0.53,5.9,0.0,0.0,0.0,0.11,0.0,0.0,0.05,36.83,0.0,99.95
12/10/2021,0.0,6.79,6.19,4.35,1.85,2.26,3.31,2.98,2.12,0.81,1.19,0.85,1.04,0.75,0.88,0.84,0.87,0.51,0.68,0.89,0.75,0.43,0.44,0.7,0.49,0.52,0.69,0.44,0.47,0.32,0.37,0.18,0.37,0.32,0.33,0.36,0.21,0.29,0.25,0.17,0.21,0.21,0.26,0.37,0.26,0.22,0.2,0.14,0.13,0.25,0.21,0.17,0.18,0.15,0.18,0.16,0.24,0.22,0.16,0.09,0.22,0.18,0.14,0.2,0.13,0.19,0.15,0.2,0.14,0.18,0.2,0.13,0.0,0.17,0.0,0.17,0.16,0.19,0.15,0.13,0.13,0.21,0.18,0.04,0.11,0.09,0.12,0.13,0.11,0.12,0.11,0.13,0.1,0.0,0.1,0.1,0.08,0.12,0.07,0.0,0.05,0.06,0.04,0.03,0.0,0.0,0.0,0.53,5.9,0.0,0.0,0.0,0.11,0.0,0.0,0.05,36.83,0.0,99.95
12/13/2021,0.0,6.79,6.19,4.35,1.85,2.26,3.31,2.98,2.12,0.81,1.19,0.85,1.04,0.75,0.88,0.84,0.87,0.51,0.68,0.89,0.75,0.43,0.44,0.7,0.49,0.52,0.69,0.44,0.47,0.32,0.37,0.18,0.37,0.32,0.33,0.36,0.21,0.29,0.25,0.17,0.21,0.21,0.26,0.37,0.26,0.22,0.2,0.14,0.13,0.25,0.21,0.17,0.18,0.15,0.18,0.16,0.24,0.22,0.16,0.09,0.22,0.18,0.14,0.2,0.13,0.19,0.15,0.2,0.14,0.18,0.2,0.13,0.0,0.17,0.0,0.17,0.16,0.19,0.15,0.13,0.13,0.21,0.18,0.04,0.11,0.09,0.12,0.13,0.11,0.12,0.11,0.13,0.1,0.0,0.1,0.1,0.08,0.12,0.07,0.0,0.05,0.06,0.04,0.03,0.0,0.0,0.0,0.53,5.9,0.0,0.0,0.0,0.11,0.0,0.0,0.05,36.83,0.0,99.95
12/14/2021,0.0,6.79,6.19,4.35,1.85,2.26,3.31,2.98,2.12,0.81,1.19,0.85,1.04,0.75,0.88,0.84,0.87,0.51,0.68,0.89,0.75,0.43,0.44,0.7,0.49,0.52,0.69,0.44,0.47,0.32,0.37,0.18,0.37,0.32,0.33,0.36,0.21,0.29,0.25,0.17,0.21,0.21,0.26,0.37,0.26,0.22,0.2,0.14,0.13,0.25,0.21,0.17,0.18,0.15,0.18,0.16,0.24,0.22,0.16,0.09,0.22,0.18,0.14,0.2,0.13,0.19,0.15,0.2,0.14,0.18,0.2,0.13,0.0,0.17,0.0,0.17,0.16,0.19,0.15,0.13,0.13,0.21,0.18,0.04,0.11,0.09,0.12,0.13,0.11,0.12,0.11,0.13,0.1,0.0,0.1,0.1,0.08,0.12,0.07,0.0,0.05,0.06,0.04,0.03,0.0,0.0,0.0,0.53,5.9,0.0,0.0,0.0,0.11,0.0,0.0,0.05,36.83,0.0,99.95
12/15/2021,0.0,6.79,6.19,4.35,1.85,2.26,3.31,2.98,2.12,0.81,1.19,0.85,1.04,0.75,0.88,0.84,0.87,0.51,0.68,0.89,0.75,0.43,0.44,0.7,0.49,0.52,0.69,0.44,0.47,0.32,0.37,0.18,0.37,0.32,0.33,0.36,0.21,0.29,0.25,0.17,0.21,0.21,0.26,0.37,0.26,0.22,0.2,0.14,0.13,0.25,0.21,0.17,0.18,0.15,0.18,0.16,0.24,0.22,0.16,0.09,0.22,0.18,0.14,0.2,0.13,0.19,0.15,0.2,0.14,0.18,0.2,0.13,0.0,0.17,0.0,0.17,0.16,0.19,0.15,0.13,0.13,0.21,0.18,0.04,0.11,0.09,0.12,0.13,0.11,0.12,0.11,0.13,0.1,0.0,0.1,0.1,0.08,0.12,0.07,0.0,0.05,0.06,0.04,0.03,0.0,0.0,0.0,0.53,5.9,0.0,0.0,0.0,0.11,0.0,0.0,0.05,36.83,0.0,99.95
12/16/2021,0.0,6.79,6.19,4.35,1.85,2.26,3.31,2.98,2.12,0.81,1.19,0.85,1.04,0.75,0.88,0.84,0.87,0.51,0.68,0.89,0.75,0.43,0.44,0.7,0.49,0.52,0.69,0.44,0.47,0.32,0.37,0.18,0.37,0.32,0.33,0.36,0.21,0.29,0.25,0.17,0.21,0.21,0.26,0.37,0.26,0.22,0.2,0.14,0.13,0.25,0.21,0.17,0.18,0.15,0.18,0.16,0.24,0.22,0.16,0.09,0.22,0.18,0.14,0.2,0.13,0.19,0.15,0.2,0.14,0.18,0.2,0.13,0.0,0.17,0.0,0.17,0.16,0.19,0.15,0.13,0.13,0.21,0.18,0.04,0.11,0.09,0.12,0.13,0.11,0.12,0.11,0.13,0.1,0.0,0.1,0.1,0.08,0.12,0.07,0.0,0.05,0.06,0.04,0.03,0.0,0.0,0.0,0.53,5.9,0.0,0.0,0.0,0.11,0.0,0.0,0.05,36.83,0.0,99.95
12/17/2021,0.0,6.79,6.19,4.35,1.85,2.26,3.31,2.98,2.12,0.81,1.19,0.85,1.04,0.75,0.88,0.84,0.87,0.51,0.68,0.89,0.75,0.43,0.44,0.7,0.49,0.52,0.69,0.44,0.47,0.32,0.37,0.18,0.37,0.32,0.33,0.36,0.21,0.29,0.25,0.17,0.21,0.21,0.26,0.37,0.26,0.22,0.2,0.14,0.13,0.25,0.21,0.17,0.18,0.15,0.18,0.16,0.24,0.22,0.16,0.09,0.22,0.18,0.14,0.2,0.13,0.19,0.15,0.2,0.14,0.18,0.2,0.13,0.0,0.17,0.0,0.17,0.16,0.19,0.15,0.13,0.13,0.21,0.18,0.04,0.11,0.09,0.12,0.13,0.11,0.12,0.11,0.13,0.1,0.0,0.1,0.1,0.08,0.12,0.07,0.0,0.05,0.06,0.04,0.03,0.0,0.0,0.0,0.53,5.9,0.0,0.0,0.0,0.11,0.0,0.0,0.05,36.83,0.0,99.95
12/20/2021,0.0,6.79,6.19,4.35,1.85,2.26,3.31,2.98,2.12,0.81,1.19,0.85,1.04,0.75,0.88,0.84,0.87,0.51,0.68,0.89,0.75,0.43,0.44,0.7,0.49,0.52,0.69,0.44,0.47,0.32,0.37,0.18,0.37,0.32,0.33,0.36,0.21,0.29,0.25,0.17,0.21,0.21,0.26,0.37,0.26,0.22,0.2,0.14,0.13,0.25,0.21,0.17,0.18,0.15,0.18,0.16,0.24,0.22,0.16,0.09,0.22,0.18,0.14,0.2,0.13,0.19,0.15,0.2,0.14,0.18,0.2,0.13,0.0,0.17,0.0,0.17,0.16,0.19,0.15,0.13,0.13,0.21,0.18,0.04,0.11,0.09,0.12,0.13,0.11,0.12,0.11,0.13,0.1,0.0,0.1,0.1,0.08,0.12,0.07,0.0,0.05,0.06,0.04,0.03,0.0,0.0,0.0,0.53,5.9,0.0,0.0,0.0,0.11,0.0,0.0,0.05,36.83,0.0,99.95
12/21/2021,0.0,7.29,6.18,4.32,2.0,2.32,2.91,2.85,2.17,0.84,1.12,0.83,1.0,0.77,0.94,0.89,0.98,0.56,0.67,0.94,0.8,0.47,0.42,0.67,0.51,0.52,0.67,0.44,0.43,0.33,0.37,0.16,0.36,0.35,0.34,0.37,0.22,0.31,0.26,0.18,0.23,0.23,0.22,0.36,0.26,0.23,0.2,0.13,0.14,0.24,0.21,0.11,0.19,0.16,0.18,0.18,0.24,0.27,0.16,0.08,0.19,0.19,0.15,0.2,0.13,0.2,0.16,0.21,0.16,0.19,0.2,0.14,0.0,0.18,0.0,0.18,0.17,0.19,0.16,0.14,0.12,0.2,0.18,0.04,0.12,0.1,0.13,0.13,0.12,0.13,0.1,0.14,0.1,0.0,0.1,0.1,0.09,0.12,0.07,0.0,0.06,0.06,0.05,0.03,0.0,0.0,0.0,0.55,5.78,0.0,0.0,0.0,0.12,0.0,0.0,0.05,36.29,0.0,100.0
12/22/2021,0.0,7.11,6.09,4.27,1.99,2.32,2.81,2.7,2.17,0.85,1.02,0.85,0.99,0.78,0.97,0.9,0.97,0.58,0.67,0.93,0.76,0.48,0.44,0.67,0.51,0.5,0.64,0.46,0.43,0.34,0.36,0.17,0.35,0.36,0.35,0.37,0.22,0.31,0.27,0.18,0.23,0.23,0.22,0.35,0.26,0.22,0.2,0.13,0.14,0.23,0.21,0.11,0.19,0.17,0.18,0.19,0.24,0.26,0.16,0.08,0.19,0.19,0.15,0.2,0.13,0.2,0.17,0.21,0.16,0.19,0.2,0.14,0.0,0.18,0.0,0.17,0.17,0.19,0.17,0.14,0.12,0.19,0.18,0.04,0.11,0.09,0.13,0.13,0.12,0.13,0.1,0.14,0.1,0.0,0.1,0.1,0.09,0.12,0.07,0.0,0.06,0.06,0.05,0.03,0.0,0.0,0.0,0.56,5.74,0.0,0.0,0.0,0.11,0.0,0.0,0.04,0.0,36.98,99.98
12/23/2021,0.0,7.13,6.13,4.34,2.01,2.31,2.85,2.67,2.15,0.85,1.02,0.86,1.0,0.79,0.98,0.89,1.0,0.58,0.67,0.93,0.77,0.48,0.46,0.66,0.5,0.51,0.65,0.46,0.45,0.35,0.36,0.18,0.36,0.36,0.35,0.37,0.23,0.31,0.27,0.18,0.23,0.24,0.22,0.35,0.25,0.22,0.2,0.14,0.14,0.23,0.22,0.11,0.2,0.17,0.19,0.19,0.23,0.27,0.16,0.09,0.19,0.19,0.15,0.2,0.13,0.2,0.17,0.21,0.16,0.19,0.21,0.14,0.0,0.18,0.0,0.18,0.17,0.19,0.17,0.14,0.11,0.19,0.18,0.04,0.11,0.09,0.13,0.13,0.12,0.13,0.11,0.14,0.1,0.0,0.1,0.1,0.1,0.12,0.07,0.0,0.06,0.06,0.05,0.03,0.0,0.0,0.0,0.55,5.7,0.0,0.0,0.0,0.12,0.0,0.0,0.04,36.69,0.0,100.01
