,JNJ,UNH,PFE,ABT,ABBV,MRK,TMO,MDT,DHR,LLY,BMY,AMGN,CVS,ISRG,ANTM,CI,SYK,ZTS,GILD,BDX,BSX,EW,ILMN,MRNA,HCA,HUM,VRTX,REGN,IDXX,IQV,ALGN,CNC,A,BAX,BIIB,VEEV,ALXN,DXCM,ZBH,MCK,MTD,RMD,LH,WST,CERN,SGEN,TDOC,WAT,HZNP,COO,NVCR,TFX,VTRS,EXAS,CTLT,PODD,ABC,DGX,CRL,AVTR,ALNY,CAH,STE,HOLX,PKI,TECH,INCY,ELAN,XRAY,MOH,BMRN,BIO,TXG,ABMD,UHS,MASI,PRAH,HSIC,JAZZ,GH,NVAX,RGEN,NBIX,PEN,DVA,EHC,AMED,UTHR,CHE,BRKR,HRC,NTRA,ARWR,XLRN,CRSP,TLRY,EXEL,RPRX,NVST,SYNH,HQY,RARE,PRGO,THC,OMCL,LHCG,OSH,FATE,SRPT,PPD,MRTX,GMED,SWAV,ACHC,STAA,CHNG,TNDM,HALO,INSP,BPMC,PACB,DNLI,NVRO,IART,NEOG,NVTA,MEDP,IONS,TWST,BHVN,NTLA,NEO,QDEL,ENSG,SEM,AMN,CDNA,ICUI,TGTX,LIVN,PINC,CNMD,BBIO,SAGE,RETA,ALKS,NUVA,ARNA,AGIO,ADPT,APLS,MRVI,PGNY,GKOS,NKTR,ATRC,ALLK,SDGR,OMI,ONEM,MMSI,ITGR,EBS,HAE,CVET,PDCO,BCRX,MDRX,RCM,ITCI,TPTX,ACAD,VIR,PCRX,VCYT,ARVN,CMD,KOD,INSM,PTCT,PBH,MD,NSTG,INOV,CORT,BEAM,EDIT,VCEL,DRNA,PHR,IOVA,IRTC,MYGN,GBT,KRTX,BLUE,MGLN,SHC,XNCR,RVNC,OGN,SRNE,CYRX,FGEN,LGND,MODV,SGRY,AMEH,CYTK,HSKA,HCAT,AXNX,OPCH,FOLD,DVAX,EVH,SUM
09/02/2021,7.46,6.45,3.94,3.53,3.39,3.21,3.51,2.92,3.14,3.27,2.51,2.3,1.78,1.92,1.55,1.33,1.51,1.59,1.34,1.23,1.07,1.16,1.19,1.85,1.11,0.9,0.86,1.0,0.96,0.78,0.86,0.66,0.77,0.64,0.82,0.75,0.0,0.82,0.56,0.53,0.57,0.65,0.48,0.5,0.41,0.34,0.33,0.4,0.35,0.34,0.23,0.31,0.29,0.3,0.34,0.3,0.31,0.31,0.34,0.32,0.35,0.29,0.36,0.32,0.34,0.31,0.24,0.26,0.24,0.26,0.23,0.27,0.22,0.24,0.21,0.24,0.0,0.19,0.17,0.15,0.21,0.21,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.15,0.15,0.15,0.11,0.11,0.12,0.1,0.09,0.11,0.11,0.15,0.1,0.08,0.11,0.11,0.1,0.11,0.1,0.1,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.08,0.11,0.09,0.08,0.08,0.1,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.11,0.14,0.08,0.09,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.04,0.05,0.07,0.05,0.06,0.05,0.05,0.06,0.06,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.03,0.04,0.05,0.04,0.0,0.04,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.12,0.04,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.0,0.0,0.0,0.0,96.71
09/03/2021,7.46,6.45,3.94,3.53,3.39,3.21,3.51,2.92,3.14,3.27,2.51,2.3,1.78,1.92,1.55,1.33,1.51,1.59,1.34,1.23,1.07,1.16,1.19,1.85,1.11,0.9,0.86,1.0,0.96,0.78,0.86,0.66,0.77,0.64,0.82,0.75,0.0,0.82,0.56,0.53,0.57,0.65,0.48,0.5,0.41,0.34,0.33,0.4,0.35,0.34,0.23,0.31,0.29,0.3,0.34,0.3,0.31,0.31,0.34,0.32,0.35,0.29,0.36,0.32,0.34,0.31,0.24,0.26,0.24,0.26,0.23,0.27,0.22,0.24,0.21,0.24,0.0,0.19,0.17,0.15,0.21,0.21,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.15,0.15,0.15,0.11,0.11,0.12,0.1,0.09,0.11,0.11,0.15,0.1,0.08,0.11,0.11,0.1,0.11,0.1,0.1,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.08,0.11,0.09,0.08,0.08,0.1,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.11,0.14,0.08,0.09,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.04,0.05,0.07,0.05,0.06,0.05,0.05,0.06,0.06,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.03,0.04,0.05,0.04,0.0,0.04,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.12,0.04,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.0,0.0,0.0,0.0,96.71
09/06/2021,7.46,6.45,3.94,3.53,3.39,3.21,3.51,2.92,3.14,3.27,2.51,2.3,1.78,1.92,1.55,1.33,1.51,1.59,1.34,1.23,1.07,1.16,1.19,1.85,1.11,0.9,0.86,1.0,0.96,0.78,0.86,0.66,0.77,0.64,0.82,0.75,0.0,0.82,0.56,0.53,0.57,0.65,0.48,0.5,0.41,0.34,0.33,0.4,0.35,0.34,0.23,0.31,0.29,0.3,0.34,0.3,0.31,0.31,0.34,0.32,0.35,0.29,0.36,0.32,0.34,0.31,0.24,0.26,0.24,0.26,0.23,0.27,0.22,0.24,0.21,0.24,0.0,0.19,0.17,0.15,0.21,0.21,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.15,0.15,0.15,0.11,0.11,0.12,0.1,0.09,0.11,0.11,0.15,0.1,0.08,0.11,0.11,0.1,0.11,0.1,0.1,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.08,0.11,0.09,0.08,0.08,0.1,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.11,0.14,0.08,0.09,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.04,0.05,0.07,0.05,0.06,0.05,0.05,0.06,0.06,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.03,0.04,0.05,0.04,0.0,0.04,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.12,0.04,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.0,0.0,0.0,0.0,96.71
09/07/2021,7.46,6.45,3.94,3.53,3.39,3.21,3.51,2.92,3.14,3.27,2.51,2.3,1.78,1.92,1.55,1.33,1.51,1.59,1.34,1.23,1.07,1.16,1.19,1.85,1.11,0.9,0.86,1.0,0.96,0.78,0.86,0.66,0.77,0.64,0.82,0.75,0.0,0.82,0.56,0.53,0.57,0.65,0.48,0.5,0.41,0.34,0.33,0.4,0.35,0.34,0.23,0.31,0.29,0.3,0.34,0.3,0.31,0.31,0.34,0.32,0.35,0.29,0.36,0.32,0.34,0.31,0.24,0.26,0.24,0.26,0.23,0.27,0.22,0.24,0.21,0.24,0.0,0.19,0.17,0.15,0.21,0.21,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.15,0.15,0.15,0.11,0.11,0.12,0.1,0.09,0.11,0.11,0.15,0.1,0.08,0.11,0.11,0.1,0.11,0.1,0.1,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.08,0.11,0.09,0.08,0.08,0.1,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.11,0.14,0.08,0.09,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.04,0.05,0.07,0.05,0.06,0.05,0.05,0.06,0.06,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.03,0.04,0.05,0.04,0.0,0.04,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.12,0.04,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.0,0.0,0.0,0.0,96.71
09/08/2021,7.46,6.45,3.94,3.53,3.39,3.21,3.51,2.92,3.14,3.27,2.51,2.3,1.78,1.92,1.55,1.33,1.51,1.59,1.34,1.23,1.07,1.16,1.19,1.85,1.11,0.9,0.86,1.0,0.96,0.78,0.86,0.66,0.77,0.64,0.82,0.75,0.0,0.82,0.56,0.53,0.57,0.65,0.48,0.5,0.41,0.34,0.33,0.4,0.35,0.34,0.23,0.31,0.29,0.3,0.34,0.3,0.31,0.31,0.34,0.32,0.35,0.29,0.36,0.32,0.34,0.31,0.24,0.26,0.24,0.26,0.23,0.27,0.22,0.24,0.21,0.24,0.0,0.19,0.17,0.15,0.21,0.21,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.15,0.15,0.15,0.11,0.11,0.12,0.1,0.09,0.11,0.11,0.15,0.1,0.08,0.11,0.11,0.1,0.11,0.1,0.1,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.08,0.11,0.09,0.08,0.08,0.1,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.11,0.14,0.08,0.09,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.04,0.05,0.07,0.05,0.06,0.05,0.05,0.06,0.06,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.03,0.04,0.05,0.04,0.0,0.04,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.12,0.04,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.0,0.0,0.0,0.0,96.71
09/09/2021,7.46,6.45,3.94,3.53,3.39,3.21,3.51,2.92,3.14,3.27,2.51,2.3,1.78,1.92,1.55,1.33,1.51,1.59,1.34,1.23,1.07,1.16,1.19,1.85,1.11,0.9,0.86,1.0,0.96,0.78,0.86,0.66,0.77,0.64,0.82,0.75,0.0,0.82,0.56,0.53,0.57,0.65,0.48,0.5,0.41,0.34,0.33,0.4,0.35,0.34,0.23,0.31,0.29,0.3,0.34,0.3,0.31,0.31,0.34,0.32,0.35,0.29,0.36,0.32,0.34,0.31,0.24,0.26,0.24,0.26,0.23,0.27,0.22,0.24,0.21,0.24,0.0,0.19,0.17,0.15,0.21,0.21,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.15,0.15,0.15,0.11,0.11,0.12,0.1,0.09,0.11,0.11,0.15,0.1,0.08,0.11,0.11,0.1,0.11,0.1,0.1,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.08,0.11,0.09,0.08,0.08,0.1,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.11,0.14,0.08,0.09,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.04,0.05,0.07,0.05,0.06,0.05,0.05,0.06,0.06,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.03,0.04,0.05,0.04,0.0,0.04,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.12,0.04,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.0,0.0,0.0,0.0,96.71
09/10/2021,7.46,6.45,3.94,3.53,3.39,3.21,3.51,2.92,3.14,3.27,2.51,2.3,1.78,1.92,1.55,1.33,1.51,1.59,1.34,1.23,1.07,1.16,1.19,1.85,1.11,0.9,0.86,1.0,0.96,0.78,0.86,0.66,0.77,0.64,0.82,0.75,0.0,0.82,0.56,0.53,0.57,0.65,0.48,0.5,0.41,0.34,0.33,0.4,0.35,0.34,0.23,0.31,0.29,0.3,0.34,0.3,0.31,0.31,0.34,0.32,0.35,0.29,0.36,0.32,0.34,0.31,0.24,0.26,0.24,0.26,0.23,0.27,0.22,0.24,0.21,0.24,0.0,0.19,0.17,0.15,0.21,0.21,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.15,0.15,0.15,0.11,0.11,0.12,0.1,0.09,0.11,0.11,0.15,0.1,0.08,0.11,0.11,0.1,0.11,0.1,0.1,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.08,0.11,0.09,0.08,0.08,0.1,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.11,0.14,0.08,0.09,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.04,0.05,0.07,0.05,0.06,0.05,0.05,0.06,0.06,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.03,0.04,0.05,0.04,0.0,0.04,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.12,0.04,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.0,0.0,0.0,0.0,96.71
09/13/2021,7.46,6.45,3.94,3.53,3.39,3.21,3.51,2.92,3.14,3.27,2.51,2.3,1.78,1.92,1.55,1.33,1.51,1.59,1.34,1.23,1.07,1.16,1.19,1.85,1.11,0.9,0.86,1.0,0.96,0.78,0.86,0.66,0.77,0.64,0.82,0.75,0.0,0.82,0.56,0.53,0.57,0.65,0.48,0.5,0.41,0.34,0.33,0.4,0.35,0.34,0.23,0.31,0.29,0.3,0.34,0.3,0.31,0.31,0.34,0.32,0.35,0.29,0.36,0.32,0.34,0.31,0.24,0.26,0.24,0.26,0.23,0.27,0.22,0.24,0.21,0.24,0.0,0.19,0.17,0.15,0.21,0.21,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.15,0.15,0.15,0.11,0.11,0.12,0.1,0.09,0.11,0.11,0.15,0.1,0.08,0.11,0.11,0.1,0.11,0.1,0.1,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.08,0.11,0.09,0.08,0.08,0.1,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.11,0.14,0.08,0.09,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.04,0.05,0.07,0.05,0.06,0.05,0.05,0.06,0.06,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.03,0.04,0.05,0.04,0.0,0.04,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.12,0.04,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.0,0.0,0.0,0.0,96.71
09/14/2021,7.46,6.45,3.94,3.53,3.39,3.21,3.51,2.92,3.14,3.27,2.51,2.3,1.78,1.92,1.55,1.33,1.51,1.59,1.34,1.23,1.07,1.16,1.19,1.85,1.11,0.9,0.86,1.0,0.96,0.78,0.86,0.66,0.77,0.64,0.82,0.75,0.0,0.82,0.56,0.53,0.57,0.65,0.48,0.5,0.41,0.34,0.33,0.4,0.35,0.34,0.23,0.31,0.29,0.3,0.34,0.3,0.31,0.31,0.34,0.32,0.35,0.29,0.36,0.32,0.34,0.31,0.24,0.26,0.24,0.26,0.23,0.27,0.22,0.24,0.21,0.24,0.0,0.19,0.17,0.15,0.21,0.21,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.15,0.15,0.15,0.11,0.11,0.12,0.1,0.09,0.11,0.11,0.15,0.1,0.08,0.11,0.11,0.1,0.11,0.1,0.1,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.08,0.11,0.09,0.08,0.08,0.1,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.11,0.14,0.08,0.09,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.04,0.05,0.07,0.05,0.06,0.05,0.05,0.06,0.06,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.03,0.04,0.05,0.04,0.0,0.04,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.12,0.04,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.0,0.0,0.0,0.0,96.71
09/15/2021,7.46,6.45,3.94,3.53,3.39,3.21,3.51,2.92,3.14,3.27,2.51,2.3,1.78,1.92,1.55,1.33,1.51,1.59,1.34,1.23,1.07,1.16,1.19,1.85,1.11,0.9,0.86,1.0,0.96,0.78,0.86,0.66,0.77,0.64,0.82,0.75,0.0,0.82,0.56,0.53,0.57,0.65,0.48,0.5,0.41,0.34,0.33,0.4,0.35,0.34,0.23,0.31,0.29,0.3,0.34,0.3,0.31,0.31,0.34,0.32,0.35,0.29,0.36,0.32,0.34,0.31,0.24,0.26,0.24,0.26,0.23,0.27,0.22,0.24,0.21,0.24,0.0,0.19,0.17,0.15,0.21,0.21,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.15,0.15,0.15,0.11,0.11,0.12,0.1,0.09,0.11,0.11,0.15,0.1,0.08,0.11,0.11,0.1,0.11,0.1,0.1,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.08,0.11,0.09,0.08,0.08,0.1,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.11,0.14,0.08,0.09,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.04,0.05,0.07,0.05,0.06,0.05,0.05,0.06,0.06,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.03,0.04,0.05,0.04,0.0,0.04,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.12,0.04,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.0,0.0,0.0,0.0,96.71
09/16/2021,7.46,6.45,3.94,3.53,3.39,3.21,3.51,2.92,3.14,3.27,2.51,2.3,1.78,1.92,1.55,1.33,1.51,1.59,1.34,1.23,1.07,1.16,1.19,1.85,1.11,0.9,0.86,1.0,0.96,0.78,0.86,0.66,0.77,0.64,0.82,0.75,0.0,0.82,0.56,0.53,0.57,0.65,0.48,0.5,0.41,0.34,0.33,0.4,0.35,0.34,0.23,0.31,0.29,0.3,0.34,0.3,0.31,0.31,0.34,0.32,0.35,0.29,0.36,0.32,0.34,0.31,0.24,0.26,0.24,0.26,0.23,0.27,0.22,0.24,0.21,0.24,0.0,0.19,0.17,0.15,0.21,0.21,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.15,0.15,0.15,0.11,0.11,0.12,0.1,0.09,0.11,0.11,0.15,0.1,0.08,0.11,0.11,0.1,0.11,0.1,0.1,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.08,0.11,0.09,0.08,0.08,0.1,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.11,0.14,0.08,0.09,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.04,0.05,0.07,0.05,0.06,0.05,0.05,0.06,0.06,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.03,0.04,0.05,0.04,0.0,0.04,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.12,0.04,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.0,0.0,0.0,0.0,96.71
09/17/2021,7.46,6.45,3.94,3.53,3.39,3.21,3.51,2.92,3.14,3.27,2.51,2.3,1.78,1.92,1.55,1.33,1.51,1.59,1.34,1.23,1.07,1.16,1.19,1.85,1.11,0.9,0.86,1.0,0.96,0.78,0.86,0.66,0.77,0.64,0.82,0.75,0.0,0.82,0.56,0.53,0.57,0.65,0.48,0.5,0.41,0.34,0.33,0.4,0.35,0.34,0.23,0.31,0.29,0.3,0.34,0.3,0.31,0.31,0.34,0.32,0.35,0.29,0.36,0.32,0.34,0.31,0.24,0.26,0.24,0.26,0.23,0.27,0.22,0.24,0.21,0.24,0.0,0.19,0.17,0.15,0.21,0.21,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.15,0.15,0.15,0.11,0.11,0.12,0.1,0.09,0.11,0.11,0.15,0.1,0.08,0.11,0.11,0.1,0.11,0.1,0.1,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.08,0.11,0.09,0.08,0.08,0.1,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.11,0.14,0.08,0.09,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.04,0.05,0.07,0.05,0.06,0.05,0.05,0.06,0.06,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.03,0.04,0.05,0.04,0.0,0.04,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.12,0.04,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.0,0.0,0.0,0.0,96.71
09/20/2021,7.33,6.31,4.14,3.61,3.43,3.1,3.51,2.89,3.34,3.38,2.4,2.08,1.83,2.01,1.48,1.17,1.51,1.56,1.39,1.18,1.03,1.17,1.07,2.07,1.1,0.84,0.83,1.13,0.92,0.8,0.86,0.59,0.86,0.62,0.82,0.74,0.0,0.82,0.5,0.52,0.58,0.68,0.48,0.54,0.37,0.37,0.32,0.41,0.37,0.36,0.2,0.3,0.28,0.29,0.36,0.32,0.3,0.32,0.36,0.33,0.38,0.24,0.34,0.33,0.33,0.31,0.23,0.23,0.22,0.25,0.25,0.29,0.21,0.26,0.2,0.23,0.0,0.17,0.13,0.18,0.27,0.24,0.14,0.15,0.15,0.13,0.1,0.15,0.12,0.15,0.16,0.15,0.11,0.12,0.12,0.09,0.1,0.11,0.11,0.15,0.09,0.1,0.09,0.11,0.11,0.09,0.07,0.09,0.1,0.09,0.1,0.1,0.11,0.09,0.09,0.08,0.11,0.09,0.1,0.08,0.09,0.07,0.06,0.09,0.08,0.09,0.08,0.08,0.08,0.12,0.16,0.09,0.08,0.07,0.06,0.09,0.06,0.06,0.05,0.06,0.07,0.06,0.05,0.04,0.05,0.08,0.05,0.05,0.04,0.05,0.06,0.09,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.0,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.03,0.04,0.04,0.05,0.0,0.05,0.04,0.05,0.05,0.0,0.05,0.05,0.04,0.05,0.04,0.04,0.05,0.04,0.06,0.07,0.03,0.0,0.05,0.05,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.14,0.04,0.04,0.0,0.04,0.04,0.0,0.04,0.04,0.04,0.0,0.04,0.05,0.04,0.04,0.03,96.62
09/21/2021,7.33,6.31,4.14,3.61,3.43,3.1,3.51,2.89,3.34,3.38,2.4,2.08,1.83,2.01,1.48,1.17,1.51,1.56,1.39,1.18,1.03,1.17,1.07,2.07,1.1,0.84,0.83,1.13,0.92,0.8,0.86,0.59,0.86,0.62,0.82,0.74,0.0,0.82,0.5,0.52,0.58,0.68,0.48,0.54,0.37,0.37,0.32,0.41,0.37,0.36,0.2,0.3,0.28,0.29,0.36,0.32,0.3,0.32,0.36,0.33,0.38,0.24,0.34,0.33,0.33,0.31,0.23,0.23,0.22,0.25,0.25,0.29,0.21,0.26,0.2,0.23,0.0,0.17,0.13,0.18,0.27,0.24,0.14,0.15,0.15,0.13,0.1,0.15,0.12,0.15,0.16,0.15,0.11,0.12,0.12,0.09,0.1,0.11,0.11,0.15,0.09,0.1,0.09,0.11,0.11,0.09,0.07,0.09,0.1,0.09,0.1,0.1,0.11,0.09,0.09,0.08,0.11,0.09,0.1,0.08,0.09,0.07,0.06,0.09,0.08,0.09,0.08,0.08,0.08,0.12,0.16,0.09,0.08,0.07,0.06,0.09,0.06,0.06,0.05,0.06,0.07,0.06,0.05,0.04,0.05,0.08,0.05,0.05,0.04,0.05,0.06,0.09,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.0,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.03,0.04,0.04,0.05,0.0,0.05,0.04,0.05,0.05,0.0,0.05,0.05,0.04,0.05,0.04,0.04,0.05,0.04,0.06,0.07,0.03,0.0,0.05,0.05,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.14,0.04,0.04,0.0,0.04,0.04,0.0,0.04,0.04,0.04,0.0,0.04,0.05,0.04,0.04,0.03,96.62
