,United States Treasury Bills 0.01%,6890.T,6890.T,6890.T,6890.T,6890.T,6890.T,USFR,B 0 05/19/22,6890.T,6890.T,6890.T,6890.T,6890.T,B 0 12/02/21,6890.T,6890.T,SUM
07/09/2021,49.21,13.15,6.62,6.51,6.43,6.39,6.21,3.45,2.27,1.61,1.57,1.57,1.52,1.5,0.1,-4.05,-4.08,99.98
