,EWJ,XTSLA,JPY,JPY.1,JPY.2,JPY.3,JPY.4,USD,JPY.5,MSINT,7203.T,6758.T,6861.T,9984.T,6098.T,8306.T,7974.T,8035.T,6501.T,4063.T,4502.T,7267.T,6594.T,9433.T,7741.T,6367.T,6981.T,6954.T,8316.T,9983.T,9434.T,6702.T,8031.T,8058.T,4568.T,8001.T,3382.T,6273.T,8411.T,9432.T,4503.T,2413.T,4452.T,8766.T,6902.T,4661.T,4911.T,4901.T,6752.T,4543.T,5108.T,4519.T,6503.T,7733.T,4523.T,2914.T,9022.T,7751.T,9020.T,8801.T,2502.T,6301.T,6326.T,8591.T,6869.T,6971.T,7309.T,8802.T,6502.T,8750.T,8267.T,6857.T,1925.T,8113.T,9735.T,6762.T,2503.T,7269.T,4578.T,8604.T,6645.T,8053.T,6920.T,9843.T,5401.T,4507.T,6723.T,8002.T,3407.T,8725.T,4689.T,7832.T,6178.T,5020.T,4684.T,6701.T,1928.T,8630.T,6201.T,7201.T,7270.T,2802.T,6506.T,4307.T,8697.T,6988.T,6586.T,4188.T,8309.T,8830.T,5802.T,3659.T,4755.T,9962.T,6479.T,9613.T,8015.T,9021.T,5713.T,4151.T,8951.T,7701.T,7011.T,2801.T,4612.T,127.HK,3402.T,6383.T,7532.T,9064.T,6146.T,9143.T,4751.T,6965.T,2127.T,4528.T,8308.T,5201.T,6963.T,8952.T,4324.T,9101.T,9502.T,9007.T,8953.T,4005.T,1605.T,1878.T,2269.T,8601.T,2267.T,7202.T,7752.T,9042.T,5332.T,7951.T,9005.T,3281.T,7272.T,9531.T,4704.T,9532.T,5938.T,3462.T,3283.T,8795.T,9503.T,3436.T,4204.T,4185.T,1801.T,7259.T,9041.T,9008.T,7276.T,4183.T,4768.T,4062.T,4021.T,3064.T,6504.T,8984.T,1812.T,3626.T,8473.T,9062.T,5411.T,4385.T,7261.T,9766.T,1802.T,7747.T,2587.T,3769.T,4922.T,8954.T,9001.T,4536.T,6845.T,7912.T,9697.T,5019.T,6370.T,6724.T,6806.T,7453.T,9602.T,6448.T,3038.T,3861.T,3391.T,n/a,2897.T,9501.T,4042.T,6465.T,SUM
07/09/2021,100.33,0.19,0.0,0.0,0.0,0.0,-0.01,-0.02,-0.04,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.32999999999998
07/15/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,3.26,2.56,2.15,1.75,1.68,1.66,1.6,1.49,1.47,1.34,1.32,1.31,1.3,1.3,1.24,1.19,1.16,1.14,1.09,0.97,0.97,0.91,0.91,0.89,0.89,0.88,0.88,0.88,0.86,0.82,0.79,0.75,0.75,0.75,0.74,0.74,0.69,0.67,0.67,0.66,0.65,0.62,0.6,0.59,0.59,0.58,0.58,0.57,0.56,0.54,0.54,0.53,0.53,0.51,0.5,0.49,0.48,0.46,0.46,0.45,0.44,0.44,0.41,0.41,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.38,0.37,0.36,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.3,0.3,0.29,0.28,0.28,0.28,0.28,0.27,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,94.23
07/26/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,3.23,2.56,2.14,1.78,1.64,1.57,1.57,1.43,1.47,1.37,1.31,1.37,1.31,1.29,1.29,1.18,1.14,1.13,1.04,0.99,0.93,0.9,0.9,0.89,0.9,0.89,0.87,0.88,0.86,0.84,0.77,0.77,0.77,0.74,0.72,0.72,0.67,0.68,0.63,0.63,0.65,0.63,0.6,0.51,0.61,0.54,0.62,0.53,0.55,0.53,0.55,0.54,0.54,0.51,0.5,0.48,0.48,0.45,0.46,0.45,0.43,0.45,0.42,0.42,0.39,0.4,0.39,0.41,0.4,0.39,0.39,0.38,0.39,0.35,0.36,0.34,0.34,0.35,0.35,0.35,0.34,0.34,0.32,0.33,0.32,0.33,0.33,0.32,0.3,0.3,0.31,0.3,0.3,0.3,0.29,0.3,0.27,0.28,0.26,0.27,0.26,0.26,0.26,0.25,0.26,0.26,0.23,0.24,0.24,0.24,0.24,0.23,0.24,0.24,0.18,0.22,0.23,0.23,0.22,0.21,0.22,0.21,0.21,0.22,0.22,0.21,0.21,0.21,0.2,0.19,0.2,0.2,0.19,0.18,0.19,0.18,0.2,0.2,0.19,0.19,0.18,0.19,0.18,0.19,0.19,0.17,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.15,0.15,0.16,0.15,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,93.86
07/28/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84,3.22,2.55,2.14,1.78,1.64,1.57,1.57,1.43,1.46,1.37,1.31,1.36,1.31,1.29,1.29,1.18,1.14,1.13,1.03,0.98,0.92,0.9,0.9,0.89,0.9,0.89,0.87,0.88,0.86,0.83,0.77,0.77,0.77,0.73,0.72,0.72,0.67,0.68,0.63,0.63,0.65,0.63,0.6,0.51,0.61,0.54,0.62,0.53,0.55,0.53,0.55,0.54,0.54,0.51,0.5,0.48,0.47,0.45,0.46,0.45,0.43,0.45,0.42,0.42,0.39,0.4,0.39,0.41,0.4,0.39,0.39,0.38,0.39,0.35,0.36,0.34,0.34,0.35,0.35,0.35,0.34,0.34,0.32,0.33,0.32,0.33,0.33,0.32,0.3,0.3,0.31,0.3,0.3,0.3,0.29,0.29,0.27,0.28,0.26,0.27,0.26,0.26,0.25,0.25,0.26,0.25,0.23,0.24,0.24,0.24,0.24,0.23,0.24,0.24,0.18,0.22,0.23,0.23,0.22,0.21,0.22,0.2,0.21,0.22,0.22,0.21,0.21,0.21,0.2,0.19,0.2,0.2,0.19,0.18,0.19,0.18,0.2,0.2,0.19,0.19,0.18,0.19,0.18,0.19,0.19,0.17,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.15,0.15,0.16,0.15,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.0,0.12,0.0,0.0,0.0,0.0,0.0,93.69
10/11/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47,3.35,2.79,1.63,2.06,1.85,1.28,1.55,1.41,1.5,1.21,1.24,1.17,1.33,1.39,1.32,1.13,0.97,1.18,0.95,0.99,0.86,0.86,1.03,1.16,0.86,0.85,0.82,0.87,0.92,0.79,0.73,0.73,0.87,0.7,0.81,0.69,0.71,0.64,0.72,0.68,0.6,0.62,0.61,0.43,0.6,0.57,0.6,0.52,0.54,0.58,0.53,0.53,0.58,0.5,0.49,0.51,0.47,0.46,0.58,0.42,0.41,0.47,0.43,0.38,0.32,0.4,0.39,0.42,0.39,0.42,0.41,0.4,0.38,0.38,0.45,0.37,0.33,0.33,0.38,0.42,0.35,0.34,0.33,0.33,0.33,0.32,0.36,0.29,0.28,0.29,0.34,0.28,0.3,0.31,0.25,0.29,0.29,0.3,0.29,0.25,0.19,0.23,0.28,0.21,0.29,0.22,0.27,0.23,0.23,0.24,0.25,0.22,0.28,0.19,0.0,0.22,0.23,0.22,0.18,0.19,0.22,0.19,0.21,0.22,0.21,0.22,0.24,0.19,0.19,0.2,0.27,0.2,0.17,0.17,0.19,0.23,0.2,0.2,0.22,0.17,0.19,0.17,0.18,0.17,0.2,0.19,0.17,0.2,0.18,0.18,0.18,0.18,0.16,0.17,0.2,0.18,0.13,0.16,0.18,0.16,0.13,0.14,0.14,0.16,0.15,0.14,0.13,0.17,0.14,0.14,0.16,0.15,0.15,0.15,0.13,0.18,0.15,0.12,0.12,0.14,0.13,0.15,0.12,0.0,0.0,0.13,0.13,0.13,0.14,0.0,0.15,0.12,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.12,0.77,0.13,0.13,0.12,0.12,93.95
10/12/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53,3.36,2.76,1.64,2.07,1.82,1.29,1.57,1.39,1.48,1.16,1.24,1.18,1.33,1.38,1.33,1.12,0.98,1.17,0.95,0.99,0.86,0.85,1.01,1.16,0.86,0.82,0.82,0.86,0.91,0.82,0.73,0.73,0.87,0.71,0.79,0.71,0.7,0.63,0.72,0.67,0.59,0.62,0.61,0.43,0.6,0.56,0.6,0.51,0.53,0.58,0.53,0.53,0.59,0.5,0.48,0.51,0.46,0.46,0.58,0.39,0.41,0.47,0.43,0.38,0.32,0.4,0.39,0.42,0.38,0.43,0.4,0.41,0.38,0.37,0.44,0.37,0.33,0.33,0.38,0.42,0.36,0.33,0.32,0.33,0.33,0.32,0.36,0.29,0.28,0.29,0.34,0.28,0.3,0.32,0.24,0.28,0.28,0.3,0.28,0.25,0.19,0.23,0.29,0.21,0.3,0.22,0.26,0.22,0.23,0.24,0.24,0.21,0.29,0.19,0.0,0.22,0.23,0.23,0.18,0.19,0.21,0.19,0.21,0.22,0.2,0.22,0.24,0.19,0.19,0.21,0.28,0.19,0.16,0.17,0.19,0.21,0.2,0.2,0.22,0.17,0.2,0.17,0.18,0.17,0.2,0.18,0.17,0.21,0.17,0.18,0.17,0.18,0.16,0.17,0.19,0.18,0.13,0.16,0.17,0.16,0.13,0.14,0.13,0.15,0.15,0.14,0.14,0.17,0.14,0.14,0.16,0.15,0.15,0.15,0.13,0.18,0.15,0.12,0.13,0.14,0.13,0.15,0.13,0.0,0.0,0.12,0.12,0.12,0.14,0.12,0.14,0.12,0.14,0.13,0.13,0.13,0.13,0.0,0.0,0.12,0.77,0.13,0.12,0.12,0.0,93.61
10/13/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53,3.36,2.76,1.64,2.07,1.82,1.29,1.57,1.39,1.48,1.16,1.24,1.18,1.33,1.38,1.33,1.12,0.98,1.17,0.95,0.99,0.86,0.85,1.01,1.16,0.86,0.82,0.82,0.86,0.91,0.82,0.73,0.73,0.87,0.71,0.79,0.71,0.7,0.63,0.72,0.67,0.59,0.62,0.61,0.43,0.6,0.56,0.6,0.51,0.53,0.58,0.53,0.53,0.59,0.5,0.48,0.51,0.46,0.46,0.58,0.39,0.41,0.47,0.43,0.38,0.32,0.4,0.39,0.42,0.38,0.43,0.4,0.41,0.38,0.37,0.44,0.37,0.33,0.33,0.38,0.42,0.36,0.33,0.32,0.33,0.33,0.32,0.36,0.29,0.28,0.29,0.34,0.28,0.3,0.32,0.24,0.28,0.28,0.3,0.28,0.25,0.19,0.23,0.29,0.21,0.3,0.22,0.26,0.22,0.23,0.24,0.24,0.21,0.29,0.19,0.0,0.22,0.23,0.23,0.18,0.19,0.21,0.19,0.21,0.22,0.2,0.22,0.24,0.19,0.19,0.21,0.28,0.19,0.16,0.17,0.19,0.21,0.2,0.2,0.22,0.17,0.2,0.17,0.18,0.17,0.2,0.18,0.17,0.21,0.17,0.18,0.17,0.18,0.16,0.17,0.19,0.18,0.13,0.16,0.17,0.16,0.13,0.14,0.13,0.15,0.15,0.14,0.14,0.17,0.14,0.14,0.16,0.15,0.15,0.15,0.13,0.18,0.15,0.12,0.13,0.14,0.13,0.15,0.13,0.0,0.0,0.12,0.12,0.12,0.14,0.12,0.14,0.12,0.14,0.13,0.13,0.13,0.13,0.0,0.0,0.12,0.77,0.13,0.12,0.12,0.0,93.61
