,BIIB,ALL,CINF,ALLY,LH,BRK.B,CVS,PNC,BK,AFL,AGR,DGX,KR,PGR,EXC,ETR,CFG,DHI,SJM,ACGL,CE,PEG,SRE,GM,TSN,COF,LEN,FTV,CI,ED,PPL,VZ,F,VIAC,TMUS,MS,CNC,MU,HIG,GS,INTC,VICI,FE,HUM,CMCSA,BEN,DTE,ADM,GD,PFG,VTRS,XEL,AEE,AEP,KEY,LUMN,TRV,SO,STT,GIS,MET,EIX,T,BBY,CAG,CAH,C,URI,ES,MTB,TFC,HPE,PCG,TGT,DISCA,AVB,BXP,NUE,HCA,NOC,CERN,STX,WFC,EQR,NVR,ANTM,MKL,PFE,LDOS,MDLZ,DUK,FDX,WDC,WAB,PKG,EMN,LMT,FOXA,CB,STZ,FITB,JPM,CMS,GE,WEC,HPQ,LYB,PCAR,RF,CMI,HBAN,DLTR,EXPD,SYF,AJG,CARR,EOG,RSG,UNH,WMB,HSY,KMI,IP,LHX,MOH,NTRS,VTR,EMR,PEAK,OMC,RJF,JNJ,SWK,BAC,IBM,BDX,MMM,CSX,HRL,K,USB,VMC,PH,DOW,JBHT,FMC,CTVA,WY,CTSH,DFS,MAA,ALB,JCI,PRU,WM,GWW,US Dollar,DOV,PPG,OKE,COST,AVY,O,PEP,MDT,L,FIS,ETN,CBRE,AMP,CDW,J,KHC,TDY,NSC,NEE,MKC,ITW,HON,HAS,CVX,AVGO,AIG,MO,BAX,GLW,MAS,ON,DTM WI,DD,KMX,COP,VLO,WELL,TEL,DRI,D,MPC,ULTA,FCX,ZBH,MISXX,018000.KQ,Morgan Stanley Instl Lqudty Trs Instl,n/a,688101.SS,688001.SS,SLVM WI,EBAY,NEM,BIO,HOLX,CNP,LKQ,WBA,EVRG,TXT,WPC,LNT,XPO,ATVI,GILD,TTWO,APD,SSNC,BR,CSCO,CHD,DG,VRTX,AKAM,AMGN,PXD,DVN,UNP,BRO,RTX,SLB,AXP,GPC,HD,KDP,FAST,VFC,ACN,CAT,GPN,AME,KMB,FISV,CL,UPS,TSCO,BUWA.,KD WI,PEO.,ALS.,TRVC.,CHV.,PG4.,VMW,INCY,XOM,FLT,MRK,TFX,ROST,SUM
12/17/2021,0.28,0.75,0.9,0.81,0.0,0.89,0.74,0.36,0.76,0.93,0.0,0.93,0.56,0.93,0.76,0.72,0.71,1.07,0.0,0.97,0.89,0.53,0.68,1.01,0.89,0.77,1.05,0.92,0.86,0.76,0.35,0.82,0.98,0.65,0.44,0.0,0.19,1.02,0.83,0.0,0.81,0.0,0.55,0.38,0.47,0.96,0.69,0.73,0.51,0.56,0.63,0.53,0.52,0.7,0.74,0.0,0.86,0.51,0.56,0.54,0.49,0.82,0.6,0.69,0.64,0.0,0.79,0.0,0.52,0.71,0.53,0.92,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.36,0.0,0.74,0.0,0.59,0.37,0.89,0.63,0.48,0.52,0.51,0.0,0.71,0.37,0.0,0.18,0.49,0.31,0.92,0.0,0.72,0.5,0.51,0.0,0.51,0.96,0.8,0.74,0.0,0.67,0.34,0.98,0.0,0.65,0.0,0.37,0.75,0.19,0.19,0.0,0.18,0.66,0.42,0.33,0.0,0.0,0.0,0.34,0.35,0.33,0.37,0.34,0.7,0.54,0.14,0.17,0.5,0.61,0.36,0.34,0.33,0.2,0.56,0.81,0.4,0.0,0.77,0.0,0.55,0.0,0.0,0.0,0.0,0.86,0.0,0.21,0.0,0.18,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.19,0.17,0.0,0.0,0.0,0.63,0.0,0.41,0.0,0.0,0.19,0.0,0.0,0.58,0.0,0.86,0.16,0.0,0.72,0.0,0.0,0.0,0.97,0.39,0.54,0.0,0.0,0.4,0.16,0.34,0.36,0.18,0.0,0.29,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.86,0.88,0.87,0.74,0.8,0.66,0.72,0.53,0.54,0.51,0.48,0.38,0.51,0.37,0.39,0.38,0.36,0.36,0.39,0.36,0.39,0.37,0.33,0.18,0.2,0.21,0.2,0.16,0.17,0.16,0.18,0.21,0.17,0.2,0.19,0.19,0.17,0.13,0.19,0.17,0.16,0.17,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/20/2021,0.28,0.75,0.9,0.81,0.0,0.89,0.74,0.36,0.76,0.93,0.0,0.93,0.56,0.93,0.76,0.72,0.71,1.07,0.0,0.97,0.89,0.53,0.68,1.01,0.89,0.77,1.05,0.92,0.86,0.76,0.35,0.82,0.98,0.65,0.44,0.0,0.19,1.02,0.83,0.0,0.81,0.0,0.55,0.38,0.47,0.96,0.69,0.73,0.51,0.56,0.63,0.53,0.52,0.7,0.74,0.0,0.86,0.51,0.56,0.54,0.49,0.82,0.6,0.69,0.64,0.0,0.79,0.0,0.52,0.71,0.53,0.92,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.36,0.0,0.74,0.0,0.59,0.37,0.89,0.63,0.48,0.52,0.51,0.0,0.71,0.37,0.0,0.18,0.49,0.31,0.92,0.0,0.72,0.5,0.51,0.0,0.51,0.96,0.8,0.74,0.0,0.67,0.34,0.98,0.0,0.65,0.0,0.37,0.75,0.19,0.19,0.0,0.18,0.66,0.42,0.33,0.0,0.0,0.0,0.34,0.35,0.33,0.37,0.34,0.7,0.54,0.14,0.17,0.5,0.61,0.36,0.34,0.33,0.2,0.56,0.81,0.4,0.0,0.77,0.0,0.55,0.0,0.0,0.0,0.0,0.86,0.0,0.21,0.0,0.18,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.19,0.17,0.0,0.0,0.0,0.63,0.0,0.41,0.0,0.0,0.19,0.0,0.0,0.58,0.0,0.86,0.16,0.0,0.72,0.0,0.0,0.0,0.97,0.39,0.54,0.0,0.0,0.4,0.16,0.34,0.36,0.18,0.0,0.29,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.86,0.88,0.87,0.74,0.8,0.66,0.72,0.53,0.54,0.51,0.48,0.38,0.51,0.37,0.39,0.38,0.36,0.36,0.39,0.36,0.39,0.37,0.33,0.18,0.2,0.21,0.2,0.16,0.17,0.16,0.18,0.21,0.17,0.2,0.19,0.19,0.17,0.13,0.19,0.17,0.16,0.17,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/21/2021,0.29,0.76,0.84,0.77,0.0,0.92,0.81,0.34,0.76,0.93,0.0,1.0,0.55,0.95,0.75,0.75,0.66,1.04,0.0,0.96,0.9,0.52,0.68,0.89,0.92,0.76,0.96,0.88,0.93,0.79,0.36,0.84,0.95,0.64,0.47,0.0,0.22,1.0,0.82,0.0,0.81,0.0,0.56,0.4,0.43,0.95,0.71,0.74,0.51,0.55,0.65,0.53,0.53,0.73,0.71,0.0,0.89,0.54,0.54,0.56,0.49,0.82,0.6,0.64,0.7,0.0,0.72,0.0,0.54,0.67,0.48,0.9,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.43,0.0,0.7,0.0,0.59,0.41,0.87,0.69,0.45,0.56,0.53,0.0,0.69,0.35,0.0,0.2,0.5,0.31,0.93,0.0,0.68,0.48,0.53,0.0,0.54,0.91,0.8,0.72,0.0,0.64,0.33,0.97,0.0,0.65,0.0,0.34,0.71,0.19,0.21,0.0,0.18,0.64,0.41,0.32,0.0,0.0,0.0,0.33,0.36,0.34,0.36,0.35,0.71,0.51,0.15,0.17,0.5,0.6,0.4,0.34,0.32,0.2,0.54,0.8,0.39,0.0,0.75,0.0,0.57,0.0,0.0,0.0,0.0,0.85,0.0,0.21,0.0,0.18,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.18,0.17,0.0,0.0,0.0,0.66,0.0,0.41,0.0,0.0,0.19,0.0,0.0,0.56,0.0,0.84,0.18,0.0,0.68,0.0,0.0,0.0,0.96,0.37,0.5,0.0,0.0,0.39,0.15,0.36,0.34,0.18,0.0,0.28,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.78,0.93,0.83,0.9,0.75,0.75,0.71,0.73,0.53,0.55,0.53,0.45,0.39,0.51,0.39,0.4,0.39,0.36,0.38,0.4,0.36,0.4,0.38,0.36,0.17,0.18,0.21,0.2,0.16,0.16,0.16,0.18,0.2,0.17,0.2,0.18,0.21,0.17,0.13,0.19,0.17,0.16,0.18,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/22/2021,0.29,0.76,0.84,0.77,0.0,0.92,0.81,0.34,0.76,0.93,0.0,1.01,0.55,0.95,0.76,0.75,0.66,1.05,0.0,0.97,0.9,0.52,0.68,0.89,0.92,0.76,0.96,0.88,0.94,0.79,0.36,0.84,0.95,0.64,0.47,0.0,0.22,1.0,0.82,0.0,0.81,0.0,0.56,0.4,0.43,0.95,0.71,0.74,0.51,0.55,0.66,0.53,0.53,0.73,0.71,0.0,0.89,0.54,0.54,0.56,0.49,0.82,0.6,0.65,0.7,0.0,0.72,0.0,0.54,0.67,0.49,0.9,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.43,0.0,0.71,0.0,0.59,0.41,0.87,0.69,0.45,0.56,0.53,0.0,0.69,0.35,0.0,0.2,0.5,0.31,0.93,0.0,0.68,0.48,0.54,0.0,0.54,0.91,0.8,0.72,0.0,0.64,0.33,0.97,0.0,0.65,0.0,0.34,0.71,0.19,0.21,0.0,0.18,0.64,0.41,0.32,0.0,0.0,0.0,0.33,0.36,0.34,0.36,0.36,0.72,0.52,0.15,0.17,0.5,0.6,0.4,0.34,0.32,0.2,0.54,0.8,0.39,0.0,0.75,0.0,0.57,0.0,0.0,0.0,0.0,0.85,0.0,0.21,0.0,0.18,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.18,0.17,0.0,0.0,0.0,0.66,0.0,0.41,0.0,0.0,0.19,0.0,0.0,0.56,0.0,0.84,0.18,0.0,0.69,0.0,0.0,0.0,0.96,0.37,0.5,0.0,0.0,0.39,0.15,0.36,0.34,0.18,0.0,0.28,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.93,0.84,0.9,0.75,0.76,0.71,0.73,0.53,0.55,0.53,0.45,0.4,0.52,0.39,0.4,0.39,0.36,0.38,0.41,0.36,0.4,0.38,0.36,0.17,0.18,0.21,0.2,0.16,0.16,0.16,0.18,0.2,0.17,0.2,0.18,0.21,0.17,0.14,0.19,0.17,0.16,0.18,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
12/23/2021,0.29,0.76,0.83,0.76,0.0,0.92,0.82,0.34,0.75,0.92,0.0,1.02,0.57,0.97,0.76,0.76,0.65,1.04,0.0,0.96,0.89,0.53,0.7,0.89,0.93,0.74,0.98,0.87,0.94,0.8,0.37,0.85,0.95,0.63,0.47,0.0,0.22,1.0,0.81,0.0,0.8,0.0,0.57,0.4,0.44,0.93,0.72,0.74,0.51,0.52,0.65,0.54,0.54,0.74,0.71,0.0,0.87,0.55,0.54,0.57,0.48,0.84,0.62,0.63,0.7,0.0,0.72,0.0,0.55,0.67,0.48,0.9,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.44,0.0,0.7,0.0,0.59,0.41,0.86,0.72,0.44,0.56,0.54,0.0,0.68,0.35,0.0,0.19,0.49,0.31,0.92,0.0,0.67,0.47,0.54,0.0,0.55,0.91,0.8,0.72,0.0,0.64,0.32,0.98,0.0,0.63,0.0,0.34,0.72,0.19,0.21,0.0,0.19,0.63,0.4,0.32,0.0,0.0,0.0,0.33,0.36,0.34,0.36,0.36,0.7,0.51,0.15,0.17,0.5,0.6,0.41,0.35,0.32,0.2,0.53,0.8,0.39,0.0,0.73,0.0,0.56,0.0,0.0,0.0,0.0,0.83,0.0,0.21,0.0,0.18,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.18,0.17,0.0,0.0,0.0,0.66,0.0,0.41,0.0,0.0,0.19,0.0,0.0,0.57,0.0,0.83,0.18,0.0,0.68,0.0,0.0,0.0,0.96,0.36,0.51,0.0,0.0,0.39,0.15,0.37,0.34,0.17,0.0,0.28,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.93,0.84,0.9,0.76,0.76,0.72,0.74,0.52,0.55,0.54,0.45,0.4,0.52,0.4,0.4,0.39,0.36,0.38,0.41,0.36,0.41,0.38,0.36,0.17,0.18,0.21,0.2,0.16,0.16,0.16,0.18,0.2,0.17,0.2,0.17,0.2,0.17,0.13,0.19,0.18,0.16,0.18,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
12/24/2021,0.28,0.76,0.83,0.78,0.0,0.92,0.81,0.34,0.76,0.93,0.0,0.98,0.54,0.95,0.76,0.75,0.66,1.05,0.0,0.96,0.9,0.53,0.69,0.89,0.92,0.75,0.99,0.88,0.94,0.78,0.36,0.83,0.94,0.63,0.47,0.0,0.22,1.09,0.82,0.0,0.81,0.0,0.56,0.39,0.43,0.94,0.71,0.74,0.52,0.54,0.66,0.53,0.54,0.73,0.72,0.0,0.87,0.53,0.54,0.54,0.49,0.83,0.62,0.63,0.68,0.0,0.72,0.0,0.54,0.68,0.48,0.92,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.44,0.0,0.7,0.0,0.6,0.41,0.85,0.68,0.45,0.55,0.53,0.0,0.71,0.35,0.0,0.19,0.49,0.31,0.92,0.0,0.68,0.47,0.53,0.0,0.53,0.92,0.8,0.72,0.0,0.64,0.33,0.97,0.0,0.64,0.0,0.34,0.73,0.18,0.21,0.0,0.18,0.64,0.4,0.32,0.0,0.0,0.0,0.33,0.36,0.34,0.36,0.35,0.7,0.52,0.15,0.17,0.49,0.6,0.39,0.33,0.32,0.2,0.54,0.8,0.4,0.0,0.74,0.0,0.57,0.0,0.0,0.0,0.0,0.86,0.0,0.21,0.0,0.18,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.19,0.18,0.0,0.0,0.0,0.65,0.0,0.41,0.0,0.0,0.19,0.0,0.0,0.57,0.0,0.86,0.17,0.0,0.68,0.0,0.0,0.0,0.96,0.36,0.52,0.0,0.0,0.39,0.16,0.36,0.35,0.17,0.0,0.29,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.91,0.84,0.88,0.76,0.77,0.72,0.73,0.53,0.55,0.53,0.46,0.41,0.51,0.4,0.39,0.4,0.36,0.38,0.41,0.36,0.41,0.38,0.35,0.18,0.19,0.21,0.2,0.16,0.16,0.16,0.18,0.2,0.17,0.2,0.17,0.2,0.17,0.14,0.19,0.17,0.16,0.18,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/27/2021,0.28,0.0,0.83,0.79,0.0,0.91,0.81,0.34,0.76,0.93,0.0,0.97,0.53,0.94,0.0,0.75,0.67,1.05,0.0,0.96,0.9,0.52,0.69,0.91,0.91,0.76,1.01,0.89,0.95,0.78,0.36,0.82,0.96,0.65,0.46,0.0,0.22,1.12,0.82,0.0,0.81,0.0,0.56,0.4,0.44,0.95,0.71,0.74,0.51,0.0,0.68,0.52,0.53,0.72,0.71,0.0,0.86,0.53,0.54,0.54,0.49,0.82,0.62,0.63,0.66,0.0,0.0,0.0,0.54,0.68,0.49,0.93,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.44,0.0,0.7,0.0,0.59,0.41,0.85,0.67,0.45,0.55,0.52,0.0,0.73,0.35,0.0,0.19,0.5,0.31,0.93,0.0,0.68,0.47,0.52,0.0,0.53,0.93,0.81,0.74,0.0,0.64,0.33,0.97,0.0,0.64,0.0,0.34,0.75,0.19,0.21,0.0,0.18,0.63,0.4,0.32,0.0,0.0,0.0,0.33,0.35,0.34,0.36,0.35,0.7,0.52,0.16,0.17,0.49,0.61,0.39,0.33,0.32,0.2,0.55,0.81,0.4,0.0,0.74,0.0,0.57,0.0,0.0,0.0,0.0,0.87,0.0,0.21,0.0,0.18,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.18,0.18,0.0,0.0,0.0,0.65,0.0,0.41,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.87,0.17,0.0,0.68,0.0,0.0,0.0,0.97,0.33,0.52,0.0,0.0,0.39,0.16,0.36,0.34,0.18,0.0,0.29,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.79,0.92,0.84,0.87,0.75,0.77,0.72,0.72,0.54,0.55,0.52,0.47,0.41,0.51,0.39,0.39,0.4,0.36,0.39,0.41,0.35,0.42,0.37,0.35,0.18,0.19,0.21,0.2,0.16,0.16,0.16,0.18,0.2,0.17,0.2,0.17,0.21,0.18,0.14,0.19,0.17,0.16,0.18,0.19,0.18,0.0,0.0,0.76,0.76,0.72,0.57,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
12/28/2021,0.28,0.75,0.83,0.78,0.0,0.91,0.8,0.34,0.75,0.93,0.0,0.97,0.53,0.94,0.76,0.75,0.67,1.05,0.0,0.96,0.9,0.52,0.69,0.91,0.91,0.75,1.01,0.89,0.95,0.78,0.36,0.82,0.96,0.65,0.46,0.0,0.22,1.12,0.82,0.0,0.81,0.0,0.56,0.4,0.44,0.95,0.7,0.73,0.51,0.55,0.68,0.52,0.53,0.72,0.71,0.0,0.86,0.53,0.54,0.54,0.49,0.82,0.62,0.62,0.66,0.0,0.72,0.0,0.54,0.68,0.48,0.93,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.44,0.0,0.7,0.0,0.59,0.41,0.85,0.67,0.45,0.55,0.52,0.0,0.73,0.35,0.0,0.19,0.49,0.31,0.92,0.0,0.68,0.47,0.52,0.0,0.53,0.93,0.81,0.74,0.0,0.64,0.33,0.96,0.0,0.64,0.0,0.34,0.75,0.18,0.21,0.0,0.18,0.63,0.4,0.32,0.0,0.0,0.0,0.33,0.35,0.34,0.36,0.35,0.7,0.51,0.16,0.17,0.49,0.61,0.39,0.33,0.32,0.2,0.55,0.81,0.4,0.0,0.74,0.0,0.57,0.0,0.0,0.0,0.0,0.87,0.0,0.21,0.0,0.18,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.18,0.18,0.0,0.0,0.0,0.64,0.0,0.4,0.0,0.0,0.19,0.0,0.0,0.56,0.0,0.87,0.17,0.0,0.68,0.0,0.0,0.0,0.97,0.33,0.52,0.0,0.0,0.39,0.16,0.36,0.34,0.18,0.0,0.29,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.92,0.84,0.87,0.75,0.77,0.72,0.72,0.53,0.54,0.52,0.47,0.41,0.51,0.39,0.39,0.4,0.36,0.39,0.41,0.35,0.41,0.37,0.35,0.18,0.19,0.21,0.2,0.16,0.16,0.16,0.18,0.2,0.17,0.2,0.17,0.21,0.18,0.14,0.19,0.17,0.16,0.18,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9
12/29/2021,0.28,0.75,0.83,0.78,0.0,0.91,0.8,0.34,0.75,0.93,0.0,0.97,0.53,0.94,0.76,0.75,0.67,1.05,0.0,0.96,0.9,0.52,0.69,0.91,0.91,0.75,1.01,0.89,0.95,0.78,0.36,0.82,0.96,0.65,0.46,0.0,0.22,1.12,0.82,0.0,0.81,0.0,0.56,0.4,0.44,0.95,0.7,0.73,0.51,0.55,0.68,0.52,0.53,0.72,0.71,0.0,0.86,0.53,0.54,0.54,0.49,0.82,0.62,0.62,0.66,0.0,0.72,0.0,0.54,0.68,0.48,0.93,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.44,0.0,0.7,0.0,0.59,0.41,0.85,0.67,0.45,0.55,0.52,0.0,0.73,0.35,0.0,0.19,0.49,0.31,0.92,0.0,0.68,0.47,0.52,0.0,0.53,0.93,0.81,0.74,0.0,0.64,0.33,0.96,0.0,0.64,0.0,0.34,0.75,0.18,0.21,0.0,0.18,0.63,0.4,0.32,0.0,0.0,0.0,0.33,0.35,0.34,0.36,0.35,0.7,0.51,0.16,0.17,0.49,0.61,0.39,0.33,0.32,0.2,0.55,0.81,0.4,0.0,0.74,0.0,0.57,0.0,0.0,0.0,0.0,0.87,0.0,0.21,0.0,0.18,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.18,0.18,0.0,0.0,0.0,0.64,0.0,0.4,0.0,0.0,0.19,0.0,0.0,0.56,0.0,0.87,0.17,0.0,0.68,0.0,0.0,0.0,0.97,0.33,0.52,0.0,0.0,0.39,0.16,0.36,0.34,0.18,0.0,0.29,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.92,0.84,0.87,0.75,0.77,0.72,0.72,0.53,0.54,0.52,0.47,0.41,0.51,0.39,0.39,0.4,0.36,0.39,0.41,0.35,0.41,0.37,0.35,0.18,0.19,0.21,0.2,0.16,0.16,0.16,0.18,0.2,0.17,0.2,0.17,0.21,0.18,0.14,0.19,0.17,0.16,0.18,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9
12/30/2021,0.28,0.76,0.83,0.78,0.0,0.9,0.8,0.34,0.75,0.93,0.0,0.97,0.53,0.95,0.75,0.74,0.67,1.05,0.0,0.96,0.9,0.52,0.68,0.91,0.91,0.75,1.01,0.89,0.95,0.77,0.35,0.81,0.98,0.63,0.45,0.0,0.22,1.11,0.82,0.0,0.81,0.0,0.55,0.4,0.44,0.95,0.7,0.73,0.51,0.55,0.67,0.52,0.53,0.71,0.71,0.0,0.85,0.53,0.54,0.54,0.49,0.81,0.61,0.62,0.66,0.0,0.72,0.0,0.53,0.68,0.48,0.93,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.44,0.0,0.7,0.0,0.59,0.41,0.85,0.67,0.44,0.55,0.51,0.0,0.73,0.35,0.0,0.19,0.49,0.31,0.93,0.0,0.69,0.47,0.52,0.0,0.52,0.93,0.81,0.74,0.0,0.64,0.33,0.96,0.0,0.63,0.0,0.34,0.77,0.19,0.21,0.0,0.18,0.63,0.4,0.32,0.0,0.0,0.0,0.33,0.35,0.33,0.36,0.35,0.7,0.51,0.16,0.17,0.49,0.61,0.39,0.33,0.32,0.2,0.55,0.81,0.4,0.0,0.74,0.0,0.58,0.0,0.0,0.0,0.0,0.86,0.0,0.21,0.0,0.19,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.19,0.18,0.0,0.0,0.0,0.64,0.0,0.41,0.0,0.0,0.19,0.0,0.0,0.57,0.0,0.86,0.17,0.0,0.68,0.0,0.0,0.0,0.98,0.33,0.52,0.0,0.0,0.39,0.16,0.35,0.34,0.18,0.0,0.29,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.92,0.85,0.87,0.75,0.78,0.72,0.72,0.54,0.55,0.52,0.47,0.41,0.51,0.39,0.39,0.39,0.37,0.39,0.4,0.35,0.41,0.38,0.35,0.18,0.2,0.2,0.2,0.16,0.16,0.16,0.18,0.2,0.17,0.2,0.17,0.21,0.17,0.14,0.19,0.17,0.16,0.18,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/31/2021,0.28,0.76,0.83,0.78,0.0,0.91,0.8,0.34,0.75,0.93,0.0,0.97,0.53,0.95,0.76,0.75,0.67,1.05,0.0,0.96,0.91,0.52,0.69,0.9,0.91,0.75,1.01,0.89,0.95,0.77,0.35,0.81,0.97,0.63,0.45,0.0,0.22,1.08,0.82,0.0,0.8,0.0,0.56,0.4,0.44,0.95,0.7,0.74,0.51,0.54,0.67,0.52,0.53,0.72,0.71,0.0,0.86,0.53,0.54,0.54,0.49,0.81,0.61,0.62,0.66,0.0,0.72,0.0,0.53,0.68,0.48,0.93,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.44,0.0,0.69,0.0,0.59,0.41,0.85,0.65,0.44,0.55,0.52,0.0,0.74,0.35,0.0,0.19,0.5,0.31,0.92,0.0,0.68,0.47,0.52,0.0,0.53,0.92,0.82,0.74,0.0,0.64,0.33,0.96,0.0,0.63,0.0,0.34,0.76,0.19,0.21,0.0,0.18,0.63,0.4,0.32,0.0,0.0,0.0,0.33,0.36,0.34,0.37,0.35,0.7,0.51,0.16,0.16,0.49,0.61,0.39,0.33,0.32,0.2,0.55,0.81,0.4,0.0,0.75,0.0,0.58,0.0,0.0,0.0,0.0,0.86,0.0,0.21,0.0,0.19,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.18,0.18,0.0,0.0,0.0,0.65,0.0,0.41,0.0,0.0,0.19,0.0,0.0,0.57,0.0,0.86,0.17,0.0,0.68,0.0,0.0,0.0,0.98,0.33,0.52,0.0,0.0,0.39,0.16,0.35,0.35,0.18,0.0,0.29,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.92,0.83,0.84,0.75,0.77,0.72,0.73,0.54,0.55,0.52,0.47,0.42,0.51,0.39,0.39,0.4,0.37,0.39,0.4,0.36,0.41,0.38,0.35,0.18,0.2,0.21,0.2,0.16,0.16,0.16,0.18,0.2,0.17,0.2,0.17,0.21,0.17,0.14,0.19,0.17,0.16,0.18,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
