,NESN.SW,ASML.AS,ROG.SW,MC.PA,AZN.L,ULVR.L,1299.HK,NOVO B.CO,6758.T,DGE.L,OR.PA,6861.T,SAP.DE,CSL.AX,388.HK,ADS.DE,6098.T,7974.T,KER.PA,8035.T,RITN.,4063.T,SU.PA,LONN.SW,REL.L,6594.T,IFX.DE,7741.T,DSV.CO,WES.AX,ADYEN.AS,6367.T,SAF.PA,6954.T,SIKA.SW,6981.T,RMS.PA,RI.PA,PRX.AS,PHIA.AS,9983.T,GIVN.SW,GLEN.L,INVE B.ST,RKT.L,D05.SI,AI.PA,ATCO A.ST,VWS.CO,MQG.AX,STLA.MI,CPG.L,AIR.PA,ITX.MC,ERIC B.ST,BHP.AX,DAI.DE,EXPN.L,LSEG.L,WOW.AX,PGHN.SW,VOLV B.ST,6273.T,AHT.L,DB1.DE,DSY.PA,CLNX.MC,DSM.AS,2413.T,CAP.PA,FERG.L,ASSA B.ST,6902.T,TCL.AX,4661.T,9984.T,4911.T,HEXA B.ST,SAND.ST,EVO.ST,GEBN.SW,GMAB.CO,WKL.AS,4543.T,GMG.AX,4519.T,RACE.MI,STM.PA,MRK.DE,DTE.DE,TEP.PA,669.HK,AKZA.AS,4568.T,7733.T,WLN.PA,DHER.DE,6301.T,4523.T,KRZ.IR,LOGN.SW,SOON.SW,DWNI.DE,ESSITY B.ST,ATCOB.ST,ZAL.DE,DG.PA,6501.T,COLO B.CO,6869.T,LR.PA,SY1.DE,ALL.AX,EL.PA,6502.T,7309.T,APT.AX,KNIN.SW,KNEBV.HE,ALC.SW,8267.T,6857.T,HM B.ST,COL.AX,UCG.MI,HFG.DE,CNHI.MI,SHL.DE,STMN.SW,NCM.AX,KRX.IR,ERF.PA,HEIA.AS,FLTR.L,8113.T,NZYM B.CO,ASM.AS,AMS.MC,NICE.TA,6762.T,HLMA.L,9843.T,CRDA.L,SRT3.,EDEN.PA,NXT.L,6920.T,JHX.AX,4452.T,EPI A.ST,ENT.L,NIBE B.ST,PNDORA.CO,DIM.PA,ORSTED.CO,7832.T,SPX.L,SWMA.ST,MONC.MI,BXB.AX,RTO.L,4684.T,ALO.PA,RO.SW,NESTE.HE,CHKP,XRO.AX,MTX.DE,6723.T,MUV2.DE,6506.T,UMI.BR,PUM.DE,RR.L,8001.T,IHG.L,BEI.DE,SCHP.SW,6701.T,8058.T,FPH.NZ,ITRK.L,CCEP,SHL.AX,LEG.DE,ABF.L,27.HK,ALFA.ST,STJ.L,HO.PA,4307.T,8697.T,BNZL.L,BRBY.L,COH.AX,HEIO.AS,MAERSK B.CO,GN.CO,SAMPO.HE,QGEN,DSYA.,TEMN.SW,6586.T,3659.T,6479.T,KESKOB.HE,S32.AX,EUR,CHF,603613.SS,EQT.ST,SCA B.ST,MRO.L,KINV B.ST,7701.T,4689.T,9735.T,CFR.SW,SINCH.ST,9962.T,EOAN.DE,9613.T,2801.T,6645.T,SE,SUM
08/13/2021,4.0,3.72,3.12,2.56,1.96,1.68,1.63,1.93,1.42,1.31,1.32,1.25,1.11,1.11,0.88,0.77,0.81,0.58,0.78,0.71,0.74,0.64,0.69,0.65,0.64,0.58,0.61,0.65,0.55,0.6,0.62,0.63,0.49,0.48,0.57,0.54,0.55,0.52,0.5,0.46,0.44,0.51,0.51,0.51,0.41,0.47,0.46,0.52,0.44,0.45,0.48,0.42,0.45,0.41,0.38,0.44,0.42,0.44,0.4,0.42,0.45,0.37,0.4,0.39,0.36,0.0,0.39,0.4,0.32,0.4,0.35,0.36,0.34,0.31,0.31,0.31,0.31,0.37,0.32,0.31,0.35,0.33,0.34,0.29,0.33,0.28,0.31,0.33,0.32,0.27,0.28,0.29,0.26,0.24,0.28,0.24,0.26,0.24,0.22,0.26,0.21,0.24,0.24,0.22,0.26,0.26,0.22,0.21,0.24,0.21,0.22,0.21,0.2,0.21,0.2,0.23,0.24,0.2,0.21,0.2,0.2,0.21,0.17,0.2,0.19,0.18,0.2,0.21,0.21,0.17,0.19,0.2,0.16,0.18,0.2,0.18,0.2,0.16,0.19,0.16,0.17,0.17,0.19,0.19,0.16,0.16,0.17,0.18,0.17,0.17,0.18,0.19,0.14,0.18,0.16,0.15,0.17,0.16,0.16,0.14,0.16,0.14,0.13,0.16,0.14,0.16,0.16,0.14,0.15,0.16,0.14,0.15,0.15,0.14,0.14,0.13,0.14,0.15,0.13,0.14,0.15,0.0,0.14,0.15,0.13,0.0,0.0,0.15,0.14,0.0,0.14,0.14,0.14,0.14,0.14,0.0,0.13,0.13,0.14,0.14,0.42,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.47
08/16/2021,3.97,3.69,3.12,2.6,1.99,1.68,1.59,1.96,1.41,1.31,1.34,1.26,1.12,1.09,0.85,0.78,0.79,0.6,0.78,0.68,0.73,0.65,0.7,0.65,0.65,0.59,0.6,0.65,0.56,0.6,0.61,0.65,0.49,0.48,0.57,0.53,0.56,0.51,0.5,0.45,0.45,0.51,0.53,0.51,0.4,0.47,0.46,0.53,0.42,0.46,0.49,0.41,0.45,0.43,0.38,0.45,0.43,0.44,0.4,0.42,0.44,0.37,0.42,0.39,0.37,0.0,0.39,0.4,0.32,0.4,0.36,0.37,0.34,0.3,0.32,0.3,0.31,0.37,0.33,0.3,0.35,0.34,0.34,0.28,0.31,0.28,0.32,0.33,0.33,0.28,0.28,0.32,0.27,0.26,0.27,0.24,0.24,0.25,0.22,0.26,0.21,0.24,0.24,0.22,0.26,0.26,0.22,0.22,0.24,0.2,0.22,0.21,0.2,0.21,0.19,0.24,0.23,0.21,0.2,0.2,0.2,0.2,0.17,0.2,0.19,0.18,0.2,0.21,0.21,0.17,0.19,0.2,0.16,0.18,0.19,0.18,0.19,0.16,0.19,0.16,0.17,0.18,0.19,0.19,0.16,0.17,0.16,0.18,0.16,0.17,0.18,0.2,0.14,0.18,0.16,0.15,0.18,0.16,0.16,0.14,0.16,0.14,0.13,0.16,0.14,0.15,0.15,0.14,0.15,0.16,0.14,0.16,0.15,0.14,0.14,0.13,0.14,0.15,0.13,0.15,0.14,0.13,0.14,0.15,0.13,0.0,0.0,0.15,0.14,0.0,0.13,0.14,0.14,0.13,0.13,0.0,0.13,0.0,0.14,0.13,0.42,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.52
08/17/2021,4.0,3.66,3.13,2.58,2.01,1.68,1.6,1.96,1.42,1.31,1.33,1.27,1.12,1.11,0.85,0.8,0.87,0.59,0.78,0.67,0.73,0.64,0.7,0.65,0.65,0.58,0.59,0.65,0.56,0.61,0.61,0.65,0.49,0.47,0.57,0.53,0.56,0.51,0.49,0.45,0.45,0.52,0.52,0.51,0.4,0.46,0.46,0.52,0.43,0.46,0.5,0.41,0.44,0.43,0.38,0.45,0.42,0.44,0.4,0.42,0.44,0.37,0.41,0.39,0.37,0.0,0.39,0.4,0.32,0.4,0.36,0.37,0.34,0.3,0.32,0.3,0.31,0.37,0.33,0.31,0.35,0.34,0.34,0.28,0.31,0.28,0.32,0.33,0.33,0.28,0.28,0.33,0.27,0.26,0.26,0.24,0.24,0.25,0.22,0.26,0.21,0.24,0.24,0.22,0.26,0.26,0.22,0.22,0.24,0.2,0.22,0.21,0.2,0.22,0.18,0.24,0.23,0.21,0.2,0.2,0.2,0.19,0.17,0.2,0.19,0.18,0.2,0.21,0.21,0.17,0.19,0.2,0.16,0.18,0.2,0.18,0.19,0.16,0.19,0.15,0.17,0.18,0.19,0.18,0.16,0.17,0.16,0.19,0.17,0.17,0.18,0.19,0.14,0.17,0.16,0.15,0.18,0.16,0.16,0.14,0.16,0.14,0.13,0.16,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.16,0.15,0.14,0.14,0.13,0.14,0.15,0.0,0.15,0.14,0.13,0.14,0.15,0.13,0.0,0.0,0.15,0.14,0.0,0.13,0.14,0.14,0.13,0.14,0.0,0.13,0.0,0.14,0.13,0.41,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.57
08/18/2021,4.0,3.66,3.13,2.58,2.0,1.68,1.6,1.96,1.42,1.31,1.33,1.27,1.12,1.11,0.85,0.8,0.87,0.59,0.78,0.67,0.73,0.64,0.7,0.65,0.65,0.58,0.59,0.65,0.56,0.61,0.61,0.65,0.49,0.47,0.57,0.53,0.56,0.51,0.49,0.45,0.45,0.52,0.52,0.51,0.4,0.46,0.46,0.52,0.43,0.46,0.5,0.41,0.44,0.43,0.38,0.45,0.42,0.44,0.4,0.42,0.44,0.37,0.41,0.39,0.37,0.0,0.39,0.4,0.32,0.4,0.36,0.37,0.34,0.3,0.32,0.3,0.31,0.37,0.33,0.31,0.35,0.34,0.34,0.28,0.31,0.28,0.32,0.33,0.33,0.28,0.28,0.33,0.27,0.26,0.26,0.24,0.24,0.25,0.22,0.26,0.21,0.24,0.24,0.22,0.26,0.26,0.22,0.22,0.24,0.2,0.22,0.21,0.2,0.22,0.18,0.24,0.23,0.21,0.2,0.2,0.2,0.19,0.17,0.2,0.19,0.18,0.2,0.21,0.21,0.17,0.19,0.2,0.16,0.18,0.2,0.18,0.19,0.16,0.19,0.15,0.17,0.18,0.19,0.18,0.16,0.17,0.16,0.19,0.17,0.17,0.18,0.19,0.14,0.17,0.16,0.15,0.18,0.16,0.16,0.14,0.16,0.14,0.13,0.16,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.16,0.15,0.14,0.14,0.13,0.14,0.15,0.12,0.15,0.14,0.13,0.14,0.15,0.13,0.0,0.0,0.15,0.14,0.0,0.13,0.14,0.14,0.13,0.14,0.0,0.13,0.0,0.14,0.13,0.41,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.56
08/19/2021,4.05,3.67,3.17,2.54,2.03,1.68,1.63,1.98,1.41,1.31,1.32,1.25,1.12,1.11,0.83,0.79,0.84,0.6,0.74,0.68,0.72,0.64,0.71,0.66,0.65,0.56,0.59,0.65,0.57,0.61,0.61,0.66,0.48,0.46,0.57,0.52,0.55,0.51,0.47,0.45,0.44,0.52,0.51,0.49,0.4,0.46,0.46,0.52,0.43,0.46,0.49,0.41,0.44,0.42,0.37,0.44,0.42,0.45,0.4,0.43,0.45,0.37,0.41,0.39,0.37,0.0,0.39,0.4,0.31,0.4,0.36,0.37,0.34,0.31,0.32,0.29,0.3,0.37,0.32,0.3,0.35,0.34,0.34,0.29,0.31,0.28,0.32,0.33,0.33,0.29,0.28,0.34,0.27,0.27,0.26,0.24,0.24,0.25,0.22,0.26,0.21,0.24,0.24,0.22,0.26,0.26,0.22,0.22,0.24,0.2,0.22,0.21,0.2,0.21,0.18,0.23,0.23,0.21,0.2,0.2,0.2,0.19,0.16,0.2,0.19,0.18,0.2,0.21,0.21,0.17,0.19,0.2,0.16,0.18,0.19,0.18,0.19,0.16,0.19,0.15,0.17,0.18,0.2,0.19,0.16,0.16,0.16,0.19,0.16,0.17,0.17,0.19,0.14,0.18,0.16,0.15,0.18,0.16,0.16,0.14,0.16,0.14,0.13,0.16,0.14,0.15,0.16,0.14,0.15,0.16,0.13,0.16,0.15,0.14,0.14,0.13,0.14,0.15,0.13,0.15,0.14,0.13,0.14,0.16,0.13,0.0,0.0,0.15,0.14,0.0,0.13,0.14,0.14,0.13,0.14,0.0,0.13,0.0,0.14,0.13,0.41,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.43999999999998
08/20/2021,4.1,3.65,3.18,2.51,2.04,1.68,1.68,2.01,1.38,1.3,1.32,1.24,1.13,1.1,0.81,0.78,0.83,0.59,0.73,0.68,0.7,0.64,0.71,0.68,0.65,0.56,0.58,0.65,0.58,0.6,0.62,0.66,0.48,0.46,0.57,0.52,0.55,0.51,0.86,0.45,0.44,0.52,0.5,0.5,0.4,0.45,0.46,0.51,0.42,0.46,0.47,0.41,0.44,0.42,0.37,0.43,0.41,0.45,0.4,0.42,0.45,0.36,0.4,0.39,0.37,0.0,0.4,0.4,0.3,0.4,0.35,0.37,0.34,0.3,0.32,0.29,0.29,0.37,0.32,0.3,0.35,0.34,0.34,0.29,0.3,0.28,0.31,0.32,0.34,0.29,0.28,0.34,0.26,0.27,0.26,0.23,0.24,0.24,0.22,0.26,0.21,0.24,0.24,0.22,0.25,0.26,0.22,0.22,0.24,0.2,0.22,0.21,0.2,0.21,0.19,0.23,0.23,0.22,0.2,0.2,0.2,0.18,0.16,0.2,0.19,0.19,0.19,0.21,0.22,0.17,0.2,0.2,0.16,0.18,0.19,0.18,0.19,0.15,0.19,0.15,0.17,0.18,0.19,0.19,0.16,0.16,0.15,0.18,0.16,0.16,0.17,0.19,0.15,0.18,0.16,0.15,0.18,0.16,0.15,0.14,0.16,0.14,0.13,0.16,0.14,0.15,0.15,0.14,0.14,0.16,0.13,0.15,0.15,0.14,0.14,0.13,0.14,0.15,0.0,0.15,0.15,0.13,0.13,0.15,0.13,0.0,0.0,0.15,0.13,0.0,0.13,0.13,0.14,0.13,0.13,0.0,0.13,0.0,0.14,0.13,0.41,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.14,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.55
08/23/2021,4.13,3.69,3.23,2.25,2.09,1.67,1.72,2.05,1.38,1.29,1.3,1.25,1.13,1.12,0.82,0.76,0.85,0.6,0.65,0.66,0.64,0.64,0.71,0.69,0.65,0.56,0.58,0.65,0.58,0.61,0.66,0.66,0.47,0.46,0.57,0.53,0.51,0.49,0.85,0.46,0.44,0.52,0.48,0.48,0.4,0.45,0.48,0.5,0.45,0.46,0.47,0.4,0.43,0.42,0.37,0.37,0.39,0.45,0.4,0.43,0.45,0.35,0.4,0.39,0.38,0.0,0.41,0.41,0.32,0.4,0.35,0.36,0.33,0.31,0.32,0.29,0.28,0.37,0.31,0.3,0.34,0.35,0.34,0.3,0.3,0.3,0.31,0.32,0.35,0.29,0.28,0.33,0.26,0.28,0.27,0.24,0.24,0.24,0.22,0.26,0.2,0.24,0.24,0.22,0.25,0.26,0.22,0.21,0.24,0.2,0.22,0.21,0.2,0.21,0.19,0.23,0.23,0.22,0.2,0.23,0.2,0.18,0.16,0.2,0.19,0.21,0.19,0.21,0.22,0.17,0.19,0.21,0.16,0.18,0.2,0.18,0.19,0.15,0.19,0.15,0.17,0.18,0.2,0.19,0.16,0.16,0.15,0.19,0.17,0.16,0.17,0.21,0.14,0.18,0.17,0.15,0.18,0.16,0.14,0.15,0.17,0.14,0.14,0.16,0.14,0.16,0.16,0.14,0.14,0.17,0.13,0.15,0.15,0.14,0.14,0.13,0.14,0.15,0.0,0.15,0.15,0.13,0.13,0.16,0.13,0.0,0.0,0.14,0.13,0.0,0.14,0.14,0.14,0.0,0.14,0.0,0.13,0.0,0.14,0.14,0.42,0.12,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.53
08/24/2021,4.14,3.73,3.19,2.28,2.08,1.68,1.68,2.08,1.38,1.27,1.31,1.24,1.13,1.12,0.79,0.76,0.85,0.61,0.65,0.66,0.64,0.64,0.71,0.7,0.65,0.56,0.59,0.64,0.58,0.6,0.69,0.66,0.47,0.45,0.57,0.52,0.52,0.49,0.85,0.46,0.43,0.53,0.48,0.49,0.4,0.45,0.47,0.52,0.45,0.46,0.46,0.41,0.43,0.43,0.37,0.37,0.4,0.45,0.4,0.43,0.45,0.35,0.39,0.38,0.38,0.0,0.41,0.41,0.32,0.4,0.35,0.35,0.3,0.31,0.32,0.28,0.28,0.37,0.31,0.3,0.35,0.35,0.34,0.3,0.31,0.3,0.3,0.33,0.35,0.29,0.28,0.32,0.26,0.29,0.27,0.23,0.24,0.23,0.22,0.27,0.21,0.24,0.24,0.22,0.25,0.27,0.22,0.21,0.24,0.2,0.22,0.21,0.2,0.21,0.19,0.23,0.23,0.21,0.2,0.23,0.2,0.18,0.16,0.2,0.19,0.21,0.18,0.21,0.22,0.16,0.2,0.21,0.16,0.18,0.2,0.18,0.2,0.15,0.19,0.15,0.18,0.18,0.2,0.2,0.16,0.16,0.15,0.19,0.17,0.16,0.17,0.22,0.14,0.19,0.18,0.15,0.18,0.17,0.14,0.15,0.17,0.14,0.13,0.16,0.14,0.16,0.16,0.14,0.14,0.17,0.13,0.15,0.15,0.14,0.14,0.0,0.14,0.15,0.0,0.14,0.15,0.13,0.13,0.16,0.13,0.0,0.0,0.14,0.13,0.0,0.14,0.14,0.14,0.0,0.13,0.0,0.13,0.0,0.15,0.14,0.42,0.12,0.13,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.55999999999999
08/25/2021,4.14,3.73,3.19,2.28,2.08,1.68,1.68,2.08,1.38,1.27,1.31,1.24,1.13,1.12,0.79,0.76,0.85,0.61,0.65,0.66,0.0,0.64,0.71,0.7,0.65,0.56,0.59,0.64,0.58,0.6,0.69,0.66,0.47,0.45,0.57,0.52,0.52,0.49,0.85,0.46,0.43,0.53,0.48,0.49,0.4,0.45,0.47,0.52,0.45,0.46,0.46,0.41,0.43,0.43,0.37,0.37,0.4,0.45,0.4,0.43,0.45,0.35,0.39,0.38,0.38,0.42,0.41,0.41,0.32,0.4,0.35,0.35,0.3,0.31,0.32,0.28,0.28,0.37,0.31,0.3,0.35,0.35,0.34,0.3,0.31,0.3,0.3,0.33,0.35,0.29,0.28,0.32,0.26,0.29,0.27,0.23,0.24,0.23,0.22,0.27,0.21,0.24,0.24,0.22,0.25,0.27,0.22,0.21,0.24,0.2,0.22,0.21,0.2,0.21,0.19,0.23,0.23,0.21,0.2,0.23,0.2,0.18,0.16,0.2,0.19,0.21,0.18,0.21,0.22,0.16,0.2,0.21,0.16,0.18,0.2,0.18,0.2,0.15,0.19,0.15,0.18,0.18,0.2,0.2,0.16,0.16,0.15,0.19,0.17,0.16,0.17,0.22,0.14,0.19,0.18,0.15,0.18,0.17,0.14,0.15,0.17,0.14,0.13,0.16,0.14,0.16,0.16,0.14,0.14,0.17,0.13,0.15,0.15,0.14,0.14,0.0,0.14,0.15,0.0,0.14,0.15,0.13,0.13,0.16,0.13,0.0,0.0,0.14,0.13,0.0,0.14,0.14,0.14,0.0,0.13,0.0,0.13,0.0,0.15,0.14,0.0,0.12,0.13,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.12,0.12,0.12,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.55999999999999
08/26/2021,4.09,3.77,3.16,2.31,2.04,1.66,1.66,2.05,1.41,1.26,1.3,1.28,1.13,1.12,0.83,0.76,0.87,0.6,0.66,0.67,0.0,0.65,0.7,0.7,0.64,0.55,0.59,0.65,0.58,0.6,0.7,0.67,0.47,0.45,0.57,0.53,0.53,0.49,0.84,0.46,0.43,0.53,0.49,0.49,0.4,0.45,0.47,0.52,0.45,0.46,0.46,0.4,0.43,0.43,0.37,0.37,0.39,0.45,0.4,0.43,0.45,0.36,0.4,0.38,0.38,0.42,0.41,0.41,0.32,0.4,0.35,0.36,0.32,0.31,0.32,0.27,0.28,0.37,0.31,0.31,0.35,0.35,0.34,0.3,0.31,0.29,0.3,0.33,0.34,0.29,0.28,0.33,0.26,0.29,0.28,0.23,0.24,0.23,0.22,0.26,0.21,0.24,0.24,0.22,0.25,0.27,0.22,0.21,0.23,0.2,0.22,0.21,0.21,0.21,0.19,0.23,0.23,0.22,0.2,0.23,0.21,0.18,0.17,0.2,0.19,0.2,0.18,0.21,0.22,0.16,0.19,0.21,0.16,0.17,0.2,0.18,0.2,0.15,0.19,0.15,0.17,0.17,0.2,0.2,0.16,0.16,0.15,0.19,0.17,0.16,0.17,0.22,0.14,0.19,0.17,0.15,0.18,0.17,0.14,0.15,0.16,0.15,0.13,0.16,0.14,0.16,0.16,0.14,0.14,0.17,0.13,0.15,0.15,0.15,0.14,0.0,0.14,0.15,0.0,0.14,0.15,0.13,0.13,0.15,0.13,0.0,0.0,0.14,0.13,0.0,0.14,0.14,0.14,0.0,0.13,0.0,0.13,0.0,0.14,0.14,0.0,0.0,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.13,0.0,0.0,0.12,0.12,0.12,0.66,0.12,0.0,0.0,0.0,0.0,0.0,0.0,83.6
08/27/2021,4.07,3.75,3.14,2.26,2.01,1.64,1.65,1.99,1.45,1.26,1.29,1.3,1.12,1.13,0.82,0.76,0.88,0.6,0.66,0.68,0.0,0.65,0.7,0.7,0.64,0.56,0.6,0.65,0.57,0.59,0.72,0.67,0.47,0.46,0.57,0.53,0.52,0.49,0.86,0.46,0.43,0.52,0.5,0.48,0.39,0.45,0.47,0.52,0.46,0.46,0.46,0.41,0.44,0.42,0.38,0.37,0.4,0.45,0.4,0.42,0.45,0.36,0.4,0.38,0.37,0.42,0.4,0.41,0.33,0.4,0.35,0.36,0.32,0.31,0.33,0.27,0.28,0.37,0.31,0.31,0.34,0.34,0.34,0.3,0.31,0.29,0.3,0.33,0.34,0.28,0.28,0.33,0.26,0.29,0.27,0.23,0.26,0.24,0.22,0.26,0.21,0.24,0.23,0.22,0.25,0.27,0.22,0.21,0.23,0.21,0.22,0.21,0.21,0.21,0.19,0.24,0.24,0.22,0.2,0.23,0.2,0.18,0.17,0.2,0.19,0.21,0.19,0.21,0.21,0.17,0.19,0.21,0.16,0.18,0.2,0.18,0.2,0.15,0.2,0.15,0.17,0.17,0.2,0.2,0.16,0.16,0.16,0.19,0.17,0.16,0.17,0.22,0.14,0.19,0.17,0.15,0.18,0.17,0.14,0.15,0.16,0.15,0.13,0.16,0.14,0.16,0.16,0.14,0.15,0.16,0.13,0.15,0.15,0.15,0.14,0.13,0.14,0.15,0.0,0.14,0.15,0.13,0.13,0.15,0.13,0.0,0.0,0.14,0.13,0.0,0.14,0.14,0.14,0.0,0.13,0.12,0.0,0.0,0.14,0.14,0.0,0.0,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.12,0.0,0.66,0.0,0.13,0.12,0.0,0.0,0.0,0.0,83.53
08/30/2021,4.05,3.79,3.12,2.26,2.03,1.64,1.63,2.0,1.44,1.25,1.3,1.28,1.12,1.13,0.82,0.76,0.86,0.6,0.66,0.69,0.0,0.64,0.7,0.7,0.64,0.56,0.61,0.66,0.57,0.59,0.69,0.68,0.48,0.46,0.57,0.52,0.51,0.49,0.87,0.45,0.43,0.52,0.5,0.48,0.39,0.46,0.47,0.51,0.46,0.46,0.46,0.41,0.44,0.41,0.39,0.37,0.4,0.45,0.4,0.42,0.45,0.36,0.4,0.38,0.37,0.42,0.4,0.41,0.33,0.4,0.35,0.36,0.33,0.31,0.33,0.28,0.28,0.37,0.32,0.32,0.34,0.35,0.34,0.3,0.3,0.29,0.3,0.33,0.34,0.28,0.29,0.33,0.26,0.29,0.27,0.23,0.25,0.23,0.22,0.26,0.2,0.24,0.24,0.22,0.25,0.27,0.22,0.21,0.23,0.21,0.22,0.21,0.21,0.21,0.2,0.24,0.23,0.21,0.21,0.23,0.2,0.19,0.16,0.19,0.19,0.21,0.19,0.21,0.22,0.16,0.19,0.21,0.16,0.18,0.19,0.19,0.2,0.15,0.2,0.15,0.17,0.17,0.19,0.19,0.16,0.16,0.17,0.19,0.16,0.16,0.17,0.22,0.13,0.19,0.17,0.15,0.18,0.16,0.14,0.14,0.16,0.15,0.13,0.16,0.14,0.16,0.16,0.14,0.14,0.16,0.13,0.15,0.15,0.15,0.14,0.13,0.14,0.15,0.0,0.15,0.14,0.13,0.13,0.16,0.13,0.0,0.0,0.14,0.13,0.12,0.15,0.14,0.14,0.0,0.0,0.0,0.13,0.0,0.14,0.14,0.0,0.12,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.12,0.66,0.0,0.0,0.0,0.13,0.0,0.0,0.0,83.44999999999999
08/31/2021,4.08,3.86,3.13,2.27,2.02,1.62,1.64,1.96,1.43,1.25,1.3,1.27,1.12,1.15,0.82,0.76,0.87,0.59,0.66,0.69,0.0,0.63,0.7,0.71,0.64,0.56,0.62,0.65,0.58,0.57,0.71,0.67,0.48,0.45,0.57,0.52,0.51,0.49,0.88,0.45,0.43,0.52,0.51,0.48,0.39,0.45,0.47,0.52,0.45,0.46,0.46,0.41,0.44,0.41,0.39,0.37,0.4,0.45,0.4,0.42,0.45,0.36,0.4,0.39,0.37,0.42,0.41,0.41,0.32,0.4,0.35,0.36,0.33,0.31,0.33,0.27,0.29,0.38,0.32,0.32,0.35,0.35,0.34,0.29,0.31,0.29,0.3,0.33,0.34,0.28,0.29,0.33,0.26,0.29,0.27,0.23,0.25,0.23,0.22,0.26,0.2,0.24,0.23,0.22,0.25,0.27,0.22,0.21,0.23,0.2,0.22,0.2,0.21,0.21,0.2,0.24,0.23,0.22,0.21,0.23,0.19,0.19,0.16,0.19,0.19,0.2,0.19,0.21,0.22,0.16,0.2,0.21,0.16,0.18,0.2,0.19,0.2,0.15,0.2,0.15,0.17,0.16,0.19,0.19,0.16,0.16,0.17,0.19,0.16,0.16,0.17,0.22,0.13,0.19,0.17,0.15,0.18,0.17,0.14,0.14,0.16,0.14,0.13,0.16,0.14,0.16,0.16,0.14,0.14,0.16,0.13,0.15,0.15,0.15,0.14,0.13,0.14,0.15,0.0,0.14,0.15,0.13,0.13,0.16,0.13,0.0,0.0,0.14,0.13,0.0,0.15,0.14,0.14,0.0,0.0,0.12,0.13,0.0,0.14,0.14,0.0,0.12,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.66,0.0,0.0,0.0,0.13,0.12,0.0,0.0,83.50999999999999
