,ASML.AS,NESN.SW,ROG.SW,IEUR,NOVO B.CO,NOVN.SW,DGE.L,GSK.L,RIO.L,MC.PA,Investor AB (Class B),DPW.DE,ULVR.L,AHT.L,KER.PA,RMS.PA,REL.L,SIE.DE,PGHN.SW,Compass Group Plc,ADYEN.AS,Sika AG (Registered),ATCO A.ST,KNIN.SW,Investor AB (Class A),GEBN.SW,CABK.MC,TLG.DE,Ferguson Plc,ITX.MC,Hexagon AB (Class B),SOON.SW,KN.PA,LOGN.SW,VOLV B.ST,EXPN.L,Koninklijke Ahold Delhaize N.V.,Atlas Copco AB (Class B),GMAB.CO,PNDORA.CO,UPM.HE,HEI.DE,FORTUM.HE,ASSA B.ST,NESTE.HE,DIM.PA,SGSN.SW,NZYM B.CO,TEP.PA,PUM.DE,HEN3.DE,Lifco AB (Class B),KNEBV.HE,RIO.AX,Indutrade AB,KRX.IR,ALFA.ST,MONC.MI,Roche Holding AG (Bearer),IMI.L,ORA.PA,Henkel AG & Co. KGaA,SU.PA,Epiroc AB (Class A),ITRK.L,STERV.HE,RTL Group S.A.,DPLM.L,SAP.DE,SOF.BR,BE Semiconductor Industries N.V.,VER.VI,Melrose Industries Plc,ASRNL.AS,RAND.AS,SRP.L,Warehouses De Pauw Comm. VA,AKE.PA,AZN.L,FEVR.L,Eurofins Scientific SE,Kinnevik AB (Class B),TEG.DE,EVR.L,HIK.L,MNDI.L,TEMN.SW,VOLVA.ST,DNLM.L,SAN.PA,CBK.DE,PLUS.L,ENX.PA,A2A.MI,HL.L,SPT.L,Schindler Holding AG (Registered),BDEV.L,SY1.DE,WKL.AS,US Dollar,ILD.PA,ZAL.DE,RACE.MI,WLN.PA,iShares Core MSCI Europe ETF,INVE B.ST,Us Dollars,SIKA.SW,INVEA.ST,CPG.L,HEXA B.ST,FERG.L,ATCOB.ST,AD.AS,LIFCO B.ST,INDT.ST,RO.SW,EPI A.ST,HEK.SW,BESI.AS,RRTL.,MRO.L,WDP.BR,KINV B.ST,ERF.PA,SCHN.SW,018000.KQ,SUM
07/09/2021,4.12,3.34,3.29,2.59,2.07,2.03,1.87,1.7,1.65,1.62,1.52,1.49,1.48,1.45,1.38,1.3,1.26,1.26,1.24,1.22,1.2,1.2,1.16,1.15,1.14,1.13,1.12,1.09,1.08,1.08,1.07,1.06,1.05,1.03,1.02,0.99,0.99,0.96,0.96,0.95,0.92,0.91,0.9,0.89,0.88,0.88,0.87,0.86,0.86,0.85,0.83,0.83,0.82,0.82,0.8,0.79,0.78,0.78,0.74,0.73,0.73,0.71,0.71,0.7,0.7,0.7,0.68,0.67,0.64,0.64,0.62,0.62,0.61,0.6,0.59,0.59,0.59,0.58,0.57,0.56,0.55,0.55,0.55,0.54,0.54,0.53,0.53,0.52,0.48,0.48,0.47,0.46,0.46,0.46,0.45,0.45,0.44,0.43,0.42,0.37,0.35,0.33,0.31,0.26,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/12/2021,4.11,3.34,3.28,2.58,2.09,2.04,1.84,1.69,1.71,1.62,1.53,1.47,1.47,1.48,1.38,1.31,1.26,1.26,1.23,1.17,1.21,1.21,1.19,1.14,1.15,1.15,1.12,1.1,1.1,1.07,1.1,0.99,1.04,1.03,1.03,1.01,0.99,0.97,0.97,0.94,0.93,0.93,0.89,0.9,0.87,0.91,0.88,0.85,0.86,0.84,0.82,0.86,0.83,0.81,0.82,0.8,0.8,0.76,0.74,0.74,0.72,0.71,0.71,0.72,0.7,0.72,0.67,0.68,0.66,0.63,0.6,0.61,0.61,0.61,0.58,0.59,0.6,0.59,0.56,0.56,0.57,0.52,0.56,0.57,0.55,0.53,0.52,0.52,0.45,0.47,0.45,0.45,0.45,0.44,0.46,0.44,0.45,0.42,0.42,0.37,0.28,0.33,0.31,0.26,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
07/13/2021,4.11,3.34,3.28,2.58,2.09,2.04,1.84,1.69,1.71,1.62,1.53,1.47,1.47,1.48,1.38,1.31,1.26,1.26,1.23,1.17,1.21,1.21,1.19,1.14,1.15,1.15,1.12,1.1,1.1,1.07,1.1,0.99,1.04,1.03,1.03,1.01,0.99,0.97,0.97,0.94,0.93,0.93,0.89,0.9,0.87,0.91,0.88,0.85,0.86,0.84,0.82,0.86,0.83,0.81,0.82,0.8,0.8,0.76,0.74,0.74,0.72,0.71,0.71,0.72,0.7,0.72,0.67,0.68,0.66,0.63,0.6,0.61,0.61,0.61,0.58,0.59,0.6,0.59,0.56,0.56,0.57,0.52,0.56,0.57,0.55,0.53,0.52,0.52,0.45,0.47,0.45,0.45,0.45,0.44,0.46,0.44,0.45,0.42,0.42,0.37,0.28,0.33,0.31,0.26,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
08/02/2021,4.42,3.24,3.18,0.0,2.14,1.97,1.86,1.62,1.72,1.63,0.0,1.44,1.38,1.43,1.4,1.33,1.29,1.23,1.32,0.0,1.31,0.0,1.24,1.08,0.0,1.19,1.12,1.19,0.0,1.01,0.0,1.04,0.0,0.86,0.97,1.06,0.0,0.0,0.99,0.88,0.95,0.92,0.89,0.91,0.84,0.96,0.88,0.86,0.86,0.83,0.78,0.0,0.81,0.83,0.0,0.83,0.9,0.77,0.0,0.73,0.69,0.0,0.7,0.0,0.68,0.74,0.0,0.66,0.63,0.66,0.0,0.61,0.0,0.61,0.54,0.57,0.0,0.57,0.53,0.5,0.0,0.0,0.53,0.57,0.54,0.53,0.5,0.49,0.42,0.46,0.42,0.45,0.43,0.46,0.45,0.42,0.0,0.42,0.42,0.4,0.0,0.3,0.29,0.26,0.18,2.54,1.57,1.24,1.23,1.19,1.17,1.16,1.05,1.01,0.99,0.97,0.96,0.74,0.7,0.69,0.65,0.64,0.62,0.61,0.57,0.54,0.46,-0.01,100.01
08/03/2021,4.4,3.28,3.21,2.54,2.18,1.99,1.87,1.63,1.67,1.61,1.55,1.41,1.39,1.41,1.39,1.33,1.3,1.22,1.32,1.14,1.27,1.24,1.24,1.09,1.18,1.19,1.08,1.18,1.04,1.01,1.16,1.05,0.0,0.88,0.96,1.06,1.0,1.01,1.0,0.87,0.95,0.91,0.88,0.9,0.84,0.98,0.88,0.87,0.86,0.82,0.78,0.97,0.81,0.83,0.96,0.84,0.89,0.77,0.75,0.73,0.7,0.68,0.72,0.69,0.63,0.73,0.63,0.66,0.63,0.66,0.64,0.58,0.6,0.61,0.54,0.57,0.0,0.58,0.53,0.51,0.55,0.55,0.54,0.55,0.55,0.53,0.5,0.49,0.41,0.46,0.42,0.45,0.46,0.46,0.45,0.42,0.46,0.41,0.42,0.4,1.24,0.48,0.28,0.26,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,100.0
08/04/2021,4.4,3.28,3.21,2.54,2.18,1.99,1.87,1.63,1.67,1.61,1.55,1.41,1.39,1.41,1.39,1.33,1.3,1.22,1.32,1.14,1.27,1.24,1.24,1.09,1.18,1.19,1.08,1.18,1.04,1.01,1.16,1.05,0.0,0.88,0.96,1.06,1.0,1.01,1.0,0.87,0.95,0.91,0.88,0.9,0.84,0.98,0.88,0.87,0.86,0.82,0.78,0.97,0.81,0.83,0.96,0.84,0.89,0.77,0.75,0.73,0.7,0.68,0.72,0.69,0.63,0.73,0.63,0.66,0.63,0.66,0.64,0.58,0.6,0.61,0.54,0.57,0.0,0.58,0.53,0.51,0.55,0.55,0.54,0.55,0.55,0.53,0.5,0.49,0.41,0.46,0.42,0.45,0.46,0.46,0.45,0.42,0.46,0.41,0.42,0.4,1.24,0.48,0.28,0.26,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,100.0
