,NGERIA,NGERIA.1,COSTAR,JAMAN,QATAR,MOROC,UKRAIN,OMAN,BHRAIN,SOAF,AZERBJ,DOMREP,TURKEY,OMAN.1,SOAF.1,BHRAIN.1,BRAZIL,OMANGS,KENINT,TURKEY.1,TURKEY.2,BHRAIN.2,TURKEY.3,BRAZIL.1,MEX,BHRAIN.3,BHRAIN.4,PKSTAN,DOMREP.1,DOMREP.2,DOMREP.3,GUATEM,BRAZIL.2,QATAR.1,UKRAIN.1,RUSSIA,COLOM,BHRAIN.5,SGCAZE,BRAZIL.3,OMAN.2,PANAMA,BRAZIL.4,KUWIB,BRAZIL.5,KSA,JORDAN,OMAN.3,TURKEY.4,NGERIA.2,MEX.1,SOAF.2,URUGUA,COLOM.1,BHRAIN.6,UKRAIN.2,PETMK,GABON,BRAZIL.6,AZERBJ.1,KENINT.1,UKRAIN.3,KAZAKS,SERBIA,UKRAIN.4,JORDAN.1,BRAZIL.7,OMAN.4,BRAZIL.8,OMANGS.1,IRAQ,DOMREP.4,DPWDU,UKRAIN.5,JPMORGAN US GOVT MMKT FUN,CDEL,DOMREP.5,KSA.1,ESKOM,DOMREP.6,JAMAN.1,REPHUN,CDEL.1,KSA.2,ADGB,PANAMA.1,KSA.3,MALAYS,UKRAIN.6,PARGUY,DOMREP.7,BNDES,KSA.4,SOAF.3,INDON,SINOPE,CROATI,PETMK.1,SOAF.4,PKSTAN.1,KSA.5,KAZAKS.1,SOAF.5,TURKEY.5,PERU,TURKEY.6,DOMREP.8,SOAF.6,PARGUY.1,TURKEY.7,PETMK.2,KZOKZ,OMAN.5,CHILE,TURKEY.8,QATAR.2,BRAZIL.9,ESKOM.1,ADGB.1,PANAMA.2,POLAND,COLOM.2,ADNOUH,ESKOM.2,RUSSIA.1,EXIMBK,PLNIJ,RUSSIA.2,GHANA,SINOPE.1,RUSSIA.3,UKRAIN.7,TURKEY.9,PARGUY.2,PHILIP,PHILIP.1,DOMREP.9,JORDAN.2,QATAR.3,PHILIP.2,REPHUN.1,PERTIJ,IDASAL,OMAN.6,COLOM.3,TURKEY.10,BRAZIL.10,KENINT.2,PHILIP.3,VIETNM,CHGRID,CHILE.1,SINOPE.2,INDOIS,DOMREP.10,KENINT.3,CHINA,CHINA.1,QATAR.4,INDON.1,KZOKZ.1,INDON.2,OILGAS,SOAF.7,RUSSIA.4,ADGB.2,PETRPE,URUGUA.1,BHRAIN.7,JORDAN.3,BHRAIN.8,TURKEY.11,MEX.2,BRAZIL.11,TURKEY.12,TURKEY.13,BHRAIN.9,INDON.3,PHILIP.4,UKRAIN.8,SHARSK,KSA.6,RUSSIA.5,BRAZIL.12,MUBAUH,CHINA.2,PHILIP.5,PANAMA.3,PEMEX,SHARSK.1,BRAZIL.13,TURKSK,MUBAUH.1,CHINA.3,PANAMA.4,IRAQ.1,SOAF.8,IVYCST,IVYCST.1,CHILE.2,OMAN 6.25 01.25.31 REGS,COLOM 4.5 03.15.29,COLOM 5.2 05.15.49,n/a,BRAZIL 4.75 01.14.50,BRAZIL 6 04.07.26,JAMAN 7.875 07.28.45,BHRAIN 6.125 08.01.23 REGS,TURKEY 4.75 01.26.26,MALAYS 3.043 04.22.25 REGS,MOROC 4 12.15.50 REGS,JAMAN 6.75 04.28.28,OMANGS 4.397 06.01.24 REGS,COLOM 5 06.15.45,BRAZIL 8.25 01.20.34,TURKEY 5.95 01.15.31,PEMEX 6.7 02.16.32 144A,KSA 4 04.17.25 REGS,MEX 4.6 01.23.46,DOMREP 4.5 01.30.30 REGS,NGERIA 7.625 11.28.47 REGS,SOAF 5.875 06.22.30,INDON 3.85 07.18.27 REGS,JORDAN 5.85 07.07.30 REGS,SOAF 4.665 01.17.24,BRAZIL 4.625 01.13.28,COSTAR 7 04.04.44 REGS,BHRAIN 5.45 09.16.32 REGS,QATAR 3.375 03.14.24 REGS,ADNOUH 4.6 11.02.47 REGS,TURKEY 6.75 05.30.40,TURKEY 6 03.25.27,BHRAIN 7 10.12.28 144A,SGCAZE 6.875 03.24.26 144A,URUGUA 4.975 04.20.55,DOMREP 6.875 01.29.26 REGS,TURKSK 5.004 04.06.23 REGS,BHRAIN 4.5 03.30.27 144A,BRAZIL 7.125 01.20.37,NGERIA 7.696 02.23.38 REGS,SOAF 4.85 09.30.29,OMAN 5.375 03.08.27 144A,SINOPE 2.15 05.13.25 REGS,BRAZIL 8.875 04.15.24,SOAF 4.3 10.12.28,IRAQ 5.8 01.15.28 REGS,TURKEY 6.625 02.17.45,DOMREP 5.875 01.30.60 REGS,CHILE 2.45 01.31.31,PERU 7.35 07.21.25,AZERBJ 3.5 09.01.32 REGS,OMANGS 5.932 10.31.25 REGS,PETMK 4.55 04.21.50 REGS,KAZAKS 3.875 10.14.24 144A,DOMREP 6.85 01.27.45 144A,JORDAN 6.125 01.29.26 144A,OMAN 6.75 01.17.48 REGS,CHGRID 1.625 08.05.30 EMTN,SOAF 5 10.12.46,KENINT 7.25 02.28.28 144A,EGYPT 8.7002 03.01.49 REGS,BHRAIN 5.625 09.30.31 REGS,EGYPT 5.875 06.11.25 REGS,BRAZIL 5.625 02.21.47,TURKEY 5.75 05.11.47,DPWDU 6.85 07.02.37 REGS,DOMREP 7.45 04.30.44 144A,ESKOM 7.125 02.11.25 144A,TURKEY 11.875 01.15.30,QATAR 4.625 06.02.46 144A,PEMEX 6.625 06.15.35,KSA 4.5 04.17.30 144A,ADGB 3.125 10.11.27 REGS,BRAZIL 4.5 05.30.29,SOAF 5.65 09.27.47,KENINT 6.875 06.24.24 REGS,DOMREP 5.95 01.25.27 REGS,KENINT 8.25 02.28.48 REGS,BNDES 5.75 09.26.23 144A,KSA 4.5 04.22.60 REGS,PARGUY 6.1 08.11.44 REGS,REPHUN 7.625 03.29.41,DOMREP 6.4 06.05.49 REGS,CDEL 3.7 01.30.50 REGS,DOMREP 6.4 06.05.49 144A,KENINT 7.25 02.28.28 REGS,PANAMA 4.3 04.29.53,ABDPOC 2.5 05.06.31 EMTN,CROATI 6 01.26.24 144A,SOAF 5.875 09.16.25,MEX 4.125 01.21.26,QPETRO 3.125 07.12.41 REGS,TURKEY 5.75 03.22.24,KAZAKS 4.875 10.14.44 REGS,KSA 4.625 10.04.47 REGS,PETMK 3.404 04.28.61 REGS,OMAN 4.75 06.15.26 144A,KSA 4.625 10.04.47 144A,AZERBJ 4.75 03.18.24 REGS,NGERIA 7.625 11.21.25 REGS,OMAN 6 08.01.29 REGS,UKRAIN 9.75 11.01.28 REGS,NGERIA 6.5 11.28.27 REGS,PHILIP 10.625 03.16.25,DOMREP 4.875 09.23.32 REGS,PHILIP 6.375 10.23.34,ESKOM 6.35 08.10.28 144a,INDON 3.05 03.12.51,ROMANI 3 02.14.31 REGS,ESKOM 6.75 08.06.23 REGS,QATAR 5.103 04.23.48 REGS,TURKEY 5.875 06.26.31,PERU 4.125 08.25.27,URUGUA 7.625 03.21.36,KZOKZ 6.375 10.24.48 REGS,ADGB 3.125 09.30.49 144A,SOAF 5.75 09.30.49,PKSTAN 7.375 04.08.31 REGS,BRAZIL 5 01.27.45,PKSTAN 6 04.08.26 REGS,EXIMBK 3.25 01.15.30 REGS,BRAZIL 4.25 01.07.25,COSTAR 7.158 03.12.45 REGS,COLOM 7.375 09.18.37,OMAN 6 08.01.29 144A,TURKEY 3.25 03.23.23,TURKEY 4.25 04.14.26,PKSTAN 8.25 04.15.24 REGS,QATAR 4 03.14.29 REGS,OMAN 6.5 03.08.47 144A,PLNIJ 6.15 05.21.48 REGS,PERTIJ 1.4 02.09.26 REGS,PERU 3.23 07.28.21,EGYPT 8.875 05.29.50 REGS,BHRAIN 6.25 11.14.24 REGS,POLAND 4 01.22.24,MEX 2.659 05.24.31,OILGAS 7.5 10.25.27 144A,COLOM 8.125 05.21.24,INDON 4.1 04.24.28,MEX 4.5 04.22.29,PANAMA 3.875 03.17.28,DOMREP 6 07.19.28 144A,INDOIS 4.15 03.29.27 144A,REPHUN 5.375 03.25.24,BHRAIN 6.75 09.20.29 REGS,PARGUY 4.95 04.28.31 REGS,OMANGS 4.875 06.15.30 REGS,CHINA 3.5 10.19.28,KUWIB 3.5 03.20.27 144A,KUWIB 3.5 03.20.27 REGS,IDASAL 5.45 05.15.30 REGS,TURKEY 8 02.14.34,VIETNM 4.8 11.19.24 144A,BHRAIN 7 01.26.26 REGS,PANAMA 2.252 09.29.32,TURKEY 7.25 12.23.23,COSTAR 6.125 02.19.31 REGS,OMAN 7 01.25.51 REGS,SINOPE 3.625 04.12.27 144A,CHGRID 3.5 05.04.27 REGS,PARGUY 5.4 03.30.50 REGS,IVYCST 6.125 06.15.33 144A,COLOM 4 02.26.24,CDEL 4.375 02.05.49 REGS,TRITOB 4.5 08.04.26 REGS,HAOHUA 4.125 07.19.27,DOMREP 5.95 01.25.27 144A,QATAR 6.4 01.20.40 regs,PHILIP 3.95 01.20.40,BHRAIN 6 09.19.44 REGS,CHINA 1.95 12.03.24,CHILE 2.75 01.31.27,COLOM 3.25 04.22.32,PANAMA 3.16 01.23.30,CHILE 3.86 06.21.47,TURKEY 7.375 02.05.25,TURKEY 7.625 04.26.29,PHILIP 6.375 01.15.32,MUBAUH 2.875 11.07.29 REGS,NGERIA 7.143 02.23.30 REGS,PHILIP 3.7 03.01.41,MUBAUH 2.875 05.21.30 GMTN,COLOM 3 01.30.30,PHILIP 3.7 02.02.42,SERBIA 2.125 12.01.30 REGS,COLOM 6.125 01.18.41,TURKSK 5.125 06.22.26 REGS,GABON 6.625 02.06.31 REGS,URUGUA 4.375 10.27.27,UKRAIN 7.75 09.01.27 144A,PANAMA 3.87 07.23.60,BHRAIN 5.25 01.25.33 REGS,MEXCAT 5.5 07.31.47 REGS,AITOCU 5.125 08.11.61 REGS,KSA 2.25 02.02.33 REGS,COLOM 5.625 02.26.44,QPETRO 3.3 07.12.51 REGS,INDON 6.625 02.17.37 144A,IRAQ 5.8 01.15.28 144A,ANGOL 9.375 05.08.48 REGS,ANGOL 8.25 05.09.28 REGS,NGERIA 6.125 09.28.28 REGS,ANGOL 8 11.26.29 REGS,PLNIJ 4 06.30.50 REGS,PKSTAN 6.875 12.05.27 REGS,ADGB 1.875 09.15.31 REGS,DOMREP 5.5 01.27.25 REGS,PHILIP 9.5 02.02.30,GUATEM 6.125 06.01.50 REGS,KSA 2.25 05.17.31 REGS,PETMK 2.48 01.28.32 REGS,ROMANI 4 02.14.51 REGS,SUM
07/09/2021,1.19,1.15,1.08,1.08,1.05,1.01,1.01,0.93,0.91,0.8,0.78,0.76,0.75,0.73,0.69,0.69,0.68,0.68,0.66,0.65,0.65,0.64,0.64,0.63,0.62,0.62,0.61,0.6,0.59,0.59,0.59,0.58,0.58,0.58,0.58,0.57,0.56,0.56,0.56,0.56,0.55,0.54,0.54,0.54,0.53,0.52,0.52,0.52,0.51,0.51,0.51,0.51,0.51,0.49,0.49,0.49,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.42,0.42,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.39,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.04
04/07/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,1.6,1.33,1.29,1.08,0.94,0.89,0.87,0.84,0.84,0.83,0.82,0.81,0.8,0.76,0.76,0.76,0.75,0.75,0.74,0.73,0.73,0.73,0.73,0.72,0.71,0.71,0.68,0.67,0.65,0.64,0.64,0.64,0.63,0.63,0.62,0.59,0.58,0.58,0.57,0.57,0.57,0.56,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.53,0.52,0.52,0.52,0.52,0.51,0.51,0.51,0.5,0.5,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.45,0.45,0.44,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.42,0.41,0.41,0.4,0.4,0.4,0.4,0.4,0.4,0.39,0.39,0.38,0.38,0.38,0.38,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.62
04/12/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.58,1.32,1.42,1.05,0.93,0.89,0.37,0.83,0.42,0.0,0.82,0.51,0.79,0.66,0.74,0.74,0.75,0.73,0.74,0.98,0.31,0.72,0.73,0.72,0.7,0.7,0.68,0.67,0.65,0.64,0.63,0.64,0.62,0.65,0.62,0.58,0.58,0.57,0.56,0.57,0.57,0.55,0.43,0.56,0.29,0.54,0.54,0.53,0.53,0.32,0.52,0.52,0.52,0.52,0.51,0.52,0.5,0.5,0.5,0.0,0.48,0.0,0.47,0.46,0.48,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.45,0.44,0.45,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.41,0.0,0.4,0.4,0.4,0.4,0.4,0.39,0.4,0.39,0.38,0.38,0.89,0.38,0.0,0.36,0.36,0.36,0.36,0.36,0.35,0.36,0.36,0.35,0.35,0.35,0.35,0.36,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.0,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.0,0.32,0.0,0.31,0.31,0.31,0.31,0.3,0.31,0.31,0.31,0.31,0.31,0.3,0.31,0.3,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.0,0.53,0.27,0.27,0.27,0.27,0.27,0.54,0.0,0.27,0.96,0.81,0.66,0.58,0.52,0.44,0.36,0.33,0.33,0.3,0.27,0.27,0.26,91.12
