,MSFT,AAPL,AMZN,GOOGL,HD,DIS,JPM,NEE,PLD,MS,PYPL,BAC,NVDA,TSLA,MA,HON,V,FB,UNH,PEP,NKE,RF,LIN,PG,PH,JCI,ACN,TMO,TJX,APTV,SPGI,ASML,COP,EXPE,ABBV,MRK,SYY,TXN,BMY,CMI,AMGN,AMAT,BLK,A,ADBE,KEYS,MDT,CVS,LMT,EW,NSC,AVGO,UPS,AXP,MDLZ,MAS,ETN,CI,BKNG,UNP,BLL,SHW,CRM,AMP,EL,CMCSA,CMG,CSCO,ECL,APD,ATVI,ZTS,CGNX,ICE,VFC,COST,TGT,AMD,CL,HUM,VZ,MMC,SLB,EXPD,PRU,NVO,VRTX,ROK,AFL,CDW,INFO,WDAY,TRV,Ssc Government Mm Gvmxx,PGR,RMD,Vital Farms Inc Ordinary Shares,BYND,TSCO,n/a,VITL,XYL,EA,DECK,GVMXX,NOW,RIVN,GNRC,DE,SUM
12/16/2021,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
12/17/2021,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
12/20/2021,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
12/23/2021,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
12/24/2021,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
12/27/2021,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
12/28/2021,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
12/29/2021,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
12/30/2021,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
12/31/2021,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
01/03/2022,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
01/03/2022,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
01/03/2022,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
01/04/2022,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
01/05/2022,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
01/06/2022,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
01/07/2022,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
01/10/2022,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
01/11/2022,7.85,4.07,3.95,5.19,1.85,1.61,1.97,1.91,2.08,1.81,1.49,1.55,2.06,0.83,1.29,1.25,1.39,1.47,1.29,1.43,1.23,1.2,1.19,1.09,0.9,1.23,1.21,1.07,0.66,1.04,1.14,1.01,1.24,0.8,0.35,0.79,0.99,1.15,0.99,0.76,0.59,0.92,0.94,1.13,0.96,0.89,0.83,0.93,0.9,1.02,0.56,0.0,0.93,0.81,0.7,0.51,0.7,1.02,0.67,0.42,0.64,0.61,0.7,0.61,0.46,0.61,0.55,1.13,0.42,0.42,0.0,0.93,0.45,0.43,0.0,0.6,0.49,0.55,0.42,0.4,0.33,0.56,0.75,0.07,0.48,0.47,0.26,0.63,0.1,0.82,0.2,0.28,0.59,0.0,0.0,0.23,0.0,0.01,0.32,0.23,0.07,0.54,0.44,0.34,0.0,0.0,0.0,0.0,0.0,99.95
01/12/2022,7.99,4.13,3.98,5.34,1.74,1.64,1.8,1.88,2.05,1.83,1.57,1.44,2.11,0.55,1.23,1.29,1.32,1.54,1.31,1.4,1.37,1.09,1.22,1.06,0.9,1.27,1.2,0.99,0.69,1.02,1.13,1.09,0.97,0.67,0.38,0.76,0.95,1.1,1.07,0.75,0.65,0.91,0.99,1.21,1.06,0.93,0.84,0.9,0.89,0.99,0.61,0.0,0.95,0.76,0.71,0.53,0.74,1.03,0.6,0.5,0.65,0.63,0.67,0.6,0.5,0.62,0.55,1.16,0.43,0.42,0.38,0.89,0.48,0.43,0.0,0.57,0.52,0.56,0.41,0.4,0.32,0.55,0.61,0.17,0.46,0.46,0.29,0.66,0.34,0.86,0.2,0.24,0.58,0.0,0.0,0.24,0.0,0.01,0.3,0.0,0.06,0.42,0.0,0.39,0.25,0.0,0.0,0.0,0.0,99.90000000000002
01/13/2022,7.99,4.13,3.98,5.34,1.74,1.64,1.8,1.88,2.05,1.83,1.57,1.44,2.11,0.55,1.23,1.29,1.32,1.54,1.31,1.4,1.37,1.09,1.22,1.06,0.9,1.27,1.2,0.99,0.69,1.02,1.13,1.09,0.97,0.67,0.38,0.76,0.95,1.1,1.07,0.75,0.65,0.91,0.99,1.21,1.06,0.93,0.84,0.9,0.89,0.99,0.61,0.0,0.95,0.76,0.71,0.53,0.74,1.03,0.6,0.5,0.65,0.63,0.67,0.6,0.5,0.62,0.55,1.16,0.43,0.42,0.38,0.89,0.48,0.43,0.0,0.57,0.52,0.56,0.41,0.4,0.32,0.55,0.61,0.17,0.46,0.46,0.29,0.66,0.34,0.86,0.2,0.24,0.58,0.0,0.0,0.24,0.0,0.01,0.3,0.0,0.06,0.42,0.0,0.39,0.25,0.0,0.0,0.0,0.0,99.90000000000002
01/14/2022,7.99,4.13,3.98,5.34,1.74,1.64,1.8,1.88,2.05,1.83,1.57,1.44,2.11,0.55,1.23,1.29,1.32,1.54,1.31,1.4,1.37,1.09,1.22,1.06,0.9,1.27,1.2,0.99,0.69,1.02,1.13,1.09,0.97,0.67,0.38,0.76,0.95,1.1,1.07,0.75,0.65,0.91,0.99,1.21,1.06,0.93,0.84,0.9,0.89,0.99,0.61,0.0,0.95,0.76,0.71,0.53,0.74,1.03,0.6,0.5,0.65,0.63,0.67,0.6,0.5,0.62,0.55,1.16,0.43,0.42,0.38,0.89,0.48,0.43,0.0,0.57,0.52,0.56,0.41,0.4,0.32,0.55,0.61,0.17,0.46,0.46,0.29,0.66,0.34,0.86,0.2,0.24,0.58,0.0,0.0,0.24,0.0,0.01,0.3,0.0,0.06,0.42,0.0,0.39,0.25,0.0,0.0,0.0,0.0,99.90000000000002
01/17/2022,7.99,4.13,3.98,5.34,1.74,1.64,1.8,1.88,2.05,1.83,1.57,1.44,2.11,0.55,1.23,1.29,1.32,1.54,1.31,1.4,1.37,1.09,1.22,1.06,0.9,1.27,1.2,0.99,0.69,1.02,1.13,1.09,0.97,0.67,0.38,0.76,0.95,1.1,1.07,0.75,0.65,0.91,0.99,1.21,1.06,0.93,0.84,0.9,0.89,0.99,0.61,0.0,0.95,0.76,0.71,0.53,0.74,1.03,0.6,0.5,0.65,0.63,0.67,0.6,0.5,0.62,0.55,1.16,0.43,0.42,0.38,0.89,0.48,0.43,0.0,0.57,0.52,0.56,0.41,0.4,0.32,0.55,0.61,0.17,0.46,0.46,0.29,0.66,0.34,0.86,0.2,0.24,0.58,0.0,0.0,0.24,0.0,0.01,0.3,0.0,0.06,0.42,0.0,0.39,0.25,0.0,0.0,0.0,0.0,99.90000000000002
01/18/2022,7.99,4.13,3.98,5.34,1.74,1.64,1.8,1.88,2.05,1.83,1.57,1.44,2.11,0.55,1.23,1.29,1.32,1.54,1.31,1.4,1.37,1.09,1.22,1.06,0.9,1.27,1.2,0.99,0.69,1.02,1.13,1.09,0.97,0.67,0.38,0.76,0.95,1.1,1.07,0.75,0.65,0.91,0.99,1.21,1.06,0.93,0.84,0.9,0.89,0.99,0.61,0.0,0.95,0.76,0.71,0.53,0.74,1.03,0.6,0.5,0.65,0.63,0.67,0.6,0.5,0.62,0.55,1.16,0.43,0.42,0.38,0.89,0.48,0.43,0.0,0.57,0.52,0.56,0.41,0.4,0.32,0.55,0.61,0.17,0.46,0.46,0.29,0.66,0.34,0.86,0.2,0.24,0.58,0.0,0.0,0.24,0.0,0.01,0.3,0.0,0.06,0.42,0.0,0.39,0.25,0.0,0.0,0.0,0.0,99.90000000000002
01/19/2022,7.99,4.13,3.98,5.34,1.74,1.64,1.8,1.88,2.05,1.83,1.57,1.44,2.11,0.55,1.23,1.29,1.32,1.54,1.31,1.4,1.37,1.09,1.22,1.06,0.9,1.27,1.2,0.99,0.69,1.02,1.13,1.09,0.97,0.67,0.38,0.76,0.95,1.1,1.07,0.75,0.65,0.91,0.99,1.21,1.06,0.93,0.84,0.9,0.89,0.99,0.61,0.0,0.95,0.76,0.71,0.53,0.74,1.03,0.6,0.5,0.65,0.63,0.67,0.6,0.5,0.62,0.55,1.16,0.43,0.42,0.38,0.89,0.48,0.43,0.0,0.57,0.52,0.56,0.41,0.4,0.32,0.55,0.61,0.17,0.46,0.46,0.29,0.66,0.34,0.86,0.2,0.24,0.58,0.0,0.0,0.24,0.0,0.01,0.3,0.0,0.06,0.42,0.0,0.39,0.25,0.0,0.0,0.0,0.0,99.90000000000002
01/20/2022,8.17,4.48,3.54,4.94,1.99,1.3,1.7,1.99,2.45,1.56,1.03,1.46,2.42,1.94,1.21,1.09,1.2,1.27,1.5,1.44,1.07,1.15,1.26,1.12,0.93,1.29,1.39,1.09,0.73,1.05,1.04,0.96,1.2,0.8,0.0,0.72,0.95,1.01,0.93,0.67,0.42,1.0,0.9,1.02,0.84,1.0,0.63,1.02,0.81,1.05,0.63,0.0,0.95,0.81,0.7,0.51,0.72,1.01,0.67,0.5,0.6,0.6,0.64,0.62,0.5,0.5,0.47,1.19,0.47,0.44,0.0,1.04,0.4,0.45,0.0,0.64,0.45,0.71,0.42,0.42,0.18,0.61,0.92,0.07,0.44,0.53,0.19,0.66,0.0,0.83,0.17,0.27,0.54,0.0,0.0,0.2,0.0,0.0,0.34,0.3,0.06,0.48,0.36,0.32,0.0,0.31,0.3,0.1,0.05,100.02
01/21/2022,8.17,4.48,3.54,4.94,1.99,1.3,1.7,1.99,2.45,1.56,1.03,1.46,2.42,1.94,1.21,1.09,1.2,1.27,1.5,1.44,1.07,1.15,1.26,1.12,0.93,1.29,1.39,1.09,0.73,1.05,1.04,0.96,1.2,0.8,0.0,0.72,0.95,1.01,0.93,0.67,0.42,1.0,0.9,1.02,0.84,1.0,0.63,1.02,0.81,1.05,0.63,0.0,0.95,0.81,0.7,0.51,0.72,1.01,0.67,0.5,0.6,0.6,0.64,0.62,0.5,0.5,0.47,1.19,0.47,0.44,0.0,1.04,0.4,0.45,0.0,0.64,0.45,0.71,0.42,0.42,0.18,0.61,0.92,0.07,0.44,0.53,0.19,0.66,0.0,0.83,0.17,0.27,0.54,0.0,0.0,0.2,0.0,0.0,0.34,0.3,0.06,0.48,0.36,0.32,0.0,0.31,0.3,0.1,0.05,100.02
01/25/2022,8.17,4.48,3.54,4.94,1.99,1.3,1.7,1.99,2.45,1.56,1.03,1.46,2.42,1.94,1.21,1.09,1.2,1.27,1.5,1.44,1.07,1.15,1.26,1.12,0.93,1.29,1.39,1.09,0.73,1.05,1.04,0.96,1.2,0.8,0.0,0.72,0.95,1.01,0.93,0.67,0.42,1.0,0.9,1.02,0.84,1.0,0.63,1.02,0.81,1.05,0.63,0.0,0.95,0.81,0.7,0.51,0.72,1.01,0.67,0.5,0.6,0.6,0.64,0.62,0.5,0.5,0.47,1.19,0.47,0.44,0.0,1.04,0.4,0.45,0.0,0.64,0.45,0.71,0.42,0.42,0.18,0.61,0.92,0.07,0.44,0.53,0.19,0.66,0.0,0.83,0.17,0.27,0.54,0.0,0.0,0.2,0.0,0.0,0.34,0.3,0.06,0.48,0.36,0.32,0.0,0.31,0.3,0.1,0.05,100.02
01/26/2022,8.17,4.48,3.54,4.94,1.99,1.3,1.7,1.99,2.45,1.56,1.03,1.46,2.42,1.94,1.21,1.09,1.2,1.27,1.5,1.44,1.07,1.15,1.26,1.12,0.93,1.29,1.39,1.09,0.73,1.05,1.04,0.96,1.2,0.8,0.0,0.72,0.95,1.01,0.93,0.67,0.42,1.0,0.9,1.02,0.84,1.0,0.63,1.02,0.81,1.05,0.63,0.0,0.95,0.81,0.7,0.51,0.72,1.01,0.67,0.5,0.6,0.6,0.64,0.62,0.5,0.5,0.47,1.19,0.47,0.44,0.0,1.04,0.4,0.45,0.0,0.64,0.45,0.71,0.42,0.42,0.18,0.61,0.92,0.07,0.44,0.53,0.19,0.66,0.0,0.83,0.17,0.27,0.54,0.0,0.0,0.2,0.0,0.0,0.34,0.3,0.06,0.48,0.36,0.32,0.0,0.31,0.3,0.1,0.05,100.02
01/27/2022,8.39,4.34,3.89,5.06,2.01,1.26,1.78,1.92,2.28,1.57,1.05,1.52,2.81,2.23,1.11,1.1,1.12,1.28,1.38,1.38,1.13,1.26,1.21,1.03,0.93,1.24,1.25,1.08,0.65,1.06,1.05,1.02,1.21,0.75,0.0,0.73,0.89,1.07,0.82,0.67,0.38,0.99,0.93,1.0,1.04,0.98,0.66,0.92,0.79,0.91,0.59,0.0,0.92,0.75,0.64,0.5,0.7,0.92,0.55,0.49,0.61,0.61,0.75,0.62,0.47,0.51,0.47,1.07,0.46,0.43,0.0,0.98,0.41,0.45,0.0,0.64,0.48,0.81,0.39,0.4,0.19,0.6,0.87,0.06,0.43,0.53,0.17,0.65,0.0,0.8,0.17,0.28,0.52,0.0,0.0,0.21,0.0,0.0,0.33,0.0,0.06,0.5,0.36,0.37,0.29,0.33,0.36,0.13,0.0,99.96
