,GOOGL,PSA,FB,MSFT,AAPL,ACN,AMZN,AMGN,JNJ,INTU,PG,CSCO,MA,ADBE,TGT,WM,V,KO,HSY,MMM,NVDA,VZ,ZTS,ABBV,TTC,ORCL,COST,BMY,RSG,MRK,EMR,A,HD,ABT,WMT,TXN,JKHY,JBHT,JPM,IBM,RF,JAZZ,SNA,NOW,VEEV,PEP,FRC,UNP,BAC,EA,LLY,TYL,TEAM,MG.TO,ISRG,AVGO,EPAM,MS,CTSH,CBOE,Deckers Outdoor Corp,SYK,SPGI,ZBRA,VMW,ITW,PNC,MSCI,ROL,EWBC,RMD,T,EL,PPG,PANW,CRM,FTNT,VRSK,ALGN,MMC,AOS,CHE,GRMN,NDSN,CNHI.MI,TW,TRV,AME,CVX,IEX,LOGN.SW,GNTX,PYPL,ELS,SNPS,GIS,CL,Ssc Government Mm Gvmxx,DECK,Equity Lifestyle Properties Inc,SHW,PH,MCO,SBUX,MPWR,WDAY,PPG Industries Inc,TEL,ADI,ITT,ETN,n/a,MDT,FDS,DOV,APH,BRK.B,BRO,BKNG,HLT,VLO,MPC,APA,EOG,COP,FANG,LOW,NKE,LIN,F,ODFL,RTX,KD WI,GD,QCOM,ADM,TROW,CMCSA,SPG,MCD,PLD,HSIC,CE,CF,KEYS,NSC,STX,DVN,GS,SUM
11/03/2021,5.21,0.46,1.97,3.1,3.61,2.53,2.14,0.0,2.18,2.44,2.28,1.62,1.27,2.57,0.0,1.83,2.49,2.52,1.13,1.25,0.0,0.0,0.5,0.0,0.0,0.0,1.29,1.47,1.03,0.0,1.85,0.98,1.05,0.54,0.73,1.77,0.0,0.67,1.53,0.82,0.0,0.0,0.57,0.0,0.68,0.78,0.53,0.65,1.03,0.0,0.0,0.0,0.0,0.0,0.86,2.21,0.0,0.0,0.7,0.0,0.0,1.92,2.56,0.0,0.0,0.61,0.64,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.72,0.63,0.0,0.59,0.0,1.58,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.77,0.59,0.0,0.53,0.0,0.0,0.99,0.0,0.5,0.0,0.0,0.0,1.89,0.93,1.56,2.22,0.0,0.0,0.0,1.42,0.99,0.0,0.0,0.24,1.91,0.69,1.48,0.5,0.96,0.55,0.44,0.43,0.38,0.38,0.38,0.36,0.35,0.34,1.03,1.01,0.89,0.69,0.56,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
11/04/2021,5.21,0.46,1.97,3.1,3.61,2.53,2.14,0.0,2.18,2.44,2.28,1.62,1.27,2.57,0.0,1.83,2.49,2.52,1.13,1.25,0.0,0.0,0.5,0.0,0.0,0.0,1.29,1.47,1.03,0.0,1.85,0.98,1.05,0.54,0.73,1.77,0.0,0.67,1.53,0.82,0.0,0.0,0.57,0.0,0.68,0.78,0.53,0.65,1.03,0.0,0.0,0.0,0.0,0.0,0.86,2.21,0.0,0.0,0.7,0.0,0.0,1.92,2.56,0.0,0.0,0.61,0.64,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.72,0.63,0.0,0.59,0.0,1.58,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.77,0.59,0.0,0.53,0.0,0.0,0.99,0.0,0.5,0.0,0.0,0.0,1.89,0.93,1.56,2.22,0.0,0.0,0.0,1.42,0.99,0.0,0.0,0.24,1.91,0.69,1.48,0.5,0.96,0.55,0.44,0.43,0.38,0.38,0.38,0.36,0.35,0.34,1.03,1.01,0.89,0.69,0.56,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
11/05/2021,5.21,0.46,1.97,3.1,3.61,2.53,2.14,0.0,2.18,2.44,2.28,1.62,1.27,2.57,0.0,1.83,2.49,2.52,1.13,1.25,0.0,0.0,0.5,0.0,0.0,0.0,1.29,1.47,1.03,0.0,1.85,0.98,1.05,0.54,0.73,1.77,0.0,0.67,1.53,0.82,0.0,0.0,0.57,0.0,0.68,0.78,0.53,0.65,1.03,0.0,0.0,0.0,0.0,0.0,0.86,2.21,0.0,0.0,0.7,0.0,0.0,1.92,2.56,0.0,0.0,0.61,0.64,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.72,0.63,0.0,0.59,0.0,1.58,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.77,0.59,0.0,0.53,0.0,0.0,0.99,0.0,0.5,0.0,0.0,0.0,1.89,0.93,1.56,2.22,0.0,0.0,0.0,1.42,0.99,0.0,0.0,0.24,1.91,0.69,1.48,0.5,0.96,0.55,0.44,0.43,0.38,0.38,0.38,0.36,0.35,0.34,1.03,1.01,0.89,0.69,0.56,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
11/08/2021,5.15,0.45,2.02,3.11,3.59,2.56,2.17,0.0,2.17,2.41,2.29,1.63,1.26,2.63,0.0,1.81,2.42,2.5,1.12,1.24,0.0,0.0,0.5,0.0,0.0,0.0,1.33,1.47,1.01,0.0,1.83,0.97,1.03,0.53,0.73,1.78,0.0,0.66,1.49,0.78,0.0,0.0,0.58,0.0,0.68,0.78,0.53,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.86,2.25,0.0,0.0,0.7,0.0,0.0,1.92,2.46,0.0,0.0,0.61,0.62,0.0,0.0,0.0,0.0,0.0,0.57,0.5,0.69,0.64,0.0,0.6,0.0,1.51,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.75,0.61,0.0,0.54,0.0,0.0,1.01,0.0,0.5,0.0,0.0,0.0,1.88,1.01,1.48,2.32,0.0,0.0,0.0,1.49,1.02,0.0,0.0,0.26,1.89,0.68,1.49,0.51,0.95,0.53,0.44,0.43,0.37,0.36,0.42,0.35,0.34,0.35,1.04,1.05,0.91,0.77,0.58,0.46,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
11/09/2021,5.14,0.44,2.04,3.09,3.58,2.55,2.19,0.0,2.14,2.35,2.29,1.62,1.3,2.57,0.0,1.79,2.5,2.5,1.11,1.24,0.0,0.0,0.49,0.0,0.0,0.0,1.32,1.47,1.0,0.0,1.83,0.95,1.02,0.51,0.72,1.79,0.0,0.64,1.48,0.8,0.0,0.0,0.58,0.0,0.67,0.78,0.52,0.63,0.99,0.0,0.0,0.0,0.0,0.0,0.86,2.28,0.0,0.0,0.7,0.0,0.0,1.96,2.43,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.58,0.5,0.68,0.64,0.0,0.6,0.0,1.5,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.76,0.61,0.0,0.54,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.87,1.0,1.46,2.4,0.0,0.0,0.0,1.51,1.03,0.0,0.0,0.26,1.92,0.68,1.47,0.52,0.94,0.53,0.47,0.44,0.37,0.37,0.43,0.36,0.34,0.35,1.02,1.06,0.91,0.76,0.56,0.48,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/10/2021,5.14,0.44,2.04,3.09,3.58,2.55,2.19,0.0,2.14,2.35,2.29,1.62,1.3,2.57,0.0,1.79,2.5,2.5,1.11,1.24,0.0,0.0,0.49,0.0,0.0,0.0,1.32,1.47,1.0,0.0,1.83,0.95,1.02,0.51,0.72,1.79,0.0,0.64,1.48,0.8,0.0,0.0,0.58,0.0,0.67,0.78,0.52,0.63,0.99,0.0,0.0,0.0,0.0,0.0,0.86,2.28,0.0,0.0,0.7,0.0,0.0,1.96,2.43,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.58,0.5,0.68,0.64,0.0,0.6,0.0,1.5,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.76,0.61,0.0,0.54,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.87,1.0,1.46,2.4,0.0,0.0,0.0,1.51,1.03,0.0,0.0,0.26,1.92,0.68,1.47,0.52,0.94,0.53,0.47,0.44,0.37,0.37,0.43,0.36,0.34,0.35,1.02,1.06,0.91,0.76,0.56,0.48,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/11/2021,5.14,0.44,2.02,3.09,3.55,2.54,2.16,0.0,2.13,2.35,2.27,1.62,1.3,2.58,0.0,1.79,2.54,2.47,1.1,1.24,0.0,0.0,0.5,0.0,0.0,0.0,1.29,1.46,1.0,0.0,1.83,0.98,1.02,0.52,0.71,1.78,0.0,0.65,1.49,0.8,0.0,0.0,0.58,0.0,0.68,0.76,0.52,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.86,2.27,0.0,0.0,0.71,0.0,0.0,1.95,2.44,0.0,0.0,0.61,0.62,0.0,0.0,0.0,0.0,0.0,0.58,0.49,0.71,0.64,0.0,0.6,0.0,1.52,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.76,0.61,0.0,0.53,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.88,1.01,1.46,2.36,0.0,0.0,0.0,1.51,1.03,0.0,0.0,0.26,1.92,0.68,1.49,0.52,0.94,0.54,0.47,0.44,0.37,0.37,0.44,0.37,0.35,0.36,1.02,1.02,0.92,0.79,0.57,0.47,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
11/12/2021,5.14,0.44,2.02,3.09,3.55,2.54,2.16,0.0,2.13,2.35,2.27,1.62,1.3,2.58,0.0,1.79,2.54,2.47,1.1,1.24,0.0,0.0,0.5,0.0,0.0,0.0,1.29,1.46,1.0,0.0,1.83,0.98,1.02,0.52,0.71,1.78,0.0,0.65,1.49,0.8,0.0,0.0,0.58,0.0,0.68,0.76,0.52,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.86,2.27,0.0,0.0,0.71,0.0,0.0,1.95,2.44,0.0,0.0,0.61,0.62,0.0,0.0,0.0,0.0,0.0,0.58,0.49,0.71,0.64,0.0,0.6,0.0,1.52,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.76,0.61,0.0,0.53,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.88,1.01,1.46,2.36,0.0,0.0,0.0,1.51,1.03,0.0,0.0,0.26,1.92,0.68,1.49,0.52,0.94,0.54,0.47,0.44,0.37,0.37,0.44,0.37,0.35,0.36,1.02,1.02,0.92,0.79,0.57,0.47,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
11/15/2021,5.13,0.44,2.0,3.08,3.56,2.54,2.22,0.0,2.13,2.34,2.27,1.63,1.28,2.59,0.0,1.78,2.46,2.48,1.11,1.24,0.0,0.0,0.5,0.0,0.0,0.0,1.3,1.47,1.0,0.0,1.82,0.97,1.02,0.52,0.72,1.77,0.0,0.65,1.48,0.78,0.0,0.0,0.59,0.0,0.68,0.77,0.52,0.63,0.99,0.0,0.0,0.0,0.0,0.0,0.85,2.27,0.0,0.0,0.71,0.0,0.0,1.95,2.44,0.0,0.0,0.62,0.61,0.0,0.0,0.0,0.0,0.0,0.57,0.49,0.71,0.64,0.0,0.6,0.0,1.53,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.76,0.61,0.0,0.54,0.0,0.0,1.02,0.0,0.5,0.0,0.0,0.0,1.89,1.01,1.48,2.34,0.0,0.0,0.0,1.53,1.04,0.0,0.0,0.26,1.91,0.68,1.5,0.53,0.94,0.54,0.47,0.43,0.37,0.38,0.43,0.37,0.35,0.35,1.01,1.03,0.92,0.79,0.57,0.48,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
11/16/2021,5.13,0.44,2.0,3.08,3.56,2.54,2.22,0.0,2.13,2.34,2.27,1.63,1.28,2.59,0.0,1.78,2.46,2.48,1.11,1.24,0.0,0.0,0.5,0.0,0.0,0.0,1.3,1.47,1.0,0.0,1.82,0.97,1.02,0.52,0.72,1.77,0.0,0.65,1.48,0.78,0.0,0.0,0.59,0.0,0.68,0.77,0.52,0.63,0.99,0.0,0.0,0.0,0.0,0.0,0.85,2.27,0.0,0.0,0.71,0.0,0.0,1.95,2.44,0.0,0.0,0.62,0.61,0.0,0.0,0.0,0.0,0.0,0.57,0.49,0.71,0.64,0.0,0.6,0.0,1.53,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.76,0.61,0.0,0.54,0.0,0.0,1.02,0.0,0.5,0.0,0.0,0.0,1.89,1.01,1.48,2.34,0.0,0.0,0.0,1.53,1.04,0.0,0.0,0.26,1.91,0.68,1.5,0.53,0.94,0.54,0.47,0.43,0.37,0.38,0.43,0.37,0.35,0.35,1.01,1.03,0.92,0.79,0.57,0.48,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
11/17/2021,5.13,0.44,2.0,3.08,3.56,2.54,2.22,0.0,2.13,2.34,2.27,1.63,1.28,2.59,0.0,1.78,2.46,2.48,1.11,1.24,0.0,0.0,0.5,0.0,0.0,0.0,1.3,1.47,1.0,0.0,1.82,0.97,1.02,0.52,0.72,1.77,0.0,0.65,1.48,0.78,0.0,0.0,0.59,0.0,0.68,0.77,0.52,0.63,0.99,0.0,0.0,0.0,0.0,0.0,0.85,2.27,0.0,0.0,0.71,0.0,0.0,1.95,2.44,0.0,0.0,0.62,0.61,0.0,0.0,0.0,0.0,0.0,0.57,0.49,0.71,0.64,0.0,0.6,0.0,1.53,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.76,0.61,0.0,0.54,0.0,0.0,1.02,0.0,0.5,0.0,0.0,0.0,1.89,1.01,1.48,2.34,0.0,0.0,0.0,1.53,1.04,0.0,0.0,0.26,1.91,0.68,1.5,0.53,0.94,0.54,0.47,0.43,0.37,0.38,0.43,0.37,0.35,0.35,1.01,1.03,0.92,0.79,0.57,0.48,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
11/18/2021,5.13,0.44,2.0,3.08,3.56,2.54,2.22,0.0,2.13,2.34,2.27,1.63,1.28,2.59,0.0,1.78,2.46,2.48,1.11,1.24,0.0,0.0,0.5,0.0,0.0,0.0,1.3,1.47,1.0,0.0,1.82,0.97,1.02,0.52,0.72,1.77,0.0,0.65,1.48,0.78,0.0,0.0,0.59,0.0,0.68,0.77,0.52,0.63,0.99,0.0,0.0,0.0,0.0,0.0,0.85,2.27,0.0,0.0,0.71,0.0,0.0,1.95,2.44,0.0,0.0,0.62,0.61,0.0,0.0,0.0,0.0,0.0,0.57,0.49,0.71,0.64,0.0,0.6,0.0,1.53,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.76,0.61,0.0,0.54,0.0,0.0,1.02,0.0,0.5,0.0,0.0,0.0,1.89,1.01,1.48,2.34,0.0,0.0,0.0,1.53,1.04,0.0,0.0,0.26,1.91,0.68,1.5,0.53,0.94,0.54,0.47,0.43,0.37,0.38,0.43,0.37,0.35,0.35,1.01,1.03,0.92,0.79,0.57,0.48,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
11/19/2021,5.12,0.45,2.07,3.08,3.54,2.55,2.2,0.0,2.14,2.39,2.3,1.62,1.34,2.56,0.0,1.82,2.44,2.48,1.12,1.25,0.0,0.0,0.49,0.0,0.0,0.0,1.33,1.47,1.02,0.0,1.8,0.96,1.02,0.53,0.7,1.75,0.0,0.66,1.46,0.76,0.0,0.0,0.61,0.0,0.67,0.77,0.52,0.63,0.99,0.0,0.0,0.0,0.0,0.0,0.83,2.3,0.0,0.0,0.72,0.0,0.0,1.85,2.42,0.0,0.0,0.63,0.61,0.0,0.0,0.0,0.0,0.0,0.58,0.49,0.71,0.63,0.0,0.6,0.0,1.55,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.77,0.61,0.0,0.55,0.0,0.0,1.01,0.0,0.5,0.0,0.0,0.0,1.95,1.01,1.48,2.29,0.0,0.0,0.0,1.56,1.04,0.0,0.0,0.33,1.83,0.7,1.49,0.54,0.93,0.55,0.43,0.42,0.37,0.37,0.43,0.35,0.33,0.34,1.02,1.0,0.91,0.78,0.58,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93
11/22/2021,5.06,0.44,2.03,3.09,3.54,2.55,2.18,0.0,2.12,2.45,2.29,1.61,1.37,2.58,0.0,1.83,2.46,2.45,1.11,1.25,0.0,0.0,0.5,0.0,0.0,0.0,1.34,1.45,1.02,0.0,1.79,0.98,1.07,0.53,0.68,1.74,0.0,0.67,1.45,0.76,0.0,0.0,0.61,0.0,0.67,0.76,0.53,0.63,0.98,0.0,0.0,0.0,0.0,0.0,0.84,2.3,0.0,0.0,0.71,0.0,0.0,1.84,2.47,0.0,0.0,0.63,0.61,0.0,0.0,0.0,0.0,0.0,0.58,0.5,0.72,0.63,0.0,0.61,0.0,1.55,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.77,0.61,0.0,0.54,0.0,0.0,1.03,0.0,0.5,0.0,0.0,0.0,1.97,1.02,1.51,2.29,0.0,0.0,0.0,1.56,1.04,0.0,0.0,0.33,1.83,0.69,1.5,0.54,0.92,0.55,0.42,0.41,0.37,0.37,0.42,0.35,0.33,0.34,1.05,1.01,0.9,0.78,0.58,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/23/2021,5.06,0.44,2.03,3.09,3.54,2.55,2.18,0.0,2.12,2.45,2.29,1.61,1.37,2.58,0.0,1.83,2.46,2.45,1.11,1.25,0.0,0.0,0.5,0.0,0.0,0.0,1.34,1.45,1.02,0.0,1.79,0.98,1.07,0.53,0.68,1.74,0.0,0.67,1.45,0.76,0.0,0.0,0.61,0.0,0.67,0.76,0.53,0.63,0.98,0.0,0.0,0.0,0.0,0.0,0.84,2.3,0.0,0.0,0.71,0.0,0.0,1.84,2.47,0.0,0.0,0.63,0.61,0.0,0.0,0.0,0.0,0.0,0.58,0.5,0.72,0.63,0.0,0.61,0.0,1.55,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.77,0.61,0.0,0.54,0.0,0.0,1.03,0.0,0.5,0.0,0.0,0.0,1.97,1.02,1.51,2.29,0.0,0.0,0.0,1.56,1.04,0.0,0.0,0.33,1.83,0.69,1.5,0.54,0.92,0.55,0.42,0.41,0.37,0.37,0.42,0.35,0.33,0.34,1.05,1.01,0.9,0.78,0.58,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/24/2021,4.89,0.41,1.87,4.07,3.45,2.33,2.07,0.0,1.94,2.4,2.09,1.37,1.15,2.42,0.0,1.66,2.1,2.2,1.03,1.11,0.0,0.0,0.94,0.0,0.56,0.0,1.95,1.3,1.11,0.0,1.59,1.53,1.28,0.47,0.62,1.64,0.0,0.59,1.29,0.68,0.0,0.0,0.54,0.0,0.58,0.7,0.47,0.57,0.87,0.0,0.0,0.32,0.0,0.0,0.74,2.1,0.0,0.0,0.66,0.0,0.0,1.69,2.21,0.0,0.0,0.58,0.54,0.0,0.0,0.0,0.0,0.0,0.53,0.44,0.66,0.57,0.0,0.58,0.0,1.75,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.67,0.55,0.0,0.49,0.0,0.0,1.42,0.0,0.45,0.0,0.0,0.0,1.77,0.92,1.33,2.06,0.0,0.0,0.0,1.43,0.96,0.0,0.0,0.31,1.66,0.64,1.6,0.49,0.83,0.82,0.38,0.38,0.3,0.31,0.34,0.3,0.29,0.29,0.98,0.94,0.82,0.69,0.52,0.41,0.0,0.89,0.5,0.44,0.44,0.44,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/25/2021,5.29,0.44,2.04,4.43,3.8,2.52,2.22,0.0,2.09,2.53,2.31,1.55,1.2,2.61,0.0,1.82,2.25,2.43,0.63,0.49,0.0,0.0,1.03,0.0,0.62,0.0,2.17,0.0,1.23,0.0,1.77,1.66,1.4,0.0,0.69,1.27,0.0,0.41,1.45,0.75,0.0,0.0,0.0,0.0,0.0,0.77,0.52,0.64,0.97,0.0,0.0,0.34,0.0,0.0,0.41,2.25,0.0,0.0,0.57,0.0,0.0,1.84,2.42,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.54,0.42,0.0,0.53,0.0,1.92,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.75,0.61,0.0,0.53,0.0,0.0,1.52,0.0,0.25,0.0,0.0,0.0,1.93,0.86,1.45,1.84,0.0,0.0,0.0,1.55,1.04,0.0,0.0,0.34,1.82,0.45,1.76,0.54,0.93,0.92,0.41,0.42,0.34,0.35,0.38,0.0,0.0,0.33,1.09,0.93,0.9,0.6,0.43,0.45,0.0,0.99,0.54,0.5,0.48,0.48,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
11/26/2021,5.27,0.45,2.01,4.65,3.81,2.5,2.72,0.0,2.1,2.56,1.93,1.57,0.46,2.58,0.0,1.08,0.51,1.95,0.64,0.49,0.0,0.0,1.03,0.0,0.61,0.0,2.19,0.0,1.24,0.0,1.77,1.58,1.9,0.0,0.7,1.28,0.0,0.41,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.52,0.9,1.0,0.0,0.0,0.33,0.0,0.0,0.41,2.26,0.0,0.0,0.56,0.0,0.0,1.8,2.42,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.53,0.41,0.0,0.53,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.61,0.0,0.53,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,1.91,0.86,1.46,0.0,0.0,0.0,0.0,1.53,1.02,0.0,0.0,0.05,1.77,0.46,1.76,0.54,0.94,0.92,0.39,0.43,0.35,0.36,0.41,0.0,0.0,0.34,1.49,1.41,0.9,0.84,0.43,0.0,0.0,0.99,0.54,0.5,0.48,0.49,0.36,1.26,0.81,0.6,0.55,0.55,0.51,0.51,0.5,0.31,0.0,100.01
11/29/2021,5.3,0.45,2.04,4.93,4.6,2.52,3.12,0.0,2.11,2.62,1.93,1.58,0.32,2.29,0.0,1.09,0.37,1.94,0.64,0.49,0.0,0.0,1.03,0.0,0.62,0.0,2.21,0.0,1.25,0.0,1.77,1.07,1.93,0.0,0.7,1.29,0.0,0.42,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.9,1.66,0.0,0.0,0.0,0.0,0.0,0.41,2.28,0.0,0.0,0.56,0.0,0.0,1.81,2.46,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.55,0.21,0.0,0.53,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.61,0.0,0.53,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,1.93,0.85,1.49,0.0,0.0,0.0,0.0,1.53,1.03,0.0,0.0,-0.22,1.28,0.46,1.77,0.54,0.94,0.93,0.0,0.43,0.35,0.37,0.41,0.0,0.0,0.36,1.5,1.42,0.9,0.84,0.43,0.0,0.0,0.99,0.54,0.5,0.48,0.49,0.36,1.27,0.82,0.6,0.55,0.55,0.52,0.5,0.5,0.33,0.59,99.97999999999998
11/30/2021,5.27,0.45,2.04,4.91,4.55,2.51,3.12,0.0,2.14,2.61,1.95,1.59,0.31,2.32,0.0,1.1,0.37,1.92,0.64,0.49,0.0,0.0,1.03,0.0,0.63,0.0,2.25,0.0,1.24,0.0,1.73,1.09,1.92,0.0,0.71,1.28,0.0,0.41,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.89,1.63,0.0,0.0,0.0,0.0,0.0,0.41,2.28,0.0,0.0,0.56,0.0,0.0,1.77,2.46,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.54,0.21,0.0,0.54,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.61,0.0,0.53,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,1.94,0.83,1.49,0.0,0.0,0.0,0.0,1.52,1.02,0.0,0.0,0.19,1.27,0.46,1.76,0.54,0.95,0.93,0.0,0.41,0.33,0.36,0.39,0.0,0.0,0.34,1.5,1.41,0.9,0.84,0.43,0.0,0.0,0.98,0.53,0.49,0.48,0.49,0.35,1.26,0.81,0.59,0.55,0.54,0.51,0.5,0.49,0.32,0.59,99.97999999999998
12/01/2021,5.27,0.45,2.04,4.91,4.55,2.51,3.12,0.0,2.14,2.61,1.95,1.59,0.31,2.32,0.0,1.1,0.37,1.92,0.64,0.49,0.0,0.0,1.03,0.0,0.63,0.0,2.25,0.0,1.24,0.0,1.73,1.09,1.92,0.0,0.71,1.28,0.0,0.41,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.89,1.63,0.0,0.0,0.0,0.0,0.0,0.41,2.28,0.0,0.0,0.56,0.0,0.0,1.77,2.46,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.54,0.21,0.0,0.54,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.61,0.0,0.53,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,1.94,0.83,1.49,0.0,0.0,0.0,0.0,1.52,1.02,0.0,0.0,0.19,1.27,0.46,1.76,0.54,0.95,0.93,0.0,0.41,0.33,0.36,0.39,0.0,0.0,0.34,1.5,1.41,0.9,0.84,0.43,0.0,0.0,0.98,0.53,0.49,0.48,0.49,0.35,1.26,0.81,0.59,0.55,0.54,0.51,0.5,0.49,0.32,0.59,99.97999999999998
