,AAPL,MSFT,JPM,INTC,BAC,T,PG,JNJ,XOM,GOOGL,GOOG,BRK.B,ORCL,WFC,HD,C,CSCO,V,VZ,ABBV,CVX,BMY,MRK,AMGN,PFE,CHTR,PEP,UNH,LOW,PM,FB,AVGO,MO,UNP,MA,MCD,HON,KO,GS,IBM,TXN,QCOM,MS,BIIB,EBAY,USB,JCI,WMT,GILD,LIN,ACN,CMCSA,COP,NKE,CI,PNC,SBUX,MMM,CAT,HPQ,ABT,LMT,MDT,ADBE,BLK,MDLZ,UPS,BKNG,ANTM,LLY,AXP,PGR,RTX,PRU,TGT,LRCX,BK,TMO,DG,MET,CL,CSX,LHX,NSC,ALL,ATUS,ADP,REGN,TFC,CVS,ETN,BX,CB,NOC,KMB,SO,NEE,AMT,CCI,AMP,PSX,WBA,AFL,SYF,AON,CTSH,LYB,ITW,ORLY,KMI,SHW,XTSLA,DOW,ICE,DE,D,TROW,HUM,SCHW,WMB,STT,PYPL,AMAT,MPC,TRV,VLO,EMR,PLD,AZO,CMI,SPGI,GD,COST,DELL,STX,NXPI,MCK,NEM,KR,DVA,AIG,KLAC,EXC,DUK,COF,ADI,CERN,SYY,DFS,WM,PSA,AEP,EL,GIS,YUM,DD,BAX,NTRS,APD,CME,BA,CLX,OKE,INTU,TEL,FIS,HCA,NTAP,CFG,NLOK,HPE,GLW,A,GPN,NLY,MTB,TJX,PANW,INFO,WAT,MMC,FITB,FISV,SBAC,CTXS,PEG,VFC,IP,RF,SWKS,BBY,XLNX,APH,KEY,CE,MAS,ROK,EQH,WEC,EOG,TT,PAYX,MCO,ZTS,MTD,AVB,USD,ANSGR.IS,EA,DGX,LSXMK,HSY,CDW,MSCI,SPG,CMA,VOYA,MSI,NRG,CTAS,ALLY,DPZ,HIG,KHC,HBAN,LBRDK,LUMN,AGNC,PFG,NUE,ADM,n/a,PXD,STZ,SRE,VMW,VRTX,FLT,SLM,CAH,JEF,CAG,NVR,FE,XRX,PCAR,CINF,BXP,AGO,GDDY,GPC,LEN,HOLX,CSL,PPL,EXPE,ABC,CHD,SLG,AMG,DHI,MAA,DISCK,WPC,CF,EVRG,L,IQV,ED,BEN,RJF,HLT,SJM,DAL,IVZ,OVV,OMF,FNF,WU,IRM,K,WHR,OMC,SUM
07/09/2021,5.44,4.57,2.63,2.03,2.0,1.98,1.79,1.67,1.57,1.53,1.49,1.47,1.39,1.33,1.27,1.23,1.14,1.11,1.09,1.05,1.04,1.04,1.0,0.91,0.91,0.88,0.84,0.83,0.82,0.81,0.79,0.74,0.69,0.69,0.68,0.67,0.64,0.63,0.63,0.62,0.59,0.59,0.58,0.57,0.52,0.51,0.51,0.51,0.49,0.49,0.48,0.47,0.47,0.45,0.43,0.43,0.43,0.42,0.41,0.4,0.4,0.4,0.37,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.34,0.33,0.33,0.33,0.32,0.32,0.32,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.27,0.27,0.27,0.26,0.26,0.25,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.09
07/12/2021,5.52,4.6,2.6,2.02,1.95,1.93,1.81,1.69,1.55,1.53,1.5,1.47,1.44,1.3,1.27,1.22,1.16,1.1,1.09,1.06,1.03,1.05,1.01,0.92,0.91,0.9,0.85,0.84,0.81,0.81,0.78,0.74,0.69,0.67,0.68,0.68,0.65,0.64,0.61,0.64,0.58,0.58,0.57,0.61,0.52,0.51,0.52,0.51,0.49,0.49,0.49,0.48,0.46,0.45,0.43,0.42,0.43,0.43,0.41,0.4,0.41,0.41,0.37,0.37,0.36,0.36,0.36,0.34,0.35,0.35,0.33,0.34,0.33,0.32,0.33,0.31,0.31,0.31,0.3,0.29,0.3,0.29,0.29,0.27,0.29,0.29,0.29,0.28,0.26,0.27,0.27,0.27,0.26,0.26,0.25,0.25,0.24,0.24,0.25,0.22,0.22,0.23,0.23,0.23,0.23,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.19,0.19,0.18,0.17,0.17,0.18,0.17,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.16,0.15,0.15,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.23
07/13/2021,5.52,4.6,2.6,2.02,1.95,1.93,1.81,1.69,1.55,1.53,1.5,1.47,1.44,1.3,1.27,1.22,1.16,1.1,1.09,1.06,1.03,1.05,1.01,0.92,0.91,0.9,0.85,0.84,0.81,0.81,0.78,0.74,0.69,0.67,0.68,0.68,0.65,0.64,0.61,0.64,0.58,0.58,0.57,0.61,0.52,0.51,0.52,0.51,0.49,0.49,0.49,0.48,0.46,0.45,0.43,0.42,0.43,0.43,0.41,0.4,0.41,0.41,0.37,0.37,0.36,0.36,0.36,0.34,0.35,0.35,0.33,0.34,0.33,0.32,0.33,0.31,0.31,0.31,0.3,0.29,0.3,0.29,0.29,0.27,0.29,0.29,0.29,0.28,0.26,0.27,0.27,0.27,0.26,0.26,0.25,0.25,0.24,0.24,0.25,0.22,0.22,0.23,0.23,0.23,0.23,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.19,0.19,0.18,0.17,0.17,0.18,0.17,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.16,0.15,0.15,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.23
07/14/2021,5.52,4.54,2.65,2.01,1.98,1.92,1.79,1.67,1.56,1.52,1.48,1.48,1.46,1.33,1.27,1.23,1.15,1.1,1.08,1.05,1.03,1.04,0.99,0.91,0.91,0.88,0.84,0.83,0.81,0.81,0.78,0.74,0.69,0.67,0.67,0.68,0.65,0.63,0.63,0.63,0.58,0.58,0.58,0.58,0.52,0.52,0.52,0.5,0.49,0.5,0.49,0.47,0.46,0.45,0.43,0.43,0.43,0.43,0.41,0.4,0.4,0.4,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.34,0.34,0.34,0.33,0.32,0.32,0.31,0.32,0.31,0.3,0.3,0.3,0.29,0.29,0.28,0.29,0.29,0.29,0.28,0.27,0.27,0.27,0.27,0.26,0.25,0.25,0.24,0.23,0.24,0.25,0.23,0.22,0.23,0.23,0.23,0.23,0.22,0.23,0.23,0.22,0.22,0.22,0.24,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.21,0.19,0.2,0.19,0.19,0.19,0.18,0.17,0.17,0.18,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.18
07/15/2021,5.52,4.54,2.65,2.01,1.98,1.92,1.79,1.67,1.56,1.52,1.48,1.48,1.46,1.33,1.27,1.23,1.15,1.1,1.08,1.05,1.03,1.04,0.99,0.91,0.91,0.88,0.84,0.83,0.81,0.81,0.78,0.74,0.69,0.67,0.67,0.68,0.65,0.63,0.63,0.63,0.58,0.58,0.58,0.58,0.52,0.52,0.52,0.5,0.49,0.5,0.49,0.47,0.46,0.45,0.43,0.43,0.43,0.43,0.41,0.4,0.4,0.4,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.34,0.34,0.34,0.33,0.32,0.32,0.31,0.32,0.31,0.3,0.3,0.3,0.29,0.29,0.28,0.29,0.29,0.29,0.28,0.27,0.27,0.27,0.27,0.26,0.25,0.25,0.24,0.23,0.24,0.25,0.23,0.22,0.23,0.23,0.23,0.23,0.22,0.23,0.23,0.22,0.22,0.22,0.24,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.21,0.19,0.2,0.19,0.19,0.19,0.18,0.17,0.17,0.18,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.18
07/16/2021,5.55,4.6,2.65,2.05,1.98,1.92,1.79,1.67,1.55,1.54,1.5,1.48,1.45,1.31,1.25,1.23,1.14,1.12,1.08,1.06,1.03,1.04,0.99,0.91,0.91,0.85,0.86,0.85,0.81,0.8,0.78,0.75,0.69,0.67,0.69,0.68,0.66,0.64,0.63,0.63,0.58,0.58,0.6,0.57,0.51,0.52,0.52,0.51,0.49,0.49,0.49,0.47,0.46,0.45,0.43,0.43,0.44,0.43,0.41,0.37,0.4,0.4,0.37,0.36,0.37,0.36,0.35,0.34,0.36,0.34,0.34,0.33,0.33,0.32,0.33,0.32,0.32,0.3,0.3,0.3,0.3,0.29,0.29,0.28,0.29,0.28,0.29,0.28,0.27,0.27,0.27,0.27,0.26,0.25,0.25,0.24,0.23,0.24,0.24,0.23,0.22,0.23,0.23,0.23,0.23,0.22,0.23,0.23,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.19,0.2,0.2,0.2,0.19,0.21,0.19,0.2,0.19,0.19,0.19,0.18,0.17,0.17,0.16,0.18,0.18,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.15
07/19/2021,5.65,4.6,2.65,2.01,1.92,1.92,1.82,1.66,1.5,1.54,1.5,1.48,1.44,1.37,1.28,1.23,1.15,1.15,1.09,1.05,1.01,1.04,0.99,0.92,0.92,0.84,0.87,0.85,0.82,0.81,0.77,0.74,0.7,0.67,0.7,0.68,0.68,0.66,0.63,0.63,0.57,0.59,0.6,0.54,0.51,0.53,0.52,0.51,0.49,0.5,0.49,0.47,0.44,0.45,0.43,0.43,0.44,0.43,0.4,0.37,0.39,0.4,0.36,0.37,0.35,0.36,0.35,0.34,0.36,0.34,0.34,0.32,0.33,0.32,0.33,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.28,0.28,0.28,0.29,0.28,0.27,0.27,0.27,0.27,0.27,0.25,0.25,0.25,0.24,0.24,0.25,0.23,0.21,0.22,0.23,0.23,0.23,0.22,0.22,0.23,0.22,0.21,0.22,0.11,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.19,0.2,0.2,0.2,0.18,0.21,0.18,0.2,0.19,0.2,0.19,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.17,0.15,0.15,0.14,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.13,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.1,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.17
07/20/2021,5.65,4.6,2.65,2.01,1.92,1.92,1.82,1.66,1.5,1.54,1.5,1.48,1.44,1.37,1.28,1.23,1.15,1.15,1.09,1.05,1.01,1.04,0.99,0.92,0.92,0.84,0.87,0.85,0.82,0.81,0.77,0.74,0.7,0.67,0.7,0.68,0.68,0.66,0.63,0.63,0.57,0.59,0.6,0.54,0.51,0.53,0.52,0.51,0.49,0.5,0.49,0.47,0.44,0.45,0.43,0.43,0.44,0.43,0.4,0.37,0.39,0.4,0.36,0.37,0.35,0.36,0.35,0.34,0.36,0.34,0.34,0.32,0.33,0.32,0.33,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.28,0.28,0.28,0.29,0.28,0.27,0.27,0.27,0.27,0.27,0.25,0.25,0.25,0.24,0.24,0.25,0.23,0.21,0.22,0.23,0.23,0.23,0.22,0.22,0.23,0.22,0.21,0.22,0.11,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.19,0.2,0.2,0.2,0.18,0.21,0.18,0.2,0.19,0.2,0.19,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.17,0.15,0.15,0.14,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.13,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.1,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.17
07/21/2021,5.61,4.63,2.61,1.99,1.89,1.93,1.85,1.67,1.47,1.55,1.52,1.48,1.47,1.35,1.28,1.21,1.16,1.15,1.1,1.06,0.99,1.05,1.0,0.93,0.93,0.85,0.88,0.85,0.82,0.81,0.76,0.73,0.7,0.67,0.7,0.68,0.68,0.66,0.62,0.63,0.57,0.58,0.59,0.53,0.51,0.52,0.52,0.51,0.5,0.5,0.49,0.47,0.43,0.45,0.43,0.42,0.44,0.43,0.4,0.37,0.4,0.4,0.37,0.37,0.35,0.37,0.35,0.34,0.36,0.34,0.34,0.33,0.32,0.32,0.33,0.3,0.32,0.31,0.3,0.29,0.31,0.29,0.29,0.28,0.28,0.28,0.29,0.28,0.27,0.27,0.27,0.27,0.27,0.25,0.26,0.25,0.24,0.25,0.25,0.23,0.2,0.22,0.23,0.23,0.23,0.22,0.21,0.23,0.23,0.21,0.23,0.11,0.21,0.22,0.21,0.22,0.21,0.21,0.2,0.19,0.21,0.2,0.19,0.18,0.21,0.17,0.2,0.19,0.2,0.19,0.18,0.17,0.18,0.16,0.17,0.16,0.16,0.16,0.17,0.15,0.15,0.14,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.14999999999998
07/22/2021,5.56,4.65,2.57,2.02,1.88,1.93,1.88,1.69,1.45,1.55,1.52,1.48,1.49,1.34,1.29,1.2,1.17,1.14,1.1,1.06,0.98,1.05,1.01,0.94,0.95,0.87,0.9,0.85,0.83,0.82,0.77,0.74,0.7,0.67,0.68,0.68,0.66,0.66,0.61,0.63,0.58,0.59,0.59,0.54,0.52,0.51,0.52,0.52,0.5,0.5,0.5,0.47,0.43,0.45,0.43,0.42,0.43,0.43,0.4,0.37,0.41,0.4,0.37,0.37,0.35,0.37,0.36,0.33,0.35,0.35,0.33,0.33,0.32,0.32,0.33,0.31,0.31,0.32,0.31,0.29,0.31,0.29,0.29,0.28,0.28,0.28,0.29,0.29,0.26,0.27,0.27,0.27,0.26,0.25,0.26,0.26,0.25,0.25,0.25,0.22,0.2,0.22,0.23,0.22,0.23,0.22,0.21,0.23,0.23,0.21,0.23,0.12,0.21,0.22,0.21,0.22,0.2,0.21,0.2,0.19,0.2,0.2,0.2,0.18,0.21,0.17,0.19,0.2,0.2,0.19,0.18,0.17,0.18,0.17,0.17,0.17,0.16,0.16,0.18,0.15,0.14,0.14,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.14,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.23
