,AAPL,MSFT,JPM,INTC,BAC,T,PG,JNJ,XOM,GOOGL,GOOG,BRK.B,ORCL,WFC,HD,C,CSCO,V,VZ,ABBV,CVX,BMY,MRK,AMGN,PFE,CHTR,PEP,UNH,LOW,PM,FB,AVGO,MO,UNP,MA,MCD,HON,KO,GS,IBM,TXN,QCOM,MS,BIIB,EBAY,USB,JCI,WMT,GILD,LIN,ACN,CMCSA,COP,NKE,CI,PNC,SBUX,MMM,CAT,HPQ,ABT,LMT,MDT,ADBE,BLK,MDLZ,UPS,BKNG,ANTM,LLY,AXP,PGR,RTX,PRU,TGT,LRCX,BK,TMO,DG,MET,CL,CSX,LHX,NSC,ALL,ATUS,ADP,REGN,TFC,CVS,ETN,BX,CB,NOC,KMB,SO,NEE,AMT,CCI,AMP,PSX,WBA,AFL,SYF,AON,CTSH,LYB,ITW,ORLY,KMI,SHW,XTSLA,DOW,ICE,DE,D,TROW,HUM,SCHW,WMB,STT,PYPL,AMAT,MPC,TRV,VLO,EMR,PLD,AZO,CMI,SPGI,GD,COST,DELL,STX,NXPI,MCK,NEM,KR,DVA,AIG,KLAC,EXC,DUK,COF,ADI,CERN,SYY,DFS,WM,PSA,AEP,EL,GIS,YUM,DD,BAX,NTRS,APD,CME,BA,CLX,OKE,INTU,TEL,FIS,HCA,NTAP,CFG,NLOK,HPE,GLW,A,GPN,NLY,MTB,TJX,PANW,INFO,WAT,MMC,FITB,FISV,SBAC,CTXS,PEG,VFC,IP,RF,SWKS,BBY,XLNX,APH,KEY,CE,MAS,ROK,EQH,WEC,EOG,TT,PAYX,MCO,ZTS,MTD,AVB,USD,ANSGR.IS,EA,DGX,LSXMK,HSY,CDW,MSCI,SPG,CMA,VOYA,MSI,NRG,CTAS,ALLY,DPZ,HIG,KHC,HBAN,LBRDK,LUMN,AGNC,PFG,NUE,ADM,n/a,PXD,STZ,SRE,VMW,VRTX,FLT,SLM,CAH,JEF,CAG,NVR,FE,XRX,PCAR,CINF,BXP,AGO,GDDY,GPC,LEN,HOLX,CSL,PPL,EXPE,ABC,CHD,SLG,AMG,DHI,MAA,DISCK,WPC,CF,EVRG,L,IQV,ED,BEN,RJF,HLT,SJM,DAL,IVZ,OVV,OMF,FNF,WU,IRM,K,WHR,OMC,SUM
08/27/2021,5.55,4.82,2.62,1.89,2.0,1.81,1.82,1.69,1.37,1.66,1.59,1.47,1.44,1.43,1.25,1.26,1.24,1.05,1.03,1.05,0.95,1.03,0.96,0.81,1.08,0.92,0.85,0.83,0.83,0.8,0.79,0.73,0.69,0.66,0.64,0.67,0.66,0.63,0.67,0.61,0.56,0.58,0.65,0.56,0.53,0.5,0.54,0.52,0.5,0.52,0.51,0.47,0.42,0.46,0.38,0.42,0.41,0.41,0.39,0.37,0.41,0.37,0.37,0.39,0.36,0.34,0.31,0.34,0.33,0.37,0.31,0.32,0.32,0.33,0.32,0.29,0.34,0.32,0.31,0.3,0.27,0.3,0.3,0.27,0.29,0.23,0.28,0.31,0.27,0.27,0.29,0.31,0.29,0.24,0.24,0.25,0.26,0.24,0.23,0.24,0.19,0.23,0.24,0.23,0.27,0.24,0.22,0.22,0.22,0.19,0.23,0.17,0.21,0.21,0.22,0.22,0.21,0.18,0.21,0.18,0.21,0.18,0.19,0.19,0.21,0.17,0.2,0.19,0.19,0.18,0.19,0.17,0.19,0.17,0.17,0.18,0.17,0.14,0.19,0.16,0.17,0.15,0.16,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.12,0.14,0.12,0.11,0.13,0.12,0.12,0.12,0.11,0.12,0.14,0.14,0.11,0.15,0.13,0.13,0.12,0.12,0.11,0.13,0.0,0.11,0.11,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.11,0.0,0.11,0.1,0.0,0.11,0.0,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.1,0.0,0.0,0.11,0.11,0.0,0.11,0.1,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.18
08/30/2021,5.49,4.78,2.69,1.87,2.03,1.79,1.82,1.67,1.36,1.67,1.59,1.47,1.44,1.45,1.24,1.27,1.24,1.04,1.03,1.06,0.94,1.01,0.95,0.81,1.06,0.93,0.85,0.82,0.84,0.81,0.79,0.73,0.7,0.66,0.62,0.67,0.66,0.63,0.68,0.61,0.56,0.58,0.65,0.54,0.55,0.51,0.54,0.52,0.5,0.52,0.51,0.47,0.42,0.45,0.37,0.42,0.41,0.41,0.39,0.37,0.41,0.37,0.38,0.38,0.37,0.34,0.31,0.35,0.32,0.37,0.32,0.32,0.32,0.33,0.31,0.29,0.35,0.32,0.3,0.3,0.27,0.3,0.3,0.27,0.29,0.23,0.28,0.31,0.27,0.27,0.29,0.32,0.29,0.25,0.24,0.26,0.25,0.24,0.22,0.24,0.19,0.22,0.24,0.24,0.27,0.24,0.22,0.22,0.22,0.19,0.23,0.16,0.22,0.21,0.23,0.22,0.21,0.18,0.21,0.17,0.22,0.18,0.19,0.19,0.21,0.17,0.2,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.16,0.19,0.16,0.14,0.19,0.15,0.16,0.15,0.16,0.15,0.16,0.2,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.12,0.14,0.12,0.11,0.13,0.12,0.12,0.11,0.11,0.12,0.14,0.14,0.11,0.15,0.14,0.13,0.12,0.12,0.11,0.13,0.0,0.11,0.12,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.1,0.19,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.19
08/31/2021,5.49,4.76,2.69,1.88,2.04,1.78,1.8,1.66,1.38,1.69,1.61,1.47,1.45,1.47,1.24,1.27,1.23,1.04,1.02,1.04,0.95,1.0,0.94,0.81,1.04,0.93,0.84,0.82,0.83,0.81,0.8,0.74,0.7,0.65,0.62,0.66,0.65,0.63,0.69,0.6,0.56,0.58,0.66,0.54,0.55,0.51,0.54,0.51,0.5,0.52,0.51,0.47,0.43,0.45,0.37,0.43,0.41,0.4,0.39,0.37,0.41,0.37,0.38,0.39,0.37,0.34,0.31,0.35,0.32,0.37,0.32,0.32,0.32,0.34,0.31,0.3,0.35,0.31,0.29,0.31,0.27,0.3,0.29,0.27,0.29,0.23,0.28,0.31,0.27,0.27,0.29,0.32,0.29,0.24,0.24,0.25,0.25,0.24,0.23,0.24,0.19,0.23,0.24,0.24,0.27,0.24,0.22,0.22,0.22,0.19,0.23,0.19,0.22,0.21,0.23,0.21,0.22,0.18,0.21,0.18,0.22,0.18,0.2,0.2,0.21,0.17,0.2,0.19,0.18,0.18,0.19,0.17,0.18,0.16,0.16,0.19,0.17,0.14,0.19,0.15,0.17,0.16,0.16,0.15,0.16,0.14,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.12,0.11,0.13,0.11,0.12,0.12,0.11,0.12,0.14,0.14,0.11,0.15,0.14,0.13,0.12,0.13,0.11,0.13,0.0,0.11,0.12,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.1,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.1
09/01/2021,5.49,4.76,2.69,1.88,2.04,1.78,1.8,1.66,1.38,1.69,1.61,1.47,1.45,1.47,1.24,1.27,1.23,1.04,1.02,1.04,0.95,1.0,0.94,0.81,1.04,0.93,0.84,0.82,0.83,0.81,0.8,0.74,0.7,0.65,0.62,0.66,0.65,0.63,0.69,0.6,0.56,0.58,0.66,0.54,0.55,0.51,0.54,0.51,0.5,0.52,0.51,0.47,0.43,0.45,0.37,0.43,0.41,0.4,0.39,0.37,0.41,0.37,0.38,0.39,0.37,0.34,0.31,0.35,0.32,0.37,0.32,0.32,0.32,0.34,0.31,0.3,0.35,0.31,0.29,0.31,0.27,0.3,0.29,0.27,0.29,0.23,0.28,0.31,0.27,0.27,0.29,0.32,0.29,0.24,0.24,0.25,0.25,0.24,0.23,0.24,0.19,0.23,0.24,0.24,0.27,0.24,0.22,0.22,0.22,0.19,0.23,0.19,0.22,0.21,0.23,0.21,0.22,0.18,0.21,0.18,0.22,0.18,0.2,0.2,0.21,0.17,0.2,0.19,0.18,0.18,0.19,0.17,0.18,0.16,0.16,0.19,0.17,0.14,0.19,0.15,0.17,0.16,0.16,0.15,0.16,0.14,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.12,0.11,0.13,0.11,0.12,0.12,0.11,0.12,0.14,0.14,0.11,0.15,0.14,0.13,0.12,0.13,0.11,0.13,0.0,0.11,0.12,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.1,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.1
09/02/2021,5.65,4.82,2.65,1.88,2.0,1.79,1.81,1.66,1.36,1.7,1.62,1.46,1.45,1.42,1.25,1.25,1.23,1.03,1.02,1.05,0.95,1.01,0.94,0.81,1.04,0.94,0.85,0.82,0.83,0.82,0.82,0.75,0.71,0.65,0.62,0.66,0.66,0.63,0.68,0.6,0.57,0.59,0.65,0.55,0.56,0.5,0.54,0.52,0.5,0.52,0.51,0.47,0.42,0.45,0.37,0.42,0.41,0.41,0.39,0.38,0.41,0.37,0.38,0.39,0.37,0.34,0.31,0.35,0.32,0.37,0.31,0.31,0.32,0.33,0.31,0.3,0.34,0.32,0.29,0.3,0.27,0.29,0.29,0.27,0.28,0.22,0.28,0.31,0.27,0.27,0.29,0.32,0.28,0.24,0.24,0.25,0.25,0.24,0.23,0.24,0.19,0.23,0.24,0.23,0.27,0.24,0.22,0.22,0.22,0.19,0.23,0.19,0.21,0.21,0.23,0.21,0.22,0.18,0.21,0.17,0.22,0.19,0.19,0.19,0.21,0.17,0.2,0.2,0.18,0.18,0.19,0.17,0.19,0.17,0.17,0.19,0.17,0.14,0.19,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.12,0.14,0.12,0.11,0.13,0.12,0.12,0.11,0.11,0.12,0.14,0.14,0.11,0.15,0.14,0.13,0.12,0.12,0.11,0.13,0.1,0.11,0.11,0.13,0.14,0.12,0.14,0.13,0.12,0.13,0.12,0.0,0.11,0.1,0.0,0.11,0.0,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.2
09/03/2021,5.62,4.8,2.65,1.89,2.01,1.8,1.81,1.66,1.35,1.7,1.62,1.47,1.44,1.35,1.25,1.26,1.23,1.03,1.03,1.06,0.93,1.01,0.94,0.82,1.03,0.95,0.85,0.82,0.83,0.82,0.82,0.75,0.71,0.64,0.61,0.66,0.66,0.64,0.68,0.61,0.57,0.59,0.65,0.54,0.55,0.51,0.54,0.52,0.51,0.52,0.51,0.48,0.42,0.45,0.38,0.42,0.42,0.4,0.39,0.38,0.41,0.37,0.38,0.39,0.37,0.34,0.32,0.35,0.33,0.37,0.32,0.32,0.32,0.33,0.31,0.3,0.34,0.32,0.29,0.3,0.28,0.29,0.29,0.26,0.28,0.22,0.28,0.31,0.27,0.27,0.29,0.33,0.29,0.25,0.24,0.25,0.25,0.25,0.23,0.24,0.19,0.24,0.24,0.23,0.27,0.24,0.22,0.22,0.22,0.19,0.23,0.21,0.21,0.21,0.22,0.21,0.22,0.18,0.21,0.18,0.22,0.19,0.19,0.19,0.21,0.17,0.21,0.2,0.18,0.18,0.19,0.18,0.19,0.17,0.17,0.18,0.17,0.14,0.19,0.15,0.17,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.12,0.14,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.12,0.14,0.14,0.11,0.15,0.14,0.13,0.12,0.13,0.11,0.13,0.1,0.11,0.11,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.12,0.0,0.11,0.1,0.0,0.11,0.0,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.1,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.28
09/06/2021,5.67,4.78,2.65,1.87,1.97,1.81,1.82,1.67,1.36,1.68,1.6,1.46,1.45,1.31,1.26,1.25,1.24,1.0,1.03,0.98,0.94,0.99,0.95,0.82,1.04,0.95,0.85,0.83,0.83,0.84,0.81,0.74,0.72,0.64,0.6,0.67,0.65,0.64,0.68,0.61,0.56,0.58,0.66,0.53,0.55,0.5,0.54,0.52,0.5,0.52,0.52,0.49,0.42,0.44,0.39,0.42,0.42,0.4,0.39,0.38,0.42,0.37,0.38,0.39,0.37,0.34,0.32,0.35,0.33,0.37,0.31,0.32,0.32,0.33,0.31,0.3,0.34,0.32,0.29,0.3,0.28,0.29,0.3,0.26,0.28,0.23,0.28,0.31,0.27,0.28,0.29,0.33,0.28,0.25,0.25,0.26,0.26,0.25,0.23,0.24,0.18,0.24,0.23,0.23,0.28,0.24,0.21,0.22,0.21,0.19,0.24,0.16,0.21,0.21,0.23,0.22,0.21,0.18,0.21,0.18,0.22,0.19,0.19,0.19,0.21,0.17,0.21,0.2,0.18,0.18,0.19,0.18,0.19,0.16,0.17,0.18,0.17,0.14,0.2,0.16,0.17,0.15,0.17,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.12,0.14,0.12,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.14,0.14,0.11,0.15,0.14,0.13,0.12,0.13,0.11,0.14,0.0,0.11,0.11,0.12,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.17,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.18
09/07/2021,5.71,4.79,2.64,1.87,1.98,1.81,1.83,1.68,1.36,1.69,1.61,1.45,1.46,1.3,1.27,1.24,1.24,1.01,1.04,0.98,0.94,0.99,0.96,0.82,1.04,0.94,0.86,0.83,0.83,0.84,0.81,0.75,0.72,0.64,0.6,0.67,0.65,0.64,0.67,0.61,0.56,0.58,0.65,0.53,0.55,0.5,0.54,0.52,0.5,0.52,0.52,0.49,0.42,0.44,0.38,0.42,0.42,0.4,0.39,0.38,0.42,0.36,0.38,0.39,0.37,0.34,0.32,0.35,0.33,0.37,0.3,0.32,0.31,0.33,0.31,0.3,0.33,0.33,0.29,0.3,0.28,0.29,0.29,0.26,0.28,0.23,0.28,0.32,0.27,0.28,0.29,0.33,0.28,0.24,0.25,0.26,0.26,0.25,0.23,0.24,0.18,0.24,0.23,0.22,0.28,0.24,0.21,0.22,0.21,0.19,0.24,0.17,0.21,0.21,0.23,0.22,0.21,0.18,0.2,0.18,0.22,0.19,0.19,0.19,0.21,0.17,0.21,0.2,0.18,0.18,0.19,0.18,0.19,0.17,0.17,0.18,0.17,0.15,0.19,0.16,0.17,0.16,0.17,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.12,0.14,0.12,0.13,0.13,0.11,0.12,0.11,0.12,0.12,0.14,0.14,0.11,0.15,0.14,0.12,0.12,0.13,0.11,0.14,0.0,0.11,0.11,0.12,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.0,0.11,0.0,0.0,0.11,0.1,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.22
09/08/2021,5.71,4.79,2.64,1.87,1.98,1.81,1.83,1.68,1.36,1.69,1.61,1.45,1.46,1.3,1.27,1.24,1.24,1.01,1.04,0.98,0.94,0.99,0.96,0.82,1.04,0.94,0.86,0.83,0.83,0.84,0.81,0.75,0.72,0.64,0.6,0.67,0.65,0.64,0.67,0.61,0.56,0.58,0.65,0.53,0.55,0.5,0.54,0.52,0.5,0.52,0.52,0.49,0.42,0.44,0.38,0.42,0.42,0.4,0.39,0.38,0.42,0.36,0.38,0.39,0.37,0.34,0.32,0.35,0.33,0.37,0.3,0.32,0.31,0.33,0.31,0.3,0.33,0.33,0.29,0.3,0.28,0.29,0.29,0.26,0.28,0.23,0.28,0.32,0.27,0.28,0.29,0.33,0.28,0.24,0.25,0.26,0.26,0.25,0.23,0.24,0.18,0.24,0.23,0.22,0.28,0.24,0.21,0.22,0.21,0.19,0.24,0.17,0.21,0.21,0.23,0.22,0.21,0.18,0.2,0.18,0.22,0.19,0.19,0.19,0.21,0.17,0.21,0.2,0.18,0.18,0.19,0.18,0.19,0.17,0.17,0.18,0.17,0.15,0.19,0.16,0.17,0.16,0.17,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.12,0.14,0.12,0.13,0.13,0.11,0.12,0.11,0.12,0.12,0.14,0.14,0.11,0.15,0.14,0.12,0.12,0.13,0.11,0.14,0.0,0.11,0.11,0.12,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.0,0.11,0.0,0.0,0.11,0.1,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.22
09/09/2021,5.72,4.8,2.64,1.87,1.98,1.82,1.83,1.68,1.36,1.69,1.61,1.45,1.46,1.3,1.27,1.25,1.24,1.01,1.04,0.98,0.94,0.99,0.96,0.82,1.05,0.94,0.86,0.83,0.83,0.84,0.81,0.75,0.73,0.64,0.6,0.67,0.65,0.64,0.68,0.61,0.56,0.58,0.65,0.53,0.55,0.5,0.54,0.52,0.5,0.52,0.52,0.49,0.42,0.44,0.39,0.42,0.42,0.4,0.39,0.38,0.42,0.37,0.38,0.39,0.37,0.34,0.32,0.35,0.33,0.37,0.31,0.32,0.31,0.33,0.31,0.3,0.34,0.33,0.29,0.3,0.28,0.29,0.29,0.26,0.28,0.23,0.28,0.32,0.27,0.28,0.29,0.34,0.28,0.24,0.25,0.26,0.26,0.25,0.24,0.24,0.18,0.24,0.23,0.22,0.28,0.24,0.21,0.22,0.21,0.19,0.24,0.17,0.21,0.22,0.23,0.22,0.21,0.18,0.2,0.18,0.22,0.19,0.2,0.19,0.21,0.17,0.21,0.2,0.18,0.18,0.19,0.18,0.19,0.17,0.17,0.18,0.17,0.15,0.19,0.16,0.17,0.16,0.17,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.12,0.14,0.12,0.13,0.13,0.11,0.12,0.11,0.12,0.12,0.14,0.14,0.11,0.15,0.14,0.12,0.12,0.13,0.11,0.14,0.0,0.11,0.11,0.12,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.0,0.11,0.0,0.0,0.11,0.1,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.37
09/10/2021,5.83,4.8,2.65,1.89,2.0,1.82,1.83,1.66,1.36,1.71,1.63,1.44,1.45,1.31,1.27,1.25,1.23,1.02,1.03,0.96,0.94,0.99,0.95,0.81,1.05,0.93,0.85,0.83,0.84,0.85,0.83,0.75,0.73,0.63,0.61,0.67,0.64,0.63,0.68,0.6,0.57,0.58,0.66,0.52,0.54,0.5,0.53,0.52,0.5,0.52,0.52,0.48,0.42,0.44,0.39,0.43,0.41,0.39,0.39,0.37,0.42,0.36,0.38,0.39,0.36,0.33,0.32,0.36,0.33,0.36,0.31,0.31,0.31,0.33,0.31,0.3,0.33,0.33,0.29,0.3,0.27,0.28,0.29,0.26,0.28,0.22,0.28,0.31,0.27,0.28,0.28,0.33,0.28,0.24,0.25,0.26,0.26,0.25,0.23,0.24,0.18,0.24,0.23,0.22,0.28,0.24,0.2,0.22,0.21,0.19,0.23,0.17,0.21,0.21,0.22,0.21,0.21,0.18,0.2,0.18,0.21,0.19,0.2,0.19,0.21,0.17,0.2,0.2,0.18,0.18,0.19,0.18,0.19,0.16,0.17,0.18,0.17,0.14,0.19,0.15,0.17,0.16,0.17,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.14,0.12,0.13,0.12,0.11,0.12,0.11,0.12,0.12,0.14,0.14,0.11,0.15,0.14,0.12,0.12,0.12,0.11,0.14,0.0,0.11,0.11,0.12,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.16,0.0,0.0,0.11,0.1,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.19
