,700.HK,BABA,3690.HK,China Construction Bank Corporation Class H,NIO,JD,Ping An Insurance (Group) Company of China Ltd. Class H,BIDU,2269.HK,NTES,1398.HK,1810.HK,PDD,China Merchants Bank Co. Ltd. Class H,Kweichow Moutai Co. Ltd. Class A,YUMC,Bank of China Limited Class H,2020.HK,2382.HK,2331.HK,BILI,2313.HK,BYD Company Limited Class H,1024.HK,175.HK,2319.HK,6098.HK,TCOM,Contemporary Amperex Technology Co. Ltd. Class A,China Life Insurance Co. Ltd. Class H,ZTO Express (Cayman) Inc. Sponsored ADR Class A,Wuliangye Yibin Co. Ltd. Class A,BeiGene Ltd. Sponsored ADR,China Petroleum & Chemical Corporation Class H,Bank of Communications Co. Ltd. Class H,Zai Lab Ltd. Sponsored ADR,China Merchants Bank Co. Ltd. Class A,Great Wall Motor Co. Ltd. Class H,291.HK,1109.HK,EDU,1093.HK,Zijin Mining Group Co. Ltd. Class H,1177.HK,PetroChina Company Limited Class H,Agricultural Bank of China Limited Class H,868.HK,China Pacific Insurance (Group) Co. Ltd. Class H,COSCO SHIPPING Holdings Co. Ltd. Class H,688.HK,GDS Holdings Ltd. Sponsored ADR Class A,2007.HK,960.HK,6969.HK,TAL,1801.HK,268.HK,BYD Company Limited Class A,288.HK,968.HK,1918.HK,992.HK,VIPS,WuXi AppTec Co. Ltd. Class A,586.HK,Shenzhen Mindray Bio-Medical Electronics Co. Ltd. Class A,China Tourism Group Duty Free Corporation Limited Class A,Haier Smart Home Co. Ltd. Class H,601318,XPEV,CITIC Securities Co. Ltd. Class H,1308.HK,Huazhu Group Ltd Sponsored ADR,384.HK,788.HK,BEKE,China Shenhua Energy Co. Ltd. Class H,9633.HK,Anhui Conch Cement Company Limited Class H,1066.HK,998.HK,TME,Industrial Bank Co. Ltd. Class A,China Vanke Co. Ltd Class H,916.HK,3888.HK,Shanxi Xinghuacun Fen Wine Factory Co. Ltd. Class A,1193.HK,2328.HK,China Yangtze Power Co. Ltd. Class A,881.HK,2018.HK,Hong Kong Dollar,Foshan Haitian Flavouring & Food Co. Ltd. Class A,RLX,1833.HK,LONGi Green Energy Technology Co Ltd Class A,Weichai Power Co. Ltd. Class H,Jiangsu Hengrui Pharmaceuticals Co. Ltd. Class A,853.HK,Postal Savings Bank of China Co. Ltd. Class H,6186.HK,000001,1548.HK,LI,6618.HK,Ganfeng Lithium Co. Ltd. Class A,3323.HK,1044.HK,Wanhua Chemical Group Co. Ltd. Class A,270.HK,2618.HK,3692.HK,425.HK,3800.HK,Agricultural Bank of China Limited Class A,IQ,151.HK,Tsingtao Brewery Co. Ltd. Class H,354.HK,Luzhou Laojiao Company Limited Class A,285.HK,148.HK,867.HK,Luxshare Precision Industry Co. Ltd. Class A,772.HK,Zhangzhou Pientzehuang Pharmaceutical Co. Ltd. Class A,754.HK,WuXi AppTec Co. Ltd. Class H,135.HK,3898.HK,884.HK,6862.HK,ATHM,Industrial and Commercial Bank of China Limited Class A,Jiangsu Yanghe Brewery Joint-Stock Co. Ltd. Class A,9926.HK,Shanghai Fosun Pharmaceutical (Group) Co. Ltd. Class H,Shanghai Pudong Development Bank Co. Ltd. Class A,1099.HK,322.HK,S.F. Holding Co. Ltd. Class A,Chongqing Zhifei Biological Products Co. Ltd. Class A,China Minsheng Banking Corp. Ltd. Class H,DQ,New China Life Insurance Co. Ltd. Class H,Pharmaron Beijing Co. Ltd. Class A,WB,Inner Mongolia Yili Industrial Group Co. Ltd. Class A,1579.HK,EVE Energy Co. Ltd. Class A,Aier Eye Hospital Group Co. Ltd. Class A,NAURA Technology Group Co Ltd Class A,Haitong Securities Co. Ltd. Class H,BS6.SI,YY,144.HK,3998.HK,Aluminum Corporation of China Limited Class H,2013.HK,2689.HK,836.HK,BOE Technology Group Co. Ltd. Class A,Baoshan Iron & Steel Co. Ltd. Class A,Guangzhou Automobile Group Co. Ltd. Class H,3360.HK,China Galaxy Securities Co. Ltd. Class H,Muyuan Foods Co. Ltd. Class A,Fuyao Glass Industry Group Co. Ltd. Class H,3333.HK,Chongqing Changan Automobile Company Limited Class A,Tianjin Zhonghuan Semiconductor Co. Ltd. Class A,1882.HK,Zhejiang Huayou Cobalt Co. Ltd. Class A,Jiangxi Copper Company Limited Class H,SAIC Motor Corporation Limited Class A,Bank of Ningbo Co. Ltd. Class A,813.HK,East Money Information Co. Ltd Class A,CGN Power Co. Ltd. Class H,QFIN,2669.HK,Changchun High & New Technology Industry (Group) Inc. Class A,1347.HK,China Coal Energy Co. Ltd. Class H,Sany Heavy Industry Co. Ltd. Class A,1813.HK,ZTE Corporation Class H,China Vanke Co. Ltd Class A,Tongwei Co. Ltd. Class A,1821.HK,Yanzhou Coal Mining Co. Ltd. Class H,Maxscend Microelectronics Company Limited Class A,390.HK,1995.HK,1209.HK,371.HK,966.HK,257.HK,MOMO,China Renminbi,Unigroup Guoxin Microelectronics Co. Ltd. Class A,Thunder Software Technology Co. Ltd. Class A,China Molybdenum Co. Ltd. Class H,STATE STREET INSTITUTIONAL LIQ STATE STR,1988.HK,China Northern Rare Earth (Group) High-Tech Co. Ltd. Class A,Jiangsu Eastern Shenghong Co. Ltd. Class A,Asymchem Laboratories (Tianjin) Co. Ltd. Class A,Hangzhou Tigermed Consulting Co. Ltd. Class A,CIFI Ever Sunshine Services Group Limited,SUM
07/09/2021,12.42,11.13,4.47,2.22,1.94,1.9,1.55,1.49,1.48,1.31,1.29,1.2,1.15,0.94,0.92,0.84,0.79,0.67,0.66,0.66,0.65,0.57,0.55,0.53,0.51,0.51,0.48,0.48,0.45,0.45,0.43,0.41,0.4,0.38,0.38,0.38,0.37,0.36,0.36,0.36,0.35,0.31,0.31,0.3,0.3,0.3,0.29,0.28,0.28,0.28,0.28,0.27,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.23,0.23,0.23,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.4
07/12/2021,12.13,10.87,4.27,2.1,1.81,1.92,1.54,1.45,1.55,1.3,1.31,1.22,1.14,0.93,0.93,0.85,0.8,0.68,0.68,0.68,0.62,0.55,0.56,0.51,0.53,0.51,0.48,0.46,0.51,0.42,0.43,0.42,0.41,0.38,0.38,0.39,0.35,0.37,0.35,0.37,0.29,0.33,0.31,0.31,0.29,0.31,0.3,0.28,0.29,0.29,0.26,0.27,0.26,0.27,0.25,0.25,0.24,0.25,0.25,0.25,0.24,0.24,0.23,0.24,0.23,0.23,0.21,0.22,0.21,0.19,0.2,0.21,0.2,0.21,0.2,0.19,0.2,0.2,0.19,0.19,0.19,0.17,0.18,0.18,0.19,0.17,0.19,0.18,0.17,0.18,0.17,0.16,0.18,0.17,0.16,0.15,0.18,0.16,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.09,0.11,0.1,0.1,0.09,0.11,0.1,0.11,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.1,0.09,0.08,0.08,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.08,0.0,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.0,0.0,0.0,0.1,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.85999999999999
07/13/2021,12.13,10.87,4.27,2.1,1.81,1.92,1.54,1.45,1.55,1.3,1.31,1.22,1.14,0.93,0.93,0.85,0.8,0.68,0.68,0.68,0.62,0.55,0.56,0.51,0.53,0.51,0.48,0.46,0.51,0.42,0.43,0.42,0.41,0.38,0.38,0.39,0.35,0.37,0.35,0.37,0.29,0.33,0.31,0.31,0.29,0.31,0.3,0.28,0.29,0.29,0.26,0.27,0.26,0.27,0.25,0.25,0.24,0.25,0.25,0.25,0.24,0.24,0.23,0.24,0.23,0.23,0.21,0.22,0.21,0.19,0.2,0.21,0.2,0.21,0.2,0.19,0.2,0.2,0.19,0.19,0.19,0.17,0.18,0.18,0.19,0.17,0.19,0.18,0.17,0.18,0.17,0.16,0.18,0.17,0.16,0.15,0.18,0.16,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.09,0.11,0.1,0.1,0.09,0.11,0.1,0.11,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.1,0.09,0.08,0.08,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.08,0.0,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.0,0.0,0.0,0.1,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.85999999999999
07/14/2021,12.22,11.06,4.4,2.05,1.79,1.97,1.51,1.47,1.61,1.32,1.29,1.26,1.15,0.92,0.92,0.84,0.79,0.71,0.67,0.69,0.65,0.57,0.54,0.48,0.51,0.51,0.48,0.46,0.49,0.41,0.43,0.41,0.42,0.38,0.37,0.39,0.35,0.4,0.35,0.36,0.3,0.32,0.31,0.3,0.28,0.3,0.29,0.27,0.26,0.28,0.26,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.24,0.25,0.24,0.24,0.23,0.24,0.22,0.22,0.2,0.22,0.2,0.19,0.2,0.2,0.19,0.2,0.2,0.19,0.2,0.2,0.19,0.19,0.18,0.17,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.18,0.17,0.16,0.2,0.16,0.16,0.15,0.18,0.16,0.15,0.15,0.15,0.15,0.14,0.16,0.14,0.14,0.16,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.1,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.09,0.11,0.1,0.09,0.1,0.11,0.1,0.11,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.08,0.08,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.0,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.0,0.0,0.0,0.12,0.08,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.07000000000001
07/15/2021,12.06,10.97,4.47,2.04,1.81,1.95,1.5,1.46,1.61,1.32,1.27,1.25,1.14,0.93,0.91,0.84,0.79,0.71,0.65,0.66,0.65,0.55,0.58,0.47,0.52,0.5,0.48,0.45,0.51,0.41,0.43,0.41,0.42,0.37,0.37,0.4,0.35,0.4,0.36,0.37,0.3,0.33,0.32,0.3,0.28,0.3,0.3,0.26,0.26,0.28,0.26,0.27,0.26,0.27,0.25,0.26,0.26,0.26,0.24,0.25,0.24,0.23,0.23,0.25,0.22,0.23,0.22,0.23,0.2,0.19,0.2,0.2,0.19,0.2,0.2,0.18,0.19,0.22,0.19,0.18,0.18,0.16,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.17,0.16,0.21,0.17,0.15,0.16,0.18,0.16,0.16,0.15,0.15,0.15,0.14,0.17,0.14,0.14,0.18,0.14,0.14,0.15,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.09,0.12,0.1,0.1,0.11,0.12,0.1,0.11,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.08,0.08,0.09,0.08,0.09,0.09,0.09,0.1,0.08,0.08,0.0,0.08,0.09,0.08,0.0,0.08,0.09,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.13,0.08,0.0,0.08,0.42,0.1,0.08,0.08,0.08,0.0,0.0,81.42999999999999
07/16/2021,12.34,11.02,4.55,2.01,1.73,2.01,1.49,1.47,1.54,1.34,1.25,1.25,1.14,0.92,0.9,0.82,0.79,0.7,0.64,0.66,0.66,0.55,0.58,0.49,0.54,0.5,0.46,0.45,0.5,0.4,0.43,0.41,0.41,0.37,0.37,0.39,0.34,0.4,0.36,0.36,0.31,0.33,0.31,0.3,0.28,0.3,0.31,0.26,0.26,0.28,0.27,0.26,0.26,0.28,0.26,0.25,0.25,0.26,0.24,0.26,0.24,0.23,0.24,0.24,0.22,0.22,0.22,0.24,0.2,0.18,0.19,0.2,0.19,0.2,0.2,0.18,0.19,0.22,0.19,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.21,0.17,0.15,0.15,0.17,0.16,0.15,0.14,0.15,0.15,0.14,0.17,0.14,0.15,0.18,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.11,0.13,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.09,0.12,0.1,0.1,0.1,0.12,0.1,0.11,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.1,0.09,0.08,0.08,0.09,0.08,0.09,0.09,0.09,0.1,0.08,0.08,0.07,0.08,0.09,0.08,0.0,0.08,0.08,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.0,0.08,0.0,0.08,0.07,0.0,0.0,0.0,0.19,0.0,0.0,0.07,0.0,0.0,0.08,0.07,0.07,0.08,0.0,81.25
07/19/2021,12.48,11.23,4.46,2.01,1.67,2.0,1.51,1.47,1.61,1.35,1.25,1.24,1.12,0.95,0.91,0.82,0.78,0.71,0.64,0.7,0.66,0.53,0.52,0.47,0.51,0.49,0.48,0.44,0.5,0.4,0.42,0.42,0.41,0.37,0.36,0.39,0.35,0.38,0.37,0.36,0.31,0.35,0.31,0.31,0.27,0.3,0.3,0.26,0.24,0.28,0.27,0.27,0.26,0.28,0.27,0.26,0.25,0.23,0.23,0.24,0.24,0.22,0.24,0.25,0.22,0.22,0.21,0.23,0.2,0.18,0.19,0.2,0.19,0.21,0.2,0.18,0.2,0.22,0.19,0.18,0.18,0.16,0.18,0.16,0.18,0.18,0.2,0.19,0.17,0.17,0.17,0.16,0.21,0.18,0.14,0.16,0.18,0.16,0.15,0.16,0.14,0.16,0.14,0.18,0.13,0.14,0.18,0.14,0.13,0.15,0.14,0.13,0.13,0.12,0.12,0.13,0.11,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.11,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.09,0.12,0.11,0.1,0.1,0.12,0.1,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.1,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.08,0.0,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.08,0.08,0.0,0.08,0.0,0.08,0.07,0.0,0.0,0.0,0.22,0.0,0.0,0.08,0.0,0.0,0.08,0.08,0.0,0.08,0.08,81.45
