,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,NVDA,TSLA,JPM,V,JNJ,HD,DIS,ADBE,MA,UNH,PYPL,BAC,PG,BRK.B,PEP,KO,NEE,CSCO,TXN,INTC,CRM,XOM,VZ,NFLX,NKE,CMCSA,AXP,BLK,TMO,MMM,RTX,HON,LLY,MRK,C,ACN,CVX,MS,INTU,IBM,ABBV,LIN,T,LOW,AMGN,AMAT,AMT,BMY,MCD,PFE,COST,ABT,ZTS,TGT,ADP,UPS,MMC,JCI,ORCL,GILD,CAT,PLD,NOW,EQIX,UNP,LRCX,AVGO,QCOM,ECL,CL,XYL,COP,A,CI,DHR,SBUX,WST,ISRG,SPGI,CCI,EW,EXPD,DE,GE,TT,LHX,AMD,KMB,INFO,CSX,ES,TFC,CVS,PEG,SQ,ADSK,GS,IDXX,MET,ANTM,NSC,K,BKNG,SCHW,CME,XTSLA,ILMN,SLB,APTV,EXC,MU,SRE,BK,PNC,MELI,CB,WAT,MCO,HLT,ED,VRTX,TJX,HCA,TWLO,BIIB,FIS,MDT,GWW,ZM,PEAK,ROP,TROW,RF,CBRE,PRU,MDLZ,FDX,TRV,PPG,HBAN,DXCM,WDAY,MRNA,BBY,ANSS,SNAP,PODD,ADM,WY,FISV,NTRS,ITW,DOCU,VFC,AMCR,CERN,WELL,CMI,MSI,STT,RMD,OKTA,HUM,AIG,NEM,APD,CLX,MTD,KSU,SNPS,SHW,HRL,HES,BDX,IFF,TMUS,DD,UBER,LULU,GIS,TRMB,PINS,HPE,TWTR,CDNS,USB,MRVL,ROKU,EBAY,CRWD,KR,NXPI,PSX,ALLY,EQR,SPG,IPG,FAST,KEYS,DGX,KDP,CARR,CHRW,REGN,ATVI,HOLX,EXAS,SPLK,HPQ,CMG,HUBS,ALGN,GE.,FTV,TDY,MPC,RHI,XLNX,ADI,BLL,HII,SNOW,IEX,ETR,DOW,LDOS,VTR,HAS,CZR,MDB,BG,MTN,OXY,SIVB,ON,MOS,NET,BKR,LNG,OKE,ETSY,MKC,ICE,STE,DFS,BXP,SYF,n/a,TAP,VLO,HAL,VMW,EOG,DISCK,PLUG,DRI,IQV,MGM,ZBRA,HWM,BF.B,J,ZI,MAR,PTC,BWA,PNR,ODFL,ROST,RNG,BILL,STX,CNC,LH,BKI,CTVA,VIAC,DOV,ARE,CBOE,LUMN,LII,SWKS,CPRT,ABNB,COUP,SUM
01/04/2022,6.66,5.8,3.49,1.66,1.94,1.93,1.83,2.1,1.29,0.89,0.83,1.21,0.79,0.78,0.76,0.82,0.52,0.79,0.79,0.42,0.84,0.79,0.87,0.89,0.69,0.61,0.65,0.51,0.67,0.54,0.5,0.42,0.38,0.55,0.53,0.49,0.42,0.47,0.53,0.52,0.45,0.58,0.43,0.52,0.53,0.49,0.47,0.51,0.27,0.56,0.41,0.51,0.46,0.37,0.37,0.4,0.39,0.33,0.47,0.35,0.49,0.31,0.32,0.48,0.26,0.34,0.32,0.41,0.4,0.28,0.24,0.39,0.24,0.3,0.41,0.41,0.25,0.29,0.3,0.26,0.39,0.23,0.38,0.26,0.26,0.29,0.34,0.37,0.24,0.16,0.32,0.27,0.41,0.31,0.22,0.15,0.33,0.26,0.32,0.28,0.16,0.2,0.39,0.27,0.3,0.31,0.22,0.32,0.21,0.2,0.21,0.37,0.19,0.17,0.25,0.22,0.24,0.19,0.23,0.16,0.16,0.19,0.25,0.18,0.25,0.22,0.22,0.18,0.18,0.17,0.14,0.0,0.0,0.31,0.0,0.21,0.17,0.18,0.25,0.23,0.18,0.0,0.0,0.19,0.17,0.24,0.17,0.14,0.19,0.16,0.19,0.0,0.15,0.19,0.22,0.0,0.2,0.2,0.0,0.15,0.18,0.24,0.18,0.15,0.16,0.18,0.16,0.13,0.0,0.17,0.0,0.0,0.0,0.21,0.0,0.15,0.0,0.17,0.23,0.0,0.14,0.0,0.14,0.0,0.0,0.14,0.18,0.0,0.15,0.0,0.15,0.13,0.17,0.0,0.0,0.0,0.13,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.13,0.17,0.21,0.14,0.0,0.14,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.2,0.21,0.18,0.17,0.14,0.16,0.0,0.13,0.15,0.0,0.0,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.22,0.23,0.16,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.67999999999999
01/05/2022,6.66,5.8,3.49,1.66,1.94,1.93,1.83,2.1,1.29,0.89,0.83,1.21,0.79,0.78,0.76,0.82,0.52,0.79,0.79,0.42,0.84,0.79,0.87,0.89,0.69,0.61,0.65,0.51,0.67,0.54,0.5,0.42,0.38,0.55,0.53,0.49,0.42,0.47,0.53,0.52,0.45,0.58,0.43,0.52,0.53,0.49,0.47,0.51,0.27,0.56,0.41,0.51,0.46,0.37,0.37,0.4,0.39,0.33,0.47,0.35,0.49,0.31,0.32,0.48,0.26,0.34,0.32,0.41,0.4,0.28,0.24,0.39,0.24,0.3,0.41,0.41,0.25,0.29,0.3,0.26,0.39,0.23,0.38,0.26,0.26,0.29,0.34,0.37,0.24,0.16,0.32,0.27,0.41,0.31,0.22,0.15,0.33,0.26,0.32,0.28,0.16,0.2,0.39,0.27,0.3,0.31,0.22,0.32,0.21,0.2,0.21,0.37,0.19,0.17,0.25,0.22,0.24,0.19,0.23,0.16,0.16,0.19,0.25,0.18,0.25,0.22,0.22,0.18,0.18,0.17,0.14,0.0,0.0,0.31,0.0,0.21,0.17,0.18,0.25,0.23,0.18,0.0,0.0,0.19,0.17,0.24,0.17,0.14,0.19,0.16,0.19,0.0,0.15,0.19,0.22,0.0,0.2,0.2,0.0,0.15,0.18,0.24,0.18,0.15,0.16,0.18,0.16,0.13,0.0,0.17,0.0,0.0,0.0,0.21,0.0,0.15,0.0,0.17,0.23,0.0,0.14,0.0,0.14,0.0,0.0,0.14,0.18,0.0,0.15,0.0,0.15,0.13,0.17,0.0,0.0,0.0,0.13,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.13,0.17,0.21,0.14,0.0,0.14,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.2,0.21,0.18,0.17,0.14,0.16,0.0,0.13,0.15,0.0,0.0,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.22,0.23,0.16,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.67999999999999
01/06/2022,6.79,5.74,3.54,1.66,1.93,1.92,1.86,2.37,1.31,0.91,0.83,1.19,0.8,0.77,0.79,0.81,0.54,0.81,0.79,0.42,0.83,0.79,0.85,0.88,0.7,0.63,0.65,0.52,0.67,0.53,0.5,0.42,0.39,0.55,0.51,0.49,0.42,0.46,0.51,0.52,0.46,0.56,0.43,0.53,0.52,0.5,0.47,0.5,0.28,0.55,0.41,0.51,0.45,0.36,0.37,0.39,0.39,0.33,0.45,0.35,0.48,0.31,0.3,0.46,0.26,0.34,0.32,0.4,0.39,0.28,0.23,0.39,0.24,0.3,0.4,0.4,0.24,0.3,0.3,0.26,0.38,0.22,0.36,0.26,0.26,0.29,0.33,0.36,0.24,0.16,0.31,0.27,0.43,0.31,0.21,0.14,0.33,0.27,0.32,0.28,0.16,0.2,0.4,0.26,0.3,0.3,0.21,0.32,0.21,0.21,0.2,0.37,0.19,0.18,0.25,0.21,0.24,0.19,0.23,0.16,0.16,0.19,0.25,0.17,0.24,0.22,0.22,0.18,0.18,0.17,0.14,0.0,0.0,0.3,0.0,0.21,0.16,0.18,0.26,0.23,0.18,0.0,0.0,0.18,0.17,0.24,0.16,0.13,0.17,0.16,0.18,0.0,0.15,0.19,0.22,0.13,0.2,0.19,0.0,0.15,0.17,0.24,0.18,0.15,0.15,0.18,0.15,0.13,0.0,0.17,0.0,0.0,0.0,0.21,0.0,0.14,0.0,0.17,0.24,0.0,0.14,0.0,0.14,0.0,0.0,0.14,0.18,0.0,0.15,0.0,0.15,0.13,0.17,0.0,0.0,0.0,0.13,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.14,0.0,0.17,0.21,0.14,0.0,0.13,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.19,0.21,0.17,0.17,0.13,0.16,0.0,0.13,0.15,0.0,0.0,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.22,0.23,0.16,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.69999999999999
01/07/2022,6.72,5.66,3.49,1.66,1.93,1.92,1.82,2.27,1.36,0.91,0.83,1.2,0.79,0.76,0.8,0.79,0.53,0.85,0.79,0.43,0.83,0.81,0.84,0.86,0.7,0.63,0.63,0.54,0.68,0.53,0.5,0.42,0.4,0.55,0.49,0.49,0.44,0.47,0.51,0.52,0.47,0.56,0.44,0.55,0.51,0.51,0.47,0.51,0.28,0.56,0.41,0.51,0.45,0.37,0.37,0.37,0.39,0.32,0.43,0.36,0.49,0.31,0.3,0.47,0.27,0.34,0.33,0.39,0.37,0.27,0.24,0.38,0.24,0.3,0.41,0.4,0.25,0.31,0.29,0.26,0.37,0.22,0.35,0.26,0.26,0.28,0.33,0.36,0.26,0.17,0.31,0.27,0.41,0.31,0.21,0.15,0.32,0.28,0.32,0.28,0.16,0.2,0.41,0.25,0.31,0.3,0.21,0.32,0.21,0.22,0.2,0.38,0.18,0.18,0.26,0.21,0.24,0.2,0.24,0.17,0.15,0.19,0.24,0.17,0.24,0.22,0.22,0.18,0.18,0.16,0.14,0.0,0.0,0.31,0.0,0.21,0.16,0.18,0.27,0.24,0.18,0.0,0.0,0.19,0.17,0.25,0.16,0.0,0.17,0.17,0.18,0.0,0.15,0.19,0.22,0.13,0.21,0.2,0.0,0.16,0.18,0.24,0.19,0.16,0.15,0.19,0.15,0.0,0.0,0.17,0.0,0.0,0.0,0.2,0.0,0.14,0.0,0.17,0.25,0.0,0.14,0.0,0.14,0.0,0.0,0.14,0.18,0.0,0.16,0.0,0.14,0.14,0.17,0.0,0.0,0.0,0.14,0.29,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.13,0.13,0.17,0.21,0.14,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.19,0.21,0.17,0.17,0.13,0.16,0.0,0.14,0.15,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.22,0.23,0.17,0.17,0.15,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.68999999999998
01/10/2022,6.57,5.52,3.48,1.67,1.88,1.87,1.79,2.15,1.37,0.92,0.85,1.21,0.82,0.72,0.8,0.78,0.54,0.87,0.8,0.44,0.85,0.83,0.81,0.87,0.7,0.65,0.6,0.58,0.7,0.51,0.5,0.43,0.41,0.55,0.5,0.5,0.45,0.48,0.5,0.55,0.49,0.53,0.46,0.56,0.49,0.51,0.48,0.51,0.29,0.56,0.41,0.51,0.43,0.37,0.38,0.38,0.38,0.32,0.43,0.36,0.49,0.32,0.31,0.48,0.27,0.34,0.35,0.39,0.36,0.26,0.24,0.38,0.23,0.31,0.41,0.41,0.25,0.32,0.29,0.26,0.37,0.22,0.34,0.25,0.26,0.28,0.33,0.37,0.27,0.17,0.31,0.28,0.4,0.32,0.21,0.15,0.33,0.29,0.32,0.28,0.15,0.19,0.41,0.24,0.32,0.3,0.22,0.33,0.21,0.22,0.21,0.39,0.19,0.19,0.27,0.22,0.25,0.2,0.25,0.18,0.14,0.2,0.24,0.17,0.24,0.22,0.22,0.18,0.18,0.16,0.14,0.0,0.0,0.31,0.0,0.21,0.17,0.18,0.29,0.23,0.19,0.0,0.0,0.2,0.18,0.27,0.15,0.0,0.16,0.17,0.17,0.0,0.15,0.2,0.22,0.14,0.22,0.2,0.0,0.15,0.18,0.25,0.19,0.16,0.15,0.2,0.15,0.0,0.0,0.18,0.0,0.0,0.0,0.2,0.0,0.14,0.0,0.18,0.27,0.0,0.14,0.0,0.15,0.0,0.0,0.15,0.18,0.0,0.16,0.0,0.14,0.14,0.17,0.0,0.0,0.0,0.14,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.17,0.22,0.14,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.13,0.19,0.22,0.16,0.17,0.13,0.16,0.0,0.14,0.15,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.22,0.23,0.17,0.17,0.16,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.75
01/11/2022,6.61,5.54,3.48,1.68,1.88,1.87,1.73,2.08,1.39,0.92,0.87,1.18,0.83,0.72,0.81,0.76,0.53,0.89,0.81,0.46,0.86,0.83,0.82,0.88,0.67,0.65,0.6,0.58,0.71,0.5,0.49,0.43,0.42,0.55,0.49,0.51,0.45,0.49,0.51,0.56,0.5,0.53,0.47,0.56,0.48,0.51,0.48,0.51,0.3,0.55,0.42,0.5,0.43,0.38,0.38,0.39,0.38,0.33,0.42,0.36,0.49,0.32,0.31,0.48,0.27,0.34,0.35,0.39,0.36,0.26,0.25,0.37,0.23,0.3,0.41,0.41,0.25,0.33,0.28,0.27,0.36,0.21,0.32,0.24,0.25,0.28,0.33,0.36,0.27,0.18,0.31,0.29,0.39,0.32,0.21,0.15,0.34,0.3,0.33,0.29,0.15,0.19,0.41,0.23,0.33,0.29,0.22,0.34,0.22,0.23,0.21,0.39,0.19,0.2,0.27,0.22,0.24,0.21,0.26,0.18,0.13,0.21,0.24,0.17,0.24,0.22,0.22,0.18,0.18,0.15,0.14,0.0,0.0,0.31,0.0,0.21,0.16,0.18,0.3,0.23,0.19,0.0,0.0,0.2,0.17,0.27,0.15,0.0,0.16,0.17,0.17,0.0,0.14,0.2,0.22,0.14,0.22,0.2,0.0,0.16,0.18,0.25,0.19,0.17,0.15,0.2,0.14,0.0,0.0,0.18,0.0,0.0,0.0,0.2,0.0,0.14,0.0,0.18,0.27,0.0,0.14,0.0,0.15,0.0,0.0,0.15,0.17,0.0,0.16,0.0,0.14,0.15,0.17,0.0,0.0,0.0,0.14,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.17,0.21,0.14,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.19,0.22,0.16,0.17,0.14,0.17,0.0,0.14,0.15,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.22,0.23,0.18,0.17,0.16,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.82
01/12/2022,6.61,5.54,3.48,1.68,1.88,1.87,1.73,2.08,1.39,0.92,0.87,1.18,0.83,0.72,0.81,0.76,0.53,0.89,0.81,0.46,0.86,0.83,0.82,0.88,0.67,0.65,0.6,0.58,0.71,0.5,0.49,0.43,0.42,0.55,0.49,0.51,0.45,0.49,0.51,0.56,0.5,0.53,0.47,0.56,0.48,0.51,0.48,0.51,0.3,0.55,0.42,0.5,0.43,0.38,0.38,0.39,0.38,0.33,0.42,0.36,0.49,0.32,0.31,0.48,0.27,0.34,0.35,0.39,0.36,0.26,0.25,0.37,0.23,0.3,0.41,0.41,0.25,0.33,0.28,0.27,0.36,0.21,0.32,0.24,0.25,0.28,0.33,0.36,0.27,0.18,0.31,0.29,0.39,0.32,0.21,0.15,0.34,0.3,0.33,0.29,0.15,0.19,0.41,0.23,0.33,0.29,0.22,0.34,0.22,0.23,0.21,0.39,0.19,0.2,0.27,0.22,0.24,0.21,0.26,0.18,0.13,0.21,0.24,0.17,0.24,0.22,0.22,0.18,0.18,0.15,0.14,0.0,0.0,0.31,0.0,0.21,0.16,0.18,0.3,0.23,0.19,0.0,0.0,0.2,0.17,0.27,0.15,0.0,0.16,0.17,0.17,0.0,0.14,0.2,0.22,0.14,0.22,0.2,0.0,0.16,0.18,0.25,0.19,0.17,0.15,0.2,0.14,0.0,0.0,0.18,0.0,0.0,0.0,0.2,0.0,0.14,0.0,0.18,0.27,0.0,0.14,0.0,0.15,0.0,0.0,0.15,0.17,0.0,0.16,0.0,0.14,0.15,0.17,0.0,0.0,0.0,0.14,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.17,0.21,0.14,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.19,0.22,0.16,0.17,0.14,0.17,0.0,0.14,0.15,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.22,0.23,0.18,0.17,0.16,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.82
01/13/2022,6.62,5.55,3.46,1.66,1.9,1.9,1.75,2.15,1.39,0.9,0.86,1.16,0.82,0.74,0.79,0.77,0.52,0.89,0.8,0.46,0.86,0.83,0.8,0.89,0.69,0.67,0.6,0.58,0.71,0.5,0.47,0.43,0.42,0.54,0.51,0.5,0.45,0.49,0.51,0.57,0.5,0.53,0.47,0.56,0.48,0.51,0.48,0.51,0.3,0.55,0.43,0.49,0.43,0.4,0.37,0.39,0.36,0.33,0.42,0.36,0.48,0.31,0.31,0.47,0.28,0.35,0.35,0.39,0.36,0.26,0.24,0.37,0.23,0.3,0.4,0.41,0.25,0.34,0.28,0.27,0.37,0.21,0.33,0.24,0.25,0.27,0.32,0.36,0.27,0.17,0.31,0.29,0.39,0.33,0.2,0.15,0.33,0.3,0.33,0.29,0.15,0.19,0.41,0.24,0.33,0.3,0.21,0.34,0.21,0.23,0.21,0.39,0.18,0.2,0.26,0.22,0.24,0.21,0.26,0.18,0.0,0.2,0.24,0.17,0.24,0.22,0.23,0.18,0.18,0.15,0.14,0.0,0.0,0.31,0.0,0.21,0.16,0.18,0.29,0.23,0.19,0.0,0.0,0.2,0.17,0.27,0.15,0.0,0.18,0.17,0.17,0.0,0.14,0.2,0.22,0.13,0.22,0.2,0.0,0.15,0.18,0.25,0.19,0.16,0.15,0.2,0.14,0.0,0.0,0.19,0.0,0.0,0.0,0.2,0.0,0.14,0.0,0.18,0.27,0.0,0.13,0.0,0.15,0.0,0.0,0.15,0.17,0.0,0.16,0.0,0.14,0.15,0.16,0.0,0.0,0.0,0.15,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.17,0.21,0.15,0.0,0.14,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.19,0.22,0.16,0.17,0.14,0.16,0.0,0.14,0.15,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.22,0.23,0.18,0.17,0.16,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.81
01/14/2022,6.67,5.51,3.51,1.68,1.9,1.89,1.76,2.14,1.38,0.9,0.84,1.15,0.82,0.74,0.79,0.77,0.54,0.89,0.78,0.45,0.85,0.82,0.8,0.89,0.69,0.67,0.61,0.6,0.7,0.49,0.46,0.43,0.41,0.54,0.5,0.5,0.45,0.49,0.51,0.56,0.5,0.53,0.47,0.57,0.48,0.5,0.48,0.51,0.29,0.54,0.42,0.5,0.42,0.39,0.37,0.39,0.36,0.32,0.42,0.35,0.48,0.31,0.31,0.47,0.27,0.35,0.34,0.38,0.36,0.26,0.24,0.37,0.23,0.3,0.4,0.4,0.25,0.34,0.28,0.27,0.37,0.2,0.33,0.24,0.25,0.27,0.32,0.35,0.27,0.18,0.31,0.29,0.4,0.32,0.2,0.14,0.32,0.3,0.33,0.28,0.15,0.19,0.41,0.23,0.33,0.3,0.21,0.34,0.22,0.23,0.2,0.39,0.21,0.21,0.25,0.21,0.24,0.2,0.26,0.18,0.14,0.2,0.24,0.17,0.24,0.22,0.23,0.18,0.18,0.15,0.14,0.0,0.0,0.31,0.0,0.21,0.16,0.18,0.29,0.23,0.19,0.0,0.0,0.2,0.17,0.27,0.15,0.0,0.17,0.17,0.17,0.0,0.14,0.2,0.22,0.14,0.22,0.2,0.0,0.15,0.18,0.25,0.19,0.16,0.15,0.2,0.14,0.0,0.0,0.18,0.0,0.0,0.0,0.2,0.0,0.14,0.0,0.18,0.28,0.0,0.14,0.0,0.15,0.0,0.0,0.15,0.17,0.0,0.16,0.0,0.14,0.15,0.17,0.0,0.0,0.0,0.14,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.17,0.21,0.15,0.0,0.13,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.19,0.23,0.16,0.17,0.0,0.17,0.0,0.14,0.15,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.22,0.23,0.18,0.17,0.16,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.68
01/17/2022,6.65,5.41,3.47,1.66,1.92,1.9,1.7,2.11,1.41,0.91,0.84,1.16,0.82,0.73,0.81,0.78,0.51,0.89,0.79,0.46,0.86,0.84,0.81,0.89,0.7,0.67,0.6,0.6,0.71,0.48,0.47,0.44,0.42,0.54,0.49,0.51,0.46,0.5,0.49,0.57,0.51,0.52,0.47,0.56,0.47,0.51,0.48,0.51,0.3,0.55,0.43,0.52,0.42,0.39,0.37,0.39,0.36,0.31,0.41,0.35,0.48,0.31,0.31,0.47,0.27,0.35,0.36,0.39,0.33,0.25,0.24,0.38,0.22,0.31,0.4,0.41,0.25,0.35,0.28,0.28,0.36,0.2,0.32,0.23,0.25,0.27,0.32,0.35,0.27,0.18,0.31,0.29,0.39,0.32,0.21,0.15,0.33,0.31,0.33,0.29,0.14,0.19,0.41,0.23,0.33,0.3,0.22,0.34,0.22,0.23,0.21,0.39,0.2,0.21,0.25,0.22,0.25,0.21,0.26,0.18,0.14,0.2,0.24,0.17,0.24,0.22,0.23,0.18,0.18,0.14,0.14,0.0,0.0,0.31,0.0,0.22,0.16,0.17,0.3,0.23,0.2,0.0,0.0,0.2,0.18,0.28,0.15,0.0,0.16,0.17,0.17,0.0,0.14,0.2,0.23,0.14,0.23,0.2,0.0,0.16,0.19,0.25,0.19,0.17,0.15,0.21,0.15,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.0,0.13,0.0,0.18,0.29,0.0,0.14,0.0,0.15,0.0,0.0,0.15,0.17,0.0,0.17,0.0,0.14,0.15,0.16,0.0,0.0,0.0,0.15,0.28,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.14,0.17,0.21,0.14,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.19,0.22,0.16,0.17,0.14,0.17,0.0,0.14,0.15,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.22,0.23,0.19,0.18,0.16,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.76
